'Time and date','II ','V ','PLETH ','RESP '
'[09:47:47.500 24/01/1995]',0.003,-0.031,-0.210,0.562
'[09:47:47.502 24/01/1995]',0.003,-0.031,-0.210,0.562
'[09:47:47.504 24/01/1995]',0.003,-0.031,-0.145,0.545
'[09:47:47.506 24/01/1995]',0.003,-0.031,-0.145,0.545
'[09:47:47.508 24/01/1995]',0.003,-0.031,-0.145,0.545
'[09:47:47.510 24/01/1995]',0.003,-0.031,-0.145,0.545
'[09:47:47.512 24/01/1995]',-0.032,-0.031,-0.070,0.528
'[09:47:47.514 24/01/1995]',-0.032,-0.031,-0.070,0.528
'[09:47:47.516 24/01/1995]',-0.032,-0.031,-0.070,0.528
'[09:47:47.518 24/01/1995]',-0.032,-0.031,-0.070,0.528
'[09:47:47.520 24/01/1995]',-0.032,-0.031,0.016,0.509
'[09:47:47.522 24/01/1995]',-0.032,-0.031,0.016,0.509
'[09:47:47.524 24/01/1995]',-0.032,-0.031,0.016,0.509
'[09:47:47.526 24/01/1995]',-0.068,-0.031,0.016,0.509
'[09:47:47.528 24/01/1995]',-0.068,-0.031,0.091,0.490
'[09:47:47.530 24/01/1995]',-0.068,-0.031,0.091,0.490
'[09:47:47.532 24/01/1995]',-0.068,-0.031,0.091,0.490
'[09:47:47.534 24/01/1995]',-0.068,-0.031,0.091,0.490
'[09:47:47.536 24/01/1995]',-0.068,-0.031,0.172,0.469
'[09:47:47.538 24/01/1995]',-0.068,-0.031,0.172,0.469
'[09:47:47.540 24/01/1995]',-0.068,-0.031,0.172,0.469
'[09:47:47.542 24/01/1995]',-0.068,-0.031,0.172,0.469
'[09:47:47.544 24/01/1995]',-0.068,-0.031,0.237,0.449
'[09:47:47.546 24/01/1995]',-0.068,0.003,0.237,0.449
'[09:47:47.548 24/01/1995]',-0.068,0.069,0.237,0.449
'[09:47:47.550 24/01/1995]',-0.068,0.170,0.237,0.449
'[09:47:47.552 24/01/1995]',-0.032,0.271,0.285,0.428
'[09:47:47.554 24/01/1995]',-0.068,0.305,0.285,0.428
'[09:47:47.556 24/01/1995]',-0.068,0.204,0.285,0.428
'[09:47:47.558 24/01/1995]',-0.068,0.103,0.285,0.428
'[09:47:47.560 24/01/1995]',-0.032,0.035,0.334,0.407
'[09:47:47.562 24/01/1995]',-0.032,0.003,0.334,0.407
'[09:47:47.564 24/01/1995]',-0.032,0.003,0.334,0.407
'[09:47:47.566 24/01/1995]',-0.032,0.003,0.334,0.407
'[09:47:47.568 24/01/1995]',-0.032,0.003,0.361,0.387
'[09:47:47.570 24/01/1995]',-0.032,0.003,0.361,0.387
'[09:47:47.572 24/01/1995]',0.003,0.003,0.361,0.387
'[09:47:47.574 24/01/1995]',0.003,0.003,0.361,0.387
'[09:47:47.576 24/01/1995]',0.003,-0.031,0.377,0.366
'[09:47:47.578 24/01/1995]',0.003,-0.031,0.377,0.366
'[09:47:47.580 24/01/1995]',0.003,-0.031,0.377,0.366
'[09:47:47.582 24/01/1995]',0.003,-0.031,0.377,0.366
'[09:47:47.584 24/01/1995]',0.003,-0.031,0.383,0.346
'[09:47:47.586 24/01/1995]',0.037,-0.064,0.383,0.346
'[09:47:47.588 24/01/1995]',0.037,-0.064,0.383,0.346
'[09:47:47.590 24/01/1995]',0.037,-0.098,0.383,0.346
'[09:47:47.592 24/01/1995]',0.003,-0.098,0.383,0.326
'[09:47:47.594 24/01/1995]',0.003,-0.098,0.383,0.326
'[09:47:47.596 24/01/1995]',0.003,-0.098,0.383,0.326
'[09:47:47.598 24/01/1995]',0.003,-0.098,0.383,0.326
'[09:47:47.600 24/01/1995]',0.003,-0.098,0.366,0.305
'[09:47:47.602 24/01/1995]',0.003,-0.098,0.366,0.305
'[09:47:47.604 24/01/1995]',0.003,-0.098,0.366,0.305
'[09:47:47.606 24/01/1995]',0.003,-0.098,0.366,0.305
'[09:47:47.608 24/01/1995]',0.003,-0.064,0.350,0.284
'[09:47:47.610 24/01/1995]',0.003,-0.064,0.350,0.284
'[09:47:47.612 24/01/1995]',-0.032,-0.064,0.350,0.284
'[09:47:47.614 24/01/1995]',-0.032,-0.064,0.350,0.284
'[09:47:47.616 24/01/1995]',-0.032,-0.064,0.324,0.264
'[09:47:47.618 24/01/1995]',-0.032,-0.064,0.324,0.264
'[09:47:47.620 24/01/1995]',-0.032,-0.064,0.324,0.264
'[09:47:47.622 24/01/1995]',-0.032,-0.031,0.324,0.264
'[09:47:47.624 24/01/1995]',-0.032,-0.031,0.301,0.242
'[09:47:47.626 24/01/1995]',-0.032,-0.031,0.301,0.242
'[09:47:47.628 24/01/1995]',-0.032,-0.031,0.301,0.242
'[09:47:47.630 24/01/1995]',-0.032,-0.031,0.301,0.242
'[09:47:47.632 24/01/1995]',-0.032,-0.031,0.270,0.221
'[09:47:47.634 24/01/1995]',-0.032,-0.031,0.270,0.221
'[09:47:47.636 24/01/1995]',-0.032,-0.031,0.270,0.221
'[09:47:47.638 24/01/1995]',-0.032,-0.031,0.270,0.221
'[09:47:47.640 24/01/1995]',-0.032,-0.031,0.237,0.200
'[09:47:47.642 24/01/1995]',-0.032,-0.031,0.237,0.200
'[09:47:47.644 24/01/1995]',-0.032,-0.031,0.237,0.200
'[09:47:47.646 24/01/1995]',-0.032,-0.031,0.237,0.200
'[09:47:47.648 24/01/1995]',-0.032,-0.031,0.204,0.178
'[09:47:47.650 24/01/1995]',-0.032,-0.031,0.204,0.178
'[09:47:47.652 24/01/1995]',-0.068,0.003,0.204,0.178
'[09:47:47.654 24/01/1995]',-0.068,0.003,0.204,0.178
'[09:47:47.656 24/01/1995]',-0.103,0.003,0.156,0.158
'[09:47:47.658 24/01/1995]',-0.103,0.035,0.156,0.158
'[09:47:47.660 24/01/1995]',-0.139,0.069,0.156,0.158
'[09:47:47.662 24/01/1995]',-0.174,0.103,0.156,0.158
'[09:47:47.664 24/01/1995]',-0.174,0.170,0.118,0.137
'[09:47:47.666 24/01/1995]',-0.139,0.204,0.118,0.137
'[09:47:47.668 24/01/1995]',-0.103,0.204,0.118,0.137
'[09:47:47.670 24/01/1995]',-0.068,0.204,0.118,0.137
'[09:47:47.672 24/01/1995]',-0.032,0.170,0.081,0.116
'[09:47:47.674 24/01/1995]',0.037,0.137,0.081,0.116
'[09:47:47.676 24/01/1995]',0.144,0.103,0.081,0.116
'[09:47:47.678 24/01/1995]',0.286,0.003,0.081,0.116
'[09:47:47.680 24/01/1995]',0.464,-0.031,0.037,0.096
'[09:47:47.682 24/01/1995]',0.640,-0.098,0.037,0.096
'[09:47:47.684 24/01/1995]',0.746,-0.199,0.037,0.096
'[09:47:47.686 24/01/1995]',0.746,-0.334,0.037,0.096
'[09:47:47.688 24/01/1995]',0.640,-0.469,-0.011,0.075
'[09:47:47.690 24/01/1995]',0.499,-0.569,-0.011,0.075
'[09:47:47.692 24/01/1995]',0.357,-0.637,-0.011,0.075
'[09:47:47.694 24/01/1995]',0.179,-0.637,-0.011,0.075
'[09:47:47.696 24/01/1995]',0.073,-0.502,-0.049,0.055
'[09:47:47.698 24/01/1995]',0.003,-0.301,-0.049,0.055
'[09:47:47.700 24/01/1995]',-0.068,-0.166,-0.049,0.055
'[09:47:47.702 24/01/1995]',-0.103,-0.031,-0.049,0.055
'[09:47:47.704 24/01/1995]',-0.103,0.003,-0.081,0.035
'[09:47:47.706 24/01/1995]',-0.103,-0.098,-0.081,0.035
'[09:47:47.708 24/01/1995]',-0.103,-0.166,-0.081,0.035
'[09:47:47.710 24/01/1995]',-0.103,-0.166,-0.081,0.035
'[09:47:47.712 24/01/1995]',-0.068,-0.166,-0.118,0.015
'[09:47:47.714 24/01/1995]',-0.068,-0.132,-0.118,0.015
'[09:47:47.716 24/01/1995]',-0.068,-0.098,-0.118,0.015
'[09:47:47.718 24/01/1995]',-0.068,-0.098,-0.118,0.015
'[09:47:47.720 24/01/1995]',-0.068,-0.064,-0.151,-0.005
'[09:47:47.722 24/01/1995]',-0.103,-0.064,-0.151,-0.005
'[09:47:47.724 24/01/1995]',-0.103,-0.031,-0.151,-0.005
'[09:47:47.726 24/01/1995]',-0.139,-0.031,-0.151,-0.005
'[09:47:47.728 24/01/1995]',-0.139,-0.031,-0.172,-0.025
'[09:47:47.730 24/01/1995]',-0.139,-0.031,-0.172,-0.025
'[09:47:47.732 24/01/1995]',-0.139,0.003,-0.172,-0.025
'[09:47:47.734 24/01/1995]',-0.139,0.003,-0.172,-0.025
'[09:47:47.736 24/01/1995]',-0.139,0.003,-0.189,-0.044
'[09:47:47.738 24/01/1995]',-0.139,0.003,-0.189,-0.044
'[09:47:47.740 24/01/1995]',-0.139,0.003,-0.189,-0.044
'[09:47:47.742 24/01/1995]',-0.139,0.003,-0.189,-0.044
'[09:47:47.744 24/01/1995]',-0.103,0.003,-0.205,-0.063
'[09:47:47.746 24/01/1995]',-0.103,-0.031,-0.205,-0.063
'[09:47:47.748 24/01/1995]',-0.103,-0.031,-0.205,-0.063
'[09:47:47.750 24/01/1995]',-0.103,-0.031,-0.205,-0.063
'[09:47:47.752 24/01/1995]',-0.103,-0.031,-0.221,-0.082
'[09:47:47.754 24/01/1995]',-0.103,-0.031,-0.221,-0.082
'[09:47:47.756 24/01/1995]',-0.103,-0.031,-0.221,-0.082
'[09:47:47.758 24/01/1995]',-0.103,-0.031,-0.221,-0.082
'[09:47:47.760 24/01/1995]',-0.139,-0.031,-0.232,-0.101
'[09:47:47.762 24/01/1995]',-0.139,-0.031,-0.232,-0.101
'[09:47:47.764 24/01/1995]',-0.139,0.003,-0.232,-0.101
'[09:47:47.766 24/01/1995]',-0.174,0.003,-0.232,-0.101
'[09:47:47.768 24/01/1995]',-0.174,0.069,-0.237,-0.119
'[09:47:47.770 24/01/1995]',-0.174,0.069,-0.237,-0.119
'[09:47:47.772 24/01/1995]',-0.174,0.035,-0.237,-0.119
'[09:47:47.774 24/01/1995]',-0.174,0.003,-0.237,-0.119
'[09:47:47.776 24/01/1995]',-0.174,0.003,-0.254,-0.138
'[09:47:47.778 24/01/1995]',-0.174,0.003,-0.254,-0.138
'[09:47:47.780 24/01/1995]',-0.174,0.003,-0.254,-0.138
'[09:47:47.782 24/01/1995]',-0.174,0.003,-0.254,-0.138
'[09:47:47.784 24/01/1995]',-0.174,0.003,-0.259,-0.155
'[09:47:47.786 24/01/1995]',-0.174,0.003,-0.259,-0.155
'[09:47:47.788 24/01/1995]',-0.174,0.003,-0.259,-0.155
'[09:47:47.790 24/01/1995]',-0.174,0.003,-0.259,-0.155
'[09:47:47.792 24/01/1995]',-0.174,0.003,-0.265,-0.173
'[09:47:47.794 24/01/1995]',-0.174,0.003,-0.265,-0.173
'[09:47:47.796 24/01/1995]',-0.174,0.003,-0.265,-0.173
'[09:47:47.798 24/01/1995]',-0.174,0.003,-0.265,-0.173
'[09:47:47.800 24/01/1995]',-0.174,0.003,-0.270,-0.191
'[09:47:47.802 24/01/1995]',-0.210,0.003,-0.270,-0.191
'[09:47:47.804 24/01/1995]',-0.210,0.003,-0.270,-0.191
'[09:47:47.806 24/01/1995]',-0.210,0.003,-0.270,-0.191
'[09:47:47.808 24/01/1995]',-0.174,0.003,-0.275,-0.206
'[09:47:47.810 24/01/1995]',-0.174,0.003,-0.275,-0.206
'[09:47:47.812 24/01/1995]',-0.174,0.003,-0.275,-0.206
'[09:47:47.814 24/01/1995]',-0.174,0.003,-0.275,-0.206
'[09:47:47.816 24/01/1995]',-0.174,0.003,-0.291,-0.221
'[09:47:47.818 24/01/1995]',-0.174,0.003,-0.291,-0.221
'[09:47:47.820 24/01/1995]',-0.174,0.003,-0.291,-0.221
'[09:47:47.822 24/01/1995]',-0.174,0.003,-0.291,-0.221
'[09:47:47.824 24/01/1995]',-0.174,0.035,-0.296,-0.234
'[09:47:47.826 24/01/1995]',-0.174,0.003,-0.296,-0.234
'[09:47:47.828 24/01/1995]',-0.139,0.035,-0.296,-0.234
'[09:47:47.830 24/01/1995]',-0.139,0.035,-0.296,-0.234
'[09:47:47.832 24/01/1995]',-0.103,0.035,-0.296,-0.247
'[09:47:47.834 24/01/1995]',-0.103,0.035,-0.296,-0.247
'[09:47:47.836 24/01/1995]',-0.103,0.035,-0.296,-0.247
'[09:47:47.838 24/01/1995]',-0.103,0.035,-0.296,-0.247
'[09:47:47.840 24/01/1995]',-0.103,0.035,-0.313,-0.259
'[09:47:47.842 24/01/1995]',-0.068,0.035,-0.313,-0.259
'[09:47:47.844 24/01/1995]',-0.068,0.035,-0.313,-0.259
'[09:47:47.846 24/01/1995]',-0.032,0.069,-0.313,-0.259
'[09:47:47.848 24/01/1995]',-0.032,0.069,-0.324,-0.270
'[09:47:47.850 24/01/1995]',-0.032,0.069,-0.324,-0.270
'[09:47:47.852 24/01/1995]',0.003,0.069,-0.324,-0.270
'[09:47:47.854 24/01/1995]',0.003,0.069,-0.324,-0.270
'[09:47:47.856 24/01/1995]',0.003,0.069,-0.329,-0.280
'[09:47:47.858 24/01/1995]',0.003,0.069,-0.329,-0.280
'[09:47:47.860 24/01/1995]',0.003,0.069,-0.329,-0.280
'[09:47:47.862 24/01/1995]',0.003,0.069,-0.329,-0.280
'[09:47:47.864 24/01/1995]',0.003,0.069,-0.345,-0.289
'[09:47:47.866 24/01/1995]',0.037,0.035,-0.345,-0.289
'[09:47:47.868 24/01/1995]',0.037,0.035,-0.345,-0.289
'[09:47:47.870 24/01/1995]',0.037,0.035,-0.345,-0.289
'[09:47:47.872 24/01/1995]',0.037,0.069,-0.356,-0.298
'[09:47:47.874 24/01/1995]',0.037,0.238,-0.356,-0.298
'[09:47:47.876 24/01/1995]',0.073,0.339,-0.356,-0.298
'[09:47:47.878 24/01/1995]',0.073,0.373,-0.356,-0.298
'[09:47:47.880 24/01/1995]',0.073,0.339,-0.361,-0.308
'[09:47:47.882 24/01/1995]',0.108,0.271,-0.361,-0.308
'[09:47:47.884 24/01/1995]',0.108,0.204,-0.361,-0.308
'[09:47:47.886 24/01/1995]',0.144,0.103,-0.361,-0.308
'[09:47:47.888 24/01/1995]',0.144,0.069,-0.378,-0.319
'[09:47:47.890 24/01/1995]',0.179,0.069,-0.378,-0.319
'[09:47:47.892 24/01/1995]',0.179,0.035,-0.378,-0.319
'[09:47:47.894 24/01/1995]',0.179,0.003,-0.378,-0.319
'[09:47:47.896 24/01/1995]',0.179,0.003,-0.378,-0.329
'[09:47:47.898 24/01/1995]',0.179,-0.031,-0.378,-0.329
'[09:47:47.900 24/01/1995]',0.179,-0.031,-0.378,-0.329
'[09:47:47.902 24/01/1995]',0.179,-0.031,-0.378,-0.329
'[09:47:47.904 24/01/1995]',0.179,-0.031,-0.383,-0.339
'[09:47:47.906 24/01/1995]',0.179,-0.031,-0.383,-0.339
'[09:47:47.908 24/01/1995]',0.144,-0.031,-0.383,-0.339
'[09:47:47.910 24/01/1995]',0.144,-0.031,-0.383,-0.339
'[09:47:47.912 24/01/1995]',0.144,-0.031,-0.383,-0.349
'[09:47:47.914 24/01/1995]',0.144,-0.031,-0.383,-0.349
'[09:47:47.916 24/01/1995]',0.108,0.103,-0.383,-0.349
'[09:47:47.918 24/01/1995]',0.108,0.238,-0.383,-0.349
'[09:47:47.920 24/01/1995]',0.108,0.339,-0.372,-0.360
'[09:47:47.922 24/01/1995]',0.073,0.339,-0.372,-0.360
'[09:47:47.924 24/01/1995]',0.073,0.339,-0.372,-0.360
'[09:47:47.926 24/01/1995]',0.037,0.305,-0.372,-0.360
'[09:47:47.928 24/01/1995]',0.037,0.339,-0.399,-0.372
'[09:47:47.930 24/01/1995]',0.037,0.373,-0.399,-0.372
'[09:47:47.932 24/01/1995]',0.037,0.406,-0.399,-0.372
'[09:47:47.934 24/01/1995]',0.003,0.406,-0.399,-0.372
'[09:47:47.936 24/01/1995]',0.003,0.440,-0.366,-0.385
'[09:47:47.938 24/01/1995]',0.003,0.440,-0.366,-0.385
'[09:47:47.940 24/01/1995]',0.003,0.440,-0.366,-0.385
'[09:47:47.942 24/01/1995]',0.003,0.406,-0.366,-0.385
'[09:47:47.944 24/01/1995]',-0.032,0.339,-0.334,-0.399
'[09:47:47.946 24/01/1995]',-0.032,0.170,-0.334,-0.399
'[09:47:47.948 24/01/1995]',-0.032,0.069,-0.334,-0.399
'[09:47:47.950 24/01/1995]',-0.032,0.003,-0.334,-0.399
'[09:47:47.952 24/01/1995]',-0.068,0.003,-0.295,-0.414
'[09:47:47.954 24/01/1995]',-0.068,0.003,-0.295,-0.414
'[09:47:47.956 24/01/1995]',-0.068,0.103,-0.295,-0.414
'[09:47:47.958 24/01/1995]',-0.068,0.238,-0.295,-0.414
'[09:47:47.960 24/01/1995]',-0.068,0.339,-0.246,-0.430
'[09:47:47.962 24/01/1995]',-0.068,0.373,-0.246,-0.430
'[09:47:47.964 24/01/1995]',-0.068,0.406,-0.246,-0.430
'[09:47:47.966 24/01/1995]',-0.068,0.406,-0.246,-0.430
'[09:47:47.968 24/01/1995]',-0.103,0.440,-0.186,-0.447
'[09:47:47.970 24/01/1995]',-0.068,0.440,-0.186,-0.447
'[09:47:47.972 24/01/1995]',-0.103,0.440,-0.186,-0.447
'[09:47:47.974 24/01/1995]',-0.103,0.440,-0.186,-0.447
'[09:47:47.976 24/01/1995]',-0.103,0.440,-0.137,-0.464
'[09:47:47.978 24/01/1995]',-0.103,0.440,-0.137,-0.464
'[09:47:47.980 24/01/1995]',-0.103,0.440,-0.137,-0.464
'[09:47:47.982 24/01/1995]',-0.103,0.440,-0.137,-0.464
'[09:47:47.984 24/01/1995]',-0.103,0.440,-0.076,-0.481
'[09:47:47.986 24/01/1995]',-0.103,0.440,-0.076,-0.481
'[09:47:47.988 24/01/1995]',-0.068,0.440,-0.076,-0.481
'[09:47:47.990 24/01/1995]',-0.068,0.440,-0.076,-0.481
'[09:47:47.992 24/01/1995]',-0.068,0.440,-0.027,-0.499
'[09:47:47.994 24/01/1995]',-0.068,0.440,-0.027,-0.499
'[09:47:47.996 24/01/1995]',-0.068,0.440,-0.027,-0.499
'[09:47:47.998 24/01/1995]',-0.068,0.440,-0.027,-0.499
'[09:47:48.000 24/01/1995]',-0.068,0.440,0.028,-0.515
'[09:47:48.002 24/01/1995]',-0.068,0.406,0.028,-0.515
'[09:47:48.004 24/01/1995]',-0.032,0.440,0.028,-0.515
'[09:47:48.006 24/01/1995]',-0.032,0.373,0.028,-0.515
'[09:47:48.008 24/01/1995]',-0.032,0.204,0.060,-0.531
'[09:47:48.010 24/01/1995]',-0.068,0.069,0.060,-0.531
'[09:47:48.012 24/01/1995]',-0.068,0.003,0.060,-0.531
'[09:47:48.014 24/01/1995]',-0.032,0.069,0.060,-0.531
'[09:47:48.016 24/01/1995]',-0.032,0.204,0.087,-0.546
'[09:47:48.018 24/01/1995]',-0.068,0.305,0.087,-0.546
'[09:47:48.020 24/01/1995]',-0.068,0.339,0.087,-0.546
'[09:47:48.022 24/01/1995]',-0.068,0.339,0.087,-0.546
'[09:47:48.024 24/01/1995]',-0.032,0.373,0.110,-0.561
'[09:47:48.026 24/01/1995]',-0.032,0.373,0.110,-0.561
'[09:47:48.028 24/01/1995]',-0.032,0.373,0.110,-0.561
'[09:47:48.030 24/01/1995]',0.003,0.373,0.110,-0.561
'[09:47:48.032 24/01/1995]',0.003,0.406,0.115,-0.577
'[09:47:48.034 24/01/1995]',0.003,0.373,0.115,-0.577
'[09:47:48.036 24/01/1995]',0.003,0.305,0.115,-0.577
'[09:47:48.038 24/01/1995]',0.003,0.170,0.115,-0.577
'[09:47:48.040 24/01/1995]',0.003,0.035,0.120,-0.593
'[09:47:48.042 24/01/1995]',0.003,-0.031,0.120,-0.593
'[09:47:48.044 24/01/1995]',0.003,-0.064,0.120,-0.593
'[09:47:48.046 24/01/1995]',0.003,-0.098,0.120,-0.593
'[09:47:48.048 24/01/1995]',0.003,-0.132,0.115,-0.610
'[09:47:48.050 24/01/1995]',0.003,-0.166,0.115,-0.610
'[09:47:48.052 24/01/1995]',0.003,-0.166,0.115,-0.610
'[09:47:48.054 24/01/1995]',0.003,-0.132,0.115,-0.610
'[09:47:48.056 24/01/1995]',0.003,-0.031,0.104,-0.627
'[09:47:48.058 24/01/1995]',0.003,0.103,0.104,-0.627
'[09:47:48.060 24/01/1995]',0.003,0.204,0.104,-0.627
'[09:47:48.062 24/01/1995]',0.003,0.238,0.104,-0.627
'[09:47:48.064 24/01/1995]',0.003,0.305,0.076,-0.644
'[09:47:48.066 24/01/1995]',0.003,0.305,0.076,-0.644
'[09:47:48.068 24/01/1995]',0.003,0.305,0.076,-0.644
'[09:47:48.070 24/01/1995]',0.003,0.305,0.076,-0.644
'[09:47:48.072 24/01/1995]',0.003,0.305,0.055,-0.660
'[09:47:48.074 24/01/1995]',0.003,0.305,0.055,-0.660
'[09:47:48.076 24/01/1995]',0.003,0.305,0.055,-0.660
'[09:47:48.078 24/01/1995]',-0.032,0.339,0.055,-0.660
'[09:47:48.080 24/01/1995]',-0.032,0.339,0.033,-0.677
'[09:47:48.082 24/01/1995]',-0.032,0.305,0.033,-0.677
'[09:47:48.084 24/01/1995]',-0.032,0.339,0.033,-0.677
'[09:47:48.086 24/01/1995]',-0.032,0.339,0.033,-0.677
'[09:47:48.088 24/01/1995]',-0.032,0.339,0.000,-0.693
'[09:47:48.090 24/01/1995]',-0.068,0.339,0.000,-0.693
'[09:47:48.092 24/01/1995]',-0.068,0.339,0.000,-0.693
'[09:47:48.094 24/01/1995]',-0.068,0.339,0.000,-0.693
'[09:47:48.096 24/01/1995]',-0.068,0.339,-0.038,-0.709
'[09:47:48.098 24/01/1995]',-0.068,0.339,-0.038,-0.709
'[09:47:48.100 24/01/1995]',-0.068,0.339,-0.038,-0.709
'[09:47:48.102 24/01/1995]',-0.068,0.339,-0.038,-0.709
'[09:47:48.104 24/01/1995]',-0.068,0.339,-0.082,-0.724
'[09:47:48.106 24/01/1995]',-0.068,0.339,-0.082,-0.724
'[09:47:48.108 24/01/1995]',-0.068,0.339,-0.082,-0.724
'[09:47:48.110 24/01/1995]',-0.068,0.305,-0.082,-0.724
'[09:47:48.112 24/01/1995]',-0.068,0.339,-0.120,-0.739
'[09:47:48.114 24/01/1995]',-0.068,0.339,-0.120,-0.739
'[09:47:48.116 24/01/1995]',-0.068,0.305,-0.120,-0.739
'[09:47:48.118 24/01/1995]',-0.068,0.305,-0.120,-0.739
'[09:47:48.120 24/01/1995]',-0.068,0.339,-0.159,-0.753
'[09:47:48.122 24/01/1995]',-0.068,0.339,-0.159,-0.753
'[09:47:48.124 24/01/1995]',-0.068,0.339,-0.159,-0.753
'[09:47:48.126 24/01/1995]',-0.068,0.339,-0.159,-0.753
'[09:47:48.128 24/01/1995]',-0.068,0.339,-0.197,-0.767
'[09:47:48.130 24/01/1995]',-0.103,0.339,-0.197,-0.767
'[09:47:48.132 24/01/1995]',-0.103,0.339,-0.197,-0.767
'[09:47:48.134 24/01/1995]',-0.103,0.339,-0.197,-0.767
'[09:47:48.136 24/01/1995]',-0.103,0.339,-0.230,-0.780
'[09:47:48.138 24/01/1995]',-0.103,0.339,-0.230,-0.780
'[09:47:48.140 24/01/1995]',-0.068,0.339,-0.230,-0.780
'[09:47:48.142 24/01/1995]',-0.103,0.339,-0.230,-0.780
'[09:47:48.144 24/01/1995]',-0.103,0.339,-0.263,-0.792
'[09:47:48.146 24/01/1995]',-0.103,0.305,-0.263,-0.792
'[09:47:48.148 24/01/1995]',-0.103,0.305,-0.263,-0.792
'[09:47:48.150 24/01/1995]',-0.068,0.305,-0.263,-0.792
'[09:47:48.152 24/01/1995]',-0.068,0.305,-0.295,-0.804
'[09:47:48.154 24/01/1995]',-0.103,0.305,-0.295,-0.804
'[09:47:48.156 24/01/1995]',-0.103,0.305,-0.295,-0.804
'[09:47:48.158 24/01/1995]',-0.103,0.305,-0.295,-0.804
'[09:47:48.160 24/01/1995]',-0.068,0.305,-0.311,-0.815
'[09:47:48.162 24/01/1995]',-0.068,0.305,-0.311,-0.815
'[09:47:48.164 24/01/1995]',-0.068,0.271,-0.311,-0.815
'[09:47:48.166 24/01/1995]',-0.103,0.271,-0.311,-0.815
'[09:47:48.168 24/01/1995]',-0.103,0.271,-0.339,-0.824
'[09:47:48.170 24/01/1995]',-0.103,0.271,-0.339,-0.824
'[09:47:48.172 24/01/1995]',-0.068,0.271,-0.339,-0.824
'[09:47:48.174 24/01/1995]',-0.068,0.271,-0.339,-0.824
'[09:47:48.176 24/01/1995]',-0.068,0.271,-0.344,-0.833
'[09:47:48.178 24/01/1995]',-0.068,0.271,-0.344,-0.833
'[09:47:48.180 24/01/1995]',-0.068,0.271,-0.344,-0.833
'[09:47:48.182 24/01/1995]',-0.068,0.271,-0.344,-0.833
'[09:47:48.184 24/01/1995]',-0.068,0.271,-0.355,-0.841
'[09:47:48.186 24/01/1995]',-0.068,0.271,-0.355,-0.841
'[09:47:48.188 24/01/1995]',-0.068,0.271,-0.355,-0.841
'[09:47:48.190 24/01/1995]',-0.068,0.271,-0.355,-0.841
'[09:47:48.192 24/01/1995]',-0.068,0.271,-0.366,-0.848
'[09:47:48.194 24/01/1995]',-0.068,0.271,-0.366,-0.848
'[09:47:48.196 24/01/1995]',-0.103,0.271,-0.366,-0.848
'[09:47:48.198 24/01/1995]',-0.068,0.271,-0.366,-0.848
'[09:47:48.200 24/01/1995]',-0.068,0.271,-0.377,-0.854
'[09:47:48.202 24/01/1995]',-0.068,0.271,-0.377,-0.854
'[09:47:48.204 24/01/1995]',-0.068,0.271,-0.377,-0.854
'[09:47:48.206 24/01/1995]',-0.032,0.238,-0.377,-0.854
'[09:47:48.208 24/01/1995]',-0.032,0.238,-0.377,-0.860
'[09:47:48.210 24/01/1995]',-0.032,0.238,-0.377,-0.860
'[09:47:48.212 24/01/1995]',0.003,0.238,-0.377,-0.860
'[09:47:48.214 24/01/1995]',0.003,0.238,-0.377,-0.860
'[09:47:48.216 24/01/1995]',0.003,0.204,-0.377,-0.864
'[09:47:48.218 24/01/1995]',0.003,0.204,-0.377,-0.864
'[09:47:48.220 24/01/1995]',0.003,0.204,-0.377,-0.864
'[09:47:48.222 24/01/1995]',0.003,0.204,-0.377,-0.864
'[09:47:48.224 24/01/1995]',0.003,0.204,-0.377,-0.868
'[09:47:48.226 24/01/1995]',0.003,0.204,-0.377,-0.868
'[09:47:48.228 24/01/1995]',0.003,0.204,-0.377,-0.868
'[09:47:48.230 24/01/1995]',0.003,0.204,-0.377,-0.868
'[09:47:48.232 24/01/1995]',0.003,0.204,-0.383,-0.871
'[09:47:48.234 24/01/1995]',0.003,0.204,-0.383,-0.871
'[09:47:48.236 24/01/1995]',0.003,0.204,-0.383,-0.871
'[09:47:48.238 24/01/1995]',0.003,0.204,-0.383,-0.871
'[09:47:48.240 24/01/1995]',0.003,0.204,-0.383,-0.873
'[09:47:48.242 24/01/1995]',0.003,0.204,-0.383,-0.873
'[09:47:48.244 24/01/1995]',-0.032,0.204,-0.383,-0.873
'[09:47:48.246 24/01/1995]',-0.032,0.204,-0.383,-0.873
'[09:47:48.248 24/01/1995]',-0.032,0.204,-0.383,-0.874
'[09:47:48.250 24/01/1995]',-0.032,0.204,-0.383,-0.874
'[09:47:48.252 24/01/1995]',-0.032,0.204,-0.383,-0.874
'[09:47:48.254 24/01/1995]',-0.032,0.204,-0.383,-0.874
'[09:47:48.256 24/01/1995]',-0.032,0.204,-0.383,-0.875
'[09:47:48.258 24/01/1995]',-0.032,0.204,-0.383,-0.875
'[09:47:48.260 24/01/1995]',-0.032,0.204,-0.383,-0.875
'[09:47:48.262 24/01/1995]',-0.032,0.204,-0.383,-0.875
'[09:47:48.264 24/01/1995]',-0.032,0.204,-0.388,-0.876
'[09:47:48.266 24/01/1995]',-0.032,0.204,-0.388,-0.876
