'Time and date','III ','I ','V ','ABP ','PAP ','PLETH ','RESP '
'[08:16:18.378 26/10/1994]',-0.042,-0.010,0.044,57.300,15.750,-0.189,-0.661
'[08:16:18.380 26/10/1994]',-0.042,0.034,0.056,57.300,15.750,-0.189,-0.661
'[08:16:18.382 26/10/1994]',-0.041,0.067,0.056,57.300,15.750,-0.189,-0.661
'[08:16:18.384 26/10/1994]',-0.041,0.044,0.056,56.850,15.750,-0.184,-0.657
'[08:16:18.386 26/10/1994]',-0.040,0.001,0.044,56.850,15.750,-0.184,-0.657
'[08:16:18.388 26/10/1994]',-0.040,-0.054,0.034,56.850,15.750,-0.184,-0.657
'[08:16:18.390 26/10/1994]',-0.039,-0.076,0.034,56.850,15.750,-0.184,-0.657
'[08:16:18.392 26/10/1994]',-0.038,-0.076,0.034,56.450,15.988,-0.180,-0.654
'[08:16:18.394 26/10/1994]',-0.037,-0.032,0.044,56.450,15.988,-0.180,-0.654
'[08:16:18.396 26/10/1994]',-0.036,0.011,0.056,56.450,15.988,-0.180,-0.654
'[08:16:18.398 26/10/1994]',-0.036,0.056,0.056,56.450,15.988,-0.180,-0.654
'[08:16:18.400 26/10/1994]',-0.035,0.056,0.056,56.000,16.637,-0.178,-0.652
'[08:16:18.402 26/10/1994]',-0.034,0.022,0.056,56.000,16.637,-0.178,-0.652
'[08:16:18.404 26/10/1994]',-0.033,-0.032,0.044,56.000,16.637,-0.178,-0.652
'[08:16:18.406 26/10/1994]',-0.032,-0.076,0.034,56.000,16.637,-0.178,-0.652
'[08:16:18.408 26/10/1994]',-0.031,-0.087,0.034,55.600,17.625,-0.177,-0.650
'[08:16:18.410 26/10/1994]',-0.030,-0.054,0.044,55.600,17.625,-0.177,-0.650
'[08:16:18.412 26/10/1994]',-0.029,0.001,0.044,55.600,17.625,-0.177,-0.650
'[08:16:18.414 26/10/1994]',-0.028,0.044,0.056,55.600,17.625,-0.177,-0.650
'[08:16:18.416 26/10/1994]',-0.028,0.067,0.056,55.100,18.625,-0.177,-0.650
'[08:16:18.418 26/10/1994]',-0.027,0.044,0.056,55.100,18.625,-0.177,-0.650
'[08:16:18.420 26/10/1994]',-0.025,-0.010,0.044,55.100,18.625,-0.177,-0.650
'[08:16:18.422 26/10/1994]',-0.024,-0.065,0.044,55.100,18.625,-0.177,-0.650
'[08:16:18.424 26/10/1994]',-0.023,-0.076,0.044,54.650,19.500,-0.177,-0.650
'[08:16:18.426 26/10/1994]',-0.022,-0.065,0.044,54.650,19.500,-0.177,-0.650
'[08:16:18.428 26/10/1994]',-0.020,0.001,0.056,54.650,19.500,-0.177,-0.650
'[08:16:18.430 26/10/1994]',-0.018,0.044,0.056,54.650,19.500,-0.177,-0.650
'[08:16:18.432 26/10/1994]',-0.017,0.077,0.067,54.150,20.262,-0.179,-0.651
'[08:16:18.434 26/10/1994]',-0.015,0.067,0.056,54.150,20.262,-0.179,-0.651
'[08:16:18.436 26/10/1994]',-0.014,0.011,0.056,54.150,20.262,-0.179,-0.651
'[08:16:18.438 26/10/1994]',-0.013,-0.043,0.044,54.150,20.262,-0.179,-0.651
'[08:16:18.440 26/10/1994]',-0.012,-0.076,0.044,53.650,20.850,-0.180,-0.653
'[08:16:18.442 26/10/1994]',-0.011,-0.065,0.044,53.650,20.850,-0.180,-0.653
'[08:16:18.444 26/10/1994]',-0.009,-0.021,0.056,53.650,20.850,-0.180,-0.653
'[08:16:18.446 26/10/1994]',-0.007,0.034,0.056,53.650,20.850,-0.180,-0.653
'[08:16:18.448 26/10/1994]',-0.005,0.077,0.067,53.250,21.325,-0.182,-0.657
'[08:16:18.450 26/10/1994]',-0.003,0.077,0.067,53.250,21.325,-0.182,-0.657
'[08:16:18.452 26/10/1994]',-0.002,0.034,0.056,53.250,21.325,-0.182,-0.657
'[08:16:18.454 26/10/1994]',0.000,-0.021,0.056,53.250,21.325,-0.182,-0.657
'[08:16:18.456 26/10/1994]',0.002,-0.065,0.044,52.850,21.788,-0.184,-0.661
'[08:16:18.458 26/10/1994]',0.003,-0.054,0.056,52.850,21.788,-0.184,-0.661
'[08:16:18.460 26/10/1994]',0.004,-0.021,0.056,52.850,21.788,-0.184,-0.661
'[08:16:18.462 26/10/1994]',0.006,0.034,0.067,52.850,21.788,-0.184,-0.661
'[08:16:18.464 26/10/1994]',0.008,0.077,0.067,52.550,22.262,-0.187,-0.666
'[08:16:18.466 26/10/1994]',0.010,0.100,0.077,52.550,22.262,-0.187,-0.666
'[08:16:18.468 26/10/1994]',0.011,0.067,0.067,52.550,22.262,-0.187,-0.666
'[08:16:18.470 26/10/1994]',0.012,0.001,0.056,52.550,22.262,-0.187,-0.666
'[08:16:18.472 26/10/1994]',0.013,-0.043,0.056,52.350,22.725,-0.190,-0.672
'[08:16:18.474 26/10/1994]',0.015,-0.065,0.056,52.350,22.725,-0.190,-0.672
'[08:16:18.476 26/10/1994]',0.017,-0.043,0.056,52.350,22.725,-0.190,-0.672
'[08:16:18.478 26/10/1994]',0.018,0.001,0.067,52.350,22.725,-0.190,-0.672
'[08:16:18.480 26/10/1994]',0.019,0.056,0.077,52.650,23.137,-0.193,-0.677
'[08:16:18.482 26/10/1994]',0.020,0.100,0.077,52.650,23.137,-0.193,-0.677
'[08:16:18.484 26/10/1994]',0.021,0.077,0.077,52.650,23.137,-0.193,-0.677
'[08:16:18.486 26/10/1994]',0.022,0.034,0.067,52.650,23.137,-0.193,-0.677
'[08:16:18.488 26/10/1994]',0.025,-0.021,0.056,53.950,23.550,-0.195,-0.683
'[08:16:18.490 26/10/1994]',0.027,-0.054,0.056,53.950,23.550,-0.195,-0.683
'[08:16:18.492 26/10/1994]',0.031,-0.043,0.056,53.950,23.550,-0.195,-0.683
'[08:16:18.494 26/10/1994]',0.035,0.001,0.067,53.950,23.550,-0.195,-0.683
'[08:16:18.496 26/10/1994]',0.040,0.056,0.077,56.700,23.900,-0.198,-0.689
'[08:16:18.498 26/10/1994]',0.045,0.111,0.088,56.700,23.900,-0.198,-0.689
'[08:16:18.500 26/10/1994]',0.050,0.100,0.077,56.700,23.900,-0.198,-0.689
'[08:16:18.502 26/10/1994]',0.054,0.067,0.077,56.700,23.900,-0.198,-0.689
'[08:16:18.504 26/10/1994]',0.058,0.011,0.067,60.800,24.188,-0.201,-0.694
'[08:16:18.506 26/10/1994]',0.062,-0.021,0.056,60.800,24.188,-0.201,-0.694
'[08:16:18.508 26/10/1994]',0.065,-0.032,0.056,60.800,24.188,-0.201,-0.694
'[08:16:18.510 26/10/1994]',0.068,0.001,0.067,60.800,24.188,-0.201,-0.694
'[08:16:18.512 26/10/1994]',0.071,0.044,0.067,65.550,24.550,-0.203,-0.699
'[08:16:18.514 26/10/1994]',0.074,0.100,0.077,65.550,24.550,-0.203,-0.699
'[08:16:18.516 26/10/1994]',0.078,0.111,0.088,65.550,24.550,-0.203,-0.699
'[08:16:18.518 26/10/1994]',0.082,0.088,0.077,65.550,24.550,-0.203,-0.699
'[08:16:18.520 26/10/1994]',0.086,0.022,0.067,70.100,24.900,-0.205,-0.704
'[08:16:18.522 26/10/1994]',0.089,-0.010,0.056,70.100,24.900,-0.205,-0.704
'[08:16:18.524 26/10/1994]',0.092,-0.032,0.056,70.100,24.900,-0.205,-0.704
'[08:16:18.526 26/10/1994]',0.095,-0.021,0.056,70.100,24.900,-0.205,-0.704
'[08:16:18.528 26/10/1994]',0.097,0.022,0.067,74.550,25.188,-0.206,-0.709
'[08:16:18.530 26/10/1994]',0.099,0.088,0.067,74.550,25.188,-0.206,-0.709
'[08:16:18.532 26/10/1994]',0.101,0.121,0.077,74.550,25.188,-0.206,-0.709
'[08:16:18.534 26/10/1994]',0.103,0.100,0.067,74.550,25.188,-0.206,-0.709
'[08:16:18.536 26/10/1994]',0.104,0.044,0.056,79.000,25.538,-0.204,-0.714
'[08:16:18.538 26/10/1994]',0.106,-0.010,0.056,79.000,25.538,-0.204,-0.714
'[08:16:18.540 26/10/1994]',0.106,-0.043,0.044,79.000,25.538,-0.204,-0.714
'[08:16:18.542 26/10/1994]',0.106,-0.032,0.044,79.000,25.538,-0.204,-0.714
'[08:16:18.544 26/10/1994]',0.106,0.001,0.056,83.650,25.837,-0.198,-0.719
'[08:16:18.546 26/10/1994]',0.106,0.067,0.056,83.650,25.837,-0.198,-0.719
'[08:16:18.548 26/10/1994]',0.105,0.100,0.056,83.650,25.837,-0.198,-0.719
'[08:16:18.550 26/10/1994]',0.105,0.100,0.056,83.650,25.837,-0.198,-0.719
'[08:16:18.552 26/10/1994]',0.103,0.056,0.056,88.550,26.188,-0.186,-0.723
'[08:16:18.554 26/10/1994]',0.102,0.001,0.044,88.550,26.188,-0.186,-0.723
'[08:16:18.556 26/10/1994]',0.099,-0.043,0.034,88.550,26.188,-0.186,-0.723
'[08:16:18.558 26/10/1994]',0.096,-0.043,0.034,88.550,26.188,-0.186,-0.723
'[08:16:18.560 26/10/1994]',0.093,-0.010,0.034,93.550,26.475,-0.182,-0.728
'[08:16:18.562 26/10/1994]',0.090,0.044,0.044,93.550,26.475,-0.182,-0.728
'[08:16:18.564 26/10/1994]',0.086,0.088,0.044,93.550,26.475,-0.182,-0.728
'[08:16:18.566 26/10/1994]',0.083,0.100,0.044,93.550,26.475,-0.182,-0.728
'[08:16:18.568 26/10/1994]',0.079,0.067,0.044,98.250,26.712,-0.153,-0.732
'[08:16:18.570 26/10/1994]',0.075,0.022,0.034,98.250,26.712,-0.153,-0.732
'[08:16:18.572 26/10/1994]',0.071,-0.032,0.022,98.250,26.712,-0.153,-0.732
'[08:16:18.574 26/10/1994]',0.067,-0.054,0.022,98.250,26.712,-0.153,-0.732
'[08:16:18.576 26/10/1994]',0.064,-0.032,0.022,102.000,26.950,-0.115,-0.735
'[08:16:18.578 26/10/1994]',0.060,0.022,0.022,102.000,26.950,-0.115,-0.735
'[08:16:18.580 26/10/1994]',0.056,0.067,0.034,102.000,26.950,-0.115,-0.735
'[08:16:18.582 26/10/1994]',0.052,0.088,0.034,102.000,26.950,-0.115,-0.735
'[08:16:18.584 26/10/1994]',0.047,0.067,0.022,104.250,27.125,-0.070,-0.738
'[08:16:18.586 26/10/1994]',0.042,0.022,0.022,104.250,27.125,-0.070,-0.738
'[08:16:18.588 26/10/1994]',0.036,-0.032,0.011,104.250,27.125,-0.070,-0.738
'[08:16:18.590 26/10/1994]',0.031,-0.065,0.001,104.250,27.125,-0.070,-0.738
'[08:16:18.592 26/10/1994]',0.027,-0.065,0.001,104.850,27.300,-0.018,-0.741
'[08:16:18.594 26/10/1994]',0.023,-0.010,0.011,104.850,27.300,-0.018,-0.741
'[08:16:18.596 26/10/1994]',0.019,0.044,0.011,104.850,27.300,-0.018,-0.741
'[08:16:18.598 26/10/1994]',0.016,0.077,0.022,104.850,27.300,-0.018,-0.741
'[08:16:18.600 26/10/1994]',0.013,0.077,0.011,104.000,27.413,0.036,-0.742
'[08:16:18.602 26/10/1994]',0.009,0.034,0.011,104.000,27.413,0.036,-0.742
'[08:16:18.604 26/10/1994]',0.005,-0.021,0.001,104.000,27.413,0.036,-0.742
'[08:16:18.606 26/10/1994]',0.002,-0.054,0.001,104.000,27.413,0.036,-0.742
'[08:16:18.608 26/10/1994]',-0.002,-0.065,-0.010,102.000,27.538,0.092,-0.744
'[08:16:18.610 26/10/1994]',-0.006,-0.021,0.001,102.000,27.538,0.092,-0.744
'[08:16:18.612 26/10/1994]',-0.009,0.022,0.001,102.000,27.538,0.092,-0.744
'[08:16:18.614 26/10/1994]',-0.013,0.077,0.011,102.000,27.538,0.092,-0.744
'[08:16:18.616 26/10/1994]',-0.017,0.100,0.011,99.250,27.587,0.145,-0.745
'[08:16:18.618 26/10/1994]',-0.020,0.077,0.001,99.250,27.587,0.145,-0.745
'[08:16:18.620 26/10/1994]',-0.024,0.022,0.001,99.250,27.587,0.145,-0.745
'[08:16:18.622 26/10/1994]',-0.027,-0.021,0.001,99.250,27.587,0.145,-0.745
'[08:16:18.624 26/10/1994]',-0.029,-0.043,0.001,96.050,27.587,0.193,-0.745
'[08:16:18.626 26/10/1994]',-0.031,-0.010,0.001,96.050,27.587,0.193,-0.745
'[08:16:18.628 26/10/1994]',-0.033,0.022,0.001,96.050,27.587,0.193,-0.745
'[08:16:18.630 26/10/1994]',-0.034,0.067,0.001,96.050,27.587,0.193,-0.745
'[08:16:18.632 26/10/1994]',-0.035,0.088,0.011,92.650,27.475,0.233,-0.744
'[08:16:18.634 26/10/1994]',-0.037,0.077,0.001,92.650,27.475,0.233,-0.744
'[08:16:18.636 26/10/1994]',-0.037,0.022,0.001,92.650,27.475,0.233,-0.744
'[08:16:18.638 26/10/1994]',-0.038,-0.010,0.001,92.650,27.475,0.233,-0.744
'[08:16:18.640 26/10/1994]',-0.039,-0.043,-0.010,89.150,27.363,0.266,-0.742
'[08:16:18.642 26/10/1994]',-0.040,-0.032,0.001,89.150,27.363,0.266,-0.742
'[08:16:18.644 26/10/1994]',-0.041,0.001,0.001,89.150,27.363,0.266,-0.742
'[08:16:18.646 26/10/1994]',-0.042,0.067,0.001,89.150,27.363,0.266,-0.742
'[08:16:18.648 26/10/1994]',-0.043,0.100,0.011,85.700,27.062,0.289,-0.739
'[08:16:18.650 26/10/1994]',-0.045,0.100,0.011,85.700,27.062,0.289,-0.739
'[08:16:18.652 26/10/1994]',-0.049,0.044,0.001,85.700,27.062,0.289,-0.739
'[08:16:18.654 26/10/1994]',-0.052,-0.021,0.001,85.700,27.062,0.289,-0.739
'[08:16:18.656 26/10/1994]',-0.054,-0.065,-0.010,82.500,26.712,0.304,-0.735
'[08:16:18.658 26/10/1994]',-0.057,-0.043,0.001,82.500,26.712,0.304,-0.735
'[08:16:18.660 26/10/1994]',-0.057,0.056,0.001,82.500,26.712,0.304,-0.735
'[08:16:18.662 26/10/1994]',-0.057,0.264,0.044,82.500,26.712,0.304,-0.735
'[08:16:18.664 26/10/1994]',-0.054,0.440,0.067,79.500,26.188,0.313,-0.731
'[08:16:18.666 26/10/1994]',-0.051,0.571,0.088,79.500,26.188,0.313,-0.731
'[08:16:18.668 26/10/1994]',-0.046,0.527,0.067,79.500,26.188,0.313,-0.731
'[08:16:18.670 26/10/1994]',-0.042,0.319,0.044,79.500,26.188,0.313,-0.731
'[08:16:18.672 26/10/1994]',-0.040,0.121,0.011,76.600,25.538,0.315,-0.726
'[08:16:18.674 26/10/1994]',-0.037,0.001,0.001,76.600,25.538,0.315,-0.726
'[08:16:18.676 26/10/1994]',-0.036,-0.054,0.001,76.600,25.538,0.315,-0.726
'[08:16:18.678 26/10/1994]',-0.036,-0.054,0.001,76.600,25.538,0.315,-0.726
'[08:16:18.680 26/10/1994]',-0.037,-0.032,0.001,74.000,24.775,0.311,-0.721
'[08:16:18.682 26/10/1994]',-0.038,-0.010,0.001,74.000,24.775,0.311,-0.721
'[08:16:18.684 26/10/1994]',-0.040,-0.043,0.001,74.000,24.775,0.311,-0.721
'[08:16:18.686 26/10/1994]',-0.041,-0.076,0.001,74.000,24.775,0.311,-0.721
'[08:16:18.688 26/10/1994]',-0.043,-0.098,-0.010,71.450,23.900,0.303,-0.716
'[08:16:18.690 26/10/1994]',-0.044,-0.098,-0.010,71.450,23.900,0.303,-0.716
'[08:16:18.692 26/10/1994]',-0.044,-0.054,0.001,71.450,23.900,0.303,-0.716
'[08:16:18.694 26/10/1994]',-0.045,0.001,0.001,71.450,23.900,0.303,-0.716
'[08:16:18.696 26/10/1994]',-0.044,0.067,0.011,69.100,22.962,0.291,-0.711
'[08:16:18.698 26/10/1994]',-0.043,0.121,0.022,69.100,22.962,0.291,-0.711
'[08:16:18.700 26/10/1994]',-0.042,0.121,0.011,69.100,22.962,0.291,-0.711
'[08:16:18.702 26/10/1994]',-0.041,0.067,0.011,69.100,22.962,0.291,-0.711
'[08:16:18.704 26/10/1994]',-0.041,-0.010,0.001,66.900,22.200,0.276,-0.706
'[08:16:18.706 26/10/1994]',-0.040,-0.043,0.001,66.900,22.200,0.276,-0.706
'[08:16:18.708 26/10/1994]',-0.040,-0.054,0.001,66.900,22.200,0.276,-0.706
'[08:16:18.710 26/10/1994]',-0.040,-0.010,0.001,66.900,22.200,0.276,-0.706
'[08:16:18.712 26/10/1994]',-0.040,0.034,0.011,64.800,21.613,0.258,-0.701
'[08:16:18.714 26/10/1994]',-0.039,0.077,0.011,64.800,21.613,0.258,-0.701
'[08:16:18.716 26/10/1994]',-0.038,0.077,0.011,64.800,21.613,0.258,-0.701
'[08:16:18.718 26/10/1994]',-0.038,0.044,0.001,64.800,21.613,0.258,-0.701
'[08:16:18.720 26/10/1994]',-0.039,-0.010,0.001,62.800,21.375,0.236,-0.697
'[08:16:18.722 26/10/1994]',-0.040,-0.043,0.001,62.800,21.375,0.236,-0.697
'[08:16:18.724 26/10/1994]',-0.041,-0.043,0.001,62.800,21.375,0.236,-0.697
'[08:16:18.726 26/10/1994]',-0.041,-0.021,0.001,62.800,21.375,0.236,-0.697
'[08:16:18.728 26/10/1994]',-0.041,0.022,0.001,60.900,21.375,0.213,-0.692
'[08:16:18.730 26/10/1994]',-0.040,0.077,0.011,60.900,21.375,0.213,-0.692
'[08:16:18.732 26/10/1994]',-0.040,0.100,0.011,60.900,21.375,0.213,-0.692
'[08:16:18.734 26/10/1994]',-0.040,0.077,0.001,60.900,21.375,0.213,-0.692
'[08:16:18.736 26/10/1994]',-0.040,0.034,0.001,59.150,21.613,0.189,-0.688
'[08:16:18.738 26/10/1994]',-0.040,-0.010,0.001,59.150,21.613,0.189,-0.688
'[08:16:18.740 26/10/1994]',-0.040,-0.043,0.001,59.150,21.613,0.189,-0.688
'[08:16:18.742 26/10/1994]',-0.040,-0.032,0.001,59.150,21.613,0.189,-0.688
'[08:16:18.744 26/10/1994]',-0.040,0.011,0.001,57.500,21.962,0.162,-0.683
'[08:16:18.746 26/10/1994]',-0.040,0.088,0.001,57.500,21.962,0.162,-0.683
'[08:16:18.748 26/10/1994]',-0.040,0.111,0.011,57.500,21.962,0.162,-0.683
'[08:16:18.750 26/10/1994]',-0.040,0.111,0.011,57.500,21.962,0.162,-0.683
'[08:16:18.752 26/10/1994]',-0.040,0.088,0.001,56.050,22.262,0.135,-0.678
'[08:16:18.754 26/10/1994]',-0.039,0.056,0.001,56.050,22.262,0.135,-0.678
'[08:16:18.756 26/10/1994]',-0.037,0.022,0.001,56.050,22.262,0.135,-0.678
'[08:16:18.758 26/10/1994]',-0.036,0.056,0.001,56.050,22.262,0.135,-0.678
'[08:16:18.760 26/10/1994]',-0.035,0.133,0.011,54.750,22.500,0.105,-0.674
'[08:16:18.762 26/10/1994]',-0.033,0.165,0.011,54.750,22.500,0.105,-0.674
'[08:16:18.764 26/10/1994]',-0.032,0.165,0.011,54.750,22.500,0.105,-0.674
'[08:16:18.766 26/10/1994]',-0.030,0.133,0.011,54.750,22.500,0.105,-0.674
'[08:16:18.768 26/10/1994]',-0.029,0.077,0.001,53.600,22.675,0.076,-0.671
'[08:16:18.770 26/10/1994]',-0.029,-0.032,-0.010,53.600,22.675,0.076,-0.671
'[08:16:18.772 26/10/1994]',-0.029,-0.120,-0.021,53.600,22.675,0.076,-0.671
'[08:16:18.774 26/10/1994]',-0.030,-0.164,-0.032,53.600,22.675,0.076,-0.671
'[08:16:18.776 26/10/1994]',-0.030,-0.153,-0.021,52.550,22.725,0.046,-0.668
'[08:16:18.778 26/10/1994]',-0.030,-0.087,-0.010,52.550,22.725,0.046,-0.668
'[08:16:18.780 26/10/1994]',-0.030,-0.021,-0.010,52.550,22.725,0.046,-0.668
'[08:16:18.782 26/10/1994]',-0.031,0.011,0.001,52.550,22.725,0.046,-0.668
'[08:16:18.784 26/10/1994]',-0.032,0.011,0.001,51.650,22.788,0.017,-0.665
'[08:16:18.786 26/10/1994]',-0.032,-0.010,0.001,51.650,22.788,0.017,-0.665
'[08:16:18.788 26/10/1994]',-0.032,-0.065,-0.010,51.650,22.788,0.017,-0.665
'[08:16:18.790 26/10/1994]',-0.031,-0.076,-0.010,51.650,22.788,0.017,-0.665
'[08:16:18.792 26/10/1994]',-0.029,-0.076,-0.010,50.900,22.725,-0.014,-0.662
'[08:16:18.794 26/10/1994]',-0.028,-0.032,-0.010,50.900,22.725,-0.014,-0.662
'[08:16:18.796 26/10/1994]',-0.027,0.011,0.001,50.900,22.725,-0.014,-0.662
'[08:16:18.798 26/10/1994]',-0.026,0.044,0.001,50.900,22.725,-0.014,-0.662
'[08:16:18.800 26/10/1994]',-0.024,0.034,0.001,50.350,22.613,-0.043,-0.659
'[08:16:18.802 26/10/1994]',-0.021,0.001,0.001,50.350,22.613,-0.043,-0.659
'[08:16:18.804 26/10/1994]',-0.020,-0.065,-0.010,50.350,22.613,-0.043,-0.659
'[08:16:18.806 26/10/1994]',-0.019,-0.087,-0.010,50.350,22.613,-0.043,-0.659
'[08:16:18.808 26/10/1994]',-0.018,-0.076,-0.010,50.000,22.500,-0.072,-0.656
'[08:16:18.810 26/10/1994]',-0.017,-0.032,0.001,50.000,22.500,-0.072,-0.656
'[08:16:18.812 26/10/1994]',-0.017,0.034,0.001,50.000,22.500,-0.072,-0.656
'[08:16:18.814 26/10/1994]',-0.016,0.077,0.011,50.000,22.500,-0.072,-0.656
'[08:16:18.816 26/10/1994]',-0.015,0.088,0.011,49.800,22.312,-0.101,-0.652
'[08:16:18.818 26/10/1994]',-0.014,0.056,0.001,49.800,22.312,-0.101,-0.652
'[08:16:18.820 26/10/1994]',-0.013,0.001,0.001,49.800,22.312,-0.101,-0.652
'[08:16:18.822 26/10/1994]',-0.011,-0.054,0.001,49.800,22.312,-0.101,-0.652
'[08:16:18.824 26/10/1994]',-0.011,-0.076,-0.010,49.700,22.087,-0.129,-0.648
'[08:16:18.826 26/10/1994]',-0.011,-0.032,0.001,49.700,22.087,-0.129,-0.648
'[08:16:18.828 26/10/1994]',-0.011,0.011,0.001,49.700,22.087,-0.129,-0.648
'[08:16:18.830 26/10/1994]',-0.011,0.056,0.001,49.700,22.087,-0.129,-0.648
'[08:16:18.832 26/10/1994]',-0.011,0.077,0.001,49.700,21.850,-0.156,-0.644
'[08:16:18.834 26/10/1994]',-0.012,0.067,0.001,49.700,21.850,-0.156,-0.644
'[08:16:18.836 26/10/1994]',-0.014,0.011,0.001,49.700,21.850,-0.156,-0.644
'[08:16:18.838 26/10/1994]',-0.016,-0.043,-0.010,49.700,21.850,-0.156,-0.644
'[08:16:18.840 26/10/1994]',-0.018,-0.065,-0.010,49.900,21.562,-0.181,-0.639
'[08:16:18.842 26/10/1994]',-0.019,-0.043,-0.010,49.900,21.562,-0.181,-0.639
'[08:16:18.844 26/10/1994]',-0.021,-0.010,0.001,49.900,21.562,-0.181,-0.639
'[08:16:18.846 26/10/1994]',-0.022,0.044,0.001,49.900,21.562,-0.181,-0.639
'[08:16:18.848 26/10/1994]',-0.022,0.077,0.001,50.250,21.262,-0.205,-0.634
'[08:16:18.850 26/10/1994]',-0.022,0.067,0.001,50.250,21.262,-0.205,-0.634
'[08:16:18.852 26/10/1994]',-0.021,0.022,0.001,50.250,21.262,-0.205,-0.634
'[08:16:18.854 26/10/1994]',-0.019,-0.032,-0.010,50.250,21.262,-0.205,-0.634
'[08:16:18.856 26/10/1994]',-0.018,-0.065,-0.010,50.800,20.913,-0.228,-0.629
'[08:16:18.858 26/10/1994]',-0.018,-0.065,-0.010,50.800,20.913,-0.228,-0.629
'[08:16:18.860 26/10/1994]',-0.018,-0.043,-0.010,50.800,20.913,-0.228,-0.629
'[08:16:18.862 26/10/1994]',-0.019,0.001,0.001,50.800,20.913,-0.228,-0.629
'[08:16:18.864 26/10/1994]',-0.019,0.034,0.001,51.350,20.562,-0.248,-0.624
'[08:16:18.866 26/10/1994]',-0.019,0.034,0.001,51.350,20.562,-0.248,-0.624
'[08:16:18.868 26/10/1994]',-0.019,0.011,-0.010,51.350,20.562,-0.248,-0.624
'[08:16:18.870 26/10/1994]',-0.020,-0.032,-0.010,51.350,20.562,-0.248,-0.624
'[08:16:18.872 26/10/1994]',-0.021,-0.076,-0.021,52.050,20.087,-0.267,-0.619
'[08:16:18.874 26/10/1994]',-0.022,-0.087,-0.021,52.050,20.087,-0.267,-0.619
'[08:16:18.876 26/10/1994]',-0.022,-0.054,-0.010,52.050,20.087,-0.267,-0.619
'[08:16:18.878 26/10/1994]',-0.023,0.001,0.001,52.050,20.087,-0.267,-0.619
'[08:16:18.880 26/10/1994]',-0.024,0.056,0.001,52.850,19.688,-0.283,-0.614
'[08:16:18.882 26/10/1994]',-0.025,0.077,0.001,52.850,19.688,-0.283,-0.614
'[08:16:18.884 26/10/1994]',-0.026,0.044,0.001,52.850,19.688,-0.283,-0.614
'[08:16:18.886 26/10/1994]',-0.027,-0.010,-0.010,52.850,19.688,-0.283,-0.614
'[08:16:18.888 26/10/1994]',-0.026,-0.076,-0.021,53.550,19.325,-0.296,-0.609
'[08:16:18.890 26/10/1994]',-0.025,-0.087,-0.021,53.550,19.325,-0.296,-0.609
'[08:16:18.892 26/10/1994]',-0.024,-0.076,-0.021,53.550,19.325,-0.296,-0.609
'[08:16:18.894 26/10/1994]',-0.023,-0.021,-0.010,53.550,19.325,-0.296,-0.609
'[08:16:18.896 26/10/1994]',-0.023,0.022,0.001,54.350,19.100,-0.306,-0.604
'[08:16:18.898 26/10/1994]',-0.023,0.067,0.001,54.350,19.100,-0.306,-0.604
'[08:16:18.900 26/10/1994]',-0.025,0.044,0.001,54.350,19.100,-0.306,-0.604
'[08:16:18.902 26/10/1994]',-0.026,0.001,0.001,54.350,19.100,-0.306,-0.604
'[08:16:18.904 26/10/1994]',-0.029,-0.054,-0.010,55.100,18.925,-0.313,-0.599
'[08:16:18.906 26/10/1994]',-0.031,-0.076,-0.010,55.100,18.925,-0.313,-0.599
'[08:16:18.908 26/10/1994]',-0.033,-0.076,-0.010,55.100,18.925,-0.313,-0.599
'[08:16:18.910 26/10/1994]',-0.034,-0.032,-0.010,55.100,18.925,-0.313,-0.599
'[08:16:18.912 26/10/1994]',-0.035,0.034,0.001,55.850,18.863,-0.317,-0.594
'[08:16:18.914 26/10/1994]',-0.036,0.088,0.001,55.850,18.863,-0.317,-0.594
'[08:16:18.916 26/10/1994]',-0.032,0.100,0.011,55.850,18.863,-0.317,-0.594
'[08:16:18.918 26/10/1994]',-0.028,0.056,0.001,55.850,18.863,-0.317,-0.594
'[08:16:18.920 26/10/1994]',-0.014,0.001,0.001,56.650,18.750,-0.318,-0.589
'[08:16:18.922 26/10/1994]',0.000,-0.043,-0.010,56.650,18.750,-0.318,-0.589
'[08:16:18.924 26/10/1994]',0.030,-0.054,-0.010,56.650,18.750,-0.318,-0.589
'[08:16:18.926 26/10/1994]',0.061,-0.021,-0.032,56.650,18.750,-0.318,-0.589
'[08:16:18.928 26/10/1994]',0.115,0.044,-0.054,57.400,18.688,-0.315,-0.584
'[08:16:18.930 26/10/1994]',0.168,0.111,-0.098,57.400,18.688,-0.315,-0.584
'[08:16:18.932 26/10/1994]',0.241,0.133,-0.142,57.400,18.688,-0.315,-0.584
'[08:16:18.934 26/10/1994]',0.315,0.111,-0.197,57.400,18.688,-0.315,-0.584
'[08:16:18.936 26/10/1994]',0.396,0.067,-0.263,58.100,18.562,-0.308,-0.579
'[08:16:18.938 26/10/1994]',0.477,0.011,-0.317,58.100,18.562,-0.308,-0.579
'[08:16:18.940 26/10/1994]',0.541,-0.032,-0.372,58.100,18.562,-0.308,-0.579
'[08:16:18.942 26/10/1994]',0.606,-0.043,-0.416,58.100,18.562,-0.308,-0.579
'[08:16:18.944 26/10/1994]',0.634,0.001,-0.449,58.750,18.512,-0.299,-0.575
'[08:16:18.946 26/10/1994]',0.662,0.034,-0.470,58.750,18.512,-0.299,-0.575
