'Time and date','V','aVL','V','ABP','PAP','CVP','PLETH'
'[10:01:55.650 29/12/1995]',-0.051,-0.098,-0.098,75.250,42.811,11.738,0.174
'[10:01:55.652 29/12/1995]',-0.051,-0.076,-0.098,75.250,42.811,11.738,0.174
'[10:01:55.654 29/12/1995]',-0.051,-0.076,-0.098,75.250,42.811,11.738,0.174
'[10:01:55.656 29/12/1995]',-0.051,-0.054,-0.109,74.200,40.984,11.738,0.139
'[10:01:55.658 29/12/1995]',-0.051,-0.054,-0.098,74.200,40.984,11.738,0.139
'[10:01:55.660 29/12/1995]',-0.051,-0.054,-0.087,74.200,40.984,11.738,0.139
'[10:01:55.662 29/12/1995]',-0.051,-0.043,-0.087,74.200,40.984,11.738,0.139
'[10:01:55.664 29/12/1995]',-0.051,-0.043,-0.098,73.200,38.882,11.787,0.102
'[10:01:55.666 29/12/1995]',-0.051,-0.043,-0.098,73.200,38.882,11.787,0.102
'[10:01:55.668 29/12/1995]',-0.051,-0.065,-0.120,73.200,38.882,11.787,0.102
'[10:01:55.670 29/12/1995]',-0.051,-0.065,-0.131,73.200,38.882,11.787,0.102
'[10:01:55.672 29/12/1995]',-0.051,-0.065,-0.120,72.400,36.530,11.963,0.070
'[10:01:55.674 29/12/1995]',-0.051,-0.065,-0.131,72.400,36.530,11.963,0.070
'[10:01:55.676 29/12/1995]',-0.051,-0.043,-0.120,72.400,36.530,11.963,0.070
'[10:01:55.678 29/12/1995]',-0.051,-0.032,-0.120,72.400,36.530,11.963,0.070
'[10:01:55.680 29/12/1995]',-0.051,-0.032,-0.120,71.700,34.304,12.150,0.037
'[10:01:55.682 29/12/1995]',-0.051,-0.021,-0.131,71.700,34.304,12.150,0.037
'[10:01:55.684 29/12/1995]',-0.051,-0.021,-0.131,71.700,34.304,12.150,0.037
'[10:01:55.686 29/12/1995]',-0.051,-0.010,-0.142,71.700,34.304,12.150,0.037
'[10:01:55.688 29/12/1995]',-0.051,0.001,-0.131,71.000,32.377,12.438,0.005
'[10:01:55.690 29/12/1995]',-0.051,0.022,-0.131,71.000,32.377,12.438,0.005
'[10:01:55.692 29/12/1995]',-0.051,0.034,-0.120,71.000,32.377,12.438,0.005
'[10:01:55.694 29/12/1995]',-0.051,0.056,-0.120,71.000,32.377,12.438,0.005
'[10:01:55.696 29/12/1995]',-0.051,0.056,-0.120,70.400,30.801,12.725,-0.025
'[10:01:55.698 29/12/1995]',-0.051,0.067,-0.131,70.400,30.801,12.725,-0.025
'[10:01:55.700 29/12/1995]',-0.051,0.056,-0.131,70.400,30.801,12.725,-0.025
'[10:01:55.702 29/12/1995]',-0.051,0.056,-0.131,70.400,30.801,12.725,-0.025
'[10:01:55.704 29/12/1995]',-0.051,0.067,-0.120,69.950,29.450,13.137,-0.056
'[10:01:55.706 29/12/1995]',-0.051,0.067,-0.120,69.950,29.450,13.137,-0.056
'[10:01:55.708 29/12/1995]',-0.051,0.100,-0.109,69.950,29.450,13.137,-0.056
'[10:01:55.710 29/12/1995]',-0.051,0.100,-0.098,69.950,29.450,13.137,-0.056
'[10:01:55.712 29/12/1995]',-0.051,0.111,-0.098,69.600,28.324,13.550,-0.085
'[10:01:55.714 29/12/1995]',-0.051,0.077,-0.087,69.600,28.324,13.550,-0.085
'[10:01:55.716 29/12/1995]',-0.051,0.056,-0.076,69.600,28.324,13.550,-0.085
'[10:01:55.718 29/12/1995]',-0.051,0.034,-0.076,69.600,28.324,13.550,-0.085
'[10:01:55.720 29/12/1995]',-0.051,0.022,-0.076,69.300,27.498,13.963,-0.113
'[10:01:55.722 29/12/1995]',-0.051,0.022,-0.076,69.300,27.498,13.963,-0.113
'[10:01:55.724 29/12/1995]',-0.051,0.022,-0.076,69.300,27.498,13.963,-0.113
'[10:01:55.726 29/12/1995]',0.005,0.022,-0.076,69.300,27.498,13.963,-0.113
'[10:01:55.728 29/12/1995]',0.005,0.022,-0.065,69.000,26.922,14.375,-0.141
'[10:01:55.730 29/12/1995]',0.005,0.011,-0.065,69.000,26.922,14.375,-0.141
'[10:01:55.732 29/12/1995]',-0.051,-0.010,-0.076,69.000,26.922,14.375,-0.141
'[10:01:55.734 29/12/1995]',-0.051,0.001,-0.076,69.000,26.922,14.375,-0.141
'[10:01:55.736 29/12/1995]',-0.051,-0.010,-0.076,68.650,26.622,14.725,-0.167
'[10:01:55.738 29/12/1995]',-0.051,-0.010,-0.076,68.650,26.622,14.725,-0.167
'[10:01:55.740 29/12/1995]',-0.051,0.001,-0.076,68.650,26.622,14.725,-0.167
'[10:01:55.742 29/12/1995]',-0.051,0.001,-0.076,68.650,26.622,14.725,-0.167
'[10:01:55.744 29/12/1995]',-0.051,-0.010,-0.076,68.350,26.522,15.137,-0.192
'[10:01:55.746 29/12/1995]',0.005,-0.010,-0.076,68.350,26.522,15.137,-0.192
'[10:01:55.748 29/12/1995]',-0.051,-0.043,-0.076,68.350,26.522,15.137,-0.192
'[10:01:55.750 29/12/1995]',-0.051,-0.043,-0.131,68.350,26.522,15.137,-0.192
'[10:01:55.752 29/12/1995]',-0.051,-0.043,-0.109,68.100,26.447,15.488,-0.214
'[10:01:55.754 29/12/1995]',-0.051,-0.043,-0.098,68.100,26.447,15.488,-0.214
'[10:01:55.756 29/12/1995]',-0.051,-0.043,-0.087,68.100,26.447,15.488,-0.214
'[10:01:55.758 29/12/1995]',-0.051,-0.032,-0.076,68.100,26.447,15.488,-0.214
'[10:01:55.760 29/12/1995]',-0.051,-0.032,-0.076,67.900,26.447,15.838,-0.235
'[10:01:55.762 29/12/1995]',-0.051,-0.032,-0.076,67.900,26.447,15.838,-0.235
'[10:01:55.764 29/12/1995]',-0.051,-0.043,-0.087,67.900,26.447,15.838,-0.235
'[10:01:55.766 29/12/1995]',-0.051,-0.054,-0.076,67.900,26.447,15.838,-0.235
'[10:01:55.768 29/12/1995]',-0.051,-0.043,-0.087,67.650,26.522,16.125,-0.251
'[10:01:55.770 29/12/1995]',-0.051,-0.054,-0.098,67.650,26.522,16.125,-0.251
'[10:01:55.772 29/12/1995]',-0.051,-0.043,-0.087,67.650,26.522,16.125,-0.251
'[10:01:55.774 29/12/1995]',-0.051,-0.032,-0.076,67.650,26.522,16.125,-0.251
'[10:01:55.776 29/12/1995]',-0.051,-0.032,-0.076,67.400,26.522,16.363,-0.267
'[10:01:55.778 29/12/1995]',-0.051,-0.032,-0.076,67.400,26.522,16.363,-0.267
'[10:01:55.780 29/12/1995]',-0.051,-0.032,-0.076,67.400,26.522,16.363,-0.267
'[10:01:55.782 29/12/1995]',-0.051,-0.043,-0.076,67.400,26.522,16.363,-0.267
'[10:01:55.784 29/12/1995]',-0.051,-0.043,-0.076,67.100,26.622,16.538,-0.280
'[10:01:55.786 29/12/1995]',-0.051,-0.054,-0.087,67.100,26.622,16.538,-0.280
'[10:01:55.788 29/12/1995]',-0.051,-0.054,-0.076,67.100,26.622,16.538,-0.280
'[10:01:55.790 29/12/1995]',-0.051,-0.043,-0.076,67.100,26.622,16.538,-0.280
'[10:01:55.792 29/12/1995]',-0.051,-0.032,-0.076,66.900,26.697,16.650,-0.290
'[10:01:55.794 29/12/1995]',-0.051,-0.032,-0.076,66.900,26.697,16.650,-0.290
'[10:01:55.796 29/12/1995]',-0.051,-0.032,-0.076,66.900,26.697,16.650,-0.290
'[10:01:55.798 29/12/1995]',-0.051,-0.032,-0.076,66.900,26.697,16.650,-0.290
'[10:01:55.800 29/12/1995]',-0.051,-0.032,-0.076,66.650,26.797,16.712,-0.300
'[10:01:55.802 29/12/1995]',-0.051,-0.054,-0.076,66.650,26.797,16.712,-0.300
'[10:01:55.804 29/12/1995]',-0.051,-0.065,-0.076,66.650,26.797,16.712,-0.300
'[10:01:55.806 29/12/1995]',-0.051,-0.054,-0.076,66.650,26.797,16.712,-0.300
'[10:01:55.808 29/12/1995]',-0.051,-0.043,-0.076,66.350,26.922,16.775,-0.308
'[10:01:55.810 29/12/1995]',-0.051,-0.043,-0.076,66.350,26.922,16.775,-0.308
'[10:01:55.812 29/12/1995]',-0.051,-0.043,-0.076,66.350,26.922,16.775,-0.308
'[10:01:55.814 29/12/1995]',-0.051,-0.043,-0.076,66.350,26.922,16.775,-0.308
'[10:01:55.816 29/12/1995]',-0.051,-0.054,-0.076,66.150,26.972,16.775,-0.316
'[10:01:55.818 29/12/1995]',-0.051,-0.043,-0.098,66.150,26.972,16.775,-0.316
'[10:01:55.820 29/12/1995]',-0.051,-0.054,-0.131,66.150,26.972,16.775,-0.316
'[10:01:55.822 29/12/1995]',-0.106,-0.043,-0.164,66.150,26.972,16.775,-0.316
'[10:01:55.824 29/12/1995]',-0.162,-0.043,-0.252,65.900,27.098,16.712,-0.321
'[10:01:55.826 29/12/1995]',-0.273,-0.032,-0.361,65.900,27.098,16.712,-0.321
'[10:01:55.828 29/12/1995]',-0.385,-0.043,-0.514,65.900,27.098,16.712,-0.321
'[10:01:55.830 29/12/1995]',-0.496,-0.054,-0.668,65.900,27.098,16.712,-0.321
'[10:01:55.832 29/12/1995]',-0.608,-0.065,-0.844,65.600,27.148,16.650,-0.327
'[10:01:55.834 29/12/1995]',-0.775,-0.098,-,65.600,27.148,16.650,-0.327
'[10:01:55.836 29/12/1995]',-0.939,-0.076,-,65.600,27.148,16.650,-0.327
'[10:01:55.838 29/12/1995]',-1.106,-0.076,-,65.600,27.148,16.650,-0.327
'[10:01:55.840 29/12/1995]',-1.273,-0.076,-,65.250,27.223,16.600,-0.321
'[10:01:55.842 29/12/1995]',-1.441,-0.076,-,65.250,27.223,16.600,-0.321
'[10:01:55.844 29/12/1995]',-1.605,-0.098,-,65.250,27.223,16.600,-0.321
'[10:01:55.846 29/12/1995]',-1.716,-0.109,-,65.250,27.223,16.600,-0.321
'[10:01:55.848 29/12/1995]',-1.828,-0.098,-,64.850,27.273,16.538,-0.325
'[10:01:55.850 29/12/1995]',-1.939,-0.065,-,64.850,27.273,16.538,-0.325
'[10:01:55.852 29/12/1995]',-2.051,-0.043,-,64.850,27.273,16.538,-0.325
'[10:01:55.854 29/12/1995]',-2.162,-0.021,-,64.850,27.273,16.538,-0.325
'[10:01:55.856 29/12/1995]',-2.273,0.011,-,64.450,27.273,16.425,-0.331
'[10:01:55.858 29/12/1995]',-2.329,0.034,-,64.450,27.273,16.425,-0.331
'[10:01:55.860 29/12/1995]',-2.382,0.056,-,64.450,27.273,16.425,-0.331
'[10:01:55.862 29/12/1995]',-2.494,0.077,-,64.450,27.273,16.425,-0.331
'[10:01:55.864 29/12/1995]',-2.494,0.121,-,63.950,27.398,16.250,-0.336
'[10:01:55.866 29/12/1995]',-2.549,0.121,-,63.950,27.398,16.250,-0.336
'[10:01:55.868 29/12/1995]',-2.549,0.133,-,63.950,27.398,16.250,-0.336
'[10:01:55.870 29/12/1995]',-2.549,0.143,-,63.950,27.398,16.250,-0.336
'[10:01:55.872 29/12/1995]',-2.605,0.133,-,63.550,27.673,16.125,-0.342
'[10:01:55.874 29/12/1995]',-2.549,0.133,-,63.550,27.673,16.125,-0.342
'[10:01:55.876 29/12/1995]',-2.549,0.121,-,63.550,27.673,16.125,-0.342
'[10:01:55.878 29/12/1995]',-2.494,0.111,-,63.550,27.673,16.125,-0.342
'[10:01:55.880 29/12/1995]',-2.382,0.100,-,63.000,28.274,15.950,-0.347
'[10:01:55.882 29/12/1995]',-2.329,0.077,-,63.000,28.274,15.950,-0.347
'[10:01:55.884 29/12/1995]',-2.218,0.111,-,63.000,28.274,15.950,-0.347
'[10:01:55.886 29/12/1995]',-2.162,0.133,-,63.000,28.274,15.950,-0.347
'[10:01:55.888 29/12/1995]',-1.995,0.176,-,62.500,29.149,15.900,-0.352
'[10:01:55.890 29/12/1995]',-1.884,0.231,-,62.500,29.149,15.900,-0.352
'[10:01:55.892 29/12/1995]',-1.772,0.253,-,62.500,29.149,15.900,-0.352
'[10:01:55.894 29/12/1995]',-1.605,0.297,-,62.500,29.149,15.900,-0.352
'[10:01:55.896 29/12/1995]',-1.496,0.330,-,62.050,30.200,15.900,-0.358
'[10:01:55.898 29/12/1995]',-1.441,0.341,-,62.050,30.200,15.900,-0.358
'[10:01:55.900 29/12/1995]',-1.329,0.362,-,62.050,30.200,15.900,-0.358
'[10:01:55.902 29/12/1995]',-1.273,0.406,-,62.050,30.200,15.900,-0.358
'[10:01:55.904 29/12/1995]',-1.162,0.428,-,61.550,31.026,16.012,-0.364
'[10:01:55.906 29/12/1995]',-1.051,0.440,-,61.550,31.026,16.012,-0.364
'[10:01:55.908 29/12/1995]',-0.939,0.462,-,61.550,31.026,16.012,-0.364
'[10:01:55.910 29/12/1995]',-0.828,0.472,-,61.550,31.026,16.012,-0.364
'[10:01:55.912 29/12/1995]',-0.775,0.494,-0.997,61.100,31.551,16.250,-0.371
'[10:01:55.914 29/12/1995]',-0.663,0.494,-0.876,61.100,31.551,16.250,-0.371
'[10:01:55.916 29/12/1995]',-0.552,0.505,-0.756,61.100,31.551,16.250,-0.371
'[10:01:55.918 29/12/1995]',-0.496,0.516,-0.635,61.100,31.551,16.250,-0.371
'[10:01:55.920 29/12/1995]',-0.385,0.516,-0.536,60.700,31.977,16.650,-0.377
'[10:01:55.922 29/12/1995]',-0.329,0.516,-0.427,60.700,31.977,16.650,-0.377
'[10:01:55.924 29/12/1995]',-0.218,0.516,-0.328,60.700,31.977,16.650,-0.377
'[10:01:55.926 29/12/1995]',-0.162,0.516,-0.240,60.700,31.977,16.650,-0.377
'[10:01:55.928 29/12/1995]',-0.106,0.494,-0.164,60.350,32.727,17.125,-0.384
'[10:01:55.930 29/12/1995]',-0.051,0.440,-0.109,60.350,32.727,17.125,-0.384
'[10:01:55.932 29/12/1995]',0.005,0.396,-0.054,60.350,32.727,17.125,-0.384
'[10:01:55.934 29/12/1995]',0.005,0.341,-0.010,60.350,32.727,17.125,-0.384
'[10:01:55.936 29/12/1995]',0.005,0.297,0.001,60.100,33.953,17.650,-0.391
'[10:01:55.938 29/12/1995]',0.005,0.242,0.044,60.100,33.953,17.650,-0.391
'[10:01:55.940 29/12/1995]',0.058,0.209,0.077,60.100,33.953,17.650,-0.391
'[10:01:55.942 29/12/1995]',0.058,0.165,0.111,60.100,33.953,17.650,-0.391
'[10:01:55.944 29/12/1995]',0.058,0.143,0.154,59.800,35.304,18.238,-0.397
'[10:01:55.946 29/12/1995]',0.114,0.111,0.176,59.800,35.304,18.238,-0.397
'[10:01:55.948 29/12/1995]',0.114,0.067,0.209,59.800,35.304,18.238,-0.397
'[10:01:55.950 29/12/1995]',0.170,0.044,0.231,59.800,35.304,18.238,-0.397
'[10:01:55.952 29/12/1995]',0.170,0.011,0.264,59.450,36.480,18.825,-0.404
'[10:01:55.954 29/12/1995]',0.225,-0.021,0.308,59.450,36.480,18.825,-0.404
'[10:01:55.956 29/12/1995]',0.225,-0.043,0.319,59.450,36.480,18.825,-0.404
'[10:01:55.958 29/12/1995]',0.225,-0.054,0.351,59.450,36.480,18.825,-0.404
'[10:01:55.960 29/12/1995]',0.281,-0.054,0.385,59.150,37.056,19.413,-0.409
'[10:01:55.962 29/12/1995]',0.281,-0.065,0.385,59.150,37.056,19.413,-0.409
'[10:01:55.964 29/12/1995]',0.281,-0.065,0.396,59.150,37.056,19.413,-0.409
'[10:01:55.966 29/12/1995]',0.281,-0.065,0.406,59.150,37.056,19.413,-0.409
'[10:01:55.968 29/12/1995]',0.281,-0.065,0.406,59.000,37.231,20.000,-0.416
'[10:01:55.970 29/12/1995]',0.281,-0.065,0.417,59.000,37.231,20.000,-0.416
'[10:01:55.972 29/12/1995]',0.281,-0.076,0.428,59.000,37.231,20.000,-0.416
'[10:01:55.974 29/12/1995]',0.337,-0.076,0.440,59.000,37.231,20.000,-0.416
'[10:01:55.976 29/12/1995]',0.337,-0.076,0.462,58.750,37.131,20.525,-0.422
'[10:01:55.978 29/12/1995]',0.337,-0.065,0.462,58.750,37.131,20.525,-0.422
'[10:01:55.980 29/12/1995]',0.337,-0.065,0.462,58.750,37.131,20.525,-0.422
'[10:01:55.982 29/12/1995]',0.337,-0.076,0.462,58.750,37.131,20.525,-0.422
'[10:01:55.984 29/12/1995]',0.337,-0.076,0.472,58.500,36.781,20.938,-0.429
'[10:01:55.986 29/12/1995]',0.337,-0.076,0.483,58.500,36.781,20.938,-0.429
'[10:01:55.988 29/12/1995]',0.337,-0.076,0.483,58.500,36.781,20.938,-0.429
'[10:01:55.990 29/12/1995]',0.392,-0.076,0.505,58.500,36.781,20.938,-0.429
'[10:01:55.992 29/12/1995]',0.392,-0.065,0.516,58.350,36.355,21.225,-0.433
'[10:01:55.994 29/12/1995]',0.392,-0.076,0.538,58.350,36.355,21.225,-0.433
'[10:01:55.996 29/12/1995]',0.392,-0.076,0.549,58.350,36.355,21.225,-0.433
'[10:01:55.998 29/12/1995]',0.392,-0.098,0.560,58.350,36.355,21.225,-0.433
'[10:01:56.000 29/12/1995]',0.448,-0.098,0.582,58.300,36.255,21.400,-0.438
'[10:01:56.002 29/12/1995]',0.448,-0.109,0.593,58.300,36.255,21.400,-0.438
'[10:01:56.004 29/12/1995]',0.448,-0.109,0.604,58.300,36.255,21.400,-0.438
'[10:01:56.006 29/12/1995]',0.448,-0.098,0.615,58.300,36.255,21.400,-0.438
'[10:01:56.008 29/12/1995]',0.448,-0.076,0.625,58.450,36.480,21.462,-0.442
'[10:01:56.010 29/12/1995]',0.504,-0.076,0.658,58.450,36.480,21.462,-0.442
'[10:01:56.012 29/12/1995]',0.504,-0.098,0.692,58.450,36.480,21.462,-0.442
'[10:01:56.014 29/12/1995]',0.504,-0.076,0.692,58.450,36.480,21.462,-0.442
'[10:01:56.016 29/12/1995]',0.504,-0.076,0.714,58.800,36.956,21.400,-0.446
'[10:01:56.018 29/12/1995]',0.559,-0.098,0.736,58.800,36.956,21.400,-0.446
'[10:01:56.020 29/12/1995]',0.559,-0.109,0.747,58.800,36.956,21.400,-0.446
'[10:01:56.022 29/12/1995]',0.559,-0.098,0.768,58.800,36.956,21.400,-0.446
'[10:01:56.024 29/12/1995]',0.615,-0.076,0.801,59.550,37.481,21.288,-0.449
'[10:01:56.026 29/12/1995]',0.615,-0.076,0.834,59.550,37.481,21.288,-0.449
'[10:01:56.028 29/12/1995]',0.671,-0.065,0.856,59.550,37.481,21.288,-0.449
'[10:01:56.030 29/12/1995]',0.671,-0.076,0.889,59.550,37.481,21.288,-0.449
'[10:01:56.032 29/12/1995]',0.671,-0.076,0.911,61.250,38.182,21.113,-0.450
'[10:01:56.034 29/12/1995]',0.727,-0.076,0.933,61.250,38.182,21.113,-0.450
'[10:01:56.036 29/12/1995]',0.727,-0.098,0.966,61.250,38.182,21.113,-0.450
'[10:01:56.038 29/12/1995]',0.727,-0.076,0.999,61.250,38.182,21.113,-0.450
'[10:01:56.040 29/12/1995]',0.782,-0.076,1.020,64.000,39.358,20.938,-0.450
'[10:01:56.042 29/12/1995]',0.782,-0.065,1.024,64.000,39.358,20.938,-0.450
'[10:01:56.044 29/12/1995]',0.835,-0.065,1.024,64.000,39.358,20.938,-0.450
'[10:01:56.046 29/12/1995]',0.835,-0.076,1.024,64.000,39.358,20.938,-0.450
'[10:01:56.048 29/12/1995]',0.835,-0.098,1.024,67.600,41.059,20.637,-0.449
'[10:01:56.050 29/12/1995]',0.891,-0.109,1.024,67.600,41.059,20.637,-0.449
'[10:01:56.052 29/12/1995]',0.891,-0.120,1.024,67.600,41.059,20.637,-0.449
'[10:01:56.054 29/12/1995]',0.947,-0.109,1.024,67.600,41.059,20.637,-0.449
'[10:01:56.056 29/12/1995]',0.947,-0.098,1.024,71.600,42.936,20.350,-0.443
'[10:01:56.058 29/12/1995]',0.947,-0.098,1.024,71.600,42.936,20.350,-0.443
'[10:01:56.060 29/12/1995]',1.003,-0.076,1.024,71.600,42.936,20.350,-0.443
'[10:01:56.062 29/12/1995]',1.003,-0.076,1.024,71.600,42.936,20.350,-0.443
'[10:01:56.064 29/12/1995]',1.003,-0.098,1.024,75.500,44.812,20.050,-0.434
'[10:01:56.066 29/12/1995]',1.003,-0.098,1.024,75.500,44.812,20.050,-0.434
'[10:01:56.068 29/12/1995]',1.058,-0.098,1.024,75.500,44.812,20.050,-0.434
'[10:01:56.070 29/12/1995]',1.058,-0.109,1.024,75.500,44.812,20.050,-0.434
'[10:01:56.072 29/12/1995]',1.058,-0.109,1.024,79.350,46.564,19.762,-0.418
'[10:01:56.074 29/12/1995]',1.058,-0.109,1.024,79.350,46.564,19.762,-0.418
'[10:01:56.076 29/12/1995]',1.058,-0.098,1.024,79.350,46.564,19.762,-0.418
'[10:01:56.078 29/12/1995]',1.058,-0.098,1.024,79.350,46.564,19.762,-0.418
'[10:01:56.080 29/12/1995]',1.058,-0.098,1.024,83.000,48.215,19.525,-0.395
'[10:01:56.082 29/12/1995]',1.058,-0.098,1.024,83.000,48.215,19.525,-0.395
'[10:01:56.084 29/12/1995]',1.058,-0.109,1.024,83.000,48.215,19.525,-0.395
'[10:01:56.086 29/12/1995]',1.058,-0.120,1.024,83.000,48.215,19.525,-0.395
'[10:01:56.088 29/12/1995]',1.003,-0.120,1.024,86.350,49.616,19.288,-0.363
'[10:01:56.090 29/12/1995]',1.003,-0.120,1.024,86.350,49.616,19.288,-0.363
'[10:01:56.092 29/12/1995]',1.003,-0.120,1.024,86.350,49.616,19.288,-0.363
'[10:01:56.094 29/12/1995]',1.003,-0.120,1.024,86.350,49.616,19.288,-0.363
'[10:01:56.096 29/12/1995]',1.003,-0.131,1.024,89.350,50.542,19.062,-0.321
'[10:01:56.098 29/12/1995]',0.947,-0.131,1.024,89.350,50.542,19.062,-0.321
'[10:01:56.100 29/12/1995]',0.947,-0.142,1.024,89.350,50.542,19.062,-0.321
'[10:01:56.102 29/12/1995]',0.891,-0.142,1.024,89.350,50.542,19.062,-0.321
'[10:01:56.104 29/12/1995]',0.891,-0.142,1.024,91.900,50.842,18.887,-0.270
'[10:01:56.106 29/12/1995]',0.835,-0.142,1.024,91.900,50.842,18.887,-0.270
'[10:01:56.108 29/12/1995]',0.835,-0.131,1.024,91.900,50.842,18.887,-0.270
'[10:01:56.110 29/12/1995]',0.782,-0.120,1.024,91.900,50.842,18.887,-0.270
'[10:01:56.112 29/12/1995]',0.727,-0.120,0.999,94.150,50.367,18.762,-0.211
'[10:01:56.114 29/12/1995]',0.727,-0.131,0.944,94.150,50.367,18.762,-0.211
'[10:01:56.116 29/12/1995]',0.671,-0.142,0.900,94.150,50.367,18.762,-0.211
'[10:01:56.118 29/12/1995]',0.615,-0.153,0.845,94.150,50.367,18.762,-0.211
'[10:01:56.120 29/12/1995]',0.615,-0.142,0.812,96.200,49.091,18.587,-0.146
'[10:01:56.122 29/12/1995]',0.559,-0.142,0.768,96.200,49.091,18.587,-0.146
'[10:01:56.124 29/12/1995]',0.559,-0.142,0.725,96.200,49.091,18.587,-0.146
'[10:01:56.126 29/12/1995]',0.504,-0.131,0.692,96.200,49.091,18.587,-0.146
'[10:01:56.128 29/12/1995]',0.504,-0.131,0.647,98.300,47.089,18.475,-0.075
'[10:01:56.130 29/12/1995]',0.448,-0.120,0.615,98.300,47.089,18.475,-0.075
'[10:01:56.132 29/12/1995]',0.392,-0.131,0.571,98.300,47.089,18.475,-0.075
'[10:01:56.134 29/12/1995]',0.392,-0.142,0.538,98.300,47.089,18.475,-0.075
'[10:01:56.136 29/12/1995]',0.337,-0.131,0.494,100.400,44.462,18.350,-0.004
'[10:01:56.138 29/12/1995]',0.337,-0.131,0.462,100.400,44.462,18.350,-0.004
'[10:01:56.140 29/12/1995]',0.281,-0.109,0.428,100.400,44.462,18.350,-0.004
'[10:01:56.142 29/12/1995]',0.281,-0.109,0.406,100.400,44.462,18.350,-0.004
'[10:01:56.144 29/12/1995]',0.281,-0.098,0.385,102.350,41.409,18.238,0.067
'[10:01:56.146 29/12/1995]',0.225,-0.098,0.351,102.350,41.409,18.238,0.067
'[10:01:56.148 29/12/1995]',0.225,-0.098,0.319,102.350,41.409,18.238,0.067
'[10:01:56.150 29/12/1995]',0.225,-0.109,0.308,102.350,41.409,18.238,0.067
'[10:01:56.152 29/12/1995]',0.170,-0.098,0.286,104.000,38.182,18.125,0.132
'[10:01:56.154 29/12/1995]',0.170,-0.098,0.264,104.000,38.182,18.125,0.132
'[10:01:56.156 29/12/1995]',0.170,-0.076,0.242,104.000,38.182,18.125,0.132
'[10:01:56.158 29/12/1995]',0.170,-0.076,0.231,104.000,38.182,18.125,0.132
'[10:01:56.160 29/12/1995]',0.170,-0.065,0.231,105.350,34.904,17.950,0.192
'[10:01:56.162 29/12/1995]',0.114,-0.065,0.209,105.350,34.904,17.950,0.192
'[10:01:56.164 29/12/1995]',0.114,-0.065,0.198,105.350,34.904,17.950,0.192
'[10:01:56.166 29/12/1995]',0.114,-0.065,0.176,105.350,34.904,17.950,0.192
'[10:01:56.168 29/12/1995]',0.114,-0.076,0.165,106.300,31.776,17.712,0.247
'[10:01:56.170 29/12/1995]',0.114,-0.076,0.154,106.300,31.776,17.712,0.247
'[10:01:56.172 29/12/1995]',0.058,-0.065,0.154,106.300,31.776,17.712,0.247
'[10:01:56.174 29/12/1995]',0.058,-0.043,0.143,106.300,31.776,17.712,0.247
'[10:01:56.176 29/12/1995]',0.058,-0.043,0.143,106.850,28.799,17.413,0.294
'[10:01:56.178 29/12/1995]',0.058,-0.032,0.133,106.850,28.799,17.413,0.294
'[10:01:56.180 29/12/1995]',0.058,-0.032,0.121,106.850,28.799,17.413,0.294
'[10:01:56.182 29/12/1995]',0.058,-0.043,0.111,106.850,28.799,17.413,0.294
'[10:01:56.184 29/12/1995]',0.058,-0.043,0.111,106.600,26.147,17.062,0.336
'[10:01:56.186 29/12/1995]',0.058,-0.054,0.088,106.600,26.147,17.062,0.336
'[10:01:56.188 29/12/1995]',0.058,-0.043,0.088,106.600,26.147,17.062,0.336
'[10:01:56.190 29/12/1995]',0.058,-0.032,0.100,106.600,26.147,17.062,0.336
'[10:01:56.192 29/12/1995]',0.058,-0.021,0.100,105.500,24.095,16.650,0.371
'[10:01:56.194 29/12/1995]',0.058,-0.010,0.100,105.500,24.095,16.650,0.371
'[10:01:56.196 29/12/1995]',0.058,-0.032,0.100,105.500,24.095,16.650,0.371
'[10:01:56.198 29/12/1995]',0.058,-0.032,0.100,105.500,24.095,16.650,0.371
'[10:01:56.200 29/12/1995]',0.058,-0.043,0.088,103.550,22.819,16.250,0.401
'[10:01:56.202 29/12/1995]',0.058,-0.043,0.077,103.550,22.819,16.250,0.401
'[10:01:56.204 29/12/1995]',0.058,-0.043,0.077,103.550,22.819,16.250,0.401
'[10:01:56.206 29/12/1995]',0.058,-0.032,0.077,103.550,22.819,16.250,0.401
'[10:01:56.208 29/12/1995]',0.058,-0.032,0.077,101.050,22.344,15.713,0.425
'[10:01:56.210 29/12/1995]',0.058,-0.032,0.077,101.050,22.344,15.713,0.425
'[10:01:56.212 29/12/1995]',0.058,-0.032,0.077,101.050,22.344,15.713,0.425
'[10:01:56.214 29/12/1995]',0.058,-0.043,0.077,101.050,22.344,15.713,0.425
'[10:01:56.216 29/12/1995]',0.058,-0.043,0.088,98.050,22.594,15.137,0.445
'[10:01:56.218 29/12/1995]',0.005,-0.043,0.077,98.050,22.594,15.137,0.445
'[10:01:56.220 29/12/1995]',0.058,-0.032,0.077,98.050,22.594,15.137,0.445
'[10:01:56.222 29/12/1995]',0.058,-0.032,0.077,98.050,22.594,15.137,0.445
'[10:01:56.224 29/12/1995]',0.058,-0.032,0.077,94.950,23.394,14.600,0.460
'[10:01:56.226 29/12/1995]',0.058,-0.021,0.077,94.950,23.394,14.600,0.460
'[10:01:56.228 29/12/1995]',0.058,-0.032,0.077,94.950,23.394,14.600,0.460
