'Time and date','aVL','III','V','ABP','PLETH','RESP'
'[13:11:56.502 13/07/1995]',-0.207,0.412,-0.454,65.038,0.000,-0.546
'[13:11:56.504 13/07/1995]',-0.211,0.417,-0.470,64.662,0.000,-0.557
'[13:11:56.506 13/07/1995]',-0.216,0.422,-0.485,64.662,0.000,-0.557
'[13:11:56.508 13/07/1995]',-0.217,0.429,-0.501,64.662,0.000,-0.557
'[13:11:56.510 13/07/1995]',-0.218,0.436,-0.516,64.662,0.000,-0.557
'[13:11:56.512 13/07/1995]',-0.221,0.440,-0.529,64.361,0.000,-0.570
'[13:11:56.514 13/07/1995]',-0.223,0.443,-0.541,64.361,0.000,-0.570
'[13:11:56.516 13/07/1995]',-0.224,0.447,-0.555,64.361,0.000,-0.570
'[13:11:56.518 13/07/1995]',-0.225,0.450,-0.568,64.361,0.000,-0.570
'[13:11:56.520 13/07/1995]',-0.225,0.454,-0.584,64.060,0.000,-0.582
'[13:11:56.522 13/07/1995]',-0.225,0.457,-0.600,64.060,0.000,-0.582
'[13:11:56.524 13/07/1995]',-0.224,0.459,-0.614,64.060,0.000,-0.582
'[13:11:56.526 13/07/1995]',-0.223,0.461,-0.627,64.060,0.000,-0.582
'[13:11:56.528 13/07/1995]',-0.224,0.464,-0.641,63.910,0.000,-0.594
'[13:11:56.530 13/07/1995]',-0.225,0.468,-0.655,63.910,0.000,-0.594
'[13:11:56.532 13/07/1995]',-0.230,0.471,-0.666,63.910,0.000,-0.594
'[13:11:56.534 13/07/1995]',-0.235,0.475,-0.676,63.910,0.000,-0.594
'[13:11:56.536 13/07/1995]',-0.237,0.475,-0.685,63.985,0.000,-0.606
'[13:11:56.538 13/07/1995]',-0.239,0.475,-0.693,63.985,0.000,-0.606
'[13:11:56.540 13/07/1995]',-0.243,0.482,-0.705,63.985,0.000,-0.606
'[13:11:56.542 13/07/1995]',-0.246,0.489,-0.718,63.985,0.000,-0.606
'[13:11:56.544 13/07/1995]',-0.252,0.499,-0.730,64.436,0.000,-0.617
'[13:11:56.546 13/07/1995]',-0.258,0.510,-0.742,64.436,0.000,-0.617
'[13:11:56.548 13/07/1995]',-0.265,0.520,-0.756,64.436,0.000,-0.617
'[13:11:56.550 13/07/1995]',-0.272,0.531,-0.769,64.436,0.000,-0.617
'[13:11:56.552 13/07/1995]',-0.281,0.541,-0.782,65.940,0.000,-0.627
'[13:11:56.554 13/07/1995]',-0.289,0.551,-0.794,65.940,0.000,-0.627
'[13:11:56.556 13/07/1995]',-0.298,0.567,-0.808,65.940,0.000,-0.627
'[13:11:56.558 13/07/1995]',-0.308,0.583,-0.821,65.940,0.000,-0.627
'[13:11:56.560 13/07/1995]',-0.318,0.599,-0.837,69.474,0.000,-0.637
'[13:11:56.562 13/07/1995]',-0.329,0.614,-0.853,69.474,0.000,-0.637
'[13:11:56.564 13/07/1995]',-0.339,0.632,-0.870,69.474,0.000,-0.637
'[13:11:56.566 13/07/1995]',-0.350,0.649,-0.887,69.474,0.000,-0.637
'[13:11:56.568 13/07/1995]',-0.358,0.665,-0.903,75.865,0.000,-0.646
'[13:11:56.570 13/07/1995]',-0.366,0.681,-0.919,75.865,0.000,-0.646
'[13:11:56.572 13/07/1995]',-0.373,0.695,-0.932,75.865,0.000,-0.646
'[13:11:56.574 13/07/1995]',-0.380,0.709,-0.946,75.865,0.000,-0.646
'[13:11:56.576 13/07/1995]',-0.386,0.721,-0.958,85.038,0.000,-0.654
'[13:11:56.578 13/07/1995]',-0.392,0.733,-0.971,85.038,0.000,-0.654
'[13:11:56.580 13/07/1995]',-0.397,0.743,-0.983,85.038,0.000,-0.654
'[13:11:56.582 13/07/1995]',-0.401,0.754,-0.995,85.038,0.000,-0.654
'[13:11:56.584 13/07/1995]',-0.405,0.763,-1.005,96.241,0.000,-0.661
'[13:11:56.586 13/07/1995]',-0.408,0.771,-1.016,96.241,0.000,-0.661
'[13:11:56.588 13/07/1995]',-0.410,0.778,-1.024,96.241,0.000,-0.661
'[13:11:56.590 13/07/1995]',-0.411,0.785,-1.033,96.241,0.000,-0.661
'[13:11:56.592 13/07/1995]',-0.407,0.782,-1.036,108.045,0.000,-0.667
'[13:11:56.594 13/07/1995]',-0.404,0.778,-1.040,108.045,0.000,-0.667
'[13:11:56.596 13/07/1995]',-0.397,0.766,-1.038,108.045,0.000,-0.667
'[13:11:56.598 13/07/1995]',-0.390,0.754,-1.036,108.045,0.000,-0.667
'[13:11:56.600 13/07/1995]',-0.377,0.738,-1.024,119.474,0.000,-0.672
'[13:11:56.602 13/07/1995]',-0.364,0.723,-1.012,119.474,0.000,-0.672
'[13:11:56.604 13/07/1995]',-0.347,0.703,-0.995,119.474,0.000,-0.672
'[13:11:56.606 13/07/1995]',-0.331,0.684,-0.977,119.474,0.000,-0.672
'[13:11:56.608 13/07/1995]',-0.315,0.658,-0.951,129.925,0.000,-0.674
'[13:11:56.610 13/07/1995]',-0.298,0.632,-0.925,129.925,0.000,-0.674
'[13:11:56.612 13/07/1995]',-0.279,0.602,-0.893,129.925,0.000,-0.674
'[13:11:56.614 13/07/1995]',-0.261,0.572,-0.860,129.925,0.000,-0.674
'[13:11:56.616 13/07/1995]',-0.241,0.539,-0.821,138.947,0.000,-0.674
'[13:11:56.618 13/07/1995]',-0.221,0.506,-0.783,138.947,0.000,-0.674
'[13:11:56.620 13/07/1995]',-0.197,0.475,-0.740,138.947,0.000,-0.674
'[13:11:56.622 13/07/1995]',-0.174,0.443,-0.697,138.947,0.000,-0.674
'[13:11:56.624 13/07/1995]',-0.150,0.412,-0.652,146.090,0.000,-0.672
'[13:11:56.626 13/07/1995]',-0.127,0.380,-0.607,146.090,0.000,-0.672
'[13:11:56.628 13/07/1995]',-0.107,0.351,-0.556,146.090,0.000,-0.672
'[13:11:56.630 13/07/1995]',-0.087,0.321,-0.506,146.090,0.000,-0.672
'[13:11:56.632 13/07/1995]',-0.070,0.293,-0.452,150.752,0.000,-0.669
'[13:11:56.634 13/07/1995]',-0.054,0.265,-0.399,150.752,0.000,-0.669
'[13:11:56.636 13/07/1995]',-0.040,0.243,-0.348,150.752,0.000,-0.669
'[13:11:56.638 13/07/1995]',-0.026,0.220,-0.298,150.752,0.000,-0.669
'[13:11:56.640 13/07/1995]',-0.013,0.199,-0.251,152.932,0.000,-0.665
'[13:11:56.642 13/07/1995]',0.000,0.178,-0.205,152.932,0.000,-0.665
'[13:11:56.644 13/07/1995]',0.011,0.155,-0.159,152.932,0.000,-0.665
'[13:11:56.646 13/07/1995]',0.021,0.133,-0.114,152.932,0.000,-0.665
'[13:11:56.648 13/07/1995]',0.031,0.113,-0.075,152.857,0.000,-0.662
'[13:11:56.650 13/07/1995]',0.040,0.094,-0.035,152.857,0.000,-0.662
'[13:11:56.652 13/07/1995]',0.046,0.080,-0.005,152.857,0.000,-0.662
'[13:11:56.654 13/07/1995]',0.052,0.066,0.024,152.857,0.000,-0.662
'[13:11:56.656 13/07/1995]',0.058,0.056,0.049,151.053,0.000,-0.658
'[13:11:56.658 13/07/1995]',0.063,0.045,0.073,151.053,0.000,-0.658
'[13:11:56.660 13/07/1995]',0.072,0.035,0.090,151.053,0.000,-0.658
'[13:11:56.662 13/07/1995]',0.080,0.024,0.107,151.053,0.000,-0.658
'[13:11:56.664 13/07/1995]',0.088,0.014,0.120,148.045,0.000,-0.653
'[13:11:56.666 13/07/1995]',0.096,0.003,0.132,148.045,0.000,-0.653
'[13:11:56.668 13/07/1995]',0.100,-0.005,0.144,148.045,0.000,-0.653
'[13:11:56.670 13/07/1995]',0.103,-0.014,0.156,148.045,0.000,-0.653
'[13:11:56.672 13/07/1995]',0.104,-0.021,0.168,144.060,0.000,-0.648
'[13:11:56.674 13/07/1995]',0.106,-0.028,0.180,144.060,0.000,-0.648
'[13:11:56.676 13/07/1995]',0.108,-0.028,0.189,144.060,0.000,-0.648
'[13:11:56.678 13/07/1995]',0.110,-0.028,0.198,144.060,0.000,-0.648
'[13:11:56.680 13/07/1995]',0.110,-0.026,0.206,139.474,0.000,-0.642
'[13:11:56.682 13/07/1995]',0.110,-0.024,0.215,139.474,0.000,-0.642
'[13:11:56.684 13/07/1995]',0.109,-0.024,0.222,139.474,0.000,-0.642
'[13:11:56.686 13/07/1995]',0.108,-0.024,0.229,139.474,0.000,-0.642
'[13:11:56.688 13/07/1995]',0.106,-0.026,0.234,134.662,0.000,-0.636
'[13:11:56.690 13/07/1995]',0.103,-0.028,0.239,134.662,0.000,-0.636
'[13:11:56.692 13/07/1995]',0.102,-0.028,0.243,134.662,0.000,-0.636
'[13:11:56.694 13/07/1995]',0.101,-0.028,0.246,134.662,0.000,-0.636
'[13:11:56.696 13/07/1995]',0.102,-0.026,0.248,129.850,0.000,-0.629
'[13:11:56.698 13/07/1995]',0.103,-0.024,0.250,129.850,0.000,-0.629
'[13:11:56.700 13/07/1995]',0.103,-0.024,0.251,129.850,0.000,-0.629
'[13:11:56.702 13/07/1995]',0.103,-0.024,0.253,129.850,0.000,-0.629
'[13:11:56.704 13/07/1995]',0.103,-0.024,0.253,124.962,0.000,-0.624
'[13:11:56.706 13/07/1995]',0.103,-0.024,0.253,124.962,0.000,-0.624
'[13:11:56.708 13/07/1995]',0.102,-0.021,0.251,124.962,0.000,-0.624
'[13:11:56.710 13/07/1995]',0.101,-0.017,0.250,124.962,0.000,-0.624
'[13:11:56.712 13/07/1995]',0.099,-0.014,0.244,120.150,0.000,-0.619
'[13:11:56.714 13/07/1995]',0.096,-0.010,0.239,120.150,0.000,-0.619
'[13:11:56.716 13/07/1995]',0.095,-0.009,0.239,120.150,0.000,-0.619
'[13:11:56.718 13/07/1995]',0.094,-0.007,0.239,120.150,0.000,-0.619
'[13:11:56.720 13/07/1995]',0.093,-0.009,0.237,115.414,0.000,-0.615
'[13:11:56.722 13/07/1995]',0.092,-0.010,0.236,115.414,0.000,-0.615
'[13:11:56.724 13/07/1995]',0.093,-0.012,0.232,115.414,0.000,-0.615
'[13:11:56.726 13/07/1995]',0.094,-0.014,0.229,115.414,0.000,-0.615
'[13:11:56.728 13/07/1995]',0.093,-0.014,0.225,110.752,0.000,-0.610
'[13:11:56.730 13/07/1995]',0.092,-0.014,0.222,110.752,0.000,-0.610
'[13:11:56.732 13/07/1995]',0.089,-0.012,0.217,110.752,0.000,-0.610
'[13:11:56.734 13/07/1995]',0.087,-0.010,0.211,110.752,0.000,-0.610
'[13:11:56.736 13/07/1995]',0.086,-0.005,0.208,106.241,0.000,-0.606
'[13:11:56.738 13/07/1995]',0.085,0.000,0.205,106.241,0.000,-0.606
'[13:11:56.740 13/07/1995]',0.083,0.005,0.203,106.241,0.000,-0.606
'[13:11:56.742 13/07/1995]',0.082,0.010,0.201,106.241,0.000,-0.606
'[13:11:56.744 13/07/1995]',0.080,0.012,0.203,101.880,0.000,-0.603
'[13:11:56.746 13/07/1995]',0.077,0.014,0.205,101.880,0.000,-0.603
'[13:11:56.748 13/07/1995]',0.076,0.012,0.210,101.880,0.000,-0.603
'[13:11:56.750 13/07/1995]',0.075,0.010,0.215,101.880,0.000,-0.603
'[13:11:56.752 13/07/1995]',0.075,0.010,0.220,97.820,0.000,-0.600
'[13:11:56.754 13/07/1995]',0.075,0.010,0.225,97.820,0.000,-0.600
'[13:11:56.756 13/07/1995]',0.077,0.010,0.229,97.820,0.000,-0.600
'[13:11:56.758 13/07/1995]',0.080,0.010,0.232,97.820,0.000,-0.600
'[13:11:56.760 13/07/1995]',0.082,0.010,0.234,94.211,0.000,-0.597
'[13:11:56.762 13/07/1995]',0.085,0.010,0.236,94.211,0.000,-0.597
'[13:11:56.764 13/07/1995]',0.086,0.009,0.237,94.211,0.000,-0.597
'[13:11:56.766 13/07/1995]',0.087,0.007,0.239,94.211,0.000,-0.597
'[13:11:56.768 13/07/1995]',0.089,0.003,0.243,91.429,0.000,-0.593
'[13:11:56.770 13/07/1995]',0.092,0.000,0.246,91.429,0.000,-0.593
'[13:11:56.772 13/07/1995]',0.090,-0.003,0.248,91.429,0.000,-0.593
'[13:11:56.774 13/07/1995]',0.089,-0.007,0.250,91.429,0.000,-0.593
'[13:11:56.776 13/07/1995]',0.089,-0.009,0.253,89.248,0.000,-0.590
'[13:11:56.778 13/07/1995]',0.089,-0.010,0.256,89.248,0.000,-0.590
'[13:11:56.780 13/07/1995]',0.089,-0.012,0.262,89.248,0.000,-0.590
'[13:11:56.782 13/07/1995]',0.089,-0.014,0.267,89.248,0.000,-0.590
'[13:11:56.784 13/07/1995]',0.089,-0.012,0.272,87.744,0.000,-0.586
'[13:11:56.786 13/07/1995]',0.089,-0.010,0.277,87.744,0.000,-0.586
'[13:11:56.788 13/07/1995]',0.088,-0.007,0.277,87.744,0.000,-0.586
'[13:11:56.790 13/07/1995]',0.087,-0.003,0.277,87.744,0.000,-0.586
'[13:11:56.792 13/07/1995]',0.086,0.000,0.277,86.842,0.000,-0.583
'[13:11:56.794 13/07/1995]',0.085,0.003,0.277,86.842,0.000,-0.583
'[13:11:56.796 13/07/1995]',0.085,0.007,0.276,86.842,0.000,-0.583
'[13:11:56.798 13/07/1995]',0.085,0.010,0.274,86.842,0.000,-0.583
'[13:11:56.800 13/07/1995]',0.085,0.010,0.270,86.466,0.000,-0.579
'[13:11:56.802 13/07/1995]',0.085,0.010,0.267,86.466,0.000,-0.579
'[13:11:56.804 13/07/1995]',0.085,0.010,0.263,86.466,0.000,-0.579
'[13:11:56.806 13/07/1995]',0.085,0.010,0.260,86.466,0.000,-0.579
'[13:11:56.808 13/07/1995]',0.085,0.010,0.255,86.316,0.000,-0.576
'[13:11:56.810 13/07/1995]',0.085,0.010,0.250,86.316,0.000,-0.576
'[13:11:56.812 13/07/1995]',0.085,0.010,0.243,86.316,0.000,-0.576
'[13:11:56.814 13/07/1995]',0.085,0.010,0.236,86.316,0.000,-0.576
'[13:11:56.816 13/07/1995]',0.085,0.010,0.231,86.391,0.000,-0.572
'[13:11:56.818 13/07/1995]',0.085,0.010,0.225,86.391,0.000,-0.572
'[13:11:56.820 13/07/1995]',0.085,0.010,0.218,86.391,0.000,-0.572
'[13:11:56.822 13/07/1995]',0.085,0.010,0.211,86.391,0.000,-0.572
'[13:11:56.824 13/07/1995]',0.083,0.010,0.205,86.541,0.000,-0.569
'[13:11:56.826 13/07/1995]',0.082,0.010,0.198,86.541,0.000,-0.569
'[13:11:56.828 13/07/1995]',0.081,0.010,0.194,86.541,0.000,-0.569
'[13:11:56.830 13/07/1995]',0.080,0.010,0.191,86.541,0.000,-0.569
'[13:11:56.832 13/07/1995]',0.081,0.010,0.187,86.617,0.000,-0.565
'[13:11:56.834 13/07/1995]',0.082,0.010,0.184,86.617,0.000,-0.565
'[13:11:56.836 13/07/1995]',0.083,0.009,0.182,86.617,0.000,-0.565
'[13:11:56.838 13/07/1995]',0.085,0.007,0.180,86.617,0.000,-0.565
'[13:11:56.840 13/07/1995]',0.085,0.002,0.175,86.617,0.000,-0.560
'[13:11:56.842 13/07/1995]',0.085,-0.003,0.170,86.617,0.000,-0.560
'[13:11:56.844 13/07/1995]',0.085,-0.009,0.170,86.617,0.000,-0.560
'[13:11:56.846 13/07/1995]',0.085,-0.014,0.170,86.617,0.000,-0.560
'[13:11:56.848 13/07/1995]',0.085,-0.016,0.170,86.316,0.000,-0.555
'[13:11:56.850 13/07/1995]',0.085,-0.017,0.170,86.316,0.000,-0.555
'[13:11:56.852 13/07/1995]',0.085,-0.021,0.170,86.316,0.000,-0.555
'[13:11:56.854 13/07/1995]',0.085,-0.024,0.170,86.316,0.000,-0.555
'[13:11:56.856 13/07/1995]',0.085,-0.026,0.170,85.940,0.000,-0.551
'[13:11:56.858 13/07/1995]',0.085,-0.028,0.170,85.940,0.000,-0.551
'[13:11:56.860 13/07/1995]',0.085,-0.026,0.168,85.940,0.000,-0.551
'[13:11:56.862 13/07/1995]',0.085,-0.024,0.166,85.940,0.000,-0.551
'[13:11:56.864 13/07/1995]',0.085,-0.019,0.165,85.338,0.000,-0.546
'[13:11:56.866 13/07/1995]',0.085,-0.014,0.163,85.338,0.000,-0.546
'[13:11:56.868 13/07/1995]',0.085,-0.014,0.165,85.338,0.000,-0.546
'[13:11:56.870 13/07/1995]',0.085,-0.014,0.166,85.338,0.000,-0.546
'[13:11:56.872 13/07/1995]',0.083,-0.014,0.170,84.511,0.000,-0.542
'[13:11:56.874 13/07/1995]',0.082,-0.014,0.173,84.511,0.000,-0.542
'[13:11:56.876 13/07/1995]',0.081,-0.014,0.179,84.511,0.000,-0.542
'[13:11:56.878 13/07/1995]',0.080,-0.014,0.184,84.511,0.000,-0.542
'[13:11:56.880 13/07/1995]',0.081,-0.014,0.185,83.609,0.000,-0.538
'[13:11:56.882 13/07/1995]',0.082,-0.014,0.187,83.609,0.000,-0.538
'[13:11:56.884 13/07/1995]',0.083,-0.016,0.189,83.609,0.000,-0.538
'[13:11:56.886 13/07/1995]',0.085,-0.017,0.191,83.609,0.000,-0.538
'[13:11:56.888 13/07/1995]',0.086,-0.023,0.189,82.556,0.000,-0.534
'[13:11:56.890 13/07/1995]',0.087,-0.028,0.187,82.556,0.000,-0.534
'[13:11:56.892 13/07/1995]',0.090,-0.035,0.184,82.556,0.000,-0.534
'[13:11:56.894 13/07/1995]',0.094,-0.042,0.180,82.556,0.000,-0.534
'[13:11:56.896 13/07/1995]',0.094,-0.047,0.175,81.504,0.000,-0.529
'[13:11:56.898 13/07/1995]',0.094,-0.052,0.170,81.504,0.000,-0.529
'[13:11:56.900 13/07/1995]',0.094,-0.052,0.170,81.504,0.000,-0.529
'[13:11:56.902 13/07/1995]',0.094,-0.052,0.170,81.504,0.000,-0.529
'[13:11:56.904 13/07/1995]',0.094,-0.052,0.172,80.226,0.000,-0.525
'[13:11:56.906 13/07/1995]',0.094,-0.052,0.173,80.226,0.000,-0.525
'[13:11:56.908 13/07/1995]',0.093,-0.051,0.177,80.226,0.000,-0.525
'[13:11:56.910 13/07/1995]',0.092,-0.049,0.180,80.226,0.000,-0.525
'[13:11:56.912 13/07/1995]',0.089,-0.045,0.184,79.098,0.000,-0.520
'[13:11:56.914 13/07/1995]',0.087,-0.042,0.187,79.098,0.000,-0.520
'[13:11:56.916 13/07/1995]',0.086,-0.038,0.191,79.098,0.000,-0.520
'[13:11:56.918 13/07/1995]',0.085,-0.035,0.194,79.098,0.000,-0.520
'[13:11:56.920 13/07/1995]',0.083,-0.031,0.198,77.820,0.000,-0.515
'[13:11:56.922 13/07/1995]',0.082,-0.028,0.201,77.820,0.000,-0.515
'[13:11:56.924 13/07/1995]',0.080,-0.024,0.203,77.820,0.000,-0.515
'[13:11:56.926 13/07/1995]',0.077,-0.021,0.205,77.820,0.000,-0.515
'[13:11:56.928 13/07/1995]',0.075,-0.017,0.203,76.692,0.000,-0.511
'[13:11:56.930 13/07/1995]',0.073,-0.014,0.201,76.692,0.000,-0.511
'[13:11:56.932 13/07/1995]',0.070,-0.012,0.201,76.692,0.000,-0.511
'[13:11:56.934 13/07/1995]',0.068,-0.010,0.201,76.692,0.000,-0.511
'[13:11:56.936 13/07/1995]',0.067,-0.005,0.201,75.639,0.000,-0.508
'[13:11:56.938 13/07/1995]',0.066,0.000,0.201,75.639,0.000,-0.508
'[13:11:56.940 13/07/1995]',0.062,0.009,0.201,75.639,0.000,-0.508
'[13:11:56.942 13/07/1995]',0.059,0.017,0.201,75.639,0.000,-0.508
'[13:11:56.944 13/07/1995]',0.052,0.031,0.201,74.662,0.000,-0.505
'[13:11:56.946 13/07/1995]',0.045,0.045,0.201,74.662,0.000,-0.505
'[13:11:56.948 13/07/1995]',0.032,0.066,0.203,74.662,0.000,-0.505
'[13:11:56.950 13/07/1995]',0.019,0.087,0.205,74.662,0.000,-0.505
'[13:11:56.952 13/07/1995]',0.001,0.112,0.210,73.684,0.000,-0.501
'[13:11:56.954 13/07/1995]',-0.016,0.136,0.215,73.684,0.000,-0.501
'[13:11:56.956 13/07/1995]',-0.031,0.161,0.227,73.684,0.000,-0.501
'[13:11:56.958 13/07/1995]',-0.045,0.185,0.239,73.684,0.000,-0.501
'[13:11:56.960 13/07/1995]',-0.048,0.197,0.263,72.857,0.000,-0.497
'[13:11:56.962 13/07/1995]',-0.052,0.209,0.288,72.857,0.000,-0.497
'[13:11:56.964 13/07/1995]',-0.038,0.194,0.324,72.857,0.000,-0.497
'[13:11:56.966 13/07/1995]',-0.023,0.178,0.360,72.857,0.000,-0.497
'[13:11:56.968 13/07/1995]',0.013,0.131,0.406,72.030,0.000,-0.491
'[13:11:56.970 13/07/1995]',0.049,0.084,0.451,72.030,0.000,-0.491
'[13:11:56.972 13/07/1995]',0.119,-0.007,0.510,72.030,0.000,-0.491
'[13:11:56.974 13/07/1995]',0.188,-0.098,0.568,72.030,0.000,-0.491
'[13:11:56.976 13/07/1995]',0.290,-0.243,0.643,71.203,0.000,-0.485
'[13:11:56.978 13/07/1995]',0.392,-0.387,0.718,71.203,0.000,-0.485
'[13:11:56.980 13/07/1995]',0.523,-0.583,0.809,71.203,0.000,-0.485
'[13:11:56.982 13/07/1995]',0.655,-0.778,0.901,71.203,0.000,-0.485
'[13:11:56.984 13/07/1995]',0.798,-0.998,0.991,70.376,0.000,-0.478
'[13:11:56.986 13/07/1995]',0.941,-1.218,1.081,70.376,0.000,-0.478
'[13:11:56.988 13/07/1995]',1.075,-1.428,1.144,70.376,0.000,-0.478
'[13:11:56.990 13/07/1995]',1.209,-1.637,1.206,70.376,0.000,-0.478
'[13:11:56.992 13/07/1995]',1.311,-1.798,1.224,69.699,0.000,-0.471
'[13:11:56.994 13/07/1995]',1.413,-1.958,1.241,69.699,0.000,-0.471
'[13:11:56.996 13/07/1995]',1.471,-2.052,1.217,69.699,0.000,-0.471
'[13:11:56.998 13/07/1995]',1.528,-2.147,1.192,69.699,0.000,-0.471
'[13:11:57.000 13/07/1995]',1.539,-2.171,1.149,68.947,0.000,-0.465
'[13:11:57.002 13/07/1995]',1.549,-2.195,1.106,68.947,0.000,-0.465
'[13:11:57.004 13/07/1995]',1.518,-2.161,1.080,68.947,0.000,-0.465
'[13:11:57.006 13/07/1995]',1.486,-2.126,1.054,68.947,0.000,-0.465
'[13:11:57.008 13/07/1995]',1.420,-2.045,1.069,68.195,0.000,-0.458
'[13:11:57.010 13/07/1995]',1.354,-1.965,1.085,68.195,0.000,-0.458
'[13:11:57.012 13/07/1995]',1.270,-1.859,1.149,68.195,0.000,-0.458
'[13:11:57.014 13/07/1995]',1.185,-1.752,1.213,68.195,0.000,-0.458
'[13:11:57.016 13/07/1995]',1.092,-1.635,1.310,67.519,0.000,-0.452
'[13:11:57.018 13/07/1995]',0.998,-1.518,1.407,67.519,0.000,-0.452
'[13:11:57.020 13/07/1995]',0.903,-1.394,1.511,67.519,0.000,-0.452
'[13:11:57.022 13/07/1995]',0.808,-1.271,1.615,67.519,0.000,-0.452
'[13:11:57.024 13/07/1995]',0.718,-1.145,1.686,66.767,0.000,-0.445
'[13:11:57.026 13/07/1995]',0.629,-1.019,1.757,66.767,0.000,-0.445
'[13:11:57.028 13/07/1995]',0.548,-0.901,1.756,66.767,0.000,-0.445
'[13:11:57.030 13/07/1995]',0.467,-0.782,1.754,66.767,0.000,-0.445
'[13:11:57.032 13/07/1995]',0.392,-0.675,1.660,66.165,0.000,-0.439
'[13:11:57.034 13/07/1995]',0.317,-0.569,1.567,66.165,0.000,-0.439
'[13:11:57.036 13/07/1995]',0.257,-0.476,1.395,66.165,0.000,-0.439
'[13:11:57.038 13/07/1995]',0.197,-0.384,1.224,66.165,0.000,-0.439
'[13:11:57.040 13/07/1995]',0.154,-0.312,1.019,65.564,0.000,-0.432
'[13:11:57.042 13/07/1995]',0.110,-0.241,0.815,65.564,0.000,-0.432
'[13:11:57.044 13/07/1995]',0.079,-0.185,0.631,65.564,0.000,-0.432
'[13:11:57.046 13/07/1995]',0.047,-0.129,0.447,65.564,0.000,-0.432
'[13:11:57.048 13/07/1995]',0.022,-0.082,0.314,65.113,0.000,-0.426
'[13:11:57.050 13/07/1995]',-0.002,-0.035,0.180,65.113,0.000,-0.426
'[13:11:57.052 13/07/1995]',-0.022,0.005,0.095,65.113,0.000,-0.426
'[13:11:57.054 13/07/1995]',-0.042,0.045,0.010,65.113,0.000,-0.426
'[13:11:57.056 13/07/1995]',-0.060,0.082,-0.035,64.586,0.000,-0.422
'[13:11:57.058 13/07/1995]',-0.077,0.119,-0.080,64.586,0.000,-0.422
'[13:11:57.060 13/07/1995]',-0.095,0.155,-0.107,64.586,0.000,-0.422
'[13:11:57.062 13/07/1995]',-0.113,0.192,-0.135,64.586,0.000,-0.422
'[13:11:57.064 13/07/1995]',-0.127,0.225,-0.159,64.211,0.000,-0.419
'[13:11:57.066 13/07/1995]',-0.141,0.258,-0.184,64.211,0.000,-0.419
'[13:11:57.068 13/07/1995]',-0.150,0.286,-0.206,64.211,0.000,-0.419
'[13:11:57.070 13/07/1995]',-0.160,0.314,-0.229,64.211,0.000,-0.419
'[13:11:57.072 13/07/1995]',-0.167,0.332,-0.244,63.835,0.000,-0.418
'[13:11:57.074 13/07/1995]',-0.174,0.349,-0.260,63.835,0.000,-0.418
'[13:11:57.076 13/07/1995]',-0.178,0.358,-0.274,63.835,0.000,-0.418
'[13:11:57.078 13/07/1995]',-0.183,0.366,-0.288,63.835,0.000,-0.418
'[13:11:57.080 13/07/1995]',-0.188,0.375,-0.300,63.609,0.000,-0.418
'[13:11:57.082 13/07/1995]',-0.192,0.384,-0.312,63.609,0.000,-0.418
'[13:11:57.084 13/07/1995]',-0.197,0.393,-0.324,63.609,0.000,-0.418
'[13:11:57.086 13/07/1995]',-0.202,0.401,-0.336,63.609,0.000,-0.418
'[13:11:57.088 13/07/1995]',-0.209,0.410,-0.347,63.308,0.000,-0.421
'[13:11:57.090 13/07/1995]',-0.216,0.419,-0.357,63.308,0.000,-0.421
'[13:11:57.092 13/07/1995]',-0.221,0.422,-0.366,63.308,0.000,-0.421
'[13:11:57.094 13/07/1995]',-0.225,0.426,-0.374,63.308,0.000,-0.421
'[13:11:57.096 13/07/1995]',-0.227,0.431,-0.386,63.008,0.000,-0.426
'[13:11:57.098 13/07/1995]',-0.228,0.436,-0.399,63.008,0.000,-0.426
'[13:11:57.100 13/07/1995]',-0.229,0.442,-0.411,63.008,0.000,-0.426
'[13:11:57.102 13/07/1995]',-0.230,0.447,-0.423,63.008,0.000,-0.426
'[13:11:57.104 13/07/1995]',-0.232,0.452,-0.435,62.707,0.000,-0.432
'[13:11:57.106 13/07/1995]',-0.235,0.457,-0.447,62.707,0.000,-0.432
'[13:11:57.108 13/07/1995]',-0.237,0.461,-0.456,62.707,0.000,-0.432
'[13:11:57.110 13/07/1995]',-0.239,0.464,-0.464,62.707,0.000,-0.432
'[13:11:57.112 13/07/1995]',-0.241,0.468,-0.473,62.406,0.000,-0.440
'[13:11:57.114 13/07/1995]',-0.242,0.471,-0.482,62.406,0.000,-0.440
'[13:11:57.116 13/07/1995]',-0.243,0.471,-0.490,62.406,0.000,-0.440
'[13:11:57.118 13/07/1995]',-0.244,0.471,-0.499,62.406,0.000,-0.440
'[13:11:57.120 13/07/1995]',-0.246,0.471,-0.506,62.180,0.000,-0.446
'[13:11:57.122 13/07/1995]',-0.249,0.471,-0.513,62.180,0.000,-0.446
'[13:11:57.124 13/07/1995]',-0.250,0.473,-0.520,62.180,0.000,-0.446
'[13:11:57.126 13/07/1995]',-0.251,0.475,-0.527,62.180,0.000,-0.446
'[13:11:57.128 13/07/1995]',-0.255,0.480,-0.539,62.030,0.000,-0.451
'[13:11:57.130 13/07/1995]',-0.258,0.485,-0.551,62.030,0.000,-0.451
'[13:11:57.132 13/07/1995]',-0.263,0.492,-0.563,62.030,0.000,-0.451
