'Time and date','MCL1','II','V','ABP','PLETH','RESP'
'[19:40:53.376 19/11/1995]',0.012,-0.041,0.004,73.311,-0.395,-0.668
'[19:40:53.378 19/11/1995]',0.008,-0.041,0.004,73.311,-0.395,-0.668
'[19:40:53.380 19/11/1995]',0.004,-0.040,0.004,73.311,-0.395,-0.668
'[19:40:53.382 19/11/1995]',0.000,-0.039,0.004,73.311,-0.395,-0.668
'[19:40:53.384 19/11/1995]',-0.004,-0.037,0.004,72.908,-0.405,-0.670
'[19:40:53.386 19/11/1995]',-0.008,-0.035,0.004,72.908,-0.405,-0.670
'[19:40:53.388 19/11/1995]',-0.011,-0.035,0.004,72.908,-0.405,-0.670
'[19:40:53.390 19/11/1995]',-0.014,-0.034,0.004,72.908,-0.405,-0.670
'[19:40:53.392 19/11/1995]',-0.015,-0.035,0.004,72.555,-0.413,-0.672
'[19:40:53.394 19/11/1995]',-0.016,-0.035,0.004,72.555,-0.413,-0.672
'[19:40:53.396 19/11/1995]',-0.012,-0.035,0.004,72.555,-0.413,-0.672
'[19:40:53.398 19/11/1995]',-0.008,-0.035,0.004,72.555,-0.413,-0.672
'[19:40:53.400 19/11/1995]',-0.004,-0.035,0.004,72.202,-0.422,-0.674
'[19:40:53.402 19/11/1995]',0.001,-0.034,0.004,72.202,-0.422,-0.674
'[19:40:53.404 19/11/1995]',0.006,-0.031,0.004,72.202,-0.422,-0.674
'[19:40:53.406 19/11/1995]',0.011,-0.028,0.004,72.202,-0.422,-0.674
'[19:40:53.408 19/11/1995]',0.015,-0.024,0.004,71.849,-0.430,-0.676
'[19:40:53.410 19/11/1995]',0.019,-0.021,0.004,71.849,-0.430,-0.676
'[19:40:53.412 19/11/1995]',0.023,-0.020,0.046,71.849,-0.430,-0.676
'[19:40:53.414 19/11/1995]',0.026,-0.019,0.046,71.849,-0.430,-0.676
'[19:40:53.416 19/11/1995]',0.029,-0.016,0.046,71.546,-0.440,-0.677
'[19:40:53.418 19/11/1995]',0.032,-0.013,0.004,71.546,-0.440,-0.677
'[19:40:53.420 19/11/1995]',0.034,-0.008,0.004,71.546,-0.440,-0.677
'[19:40:53.422 19/11/1995]',0.036,-0.004,0.004,71.546,-0.440,-0.677
'[19:40:53.424 19/11/1995]',0.038,0.001,0.004,71.244,-0.447,-0.679
'[19:40:53.426 19/11/1995]',0.039,0.006,0.004,71.244,-0.447,-0.679
'[19:40:53.428 19/11/1995]',0.042,0.010,0.046,71.244,-0.447,-0.679
'[19:40:53.430 19/11/1995]',0.044,0.015,0.046,71.244,-0.447,-0.679
'[19:40:53.432 19/11/1995]',0.047,0.019,0.046,71.042,-0.454,-0.681
'[19:40:53.434 19/11/1995]',0.050,0.022,0.046,71.042,-0.454,-0.681
'[19:40:53.436 19/11/1995]',0.054,0.024,0.046,71.042,-0.454,-0.681
'[19:40:53.438 19/11/1995]',0.057,0.026,0.046,71.042,-0.454,-0.681
'[19:40:53.440 19/11/1995]',0.062,0.028,0.046,70.790,-0.460,-0.683
'[19:40:53.442 19/11/1995]',0.067,0.030,0.046,70.790,-0.460,-0.683
'[19:40:53.444 19/11/1995]',0.071,0.031,0.089,70.790,-0.460,-0.683
'[19:40:53.446 19/11/1995]',0.075,0.032,0.089,70.790,-0.460,-0.683
'[19:40:53.448 19/11/1995]',0.076,0.035,0.089,70.488,-0.468,-0.685
'[19:40:53.450 19/11/1995]',0.076,0.037,0.089,70.488,-0.468,-0.685
'[19:40:53.452 19/11/1995]',0.072,0.039,0.046,70.488,-0.468,-0.685
'[19:40:53.454 19/11/1995]',0.068,0.041,0.004,70.488,-0.468,-0.685
'[19:40:53.456 19/11/1995]',0.061,0.045,0.004,70.235,-0.473,-0.687
'[19:40:53.458 19/11/1995]',0.054,0.049,0.004,70.235,-0.473,-0.687
'[19:40:53.460 19/11/1995]',0.045,0.052,0.004,70.235,-0.473,-0.687
'[19:40:53.462 19/11/1995]',0.036,0.056,0.004,70.235,-0.473,-0.687
'[19:40:53.464 19/11/1995]',0.029,0.060,0.004,70.034,-0.478,-0.689
'[19:40:53.466 19/11/1995]',0.023,0.063,0.004,70.034,-0.478,-0.689
'[19:40:53.468 19/11/1995]',0.019,0.069,0.004,70.034,-0.478,-0.689
'[19:40:53.470 19/11/1995]',0.016,0.075,0.004,70.034,-0.478,-0.689
'[19:40:53.472 19/11/1995]',0.014,0.079,0.004,69.782,-0.484,-0.691
'[19:40:53.474 19/11/1995]',0.012,0.084,-0.040,69.782,-0.484,-0.691
'[19:40:53.476 19/11/1995]',0.010,0.087,-0.040,69.782,-0.484,-0.691
'[19:40:53.478 19/11/1995]',0.007,0.090,0.004,69.782,-0.484,-0.691
'[19:40:53.480 19/11/1995]',0.005,0.088,0.004,69.580,-0.488,-0.692
'[19:40:53.482 19/11/1995]',0.002,0.086,0.004,69.580,-0.488,-0.692
'[19:40:53.484 19/11/1995]',0.000,0.082,0.004,69.580,-0.488,-0.692
'[19:40:53.486 19/11/1995]',-0.002,0.078,0.004,69.580,-0.488,-0.692
'[19:40:53.488 19/11/1995]',-0.006,0.071,0.004,69.429,-0.491,-0.692
'[19:40:53.490 19/11/1995]',-0.010,0.063,-0.040,69.429,-0.491,-0.692
'[19:40:53.492 19/11/1995]',-0.012,0.054,-0.040,69.429,-0.491,-0.692
'[19:40:53.494 19/11/1995]',-0.014,0.045,0.004,69.429,-0.491,-0.692
'[19:40:53.496 19/11/1995]',-0.014,0.037,0.004,69.227,-0.497,-0.692
'[19:40:53.498 19/11/1995]',-0.013,0.030,0.004,69.227,-0.497,-0.692
'[19:40:53.500 19/11/1995]',-0.010,0.022,0.004,69.227,-0.497,-0.692
'[19:40:53.502 19/11/1995]',-0.006,0.015,0.004,69.227,-0.497,-0.692
'[19:40:53.504 19/11/1995]',-0.002,0.007,0.004,69.076,-0.499,-0.692
'[19:40:53.506 19/11/1995]',0.002,-0.002,0.004,69.076,-0.499,-0.692
'[19:40:53.508 19/11/1995]',0.005,-0.010,0.004,69.076,-0.499,-0.692
'[19:40:53.510 19/11/1995]',0.007,-0.019,0.004,69.076,-0.499,-0.692
'[19:40:53.512 19/11/1995]',0.008,-0.027,0.004,68.824,-0.503,-0.691
'[19:40:53.514 19/11/1995]',0.008,-0.035,0.004,68.824,-0.503,-0.691
'[19:40:53.516 19/11/1995]',0.008,-0.040,0.004,68.824,-0.503,-0.691
'[19:40:53.518 19/11/1995]',0.007,-0.045,0.004,68.824,-0.503,-0.691
'[19:40:53.520 19/11/1995]',0.005,-0.048,0.004,68.622,-0.506,-0.690
'[19:40:53.522 19/11/1995]',0.002,-0.050,0.004,68.622,-0.506,-0.690
'[19:40:53.524 19/11/1995]',-0.002,-0.052,0.004,68.622,-0.506,-0.690
'[19:40:53.526 19/11/1995]',-0.006,-0.054,0.004,68.622,-0.506,-0.690
'[19:40:53.528 19/11/1995]',-0.010,-0.056,0.004,68.370,-0.508,-0.689
'[19:40:53.530 19/11/1995]',-0.013,-0.058,0.004,68.370,-0.508,-0.689
'[19:40:53.532 19/11/1995]',-0.013,-0.059,0.004,68.370,-0.508,-0.689
'[19:40:53.534 19/11/1995]',-0.013,-0.060,0.004,68.370,-0.508,-0.689
'[19:40:53.536 19/11/1995]',-0.010,-0.058,0.004,68.118,-0.510,-0.688
'[19:40:53.538 19/11/1995]',-0.006,-0.056,0.004,68.118,-0.510,-0.688
'[19:40:53.540 19/11/1995]',0.000,-0.051,0.004,68.118,-0.510,-0.688
'[19:40:53.542 19/11/1995]',0.006,-0.047,0.004,68.118,-0.510,-0.688
'[19:40:53.544 19/11/1995]',0.014,-0.045,0.004,67.866,-0.511,-0.686
'[19:40:53.546 19/11/1995]',0.021,-0.043,0.004,67.866,-0.511,-0.686
'[19:40:53.548 19/11/1995]',0.031,-0.048,0.046,67.866,-0.511,-0.686
'[19:40:53.550 19/11/1995]',0.041,-0.052,0.046,67.866,-0.511,-0.686
'[19:40:53.552 19/11/1995]',0.055,-0.064,0.089,67.664,-0.511,-0.684
'[19:40:53.554 19/11/1995]',0.069,-0.077,0.089,67.664,-0.511,-0.684
'[19:40:53.556 19/11/1995]',0.088,-0.090,0.133,67.664,-0.511,-0.684
'[19:40:53.558 19/11/1995]',0.107,-0.103,0.133,67.664,-0.511,-0.684
'[19:40:53.560 19/11/1995]',0.126,-0.108,0.177,67.412,-0.511,-0.682
'[19:40:53.562 19/11/1995]',0.144,-0.114,0.177,67.412,-0.511,-0.682
'[19:40:53.564 19/11/1995]',0.158,-0.101,0.220,67.412,-0.511,-0.682
'[19:40:53.566 19/11/1995]',0.171,-0.088,0.220,67.412,-0.511,-0.682
'[19:40:53.568 19/11/1995]',0.177,-0.045,0.177,67.261,-0.511,-0.680
'[19:40:53.570 19/11/1995]',0.183,-0.002,0.177,67.261,-0.511,-0.680
'[19:40:53.572 19/11/1995]',0.179,0.075,0.133,67.261,-0.511,-0.680
'[19:40:53.574 19/11/1995]',0.174,0.151,0.133,67.261,-0.511,-0.680
'[19:40:53.576 19/11/1995]',0.150,0.259,0.089,67.059,-0.510,-0.678
'[19:40:53.578 19/11/1995]',0.125,0.366,0.046,67.059,-0.510,-0.678
'[19:40:53.580 19/11/1995]',0.075,0.496,-0.083,67.059,-0.510,-0.678
'[19:40:53.582 19/11/1995]',0.025,0.626,-0.258,67.059,-0.510,-0.678
'[19:40:53.584 19/11/1995]',-0.045,0.761,-0.433,66.958,-0.510,-0.676
'[19:40:53.586 19/11/1995]',-0.115,0.896,-0.607,66.958,-0.510,-0.676
'[19:40:53.588 19/11/1995]',-0.191,1.006,-0.736,66.958,-0.510,-0.676
'[19:40:53.590 19/11/1995]',-0.267,1.115,-0.823,66.958,-0.510,-0.676
'[19:40:53.592 19/11/1995]',-0.336,1.163,-0.823,66.756,-0.510,-0.674
'[19:40:53.594 19/11/1995]',-0.405,1.212,-0.823,66.756,-0.510,-0.674
'[19:40:53.596 19/11/1995]',-0.456,1.175,-0.823,66.756,-0.510,-0.674
'[19:40:53.598 19/11/1995]',-0.507,1.137,-0.780,66.756,-0.510,-0.674
'[19:40:53.600 19/11/1995]',-0.540,1.017,-0.736,66.605,-0.509,-0.673
'[19:40:53.602 19/11/1995]',-0.572,0.896,-0.736,66.605,-0.509,-0.673
'[19:40:53.604 19/11/1995]',-0.589,0.727,-0.736,66.605,-0.509,-0.673
'[19:40:53.606 19/11/1995]',-0.605,0.558,-0.692,66.605,-0.509,-0.673
'[19:40:53.608 19/11/1995]',-0.609,0.389,-0.649,66.454,-0.509,-0.672
'[19:40:53.610 19/11/1995]',-0.613,0.220,-0.607,66.454,-0.509,-0.672
'[19:40:53.612 19/11/1995]',-0.599,0.088,-0.520,66.454,-0.509,-0.672
'[19:40:53.614 19/11/1995]',-0.586,-0.045,-0.476,66.454,-0.509,-0.672
'[19:40:53.616 19/11/1995]',-0.554,-0.120,-0.389,66.303,-0.507,-0.673
'[19:40:53.618 19/11/1995]',-0.522,-0.196,-0.345,66.303,-0.507,-0.673
'[19:40:53.620 19/11/1995]',-0.474,-0.222,-0.302,66.303,-0.507,-0.673
'[19:40:53.622 19/11/1995]',-0.426,-0.248,-0.258,66.303,-0.507,-0.673
'[19:40:53.624 19/11/1995]',-0.370,-0.244,-0.171,66.051,-0.504,-0.674
'[19:40:53.626 19/11/1995]',-0.313,-0.239,-0.127,66.051,-0.504,-0.674
'[19:40:53.628 19/11/1995]',-0.257,-0.224,-0.083,66.051,-0.504,-0.674
'[19:40:53.630 19/11/1995]',-0.201,-0.209,0.004,66.051,-0.504,-0.674
'[19:40:53.632 19/11/1995]',-0.153,-0.194,0.004,65.798,-0.504,-0.676
'[19:40:53.634 19/11/1995]',-0.105,-0.179,0.004,65.798,-0.504,-0.676
'[19:40:53.636 19/11/1995]',-0.070,-0.170,0.004,65.798,-0.504,-0.676
'[19:40:53.638 19/11/1995]',-0.035,-0.161,0.004,65.798,-0.504,-0.676
'[19:40:53.640 19/11/1995]',-0.014,-0.154,0.004,65.546,-0.503,-0.677
'[19:40:53.642 19/11/1995]',0.007,-0.148,0.004,65.546,-0.503,-0.677
'[19:40:53.644 19/11/1995]',0.017,-0.145,0.046,65.546,-0.503,-0.677
'[19:40:53.646 19/11/1995]',0.026,-0.142,0.046,65.546,-0.503,-0.677
'[19:40:53.648 19/11/1995]',0.029,-0.139,0.046,65.244,-0.501,-0.677
'[19:40:53.650 19/11/1995]',0.032,-0.136,0.046,65.244,-0.501,-0.677
'[19:40:53.652 19/11/1995]',0.034,-0.133,0.046,65.244,-0.501,-0.677
'[19:40:53.654 19/11/1995]',0.036,-0.129,0.046,65.244,-0.501,-0.677
'[19:40:53.656 19/11/1995]',0.038,-0.126,0.046,64.992,-0.501,-0.677
'[19:40:53.658 19/11/1995]',0.041,-0.123,0.046,64.992,-0.501,-0.677
'[19:40:53.660 19/11/1995]',0.044,-0.123,0.046,64.992,-0.501,-0.677
'[19:40:53.662 19/11/1995]',0.048,-0.123,0.089,64.992,-0.501,-0.677
'[19:40:53.664 19/11/1995]',0.050,-0.123,0.089,64.740,-0.499,-0.677
'[19:40:53.666 19/11/1995]',0.051,-0.123,0.089,64.740,-0.499,-0.677
'[19:40:53.668 19/11/1995]',0.050,-0.123,0.046,64.740,-0.499,-0.677
'[19:40:53.670 19/11/1995]',0.048,-0.123,0.046,64.740,-0.499,-0.677
'[19:40:53.672 19/11/1995]',0.045,-0.123,0.004,64.538,-0.498,-0.678
'[19:40:53.674 19/11/1995]',0.043,-0.123,0.004,64.538,-0.498,-0.678
'[19:40:53.676 19/11/1995]',0.044,-0.123,0.046,64.538,-0.498,-0.678
'[19:40:53.678 19/11/1995]',0.044,-0.123,0.046,64.538,-0.498,-0.678
'[19:40:53.680 19/11/1995]',0.048,-0.123,0.089,64.286,-0.496,-0.680
'[19:40:53.682 19/11/1995]',0.051,-0.123,0.089,64.286,-0.496,-0.680
'[19:40:53.684 19/11/1995]',0.056,-0.123,0.089,64.286,-0.496,-0.680
'[19:40:53.686 19/11/1995]',0.061,-0.123,0.046,64.286,-0.496,-0.680
'[19:40:53.688 19/11/1995]',0.066,-0.123,0.046,64.034,-0.496,-0.683
'[19:40:53.690 19/11/1995]',0.072,-0.123,0.046,64.034,-0.496,-0.683
'[19:40:53.692 19/11/1995]',0.075,-0.123,0.046,64.034,-0.496,-0.683
'[19:40:53.694 19/11/1995]',0.078,-0.123,0.046,64.034,-0.496,-0.683
'[19:40:53.696 19/11/1995]',0.079,-0.123,0.089,63.731,-0.495,-0.685
'[19:40:53.698 19/11/1995]',0.080,-0.123,0.089,63.731,-0.495,-0.685
'[19:40:53.700 19/11/1995]',0.078,-0.124,0.089,63.731,-0.495,-0.685
'[19:40:53.702 19/11/1995]',0.076,-0.125,0.046,63.731,-0.495,-0.685
'[19:40:53.704 19/11/1995]',0.075,-0.127,0.046,63.378,-0.492,-0.687
'[19:40:53.706 19/11/1995]',0.073,-0.129,0.046,63.378,-0.492,-0.687
'[19:40:53.708 19/11/1995]',0.071,-0.129,0.046,63.378,-0.492,-0.687
'[19:40:53.710 19/11/1995]',0.069,-0.129,0.046,63.378,-0.492,-0.687
'[19:40:53.712 19/11/1995]',0.067,-0.127,0.046,63.025,-0.491,-0.688
'[19:40:53.714 19/11/1995]',0.066,-0.125,0.046,63.025,-0.491,-0.688
'[19:40:53.716 19/11/1995]',0.065,-0.123,0.089,63.025,-0.491,-0.688
'[19:40:53.718 19/11/1995]',0.064,-0.121,0.046,63.025,-0.491,-0.688
'[19:40:53.720 19/11/1995]',0.065,-0.120,0.046,62.672,-0.489,-0.689
'[19:40:53.722 19/11/1995]',0.066,-0.118,0.046,62.672,-0.489,-0.689
'[19:40:53.724 19/11/1995]',0.066,-0.117,0.046,62.672,-0.489,-0.689
'[19:40:53.726 19/11/1995]',0.066,-0.116,0.046,62.672,-0.489,-0.689
'[19:40:53.728 19/11/1995]',0.066,-0.116,0.046,62.269,-0.489,-0.689
'[19:40:53.730 19/11/1995]',0.066,-0.116,0.089,62.269,-0.489,-0.689
'[19:40:53.732 19/11/1995]',0.065,-0.113,0.089,62.269,-0.489,-0.689
'[19:40:53.734 19/11/1995]',0.064,-0.110,0.046,62.269,-0.489,-0.689
'[19:40:53.736 19/11/1995]',0.062,-0.105,0.046,61.916,-0.488,-0.690
'[19:40:53.738 19/11/1995]',0.060,-0.099,0.046,61.916,-0.488,-0.690
'[19:40:53.740 19/11/1995]',0.056,-0.095,0.046,61.916,-0.488,-0.690
'[19:40:53.742 19/11/1995]',0.051,-0.092,0.046,61.916,-0.488,-0.690
'[19:40:53.744 19/11/1995]',0.048,-0.089,0.046,61.664,-0.486,-0.691
'[19:40:53.746 19/11/1995]',0.045,-0.086,0.046,61.664,-0.486,-0.691
'[19:40:53.748 19/11/1995]',0.044,-0.084,0.089,61.664,-0.486,-0.691
'[19:40:53.750 19/11/1995]',0.043,-0.082,0.046,61.664,-0.486,-0.691
'[19:40:53.752 19/11/1995]',0.044,-0.083,0.046,61.815,-0.485,-0.692
'[19:40:53.754 19/11/1995]',0.045,-0.084,0.046,61.815,-0.485,-0.692
'[19:40:53.756 19/11/1995]',0.049,-0.086,0.046,61.815,-0.485,-0.692
'[19:40:53.758 19/11/1995]',0.053,-0.088,0.046,61.815,-0.485,-0.692
'[19:40:53.760 19/11/1995]',0.054,-0.089,0.046,62.521,-0.484,-0.692
'[19:40:53.762 19/11/1995]',0.056,-0.090,0.046,62.521,-0.484,-0.692
'[19:40:53.764 19/11/1995]',0.057,-0.090,0.046,62.521,-0.484,-0.692
'[19:40:53.766 19/11/1995]',0.059,-0.090,0.089,62.521,-0.484,-0.692
'[19:40:53.768 19/11/1995]',0.060,-0.091,0.046,64.185,-0.481,-0.693
'[19:40:53.770 19/11/1995]',0.062,-0.092,0.046,64.185,-0.481,-0.693
'[19:40:53.772 19/11/1995]',0.064,-0.092,0.046,64.185,-0.481,-0.693
'[19:40:53.774 19/11/1995]',0.067,-0.093,0.046,64.185,-0.481,-0.693
'[19:40:53.776 19/11/1995]',0.070,-0.092,0.046,66.958,-0.480,-0.693
'[19:40:53.778 19/11/1995]',0.074,-0.090,0.089,66.958,-0.480,-0.693
'[19:40:53.780 19/11/1995]',0.076,-0.085,0.089,66.958,-0.480,-0.693
'[19:40:53.782 19/11/1995]',0.079,-0.080,0.089,66.958,-0.480,-0.693
'[19:40:53.784 19/11/1995]',0.079,-0.074,0.089,70.790,-0.478,-0.692
'[19:40:53.786 19/11/1995]',0.079,-0.067,0.046,70.790,-0.478,-0.692
'[19:40:53.788 19/11/1995]',0.078,-0.063,0.046,70.790,-0.478,-0.692
'[19:40:53.790 19/11/1995]',0.078,-0.060,0.046,70.790,-0.478,-0.692
'[19:40:53.792 19/11/1995]',0.078,-0.058,0.046,75.429,-0.474,-0.692
'[19:40:53.794 19/11/1995]',0.078,-0.056,0.089,75.429,-0.474,-0.692
'[19:40:53.796 19/11/1995]',0.079,-0.056,0.089,75.429,-0.474,-0.692
'[19:40:53.798 19/11/1995]',0.080,-0.056,0.089,75.429,-0.474,-0.692
'[19:40:53.800 19/11/1995]',0.083,-0.058,0.089,80.723,-0.466,-0.694
'[19:40:53.802 19/11/1995]',0.086,-0.060,0.089,80.723,-0.466,-0.694
'[19:40:53.804 19/11/1995]',0.091,-0.058,0.046,80.723,-0.466,-0.694
'[19:40:53.806 19/11/1995]',0.096,-0.056,0.046,80.723,-0.466,-0.694
'[19:40:53.808 19/11/1995]',0.100,-0.049,0.046,86.219,-0.453,-0.697
'[19:40:53.810 19/11/1995]',0.105,-0.043,0.089,86.219,-0.453,-0.697
'[19:40:53.812 19/11/1995]',0.109,-0.035,0.089,86.219,-0.453,-0.697
'[19:40:53.814 19/11/1995]',0.112,-0.028,0.089,86.219,-0.453,-0.697
'[19:40:53.816 19/11/1995]',0.115,-0.023,0.089,91.916,-0.436,-0.701
'[19:40:53.818 19/11/1995]',0.118,-0.019,0.089,91.916,-0.436,-0.701
'[19:40:53.820 19/11/1995]',0.120,-0.017,0.046,91.916,-0.436,-0.701
'[19:40:53.822 19/11/1995]',0.122,-0.015,0.046,91.916,-0.436,-0.701
'[19:40:53.824 19/11/1995]',0.123,-0.013,0.046,97.714,-0.412,-0.705
'[19:40:53.826 19/11/1995]',0.124,-0.011,0.046,97.714,-0.412,-0.705
'[19:40:53.828 19/11/1995]',0.125,-0.009,0.089,97.714,-0.412,-0.705
'[19:40:53.830 19/11/1995]',0.125,-0.007,0.089,97.714,-0.412,-0.705
'[19:40:53.832 19/11/1995]',0.127,-0.007,0.089,103.261,-0.382,-0.708
'[19:40:53.834 19/11/1995]',0.128,-0.007,0.089,103.261,-0.382,-0.708
'[19:40:53.836 19/11/1995]',0.128,-0.007,0.089,103.261,-0.382,-0.708
'[19:40:53.838 19/11/1995]',0.129,-0.006,0.089,103.261,-0.382,-0.708
'[19:40:53.840 19/11/1995]',0.127,-0.004,0.089,108.303,-0.341,-0.712
'[19:40:53.842 19/11/1995]',0.125,-0.002,0.089,108.303,-0.341,-0.712
'[19:40:53.844 19/11/1995]',0.121,0.000,0.089,108.303,-0.341,-0.712
'[19:40:53.846 19/11/1995]',0.117,0.002,0.089,108.303,-0.341,-0.712
'[19:40:53.848 19/11/1995]',0.112,0.005,0.089,112.538,-0.296,-0.715
'[19:40:53.850 19/11/1995]',0.107,0.007,0.089,112.538,-0.296,-0.715
'[19:40:53.852 19/11/1995]',0.106,0.010,0.089,112.538,-0.296,-0.715
'[19:40:53.854 19/11/1995]',0.104,0.013,0.089,112.538,-0.296,-0.715
'[19:40:53.856 19/11/1995]',0.104,0.018,0.046,115.815,-0.244,-0.717
'[19:40:53.858 19/11/1995]',0.104,0.022,0.046,115.815,-0.244,-0.717
'[19:40:53.860 19/11/1995]',0.105,0.025,0.089,115.815,-0.244,-0.717
'[19:40:53.862 19/11/1995]',0.106,0.028,0.089,115.815,-0.244,-0.717
'[19:40:53.864 19/11/1995]',0.108,0.032,0.089,118.135,-0.189,-0.719
'[19:40:53.866 19/11/1995]',0.110,0.035,0.089,118.135,-0.189,-0.719
'[19:40:53.868 19/11/1995]',0.112,0.039,0.089,118.135,-0.189,-0.719
'[19:40:53.870 19/11/1995]',0.113,0.043,0.046,118.135,-0.189,-0.719
'[19:40:53.872 19/11/1995]',0.116,0.047,0.046,119.546,-0.129,-0.721
'[19:40:53.874 19/11/1995]',0.118,0.050,0.046,119.546,-0.129,-0.721
'[19:40:53.876 19/11/1995]',0.119,0.056,0.089,119.546,-0.129,-0.721
'[19:40:53.878 19/11/1995]',0.121,0.062,0.089,119.546,-0.129,-0.721
'[19:40:53.880 19/11/1995]',0.119,0.066,0.089,120.202,-0.070,-0.721
'[19:40:53.882 19/11/1995]',0.117,0.071,0.089,120.202,-0.070,-0.721
'[19:40:53.884 19/11/1995]',0.112,0.073,0.089,120.202,-0.070,-0.721
'[19:40:53.886 19/11/1995]',0.107,0.075,0.089,120.202,-0.070,-0.721
'[19:40:53.888 19/11/1995]',0.103,0.076,0.046,120.303,-0.010,-0.721
'[19:40:53.890 19/11/1995]',0.098,0.077,0.046,120.303,-0.010,-0.721
'[19:40:53.892 19/11/1995]',0.095,0.078,0.046,120.303,-0.010,-0.721
'[19:40:53.894 19/11/1995]',0.092,0.080,0.046,120.303,-0.010,-0.721
'[19:40:53.896 19/11/1995]',0.092,0.082,0.046,120.000,0.049,-0.721
'[19:40:53.898 19/11/1995]',0.092,0.084,0.089,120.000,0.049,-0.721
'[19:40:53.900 19/11/1995]',0.094,0.086,0.089,120.000,0.049,-0.721
'[19:40:53.902 19/11/1995]',0.097,0.088,0.089,120.000,0.049,-0.721
'[19:40:53.904 19/11/1995]',0.101,0.089,0.046,119.496,0.103,-0.721
'[19:40:53.906 19/11/1995]',0.105,0.090,0.046,119.496,0.103,-0.721
'[19:40:53.908 19/11/1995]',0.107,0.092,0.046,119.496,0.103,-0.721
'[19:40:53.910 19/11/1995]',0.109,0.093,0.046,119.496,0.103,-0.721
'[19:40:53.912 19/11/1995]',0.109,0.096,0.046,118.841,0.154,-0.720
'[19:40:53.914 19/11/1995]',0.109,0.099,0.089,118.841,0.154,-0.720
'[19:40:53.916 19/11/1995]',0.106,0.100,0.089,118.841,0.154,-0.720
'[19:40:53.918 19/11/1995]',0.103,0.101,0.046,118.841,0.154,-0.720
'[19:40:53.920 19/11/1995]',0.099,0.103,0.046,118.235,0.201,-0.719
'[19:40:53.922 19/11/1995]',0.096,0.105,0.004,118.235,0.201,-0.719
'[19:40:53.924 19/11/1995]',0.093,0.106,0.004,118.235,0.201,-0.719
'[19:40:53.926 19/11/1995]',0.091,0.108,0.046,118.235,0.201,-0.719
'[19:40:53.928 19/11/1995]',0.092,0.110,0.046,117.580,0.242,-0.719
'[19:40:53.930 19/11/1995]',0.093,0.112,0.089,117.580,0.242,-0.719
'[19:40:53.932 19/11/1995]',0.098,0.114,0.089,117.580,0.242,-0.719
'[19:40:53.934 19/11/1995]',0.103,0.116,0.089,117.580,0.242,-0.719
'[19:40:53.936 19/11/1995]',0.109,0.119,0.046,116.925,0.280,-0.720
'[19:40:53.938 19/11/1995]',0.115,0.121,0.046,116.925,0.280,-0.720
'[19:40:53.940 19/11/1995]',0.118,0.122,0.046,116.925,0.280,-0.720
'[19:40:53.942 19/11/1995]',0.122,0.123,0.046,116.925,0.280,-0.720
'[19:40:53.944 19/11/1995]',0.122,0.122,0.046,116.320,0.310,-0.721
'[19:40:53.946 19/11/1995]',0.122,0.121,0.046,116.320,0.310,-0.721
'[19:40:53.948 19/11/1995]',0.120,0.121,0.089,116.320,0.310,-0.721
'[19:40:53.950 19/11/1995]',0.118,0.121,0.089,116.320,0.310,-0.721
'[19:40:53.952 19/11/1995]',0.118,0.121,0.089,115.815,0.336,-0.723
'[19:40:53.954 19/11/1995]',0.117,0.121,0.046,115.815,0.336,-0.723
'[19:40:53.956 19/11/1995]',0.118,0.120,0.046,115.815,0.336,-0.723
'[19:40:53.958 19/11/1995]',0.118,0.120,0.046,115.815,0.336,-0.723
'[19:40:53.960 19/11/1995]',0.118,0.118,0.046,115.261,0.359,-0.724
'[19:40:53.962 19/11/1995]',0.118,0.116,0.089,115.261,0.359,-0.724
'[19:40:53.964 19/11/1995]',0.115,0.115,0.089,115.261,0.359,-0.724
'[19:40:53.966 19/11/1995]',0.112,0.114,0.089,115.261,0.359,-0.724
'[19:40:53.968 19/11/1995]',0.107,0.110,0.046,114.706,0.377,-0.724
'[19:40:53.970 19/11/1995]',0.103,0.106,0.046,114.706,0.377,-0.724
'[19:40:53.972 19/11/1995]',0.098,0.101,0.046,114.706,0.377,-0.724
'[19:40:53.974 19/11/1995]',0.093,0.095,0.046,114.706,0.377,-0.724
'[19:40:53.976 19/11/1995]',0.090,0.090,0.046,114.000,0.391,-0.724
'[19:40:53.978 19/11/1995]',0.086,0.084,0.046,114.000,0.391,-0.724
'[19:40:53.980 19/11/1995]',0.084,0.078,0.046,114.000,0.391,-0.724
'[19:40:53.982 19/11/1995]',0.082,0.073,0.046,114.000,0.391,-0.724
'[19:40:53.984 19/11/1995]',0.082,0.066,0.046,113.143,0.402,-0.724
'[19:40:53.986 19/11/1995]',0.081,0.060,0.046,113.143,0.402,-0.724
'[19:40:53.988 19/11/1995]',0.079,0.056,0.004,113.143,0.402,-0.724
'[19:40:53.990 19/11/1995]',0.078,0.052,0.004,113.143,0.402,-0.724
'[19:40:53.992 19/11/1995]',0.074,0.049,0.004,112.185,0.408,-0.725
'[19:40:53.994 19/11/1995]',0.070,0.047,0.004,112.185,0.408,-0.725
'[19:40:53.996 19/11/1995]',0.064,0.043,0.046,112.185,0.408,-0.725
'[19:40:53.998 19/11/1995]',0.059,0.039,0.046,112.185,0.408,-0.725
