'Time and date','II ','I ','V ','ABP ','PLETH ','RESP '
'[13:21:59.666 30/01/1995]',-0.112,-0.160,0.288,69.315,0.000,-0.512
'[13:21:59.668 30/01/1995]',-0.112,-0.128,0.288,69.315,0.000,-0.512
'[13:21:59.670 30/01/1995]',-0.112,-0.128,0.288,69.315,0.000,-0.512
'[13:21:59.672 30/01/1995]',-0.112,-0.128,0.288,68.911,0.000,-0.512
'[13:21:59.674 30/01/1995]',-0.131,-0.160,0.288,68.911,0.000,-0.512
'[13:21:59.676 30/01/1995]',-0.131,-0.160,0.288,68.911,0.000,-0.512
'[13:21:59.678 30/01/1995]',-0.131,-0.160,0.288,68.911,0.000,-0.512
'[13:21:59.680 30/01/1995]',-0.131,-0.160,0.288,68.451,0.000,-0.512
'[13:21:59.682 30/01/1995]',-0.131,-0.128,0.288,68.451,0.000,-0.512
'[13:21:59.684 30/01/1995]',-0.093,-0.128,0.288,68.451,0.000,-0.512
'[13:21:59.686 30/01/1995]',-0.074,-0.095,0.320,68.451,0.000,-0.512
'[13:21:59.688 30/01/1995]',-0.055,-0.062,0.320,67.990,0.000,-0.512
'[13:21:59.690 30/01/1995]',-0.055,-0.062,0.320,67.990,0.000,-0.512
'[13:21:59.692 30/01/1995]',-0.036,-0.062,0.320,67.990,0.000,-0.512
'[13:21:59.694 30/01/1995]',-0.055,-0.062,0.320,67.990,0.000,-0.512
'[13:21:59.696 30/01/1995]',-0.055,-0.062,0.320,67.586,0.000,-0.512
'[13:21:59.698 30/01/1995]',-0.074,-0.095,0.288,67.586,0.000,-0.512
'[13:21:59.700 30/01/1995]',-0.093,-0.095,0.288,67.586,0.000,-0.512
'[13:21:59.702 30/01/1995]',-0.093,-0.128,0.288,67.586,0.000,-0.512
'[13:21:59.704 30/01/1995]',-0.112,-0.128,0.288,67.183,0.000,-0.512
'[13:21:59.706 30/01/1995]',-0.093,-0.095,0.225,67.183,0.000,-0.512
'[13:21:59.708 30/01/1995]',-0.074,-0.062,0.288,67.183,0.000,-0.512
'[13:21:59.710 30/01/1995]',-0.036,-0.062,0.320,67.183,0.000,-0.512
'[13:21:59.712 30/01/1995]',-0.017,-0.030,0.320,66.780,0.000,-0.512
'[13:21:59.714 30/01/1995]',0.002,-0.030,0.320,66.780,0.000,-0.512
'[13:21:59.716 30/01/1995]',-0.017,-0.030,0.288,66.780,0.000,-0.512
'[13:21:59.718 30/01/1995]',-0.017,-0.030,0.320,66.780,0.000,-0.512
'[13:21:59.720 30/01/1995]',-0.055,-0.062,0.288,66.549,0.000,-0.512
'[13:21:59.722 30/01/1995]',-0.074,-0.062,0.288,66.549,0.000,-0.512
'[13:21:59.724 30/01/1995]',-0.093,-0.062,0.288,66.549,0.000,-0.512
'[13:21:59.726 30/01/1995]',-0.093,-0.062,0.288,66.549,0.000,-0.512
'[13:21:59.728 30/01/1995]',-0.093,-0.062,0.288,66.376,0.000,-0.512
'[13:21:59.730 30/01/1995]',-0.093,-0.062,0.288,66.376,0.000,-0.512
'[13:21:59.732 30/01/1995]',-0.093,-0.095,0.288,66.376,0.000,-0.512
'[13:21:59.734 30/01/1995]',-0.093,-0.062,0.288,66.376,0.000,-0.512
'[13:21:59.736 30/01/1995]',-0.112,-0.095,0.225,66.376,0.000,-0.512
'[13:21:59.738 30/01/1995]',-0.131,-0.095,0.225,66.376,0.000,-0.512
'[13:21:59.740 30/01/1995]',-0.150,-0.128,0.225,66.376,0.000,-0.512
'[13:21:59.742 30/01/1995]',-0.169,-0.128,0.225,66.376,0.000,-0.512
'[13:21:59.744 30/01/1995]',-0.169,-0.128,0.225,66.780,0.000,-0.512
'[13:21:59.746 30/01/1995]',-0.169,-0.128,0.225,66.780,0.000,-0.512
'[13:21:59.748 30/01/1995]',-0.169,-0.128,0.225,66.780,0.000,-0.512
'[13:21:59.750 30/01/1995]',-0.150,-0.095,0.225,66.780,0.000,-0.512
'[13:21:59.752 30/01/1995]',-0.150,-0.095,0.225,67.932,0.000,-0.512
'[13:21:59.754 30/01/1995]',-0.131,-0.062,0.225,67.932,0.000,-0.512
'[13:21:59.756 30/01/1995]',-0.131,-0.062,0.225,67.932,0.000,-0.512
'[13:21:59.758 30/01/1995]',-0.131,-0.062,0.225,67.932,0.000,-0.512
'[13:21:59.760 30/01/1995]',-0.112,-0.062,0.225,70.121,0.000,-0.512
'[13:21:59.762 30/01/1995]',-0.112,-0.030,0.225,70.121,0.000,-0.512
'[13:21:59.764 30/01/1995]',-0.093,-0.030,0.225,70.121,0.000,-0.512
'[13:21:59.766 30/01/1995]',-0.093,-0.030,0.225,70.121,0.000,-0.512
'[13:21:59.768 30/01/1995]',-0.074,0.003,0.225,73.636,0.000,-0.512
'[13:21:59.770 30/01/1995]',-0.093,0.003,0.225,73.636,0.000,-0.512
'[13:21:59.772 30/01/1995]',-0.093,0.003,0.225,73.636,0.000,-0.512
'[13:21:59.774 30/01/1995]',-0.093,0.003,0.225,73.636,0.000,-0.512
'[13:21:59.776 30/01/1995]',-0.093,0.003,0.225,78.534,0.000,-0.512
'[13:21:59.778 30/01/1995]',-0.074,0.003,0.225,78.534,0.000,-0.512
'[13:21:59.780 30/01/1995]',-0.074,0.003,0.225,78.534,0.000,-0.512
'[13:21:59.782 30/01/1995]',-0.074,0.003,0.193,78.534,0.000,-0.512
'[13:21:59.784 30/01/1995]',-0.055,0.034,0.225,84.468,0.000,-0.512
'[13:21:59.786 30/01/1995]',-0.055,0.034,0.193,84.468,0.000,-0.512
'[13:21:59.788 30/01/1995]',-0.055,0.034,0.193,84.468,0.000,-0.512
'[13:21:59.790 30/01/1995]',-0.036,0.067,0.225,84.468,0.000,-0.512
'[13:21:59.792 30/01/1995]',-0.036,0.067,0.193,91.095,0.000,-0.512
'[13:21:59.794 30/01/1995]',-0.055,0.067,0.193,91.095,0.000,-0.512
'[13:21:59.796 30/01/1995]',-0.055,0.067,0.193,91.095,0.000,-0.512
'[13:21:59.798 30/01/1995]',-0.055,0.067,0.193,91.095,0.000,-0.512
'[13:21:59.800 30/01/1995]',-0.055,0.067,0.161,97.778,0.000,-0.512
'[13:21:59.802 30/01/1995]',-0.055,0.067,0.161,97.778,0.000,-0.512
'[13:21:59.804 30/01/1995]',-0.055,0.067,0.161,97.778,0.000,-0.512
'[13:21:59.806 30/01/1995]',-0.055,0.067,0.161,97.778,0.000,-0.512
'[13:21:59.808 30/01/1995]',-0.055,0.099,0.161,104.001,0.000,-0.512
'[13:21:59.810 30/01/1995]',-0.055,0.099,0.161,104.001,0.000,-0.512
'[13:21:59.812 30/01/1995]',-0.055,0.099,0.161,104.001,0.000,-0.512
'[13:21:59.814 30/01/1995]',-0.055,0.099,0.161,104.001,0.000,-0.512
'[13:21:59.816 30/01/1995]',-0.074,0.099,0.129,109.360,0.000,-0.512
'[13:21:59.818 30/01/1995]',-0.074,0.099,0.129,109.360,0.000,-0.512
'[13:21:59.820 30/01/1995]',-0.074,0.099,0.129,109.360,0.000,-0.512
'[13:21:59.822 30/01/1995]',-0.074,0.099,0.129,109.360,0.000,-0.512
'[13:21:59.824 30/01/1995]',-0.074,0.099,0.129,113.508,0.000,-
'[13:21:59.826 30/01/1995]',-0.074,0.099,0.097,113.508,0.000,-
'[13:21:59.828 30/01/1995]',-0.074,0.132,0.129,113.508,0.000,-
'[13:21:59.830 30/01/1995]',-0.055,0.132,0.097,113.508,0.000,-
'[13:21:59.832 30/01/1995]',-0.055,0.132,0.097,116.504,0.000,-
'[13:21:59.834 30/01/1995]',-0.055,0.132,0.097,116.504,0.000,-
'[13:21:59.836 30/01/1995]',-0.074,0.132,0.097,116.504,0.000,-
'[13:21:59.838 30/01/1995]',-0.093,0.099,0.065,116.504,0.000,-
'[13:21:59.840 30/01/1995]',-0.112,0.099,0.065,118.175,0.000,-
'[13:21:59.842 30/01/1995]',-0.112,0.099,0.065,118.175,0.000,-
'[13:21:59.844 30/01/1995]',-0.112,0.099,0.065,118.175,0.000,-
'[13:21:59.846 30/01/1995]',-0.093,0.099,0.033,118.175,0.000,-
'[13:21:59.848 30/01/1995]',-0.074,0.099,0.033,118.694,0.000,-
'[13:21:59.850 30/01/1995]',-0.074,0.099,0.033,118.694,0.000,-
'[13:21:59.852 30/01/1995]',-0.074,0.099,0.033,118.694,0.000,-
'[13:21:59.854 30/01/1995]',-0.093,0.067,0.033,118.694,0.000,-
'[13:21:59.856 30/01/1995]',-0.093,0.067,0.033,118.233,0.000,-
'[13:21:59.858 30/01/1995]',-0.093,0.067,0.033,118.233,0.000,-
'[13:21:59.860 30/01/1995]',-0.093,0.067,0.033,118.233,0.000,-
'[13:21:59.862 30/01/1995]',-0.093,0.034,0.033,118.233,0.000,-
'[13:21:59.864 30/01/1995]',-0.093,0.034,0.033,116.965,0.000,-
'[13:21:59.866 30/01/1995]',-0.093,0.034,0.033,116.965,0.000,-
'[13:21:59.868 30/01/1995]',-0.093,0.003,0.033,116.965,0.000,-
'[13:21:59.870 30/01/1995]',-0.093,0.003,0.033,116.965,0.000,-
'[13:21:59.872 30/01/1995]',-0.093,0.003,0.033,115.121,0.000,-
'[13:21:59.874 30/01/1995]',-0.112,0.003,0.033,115.121,0.000,-
'[13:21:59.876 30/01/1995]',-0.131,-0.030,0.033,115.121,0.000,-
'[13:21:59.878 30/01/1995]',-0.131,-0.030,0.033,115.121,0.000,-
'[13:21:59.880 30/01/1995]',-0.131,-0.062,0.033,112.874,0.000,-0.963
'[13:21:59.882 30/01/1995]',-0.131,-0.062,0.033,112.874,0.000,-0.963
'[13:21:59.884 30/01/1995]',-0.112,-0.030,0.033,112.874,0.000,-0.963
'[13:21:59.886 30/01/1995]',-0.093,-0.030,0.033,112.874,0.000,-0.963
'[13:21:59.888 30/01/1995]',-0.093,-0.030,0.033,110.627,0.000,-0.905
'[13:21:59.890 30/01/1995]',-0.074,-0.030,0.033,110.627,0.000,-0.905
'[13:21:59.892 30/01/1995]',-0.074,-0.030,0.065,110.627,0.000,-0.905
'[13:21:59.894 30/01/1995]',-0.074,-0.030,0.033,110.627,0.000,-0.905
'[13:21:59.896 30/01/1995]',-0.074,-0.062,0.033,108.265,0.000,-0.856
'[13:21:59.898 30/01/1995]',-0.093,-0.062,0.033,108.265,0.000,-0.856
'[13:21:59.900 30/01/1995]',-0.093,-0.095,0.033,108.265,0.000,-0.856
'[13:21:59.902 30/01/1995]',-0.112,-0.095,0.065,108.265,0.000,-0.856
'[13:21:59.904 30/01/1995]',-0.112,-0.095,0.033,105.960,0.000,-0.812
'[13:21:59.906 30/01/1995]',-0.112,-0.095,0.033,105.960,0.000,-0.812
'[13:21:59.908 30/01/1995]',-0.112,-0.095,0.033,105.960,0.000,-0.812
'[13:21:59.910 30/01/1995]',-0.112,-0.095,0.033,105.960,0.000,-0.812
'[13:21:59.912 30/01/1995]',-0.093,-0.062,0.033,103.828,0.000,-0.774
'[13:21:59.914 30/01/1995]',-0.074,-0.095,0.033,103.828,0.000,-0.774
'[13:21:59.916 30/01/1995]',-0.093,-0.095,0.033,103.828,0.000,-0.774
'[13:21:59.918 30/01/1995]',-0.112,-0.128,0.033,103.828,0.000,-0.774
'[13:21:59.920 30/01/1995]',-0.150,-0.160,0.003,101.812,0.000,-0.741
'[13:21:59.922 30/01/1995]',-0.188,-0.193,0.033,101.812,0.000,-0.741
'[13:21:59.924 30/01/1995]',-0.207,-0.193,0.003,101.812,0.000,-0.741
'[13:21:59.926 30/01/1995]',-0.244,-0.226,0.003,101.812,0.000,-0.741
'[13:21:59.928 30/01/1995]',-0.244,-0.226,0.003,99.910,0.000,-0.711
'[13:21:59.930 30/01/1995]',-0.244,-0.226,0.003,99.910,0.000,-0.711
'[13:21:59.932 30/01/1995]',-0.225,-0.226,0.003,99.910,0.000,-0.711
'[13:21:59.934 30/01/1995]',-0.225,-0.226,0.033,99.910,0.000,-0.711
'[13:21:59.936 30/01/1995]',-0.207,-0.226,0.033,98.124,0.000,-0.684
'[13:21:59.938 30/01/1995]',-0.207,-0.193,0.033,98.124,0.000,-0.684
'[13:21:59.940 30/01/1995]',-0.188,-0.193,0.033,98.124,0.000,-0.684
'[13:21:59.942 30/01/1995]',-0.188,-0.193,0.033,98.124,0.000,-0.684
'[13:21:59.944 30/01/1995]',-0.169,-0.193,0.033,96.395,0.000,-0.660
'[13:21:59.946 30/01/1995]',-0.169,-0.193,0.033,96.395,0.000,-0.660
'[13:21:59.948 30/01/1995]',-0.169,-0.160,0.033,96.395,0.000,-0.660
'[13:21:59.950 30/01/1995]',-0.150,-0.160,0.033,96.395,0.000,-0.660
'[13:21:59.952 30/01/1995]',-0.150,-0.160,0.033,94.782,0.000,-0.639
'[13:21:59.954 30/01/1995]',-0.150,-0.160,0.033,94.782,0.000,-0.639
'[13:21:59.956 30/01/1995]',-0.169,-0.160,0.033,94.782,0.000,-0.639
'[13:21:59.958 30/01/1995]',-0.169,-0.160,0.033,94.782,0.000,-0.639
'[13:21:59.960 30/01/1995]',-0.150,-0.160,0.033,93.054,0.000,-0.621
'[13:21:59.962 30/01/1995]',-0.150,-0.160,0.033,93.054,0.000,-0.621
'[13:21:59.964 30/01/1995]',-0.150,-0.160,0.033,93.054,0.000,-0.621
'[13:21:59.966 30/01/1995]',-0.150,-0.160,0.033,93.054,0.000,-0.621
'[13:21:59.968 30/01/1995]',-0.150,-0.160,0.033,91.383,0.000,-0.604
'[13:21:59.970 30/01/1995]',-0.150,-0.160,0.033,91.383,0.000,-0.604
'[13:21:59.972 30/01/1995]',-0.150,-0.160,0.065,91.383,0.000,-0.604
'[13:21:59.974 30/01/1995]',-0.150,-0.160,0.065,91.383,0.000,-0.604
'[13:21:59.976 30/01/1995]',-0.131,-0.128,0.065,89.654,0.000,-0.589
'[13:21:59.978 30/01/1995]',-0.112,-0.095,0.065,89.654,0.000,-0.589
'[13:21:59.980 30/01/1995]',-0.093,-0.095,0.065,89.654,0.000,-0.589
'[13:21:59.982 30/01/1995]',-0.093,-0.095,0.065,89.654,0.000,-0.589
'[13:21:59.984 30/01/1995]',-0.093,-0.095,0.065,87.868,0.000,-0.576
'[13:21:59.986 30/01/1995]',-0.093,-0.095,0.065,87.868,0.000,-0.576
'[13:21:59.988 30/01/1995]',-0.093,-0.095,0.065,87.868,0.000,-0.576
'[13:21:59.990 30/01/1995]',-0.093,-0.095,0.065,87.868,0.000,-0.576
'[13:21:59.992 30/01/1995]',-0.093,-0.095,0.065,86.139,0.000,-0.565
'[13:21:59.994 30/01/1995]',-0.093,-0.095,0.065,86.139,0.000,-0.565
'[13:21:59.996 30/01/1995]',-0.112,-0.095,0.065,86.139,0.000,-0.565
'[13:21:59.998 30/01/1995]',-0.112,-0.095,0.065,86.139,0.000,-0.565
'[13:22:00.000 30/01/1995]',-0.112,-0.128,0.065,84.353,0.000,-0.554
'[13:22:00.002 30/01/1995]',-0.112,-0.128,0.065,84.353,0.000,-0.554
'[13:22:00.004 30/01/1995]',-0.131,-0.128,0.065,84.353,0.000,-0.554
'[13:22:00.006 30/01/1995]',-0.131,-0.128,0.033,84.353,0.000,-0.554
'[13:22:00.008 30/01/1995]',-0.131,-0.095,0.065,82.740,0.000,-0.544
'[13:22:00.010 30/01/1995]',-0.112,-0.095,0.065,82.740,0.000,-0.544
'[13:22:00.012 30/01/1995]',-0.074,-0.062,0.065,82.740,0.000,-0.544
'[13:22:00.014 30/01/1995]',-0.055,-0.062,0.097,82.740,0.000,-0.544
'[13:22:00.016 30/01/1995]',-0.036,-0.030,0.065,81.357,0.000,-0.535
'[13:22:00.018 30/01/1995]',-0.055,-0.062,0.065,81.357,0.000,-0.535
'[13:22:00.020 30/01/1995]',-0.093,-0.095,0.065,81.357,0.000,-0.535
'[13:22:00.022 30/01/1995]',-0.131,-0.128,0.065,81.357,0.000,-0.535
'[13:22:00.024 30/01/1995]',-0.150,-0.160,0.033,80.205,0.000,-0.527
'[13:22:00.026 30/01/1995]',-0.169,-0.160,0.065,80.205,0.000,-0.527
'[13:22:00.028 30/01/1995]',-0.169,-0.160,0.065,80.205,0.000,-0.527
'[13:22:00.030 30/01/1995]',-0.150,-0.160,0.033,80.205,0.000,-0.527
'[13:22:00.032 30/01/1995]',-0.112,-0.128,0.065,79.398,0.000,-0.519
'[13:22:00.034 30/01/1995]',-0.093,-0.095,0.065,79.398,0.000,-0.519
'[13:22:00.036 30/01/1995]',-0.074,-0.095,0.065,79.398,0.000,-0.519
'[13:22:00.038 30/01/1995]',-0.093,-0.095,0.065,79.398,0.000,-0.519
'[13:22:00.040 30/01/1995]',-0.093,-0.095,0.065,78.937,0.000,-0.511
'[13:22:00.042 30/01/1995]',-0.131,-0.128,0.033,78.937,0.000,-0.511
'[13:22:00.044 30/01/1995]',-0.131,-0.128,0.065,78.937,0.000,-0.511
'[13:22:00.046 30/01/1995]',-0.150,-0.160,0.033,78.937,0.000,-0.511
'[13:22:00.048 30/01/1995]',-0.131,-0.160,0.033,78.707,0.000,-0.503
'[13:22:00.050 30/01/1995]',-0.112,-0.128,0.033,78.707,0.000,-0.503
'[13:22:00.052 30/01/1995]',-0.112,-0.128,0.033,78.707,0.000,-0.503
'[13:22:00.054 30/01/1995]',-0.112,-0.128,0.033,78.707,0.000,-0.503
'[13:22:00.056 30/01/1995]',-0.112,-0.128,0.033,78.764,0.000,-0.496
'[13:22:00.058 30/01/1995]',-0.131,-0.128,0.033,78.764,0.000,-0.496
'[13:22:00.060 30/01/1995]',-0.150,-0.128,0.033,78.764,0.000,-0.496
'[13:22:00.062 30/01/1995]',-0.150,-0.128,0.033,78.764,0.000,-0.496
'[13:22:00.064 30/01/1995]',-0.131,-0.128,0.033,78.937,0.000,-0.489
'[13:22:00.066 30/01/1995]',-0.131,-0.128,0.033,78.937,0.000,-0.489
'[13:22:00.068 30/01/1995]',-0.131,-0.128,0.003,78.937,0.000,-0.489
'[13:22:00.070 30/01/1995]',-0.131,-0.128,0.033,78.937,0.000,-0.489
'[13:22:00.072 30/01/1995]',-0.131,-0.128,0.033,79.225,0.000,-0.482
'[13:22:00.074 30/01/1995]',-0.131,-0.128,0.033,79.225,0.000,-0.482
'[13:22:00.076 30/01/1995]',-0.131,-0.128,0.033,79.225,0.000,-0.482
'[13:22:00.078 30/01/1995]',-0.131,-0.128,0.033,79.225,0.000,-0.482
'[13:22:00.080 30/01/1995]',-0.131,-0.128,0.033,79.513,0.000,-0.475
'[13:22:00.082 30/01/1995]',-0.112,-0.128,0.033,79.513,0.000,-0.475
'[13:22:00.084 30/01/1995]',-0.112,-0.095,0.033,79.513,0.000,-0.475
'[13:22:00.086 30/01/1995]',-0.112,-0.095,0.033,79.513,0.000,-0.475
'[13:22:00.088 30/01/1995]',-0.112,-0.095,0.033,79.744,0.000,-0.469
'[13:22:00.090 30/01/1995]',-0.112,-0.095,0.033,79.744,0.000,-0.469
'[13:22:00.092 30/01/1995]',-0.112,-0.095,0.033,79.744,0.000,-0.469
'[13:22:00.094 30/01/1995]',-0.112,-0.095,0.033,79.744,0.000,-0.469
'[13:22:00.096 30/01/1995]',-0.131,-0.095,0.033,79.859,0.000,-0.464
'[13:22:00.098 30/01/1995]',-0.112,-0.128,0.003,79.859,0.000,-0.464
'[13:22:00.100 30/01/1995]',-0.112,-0.128,0.033,79.859,0.000,-0.464
'[13:22:00.102 30/01/1995]',-0.112,-0.095,0.003,79.859,0.000,-0.464
'[13:22:00.104 30/01/1995]',-0.112,-0.095,0.003,79.859,0.000,-0.459
'[13:22:00.106 30/01/1995]',-0.112,-0.095,0.003,79.859,0.000,-0.459
'[13:22:00.108 30/01/1995]',-0.112,-0.095,0.033,79.859,0.000,-0.459
'[13:22:00.110 30/01/1995]',-0.112,-0.095,0.003,79.859,0.000,-0.459
'[13:22:00.112 30/01/1995]',-0.112,-0.095,0.003,79.744,0.000,-0.455
'[13:22:00.114 30/01/1995]',-0.112,-0.095,0.003,79.744,0.000,-0.455
'[13:22:00.116 30/01/1995]',-0.093,-0.095,0.033,79.744,0.000,-0.455
'[13:22:00.118 30/01/1995]',-0.093,-0.095,0.003,79.744,0.000,-0.455
'[13:22:00.120 30/01/1995]',-0.093,-0.095,0.033,79.456,0.000,-0.451
'[13:22:00.122 30/01/1995]',-0.093,-0.128,0.003,79.456,0.000,-0.451
'[13:22:00.124 30/01/1995]',-0.093,-0.128,0.033,79.456,0.000,-0.451
'[13:22:00.126 30/01/1995]',-0.093,-0.128,0.033,79.456,0.000,-0.451
'[13:22:00.128 30/01/1995]',-0.074,-0.128,0.033,79.110,0.000,-0.448
'[13:22:00.130 30/01/1995]',-0.055,-0.095,0.033,79.110,0.000,-0.448
'[13:22:00.132 30/01/1995]',-0.055,-0.095,0.033,79.110,0.000,-0.448
'[13:22:00.134 30/01/1995]',-0.055,-0.095,0.033,79.110,0.000,-0.448
'[13:22:00.136 30/01/1995]',-0.055,-0.095,0.033,78.591,0.000,-0.446
'[13:22:00.138 30/01/1995]',-0.036,-0.095,0.033,78.591,0.000,-0.446
'[13:22:00.140 30/01/1995]',-0.036,-0.095,0.033,78.591,0.000,-0.446
'[13:22:00.142 30/01/1995]',-0.036,-0.095,0.033,78.591,0.000,-0.446
'[13:22:00.144 30/01/1995]',-0.036,-0.095,0.033,78.073,0.000,-0.444
'[13:22:00.146 30/01/1995]',-0.036,-0.095,0.033,78.073,0.000,-0.444
'[13:22:00.148 30/01/1995]',-0.017,-0.062,0.033,78.073,0.000,-0.444
'[13:22:00.150 30/01/1995]',-0.017,-0.062,0.065,78.073,0.000,-0.444
'[13:22:00.152 30/01/1995]',-0.017,-0.062,0.033,77.439,0.000,-0.443
'[13:22:00.154 30/01/1995]',0.002,-0.062,0.033,77.439,0.000,-0.443
'[13:22:00.156 30/01/1995]',-0.017,-0.062,0.065,77.439,0.000,-0.443
'[13:22:00.158 30/01/1995]',-0.017,-0.062,0.033,77.439,0.000,-0.443
'[13:22:00.160 30/01/1995]',-0.036,-0.062,0.065,76.748,0.000,-0.441
'[13:22:00.162 30/01/1995]',-0.036,-0.062,0.033,76.748,0.000,-0.441
'[13:22:00.164 30/01/1995]',-0.036,-0.062,0.033,76.748,0.000,-0.441
'[13:22:00.166 30/01/1995]',-0.055,-0.062,0.033,76.748,0.000,-0.441
'[13:22:00.168 30/01/1995]',-0.055,-0.030,0.033,76.114,0.000,-0.440
'[13:22:00.170 30/01/1995]',-0.055,-0.030,0.003,76.114,0.000,-0.440
'[13:22:00.172 30/01/1995]',-0.055,-0.030,0.033,76.114,0.000,-0.440
'[13:22:00.174 30/01/1995]',-0.074,-0.030,0.003,76.114,0.000,-0.440
'[13:22:00.176 30/01/1995]',-0.093,-0.030,0.033,75.480,0.000,-0.439
'[13:22:00.178 30/01/1995]',-0.112,-0.030,0.003,75.480,0.000,-0.439
'[13:22:00.180 30/01/1995]',-0.112,-0.030,0.003,75.480,0.000,-0.439
'[13:22:00.182 30/01/1995]',-0.112,-0.030,0.003,75.480,0.000,-0.439
'[13:22:00.184 30/01/1995]',-0.131,-0.030,0.003,74.904,0.000,-0.438
'[13:22:00.186 30/01/1995]',-0.131,-0.062,0.003,74.904,0.000,-0.438
'[13:22:00.188 30/01/1995]',-0.131,-0.062,0.003,74.904,0.000,-0.438
'[13:22:00.190 30/01/1995]',-0.150,-0.062,0.003,74.904,0.000,-0.438
'[13:22:00.192 30/01/1995]',-0.150,-0.095,0.003,74.328,0.000,-0.438
'[13:22:00.194 30/01/1995]',-0.150,-0.095,0.003,74.328,0.000,-0.438
'[13:22:00.196 30/01/1995]',-0.150,-0.095,0.003,74.328,0.000,-0.438
'[13:22:00.198 30/01/1995]',-0.150,-0.095,0.003,74.328,0.000,-0.438
'[13:22:00.200 30/01/1995]',-0.150,-0.095,0.003,73.809,0.000,-0.437
'[13:22:00.202 30/01/1995]',-0.150,-0.095,0.003,73.809,0.000,-0.437
'[13:22:00.204 30/01/1995]',-0.150,-0.095,0.003,73.809,0.000,-0.437
'[13:22:00.206 30/01/1995]',-0.169,-0.095,0.003,73.809,0.000,-0.437
'[13:22:00.208 30/01/1995]',-0.169,-0.095,0.003,73.233,0.000,-0.436
'[13:22:00.210 30/01/1995]',-0.169,-0.095,0.003,73.233,0.000,-0.436
'[13:22:00.212 30/01/1995]',-0.169,-0.095,0.003,73.233,0.000,-0.436
'[13:22:00.214 30/01/1995]',-0.169,-0.095,0.003,73.233,0.000,-0.436
'[13:22:00.216 30/01/1995]',-0.169,-0.095,0.003,72.772,0.000,-0.436
'[13:22:00.218 30/01/1995]',-0.169,-0.095,0.003,72.772,0.000,-0.436
'[13:22:00.220 30/01/1995]',-0.169,-0.095,0.003,72.772,0.000,-0.436
'[13:22:00.222 30/01/1995]',-0.169,-0.095,0.003,72.772,0.000,-0.436
'[13:22:00.224 30/01/1995]',-0.169,-0.095,0.003,72.196,0.000,-0.435
'[13:22:00.226 30/01/1995]',-0.169,-0.095,0.003,72.196,0.000,-0.435
'[13:22:00.228 30/01/1995]',-0.169,-0.095,0.003,72.196,0.000,-0.435
'[13:22:00.230 30/01/1995]',-0.169,-0.095,0.003,72.196,0.000,-0.435
'[13:22:00.232 30/01/1995]',-0.169,-0.095,0.003,71.735,0.000,-0.434
'[13:22:00.234 30/01/1995]',-0.169,-0.095,0.003,71.735,0.000,-0.434
'[13:22:00.236 30/01/1995]',-0.169,-0.095,0.003,71.735,0.000,-0.434
'[13:22:00.238 30/01/1995]',-0.169,-0.095,0.003,71.735,0.000,-0.434
'[13:22:00.240 30/01/1995]',-0.150,-0.062,0.033,71.331,0.000,-0.433
'[13:22:00.242 30/01/1995]',-0.150,-0.062,0.097,71.331,0.000,-0.433
'[13:22:00.244 30/01/1995]',-0.150,-0.030,0.161,71.331,0.000,-0.433
'[13:22:00.246 30/01/1995]',-0.131,-0.030,0.225,71.331,0.000,-0.433
'[13:22:00.248 30/01/1995]',-0.112,-0.030,0.225,70.870,0.000,-0.432
'[13:22:00.250 30/01/1995]',-0.093,-0.030,0.193,70.870,0.000,-0.432
'[13:22:00.252 30/01/1995]',-0.074,-0.030,0.129,70.870,0.000,-0.432
'[13:22:00.254 30/01/1995]',-0.093,-0.030,0.033,70.870,0.000,-0.432
'[13:22:00.256 30/01/1995]',-0.112,-0.030,-0.061,70.467,0.000,-0.432
'[13:22:00.258 30/01/1995]',-0.169,0.003,-0.284,70.467,0.000,-0.432
'[13:22:00.260 30/01/1995]',-0.263,0.003,-0.538,70.467,0.000,-0.432
'[13:22:00.262 30/01/1995]',-0.319,0.034,-0.729,70.467,0.000,-0.432
'[13:22:00.264 30/01/1995]',-0.395,0.099,-0.983,70.121,0.000,-0.432
'[13:22:00.266 30/01/1995]',-0.471,0.132,-1.174,70.121,0.000,-0.432
'[13:22:00.268 30/01/1995]',-0.583,0.230,-1.301,70.121,0.000,-0.432
'[13:22:00.270 30/01/1995]',-0.678,0.295,-1.491,70.121,0.000,-0.432
'[13:22:00.272 30/01/1995]',-0.792,0.361,-1.587,69.891,0.000,-0.433
'[13:22:00.274 30/01/1995]',-0.867,0.393,-1.714,69.891,0.000,-0.433
'[13:22:00.276 30/01/1995]',-0.942,0.426,-1.809,69.891,0.000,-0.433
'[13:22:00.278 30/01/1995]',-0.999,0.458,-1.968,69.891,0.000,-0.433
'[13:22:00.280 30/01/1995]',-1.056,0.522,-1.968,69.603,0.000,-0.434
'[13:22:00.282 30/01/1995]',-1.074,0.588,-2.032,69.603,0.000,-0.434
'[13:22:00.284 30/01/1995]',-1.037,0.620,-2.000,69.603,0.000,-0.434
'[13:22:00.286 30/01/1995]',-0.999,0.653,-1.936,69.603,0.000,-0.434
'[13:22:00.288 30/01/1995]',-0.923,0.653,-1.841,69.430,0.000,-0.435
'[13:22:00.290 30/01/1995]',-0.848,0.653,-1.714,69.430,0.000,-0.435
