'Time and date','aVL','II','ABP','PAP','PLETH','RESP'
'[08:33:30.150 11/03/1996]',-0.051,0.058,34.808,29.724,-0.331,-0.516
'[08:33:30.152 11/03/1996]',-0.107,0.043,34.758,29.599,-0.349,-0.500
'[08:33:30.154 11/03/1996]',-0.162,0.028,34.758,29.599,-0.349,-0.500
'[08:33:30.156 11/03/1996]',-0.229,0.009,34.758,29.599,-0.349,-0.500
'[08:33:30.158 11/03/1996]',-0.296,-0.009,34.758,29.599,-0.349,-0.500
'[08:33:30.160 11/03/1996]',-0.365,-0.028,34.608,29.473,-0.366,-0.483
'[08:33:30.162 11/03/1996]',-0.434,-0.046,34.608,29.473,-0.366,-0.483
'[08:33:30.164 11/03/1996]',-0.496,-0.066,34.608,29.473,-0.366,-0.483
'[08:33:30.166 11/03/1996]',-0.559,-0.086,34.608,29.473,-0.366,-0.483
'[08:33:30.168 11/03/1996]',-0.606,-0.101,34.608,29.247,-0.363,-0.466
'[08:33:30.170 11/03/1996]',-0.653,-0.117,34.608,29.247,-0.363,-0.466
'[08:33:30.172 11/03/1996]',-0.681,-0.121,34.608,29.247,-0.363,-0.466
'[08:33:30.174 11/03/1996]',-0.708,-0.126,34.608,29.247,-0.363,-0.466
'[08:33:30.176 11/03/1996]',-0.721,-0.120,34.558,29.072,-0.373,-0.448
'[08:33:30.178 11/03/1996]',-0.734,-0.114,34.558,29.072,-0.373,-0.448
'[08:33:30.180 11/03/1996]',-0.738,-0.094,34.558,29.072,-0.373,-0.448
'[08:33:30.182 11/03/1996]',-0.741,-0.074,34.558,29.072,-0.373,-0.448
'[08:33:30.184 11/03/1996]',-0.739,-0.048,34.507,29.022,-0.383,-0.429
'[08:33:30.186 11/03/1996]',-0.737,-0.022,34.507,29.022,-0.383,-0.429
'[08:33:30.188 11/03/1996]',-0.729,0.002,34.507,29.022,-0.383,-0.429
'[08:33:30.190 11/03/1996]',-0.721,0.025,34.507,29.022,-0.383,-0.429
'[08:33:30.192 11/03/1996]',-0.704,0.035,34.457,28.896,-0.393,-0.408
'[08:33:30.194 11/03/1996]',-0.687,0.046,34.457,28.896,-0.393,-0.408
'[08:33:30.196 11/03/1996]',-0.655,0.046,34.457,28.896,-0.393,-0.408
'[08:33:30.198 11/03/1996]',-0.623,0.046,34.457,28.896,-0.393,-0.408
'[08:33:30.200 11/03/1996]',-0.579,0.037,34.407,28.846,-0.400,-0.388
'[08:33:30.202 11/03/1996]',-0.534,0.028,34.407,28.846,-0.400,-0.388
'[08:33:30.204 11/03/1996]',-0.483,0.018,34.407,28.846,-0.400,-0.388
'[08:33:30.206 11/03/1996]',-0.433,0.009,34.407,28.846,-0.400,-0.388
'[08:33:30.208 11/03/1996]',-0.383,0.005,34.407,28.846,-0.408,-0.366
'[08:33:30.210 11/03/1996]',-0.334,0.000,34.407,28.846,-0.408,-0.366
'[08:33:30.212 11/03/1996]',-0.291,0.005,34.407,28.846,-0.408,-0.366
'[08:33:30.214 11/03/1996]',-0.249,0.009,34.407,28.846,-0.408,-0.366
'[08:33:30.216 11/03/1996]',-0.216,0.017,34.407,29.122,-0.413,-0.345
'[08:33:30.218 11/03/1996]',-0.182,0.025,34.407,29.122,-0.413,-0.345
'[08:33:30.220 11/03/1996]',-0.157,0.031,34.407,29.122,-0.413,-0.345
'[08:33:30.222 11/03/1996]',-0.131,0.037,34.407,29.122,-0.413,-0.345
'[08:33:30.224 11/03/1996]',-0.108,0.040,34.357,29.649,-0.419,-0.326
'[08:33:30.226 11/03/1996]',-0.086,0.043,34.357,29.649,-0.419,-0.326
'[08:33:30.228 11/03/1996]',-0.064,0.043,34.357,29.649,-0.419,-0.326
'[08:33:30.230 11/03/1996]',-0.043,0.043,34.357,29.649,-0.419,-0.326
'[08:33:30.232 11/03/1996]',-0.020,0.038,34.357,30.301,-0.423,-0.306
'[08:33:30.234 11/03/1996]',0.002,0.034,34.357,30.301,-0.423,-0.306
'[08:33:30.236 11/03/1996]',0.026,0.031,34.357,30.301,-0.423,-0.306
'[08:33:30.238 11/03/1996]',0.050,0.028,34.357,30.301,-0.423,-0.306
'[08:33:30.240 11/03/1996]',0.073,0.026,34.257,31.129,-0.427,-0.287
'[08:33:30.242 11/03/1996]',0.095,0.025,34.257,31.129,-0.427,-0.287
'[08:33:30.244 11/03/1996]',0.116,0.023,34.257,31.129,-0.427,-0.287
'[08:33:30.246 11/03/1996]',0.136,0.022,34.257,31.129,-0.427,-0.287
'[08:33:30.248 11/03/1996]',0.154,0.026,34.257,32.007,-0.432,-0.271
'[08:33:30.250 11/03/1996]',0.172,0.031,34.257,32.007,-0.432,-0.271
'[08:33:30.252 11/03/1996]',0.184,0.034,34.257,32.007,-0.432,-0.271
'[08:33:30.254 11/03/1996]',0.195,0.037,34.257,32.007,-0.432,-0.271
'[08:33:30.256 11/03/1996]',0.202,0.040,34.207,32.709,-0.434,-0.255
'[08:33:30.258 11/03/1996]',0.209,0.043,34.207,32.709,-0.434,-0.255
'[08:33:30.260 11/03/1996]',0.212,0.045,34.207,32.709,-0.434,-0.255
'[08:33:30.262 11/03/1996]',0.215,0.046,34.207,32.709,-0.434,-0.255
'[08:33:30.264 11/03/1996]',0.216,0.045,34.207,33.010,-0.436,-0.240
'[08:33:30.266 11/03/1996]',0.218,0.043,34.207,33.010,-0.436,-0.240
'[08:33:30.268 11/03/1996]',0.219,0.043,34.207,33.010,-0.436,-0.240
'[08:33:30.270 11/03/1996]',0.219,0.043,34.207,33.010,-0.436,-0.240
'[08:33:30.272 11/03/1996]',0.221,0.043,34.157,32.784,-0.439,-0.226
'[08:33:30.274 11/03/1996]',0.223,0.043,34.157,32.784,-0.439,-0.226
'[08:33:30.276 11/03/1996]',0.225,0.043,34.157,32.784,-0.439,-0.226
'[08:33:30.278 11/03/1996]',0.226,0.043,34.157,32.784,-0.439,-0.226
'[08:33:30.280 11/03/1996]',0.227,0.043,34.107,32.182,-0.439,-0.213
'[08:33:30.282 11/03/1996]',0.228,0.043,34.107,32.182,-0.439,-0.213
'[08:33:30.284 11/03/1996]',0.229,0.045,34.107,32.182,-0.439,-0.213
'[08:33:30.286 11/03/1996]',0.231,0.046,34.107,32.182,-0.439,-0.213
'[08:33:30.288 11/03/1996]',0.233,0.049,34.107,31.831,-0.440,-0.201
'[08:33:30.290 11/03/1996]',0.235,0.052,34.107,31.831,-0.440,-0.201
'[08:33:30.292 11/03/1996]',0.235,0.057,34.107,31.831,-0.440,-0.201
'[08:33:30.294 11/03/1996]',0.236,0.061,34.107,31.831,-0.440,-0.201
'[08:33:30.296 11/03/1996]',0.236,0.063,34.007,32.132,-0.440,-0.190
'[08:33:30.298 11/03/1996]',0.236,0.065,34.007,32.132,-0.440,-0.190
'[08:33:30.300 11/03/1996]',0.237,0.068,34.007,32.132,-0.440,-0.190
'[08:33:30.302 11/03/1996]',0.238,0.071,34.007,32.132,-0.440,-0.190
'[08:33:30.304 11/03/1996]',0.240,0.074,33.906,33.010,-0.439,-0.177
'[08:33:30.306 11/03/1996]',0.241,0.077,33.906,33.010,-0.439,-0.177
'[08:33:30.308 11/03/1996]',0.243,0.078,33.906,33.010,-0.439,-0.177
'[08:33:30.310 11/03/1996]',0.246,0.080,33.906,33.010,-0.439,-0.177
'[08:33:30.312 11/03/1996]',0.250,0.078,33.856,34.314,-0.440,-0.164
'[08:33:30.314 11/03/1996]',0.254,0.077,33.856,34.314,-0.440,-0.164
'[08:33:30.316 11/03/1996]',0.259,0.077,33.856,34.314,-0.440,-0.164
'[08:33:30.318 11/03/1996]',0.263,0.077,33.856,34.314,-0.440,-0.164
'[08:33:30.320 11/03/1996]',0.268,0.077,33.856,35.895,-0.440,-0.149
'[08:33:30.322 11/03/1996]',0.273,0.077,33.856,35.895,-0.440,-0.149
'[08:33:30.324 11/03/1996]',0.279,0.077,33.856,35.895,-0.440,-0.149
'[08:33:30.326 11/03/1996]',0.285,0.077,33.856,35.895,-0.440,-0.149
'[08:33:30.328 11/03/1996]',0.292,0.077,34.007,37.776,-0.440,-0.134
'[08:33:30.330 11/03/1996]',0.299,0.077,34.007,37.776,-0.440,-0.134
'[08:33:30.332 11/03/1996]',0.305,0.077,34.007,37.776,-0.440,-0.134
'[08:33:30.334 11/03/1996]',0.311,0.077,34.007,37.776,-0.440,-0.134
'[08:33:30.336 11/03/1996]',0.316,0.077,34.407,39.833,-0.442,-0.116
'[08:33:30.338 11/03/1996]',0.321,0.077,34.407,39.833,-0.442,-0.116
'[08:33:30.340 11/03/1996]',0.324,0.077,34.407,39.833,-0.442,-0.116
'[08:33:30.342 11/03/1996]',0.328,0.077,34.407,39.833,-0.442,-0.116
'[08:33:30.344 11/03/1996]',0.330,0.077,35.309,42.015,-0.440,-0.097
'[08:33:30.346 11/03/1996]',0.333,0.077,35.309,42.015,-0.440,-0.097
'[08:33:30.348 11/03/1996]',0.334,0.077,35.309,42.015,-0.440,-0.097
'[08:33:30.350 11/03/1996]',0.335,0.077,35.309,42.015,-0.440,-0.097
'[08:33:30.352 11/03/1996]',0.336,0.077,37.112,44.172,-0.440,-0.076
'[08:33:30.354 11/03/1996]',0.336,0.077,37.112,44.172,-0.440,-0.076
'[08:33:30.356 11/03/1996]',0.335,0.075,37.112,44.172,-0.440,-0.076
'[08:33:30.358 11/03/1996]',0.334,0.074,37.112,44.172,-0.440,-0.076
'[08:33:30.360 11/03/1996]',0.332,0.071,39.666,46.304,-0.438,-0.054
'[08:33:30.362 11/03/1996]',0.330,0.068,39.666,46.304,-0.438,-0.054
'[08:33:30.364 11/03/1996]',0.328,0.066,39.666,46.304,-0.438,-0.054
'[08:33:30.366 11/03/1996]',0.325,0.065,39.666,46.304,-0.438,-0.054
'[08:33:30.368 11/03/1996]',0.321,0.061,42.921,48.236,-0.432,-0.032
'[08:33:30.370 11/03/1996]',0.316,0.058,42.921,48.236,-0.432,-0.032
'[08:33:30.372 11/03/1996]',0.311,0.055,42.921,48.236,-0.432,-0.032
'[08:33:30.374 11/03/1996]',0.306,0.052,42.921,48.236,-0.432,-0.032
'[08:33:30.376 11/03/1996]',0.302,0.054,46.177,49.941,-0.423,-0.007
'[08:33:30.378 11/03/1996]',0.297,0.055,46.177,49.941,-0.423,-0.007
'[08:33:30.380 11/03/1996]',0.290,0.055,46.177,49.941,-0.423,-0.007
'[08:33:30.382 11/03/1996]',0.282,0.055,46.177,49.941,-0.423,-0.007
'[08:33:30.384 11/03/1996]',0.272,0.055,49.032,51.296,-0.408,0.019
'[08:33:30.386 11/03/1996]',0.262,0.055,49.032,51.296,-0.408,0.019
'[08:33:30.388 11/03/1996]',0.252,0.055,49.032,51.296,-0.408,0.019
'[08:33:30.390 11/03/1996]',0.242,0.055,49.032,51.296,-0.408,0.019
'[08:33:30.392 11/03/1996]',0.232,0.055,51.235,52.124,-0.387,0.046
'[08:33:30.394 11/03/1996]',0.223,0.055,51.235,52.124,-0.387,0.046
'[08:33:30.396 11/03/1996]',0.213,0.057,51.235,52.124,-0.387,0.046
'[08:33:30.398 11/03/1996]',0.204,0.058,51.235,52.124,-0.387,0.046
'[08:33:30.400 11/03/1996]',0.193,0.061,52.938,52.299,-0.357,0.073
'[08:33:30.402 11/03/1996]',0.182,0.065,52.938,52.299,-0.357,0.073
'[08:33:30.404 11/03/1996]',0.172,0.066,52.938,52.299,-0.357,0.073
'[08:33:30.406 11/03/1996]',0.162,0.068,52.938,52.299,-0.357,0.073
'[08:33:30.408 11/03/1996]',0.152,0.068,54.040,51.998,-0.320,0.101
'[08:33:30.410 11/03/1996]',0.142,0.068,54.040,51.998,-0.320,0.101
'[08:33:30.412 11/03/1996]',0.132,0.068,54.040,51.998,-0.320,0.101
'[08:33:30.414 11/03/1996]',0.123,0.068,54.040,51.998,-0.320,0.101
'[08:33:30.416 11/03/1996]',0.114,0.068,54.741,51.296,-0.269,0.129
'[08:33:30.418 11/03/1996]',0.105,0.068,54.741,51.296,-0.269,0.129
'[08:33:30.420 11/03/1996]',0.096,0.068,54.741,51.296,-0.269,0.129
'[08:33:30.422 11/03/1996]',0.087,0.068,54.741,51.296,-0.269,0.129
'[08:33:30.424 11/03/1996]',0.079,0.068,55.042,50.293,-0.213,0.156
'[08:33:30.426 11/03/1996]',0.072,0.068,55.042,50.293,-0.213,0.156
'[08:33:30.428 11/03/1996]',0.064,0.066,55.042,50.293,-0.213,0.156
'[08:33:30.430 11/03/1996]',0.057,0.065,55.042,50.293,-0.213,0.156
'[08:33:30.432 11/03/1996]',0.051,0.061,54.891,49.064,-0.148,0.182
'[08:33:30.434 11/03/1996]',0.045,0.058,54.891,49.064,-0.148,0.182
'[08:33:30.436 11/03/1996]',0.041,0.054,54.891,49.064,-0.148,0.182
'[08:33:30.438 11/03/1996]',0.037,0.049,54.891,49.064,-0.148,0.182
'[08:33:30.440 11/03/1996]',0.033,0.048,54.391,47.659,-0.079,0.208
'[08:33:30.442 11/03/1996]',0.030,0.046,54.391,47.659,-0.079,0.208
'[08:33:30.444 11/03/1996]',0.027,0.045,54.391,47.659,-0.079,0.208
'[08:33:30.446 11/03/1996]',0.025,0.043,54.391,47.659,-0.079,0.208
'[08:33:30.448 11/03/1996]',0.023,0.043,53.589,46.053,-0.009,0.233
'[08:33:30.450 11/03/1996]',0.020,0.043,53.589,46.053,-0.009,0.233
'[08:33:30.452 11/03/1996]',0.018,0.043,53.589,46.053,-0.009,0.233
'[08:33:30.454 11/03/1996]',0.017,0.043,53.589,46.053,-0.009,0.233
'[08:33:30.456 11/03/1996]',0.016,0.043,52.537,44.473,0.063,0.257
'[08:33:30.458 11/03/1996]',0.015,0.043,52.537,44.473,0.063,0.257
'[08:33:30.460 11/03/1996]',0.015,0.043,52.537,44.473,0.063,0.257
'[08:33:30.462 11/03/1996]',0.014,0.043,52.537,44.473,0.063,0.257
'[08:33:30.464 11/03/1996]',0.014,0.043,51.285,43.119,0.131,0.280
'[08:33:30.466 11/03/1996]',0.014,0.043,51.285,43.119,0.131,0.280
'[08:33:30.468 11/03/1996]',0.015,0.045,51.285,43.119,0.131,0.280
'[08:33:30.470 11/03/1996]',0.015,0.046,51.285,43.119,0.131,0.280
'[08:33:30.472 11/03/1996]',0.015,0.049,49.933,42.115,0.190,0.303
'[08:33:30.474 11/03/1996]',0.015,0.052,49.933,42.115,0.190,0.303
'[08:33:30.476 11/03/1996]',0.014,0.057,49.933,42.115,0.190,0.303
'[08:33:30.478 11/03/1996]',0.013,0.061,49.933,42.115,0.190,0.303
'[08:33:30.480 11/03/1996]',0.013,0.063,48.581,41.714,0.242,0.327
'[08:33:30.482 11/03/1996]',0.012,0.065,48.581,41.714,0.242,0.327
'[08:33:30.484 11/03/1996]',0.013,0.066,48.581,41.714,0.242,0.327
'[08:33:30.486 11/03/1996]',0.013,0.068,48.581,41.714,0.242,0.327
'[08:33:30.488 11/03/1996]',0.013,0.068,47.329,41.890,0.286,0.349
'[08:33:30.490 11/03/1996]',0.013,0.068,47.329,41.890,0.286,0.349
'[08:33:30.492 11/03/1996]',0.013,0.066,47.329,41.890,0.286,0.349
'[08:33:30.494 11/03/1996]',0.013,0.065,47.329,41.890,0.286,0.349
'[08:33:30.496 11/03/1996]',0.013,0.061,46.177,42.115,0.320,0.372
'[08:33:30.498 11/03/1996]',0.013,0.058,46.177,42.115,0.320,0.372
'[08:33:30.500 11/03/1996]',0.013,0.057,46.177,42.115,0.320,0.372
'[08:33:30.502 11/03/1996]',0.013,0.055,46.177,42.115,0.320,0.372
'[08:33:30.504 11/03/1996]',0.013,0.060,45.275,42.291,0.344,0.396
'[08:33:30.506 11/03/1996]',0.013,0.065,45.275,42.291,0.344,0.396
'[08:33:30.508 11/03/1996]',0.013,0.066,45.275,42.291,0.344,0.396
'[08:33:30.510 11/03/1996]',0.013,0.068,45.275,42.291,0.344,0.396
'[08:33:30.512 11/03/1996]',0.013,0.068,44.424,42.191,0.355,0.418
'[08:33:30.514 11/03/1996]',0.013,0.068,44.424,42.191,0.355,0.418
'[08:33:30.516 11/03/1996]',0.013,0.068,44.424,42.191,0.355,0.418
'[08:33:30.518 11/03/1996]',0.012,0.068,44.424,42.191,0.355,0.418
'[08:33:30.520 11/03/1996]',0.010,0.069,43.723,41.940,0.357,0.441
'[08:33:30.522 11/03/1996]',0.008,0.071,43.723,41.940,0.357,0.441
'[08:33:30.524 11/03/1996]',0.005,0.074,43.723,41.940,0.357,0.441
'[08:33:30.526 11/03/1996]',0.002,0.077,43.723,41.940,0.357,0.441
'[08:33:30.528 11/03/1996]',0.001,0.078,43.022,41.664,0.353,0.463
'[08:33:30.530 11/03/1996]',-0.001,0.080,43.022,41.664,0.353,0.463
'[08:33:30.532 11/03/1996]',-0.004,0.078,43.022,41.664,0.353,0.463
'[08:33:30.534 11/03/1996]',-0.006,0.077,43.022,41.664,0.353,0.463
'[08:33:30.536 11/03/1996]',-0.008,0.077,42.371,41.237,0.340,0.482
'[08:33:30.538 11/03/1996]',-0.011,0.077,42.371,41.237,0.340,0.482
'[08:33:30.540 11/03/1996]',-0.014,0.078,42.371,41.237,0.340,0.482
'[08:33:30.542 11/03/1996]',-0.017,0.080,42.371,41.237,0.340,0.482
'[08:33:30.544 11/03/1996]',-0.017,0.084,41.770,40.836,0.323,0.500
'[08:33:30.546 11/03/1996]',-0.018,0.089,41.770,40.836,0.323,0.500
'[08:33:30.548 11/03/1996]',-0.015,0.097,41.770,40.836,0.323,0.500
'[08:33:30.550 11/03/1996]',-0.012,0.104,41.770,40.836,0.323,0.500
'[08:33:30.552 11/03/1996]',-0.005,0.114,41.118,40.410,0.297,0.516
'[08:33:30.554 11/03/1996]',0.001,0.123,41.118,40.410,0.297,0.516
'[08:33:30.556 11/03/1996]',0.011,0.129,41.118,40.410,0.297,0.516
'[08:33:30.558 11/03/1996]',0.020,0.135,41.118,40.410,0.297,0.516
'[08:33:30.560 11/03/1996]',0.027,0.135,40.618,39.883,0.268,0.532
'[08:33:30.562 11/03/1996]',0.033,0.135,40.618,39.883,0.268,0.532
'[08:33:30.564 11/03/1996]',0.031,0.131,40.618,39.883,0.268,0.532
'[08:33:30.566 11/03/1996]',0.029,0.126,40.618,39.883,0.268,0.532
'[08:33:30.568 11/03/1996]',0.011,0.112,40.067,39.431,0.237,0.549
'[08:33:30.570 11/03/1996]',-0.007,0.098,40.067,39.431,0.237,0.549
'[08:33:30.572 11/03/1996]',-0.045,0.078,40.067,39.431,0.237,0.549
'[08:33:30.574 11/03/1996]',-0.083,0.058,40.067,39.431,0.237,0.549
'[08:33:30.576 11/03/1996]',-0.140,0.041,39.566,38.955,0.203,0.567
'[08:33:30.578 11/03/1996]',-0.197,0.025,39.566,38.955,0.203,0.567
'[08:33:30.580 11/03/1996]',-0.264,0.008,39.566,38.955,0.203,0.567
'[08:33:30.582 11/03/1996]',-0.331,-0.009,39.566,38.955,0.203,0.567
'[08:33:30.584 11/03/1996]',-0.400,-0.025,39.215,38.478,0.169,0.585
'[08:33:30.586 11/03/1996]',-0.468,-0.040,39.215,38.478,0.169,0.585
'[08:33:30.588 11/03/1996]',-0.529,-0.057,39.215,38.478,0.169,0.585
'[08:33:30.590 11/03/1996]',-0.590,-0.074,39.215,38.478,0.169,0.585
'[08:33:30.592 11/03/1996]',-0.633,-0.084,38.865,38.002,0.132,0.602
'[08:33:30.594 11/03/1996]',-0.677,-0.095,38.865,38.002,0.132,0.602
'[08:33:30.596 11/03/1996]',-0.701,-0.097,38.865,38.002,0.132,0.602
'[08:33:30.598 11/03/1996]',-0.725,-0.098,38.865,38.002,0.132,0.602
'[08:33:30.600 11/03/1996]',-0.733,-0.092,38.564,37.550,0.097,0.619
'[08:33:30.602 11/03/1996]',-0.741,-0.086,38.564,37.550,0.097,0.619
'[08:33:30.604 11/03/1996]',-0.744,-0.066,38.564,37.550,0.097,0.619
'[08:33:30.606 11/03/1996]',-0.746,-0.046,38.564,37.550,0.097,0.619
'[08:33:30.608 11/03/1996]',-0.745,-0.020,38.264,37.174,0.058,0.634
'[08:33:30.610 11/03/1996]',-0.744,0.006,38.264,37.174,0.058,0.634
'[08:33:30.612 11/03/1996]',-0.738,0.029,38.264,37.174,0.058,0.634
'[08:33:30.614 11/03/1996]',-0.732,0.052,38.264,37.174,0.058,0.634
'[08:33:30.616 11/03/1996]',-0.716,0.065,38.013,36.898,0.024,0.649
'[08:33:30.618 11/03/1996]',-0.700,0.077,38.013,36.898,0.024,0.649
'[08:33:30.620 11/03/1996]',-0.671,0.075,38.013,36.898,0.024,0.649
'[08:33:30.622 11/03/1996]',-0.642,0.074,38.013,36.898,0.024,0.649
'[08:33:30.624 11/03/1996]',-0.601,0.063,37.813,36.722,-0.011,0.664
'[08:33:30.626 11/03/1996]',-0.559,0.052,37.813,36.722,-0.011,0.664
'[08:33:30.628 11/03/1996]',-0.510,0.041,37.813,36.722,-0.011,0.664
'[08:33:30.630 11/03/1996]',-0.460,0.031,37.813,36.722,-0.011,0.664
'[08:33:30.632 11/03/1996]',-0.409,0.023,37.563,36.823,-0.046,0.678
'[08:33:30.634 11/03/1996]',-0.359,0.015,37.563,36.823,-0.046,0.678
'[08:33:30.636 11/03/1996]',-0.315,0.014,37.563,36.823,-0.046,0.678
'[08:33:30.638 11/03/1996]',-0.272,0.012,37.563,36.823,-0.046,0.678
'[08:33:30.640 11/03/1996]',-0.238,0.017,37.312,36.998,-0.075,0.693
'[08:33:30.642 11/03/1996]',-0.204,0.022,37.312,36.998,-0.075,0.693
'[08:33:30.644 11/03/1996]',-0.176,0.029,37.312,36.998,-0.075,0.693
'[08:33:30.646 11/03/1996]',-0.148,0.037,37.312,36.998,-0.075,0.693
'[08:33:30.648 11/03/1996]',-0.123,0.038,37.162,37.249,-0.108,0.708
'[08:33:30.650 11/03/1996]',-0.099,0.040,37.162,37.249,-0.108,0.708
'[08:33:30.652 11/03/1996]',-0.074,0.037,37.162,37.249,-0.108,0.708
'[08:33:30.654 11/03/1996]',-0.050,0.034,37.162,37.249,-0.108,0.708
'[08:33:30.656 11/03/1996]',-0.026,0.025,36.962,37.174,-0.136,0.721
'[08:33:30.658 11/03/1996]',-0.001,0.015,36.962,37.174,-0.136,0.721
'[08:33:30.660 11/03/1996]',0.025,0.006,36.962,37.174,-0.136,0.721
'[08:33:30.662 11/03/1996]',0.051,-0.003,36.962,37.174,-0.136,0.721
'[08:33:30.664 11/03/1996]',0.079,-0.009,36.811,36.898,-0.163,0.733
'[08:33:30.666 11/03/1996]',0.106,-0.015,36.811,36.898,-0.163,0.733
'[08:33:30.668 11/03/1996]',0.129,-0.017,36.811,36.898,-0.163,0.733
'[08:33:30.670 11/03/1996]',0.153,-0.018,36.811,36.898,-0.163,0.733
'[08:33:30.672 11/03/1996]',0.169,-0.015,36.611,36.597,-0.189,0.744
'[08:33:30.674 11/03/1996]',0.186,-0.012,36.611,36.597,-0.189,0.744
'[08:33:30.676 11/03/1996]',0.200,-0.008,36.611,36.597,-0.189,0.744
'[08:33:30.678 11/03/1996]',0.213,-0.003,36.611,36.597,-0.189,0.744
'[08:33:30.680 11/03/1996]',0.222,0.000,36.511,36.421,-0.213,0.753
'[08:33:30.682 11/03/1996]',0.231,0.003,36.511,36.421,-0.213,0.753
'[08:33:30.684 11/03/1996]',0.236,0.006,36.511,36.421,-0.213,0.753
'[08:33:30.686 11/03/1996]',0.241,0.009,36.511,36.421,-0.213,0.753
'[08:33:30.688 11/03/1996]',0.243,0.011,36.310,36.246,-0.234,0.761
'[08:33:30.690 11/03/1996]',0.246,0.012,36.310,36.246,-0.234,0.761
'[08:33:30.692 11/03/1996]',0.247,0.015,36.310,36.246,-0.234,0.761
'[08:33:30.694 11/03/1996]',0.248,0.018,36.310,36.246,-0.234,0.761
'[08:33:30.696 11/03/1996]',0.248,0.023,36.210,35.945,-0.257,0.769
'[08:33:30.698 11/03/1996]',0.248,0.028,36.210,35.945,-0.257,0.769
'[08:33:30.700 11/03/1996]',0.249,0.031,36.210,35.945,-0.257,0.769
'[08:33:30.702 11/03/1996]',0.249,0.034,36.210,35.945,-0.257,0.769
'[08:33:30.704 11/03/1996]',0.251,0.038,36.110,35.543,-0.275,0.777
'[08:33:30.706 11/03/1996]',0.253,0.043,36.110,35.543,-0.275,0.777
'[08:33:30.708 11/03/1996]',0.253,0.045,36.110,35.543,-0.275,0.777
'[08:33:30.710 11/03/1996]',0.253,0.046,36.110,35.543,-0.275,0.777
'[08:33:30.712 11/03/1996]',0.253,0.045,36.060,34.941,-0.290,0.785
'[08:33:30.714 11/03/1996]',0.254,0.043,36.060,34.941,-0.290,0.785
'[08:33:30.716 11/03/1996]',0.256,0.043,36.060,34.941,-0.290,0.785
'[08:33:30.718 11/03/1996]',0.259,0.043,36.060,34.941,-0.290,0.785
'[08:33:30.720 11/03/1996]',0.262,0.045,35.910,34.139,-0.307,0.793
'[08:33:30.722 11/03/1996]',0.266,0.046,35.910,34.139,-0.307,0.793
'[08:33:30.724 11/03/1996]',0.269,0.049,35.910,34.139,-0.307,0.793
'[08:33:30.726 11/03/1996]',0.272,0.052,35.910,34.139,-0.307,0.793
'[08:33:30.728 11/03/1996]',0.276,0.057,35.860,33.411,-0.323,0.802
'[08:33:30.730 11/03/1996]',0.280,0.061,35.860,33.411,-0.323,0.802
'[08:33:30.732 11/03/1996]',0.285,0.065,35.860,33.411,-0.323,0.802
'[08:33:30.734 11/03/1996]',0.290,0.068,35.860,33.411,-0.323,0.802
'[08:33:30.736 11/03/1996]',0.293,0.072,35.810,32.960,-0.335,0.812
'[08:33:30.738 11/03/1996]',0.297,0.077,35.810,32.960,-0.335,0.812
'[08:33:30.740 11/03/1996]',0.300,0.078,35.810,32.960,-0.335,0.812
'[08:33:30.742 11/03/1996]',0.303,0.080,35.810,32.960,-0.335,0.812
'[08:33:30.744 11/03/1996]',0.306,0.078,35.760,32.960,-0.347,0.823
'[08:33:30.746 11/03/1996]',0.310,0.077,35.760,32.960,-0.347,0.823
'[08:33:30.748 11/03/1996]',0.315,0.077,35.760,32.960,-0.347,0.823
'[08:33:30.750 11/03/1996]',0.321,0.077,35.760,32.960,-0.347,0.823
'[08:33:30.752 11/03/1996]',0.327,0.077,35.760,33.311,-0.359,0.835
'[08:33:30.754 11/03/1996]',0.333,0.077,35.760,33.311,-0.359,0.835
'[08:33:30.756 11/03/1996]',0.338,0.077,35.760,33.311,-0.359,0.835
'[08:33:30.758 11/03/1996]',0.343,0.077,35.760,33.311,-0.359,0.835
'[08:33:30.760 11/03/1996]',0.349,0.077,35.760,33.963,-0.370,0.849
'[08:33:30.762 11/03/1996]',0.354,0.077,35.760,33.963,-0.370,0.849
'[08:33:30.764 11/03/1996]',0.359,0.077,35.760,33.963,-0.370,0.849
'[08:33:30.766 11/03/1996]',0.365,0.077,35.760,33.963,-0.370,0.849
'[08:33:30.768 11/03/1996]',0.368,0.075,35.910,34.766,-0.382,0.863
'[08:33:30.770 11/03/1996]',0.372,0.074,35.910,34.766,-0.382,0.863
'[08:33:30.772 11/03/1996]',0.375,0.071,35.910,34.766,-0.382,0.863
'[08:33:30.774 11/03/1996]',0.378,0.068,35.910,34.766,-0.382,0.863
'[08:33:30.776 11/03/1996]',0.378,0.066,36.260,35.669,-0.390,0.878
'[08:33:30.778 11/03/1996]',0.379,0.065,36.260,35.669,-0.390,0.878
'[08:33:30.780 11/03/1996]',0.377,0.061,36.260,35.669,-0.390,0.878
'[08:33:30.782 11/03/1996]',0.374,0.058,36.260,35.669,-0.390,0.878
'[08:33:30.784 11/03/1996]',0.371,0.054,36.962,36.547,-0.398,0.894
'[08:33:30.786 11/03/1996]',0.368,0.049,36.962,36.547,-0.398,0.894
'[08:33:30.788 11/03/1996]',0.364,0.048,36.962,36.547,-0.398,0.894
