'Time and date','II','aVR','V','ABP','PAP','PLETH','RESP'
'[14:07:07.368 26/10/1995]',0.011,0.001,0.001,60.827,24.050,-0.194,-0.629
'[14:07:07.370 26/10/1995]',0.005,0.014,0.001,60.827,24.050,-0.194,-0.629
'[14:07:07.372 26/10/1995]',-0.001,0.014,0.001,60.827,24.050,-0.194,-0.629
'[14:07:07.374 26/10/1995]',-0.006,0.001,0.010,60.827,24.050,-0.194,-0.629
'[14:07:07.376 26/10/1995]',-0.012,-0.006,0.010,60.376,24.000,-0.211,-0.628
'[14:07:07.378 26/10/1995]',-0.018,-0.006,0.019,60.376,24.000,-0.211,-0.628
'[14:07:07.380 26/10/1995]',-0.022,0.001,0.010,60.376,24.000,-0.211,-0.628
'[14:07:07.382 26/10/1995]',-0.026,0.007,0.010,60.376,24.000,-0.211,-0.628
'[14:07:07.384 26/10/1995]',-0.030,0.021,0.010,60.000,24.050,-0.229,-0.626
'[14:07:07.386 26/10/1995]',-0.033,0.035,0.010,60.000,24.050,-0.229,-0.626
'[14:07:07.388 26/10/1995]',-0.036,0.035,0.010,60.000,24.050,-0.229,-0.626
'[14:07:07.390 26/10/1995]',-0.038,0.028,0.019,60.000,24.050,-0.229,-0.626
'[14:07:07.392 26/10/1995]',-0.039,0.021,0.028,59.474,24.050,-0.241,-0.624
'[14:07:07.394 26/10/1995]',-0.040,0.014,0.019,59.474,24.050,-0.241,-0.624
'[14:07:07.396 26/10/1995]',-0.040,0.021,0.019,59.474,24.050,-0.241,-0.624
'[14:07:07.398 26/10/1995]',-0.040,0.021,0.019,59.474,24.050,-0.241,-0.624
'[14:07:07.400 26/10/1995]',-0.040,0.035,0.019,59.098,24.175,-0.260,-0.622
'[14:07:07.402 26/10/1995]',-0.040,0.042,0.019,59.098,24.175,-0.260,-0.622
'[14:07:07.404 26/10/1995]',-0.040,0.049,0.019,59.098,24.175,-0.260,-0.622
'[14:07:07.406 26/10/1995]',-0.040,0.042,0.019,59.098,24.175,-0.260,-0.622
'[14:07:07.408 26/10/1995]',-0.040,0.028,0.028,58.647,24.175,-0.270,-0.620
'[14:07:07.410 26/10/1995]',-0.040,0.021,0.028,58.647,24.175,-0.270,-0.620
'[14:07:07.412 26/10/1995]',-0.040,0.007,0.028,58.647,24.175,-0.270,-0.620
'[14:07:07.414 26/10/1995]',-0.040,0.021,0.028,58.647,24.175,-0.270,-0.620
'[14:07:07.416 26/10/1995]',-0.040,0.028,0.010,58.346,24.175,-0.284,-0.617
'[14:07:07.418 26/10/1995]',-0.039,0.042,0.019,58.346,24.175,-0.284,-0.617
'[14:07:07.420 26/10/1995]',-0.039,0.049,0.019,58.346,24.175,-0.284,-0.617
'[14:07:07.422 26/10/1995]',-0.038,0.042,0.019,58.346,24.175,-0.284,-0.617
'[14:07:07.424 26/10/1995]',-0.037,0.035,0.028,57.970,24.050,-0.297,-0.615
'[14:07:07.426 26/10/1995]',-0.036,0.014,0.028,57.970,24.050,-0.297,-0.615
'[14:07:07.428 26/10/1995]',-0.035,0.014,0.028,57.970,24.050,-0.297,-0.615
'[14:07:07.430 26/10/1995]',-0.035,0.014,0.019,57.970,24.050,-0.297,-0.615
'[14:07:07.432 26/10/1995]',-0.035,0.021,0.019,57.744,23.875,-0.309,-0.612
'[14:07:07.434 26/10/1995]',-0.035,0.035,0.010,57.744,23.875,-0.309,-0.612
'[14:07:07.436 26/10/1995]',-0.037,0.049,0.010,57.744,23.875,-0.309,-0.612
'[14:07:07.438 26/10/1995]',-0.039,0.042,0.010,57.744,23.875,-0.309,-0.612
'[14:07:07.440 26/10/1995]',-0.043,0.035,0.028,57.444,23.650,-0.317,-0.610
'[14:07:07.442 26/10/1995]',-0.047,0.021,0.028,57.444,23.650,-0.317,-0.610
'[14:07:07.444 26/10/1995]',-0.053,0.014,0.028,57.444,23.650,-0.317,-0.610
'[14:07:07.446 26/10/1995]',-0.059,0.007,0.028,57.444,23.650,-0.317,-0.610
'[14:07:07.448 26/10/1995]',-0.062,0.021,0.028,57.218,23.475,-0.330,-0.607
'[14:07:07.450 26/10/1995]',-0.064,0.042,0.046,57.218,23.475,-0.330,-0.607
'[14:07:07.452 26/10/1995]',-0.056,0.063,0.065,57.218,23.475,-0.330,-0.607
'[14:07:07.454 26/10/1995]',-0.047,0.063,0.065,57.218,23.475,-0.330,-0.607
'[14:07:07.456 26/10/1995]',-0.018,0.070,0.065,56.917,23.350,-0.340,-0.604
'[14:07:07.458 26/10/1995]',0.011,0.042,0.065,56.917,23.350,-0.340,-0.604
'[14:07:07.460 26/10/1995]',0.063,0.028,0.065,56.917,23.350,-0.340,-0.604
'[14:07:07.462 26/10/1995]',0.116,0.007,0.056,56.917,23.350,-0.340,-0.604
'[14:07:07.464 26/10/1995]',0.185,-0.013,0.037,56.692,23.300,-0.358,-0.601
'[14:07:07.466 26/10/1995]',0.253,-0.062,0.010,56.692,23.300,-0.358,-0.601
'[14:07:07.468 26/10/1995]',0.320,-0.096,-0.008,56.692,23.300,-0.358,-0.601
'[14:07:07.470 26/10/1995]',0.387,-0.145,-0.064,56.692,23.300,-0.358,-0.601
'[14:07:07.472 26/10/1995]',0.428,-0.200,-0.146,56.466,23.300,-0.365,-0.599
'[14:07:07.474 26/10/1995]',0.469,-0.255,-0.238,56.466,23.300,-0.365,-0.599
'[14:07:07.476 26/10/1995]',0.468,-0.310,-0.339,56.466,23.300,-0.365,-0.599
'[14:07:07.478 26/10/1995]',0.467,-0.324,-0.394,56.466,23.300,-0.365,-0.599
'[14:07:07.480 26/10/1995]',0.425,-0.317,-0.440,56.241,23.175,-0.373,-0.597
'[14:07:07.482 26/10/1995]',0.383,-0.290,-0.468,56.241,23.175,-0.373,-0.597
'[14:07:07.484 26/10/1995]',0.316,-0.248,-0.477,56.241,23.175,-0.373,-0.597
'[14:07:07.486 26/10/1995]',0.248,-0.172,-0.477,56.241,23.175,-0.373,-0.597
'[14:07:07.488 26/10/1995]',0.178,-0.103,-0.468,56.015,22.825,-0.384,-0.595
'[14:07:07.490 26/10/1995]',0.108,-0.069,-0.486,56.015,22.825,-0.384,-0.595
'[14:07:07.492 26/10/1995]',0.055,-0.020,-0.495,56.015,22.825,-0.384,-0.595
'[14:07:07.494 26/10/1995]',0.002,0.014,-0.504,56.015,22.825,-0.384,-0.595
'[14:07:07.496 26/10/1995]',-0.029,0.063,-0.514,55.789,22.350,-0.391,-0.594
'[14:07:07.498 26/10/1995]',-0.060,0.090,-0.514,55.789,22.350,-0.391,-0.594
'[14:07:07.500 26/10/1995]',-0.073,0.111,-0.504,55.789,22.350,-0.391,-0.594
'[14:07:07.502 26/10/1995]',-0.086,0.132,-0.495,55.789,22.350,-0.391,-0.594
'[14:07:07.504 26/10/1995]',-0.089,0.139,-0.477,55.564,21.900,-0.396,-0.592
'[14:07:07.506 26/10/1995]',-0.092,0.132,-0.449,55.564,21.900,-0.396,-0.592
'[14:07:07.508 26/10/1995]',-0.091,0.104,-0.403,55.564,21.900,-0.396,-0.592
'[14:07:07.510 26/10/1995]',-0.089,0.090,-0.348,55.564,21.900,-0.396,-0.592
'[14:07:07.512 26/10/1995]',-0.086,0.077,-0.293,55.338,21.475,-0.402,-0.591
'[14:07:07.514 26/10/1995]',-0.083,0.077,-0.238,55.338,21.475,-0.402,-0.591
'[14:07:07.516 26/10/1995]',-0.080,0.083,-0.192,55.338,21.475,-0.402,-0.591
'[14:07:07.518 26/10/1995]',-0.078,0.083,-0.137,55.338,21.475,-0.402,-0.591
'[14:07:07.520 26/10/1995]',-0.076,0.083,-0.091,55.113,21.200,-0.409,-0.590
'[14:07:07.522 26/10/1995]',-0.075,0.070,-0.054,55.113,21.200,-0.409,-0.590
'[14:07:07.524 26/10/1995]',-0.074,0.049,-0.008,55.113,21.200,-0.409,-0.590
'[14:07:07.526 26/10/1995]',-0.073,0.028,0.010,55.113,21.200,-0.409,-0.590
'[14:07:07.528 26/10/1995]',-0.073,0.021,0.037,54.887,21.075,-0.414,-0.589
'[14:07:07.530 26/10/1995]',-0.073,0.021,0.046,54.887,21.075,-0.414,-0.589
'[14:07:07.532 26/10/1995]',-0.074,0.035,0.056,54.887,21.075,-0.414,-0.589
'[14:07:07.534 26/10/1995]',-0.075,0.049,0.065,54.887,21.075,-0.414,-0.589
'[14:07:07.536 26/10/1995]',-0.075,0.063,0.065,54.662,21.075,-0.419,-0.588
'[14:07:07.538 26/10/1995]',-0.075,0.063,0.083,54.662,21.075,-0.419,-0.588
'[14:07:07.540 26/10/1995]',-0.075,0.049,0.083,54.662,21.075,-0.419,-0.588
'[14:07:07.542 26/10/1995]',-0.074,0.028,0.093,54.662,21.075,-0.419,-0.588
'[14:07:07.544 26/10/1995]',-0.073,0.021,0.093,54.361,21.125,-0.424,-0.587
'[14:07:07.546 26/10/1995]',-0.071,0.021,0.093,54.361,21.125,-0.424,-0.587
'[14:07:07.548 26/10/1995]',-0.070,0.028,0.083,54.361,21.125,-0.424,-0.587
'[14:07:07.550 26/10/1995]',-0.069,0.035,0.083,54.361,21.125,-0.424,-0.587
'[14:07:07.552 26/10/1995]',-0.068,0.063,0.083,54.135,21.300,-0.429,-0.585
'[14:07:07.554 26/10/1995]',-0.066,0.063,0.083,54.135,21.300,-0.429,-0.585
'[14:07:07.556 26/10/1995]',-0.064,0.049,0.093,54.135,21.300,-0.429,-0.585
'[14:07:07.558 26/10/1995]',-0.062,0.028,0.093,54.135,21.300,-0.429,-0.585
'[14:07:07.560 26/10/1995]',-0.060,0.021,0.093,53.910,21.425,-0.434,-0.584
'[14:07:07.562 26/10/1995]',-0.058,0.021,0.093,53.910,21.425,-0.434,-0.584
'[14:07:07.564 26/10/1995]',-0.057,0.021,0.083,53.910,21.425,-0.434,-0.584
'[14:07:07.566 26/10/1995]',-0.056,0.035,0.083,53.910,21.425,-0.434,-0.584
'[14:07:07.568 26/10/1995]',-0.054,0.042,0.083,53.684,21.775,-0.434,-0.584
'[14:07:07.570 26/10/1995]',-0.052,0.049,0.083,53.684,21.775,-0.434,-0.584
'[14:07:07.572 26/10/1995]',-0.051,0.049,0.083,53.684,21.775,-0.434,-0.584
'[14:07:07.574 26/10/1995]',-0.049,0.035,0.093,53.684,21.775,-0.434,-0.584
'[14:07:07.576 26/10/1995]',-0.047,0.014,0.093,53.534,22.475,-0.440,-0.584
'[14:07:07.578 26/10/1995]',-0.046,0.007,0.083,53.534,22.475,-0.440,-0.584
'[14:07:07.580 26/10/1995]',-0.043,0.014,0.083,53.534,22.475,-0.440,-0.584
'[14:07:07.582 26/10/1995]',-0.040,0.021,0.074,53.534,22.475,-0.440,-0.584
'[14:07:07.584 26/10/1995]',-0.038,0.028,0.074,53.383,23.700,-0.445,-0.584
'[14:07:07.586 26/10/1995]',-0.036,0.035,0.065,53.383,23.700,-0.445,-0.584
'[14:07:07.588 26/10/1995]',-0.034,0.035,0.065,53.383,23.700,-0.445,-0.584
'[14:07:07.590 26/10/1995]',-0.032,0.028,0.074,53.383,23.700,-0.445,-0.584
'[14:07:07.592 26/10/1995]',-0.030,0.014,0.074,53.233,25.400,-0.450,-0.585
'[14:07:07.594 26/10/1995]',-0.029,0.001,0.074,53.233,25.400,-0.450,-0.585
'[14:07:07.596 26/10/1995]',-0.027,0.001,0.065,53.233,25.400,-0.450,-0.585
'[14:07:07.598 26/10/1995]',-0.026,0.007,0.065,53.233,25.400,-0.450,-0.585
'[14:07:07.600 26/10/1995]',-0.024,0.021,0.065,52.932,27.350,-0.453,-0.586
'[14:07:07.602 26/10/1995]',-0.022,0.028,0.056,52.932,27.350,-0.453,-0.586
'[14:07:07.604 26/10/1995]',-0.019,0.028,0.065,52.932,27.350,-0.453,-0.586
'[14:07:07.606 26/10/1995]',-0.017,0.021,0.065,52.932,27.350,-0.453,-0.586
'[14:07:07.608 26/10/1995]',-0.014,0.007,0.065,52.632,29.400,-0.455,-0.588
'[14:07:07.610 26/10/1995]',-0.012,-0.006,0.065,52.632,29.400,-0.455,-0.588
'[14:07:07.612 26/10/1995]',-0.010,-0.013,0.065,52.632,29.400,-0.455,-0.588
'[14:07:07.614 26/10/1995]',-0.008,-0.013,0.056,52.632,29.400,-0.455,-0.588
'[14:07:07.616 26/10/1995]',-0.006,0.001,0.056,52.256,31.375,-0.458,-0.591
'[14:07:07.618 26/10/1995]',-0.004,0.014,0.046,52.256,31.375,-0.458,-0.591
'[14:07:07.620 26/10/1995]',-0.001,0.021,0.046,52.256,31.375,-0.458,-0.591
'[14:07:07.622 26/10/1995]',0.001,0.014,0.046,52.256,31.375,-0.458,-0.591
'[14:07:07.624 26/10/1995]',0.003,0.001,0.056,52.030,33.200,-0.463,-0.594
'[14:07:07.626 26/10/1995]',0.006,-0.006,0.046,52.030,33.200,-0.463,-0.594
'[14:07:07.628 26/10/1995]',0.009,-0.020,0.046,52.030,33.200,-0.463,-0.594
'[14:07:07.630 26/10/1995]',0.012,-0.020,0.037,52.030,33.200,-0.463,-0.594
'[14:07:07.632 26/10/1995]',0.015,-0.013,0.037,51.805,34.775,-0.465,-0.596
'[14:07:07.634 26/10/1995]',0.019,-0.006,0.028,51.805,34.775,-0.465,-0.596
'[14:07:07.636 26/10/1995]',0.023,0.007,0.019,51.805,34.775,-0.465,-0.596
'[14:07:07.638 26/10/1995]',0.027,0.001,0.019,51.805,34.775,-0.465,-0.596
'[14:07:07.640 26/10/1995]',0.031,-0.006,0.028,51.729,36.200,-0.463,-0.599
'[14:07:07.642 26/10/1995]',0.035,-0.027,0.028,51.729,36.200,-0.463,-0.599
'[14:07:07.644 26/10/1995]',0.039,-0.034,0.019,51.729,36.200,-0.463,-0.599
'[14:07:07.646 26/10/1995]',0.044,-0.034,0.010,51.729,36.200,-0.463,-0.599
'[14:07:07.648 26/10/1995]',0.049,-0.034,0.001,51.880,37.475,-0.465,-0.601
'[14:07:07.650 26/10/1995]',0.054,-0.027,0.001,51.880,37.475,-0.465,-0.601
'[14:07:07.652 26/10/1995]',0.059,-0.020,0.001,51.880,37.475,-0.465,-0.601
'[14:07:07.654 26/10/1995]',0.064,-0.013,0.001,51.880,37.475,-0.465,-0.601
'[14:07:07.656 26/10/1995]',0.070,-0.020,0.001,52.556,38.825,-0.468,-0.604
'[14:07:07.658 26/10/1995]',0.075,-0.041,0.001,52.556,38.825,-0.468,-0.604
'[14:07:07.660 26/10/1995]',0.080,-0.062,0.001,52.556,38.825,-0.468,-0.604
'[14:07:07.662 26/10/1995]',0.085,-0.069,-0.008,52.556,38.825,-0.468,-0.604
'[14:07:07.664 26/10/1995]',0.091,-0.062,-0.018,54.135,40.475,-0.468,-0.606
'[14:07:07.666 26/10/1995]',0.097,-0.048,-0.027,54.135,40.475,-0.468,-0.606
'[14:07:07.668 26/10/1995]',0.102,-0.048,-0.036,54.135,40.475,-0.468,-0.606
'[14:07:07.670 26/10/1995]',0.107,-0.041,-0.036,54.135,40.475,-0.468,-0.606
'[14:07:07.672 26/10/1995]',0.112,-0.048,-0.036,56.767,42.400,-0.468,-0.608
'[14:07:07.674 26/10/1995]',0.116,-0.069,-0.036,56.767,42.400,-0.468,-0.608
'[14:07:07.676 26/10/1995]',0.120,-0.083,-0.036,56.767,42.400,-0.468,-0.608
'[14:07:07.678 26/10/1995]',0.124,-0.089,-0.036,56.767,42.400,-0.468,-0.608
'[14:07:07.680 26/10/1995]',0.126,-0.089,-0.045,60.526,44.575,-0.465,-0.609
'[14:07:07.682 26/10/1995]',0.129,-0.083,-0.064,60.526,44.575,-0.465,-0.609
'[14:07:07.684 26/10/1995]',0.130,-0.076,-0.054,60.526,44.575,-0.465,-0.609
'[14:07:07.686 26/10/1995]',0.131,-0.069,-0.064,60.526,44.575,-0.465,-0.609
'[14:07:07.688 26/10/1995]',0.132,-0.069,-0.064,64.662,46.725,-0.463,-0.611
'[14:07:07.690 26/10/1995]',0.132,-0.083,-0.064,64.662,46.725,-0.463,-0.611
'[14:07:07.692 26/10/1995]',0.132,-0.096,-0.054,64.662,46.725,-0.463,-0.611
'[14:07:07.694 26/10/1995]',0.132,-0.103,-0.054,64.662,46.725,-0.463,-0.611
'[14:07:07.696 26/10/1995]',0.131,-0.103,-0.064,68.571,48.550,-0.453,-0.612
'[14:07:07.698 26/10/1995]',0.129,-0.096,-0.064,68.571,48.550,-0.453,-0.612
'[14:07:07.700 26/10/1995]',0.127,-0.083,-0.064,68.571,48.550,-0.453,-0.612
'[14:07:07.702 26/10/1995]',0.125,-0.069,-0.064,68.571,48.550,-0.453,-0.612
'[14:07:07.704 26/10/1995]',0.123,-0.069,-0.064,72.030,49.900,-0.445,-0.613
'[14:07:07.706 26/10/1995]',0.120,-0.069,-0.064,72.030,49.900,-0.445,-0.613
'[14:07:07.708 26/10/1995]',0.117,-0.083,-0.064,72.030,49.900,-0.445,-0.613
'[14:07:07.710 26/10/1995]',0.115,-0.089,-0.054,72.030,49.900,-0.445,-0.613
'[14:07:07.712 26/10/1995]',0.111,-0.096,-0.054,75.038,50.725,-0.427,-0.614
'[14:07:07.714 26/10/1995]',0.108,-0.089,-0.064,75.038,50.725,-0.427,-0.614
'[14:07:07.716 26/10/1995]',0.104,-0.076,-0.064,75.038,50.725,-0.427,-0.614
'[14:07:07.718 26/10/1995]',0.100,-0.062,-0.064,75.038,50.725,-0.427,-0.614
'[14:07:07.720 26/10/1995]',0.095,-0.048,-0.064,77.970,51.125,-0.404,-0.615
'[14:07:07.722 26/10/1995]',0.091,-0.041,-0.054,77.970,51.125,-0.404,-0.615
'[14:07:07.724 26/10/1995]',0.086,-0.062,-0.045,77.970,51.125,-0.404,-0.615
'[14:07:07.726 26/10/1995]',0.082,-0.069,-0.036,77.970,51.125,-0.404,-0.615
'[14:07:07.728 26/10/1995]',0.077,-0.076,-0.036,80.677,51.300,-0.379,-0.616
'[14:07:07.730 26/10/1995]',0.072,-0.069,-0.036,80.677,51.300,-0.379,-0.616
'[14:07:07.732 26/10/1995]',0.067,-0.048,-0.036,80.677,51.300,-0.379,-0.616
'[14:07:07.734 26/10/1995]',0.063,-0.034,-0.045,80.677,51.300,-0.379,-0.616
'[14:07:07.736 26/10/1995]',0.058,-0.020,-0.036,82.932,51.200,-0.343,-0.617
'[14:07:07.738 26/10/1995]',0.053,-0.020,-0.036,82.932,51.200,-0.343,-0.617
'[14:07:07.740 26/10/1995]',0.049,-0.027,-0.027,82.932,51.200,-0.343,-0.617
'[14:07:07.742 26/10/1995]',0.045,-0.041,-0.018,82.932,51.200,-0.343,-0.617
'[14:07:07.744 26/10/1995]',0.041,-0.041,-0.008,84.812,50.775,-0.304,-0.618
'[14:07:07.746 26/10/1995]',0.036,-0.041,-0.018,84.812,50.775,-0.304,-0.618
'[14:07:07.748 26/10/1995]',0.032,-0.027,-0.008,84.812,50.775,-0.304,-0.618
'[14:07:07.750 26/10/1995]',0.027,-0.013,-0.008,84.812,50.775,-0.304,-0.618
'[14:07:07.752 26/10/1995]',0.024,0.001,-0.008,86.241,50.200,-0.256,-0.618
'[14:07:07.754 26/10/1995]',0.020,0.007,0.001,86.241,50.200,-0.256,-0.618
'[14:07:07.756 26/10/1995]',0.016,0.001,0.001,86.241,50.200,-0.256,-0.618
'[14:07:07.758 26/10/1995]',0.013,-0.013,0.001,86.241,50.200,-0.256,-0.618
'[14:07:07.760 26/10/1995]',0.009,-0.020,0.001,87.368,49.675,-0.200,-0.619
'[14:07:07.762 26/10/1995]',0.006,-0.020,0.001,87.368,49.675,-0.200,-0.619
'[14:07:07.764 26/10/1995]',0.003,-0.006,0.010,87.368,49.675,-0.200,-0.619
'[14:07:07.766 26/10/1995]',-0.001,0.001,0.001,87.368,49.675,-0.200,-0.619
'[14:07:07.768 26/10/1995]',-0.004,0.014,0.010,88.120,49.075,-0.143,-0.619
'[14:07:07.770 26/10/1995]',-0.007,0.021,0.010,88.120,49.075,-0.143,-0.619
'[14:07:07.772 26/10/1995]',-0.010,0.021,0.019,88.120,49.075,-0.143,-0.619
'[14:07:07.774 26/10/1995]',-0.013,0.014,0.028,88.120,49.075,-0.143,-0.619
'[14:07:07.776 26/10/1995]',-0.015,0.001,0.028,88.722,48.500,-0.085,-0.618
'[14:07:07.778 26/10/1995]',-0.018,-0.006,0.037,88.722,48.500,-0.085,-0.618
'[14:07:07.780 26/10/1995]',-0.019,0.001,0.028,88.722,48.500,-0.085,-0.618
'[14:07:07.782 26/10/1995]',-0.020,0.014,0.028,88.722,48.500,-0.085,-0.618
'[14:07:07.784 26/10/1995]',-0.021,0.028,0.028,88.947,47.850,-0.021,-0.618
'[14:07:07.786 26/10/1995]',-0.022,0.035,0.028,88.947,47.850,-0.021,-0.618
'[14:07:07.788 26/10/1995]',-0.023,0.035,0.037,88.947,47.850,-0.021,-0.618
'[14:07:07.790 26/10/1995]',-0.024,0.028,0.046,88.947,47.850,-0.021,-0.618
'[14:07:07.792 26/10/1995]',-0.025,0.021,0.046,88.797,47.075,0.043,-0.617
'[14:07:07.794 26/10/1995]',-0.026,0.007,0.046,88.797,47.075,0.043,-0.617
'[14:07:07.796 26/10/1995]',-0.026,0.007,0.046,88.797,47.075,0.043,-0.617
'[14:07:07.798 26/10/1995]',-0.027,0.014,0.046,88.797,47.075,0.043,-0.617
'[14:07:07.800 26/10/1995]',-0.027,0.028,0.037,88.421,46.275,0.100,-0.617
'[14:07:07.802 26/10/1995]',-0.027,0.035,0.037,88.421,46.275,0.100,-0.617
'[14:07:07.804 26/10/1995]',-0.026,0.035,0.046,88.421,46.275,0.100,-0.617
'[14:07:07.806 26/10/1995]',-0.026,0.035,0.046,88.421,46.275,0.100,-0.617
'[14:07:07.808 26/10/1995]',-0.024,0.014,0.056,87.744,45.200,0.155,-0.616
'[14:07:07.810 26/10/1995]',-0.023,0.007,0.065,87.744,45.200,0.155,-0.616
'[14:07:07.812 26/10/1995]',-0.022,0.007,0.056,87.744,45.200,0.155,-0.616
'[14:07:07.814 26/10/1995]',-0.020,0.014,0.056,87.744,45.200,0.155,-0.616
'[14:07:07.816 26/10/1995]',-0.020,0.021,0.046,86.917,43.975,0.212,-0.615
'[14:07:07.818 26/10/1995]',-0.020,0.035,0.046,86.917,43.975,0.212,-0.615
'[14:07:07.820 26/10/1995]',-0.020,0.042,0.046,86.917,43.975,0.212,-0.615
'[14:07:07.822 26/10/1995]',-0.020,0.035,0.046,86.917,43.975,0.212,-0.615
'[14:07:07.824 26/10/1995]',-0.019,0.021,0.056,86.015,42.525,0.258,-0.614
'[14:07:07.826 26/10/1995]',-0.019,0.007,0.056,86.015,42.525,0.258,-0.614
'[14:07:07.828 26/10/1995]',-0.018,0.007,0.056,86.015,42.525,0.258,-0.614
'[14:07:07.830 26/10/1995]',-0.018,0.007,0.046,86.015,42.525,0.258,-0.614
'[14:07:07.832 26/10/1995]',-0.017,0.014,0.046,84.812,40.825,0.296,-0.613
'[14:07:07.834 26/10/1995]',-0.016,0.021,0.037,84.812,40.825,0.296,-0.613
'[14:07:07.836 26/10/1995]',-0.016,0.028,0.037,84.812,40.825,0.296,-0.613
'[14:07:07.838 26/10/1995]',-0.015,0.035,0.037,84.812,40.825,0.296,-0.613
'[14:07:07.840 26/10/1995]',-0.014,0.021,0.046,83.459,38.825,0.330,-0.612
'[14:07:07.842 26/10/1995]',-0.012,0.007,0.046,83.459,38.825,0.330,-0.612
'[14:07:07.844 26/10/1995]',-0.011,0.001,0.046,83.459,38.825,0.330,-0.612
'[14:07:07.846 26/10/1995]',-0.011,0.001,0.046,83.459,38.825,0.330,-0.612
'[14:07:07.848 26/10/1995]',-0.009,0.007,0.037,81.729,36.775,0.355,-0.611
'[14:07:07.850 26/10/1995]',-0.008,0.014,0.037,81.729,36.775,0.355,-0.611
'[14:07:07.852 26/10/1995]',-0.007,0.028,0.028,81.729,36.775,0.355,-0.611
'[14:07:07.854 26/10/1995]',-0.006,0.035,0.028,81.729,36.775,0.355,-0.611
'[14:07:07.856 26/10/1995]',-0.006,0.028,0.037,79.925,34.600,0.373,-0.610
'[14:07:07.858 26/10/1995]',-0.006,0.007,0.037,79.925,34.600,0.373,-0.610
'[14:07:07.860 26/10/1995]',-0.005,0.001,0.037,79.925,34.600,0.373,-0.610
'[14:07:07.862 26/10/1995]',-0.005,-0.006,0.037,79.925,34.600,0.373,-0.610
'[14:07:07.864 26/10/1995]',-0.004,0.001,0.028,78.045,32.450,0.388,-0.608
'[14:07:07.866 26/10/1995]',-0.004,0.014,0.028,78.045,32.450,0.388,-0.608
'[14:07:07.868 26/10/1995]',-0.003,0.021,0.028,78.045,32.450,0.388,-0.608
'[14:07:07.870 26/10/1995]',-0.002,0.028,0.028,78.045,32.450,0.388,-0.608
'[14:07:07.872 26/10/1995]',-0.002,0.021,0.028,76.241,30.575,0.393,-0.607
'[14:07:07.874 26/10/1995]',-0.002,0.007,0.028,76.241,30.575,0.393,-0.607
'[14:07:07.876 26/10/1995]',-0.001,-0.006,0.037,76.241,30.575,0.393,-0.607
'[14:07:07.878 26/10/1995]',-0.001,-0.006,0.037,76.241,30.575,0.393,-0.607
'[14:07:07.880 26/10/1995]',-0.000,-0.006,0.028,74.586,29.150,0.393,-0.605
'[14:07:07.882 26/10/1995]',0.000,0.001,0.019,74.586,29.150,0.393,-0.605
'[14:07:07.884 26/10/1995]',0.000,0.014,0.019,74.586,29.150,0.393,-0.605
'[14:07:07.886 26/10/1995]',0.000,0.021,0.019,74.586,29.150,0.393,-0.605
'[14:07:07.888 26/10/1995]',0.000,0.021,0.028,73.158,28.450,0.386,-0.604
'[14:07:07.890 26/10/1995]',0.000,0.007,0.037,73.158,28.450,0.386,-0.604
'[14:07:07.892 26/10/1995]',0.000,0.001,0.037,73.158,28.450,0.386,-0.604
'[14:07:07.894 26/10/1995]',0.001,-0.006,0.028,73.158,28.450,0.386,-0.604
'[14:07:07.896 26/10/1995]',0.001,-0.013,0.028,71.805,28.150,0.373,-0.603
'[14:07:07.898 26/10/1995]',0.002,-0.006,0.028,71.805,28.150,0.373,-0.603
'[14:07:07.900 26/10/1995]',0.002,0.007,0.019,71.805,28.150,0.373,-0.603
'[14:07:07.902 26/10/1995]',0.002,0.021,0.019,71.805,28.150,0.373,-0.603
'[14:07:07.904 26/10/1995]',0.001,0.028,0.019,70.752,28.100,0.357,-0.601
'[14:07:07.906 26/10/1995]',0.001,0.014,0.019,70.752,28.100,0.357,-0.601
'[14:07:07.908 26/10/1995]',0.001,0.001,0.028,70.752,28.100,0.357,-0.601
'[14:07:07.910 26/10/1995]',0.001,-0.006,0.028,70.752,28.100,0.357,-0.601
'[14:07:07.912 26/10/1995]',0.000,-0.006,0.028,69.774,28.225,0.337,-0.600
'[14:07:07.914 26/10/1995]',0.000,-0.006,0.019,69.774,28.225,0.337,-0.600
'[14:07:07.916 26/10/1995]',-0.001,0.007,0.019,69.774,28.225,0.337,-0.600
'[14:07:07.918 26/10/1995]',-0.001,0.014,0.019,69.774,28.225,0.337,-0.600
'[14:07:07.920 26/10/1995]',-0.002,0.021,0.019,69.023,28.700,0.314,-0.598
'[14:07:07.922 26/10/1995]',-0.002,0.021,0.028,69.023,28.700,0.314,-0.598
'[14:07:07.924 26/10/1995]',-0.004,0.007,0.037,69.023,28.700,0.314,-0.598
'[14:07:07.926 26/10/1995]',-0.005,-0.006,0.028,69.023,28.700,0.314,-0.598
'[14:07:07.928 26/10/1995]',-0.006,-0.006,0.028,68.271,29.400,0.288,-0.596
'[14:07:07.930 26/10/1995]',-0.006,0.001,0.028,68.271,29.400,0.288,-0.596
'[14:07:07.932 26/10/1995]',-0.007,0.007,0.028,68.271,29.400,0.288,-0.596
'[14:07:07.934 26/10/1995]',-0.007,0.014,0.019,68.271,29.400,0.288,-0.596
'[14:07:07.936 26/10/1995]',-0.008,0.021,0.028,67.594,29.975,0.261,-0.594
