'Time and date','MCL1','I','V','ABP','PAP','PLETH','RESP'
'[10:55:52.418 10/11/1995]',0.021,0.001,-0.007,143.250,37.200,-0.099,0.484
'[10:55:52.420 10/11/1995]',0.021,0.001,-0.014,143.250,37.200,-0.099,0.484
'[10:55:52.422 10/11/1995]',0.021,0.001,-0.007,143.250,37.200,-0.099,0.484
'[10:55:52.424 10/11/1995]',0.021,0.001,-0.007,141.850,35.925,0.081,0.480
'[10:55:52.426 10/11/1995]',0.002,0.001,-0.007,141.850,35.925,0.081,0.480
'[10:55:52.428 10/11/1995]',0.021,0.001,0.001,141.850,35.925,0.081,0.480
'[10:55:52.430 10/11/1995]',0.021,0.001,0.001,141.850,35.925,0.081,0.480
'[10:55:52.432 10/11/1995]',0.002,0.001,0.001,139.100,34.450,0.254,0.477
'[10:55:52.434 10/11/1995]',0.002,0.001,-0.007,139.100,34.450,0.254,0.477
'[10:55:52.436 10/11/1995]',0.002,0.001,0.001,139.100,34.450,0.254,0.477
'[10:55:52.438 10/11/1995]',0.002,0.001,0.001,139.100,34.450,0.254,0.477
'[10:55:52.440 10/11/1995]',0.002,0.001,0.008,135.350,32.875,0.427,0.475
'[10:55:52.442 10/11/1995]',0.002,0.001,0.001,135.350,32.875,0.427,0.475
'[10:55:52.444 10/11/1995]',0.002,0.001,0.001,135.350,32.875,0.427,0.475
'[10:55:52.446 10/11/1995]',0.002,0.001,0.001,135.350,32.875,0.427,0.475
'[10:55:52.448 10/11/1995]',0.002,-0.010,-0.007,130.800,31.225,0.585,0.474
'[10:55:52.450 10/11/1995]',0.002,-0.022,0.001,130.800,31.225,0.585,0.474
'[10:55:52.452 10/11/1995]',0.002,-0.022,0.001,130.800,31.225,0.585,0.474
'[10:55:52.454 10/11/1995]',0.002,-0.033,0.001,130.800,31.225,0.585,0.474
'[10:55:52.456 10/11/1995]',0.002,-0.033,-0.007,125.800,29.600,0.722,0.474
'[10:55:52.458 10/11/1995]',0.002,-0.033,-0.007,125.800,29.600,0.722,0.474
'[10:55:52.460 10/11/1995]',0.002,-0.045,-0.007,125.800,29.600,0.722,0.474
'[10:55:52.462 10/11/1995]',0.002,-0.045,-0.007,125.800,29.600,0.722,0.474
'[10:55:52.464 10/11/1995]',0.002,-0.045,-0.007,120.400,28.300,0.832,0.474
'[10:55:52.466 10/11/1995]',0.002,-0.033,-0.014,120.400,28.300,0.832,0.474
'[10:55:52.468 10/11/1995]',0.002,-0.033,-0.014,120.400,28.300,0.832,0.474
'[10:55:52.470 10/11/1995]',0.002,-0.033,-0.007,120.400,28.300,0.832,0.474
'[10:55:52.472 10/11/1995]',0.002,-0.033,-0.007,114.750,27.600,0.920,0.475
'[10:55:52.474 10/11/1995]',0.021,-0.033,-0.007,114.750,27.600,0.920,0.475
'[10:55:52.476 10/11/1995]',0.021,-0.033,-0.007,114.750,27.600,0.920,0.475
'[10:55:52.478 10/11/1995]',0.021,-0.045,0.001,114.750,27.600,0.920,0.475
'[10:55:52.480 10/11/1995]',0.040,-0.045,0.001,109.100,27.425,0.976,0.476
'[10:55:52.482 10/11/1995]',0.021,-0.033,-0.007,109.100,27.425,0.976,0.476
'[10:55:52.484 10/11/1995]',0.021,-0.033,-0.007,109.100,27.425,0.976,0.476
'[10:55:52.486 10/11/1995]',0.021,-0.022,-0.007,109.100,27.425,0.976,0.476
'[10:55:52.488 10/11/1995]',0.002,-0.010,0.001,103.400,28.000,1.008,0.477
'[10:55:52.490 10/11/1995]',0.002,0.001,-0.007,103.400,28.000,1.008,0.477
'[10:55:52.492 10/11/1995]',0.002,0.001,-0.014,103.400,28.000,1.008,0.477
'[10:55:52.494 10/11/1995]',0.002,-0.010,-0.007,103.400,28.000,1.008,0.477
'[10:55:52.496 10/11/1995]',0.002,-0.010,-0.007,97.750,29.475,1.023,0.477
'[10:55:52.498 10/11/1995]',0.002,0.001,-0.007,97.750,29.475,1.023,0.477
'[10:55:52.500 10/11/1995]',0.002,0.001,-0.014,97.750,29.475,1.023,0.477
'[10:55:52.502 10/11/1995]',0.002,0.001,-0.014,97.750,29.475,1.023,0.477
'[10:55:52.504 10/11/1995]',0.002,0.001,-0.014,92.300,31.875,1.020,0.477
'[10:55:52.506 10/11/1995]',0.002,0.001,-0.007,92.300,31.875,1.020,0.477
'[10:55:52.508 10/11/1995]',0.002,-0.010,0.001,92.300,31.875,1.020,0.477
'[10:55:52.510 10/11/1995]',0.021,-0.010,0.001,92.300,31.875,1.020,0.477
'[10:55:52.512 10/11/1995]',0.021,-0.010,0.001,87.100,34.700,0.990,0.476
'[10:55:52.514 10/11/1995]',0.002,0.001,-0.007,87.100,34.700,0.990,0.476
'[10:55:52.516 10/11/1995]',0.002,0.001,-0.007,87.100,34.700,0.990,0.476
'[10:55:52.518 10/11/1995]',0.002,0.001,-0.014,87.100,34.700,0.990,0.476
'[10:55:52.520 10/11/1995]',0.002,0.001,-0.014,82.250,37.275,0.953,0.474
'[10:55:52.522 10/11/1995]',0.002,0.012,-0.014,82.250,37.275,0.953,0.474
'[10:55:52.524 10/11/1995]',0.002,0.012,-0.014,82.250,37.275,0.953,0.474
'[10:55:52.526 10/11/1995]',0.002,0.001,-0.014,82.250,37.275,0.953,0.474
'[10:55:52.528 10/11/1995]',0.002,0.012,-0.007,77.950,38.675,0.909,0.472
'[10:55:52.530 10/11/1995]',0.002,0.012,-0.014,77.950,38.675,0.909,0.472
'[10:55:52.532 10/11/1995]',0.002,0.024,-0.007,77.950,38.675,0.909,0.472
'[10:55:52.534 10/11/1995]',0.002,0.024,0.001,77.950,38.675,0.909,0.472
'[10:55:52.536 10/11/1995]',0.002,0.024,-0.007,74.200,38.450,0.847,0.468
'[10:55:52.538 10/11/1995]',0.002,0.024,-0.007,74.200,38.450,0.847,0.468
'[10:55:52.540 10/11/1995]',0.002,0.024,-0.007,74.200,38.450,0.847,0.468
'[10:55:52.542 10/11/1995]',0.002,0.012,0.001,74.200,38.450,0.847,0.468
'[10:55:52.544 10/11/1995]',0.002,0.012,0.001,71.100,36.975,0.784,0.462
'[10:55:52.546 10/11/1995]',0.002,0.001,0.001,71.100,36.975,0.784,0.462
'[10:55:52.548 10/11/1995]',0.021,-0.010,0.001,71.100,36.975,0.784,0.462
'[10:55:52.550 10/11/1995]',0.021,-0.022,0.008,71.100,36.975,0.784,0.462
'[10:55:52.552 10/11/1995]',0.021,-0.022,0.008,68.600,34.800,0.711,0.453
'[10:55:52.554 10/11/1995]',0.021,-0.022,0.008,68.600,34.800,0.711,0.453
'[10:55:52.556 10/11/1995]',0.021,-0.010,0.008,68.600,34.800,0.711,0.453
'[10:55:52.558 10/11/1995]',0.002,-0.010,0.001,68.600,34.800,0.711,0.453
'[10:55:52.560 10/11/1995]',0.002,-0.010,0.001,66.500,32.350,0.625,0.443
'[10:55:52.562 10/11/1995]',0.002,0.001,0.001,66.500,32.350,0.625,0.443
'[10:55:52.564 10/11/1995]',0.002,-0.010,0.001,66.500,32.350,0.625,0.443
'[10:55:52.566 10/11/1995]',0.002,0.001,0.001,66.500,32.350,0.625,0.443
'[10:55:52.568 10/11/1995]',0.002,0.001,-0.007,64.850,30.050,0.537,0.430
'[10:55:52.570 10/11/1995]',0.002,0.001,0.001,64.850,30.050,0.537,0.430
'[10:55:52.572 10/11/1995]',0.002,0.012,0.001,64.850,30.050,0.537,0.430
'[10:55:52.574 10/11/1995]',0.002,0.012,-0.007,64.850,30.050,0.537,0.430
'[10:55:52.576 10/11/1995]',0.002,0.001,0.001,63.550,28.175,0.446,0.416
'[10:55:52.578 10/11/1995]',0.002,0.001,0.001,63.550,28.175,0.446,0.416
'[10:55:52.580 10/11/1995]',0.002,0.001,-0.007,63.550,28.175,0.446,0.416
'[10:55:52.582 10/11/1995]',0.002,0.001,-0.007,63.550,28.175,0.446,0.416
'[10:55:52.584 10/11/1995]',-0.018,0.001,-0.014,62.550,26.950,0.353,0.401
'[10:55:52.586 10/11/1995]',-0.018,0.012,-0.014,62.550,26.950,0.353,0.401
'[10:55:52.588 10/11/1995]',-0.018,0.001,-0.014,62.550,26.950,0.353,0.401
'[10:55:52.590 10/11/1995]',-0.018,0.012,-0.007,62.550,26.950,0.353,0.401
'[10:55:52.592 10/11/1995]',-0.018,0.012,-0.014,61.800,26.250,0.262,0.384
'[10:55:52.594 10/11/1995]',-0.038,0.001,-0.021,61.800,26.250,0.262,0.384
'[10:55:52.596 10/11/1995]',-0.038,0.012,-0.014,61.800,26.250,0.262,0.384
'[10:55:52.598 10/11/1995]',-0.038,0.024,-0.021,61.800,26.250,0.262,0.384
'[10:55:52.600 10/11/1995]',-0.057,0.035,-0.028,61.300,25.950,0.166,0.366
'[10:55:52.602 10/11/1995]',-0.057,0.024,-0.028,61.300,25.950,0.166,0.366
'[10:55:52.604 10/11/1995]',-0.038,0.012,-0.028,61.300,25.950,0.166,0.366
'[10:55:52.606 10/11/1995]',-0.038,0.001,-0.021,61.300,25.950,0.166,0.366
'[10:55:52.608 10/11/1995]',-0.018,0.001,-0.021,61.100,25.775,0.077,0.350
'[10:55:52.610 10/11/1995]',-0.018,0.001,-0.028,61.100,25.775,0.077,0.350
'[10:55:52.612 10/11/1995]',-0.018,-0.010,-0.028,61.100,25.775,0.077,0.350
'[10:55:52.614 10/11/1995]',0.002,-0.010,-0.021,61.100,25.775,0.077,0.350
'[10:55:52.616 10/11/1995]',0.002,-0.010,-0.014,61.100,25.675,-0.007,0.334
'[10:55:52.618 10/11/1995]',0.002,-0.022,-0.014,61.100,25.675,-0.007,0.334
'[10:55:52.620 10/11/1995]',0.002,-0.010,-0.007,61.100,25.675,-0.007,0.334
'[10:55:52.622 10/11/1995]',0.002,-0.022,0.001,61.100,25.675,-0.007,0.334
'[10:55:52.624 10/11/1995]',0.002,-0.010,0.001,61.200,25.600,-0.085,0.319
'[10:55:52.626 10/11/1995]',0.002,-0.010,-0.007,61.200,25.600,-0.085,0.319
'[10:55:52.628 10/11/1995]',0.002,0.001,-0.014,61.200,25.600,-0.085,0.319
'[10:55:52.630 10/11/1995]',0.002,-0.022,-0.014,61.200,25.600,-0.085,0.319
'[10:55:52.632 10/11/1995]',0.002,-0.022,-0.014,61.400,25.775,-0.154,0.303
'[10:55:52.634 10/11/1995]',0.002,-0.033,-0.007,61.400,25.775,-0.154,0.303
'[10:55:52.636 10/11/1995]',0.002,-0.033,-0.007,61.400,25.775,-0.154,0.303
'[10:55:52.638 10/11/1995]',0.002,-0.022,0.001,61.400,25.775,-0.154,0.303
'[10:55:52.640 10/11/1995]',0.021,-0.022,0.001,61.650,26.075,-0.225,0.290
'[10:55:52.642 10/11/1995]',0.002,-0.022,0.001,61.650,26.075,-0.225,0.290
'[10:55:52.644 10/11/1995]',0.002,-0.022,0.001,61.650,26.075,-0.225,0.290
'[10:55:52.646 10/11/1995]',0.021,-0.022,0.001,61.650,26.075,-0.225,0.290
'[10:55:52.648 10/11/1995]',0.021,-0.033,0.001,61.950,26.425,-0.283,0.278
'[10:55:52.650 10/11/1995]',0.021,-0.033,0.008,61.950,26.425,-0.283,0.278
'[10:55:52.652 10/11/1995]',0.021,-0.033,0.001,61.950,26.425,-0.283,0.278
'[10:55:52.654 10/11/1995]',0.021,-0.033,0.008,61.950,26.425,-0.283,0.278
'[10:55:52.656 10/11/1995]',0.021,-0.010,0.001,62.200,26.550,-0.339,0.266
'[10:55:52.658 10/11/1995]',0.021,-0.010,-0.007,62.200,26.550,-0.339,0.266
'[10:55:52.660 10/11/1995]',0.021,0.001,-0.007,62.200,26.550,-0.339,0.266
'[10:55:52.662 10/11/1995]',0.021,0.001,-0.014,62.200,26.550,-0.339,0.266
'[10:55:52.664 10/11/1995]',0.040,0.001,-0.014,62.450,26.375,-0.379,0.255
'[10:55:52.666 10/11/1995]',0.040,-0.033,-0.021,62.450,26.375,-0.379,0.255
'[10:55:52.668 10/11/1995]',0.040,-0.033,-0.028,62.450,26.375,-0.379,0.255
'[10:55:52.670 10/11/1995]',0.060,-0.045,-0.028,62.450,26.375,-0.379,0.255
'[10:55:52.672 10/11/1995]',0.060,-0.068,-0.035,62.650,26.025,-0.426,0.246
'[10:55:52.674 10/11/1995]',0.060,-0.068,-0.043,62.650,26.025,-0.426,0.246
'[10:55:52.676 10/11/1995]',0.060,-0.079,-0.072,62.650,26.025,-0.426,0.246
'[10:55:52.678 10/11/1995]',0.002,-0.068,-0.093,62.650,26.025,-0.426,0.246
'[10:55:52.680 10/11/1995]',-0.038,-0.033,-0.115,62.950,25.500,-0.464,0.238
'[10:55:52.682 10/11/1995]',-0.116,0.001,-0.151,62.950,25.500,-0.464,0.238
'[10:55:52.684 10/11/1995]',-0.195,0.070,-0.194,62.950,25.500,-0.464,0.238
'[10:55:52.686 10/11/1995]',-0.312,0.139,-0.215,62.950,25.500,-0.464,0.238
'[10:55:52.688 10/11/1995]',-0.411,0.242,-0.237,63.150,25.025,-0.493,0.233
'[10:55:52.690 10/11/1995]',-0.548,0.333,-0.266,63.150,25.025,-0.493,0.233
'[10:55:52.692 10/11/1995]',-0.646,0.414,-0.273,63.150,25.025,-0.493,0.233
'[10:55:52.694 10/11/1995]',-0.744,0.483,-0.280,63.150,25.025,-0.493,0.233
'[10:55:52.696 10/11/1995]',-0.784,0.517,-0.280,63.300,24.550,-0.354,0.227
'[10:55:52.698 10/11/1995]',-0.823,0.551,-0.273,63.300,24.550,-0.354,0.227
'[10:55:52.700 10/11/1995]',-0.823,0.574,-0.273,63.300,24.550,-0.354,0.227
'[10:55:52.702 10/11/1995]',-0.784,0.563,-0.244,63.300,24.550,-0.354,0.227
'[10:55:52.704 10/11/1995]',-0.725,0.528,-0.222,63.450,24.250,-0.369,0.222
'[10:55:52.706 10/11/1995]',-0.665,0.483,-0.194,63.450,24.250,-0.369,0.222
'[10:55:52.708 10/11/1995]',-0.606,0.437,-0.158,63.450,24.250,-0.369,0.222
'[10:55:52.710 10/11/1995]',-0.548,0.379,-0.136,63.450,24.250,-0.369,0.222
'[10:55:52.712 10/11/1995]',-0.489,0.345,-0.100,63.450,24.075,-0.385,0.217
'[10:55:52.714 10/11/1995]',-0.430,0.311,-0.079,63.450,24.075,-0.385,0.217
'[10:55:52.716 10/11/1995]',-0.371,0.253,-0.050,63.450,24.075,-0.385,0.217
'[10:55:52.718 10/11/1995]',-0.332,0.207,-0.035,63.450,24.075,-0.385,0.217
'[10:55:52.720 10/11/1995]',-0.292,0.173,-0.021,63.300,23.975,-0.393,0.213
'[10:55:52.722 10/11/1995]',-0.274,0.150,-0.014,63.300,23.975,-0.393,0.213
'[10:55:52.724 10/11/1995]',-0.254,0.139,-0.007,63.300,23.975,-0.393,0.213
'[10:55:52.726 10/11/1995]',-0.234,0.139,0.001,63.300,23.975,-0.393,0.213
'[10:55:52.728 10/11/1995]',-0.234,0.139,-0.007,63.200,23.975,-0.403,0.209
'[10:55:52.730 10/11/1995]',-0.215,0.116,-0.007,63.200,23.975,-0.403,0.209
'[10:55:52.732 10/11/1995]',-0.156,0.093,0.001,63.200,23.975,-0.403,0.209
'[10:55:52.734 10/11/1995]',-0.116,0.058,0.015,63.200,23.975,-0.403,0.209
'[10:55:52.736 10/11/1995]',-0.038,0.001,0.029,63.000,24.025,-0.405,0.206
'[10:55:52.738 10/11/1995]',0.021,-0.056,0.051,63.000,24.025,-0.405,0.206
'[10:55:52.740 10/11/1995]',0.060,-0.103,0.065,63.000,24.025,-0.405,0.206
'[10:55:52.742 10/11/1995]',0.099,-0.137,0.080,63.000,24.025,-0.405,0.206
'[10:55:52.744 10/11/1995]',0.119,-0.137,0.087,62.800,24.075,-0.407,0.203
'[10:55:52.746 10/11/1995]',0.099,-0.114,0.073,62.800,24.075,-0.407,0.203
'[10:55:52.748 10/11/1995]',0.080,-0.103,0.065,62.800,24.075,-0.407,0.203
'[10:55:52.750 10/11/1995]',0.060,-0.068,0.065,62.800,24.075,-0.407,0.203
'[10:55:52.752 10/11/1995]',0.040,-0.033,0.044,62.600,23.850,-0.405,0.200
'[10:55:52.754 10/11/1995]',0.021,-0.033,0.029,62.600,23.850,-0.405,0.200
'[10:55:52.756 10/11/1995]',0.021,-0.022,0.029,62.600,23.850,-0.405,0.200
'[10:55:52.758 10/11/1995]',0.021,-0.010,0.029,62.600,23.850,-0.405,0.200
'[10:55:52.760 10/11/1995]',0.021,0.001,0.029,62.400,23.325,-0.405,0.197
'[10:55:52.762 10/11/1995]',0.021,0.001,0.029,62.400,23.325,-0.405,0.197
'[10:55:52.764 10/11/1995]',0.021,0.001,0.029,62.400,23.325,-0.405,0.197
'[10:55:52.766 10/11/1995]',0.040,0.001,0.029,62.400,23.325,-0.405,0.197
'[10:55:52.768 10/11/1995]',0.040,0.001,0.029,62.150,22.550,-0.403,0.193
'[10:55:52.770 10/11/1995]',0.060,-0.022,0.044,62.150,22.550,-0.403,0.193
'[10:55:52.772 10/11/1995]',0.080,-0.045,0.051,62.150,22.550,-0.403,0.193
'[10:55:52.774 10/11/1995]',0.099,-0.068,0.051,62.150,22.550,-0.403,0.193
'[10:55:52.776 10/11/1995]',0.119,-0.068,0.065,61.850,22.025,-0.400,0.188
'[10:55:52.778 10/11/1995]',0.119,-0.079,0.065,61.850,22.025,-0.400,0.188
'[10:55:52.780 10/11/1995]',0.119,-0.079,0.073,61.850,22.025,-0.400,0.188
'[10:55:52.782 10/11/1995]',0.119,-0.091,0.073,61.850,22.025,-0.400,0.188
'[10:55:52.784 10/11/1995]',0.139,-0.091,0.073,61.550,22.675,-0.395,0.183
'[10:55:52.786 10/11/1995]',0.139,-0.103,0.080,61.550,22.675,-0.395,0.183
'[10:55:52.788 10/11/1995]',0.139,-0.103,0.080,61.550,22.675,-0.395,0.183
'[10:55:52.790 10/11/1995]',0.139,-0.103,0.080,61.550,22.675,-0.395,0.183
'[10:55:52.792 10/11/1995]',0.139,-0.103,0.080,61.200,25.025,-0.390,0.176
'[10:55:52.794 10/11/1995]',0.139,-0.103,0.087,61.200,25.025,-0.390,0.176
'[10:55:52.796 10/11/1995]',0.139,-0.103,0.087,61.200,25.025,-0.390,0.176
'[10:55:52.798 10/11/1995]',0.139,-0.114,0.080,61.200,25.025,-0.390,0.176
'[10:55:52.800 10/11/1995]',0.158,-0.114,0.087,60.800,28.525,-0.385,0.168
'[10:55:52.802 10/11/1995]',0.139,-0.103,0.080,60.800,28.525,-0.385,0.168
'[10:55:52.804 10/11/1995]',0.139,-0.103,0.087,60.800,28.525,-0.385,0.168
'[10:55:52.806 10/11/1995]',0.158,-0.103,0.087,60.800,28.525,-0.385,0.168
'[10:55:52.808 10/11/1995]',0.139,-0.103,0.087,60.400,31.400,-0.380,0.158
'[10:55:52.810 10/11/1995]',0.139,-0.103,0.087,60.400,31.400,-0.380,0.158
'[10:55:52.812 10/11/1995]',0.139,-0.103,0.087,60.400,31.400,-0.380,0.158
'[10:55:52.814 10/11/1995]',0.139,-0.114,0.087,60.400,31.400,-0.380,0.158
'[10:55:52.816 10/11/1995]',0.139,-0.103,0.087,59.850,32.175,-0.377,0.145
'[10:55:52.818 10/11/1995]',0.139,-0.103,0.094,59.850,32.175,-0.377,0.145
'[10:55:52.820 10/11/1995]',0.139,-0.103,0.094,59.850,32.175,-0.377,0.145
'[10:55:52.822 10/11/1995]',0.139,-0.091,0.087,59.850,32.175,-0.377,0.145
'[10:55:52.824 10/11/1995]',0.139,-0.091,0.094,59.400,30.400,-0.372,0.131
'[10:55:52.826 10/11/1995]',0.139,-0.091,0.087,59.400,30.400,-0.372,0.131
'[10:55:52.828 10/11/1995]',0.139,-0.079,0.080,59.400,30.400,-0.372,0.131
'[10:55:52.830 10/11/1995]',0.139,-0.091,0.080,59.400,30.400,-0.372,0.131
'[10:55:52.832 10/11/1995]',0.119,-0.079,0.080,58.850,26.950,-0.369,0.116
'[10:55:52.834 10/11/1995]',0.119,-0.079,0.080,58.850,26.950,-0.369,0.116
'[10:55:52.836 10/11/1995]',0.119,-0.091,0.073,58.850,26.950,-0.369,0.116
'[10:55:52.838 10/11/1995]',0.119,-0.079,0.073,58.850,26.950,-0.369,0.116
'[10:55:52.840 10/11/1995]',0.099,-0.068,0.073,58.350,23.675,-0.369,0.099
'[10:55:52.842 10/11/1995]',0.099,-0.068,0.065,58.350,23.675,-0.369,0.099
'[10:55:52.844 10/11/1995]',0.080,-0.068,0.051,58.350,23.675,-0.369,0.099
'[10:55:52.846 10/11/1995]',0.080,-0.068,0.051,58.350,23.675,-0.369,0.099
'[10:55:52.848 10/11/1995]',0.080,-0.068,0.044,57.900,22.500,-0.367,0.081
'[10:55:52.850 10/11/1995]',0.060,-0.068,0.044,57.900,22.500,-0.367,0.081
'[10:55:52.852 10/11/1995]',0.060,-0.056,0.044,57.900,22.500,-0.367,0.081
'[10:55:52.854 10/11/1995]',0.080,-0.045,0.044,57.900,22.500,-0.367,0.081
'[10:55:52.856 10/11/1995]',0.060,-0.045,0.044,57.550,23.800,-0.369,0.062
'[10:55:52.858 10/11/1995]',0.080,-0.056,0.044,57.550,23.800,-0.369,0.062
'[10:55:52.860 10/11/1995]',0.080,-0.056,0.044,57.550,23.800,-0.369,0.062
'[10:55:52.862 10/11/1995]',0.080,-0.068,0.036,57.550,23.800,-0.369,0.062
'[10:55:52.864 10/11/1995]',0.060,-0.068,0.036,57.500,26.900,-0.367,0.044
'[10:55:52.866 10/11/1995]',0.060,-0.045,0.036,57.500,26.900,-0.367,0.044
'[10:55:52.868 10/11/1995]',0.060,-0.045,0.036,57.500,26.900,-0.367,0.044
'[10:55:52.870 10/11/1995]',0.060,-0.045,0.036,57.500,26.900,-0.367,0.044
'[10:55:52.872 10/11/1995]',0.080,-0.068,0.044,58.200,31.125,-0.369,0.025
'[10:55:52.874 10/11/1995]',0.099,-0.056,0.044,58.200,31.125,-0.369,0.025
'[10:55:52.876 10/11/1995]',0.080,-0.045,0.044,58.200,31.125,-0.369,0.025
'[10:55:52.878 10/11/1995]',0.080,-0.033,0.036,58.200,31.125,-0.369,0.025
'[10:55:52.880 10/11/1995]',0.080,-0.033,0.029,60.450,35.675,-0.367,0.007
'[10:55:52.882 10/11/1995]',0.060,-0.022,0.029,60.450,35.675,-0.367,0.007
'[10:55:52.884 10/11/1995]',0.060,0.001,0.022,60.450,35.675,-0.367,0.007
'[10:55:52.886 10/11/1995]',0.040,0.001,0.022,60.450,35.675,-0.367,0.007
'[10:55:52.888 10/11/1995]',0.040,0.001,0.015,64.900,39.850,-0.364,-0.011
'[10:55:52.890 10/11/1995]',0.040,0.001,0.008,64.900,39.850,-0.364,-0.011
'[10:55:52.892 10/11/1995]',0.060,0.001,0.015,64.900,39.850,-0.364,-0.011
'[10:55:52.894 10/11/1995]',0.060,0.001,0.008,64.900,39.850,-0.364,-0.011
'[10:55:52.896 10/11/1995]',0.060,0.001,0.015,71.700,42.875,-0.362,-0.028
'[10:55:52.898 10/11/1995]',0.060,0.001,0.008,71.700,42.875,-0.362,-0.028
'[10:55:52.900 10/11/1995]',0.080,-0.010,0.015,71.700,42.875,-0.362,-0.028
'[10:55:52.902 10/11/1995]',0.080,-0.010,0.008,71.700,42.875,-0.362,-0.028
'[10:55:52.904 10/11/1995]',0.060,-0.010,0.008,80.200,44.525,-0.351,-0.043
'[10:55:52.906 10/11/1995]',0.080,0.001,0.008,80.200,44.525,-0.351,-0.043
'[10:55:52.908 10/11/1995]',0.060,0.001,0.008,80.200,44.525,-0.351,-0.043
'[10:55:52.910 10/11/1995]',0.080,0.001,0.008,80.200,44.525,-0.351,-0.043
'[10:55:52.912 10/11/1995]',0.060,0.001,0.001,89.450,44.700,-0.344,-0.058
'[10:55:52.914 10/11/1995]',0.060,0.001,-0.007,89.450,44.700,-0.344,-0.058
'[10:55:52.916 10/11/1995]',0.060,0.012,0.001,89.450,44.700,-0.344,-0.058
'[10:55:52.918 10/11/1995]',0.060,0.024,0.001,89.450,44.700,-0.344,-0.058
'[10:55:52.920 10/11/1995]',0.060,0.024,0.001,99.050,43.650,-0.329,-0.070
'[10:55:52.922 10/11/1995]',0.060,0.035,0.001,99.050,43.650,-0.329,-0.070
'[10:55:52.924 10/11/1995]',0.060,0.024,0.001,99.050,43.650,-0.329,-0.070
'[10:55:52.926 10/11/1995]',0.060,0.001,0.001,99.050,43.650,-0.329,-0.070
'[10:55:52.928 10/11/1995]',0.060,0.001,-0.007,108.650,41.600,-0.306,-0.082
'[10:55:52.930 10/11/1995]',0.080,-0.033,0.001,108.650,41.600,-0.306,-0.082
'[10:55:52.932 10/11/1995]',0.080,-0.033,0.001,108.650,41.600,-0.306,-0.082
'[10:55:52.934 10/11/1995]',0.099,-0.033,0.008,108.650,41.600,-0.306,-0.082
'[10:55:52.936 10/11/1995]',0.119,-0.056,0.015,118.000,39.025,-0.281,-0.092
'[10:55:52.938 10/11/1995]',0.119,-0.068,0.015,118.000,39.025,-0.281,-0.092
'[10:55:52.940 10/11/1995]',0.119,-0.068,0.001,118.000,39.025,-0.281,-0.092
'[10:55:52.942 10/11/1995]',0.099,-0.056,0.001,118.000,39.025,-0.281,-0.092
'[10:55:52.944 10/11/1995]',0.099,-0.045,0.001,126.400,36.375,-0.239,-0.101
'[10:55:52.946 10/11/1995]',0.099,-0.045,0.008,126.400,36.375,-0.239,-0.101
'[10:55:52.948 10/11/1995]',0.099,-0.045,0.008,126.400,36.375,-0.239,-0.101
'[10:55:52.950 10/11/1995]',0.099,-0.033,0.015,126.400,36.375,-0.239,-0.101
'[10:55:52.952 10/11/1995]',0.099,-0.033,0.015,133.100,33.975,-0.191,-0.108
'[10:55:52.954 10/11/1995]',0.080,-0.033,0.015,133.100,33.975,-0.191,-0.108
'[10:55:52.956 10/11/1995]',0.080,-0.033,0.008,133.100,33.975,-0.191,-0.108
'[10:55:52.958 10/11/1995]',0.060,-0.033,0.008,133.100,33.975,-0.191,-0.108
'[10:55:52.960 10/11/1995]',0.060,-0.033,0.008,137.550,31.925,-0.135,-0.115
'[10:55:52.962 10/11/1995]',0.060,-0.033,0.015,137.550,31.925,-0.135,-0.115
'[10:55:52.964 10/11/1995]',0.060,-0.033,0.008,137.550,31.925,-0.135,-0.115
'[10:55:52.966 10/11/1995]',0.060,-0.033,0.015,137.550,31.925,-0.135,-0.115
'[10:55:52.968 10/11/1995]',0.060,-0.033,0.008,139.700,30.400,-0.069,-0.121
'[10:55:52.970 10/11/1995]',0.060,-0.045,0.008,139.700,30.400,-0.069,-0.121
'[10:55:52.972 10/11/1995]',0.060,-0.056,0.008,139.700,30.400,-0.069,-0.121
'[10:55:52.974 10/11/1995]',0.060,-0.068,0.008,139.700,30.400,-0.069,-0.121
'[10:55:52.976 10/11/1995]',0.060,-0.068,0.015,139.800,29.350,0.003,-0.126
'[10:55:52.978 10/11/1995]',0.060,-0.056,0.008,139.800,29.350,0.003,-0.126
'[10:55:52.980 10/11/1995]',0.060,-0.045,0.015,139.800,29.350,0.003,-0.126
'[10:55:52.982 10/11/1995]',0.040,-0.033,0.008,139.800,29.350,0.003,-0.126
'[10:55:52.984 10/11/1995]',0.021,-0.033,0.015,138.250,28.525,0.076,-0.132
'[10:55:52.986 10/11/1995]',0.021,-0.033,0.015,138.250,28.525,0.076,-0.132
'[10:55:52.988 10/11/1995]',0.040,-0.033,0.015,138.250,28.525,0.076,-0.132
'[10:55:52.990 10/11/1995]',0.040,-0.033,0.015,138.250,28.525,0.076,-0.132
'[10:55:52.992 10/11/1995]',0.040,-0.033,0.015,135.500,27.900,0.150,-0.138
'[10:55:52.994 10/11/1995]',0.040,-0.033,0.022,135.500,27.900,0.150,-0.138
'[10:55:52.996 10/11/1995]',0.040,-0.045,0.015,135.500,27.900,0.150,-0.138
'[10:55:52.998 10/11/1995]',0.040,-0.033,0.015,135.500,27.900,0.150,-0.138
