'Time and date','MCL1','V','ABP','PLETH','RESP'
'[11:08:45.662 07/11/1995]',-0.021,-0.020,121.053,0.000,-0.157
'[11:08:45.664 07/11/1995]',-0.021,-0.018,119.624,0.000,-0.162
'[11:08:45.666 07/11/1995]',-0.021,-0.015,119.624,0.000,-0.162
'[11:08:45.668 07/11/1995]',0.001,-0.014,119.624,0.000,-0.162
'[11:08:45.670 07/11/1995]',0.001,-0.013,119.624,0.000,-0.162
'[11:08:45.672 07/11/1995]',0.001,-0.013,118.045,0.000,-0.167
'[11:08:45.674 07/11/1995]',0.001,-0.012,118.045,0.000,-0.167
'[11:08:45.676 07/11/1995]',0.001,-0.011,118.045,0.000,-0.167
'[11:08:45.678 07/11/1995]',0.001,-0.011,118.045,0.000,-0.167
'[11:08:45.680 07/11/1995]',-0.010,-0.011,116.391,0.000,-0.171
'[11:08:45.682 07/11/1995]',-0.010,-0.010,116.391,0.000,-0.171
'[11:08:45.684 07/11/1995]',-0.010,-0.008,116.391,0.000,-0.171
'[11:08:45.686 07/11/1995]',0.001,-0.006,116.391,0.000,-0.171
'[11:08:45.688 07/11/1995]',0.001,-0.003,114.436,0.000,-0.175
'[11:08:45.690 07/11/1995]',0.001,0.000,114.436,0.000,-0.175
'[11:08:45.692 07/11/1995]',0.001,0.002,114.436,0.000,-0.175
'[11:08:45.694 07/11/1995]',0.001,0.004,114.436,0.000,-0.175
'[11:08:45.696 07/11/1995]',0.001,0.005,112.331,0.000,-0.178
'[11:08:45.698 07/11/1995]',-0.010,0.007,112.331,0.000,-0.178
'[11:08:45.700 07/11/1995]',-0.010,0.008,112.331,0.000,-0.178
'[11:08:45.702 07/11/1995]',0.001,0.009,112.331,0.000,-0.178
'[11:08:45.704 07/11/1995]',0.001,0.009,110.075,0.000,-0.181
'[11:08:45.706 07/11/1995]',0.001,0.010,110.075,0.000,-0.181
'[11:08:45.708 07/11/1995]',0.001,0.011,110.075,0.000,-0.181
'[11:08:45.710 07/11/1995]',0.001,0.012,110.075,0.000,-0.181
'[11:08:45.712 07/11/1995]',0.001,0.013,107.669,0.000,-0.184
'[11:08:45.714 07/11/1995]',0.001,0.014,107.669,0.000,-0.184
'[11:08:45.716 07/11/1995]',0.001,0.015,107.669,0.000,-0.184
'[11:08:45.718 07/11/1995]',0.001,0.015,107.669,0.000,-0.184
'[11:08:45.720 07/11/1995]',0.001,0.015,105.038,0.000,-0.186
'[11:08:45.722 07/11/1995]',0.001,0.014,105.038,0.000,-0.186
'[11:08:45.724 07/11/1995]',0.001,0.014,105.038,0.000,-0.186
'[11:08:45.726 07/11/1995]',0.001,0.014,105.038,0.000,-0.186
'[11:08:45.728 07/11/1995]',0.001,0.014,102.256,0.000,-0.189
'[11:08:45.730 07/11/1995]',0.001,0.014,102.256,0.000,-0.189
'[11:08:45.732 07/11/1995]',0.001,0.014,102.256,0.000,-0.189
'[11:08:45.734 07/11/1995]',0.001,0.014,102.256,0.000,-0.189
'[11:08:45.736 07/11/1995]',0.001,0.014,99.398,0.000,-0.191
'[11:08:45.738 07/11/1995]',0.001,0.014,99.398,0.000,-0.191
'[11:08:45.740 07/11/1995]',0.001,0.014,99.398,0.000,-0.191
'[11:08:45.742 07/11/1995]',0.001,0.014,99.398,0.000,-0.191
'[11:08:45.744 07/11/1995]',0.001,0.014,96.391,0.000,-0.193
'[11:08:45.746 07/11/1995]',0.001,0.014,96.391,0.000,-0.193
'[11:08:45.748 07/11/1995]',0.001,0.014,96.391,0.000,-0.193
'[11:08:45.750 07/11/1995]',0.001,0.014,96.391,0.000,-0.193
'[11:08:45.752 07/11/1995]',0.001,0.014,93.308,0.000,-0.195
'[11:08:45.754 07/11/1995]',0.001,0.014,93.308,0.000,-0.195
'[11:08:45.756 07/11/1995]',0.011,0.015,93.308,0.000,-0.195
'[11:08:45.758 07/11/1995]',0.001,0.015,93.308,0.000,-0.195
'[11:08:45.760 07/11/1995]',0.001,0.016,90.150,0.000,-0.196
'[11:08:45.762 07/11/1995]',0.001,0.017,90.150,0.000,-0.196
'[11:08:45.764 07/11/1995]',0.001,0.018,90.150,0.000,-0.196
'[11:08:45.766 07/11/1995]',0.001,0.019,90.150,0.000,-0.196
'[11:08:45.768 07/11/1995]',0.001,0.018,86.917,0.000,-0.198
'[11:08:45.770 07/11/1995]',0.011,0.018,86.917,0.000,-0.198
'[11:08:45.772 07/11/1995]',0.011,0.018,86.917,0.000,-0.198
'[11:08:45.774 07/11/1995]',0.011,0.018,86.917,0.000,-0.198
'[11:08:45.776 07/11/1995]',0.011,0.018,83.759,0.000,-0.200
'[11:08:45.778 07/11/1995]',0.001,0.018,83.759,0.000,-0.200
'[11:08:45.780 07/11/1995]',0.001,0.018,83.759,0.000,-0.200
'[11:08:45.782 07/11/1995]',0.001,0.018,83.759,0.000,-0.200
'[11:08:45.784 07/11/1995]',0.001,0.018,80.677,0.000,-0.202
'[11:08:45.786 07/11/1995]',0.011,0.018,80.677,0.000,-0.202
'[11:08:45.788 07/11/1995]',0.011,0.018,80.677,0.000,-0.202
'[11:08:45.790 07/11/1995]',0.011,0.019,80.677,0.000,-0.202
'[11:08:45.792 07/11/1995]',0.011,0.020,77.820,0.000,-0.204
'[11:08:45.794 07/11/1995]',0.011,0.021,77.820,0.000,-0.204
'[11:08:45.796 07/11/1995]',0.011,0.021,77.820,0.000,-0.204
'[11:08:45.798 07/11/1995]',0.001,0.022,77.820,0.000,-0.204
'[11:08:45.800 07/11/1995]',0.011,0.022,75.188,0.000,-0.207
'[11:08:45.802 07/11/1995]',0.011,0.022,75.188,0.000,-0.207
'[11:08:45.804 07/11/1995]',0.011,0.022,75.188,0.000,-0.207
'[11:08:45.806 07/11/1995]',0.011,0.022,75.188,0.000,-0.207
'[11:08:45.808 07/11/1995]',0.011,0.022,72.857,0.000,-0.210
'[11:08:45.810 07/11/1995]',0.011,0.022,72.857,0.000,-0.210
'[11:08:45.812 07/11/1995]',0.011,0.022,72.857,0.000,-0.210
'[11:08:45.814 07/11/1995]',0.001,0.022,72.857,0.000,-0.210
'[11:08:45.816 07/11/1995]',0.001,0.022,70.752,0.000,-0.214
'[11:08:45.818 07/11/1995]',0.011,0.022,70.752,0.000,-0.214
'[11:08:45.820 07/11/1995]',0.011,0.022,70.752,0.000,-0.214
'[11:08:45.822 07/11/1995]',0.011,0.022,70.752,0.000,-0.214
'[11:08:45.824 07/11/1995]',0.011,0.022,69.023,0.000,-0.218
'[11:08:45.826 07/11/1995]',0.011,0.022,69.023,0.000,-0.218
'[11:08:45.828 07/11/1995]',0.011,0.022,69.023,0.000,-0.218
'[11:08:45.830 07/11/1995]',0.001,0.022,69.023,0.000,-0.218
'[11:08:45.832 07/11/1995]',0.001,0.022,67.594,0.000,-0.223
'[11:08:45.834 07/11/1995]',0.001,0.022,67.594,0.000,-0.223
'[11:08:45.836 07/11/1995]',0.011,0.022,67.594,0.000,-0.223
'[11:08:45.838 07/11/1995]',0.011,0.022,67.594,0.000,-0.223
'[11:08:45.840 07/11/1995]',0.011,0.022,66.466,0.000,-0.228
'[11:08:45.842 07/11/1995]',0.011,0.022,66.466,0.000,-0.228
'[11:08:45.844 07/11/1995]',0.001,0.021,66.466,0.000,-0.228
'[11:08:45.846 07/11/1995]',0.001,0.021,66.466,0.000,-0.228
'[11:08:45.848 07/11/1995]',0.001,0.020,65.639,0.000,-0.232
'[11:08:45.850 07/11/1995]',0.001,0.019,65.639,0.000,-0.232
'[11:08:45.852 07/11/1995]',0.001,0.018,65.639,0.000,-0.232
'[11:08:45.854 07/11/1995]',0.011,0.017,65.639,0.000,-0.232
'[11:08:45.856 07/11/1995]',0.011,0.018,65.113,0.000,-0.235
'[11:08:45.858 07/11/1995]',0.011,0.018,65.113,0.000,-0.235
'[11:08:45.860 07/11/1995]',0.011,0.018,65.113,0.000,-0.235
'[11:08:45.862 07/11/1995]',0.001,0.018,65.113,0.000,-0.235
'[11:08:45.864 07/11/1995]',0.001,0.018,64.887,0.000,-0.239
'[11:08:45.866 07/11/1995]',0.001,0.018,64.887,0.000,-0.239
'[11:08:45.868 07/11/1995]',0.001,0.018,64.887,0.000,-0.239
'[11:08:45.870 07/11/1995]',0.001,0.018,64.887,0.000,-0.239
'[11:08:45.872 07/11/1995]',0.001,0.018,64.962,0.000,-0.242
'[11:08:45.874 07/11/1995]',0.011,0.019,64.962,0.000,-0.242
'[11:08:45.876 07/11/1995]',0.011,0.019,64.962,0.000,-0.242
'[11:08:45.878 07/11/1995]',0.001,0.020,64.962,0.000,-0.242
'[11:08:45.880 07/11/1995]',0.001,0.019,65.188,0.000,-0.245
'[11:08:45.882 07/11/1995]',0.001,0.019,65.188,0.000,-0.245
'[11:08:45.884 07/11/1995]',0.001,0.018,65.188,0.000,-0.245
'[11:08:45.886 07/11/1995]',0.001,0.018,65.188,0.000,-0.245
'[11:08:45.888 07/11/1995]',0.011,0.018,65.564,0.000,-0.247
'[11:08:45.890 07/11/1995]',0.011,0.018,65.564,0.000,-0.247
'[11:08:45.892 07/11/1995]',0.011,0.018,65.564,0.000,-0.247
'[11:08:45.894 07/11/1995]',0.001,0.018,65.564,0.000,-0.247
'[11:08:45.896 07/11/1995]',0.001,0.018,66.090,0.000,-0.249
'[11:08:45.898 07/11/1995]',0.001,0.018,66.090,0.000,-0.249
'[11:08:45.900 07/11/1995]',0.001,0.018,66.090,0.000,-0.249
'[11:08:45.902 07/11/1995]',0.001,0.018,66.090,0.000,-0.249
'[11:08:45.904 07/11/1995]',0.001,0.018,66.692,0.000,-0.251
'[11:08:45.906 07/11/1995]',0.011,0.018,66.692,0.000,-0.251
'[11:08:45.908 07/11/1995]',0.001,0.018,66.692,0.000,-0.251
'[11:08:45.910 07/11/1995]',0.001,0.017,66.692,0.000,-0.251
'[11:08:45.912 07/11/1995]',0.001,0.016,67.293,0.000,-0.253
'[11:08:45.914 07/11/1995]',0.001,0.015,67.293,0.000,-0.253
'[11:08:45.916 07/11/1995]',0.001,0.015,67.293,0.000,-0.253
'[11:08:45.918 07/11/1995]',0.001,0.014,67.293,0.000,-0.253
'[11:08:45.920 07/11/1995]',0.001,0.014,67.895,0.000,-0.255
'[11:08:45.922 07/11/1995]',0.001,0.014,67.895,0.000,-0.255
'[11:08:45.924 07/11/1995]',0.001,0.015,67.895,0.000,-0.255
'[11:08:45.926 07/11/1995]',0.001,0.015,67.895,0.000,-0.255
'[11:08:45.928 07/11/1995]',0.001,0.016,68.421,0.000,-0.258
'[11:08:45.930 07/11/1995]',0.001,0.017,68.421,0.000,-0.258
'[11:08:45.932 07/11/1995]',0.001,0.018,68.421,0.000,-0.258
'[11:08:45.934 07/11/1995]',0.001,0.019,68.421,0.000,-0.258
'[11:08:45.936 07/11/1995]',0.001,0.018,68.947,0.000,-0.261
'[11:08:45.938 07/11/1995]',0.001,0.018,68.947,0.000,-0.261
'[11:08:45.940 07/11/1995]',0.001,0.018,68.947,0.000,-0.261
'[11:08:45.942 07/11/1995]',0.001,0.017,68.947,0.000,-0.261
'[11:08:45.944 07/11/1995]',0.001,0.016,69.398,0.000,-0.266
'[11:08:45.946 07/11/1995]',0.001,0.015,69.398,0.000,-0.266
'[11:08:45.948 07/11/1995]',0.001,0.015,69.398,0.000,-0.266
'[11:08:45.950 07/11/1995]',0.001,0.014,69.398,0.000,-0.266
'[11:08:45.952 07/11/1995]',0.001,0.014,69.699,0.000,-0.271
'[11:08:45.954 07/11/1995]',0.001,0.014,69.699,0.000,-0.271
'[11:08:45.956 07/11/1995]',0.001,0.014,69.699,0.000,-0.271
'[11:08:45.958 07/11/1995]',0.001,0.014,69.699,0.000,-0.271
'[11:08:45.960 07/11/1995]',0.001,0.014,69.850,0.000,-0.276
'[11:08:45.962 07/11/1995]',0.001,0.014,69.850,0.000,-0.276
'[11:08:45.964 07/11/1995]',0.001,0.014,69.850,0.000,-0.276
'[11:08:45.966 07/11/1995]',0.001,0.014,69.850,0.000,-0.276
'[11:08:45.968 07/11/1995]',0.001,0.014,69.925,0.000,-0.281
'[11:08:45.970 07/11/1995]',0.001,0.014,69.925,0.000,-0.281
'[11:08:45.972 07/11/1995]',0.001,0.014,69.925,0.000,-0.281
'[11:08:45.974 07/11/1995]',0.001,0.014,69.925,0.000,-0.281
'[11:08:45.976 07/11/1995]',0.001,0.014,69.925,0.000,-0.284
'[11:08:45.978 07/11/1995]',0.001,0.014,69.925,0.000,-0.284
'[11:08:45.980 07/11/1995]',0.001,0.014,69.925,0.000,-0.284
'[11:08:45.982 07/11/1995]',0.001,0.014,69.925,0.000,-0.284
'[11:08:45.984 07/11/1995]',0.001,0.014,69.699,0.000,-0.288
'[11:08:45.986 07/11/1995]',0.001,0.014,69.699,0.000,-0.288
'[11:08:45.988 07/11/1995]',0.001,0.014,69.699,0.000,-0.288
'[11:08:45.990 07/11/1995]',0.001,0.014,69.699,0.000,-0.288
'[11:08:45.992 07/11/1995]',0.001,0.014,69.549,0.000,-0.291
'[11:08:45.994 07/11/1995]',0.001,0.014,69.549,0.000,-0.291
'[11:08:45.996 07/11/1995]',0.001,0.014,69.549,0.000,-0.291
'[11:08:45.998 07/11/1995]',0.001,0.014,69.549,0.000,-0.291
'[11:08:46.000 07/11/1995]',0.001,0.014,69.173,0.000,-0.293
'[11:08:46.002 07/11/1995]',0.001,0.014,69.173,0.000,-0.293
'[11:08:46.004 07/11/1995]',0.001,0.014,69.173,0.000,-0.293
'[11:08:46.006 07/11/1995]',0.001,0.014,69.173,0.000,-0.293
'[11:08:46.008 07/11/1995]',0.001,0.014,68.872,0.000,-0.296
'[11:08:46.010 07/11/1995]',0.001,0.014,68.872,0.000,-0.296
'[11:08:46.012 07/11/1995]',0.001,0.014,68.872,0.000,-0.296
'[11:08:46.014 07/11/1995]',0.001,0.014,68.872,0.000,-0.296
'[11:08:46.016 07/11/1995]',0.001,0.014,68.346,0.000,-0.298
'[11:08:46.018 07/11/1995]',0.001,0.014,68.346,0.000,-0.298
'[11:08:46.020 07/11/1995]',0.001,0.014,68.346,0.000,-0.298
'[11:08:46.022 07/11/1995]',0.001,0.014,68.346,0.000,-0.298
'[11:08:46.024 07/11/1995]',0.001,0.014,67.820,0.000,-0.299
'[11:08:46.026 07/11/1995]',0.001,0.014,67.820,0.000,-0.299
'[11:08:46.028 07/11/1995]',0.001,0.014,67.820,0.000,-0.299
'[11:08:46.030 07/11/1995]',0.001,0.014,67.820,0.000,-0.299
'[11:08:46.032 07/11/1995]',-0.010,0.014,67.293,0.000,-0.301
'[11:08:46.034 07/11/1995]',0.001,0.014,67.293,0.000,-0.301
'[11:08:46.036 07/11/1995]',0.001,0.014,67.293,0.000,-0.301
'[11:08:46.038 07/11/1995]',0.001,0.014,67.293,0.000,-0.301
'[11:08:46.040 07/11/1995]',0.001,0.014,66.842,0.000,-0.303
'[11:08:46.042 07/11/1995]',0.001,0.014,66.842,0.000,-0.303
'[11:08:46.044 07/11/1995]',0.001,0.014,66.842,0.000,-0.303
'[11:08:46.046 07/11/1995]',0.001,0.014,66.842,0.000,-0.303
'[11:08:46.048 07/11/1995]',-0.010,0.014,66.241,0.000,-0.305
'[11:08:46.050 07/11/1995]',-0.010,0.014,66.241,0.000,-0.305
'[11:08:46.052 07/11/1995]',0.001,0.014,66.241,0.000,-0.305
'[11:08:46.054 07/11/1995]',0.001,0.014,66.241,0.000,-0.305
'[11:08:46.056 07/11/1995]',0.001,0.014,65.639,0.000,-0.306
'[11:08:46.058 07/11/1995]',0.001,0.014,65.639,0.000,-0.306
'[11:08:46.060 07/11/1995]',0.001,0.014,65.639,0.000,-0.306
'[11:08:46.062 07/11/1995]',0.001,0.014,65.639,0.000,-0.306
'[11:08:46.064 07/11/1995]',0.001,0.014,65.113,0.000,-0.308
'[11:08:46.066 07/11/1995]',0.001,0.014,65.113,0.000,-0.308
'[11:08:46.068 07/11/1995]',0.001,0.014,65.113,0.000,-0.308
'[11:08:46.070 07/11/1995]',0.001,0.014,65.113,0.000,-0.308
'[11:08:46.072 07/11/1995]',0.001,0.014,64.436,0.000,-0.309
'[11:08:46.074 07/11/1995]',0.001,0.014,64.436,0.000,-0.309
'[11:08:46.076 07/11/1995]',0.001,0.014,64.436,0.000,-0.309
'[11:08:46.078 07/11/1995]',0.001,0.014,64.436,0.000,-0.309
'[11:08:46.080 07/11/1995]',0.001,0.014,63.835,0.000,-0.311
'[11:08:46.082 07/11/1995]',0.001,0.014,63.835,0.000,-0.311
'[11:08:46.084 07/11/1995]',0.001,0.014,63.835,0.000,-0.311
'[11:08:46.086 07/11/1995]',0.001,0.014,63.835,0.000,-0.311
'[11:08:46.088 07/11/1995]',0.011,0.014,63.233,0.000,-0.312
'[11:08:46.090 07/11/1995]',0.011,0.014,63.233,0.000,-0.312
'[11:08:46.092 07/11/1995]',0.001,0.014,63.233,0.000,-0.312
'[11:08:46.094 07/11/1995]',0.001,0.014,63.233,0.000,-0.312
'[11:08:46.096 07/11/1995]',0.001,0.014,62.707,0.000,-0.313
'[11:08:46.098 07/11/1995]',0.001,0.014,62.707,0.000,-0.313
'[11:08:46.100 07/11/1995]',0.001,0.014,62.707,0.000,-0.313
'[11:08:46.102 07/11/1995]',0.001,0.014,62.707,0.000,-0.313
'[11:08:46.104 07/11/1995]',0.011,0.015,62.105,0.000,-0.314
'[11:08:46.106 07/11/1995]',0.011,0.015,62.105,0.000,-0.314
'[11:08:46.108 07/11/1995]',0.011,0.016,62.105,0.000,-0.314
'[11:08:46.110 07/11/1995]',0.011,0.017,62.105,0.000,-0.314
'[11:08:46.112 07/11/1995]',0.001,0.018,61.504,0.000,-0.315
'[11:08:46.114 07/11/1995]',0.001,0.019,61.504,0.000,-0.315
'[11:08:46.116 07/11/1995]',0.001,0.018,61.504,0.000,-0.315
'[11:08:46.118 07/11/1995]',0.001,0.018,61.504,0.000,-0.315
'[11:08:46.120 07/11/1995]',0.001,0.018,60.977,0.000,-0.316
'[11:08:46.122 07/11/1995]',0.001,0.018,60.977,0.000,-0.316
'[11:08:46.124 07/11/1995]',0.001,0.018,60.977,0.000,-0.316
'[11:08:46.126 07/11/1995]',0.001,0.017,60.977,0.000,-0.316
'[11:08:46.128 07/11/1995]',0.001,0.016,60.376,0.000,-0.317
'[11:08:46.130 07/11/1995]',0.001,0.015,60.376,0.000,-0.317
'[11:08:46.132 07/11/1995]',-0.010,0.014,60.376,0.000,-0.317
'[11:08:46.134 07/11/1995]',-0.010,0.013,60.376,0.000,-0.317
'[11:08:46.136 07/11/1995]',-0.010,0.012,59.850,0.000,-0.318
'[11:08:46.138 07/11/1995]',-0.010,0.011,59.850,0.000,-0.318
'[11:08:46.140 07/11/1995]',-0.010,0.011,59.850,0.000,-0.318
'[11:08:46.142 07/11/1995]',-0.010,0.010,59.850,0.000,-0.318
'[11:08:46.144 07/11/1995]',-0.021,0.011,59.398,0.000,-0.319
'[11:08:46.146 07/11/1995]',-0.021,0.011,59.398,0.000,-0.319
'[11:08:46.148 07/11/1995]',-0.032,0.011,59.398,0.000,-0.319
'[11:08:46.150 07/11/1995]',-0.032,0.011,59.398,0.000,-0.319
'[11:08:46.152 07/11/1995]',-0.021,0.011,58.947,0.000,-0.319
'[11:08:46.154 07/11/1995]',-0.010,0.012,58.947,0.000,-0.319
'[11:08:46.156 07/11/1995]',-0.010,0.013,58.947,0.000,-0.319
'[11:08:46.158 07/11/1995]',-0.010,0.013,58.947,0.000,-0.319
'[11:08:46.160 07/11/1995]',-0.010,0.013,58.421,0.000,-0.320
'[11:08:46.162 07/11/1995]',-0.021,0.013,58.421,0.000,-0.320
'[11:08:46.164 07/11/1995]',-0.021,0.013,58.421,0.000,-0.320
'[11:08:46.166 07/11/1995]',-0.021,0.013,58.421,0.000,-0.320
'[11:08:46.168 07/11/1995]',-0.021,0.013,57.970,0.000,-0.320
'[11:08:46.170 07/11/1995]',-0.010,0.014,57.970,0.000,-0.320
'[11:08:46.172 07/11/1995]',-0.010,0.015,57.970,0.000,-0.320
'[11:08:46.174 07/11/1995]',0.001,0.015,57.970,0.000,-0.320
'[11:08:46.176 07/11/1995]',0.001,0.016,57.594,0.000,-0.321
'[11:08:46.178 07/11/1995]',-0.010,0.017,57.594,0.000,-0.321
'[11:08:46.180 07/11/1995]',0.001,0.018,57.594,0.000,-0.321
'[11:08:46.182 07/11/1995]',0.001,0.020,57.594,0.000,-0.321
'[11:08:46.184 07/11/1995]',0.001,0.024,57.143,0.000,-0.321
'[11:08:46.186 07/11/1995]',0.011,0.028,57.143,0.000,-0.321
'[11:08:46.188 07/11/1995]',0.011,0.044,57.143,0.000,-0.321
'[11:08:46.190 07/11/1995]',0.022,0.061,57.143,0.000,-0.321
'[11:08:46.192 07/11/1995]',0.022,0.098,56.767,0.000,-0.322
'[11:08:46.194 07/11/1995]',0.022,0.135,56.767,0.000,-0.322
'[11:08:46.196 07/11/1995]',0.044,0.193,56.767,0.000,-0.322
'[11:08:46.198 07/11/1995]',0.077,0.250,56.767,0.000,-0.322
'[11:08:46.200 07/11/1995]',0.133,0.320,56.391,0.000,-0.322
'[11:08:46.202 07/11/1995]',0.209,0.389,56.391,0.000,-0.322
'[11:08:46.204 07/11/1995]',0.297,0.454,56.391,0.000,-0.322
'[11:08:46.206 07/11/1995]',0.373,0.518,56.391,0.000,-0.322
'[11:08:46.208 07/11/1995]',0.451,0.559,56.015,0.000,-0.323
'[11:08:46.210 07/11/1995]',0.494,0.600,56.015,0.000,-0.323
'[11:08:46.212 07/11/1995]',0.527,0.607,56.015,0.000,-0.323
'[11:08:46.214 07/11/1995]',0.538,0.614,56.015,0.000,-0.323
'[11:08:46.216 07/11/1995]',0.527,0.589,55.714,0.000,-0.324
'[11:08:46.218 07/11/1995]',0.505,0.563,55.714,0.000,-0.324
'[11:08:46.220 07/11/1995]',0.483,0.513,55.714,0.000,-0.324
'[11:08:46.222 07/11/1995]',0.451,0.463,55.714,0.000,-0.324
'[11:08:46.224 07/11/1995]',0.385,0.402,55.414,0.000,-0.325
'[11:08:46.226 07/11/1995]',0.308,0.341,55.414,0.000,-0.325
'[11:08:46.228 07/11/1995]',0.198,0.281,55.414,0.000,-0.325
'[11:08:46.230 07/11/1995]',0.121,0.221,55.414,0.000,-0.325
'[11:08:46.232 07/11/1995]',0.056,0.170,55.113,0.000,-0.327
'[11:08:46.234 07/11/1995]',0.001,0.119,55.113,0.000,-0.327
'[11:08:46.236 07/11/1995]',-0.043,0.082,55.113,0.000,-0.327
'[11:08:46.238 07/11/1995]',-0.076,0.044,55.113,0.000,-0.327
'[11:08:46.240 07/11/1995]',-0.098,0.021,54.737,0.000,-0.330
'[11:08:46.242 07/11/1995]',-0.109,-0.003,54.737,0.000,-0.330
'[11:08:46.244 07/11/1995]',-0.109,-0.017,54.737,0.000,-0.330
'[11:08:46.246 07/11/1995]',-0.109,-0.031,54.737,0.000,-0.330
'[11:08:46.248 07/11/1995]',-0.098,-0.039,54.511,0.000,-0.332
'[11:08:46.250 07/11/1995]',-0.087,-0.047,54.511,0.000,-0.332
'[11:08:46.252 07/11/1995]',-0.087,-0.051,54.511,0.000,-0.332
'[11:08:46.254 07/11/1995]',-0.087,-0.054,54.511,0.000,-0.332
'[11:08:46.256 07/11/1995]',-0.076,-0.055,54.286,0.000,-0.336
'[11:08:46.258 07/11/1995]',-0.076,-0.056,54.286,0.000,-0.336
'[11:08:46.260 07/11/1995]',-0.065,-0.056,54.286,0.000,-0.336
'[11:08:46.262 07/11/1995]',-0.076,-0.056,54.286,0.000,-0.336
'[11:08:46.264 07/11/1995]',-0.065,-0.056,54.060,0.000,-0.339
'[11:08:46.266 07/11/1995]',-0.065,-0.055,54.060,0.000,-0.339
'[11:08:46.268 07/11/1995]',-0.065,-0.055,54.060,0.000,-0.339
'[11:08:46.270 07/11/1995]',-0.054,-0.055,54.060,0.000,-0.339
'[11:08:46.272 07/11/1995]',-0.054,-0.055,53.910,0.000,-0.343
'[11:08:46.274 07/11/1995]',-0.054,-0.055,53.910,0.000,-0.343
'[11:08:46.276 07/11/1995]',-0.054,-0.055,53.910,0.000,-0.343
'[11:08:46.278 07/11/1995]',-0.054,-0.055,53.910,0.000,-0.343
'[11:08:46.280 07/11/1995]',-0.054,-0.055,53.835,0.000,-0.347
'[11:08:46.282 07/11/1995]',-0.054,-0.055,53.835,0.000,-0.347
'[11:08:46.284 07/11/1995]',-0.054,-0.055,53.835,0.000,-0.347
'[11:08:46.286 07/11/1995]',-0.054,-0.055,53.835,0.000,-0.347
'[11:08:46.288 07/11/1995]',-0.054,-0.055,53.609,0.000,-0.351
'[11:08:46.290 07/11/1995]',-0.043,-0.055,53.609,0.000,-0.351
'[11:08:46.292 07/11/1995]',-0.054,-0.056,53.609,0.000,-0.351
'[11:08:46.294 07/11/1995]',-0.054,-0.056,53.609,0.000,-0.351
'[11:08:46.296 07/11/1995]',-0.054,-0.058,53.534,0.000,-0.355
'[11:08:46.298 07/11/1995]',-0.065,-0.059,53.534,0.000,-0.355
'[11:08:46.300 07/11/1995]',-0.065,-0.059,53.534,0.000,-0.355
'[11:08:46.302 07/11/1995]',-0.054,-0.059,53.534,0.000,-0.355
'[11:08:46.304 07/11/1995]',-0.054,-0.059,53.308,0.000,-0.359
'[11:08:46.306 07/11/1995]',-0.054,-0.059,53.308,0.000,-0.359
'[11:08:46.308 07/11/1995]',-0.054,-0.059,53.308,0.000,-0.359
'[11:08:46.310 07/11/1995]',-0.054,-0.059,53.308,0.000,-0.359
'[11:08:46.312 07/11/1995]',-0.054,-0.059,53.083,0.000,-0.364
'[11:08:46.314 07/11/1995]',-0.065,-0.059,53.083,0.000,-0.364
'[11:08:46.316 07/11/1995]',-0.065,-0.059,53.083,0.000,-0.364
'[11:08:46.318 07/11/1995]',-0.054,-0.059,53.083,0.000,-0.364
'[11:08:46.320 07/11/1995]',-0.054,-0.059,53.008,0.000,-0.369
'[11:08:46.322 07/11/1995]',-0.054,-0.059,53.008,0.000,-0.369
'[11:08:46.324 07/11/1995]',-0.054,-0.059,53.008,0.000,-0.369
'[11:08:46.326 07/11/1995]',-0.054,-0.059,53.008,0.000,-0.369
'[11:08:46.328 07/11/1995]',-0.054,-0.059,52.857,0.000,-0.374
'[11:08:46.330 07/11/1995]',-0.065,-0.059,52.857,0.000,-0.374
'[11:08:46.332 07/11/1995]',-0.065,-0.059,52.857,0.000,-0.374
'[11:08:46.334 07/11/1995]',-0.065,-0.060,52.857,0.000,-0.374
'[11:08:46.336 07/11/1995]',-0.054,-0.061,52.782,0.000,-0.380
'[11:08:46.338 07/11/1995]',-0.054,-0.062,52.782,0.000,-0.380
'[11:08:46.340 07/11/1995]',-0.054,-0.062,52.782,0.000,-0.380
'[11:08:46.342 07/11/1995]',-0.054,-0.063,52.782,0.000,-0.380
'[11:08:46.344 07/11/1995]',-0.054,-0.064,52.707,0.000,-0.386
'[11:08:46.346 07/11/1995]',-0.065,-0.064,52.707,0.000,-0.386
'[11:08:46.348 07/11/1995]',-0.065,-0.065,52.707,0.000,-0.386
'[11:08:46.350 07/11/1995]',-0.065,-0.066,52.707,0.000,-0.386
'[11:08:46.352 07/11/1995]',-0.054,-0.066,52.556,0.000,-0.393
'[11:08:46.354 07/11/1995]',-0.054,-0.066,52.556,0.000,-0.393
'[11:08:46.356 07/11/1995]',-0.054,-0.067,52.556,0.000,-0.393
'[11:08:46.358 07/11/1995]',-0.054,-0.067,52.556,0.000,-0.393
'[11:08:46.360 07/11/1995]',-0.054,-0.068,52.481,0.000,-0.400
'[11:08:46.362 07/11/1995]',-0.065,-0.069,52.481,0.000,-0.400
'[11:08:46.364 07/11/1995]',-0.065,-0.070,52.481,0.000,-0.400
'[11:08:46.366 07/11/1995]',-0.065,-0.070,52.481,0.000,-0.400
