'Time and date','MCL1 ','III ','V ','ABP ','PAP ','PLETH ','RESP '
'[15:36:37.560 02/03/1995]',0.109,0.102,0.137,84.300,26.350,-0.424,0.230
'[15:36:37.562 02/03/1995]',0.112,0.102,0.140,84.300,26.350,-0.424,0.230
'[15:36:37.564 02/03/1995]',0.115,0.102,0.144,84.300,26.350,-0.424,0.230
'[15:36:37.566 02/03/1995]',0.117,0.103,0.148,84.300,26.350,-0.424,0.230
'[15:36:37.568 02/03/1995]',0.119,0.104,0.152,87.050,27.350,-0.415,0.246
'[15:36:37.570 02/03/1995]',0.122,0.106,0.157,87.050,27.350,-0.415,0.246
'[15:36:37.572 02/03/1995]',0.123,0.107,0.160,87.050,27.350,-0.415,0.246
'[15:36:37.574 02/03/1995]',0.125,0.109,0.163,87.050,27.350,-0.415,0.246
'[15:36:37.576 02/03/1995]',0.127,0.111,0.164,90.200,28.650,-0.402,0.264
'[15:36:37.578 02/03/1995]',0.128,0.112,0.164,90.200,28.650,-0.402,0.264
'[15:36:37.580 02/03/1995]',0.130,0.114,0.164,90.200,28.650,-0.402,0.264
'[15:36:37.582 02/03/1995]',0.131,0.115,0.164,90.200,28.650,-0.402,0.264
'[15:36:37.584 02/03/1995]',0.132,0.117,0.164,93.650,30.000,-0.385,0.281
'[15:36:37.586 02/03/1995]',0.133,0.118,0.164,93.650,30.000,-0.385,0.281
'[15:36:37.588 02/03/1995]',0.134,0.117,0.164,93.650,30.000,-0.385,0.281
'[15:36:37.590 02/03/1995]',0.134,0.115,0.163,93.650,30.000,-0.385,0.281
'[15:36:37.592 02/03/1995]',0.133,0.113,0.162,97.300,31.400,-0.361,0.299
'[15:36:37.594 02/03/1995]',0.132,0.110,0.161,97.300,31.400,-0.361,0.299
'[15:36:37.596 02/03/1995]',0.131,0.110,0.160,97.300,31.400,-0.361,0.299
'[15:36:37.598 02/03/1995]',0.130,0.109,0.159,97.300,31.400,-0.361,0.299
'[15:36:37.600 02/03/1995]',0.129,0.110,0.157,100.950,32.675,-0.335,0.317
'[15:36:37.602 02/03/1995]',0.128,0.110,0.155,100.950,32.675,-0.335,0.317
'[15:36:37.604 02/03/1995]',0.127,0.111,0.152,100.950,32.675,-0.335,0.317
'[15:36:37.606 02/03/1995]',0.126,0.112,0.150,100.950,32.675,-0.335,0.317
'[15:36:37.608 02/03/1995]',0.124,0.113,0.147,104.400,33.625,-0.297,0.335
'[15:36:37.610 02/03/1995]',0.123,0.113,0.144,104.400,33.625,-0.297,0.335
'[15:36:37.612 02/03/1995]',0.119,0.113,0.141,104.400,33.625,-0.297,0.335
'[15:36:37.614 02/03/1995]',0.116,0.113,0.137,104.400,33.625,-0.297,0.335
'[15:36:37.616 02/03/1995]',0.112,0.111,0.134,107.550,34.325,-0.248,0.352
'[15:36:37.618 02/03/1995]',0.108,0.109,0.130,107.550,34.325,-0.248,0.352
'[15:36:37.620 02/03/1995]',0.104,0.106,0.126,107.550,34.325,-0.248,0.352
'[15:36:37.622 02/03/1995]',0.100,0.104,0.122,107.550,34.325,-0.248,0.352
'[15:36:37.624 02/03/1995]',0.097,0.102,0.118,110.300,34.725,-0.193,0.371
'[15:36:37.626 02/03/1995]',0.093,0.099,0.114,110.300,34.725,-0.193,0.371
'[15:36:37.628 02/03/1995]',0.089,0.098,0.109,110.300,34.725,-0.193,0.371
'[15:36:37.630 02/03/1995]',0.086,0.096,0.104,110.300,34.725,-0.193,0.371
'[15:36:37.632 02/03/1995]',0.082,0.093,0.098,112.500,34.625,-0.125,0.391
'[15:36:37.634 02/03/1995]',0.078,0.091,0.092,112.500,34.625,-0.125,0.391
'[15:36:37.636 02/03/1995]',0.074,0.088,0.086,112.500,34.625,-0.125,0.391
'[15:36:37.638 02/03/1995]',0.070,0.086,0.081,112.500,34.625,-0.125,0.391
'[15:36:37.640 02/03/1995]',0.066,0.084,0.075,114.000,34.275,-0.049,0.411
'[15:36:37.642 02/03/1995]',0.061,0.081,0.070,114.000,34.275,-0.049,0.411
'[15:36:37.644 02/03/1995]',0.057,0.080,0.064,114.000,34.275,-0.049,0.411
'[15:36:37.646 02/03/1995]',0.053,0.078,0.057,114.000,34.275,-0.049,0.411
'[15:36:37.648 02/03/1995]',0.049,0.076,0.052,114.750,33.800,0.036,0.430
'[15:36:37.650 02/03/1995]',0.045,0.075,0.047,114.750,33.800,0.036,0.430
'[15:36:37.652 02/03/1995]',0.042,0.072,0.042,114.750,33.800,0.036,0.430
'[15:36:37.654 02/03/1995]',0.038,0.069,0.037,114.750,33.800,0.036,0.430
'[15:36:37.656 02/03/1995]',0.035,0.067,0.033,114.900,33.150,0.125,0.447
'[15:36:37.658 02/03/1995]',0.031,0.064,0.028,114.900,33.150,0.125,0.447
'[15:36:37.660 02/03/1995]',0.028,0.063,0.024,114.900,33.150,0.125,0.447
'[15:36:37.662 02/03/1995]',0.025,0.062,0.020,114.900,33.150,0.125,0.447
'[15:36:37.664 02/03/1995]',0.023,0.061,0.018,114.300,32.150,0.214,0.462
'[15:36:37.666 02/03/1995]',0.021,0.061,0.017,114.300,32.150,0.214,0.462
'[15:36:37.668 02/03/1995]',0.019,0.060,0.016,114.300,32.150,0.214,0.462
'[15:36:37.670 02/03/1995]',0.017,0.059,0.015,114.300,32.150,0.214,0.462
'[15:36:37.672 02/03/1995]',0.015,0.058,0.014,113.200,30.975,0.303,0.475
'[15:36:37.674 02/03/1995]',0.014,0.057,0.013,113.200,30.975,0.303,0.475
'[15:36:37.676 02/03/1995]',0.014,0.056,0.012,113.200,30.975,0.303,0.475
'[15:36:37.678 02/03/1995]',0.014,0.055,0.011,113.200,30.975,0.303,0.475
'[15:36:37.680 02/03/1995]',0.014,0.054,0.010,111.500,29.800,0.385,0.489
'[15:36:37.682 02/03/1995]',0.014,0.054,0.009,111.500,29.800,0.385,0.489
'[15:36:37.684 02/03/1995]',0.014,0.054,0.008,111.500,29.800,0.385,0.489
'[15:36:37.686 02/03/1995]',0.014,0.054,0.007,111.500,29.800,0.385,0.489
'[15:36:37.688 02/03/1995]',0.014,0.053,0.005,109.300,28.525,0.461,0.503
'[15:36:37.690 02/03/1995]',0.014,0.052,0.003,109.300,28.525,0.461,0.503
'[15:36:37.692 02/03/1995]',0.014,0.051,0.003,109.300,28.525,0.461,0.503
'[15:36:37.694 02/03/1995]',0.014,0.050,0.003,109.300,28.525,0.461,0.503
'[15:36:37.696 02/03/1995]',0.014,0.051,0.004,106.800,27.350,0.519,0.517
'[15:36:37.698 02/03/1995]',0.014,0.051,0.004,106.800,27.350,0.519,0.517
'[15:36:37.700 02/03/1995]',0.014,0.051,0.005,106.800,27.350,0.519,0.517
'[15:36:37.702 02/03/1995]',0.014,0.052,0.006,106.800,27.350,0.519,0.517
'[15:36:37.704 02/03/1995]',0.014,0.053,0.007,104.000,26.350,0.571,0.532
'[15:36:37.706 02/03/1995]',0.014,0.055,0.009,104.000,26.350,0.571,0.532
'[15:36:37.708 02/03/1995]',0.014,0.057,0.009,104.000,26.350,0.571,0.532
'[15:36:37.710 02/03/1995]',0.014,0.058,0.010,104.000,26.350,0.571,0.532
'[15:36:37.712 02/03/1995]',0.014,0.059,0.011,100.800,25.475,0.605,0.547
'[15:36:37.714 02/03/1995]',0.014,0.059,0.011,100.800,25.475,0.605,0.547
'[15:36:37.716 02/03/1995]',0.014,0.059,0.011,100.800,25.475,0.605,0.547
'[15:36:37.718 02/03/1995]',0.014,0.059,0.011,100.800,25.475,0.605,0.547
'[15:36:37.720 02/03/1995]',0.014,0.060,0.011,97.400,24.475,0.627,0.563
'[15:36:37.722 02/03/1995]',0.014,0.062,0.012,97.400,24.475,0.627,0.563
'[15:36:37.724 02/03/1995]',0.014,0.063,0.013,97.400,24.475,0.627,0.563
'[15:36:37.726 02/03/1995]',0.014,0.064,0.014,97.400,24.475,0.627,0.563
'[15:36:37.728 02/03/1995]',0.014,0.064,0.015,93.950,23.550,0.633,0.579
'[15:36:37.730 02/03/1995]',0.014,0.064,0.015,93.950,23.550,0.633,0.579
'[15:36:37.732 02/03/1995]',0.014,0.064,0.015,93.950,23.550,0.633,0.579
'[15:36:37.734 02/03/1995]',0.014,0.064,0.014,93.950,23.550,0.633,0.579
'[15:36:37.736 02/03/1995]',0.014,0.064,0.014,90.750,23.075,0.624,0.595
'[15:36:37.738 02/03/1995]',0.014,0.064,0.014,90.750,23.075,0.624,0.595
'[15:36:37.740 02/03/1995]',0.015,0.065,0.014,90.750,23.075,0.624,0.595
'[15:36:37.742 02/03/1995]',0.015,0.065,0.014,90.750,23.075,0.624,0.595
'[15:36:37.744 02/03/1995]',0.016,0.066,0.014,88.050,23.125,0.599,0.612
'[15:36:37.746 02/03/1995]',0.017,0.067,0.014,88.050,23.125,0.599,0.612
'[15:36:37.748 02/03/1995]',0.018,0.069,0.014,88.050,23.125,0.599,0.612
'[15:36:37.750 02/03/1995]',0.020,0.071,0.014,88.050,23.125,0.599,0.612
'[15:36:37.752 02/03/1995]',0.021,0.076,0.014,85.850,23.825,0.563,0.629
'[15:36:37.754 02/03/1995]',0.022,0.082,0.014,85.850,23.825,0.563,0.629
'[15:36:37.756 02/03/1995]',0.025,0.088,0.014,85.850,23.825,0.563,0.629
'[15:36:37.758 02/03/1995]',0.027,0.095,0.014,85.850,23.825,0.563,0.629
'[15:36:37.760 02/03/1995]',0.030,0.102,0.015,84.300,25.250,0.519,0.647
'[15:36:37.762 02/03/1995]',0.033,0.109,0.015,84.300,25.250,0.519,0.647
'[15:36:37.764 02/03/1995]',0.035,0.117,0.016,84.300,25.250,0.519,0.647
'[15:36:37.766 02/03/1995]',0.038,0.124,0.017,84.300,25.250,0.519,0.647
'[15:36:37.768 02/03/1995]',0.040,0.130,0.018,83.100,27.175,0.461,0.665
'[15:36:37.770 02/03/1995]',0.041,0.136,0.020,83.100,27.175,0.461,0.665
'[15:36:37.772 02/03/1995]',0.042,0.141,0.021,83.100,27.175,0.461,0.665
'[15:36:37.774 02/03/1995]',0.043,0.147,0.021,83.100,27.175,0.461,0.665
'[15:36:37.776 02/03/1995]',0.044,0.152,0.022,82.500,29.175,0.394,0.684
'[15:36:37.778 02/03/1995]',0.045,0.158,0.024,82.500,29.175,0.394,0.684
'[15:36:37.780 02/03/1995]',0.046,0.163,0.026,82.500,29.175,0.394,0.684
'[15:36:37.782 02/03/1995]',0.048,0.167,0.028,82.500,29.175,0.394,0.684
'[15:36:37.784 02/03/1995]',0.049,0.170,0.030,82.300,30.975,0.322,0.704
'[15:36:37.786 02/03/1995]',0.050,0.173,0.032,82.300,30.975,0.322,0.704
'[15:36:37.788 02/03/1995]',0.051,0.175,0.034,82.300,30.975,0.322,0.704
'[15:36:37.790 02/03/1995]',0.052,0.178,0.035,82.300,30.975,0.322,0.704
'[15:36:37.792 02/03/1995]',0.051,0.176,0.036,82.550,32.575,0.250,0.724
'[15:36:37.794 02/03/1995]',0.051,0.175,0.037,82.550,32.575,0.250,0.724
'[15:36:37.796 02/03/1995]',0.051,0.171,0.036,82.550,32.575,0.250,0.724
'[15:36:37.798 02/03/1995]',0.050,0.166,0.036,82.550,32.575,0.250,0.724
'[15:36:37.800 02/03/1995]',0.049,0.161,0.035,83.100,33.975,0.172,0.745
'[15:36:37.802 02/03/1995]',0.048,0.156,0.033,83.100,33.975,0.172,0.745
'[15:36:37.804 02/03/1995]',0.047,0.150,0.032,83.100,33.975,0.172,0.745
'[15:36:37.806 02/03/1995]',0.046,0.145,0.030,83.100,33.975,0.172,0.745
'[15:36:37.808 02/03/1995]',0.044,0.140,0.028,83.950,34.800,0.101,0.765
'[15:36:37.810 02/03/1995]',0.043,0.134,0.025,83.950,34.800,0.101,0.765
'[15:36:37.812 02/03/1995]',0.041,0.127,0.023,83.950,34.800,0.101,0.765
'[15:36:37.814 02/03/1995]',0.039,0.119,0.021,83.950,34.800,0.101,0.765
'[15:36:37.816 02/03/1995]',0.036,0.112,0.019,84.900,34.975,0.030,0.786
'[15:36:37.818 02/03/1995]',0.034,0.104,0.017,84.900,34.975,0.030,0.786
'[15:36:37.820 02/03/1995]',0.031,0.097,0.015,84.900,34.975,0.030,0.786
'[15:36:37.822 02/03/1995]',0.028,0.090,0.014,84.900,34.975,0.030,0.786
'[15:36:37.824 02/03/1995]',0.025,0.083,0.014,85.950,34.500,-0.030,0.807
'[15:36:37.826 02/03/1995]',0.021,0.076,0.014,85.950,34.500,-0.030,0.807
'[15:36:37.828 02/03/1995]',0.019,0.071,0.013,85.950,34.500,-0.030,0.807
'[15:36:37.830 02/03/1995]',0.018,0.066,0.013,85.950,34.500,-0.030,0.807
'[15:36:37.832 02/03/1995]',0.017,0.063,0.012,86.950,33.325,-0.080,0.829
'[15:36:37.834 02/03/1995]',0.016,0.060,0.011,86.950,33.325,-0.080,0.829
'[15:36:37.836 02/03/1995]',0.015,0.057,0.010,86.950,33.325,-0.080,0.829
'[15:36:37.838 02/03/1995]',0.014,0.053,0.009,86.950,33.325,-0.080,0.829
'[15:36:37.840 02/03/1995]',0.013,0.050,0.008,87.800,31.625,-0.123,0.849
'[15:36:37.842 02/03/1995]',0.011,0.046,0.007,87.800,31.625,-0.123,0.849
'[15:36:37.844 02/03/1995]',0.010,0.042,0.004,87.800,31.625,-0.123,0.849
'[15:36:37.846 02/03/1995]',0.009,0.038,0.002,87.800,31.625,-0.123,0.849
'[15:36:37.848 02/03/1995]',0.008,0.035,0.001,88.550,29.575,-0.149,0.868
'[15:36:37.850 02/03/1995]',0.007,0.032,0.000,88.550,29.575,-0.149,0.868
'[15:36:37.852 02/03/1995]',0.005,0.030,-0.001,88.550,29.575,-0.149,0.868
'[15:36:37.854 02/03/1995]',0.003,0.028,-0.002,88.550,29.575,-0.149,0.868
'[15:36:37.856 02/03/1995]',0.003,0.027,-0.003,89.200,27.475,-0.169,0.885
'[15:36:37.858 02/03/1995]',0.003,0.026,-0.003,89.200,27.475,-0.169,0.885
'[15:36:37.860 02/03/1995]',0.003,0.025,-0.004,89.200,27.475,-0.169,0.885
'[15:36:37.862 02/03/1995]',0.003,0.025,-0.004,89.200,27.475,-0.169,0.885
'[15:36:37.864 02/03/1995]',0.003,0.025,-0.004,89.600,25.650,-0.174,0.901
'[15:36:37.866 02/03/1995]',0.003,0.025,-0.004,89.600,25.650,-0.174,0.901
'[15:36:37.868 02/03/1995]',0.003,0.025,-0.004,89.600,25.650,-0.174,0.901
'[15:36:37.870 02/03/1995]',0.003,0.025,-0.004,89.600,25.650,-0.174,0.901
'[15:36:37.872 02/03/1995]',0.003,0.025,-0.004,89.850,24.250,-0.172,0.916
'[15:36:37.874 02/03/1995]',0.003,0.025,-0.003,89.850,24.250,-0.172,0.916
'[15:36:37.876 02/03/1995]',0.003,0.025,-0.002,89.850,24.250,-0.172,0.916
'[15:36:37.878 02/03/1995]',0.003,0.025,-0.001,89.850,24.250,-0.172,0.916
'[15:36:37.880 02/03/1995]',0.003,0.025,-0.001,90.000,23.200,-0.163,0.930
'[15:36:37.882 02/03/1995]',0.003,0.025,0.000,90.000,23.200,-0.163,0.930
'[15:36:37.884 02/03/1995]',0.003,0.025,0.000,90.000,23.200,-0.163,0.930
'[15:36:37.886 02/03/1995]',0.003,0.025,0.000,90.000,23.200,-0.163,0.930
'[15:36:37.888 02/03/1995]',0.003,0.025,0.001,90.050,22.425,-0.147,0.944
'[15:36:37.890 02/03/1995]',0.003,0.025,0.001,90.050,22.425,-0.147,0.944
'[15:36:37.892 02/03/1995]',0.004,0.025,0.003,90.050,22.425,-0.147,0.944
'[15:36:37.894 02/03/1995]',0.004,0.025,0.004,90.050,22.425,-0.147,0.944
'[15:36:37.896 02/03/1995]',0.005,0.025,0.005,90.000,22.025,-0.133,0.956
'[15:36:37.898 02/03/1995]',0.006,0.026,0.007,90.000,22.025,-0.133,0.956
'[15:36:37.900 02/03/1995]',0.007,0.026,0.009,90.000,22.025,-0.133,0.956
'[15:36:37.902 02/03/1995]',0.009,0.027,0.011,90.000,22.025,-0.133,0.956
'[15:36:37.904 02/03/1995]',0.010,0.026,0.011,89.750,22.025,-0.116,0.968
'[15:36:37.906 02/03/1995]',0.011,0.026,0.012,89.750,22.025,-0.116,0.968
'[15:36:37.908 02/03/1995]',0.013,0.025,0.013,89.750,22.025,-0.116,0.968
'[15:36:37.910 02/03/1995]',0.014,0.025,0.013,89.750,22.025,-0.116,0.968
'[15:36:37.912 02/03/1995]',0.015,0.026,0.013,89.250,22.375,-0.102,0.980
'[15:36:37.914 02/03/1995]',0.015,0.027,0.013,89.250,22.375,-0.102,0.980
'[15:36:37.916 02/03/1995]',0.015,0.030,0.014,89.250,22.375,-0.102,0.980
'[15:36:37.918 02/03/1995]',0.016,0.034,0.015,89.250,22.375,-0.102,0.980
'[15:36:37.920 02/03/1995]',0.019,0.040,0.020,88.750,22.900,-0.087,0.992
'[15:36:37.922 02/03/1995]',0.023,0.046,0.025,88.750,22.900,-0.087,0.992
'[15:36:37.924 02/03/1995]',0.031,0.051,0.037,88.750,22.900,-0.087,0.992
'[15:36:37.926 02/03/1995]',0.039,0.056,0.049,88.750,22.900,-0.087,0.992
'[15:36:37.928 02/03/1995]',0.052,0.059,0.070,88.150,23.550,-0.080,1.004
'[15:36:37.930 02/03/1995]',0.065,0.061,0.090,88.150,23.550,-0.080,1.004
'[15:36:37.932 02/03/1995]',0.082,0.059,0.117,88.150,23.550,-0.080,1.004
'[15:36:37.934 02/03/1995]',0.099,0.057,0.143,88.150,23.550,-0.080,1.004
'[15:36:37.936 02/03/1995]',0.117,0.049,0.172,87.500,24.000,-0.075,1.016
'[15:36:37.938 02/03/1995]',0.134,0.041,0.201,87.500,24.000,-0.075,1.016
'[15:36:37.940 02/03/1995]',0.149,0.026,0.226,87.500,24.000,-0.075,1.016
'[15:36:37.942 02/03/1995]',0.165,0.011,0.250,87.500,24.000,-0.075,1.016
'[15:36:37.944 02/03/1995]',0.173,-0.008,0.264,86.850,24.375,-0.075,1.024
'[15:36:37.946 02/03/1995]',0.181,-0.027,0.278,86.850,24.375,-0.075,1.024
'[15:36:37.948 02/03/1995]',0.181,-0.047,0.283,86.850,24.375,-0.075,1.024
'[15:36:37.950 02/03/1995]',0.181,-0.067,0.289,86.850,24.375,-0.075,1.024
'[15:36:37.952 02/03/1995]',0.175,-0.086,0.289,86.150,24.775,-0.082,1.024
'[15:36:37.954 02/03/1995]',0.170,-0.104,0.289,86.150,24.775,-0.082,1.024
'[15:36:37.956 02/03/1995]',0.160,-0.122,0.282,86.150,24.775,-0.082,1.024
'[15:36:37.958 02/03/1995]',0.150,-0.141,0.276,86.150,24.775,-0.082,1.024
'[15:36:37.960 02/03/1995]',0.133,-0.157,0.256,85.450,25.250,-0.087,1.024
'[15:36:37.962 02/03/1995]',0.116,-0.173,0.236,85.450,25.250,-0.087,1.024
'[15:36:37.964 02/03/1995]',0.085,-0.184,0.191,85.450,25.250,-0.087,1.024
'[15:36:37.966 02/03/1995]',0.054,-0.196,0.145,85.450,25.250,-0.087,1.024
'[15:36:37.968 02/03/1995]',0.004,-0.203,0.068,84.800,25.650,-0.101,1.024
'[15:36:37.970 02/03/1995]',-0.047,-0.211,-0.010,84.800,25.650,-0.101,1.024
'[15:36:37.972 02/03/1995]',-0.111,-0.214,-0.107,84.800,25.650,-0.101,1.024
'[15:36:37.974 02/03/1995]',-0.175,-0.217,-0.205,84.800,25.650,-0.101,1.024
'[15:36:37.976 02/03/1995]',-0.233,-0.216,-0.294,84.150,26.300,-0.116,1.024
'[15:36:37.978 02/03/1995]',-0.291,-0.216,-0.383,84.150,26.300,-0.116,1.024
'[15:36:37.980 02/03/1995]',-0.325,-0.213,-0.435,84.150,26.300,-0.116,1.024
'[15:36:37.982 02/03/1995]',-0.358,-0.211,-0.488,84.150,26.300,-0.116,1.024
'[15:36:37.984 02/03/1995]',-0.359,-0.205,-0.493,83.650,27.300,-0.133,1.024
'[15:36:37.986 02/03/1995]',-0.361,-0.200,-0.499,83.650,27.300,-0.133,1.024
'[15:36:37.988 02/03/1995]',-0.337,-0.190,-0.467,83.650,27.300,-0.133,1.024
'[15:36:37.990 02/03/1995]',-0.313,-0.179,-0.434,83.650,27.300,-0.133,1.024
'[15:36:37.992 02/03/1995]',-0.277,-0.160,-0.386,83.050,28.575,-0.155,1.024
'[15:36:37.994 02/03/1995]',-0.241,-0.141,-0.338,83.050,28.575,-0.155,1.024
'[15:36:37.996 02/03/1995]',-0.205,-0.117,-0.291,83.050,28.575,-0.155,1.024
'[15:36:37.998 02/03/1995]',-0.169,-0.093,-0.245,83.050,28.575,-0.155,1.024
'[15:36:38.000 02/03/1995]',-0.139,-0.069,-0.206,82.550,29.800,-0.176,1.024
'[15:36:38.002 02/03/1995]',-0.109,-0.045,-0.168,82.550,29.800,-0.176,1.024
'[15:36:38.004 02/03/1995]',-0.086,-0.025,-0.139,82.550,29.800,-0.176,1.024
'[15:36:38.006 02/03/1995]',-0.064,-0.004,-0.109,82.550,29.800,-0.176,1.024
'[15:36:38.008 02/03/1995]',-0.047,0.013,-0.087,82.000,30.525,-0.197,1.024
'[15:36:38.010 02/03/1995]',-0.030,0.029,-0.065,82.000,30.525,-0.197,1.024
'[15:36:38.012 02/03/1995]',-0.018,0.042,-0.049,82.000,30.525,-0.197,1.024
'[15:36:38.014 02/03/1995]',-0.006,0.055,-0.033,82.000,30.525,-0.197,1.024
'[15:36:38.016 02/03/1995]',0.002,0.064,-0.021,81.550,30.525,-0.224,1.024
'[15:36:38.018 02/03/1995]',0.010,0.073,-0.010,81.550,30.525,-0.224,1.024
'[15:36:38.020 02/03/1995]',0.015,0.080,-0.003,81.550,30.525,-0.224,1.024
'[15:36:38.022 02/03/1995]',0.019,0.087,0.005,81.550,30.525,-0.224,1.024
'[15:36:38.024 02/03/1995]',0.021,0.091,0.009,81.150,29.925,-0.246,1.024
'[15:36:38.026 02/03/1995]',0.023,0.095,0.013,81.150,29.925,-0.246,1.024
'[15:36:38.028 02/03/1995]',0.024,0.098,0.015,81.150,29.925,-0.246,1.024
'[15:36:38.030 02/03/1995]',0.025,0.100,0.016,81.150,29.925,-0.246,1.024
'[15:36:38.032 02/03/1995]',0.025,0.101,0.017,80.650,28.925,-0.292,1.024
'[15:36:38.034 02/03/1995]',0.026,0.102,0.017,80.650,28.925,-0.292,1.024
'[15:36:38.036 02/03/1995]',0.026,0.103,0.018,80.650,28.925,-0.292,1.024
'[15:36:38.038 02/03/1995]',0.026,0.104,0.020,80.650,28.925,-0.292,1.024
'[15:36:38.040 02/03/1995]',0.028,0.104,0.021,80.250,27.750,-0.316,1.024
'[15:36:38.042 02/03/1995]',0.029,0.105,0.021,80.250,27.750,-0.316,1.024
'[15:36:38.044 02/03/1995]',0.030,0.106,0.022,80.250,27.750,-0.316,1.024
'[15:36:38.046 02/03/1995]',0.032,0.107,0.023,80.250,27.750,-0.316,1.024
'[15:36:38.048 02/03/1995]',0.033,0.108,0.024,79.900,26.650,-0.337,1.024
'[15:36:38.050 02/03/1995]',0.034,0.109,0.025,79.900,26.650,-0.337,1.024
'[15:36:38.052 02/03/1995]',0.035,0.110,0.026,79.900,26.650,-0.337,1.024
'[15:36:38.054 02/03/1995]',0.036,0.110,0.027,79.900,26.650,-0.337,1.024
'[15:36:38.056 02/03/1995]',0.036,0.109,0.028,79.550,25.775,-0.356,1.024
'[15:36:38.058 02/03/1995]',0.036,0.108,0.029,79.550,25.775,-0.356,1.024
'[15:36:38.060 02/03/1995]',0.036,0.107,0.030,79.550,25.775,-0.356,1.024
'[15:36:38.062 02/03/1995]',0.036,0.106,0.032,79.550,25.775,-0.356,1.024
'[15:36:38.064 02/03/1995]',0.036,0.105,0.033,79.300,25.175,-0.376,1.024
'[15:36:38.066 02/03/1995]',0.036,0.105,0.033,79.300,25.175,-0.376,1.024
'[15:36:38.068 02/03/1995]',0.036,0.104,0.033,79.300,25.175,-0.376,1.024
'[15:36:38.070 02/03/1995]',0.037,0.103,0.033,79.300,25.175,-0.376,1.024
'[15:36:38.072 02/03/1995]',0.038,0.102,0.033,79.150,24.825,-0.390,1.024
'[15:36:38.074 02/03/1995]',0.040,0.101,0.033,79.150,24.825,-0.390,1.024
'[15:36:38.076 02/03/1995]',0.040,0.102,0.034,79.150,24.825,-0.390,1.024
'[15:36:38.078 02/03/1995]',0.040,0.102,0.035,79.150,24.825,-0.390,1.024
'[15:36:38.080 02/03/1995]',0.041,0.102,0.036,79.100,24.650,-0.403,1.024
'[15:36:38.082 02/03/1995]',0.041,0.101,0.037,79.100,24.650,-0.403,1.024
'[15:36:38.084 02/03/1995]',0.043,0.100,0.039,79.100,24.650,-0.403,1.024
'[15:36:38.086 02/03/1995]',0.044,0.099,0.041,79.100,24.650,-0.403,1.024
'[15:36:38.088 02/03/1995]',0.045,0.099,0.043,79.100,24.550,-0.416,1.024
'[15:36:38.090 02/03/1995]',0.047,0.098,0.044,79.100,24.550,-0.416,1.024
'[15:36:38.092 02/03/1995]',0.048,0.098,0.046,79.100,24.550,-0.416,1.024
'[15:36:38.094 02/03/1995]',0.048,0.098,0.048,79.100,24.550,-0.416,1.024
'[15:36:38.096 02/03/1995]',0.048,0.098,0.050,79.100,24.650,-0.424,1.024
'[15:36:38.098 02/03/1995]',0.047,0.098,0.052,79.100,24.650,-0.424,1.024
'[15:36:38.100 02/03/1995]',0.048,0.098,0.053,79.100,24.650,-0.424,1.024
'[15:36:38.102 02/03/1995]',0.048,0.098,0.055,79.100,24.650,-0.424,1.024
'[15:36:38.104 02/03/1995]',0.050,0.098,0.056,79.200,25.350,-0.432,1.024
'[15:36:38.106 02/03/1995]',0.051,0.098,0.056,79.200,25.350,-0.432,1.024
'[15:36:38.108 02/03/1995]',0.053,0.098,0.058,79.200,25.350,-0.432,1.024
'[15:36:38.110 02/03/1995]',0.056,0.098,0.059,79.200,25.350,-0.432,1.024
'[15:36:38.112 02/03/1995]',0.058,0.098,0.061,79.550,26.475,-0.440,1.024
'[15:36:38.114 02/03/1995]',0.059,0.098,0.063,79.550,26.475,-0.440,1.024
'[15:36:38.116 02/03/1995]',0.061,0.099,0.065,79.550,26.475,-0.440,1.024
'[15:36:38.118 02/03/1995]',0.063,0.099,0.066,79.550,26.475,-0.440,1.024
'[15:36:38.120 02/03/1995]',0.065,0.100,0.069,80.150,28.000,-0.442,1.024
'[15:36:38.122 02/03/1995]',0.066,0.101,0.072,80.150,28.000,-0.442,1.024
'[15:36:38.124 02/03/1995]',0.069,0.102,0.076,80.150,28.000,-0.442,1.024
'[15:36:38.126 02/03/1995]',0.071,0.104,0.081,80.150,28.000,-0.442,1.024
'[15:36:38.128 02/03/1995]',0.074,0.104,0.086,81.200,29.625,-0.444,1.024
'[15:36:38.130 02/03/1995]',0.077,0.105,0.090,81.200,29.625,-0.444,1.024
'[15:36:38.132 02/03/1995]',0.080,0.105,0.093,81.200,29.625,-0.444,1.024
'[15:36:38.134 02/03/1995]',0.082,0.105,0.096,81.200,29.625,-0.444,1.024
'[15:36:38.136 02/03/1995]',0.084,0.104,0.100,82.600,31.275,-0.442,1.024
'[15:36:38.138 02/03/1995]',0.086,0.104,0.103,82.600,31.275,-0.442,1.024
'[15:36:38.140 02/03/1995]',0.088,0.104,0.107,82.600,31.275,-0.442,1.024
'[15:36:38.142 02/03/1995]',0.091,0.104,0.111,82.600,31.275,-0.442,1.024
'[15:36:38.144 02/03/1995]',0.094,0.105,0.116,84.550,32.625,-0.438,1.024
'[15:36:38.146 02/03/1995]',0.097,0.106,0.120,84.550,32.625,-0.438,1.024
'[15:36:38.148 02/03/1995]',0.101,0.106,0.124,84.550,32.625,-0.438,1.024
'[15:36:38.150 02/03/1995]',0.104,0.107,0.129,84.550,32.625,-0.438,1.024
