'Time and date','V','II','V','ABP','PAP','PLETH','RESP'
'[07:23:54.708 15/12/1995]',0.012,0.019,0.006,75.244,41.550,0.000,-0.712
'[07:23:54.710 15/12/1995]',0.012,0.020,0.012,75.244,41.550,0.000,-0.712
'[07:23:54.712 15/12/1995]',0.012,0.022,0.012,72.918,40.350,0.000,-0.713
'[07:23:54.714 15/12/1995]',0.012,0.024,0.006,72.918,40.350,0.000,-0.713
'[07:23:54.716 15/12/1995]',0.013,0.027,0.006,72.918,40.350,0.000,-0.713
'[07:23:54.718 15/12/1995]',0.013,0.031,0.006,72.918,40.350,0.000,-0.713
'[07:23:54.720 15/12/1995]',0.013,0.034,0.001,70.143,39.200,0.000,-0.714
'[07:23:54.722 15/12/1995]',0.013,0.037,0.001,70.143,39.200,0.000,-0.714
'[07:23:54.724 15/12/1995]',0.013,0.039,0.006,70.143,39.200,0.000,-0.714
'[07:23:54.726 15/12/1995]',0.013,0.040,0.006,70.143,39.200,0.000,-0.714
'[07:23:54.728 15/12/1995]',0.013,0.041,0.012,66.992,38.200,0.000,-0.716
'[07:23:54.730 15/12/1995]',0.013,0.041,0.012,66.992,38.200,0.000,-0.716
'[07:23:54.732 15/12/1995]',0.013,0.040,0.006,66.992,38.200,0.000,-0.716
'[07:23:54.734 15/12/1995]',0.013,0.039,0.006,66.992,38.200,0.000,-0.716
'[07:23:54.736 15/12/1995]',0.014,0.037,0.001,63.541,37.300,0.000,-0.719
'[07:23:54.738 15/12/1995]',0.015,0.036,0.006,63.541,37.300,0.000,-0.719
'[07:23:54.740 15/12/1995]',0.015,0.036,0.012,63.541,37.300,0.000,-0.719
'[07:23:54.742 15/12/1995]',0.015,0.036,0.012,63.541,37.300,0.000,-0.719
'[07:23:54.744 15/12/1995]',0.014,0.036,0.012,59.940,36.500,0.000,-0.721
'[07:23:54.746 15/12/1995]',0.013,0.037,0.006,59.940,36.500,0.000,-0.721
'[07:23:54.748 15/12/1995]',0.012,0.038,0.001,59.940,36.500,0.000,-0.721
'[07:23:54.750 15/12/1995]',0.011,0.039,-0.005,59.940,36.500,0.000,-0.721
'[07:23:54.752 15/12/1995]',0.010,0.041,-0.005,56.489,36.000,0.000,-0.723
'[07:23:54.754 15/12/1995]',0.009,0.043,-0.005,56.489,36.000,0.000,-0.723
'[07:23:54.756 15/12/1995]',0.008,0.043,-0.005,56.489,36.000,0.000,-0.723
'[07:23:54.758 15/12/1995]',0.007,0.044,0.001,56.489,36.000,0.000,-0.723
'[07:23:54.760 15/12/1995]',0.007,0.045,0.006,53.488,35.650,0.000,-0.725
'[07:23:54.762 15/12/1995]',0.007,0.045,0.006,53.488,35.650,0.000,-0.725
'[07:23:54.764 15/12/1995]',0.007,0.044,0.006,53.488,35.650,0.000,-0.725
'[07:23:54.766 15/12/1995]',0.007,0.043,0.001,53.488,35.650,0.000,-0.725
'[07:23:54.768 15/12/1995]',0.008,0.043,-0.005,51.013,35.500,0.000,-0.727
'[07:23:54.770 15/12/1995]',0.008,0.042,-0.005,51.013,35.500,0.000,-0.727
'[07:23:54.772 15/12/1995]',0.008,0.041,-0.005,51.013,35.500,0.000,-0.727
'[07:23:54.774 15/12/1995]',0.009,0.040,0.001,51.013,35.500,0.000,-0.727
'[07:23:54.776 15/12/1995]',0.009,0.040,0.006,49.212,35.700,0.000,-0.731
'[07:23:54.778 15/12/1995]',0.010,0.040,0.006,49.212,35.700,0.000,-0.731
'[07:23:54.780 15/12/1995]',0.010,0.039,0.001,49.212,35.700,0.000,-0.731
'[07:23:54.782 15/12/1995]',0.009,0.037,0.001,49.212,35.700,0.000,-0.731
'[07:23:54.784 15/12/1995]',0.009,0.037,0.001,48.087,36.000,0.000,-0.735
'[07:23:54.786 15/12/1995]',0.009,0.037,-0.005,48.087,36.000,0.000,-0.735
'[07:23:54.788 15/12/1995]',0.009,0.037,-0.005,48.087,36.000,0.000,-0.735
'[07:23:54.790 15/12/1995]',0.009,0.037,-0.005,48.087,36.000,0.000,-0.735
'[07:23:54.792 15/12/1995]',0.008,0.037,0.001,47.412,36.400,0.000,-0.741
'[07:23:54.794 15/12/1995]',0.007,0.038,0.001,47.412,36.400,0.000,-0.741
'[07:23:54.796 15/12/1995]',0.006,0.039,-0.005,47.412,36.400,0.000,-0.741
'[07:23:54.798 15/12/1995]',0.006,0.040,-0.005,47.412,36.400,0.000,-0.741
'[07:23:54.800 15/12/1995]',0.005,0.039,-0.005,47.112,36.950,0.000,-0.746
'[07:23:54.802 15/12/1995]',0.005,0.038,-0.005,47.112,36.950,0.000,-0.746
'[07:23:54.804 15/12/1995]',0.005,0.037,-0.005,47.112,36.950,0.000,-0.746
'[07:23:54.806 15/12/1995]',0.006,0.036,-0.005,47.112,36.950,0.000,-0.746
'[07:23:54.808 15/12/1995]',0.005,0.035,0.001,47.037,37.650,0.000,-0.750
'[07:23:54.810 15/12/1995]',0.005,0.034,0.001,47.037,37.650,0.000,-0.750
'[07:23:54.812 15/12/1995]',0.005,0.033,0.001,47.037,37.650,0.000,-0.750
'[07:23:54.814 15/12/1995]',0.004,0.033,-0.005,47.037,37.650,0.000,-0.750
'[07:23:54.816 15/12/1995]',0.003,0.033,-0.011,47.037,38.300,0.000,-0.752
'[07:23:54.818 15/12/1995]',0.003,0.034,-0.011,47.037,38.300,0.000,-0.752
'[07:23:54.820 15/12/1995]',0.003,0.034,-0.011,47.037,38.300,0.000,-0.752
'[07:23:54.822 15/12/1995]',0.003,0.034,-0.005,47.037,38.300,0.000,-0.752
'[07:23:54.824 15/12/1995]',0.003,0.035,0.001,47.187,38.850,0.000,-0.754
'[07:23:54.826 15/12/1995]',0.004,0.035,0.006,47.187,38.850,0.000,-0.754
'[07:23:54.828 15/12/1995]',0.005,0.034,0.006,47.187,38.850,0.000,-0.754
'[07:23:54.830 15/12/1995]',0.006,0.033,0.006,47.187,38.850,0.000,-0.754
'[07:23:54.832 15/12/1995]',0.006,0.031,0.001,47.337,39.250,0.000,-0.754
'[07:23:54.834 15/12/1995]',0.007,0.029,-0.005,47.337,39.250,0.000,-0.754
'[07:23:54.836 15/12/1995]',0.007,0.027,-0.005,47.337,39.250,0.000,-0.754
'[07:23:54.838 15/12/1995]',0.007,0.024,-0.005,47.337,39.250,0.000,-0.754
'[07:23:54.840 15/12/1995]',0.006,0.023,-0.005,47.637,39.400,0.000,-0.751
'[07:23:54.842 15/12/1995]',0.006,0.021,0.001,47.637,39.400,0.000,-0.751
'[07:23:54.844 15/12/1995]',0.005,0.021,0.001,47.637,39.400,0.000,-0.751
'[07:23:54.846 15/12/1995]',0.005,0.021,0.001,47.637,39.400,0.000,-0.751
'[07:23:54.848 15/12/1995]',0.005,0.021,-0.005,47.937,39.400,0.000,-0.746
'[07:23:54.850 15/12/1995]',0.005,0.021,-0.005,47.937,39.400,0.000,-0.746
'[07:23:54.852 15/12/1995]',0.005,0.022,-0.011,47.937,39.400,0.000,-0.746
'[07:23:54.854 15/12/1995]',0.004,0.023,-0.011,47.937,39.400,0.000,-0.746
'[07:23:54.856 15/12/1995]',0.003,0.024,-0.005,48.162,39.150,0.000,-0.739
'[07:23:54.858 15/12/1995]',0.003,0.026,0.001,48.162,39.150,0.000,-0.739
'[07:23:54.860 15/12/1995]',0.002,0.029,-0.005,48.162,39.150,0.000,-0.739
'[07:23:54.862 15/12/1995]',0.002,0.031,-0.005,48.162,39.150,0.000,-0.739
'[07:23:54.864 15/12/1995]',0.001,0.035,-0.005,48.312,38.800,0.000,-0.730
'[07:23:54.866 15/12/1995]',0.000,0.038,-0.011,48.312,38.800,0.000,-0.730
'[07:23:54.868 15/12/1995]',-0.000,0.042,-0.011,48.312,38.800,0.000,-0.730
'[07:23:54.870 15/12/1995]',-0.001,0.046,-0.011,48.312,38.800,0.000,-0.730
'[07:23:54.872 15/12/1995]',-0.000,0.050,-0.011,48.312,38.350,0.000,-0.723
'[07:23:54.874 15/12/1995]',0.000,0.054,-0.005,48.312,38.350,0.000,-0.723
'[07:23:54.876 15/12/1995]',0.000,0.058,0.001,48.312,38.350,0.000,-0.723
'[07:23:54.878 15/12/1995]',0.001,0.063,0.001,48.312,38.350,0.000,-0.723
'[07:23:54.880 15/12/1995]',0.001,0.066,-0.005,48.312,37.700,0.000,-0.716
'[07:23:54.882 15/12/1995]',0.001,0.069,-0.011,48.312,37.700,0.000,-0.716
'[07:23:54.884 15/12/1995]',0.001,0.072,-0.011,48.312,37.700,0.000,-0.716
'[07:23:54.886 15/12/1995]',0.000,0.076,-0.011,48.312,37.700,0.000,-0.716
'[07:23:54.888 15/12/1995]',-0.001,0.079,-0.023,48.087,37.000,0.000,-0.709
'[07:23:54.890 15/12/1995]',-0.001,0.082,-0.011,48.087,37.000,0.000,-0.709
'[07:23:54.892 15/12/1995]',-0.002,0.084,-0.005,48.087,37.000,0.000,-0.709
'[07:23:54.894 15/12/1995]',-0.003,0.085,-0.005,48.087,37.000,0.000,-0.709
'[07:23:54.896 15/12/1995]',-0.004,0.088,-0.005,47.787,36.250,0.000,-0.702
'[07:23:54.898 15/12/1995]',-0.006,0.090,-0.023,47.787,36.250,0.000,-0.702
'[07:23:54.900 15/12/1995]',-0.007,0.093,-0.023,47.787,36.250,0.000,-0.702
'[07:23:54.902 15/12/1995]',-0.009,0.095,-0.028,47.787,36.250,0.000,-0.702
'[07:23:54.904 15/12/1995]',-0.010,0.096,-0.028,47.412,35.400,0.000,-0.694
'[07:23:54.906 15/12/1995]',-0.012,0.098,-0.028,47.412,35.400,0.000,-0.694
'[07:23:54.908 15/12/1995]',-0.013,0.098,-0.023,47.412,35.400,0.000,-0.694
'[07:23:54.910 15/12/1995]',-0.015,0.098,-0.023,47.412,35.400,0.000,-0.694
'[07:23:54.912 15/12/1995]',-0.016,0.097,-0.023,46.962,34.450,0.000,-0.685
'[07:23:54.914 15/12/1995]',-0.017,0.096,-0.023,46.962,34.450,0.000,-0.685
'[07:23:54.916 15/12/1995]',-0.018,0.094,-0.028,46.962,34.450,0.000,-0.685
'[07:23:54.918 15/12/1995]',-0.018,0.092,-0.034,46.962,34.450,0.000,-0.685
'[07:23:54.920 15/12/1995]',-0.018,0.088,-0.028,46.437,33.600,0.000,-0.675
'[07:23:54.922 15/12/1995]',-0.019,0.085,-0.034,46.437,33.600,0.000,-0.675
'[07:23:54.924 15/12/1995]',-0.019,0.083,-0.028,46.437,33.600,0.000,-0.675
'[07:23:54.926 15/12/1995]',-0.020,0.081,-0.028,46.437,33.600,0.000,-0.675
'[07:23:54.928 15/12/1995]',-0.021,0.081,-0.028,45.911,32.750,0.000,-0.665
'[07:23:54.930 15/12/1995]',-0.022,0.081,-0.028,45.911,32.750,0.000,-0.665
'[07:23:54.932 15/12/1995]',-0.023,0.082,-0.034,45.911,32.750,0.000,-0.665
'[07:23:54.934 15/12/1995]',-0.024,0.084,-0.034,45.911,32.750,0.000,-0.665
'[07:23:54.936 15/12/1995]',-0.024,0.085,-0.034,45.386,32.050,0.000,-0.656
'[07:23:54.938 15/12/1995]',-0.024,0.086,-0.034,45.386,32.050,0.000,-0.656
'[07:23:54.940 15/12/1995]',-0.024,0.086,-0.034,45.386,32.050,0.000,-0.656
'[07:23:54.942 15/12/1995]',-0.023,0.086,-0.028,45.386,32.050,0.000,-0.656
'[07:23:54.944 15/12/1995]',-0.023,0.084,-0.028,44.786,31.500,0.000,-0.648
'[07:23:54.946 15/12/1995]',-0.022,0.082,-0.028,44.786,31.500,0.000,-0.648
'[07:23:54.948 15/12/1995]',-0.020,0.077,-0.028,44.786,31.500,0.000,-0.648
'[07:23:54.950 15/12/1995]',-0.019,0.072,-0.028,44.786,31.500,0.000,-0.648
'[07:23:54.952 15/12/1995]',-0.016,0.067,-0.023,44.186,31.050,0.000,-0.641
'[07:23:54.954 15/12/1995]',-0.013,0.062,-0.023,44.186,31.050,0.000,-0.641
'[07:23:54.956 15/12/1995]',-0.010,0.056,-0.005,44.186,31.050,0.000,-0.641
'[07:23:54.958 15/12/1995]',-0.007,0.051,0.001,44.186,31.050,0.000,-0.641
'[07:23:54.960 15/12/1995]',-0.004,0.047,0.001,43.661,30.850,0.000,-0.634
'[07:23:54.962 15/12/1995]',-0.001,0.042,0.001,43.661,30.850,0.000,-0.634
'[07:23:54.964 15/12/1995]',0.001,0.038,0.001,43.661,30.850,0.000,-0.634
'[07:23:54.966 15/12/1995]',0.003,0.034,-0.005,43.661,30.850,0.000,-0.634
'[07:23:54.968 15/12/1995]',0.004,0.029,-0.005,43.136,30.700,0.000,-0.626
'[07:23:54.970 15/12/1995]',0.006,0.024,-0.005,43.136,30.700,0.000,-0.626
'[07:23:54.972 15/12/1995]',0.007,0.016,0.001,43.136,30.700,0.000,-0.626
'[07:23:54.974 15/12/1995]',0.008,0.008,0.006,43.136,30.700,0.000,-0.626
'[07:23:54.976 15/12/1995]',0.010,-0.000,0.012,42.611,30.650,0.000,-0.619
'[07:23:54.978 15/12/1995]',0.011,-0.008,0.012,42.611,30.650,0.000,-0.619
'[07:23:54.980 15/12/1995]',0.013,-0.016,0.012,42.611,30.650,0.000,-0.619
'[07:23:54.982 15/12/1995]',0.014,-0.023,0.006,42.611,30.650,0.000,-0.619
'[07:23:54.984 15/12/1995]',0.015,-0.028,0.006,42.086,30.550,0.000,-0.611
'[07:23:54.986 15/12/1995]',0.015,-0.033,0.001,42.086,30.550,0.000,-0.611
'[07:23:54.988 15/12/1995]',0.015,-0.035,0.001,42.086,30.550,0.000,-0.611
'[07:23:54.990 15/12/1995]',0.015,-0.037,0.006,42.086,30.550,0.000,-0.611
'[07:23:54.992 15/12/1995]',0.015,-0.037,0.012,41.560,30.350,0.000,-0.601
'[07:23:54.994 15/12/1995]',0.015,-0.037,0.006,41.560,30.350,0.000,-0.601
'[07:23:54.996 15/12/1995]',0.014,-0.037,0.006,41.560,30.350,0.000,-0.601
'[07:23:54.998 15/12/1995]',0.013,-0.037,0.001,41.560,30.350,0.000,-0.601
'[07:23:55.000 15/12/1995]',0.013,-0.037,0.001,41.110,30.200,0.000,-0.590
'[07:23:55.002 15/12/1995]',0.013,-0.037,0.001,41.110,30.200,0.000,-0.590
'[07:23:55.004 15/12/1995]',0.013,-0.037,0.006,41.110,30.200,0.000,-0.590
'[07:23:55.006 15/12/1995]',0.013,-0.037,0.006,41.110,30.200,0.000,-0.590
'[07:23:55.008 15/12/1995]',0.013,-0.037,0.006,40.585,30.100,0.000,-0.577
'[07:23:55.010 15/12/1995]',0.013,-0.037,0.012,40.585,30.100,0.000,-0.577
'[07:23:55.012 15/12/1995]',0.013,-0.037,0.006,40.585,30.100,0.000,-0.577
'[07:23:55.014 15/12/1995]',0.013,-0.037,0.006,40.585,30.100,0.000,-0.577
'[07:23:55.016 15/12/1995]',0.013,-0.036,-0.005,40.210,30.100,0.000,-0.562
'[07:23:55.018 15/12/1995]',0.013,-0.036,-0.005,40.210,30.100,0.000,-0.562
'[07:23:55.020 15/12/1995]',0.013,-0.034,0.001,40.210,30.100,0.000,-0.562
'[07:23:55.022 15/12/1995]',0.013,-0.033,0.006,40.210,30.100,0.000,-0.562
'[07:23:55.024 15/12/1995]',0.013,-0.031,0.006,39.760,30.200,0.000,-0.547
'[07:23:55.026 15/12/1995]',0.014,-0.030,0.012,39.760,30.200,0.000,-0.547
'[07:23:55.028 15/12/1995]',0.015,-0.027,0.012,39.760,30.200,0.000,-0.547
'[07:23:55.030 15/12/1995]',0.017,-0.025,0.012,39.760,30.200,0.000,-0.547
'[07:23:55.032 15/12/1995]',0.018,-0.023,0.012,39.460,30.350,0.000,-0.531
'[07:23:55.034 15/12/1995]',0.019,-0.020,0.012,39.460,30.350,0.000,-0.531
'[07:23:55.036 15/12/1995]',0.019,-0.013,0.012,39.460,30.350,0.000,-0.531
'[07:23:55.038 15/12/1995]',0.018,-0.007,0.023,39.460,30.350,0.000,-0.531
'[07:23:55.040 15/12/1995]',0.013,0.005,0.012,39.235,30.500,0.000,-0.514
'[07:23:55.042 15/12/1995]',0.008,0.018,0.001,39.235,30.500,0.000,-0.514
'[07:23:55.044 15/12/1995]',-0.004,0.037,-0.023,39.235,30.500,0.000,-0.514
'[07:23:55.046 15/12/1995]',-0.016,0.057,-0.046,39.235,30.500,0.000,-0.514
'[07:23:55.048 15/12/1995]',-0.034,0.085,-0.075,39.010,30.600,0.000,-0.497
'[07:23:55.050 15/12/1995]',-0.052,0.112,-0.109,39.010,30.600,0.000,-0.497
'[07:23:55.052 15/12/1995]',-0.077,0.145,-0.150,39.010,30.600,0.000,-0.497
'[07:23:55.054 15/12/1995]',-0.101,0.177,-0.178,39.010,30.600,0.000,-0.497
'[07:23:55.056 15/12/1995]',-0.127,0.210,-0.201,38.935,30.600,0.000,-0.481
'[07:23:55.058 15/12/1995]',-0.153,0.243,-0.219,38.935,30.600,0.000,-0.481
'[07:23:55.060 15/12/1995]',-0.177,0.272,-0.236,38.935,30.600,0.000,-0.481
'[07:23:55.062 15/12/1995]',-0.201,0.300,-0.253,38.935,30.600,0.000,-0.481
'[07:23:55.064 15/12/1995]',-0.220,0.316,-0.265,38.785,30.450,0.000,-0.467
'[07:23:55.066 15/12/1995]',-0.238,0.332,-0.282,38.785,30.450,0.000,-0.467
'[07:23:55.068 15/12/1995]',-0.248,0.331,-0.288,38.785,30.450,0.000,-0.467
'[07:23:55.070 15/12/1995]',-0.259,0.330,-0.282,38.785,30.450,0.000,-0.467
'[07:23:55.072 15/12/1995]',-0.259,0.312,-0.282,38.785,30.200,0.000,-0.454
'[07:23:55.074 15/12/1995]',-0.259,0.294,-0.259,38.785,30.200,0.000,-0.454
'[07:23:55.076 15/12/1995]',-0.250,0.259,-0.242,38.785,30.200,0.000,-0.454
'[07:23:55.078 15/12/1995]',-0.241,0.225,-0.219,38.785,30.200,0.000,-0.454
'[07:23:55.080 15/12/1995]',-0.225,0.183,-0.190,38.710,29.800,0.000,-0.441
'[07:23:55.082 15/12/1995]',-0.209,0.142,-0.172,38.710,29.800,0.000,-0.441
'[07:23:55.084 15/12/1995]',-0.187,0.102,-0.150,38.710,29.800,0.000,-0.441
'[07:23:55.086 15/12/1995]',-0.165,0.062,-0.126,38.710,29.800,0.000,-0.441
'[07:23:55.088 15/12/1995]',-0.141,0.028,-0.098,38.710,29.350,0.000,-0.429
'[07:23:55.090 15/12/1995]',-0.117,-0.006,-0.075,38.710,29.350,0.000,-0.429
'[07:23:55.092 15/12/1995]',-0.095,-0.034,-0.046,38.710,29.350,0.000,-0.429
'[07:23:55.094 15/12/1995]',-0.073,-0.063,-0.023,38.710,29.350,0.000,-0.429
'[07:23:55.096 15/12/1995]',-0.053,-0.085,-0.005,38.635,29.000,0.000,-0.418
'[07:23:55.098 15/12/1995]',-0.034,-0.108,0.001,38.635,29.000,0.000,-0.418
'[07:23:55.100 15/12/1995]',-0.019,-0.125,0.006,38.635,29.000,0.000,-0.418
'[07:23:55.102 15/12/1995]',-0.004,-0.143,0.012,38.635,29.000,0.000,-0.418
'[07:23:55.104 15/12/1995]',0.007,-0.156,0.023,38.485,28.850,0.000,-0.406
'[07:23:55.106 15/12/1995]',0.018,-0.169,0.023,38.485,28.850,0.000,-0.406
'[07:23:55.108 15/12/1995]',0.024,-0.174,0.029,38.485,28.850,0.000,-0.406
'[07:23:55.110 15/12/1995]',0.031,-0.180,0.035,38.485,28.850,0.000,-0.406
'[07:23:55.112 15/12/1995]',0.034,-0.180,0.035,38.335,29.000,0.000,-0.396
'[07:23:55.114 15/12/1995]',0.038,-0.179,0.035,38.335,29.000,0.000,-0.396
'[07:23:55.116 15/12/1995]',0.040,-0.175,0.035,38.335,29.000,0.000,-0.396
'[07:23:55.118 15/12/1995]',0.042,-0.170,0.029,38.335,29.000,0.000,-0.396
'[07:23:55.120 15/12/1995]',0.043,-0.163,0.029,38.110,29.700,0.000,-0.385
'[07:23:55.122 15/12/1995]',0.044,-0.156,0.035,38.110,29.700,0.000,-0.385
'[07:23:55.124 15/12/1995]',0.045,-0.148,0.047,38.110,29.700,0.000,-0.385
'[07:23:55.126 15/12/1995]',0.046,-0.140,0.052,38.110,29.700,0.000,-0.385
'[07:23:55.128 15/12/1995]',0.048,-0.133,0.047,37.884,30.950,0.000,-0.375
'[07:23:55.130 15/12/1995]',0.050,-0.125,0.047,37.884,30.950,0.000,-0.375
'[07:23:55.132 15/12/1995]',0.052,-0.118,0.047,37.884,30.950,0.000,-0.375
'[07:23:55.134 15/12/1995]',0.053,-0.111,0.047,37.884,30.950,0.000,-0.375
'[07:23:55.136 15/12/1995]',0.056,-0.105,0.047,37.584,32.600,0.000,-0.366
'[07:23:55.138 15/12/1995]',0.058,-0.098,0.052,37.584,32.600,0.000,-0.366
'[07:23:55.140 15/12/1995]',0.060,-0.092,0.064,37.584,32.600,0.000,-0.366
'[07:23:55.142 15/12/1995]',0.062,-0.085,0.064,37.584,32.600,0.000,-0.366
'[07:23:55.144 15/12/1995]',0.063,-0.080,0.064,37.284,34.300,0.000,-0.357
'[07:23:55.146 15/12/1995]',0.063,-0.075,0.064,37.284,34.300,0.000,-0.357
'[07:23:55.148 15/12/1995]',0.062,-0.071,0.052,37.284,34.300,0.000,-0.357
'[07:23:55.150 15/12/1995]',0.061,-0.066,0.047,37.284,34.300,0.000,-0.357
'[07:23:55.152 15/12/1995]',0.059,-0.063,0.047,36.984,35.800,0.000,-0.350
'[07:23:55.154 15/12/1995]',0.057,-0.059,0.035,36.984,35.800,0.000,-0.350
'[07:23:55.156 15/12/1995]',0.054,-0.058,0.035,36.984,35.800,0.000,-0.350
'[07:23:55.158 15/12/1995]',0.051,-0.056,0.035,36.984,35.800,0.000,-0.350
'[07:23:55.160 15/12/1995]',0.048,-0.054,0.035,36.759,36.700,0.000,-0.345
'[07:23:55.162 15/12/1995]',0.046,-0.053,0.035,36.759,36.700,0.000,-0.345
'[07:23:55.164 15/12/1995]',0.044,-0.051,0.047,36.759,36.700,0.000,-0.345
'[07:23:55.166 15/12/1995]',0.043,-0.050,0.035,36.759,36.700,0.000,-0.345
'[07:23:55.168 15/12/1995]',0.043,-0.050,0.035,36.459,36.850,0.000,-0.343
'[07:23:55.170 15/12/1995]',0.044,-0.050,0.035,36.459,36.850,0.000,-0.343
'[07:23:55.172 15/12/1995]',0.045,-0.049,0.035,36.459,36.850,0.000,-0.343
'[07:23:55.174 15/12/1995]',0.046,-0.048,0.047,36.459,36.850,0.000,-0.343
'[07:23:55.176 15/12/1995]',0.048,-0.047,0.052,36.159,36.750,0.000,-0.341
'[07:23:55.178 15/12/1995]',0.049,-0.047,0.052,36.159,36.750,0.000,-0.341
'[07:23:55.180 15/12/1995]',0.050,-0.046,0.052,36.159,36.750,0.000,-0.341
'[07:23:55.182 15/12/1995]',0.050,-0.046,0.047,36.159,36.750,0.000,-0.341
'[07:23:55.184 15/12/1995]',0.050,-0.045,0.035,35.859,36.800,0.000,-0.340
'[07:23:55.186 15/12/1995]',0.049,-0.044,0.029,35.859,36.800,0.000,-0.340
'[07:23:55.188 15/12/1995]',0.048,-0.042,0.029,35.859,36.800,0.000,-0.340
'[07:23:55.190 15/12/1995]',0.047,-0.040,0.035,35.859,36.800,0.000,-0.340
'[07:23:55.192 15/12/1995]',0.046,-0.038,0.047,35.484,37.050,0.000,-0.338
'[07:23:55.194 15/12/1995]',0.045,-0.036,0.035,35.484,37.050,0.000,-0.338
'[07:23:55.196 15/12/1995]',0.044,-0.033,0.047,35.484,37.050,0.000,-0.338
'[07:23:55.198 15/12/1995]',0.044,-0.031,0.047,35.484,37.050,0.000,-0.338
'[07:23:55.200 15/12/1995]',0.044,-0.029,0.035,35.259,37.300,0.000,-0.335
'[07:23:55.202 15/12/1995]',0.044,-0.027,0.029,35.259,37.300,0.000,-0.335
'[07:23:55.204 15/12/1995]',0.044,-0.026,0.029,35.259,37.300,0.000,-0.335
'[07:23:55.206 15/12/1995]',0.045,-0.024,0.035,35.259,37.300,0.000,-0.335
'[07:23:55.208 15/12/1995]',0.046,-0.023,0.047,35.409,37.650,0.000,-0.331
'[07:23:55.210 15/12/1995]',0.047,-0.022,0.047,35.409,37.650,0.000,-0.331
'[07:23:55.212 15/12/1995]',0.048,-0.021,0.052,35.409,37.650,0.000,-0.331
'[07:23:55.214 15/12/1995]',0.049,-0.019,0.047,35.409,37.650,0.000,-0.331
'[07:23:55.216 15/12/1995]',0.049,-0.017,0.035,36.534,38.150,0.000,-0.325
'[07:23:55.218 15/12/1995]',0.050,-0.015,0.035,36.534,38.150,0.000,-0.325
'[07:23:55.220 15/12/1995]',0.050,-0.014,0.035,36.534,38.150,0.000,-0.325
'[07:23:55.222 15/12/1995]',0.051,-0.012,0.047,36.534,38.150,0.000,-0.325
'[07:23:55.224 15/12/1995]',0.051,-0.011,0.047,40.060,38.850,0.000,-0.315
'[07:23:55.226 15/12/1995]',0.051,-0.010,0.047,40.060,38.850,0.000,-0.315
'[07:23:55.228 15/12/1995]',0.050,-0.009,0.047,40.060,38.850,0.000,-0.315
'[07:23:55.230 15/12/1995]',0.049,-0.008,0.047,40.060,38.850,0.000,-0.315
'[07:23:55.232 15/12/1995]',0.048,-0.008,0.035,47.562,39.750,0.000,-0.302
'[07:23:55.234 15/12/1995]',0.047,-0.008,0.029,47.562,39.750,0.000,-0.302
'[07:23:55.236 15/12/1995]',0.046,-0.008,0.023,47.562,39.750,0.000,-0.302
'[07:23:55.238 15/12/1995]',0.045,-0.008,0.029,47.562,39.750,0.000,-0.302
'[07:23:55.240 15/12/1995]',0.044,-0.008,0.035,60.240,40.750,0.000,-0.286
'[07:23:55.242 15/12/1995]',0.044,-0.008,0.035,60.240,40.750,0.000,-0.286
'[07:23:55.244 15/12/1995]',0.043,-0.006,0.047,60.240,40.750,0.000,-0.286
'[07:23:55.246 15/12/1995]',0.043,-0.005,0.035,60.240,40.750,0.000,-0.286
'[07:23:55.248 15/12/1995]',0.043,-0.002,0.029,77.419,41.750,0.000,-0.268
'[07:23:55.250 15/12/1995]',0.043,0.001,0.029,77.419,41.750,0.000,-0.268
'[07:23:55.252 15/12/1995]',0.042,0.004,0.029,77.419,41.750,0.000,-0.268
'[07:23:55.254 15/12/1995]',0.042,0.008,0.035,77.419,41.750,0.000,-0.268
'[07:23:55.256 15/12/1995]',0.040,0.011,0.029,96.249,42.850,0.000,-0.247
'[07:23:55.258 15/12/1995]',0.039,0.014,0.035,96.249,42.850,0.000,-0.247
'[07:23:55.260 15/12/1995]',0.038,0.017,0.029,96.249,42.850,0.000,-0.247
'[07:23:55.262 15/12/1995]',0.036,0.020,0.029,96.249,42.850,0.000,-0.247
'[07:23:55.264 15/12/1995]',0.036,0.021,0.029,112.678,44.000,0.000,-0.224
'[07:23:55.266 15/12/1995]',0.035,0.022,0.023,112.678,44.000,0.000,-0.224
'[07:23:55.268 15/12/1995]',0.036,0.022,0.029,112.678,44.000,0.000,-0.224
'[07:23:55.270 15/12/1995]',0.036,0.022,0.029,112.678,44.000,0.000,-0.224
'[07:23:55.272 15/12/1995]',0.036,0.023,0.029,123.331,45.450,0.000,-0.198
'[07:23:55.274 15/12/1995]',0.036,0.023,0.029,123.331,45.450,0.000,-0.198
'[07:23:55.276 15/12/1995]',0.036,0.024,0.029,123.331,45.450,0.000,-0.198
'[07:23:55.278 15/12/1995]',0.036,0.025,0.035,123.331,45.450,0.000,-0.198
'[07:23:55.280 15/12/1995]',0.036,0.026,0.029,127.082,46.850,0.000,-0.172
'[07:23:55.282 15/12/1995]',0.035,0.027,0.029,127.082,46.850,0.000,-0.172
'[07:23:55.284 15/12/1995]',0.035,0.027,0.023,127.082,46.850,0.000,-0.172
'[07:23:55.286 15/12/1995]',0.034,0.027,0.023,127.082,46.850,0.000,-0.172
'[07:23:55.288 15/12/1995]',0.033,0.027,0.023,125.131,48.250,0.000,-0.144
