'Time and date','I','MCL1','V','ABP','PAP','RESP'
'[12:45:38.918 22/05/1995]',-0.159,0.188,0.106,73.710,32.306,0.161
'[12:45:38.920 22/05/1995]',-0.159,0.188,0.106,78.314,31.554,0.168
'[12:45:38.922 22/05/1995]',-0.159,0.188,0.106,78.314,31.554,0.168
'[12:45:38.924 22/05/1995]',-0.177,0.207,0.106,78.314,31.554,0.168
'[12:45:38.926 22/05/1995]',-0.177,0.207,0.106,78.314,31.554,0.168
'[12:45:38.928 22/05/1995]',-0.177,0.207,0.106,83.069,31.078,0.173
'[12:45:38.930 22/05/1995]',-0.177,0.207,0.106,83.069,31.078,0.173
'[12:45:38.932 22/05/1995]',-0.177,0.207,0.106,83.069,31.078,0.173
'[12:45:38.934 22/05/1995]',-0.177,0.188,0.106,83.069,31.078,0.173
'[12:45:38.936 22/05/1995]',-0.177,0.188,0.106,87.824,31.028,0.179
'[12:45:38.938 22/05/1995]',-0.177,0.188,0.106,87.824,31.028,0.179
'[12:45:38.940 22/05/1995]',-0.177,0.188,0.106,87.824,31.028,0.179
'[12:45:38.942 22/05/1995]',-0.177,0.188,0.106,87.824,31.028,0.179
'[12:45:38.944 22/05/1995]',-0.177,0.188,0.106,92.428,31.429,0.184
'[12:45:38.946 22/05/1995]',-0.159,0.170,0.106,92.428,31.429,0.184
'[12:45:38.948 22/05/1995]',-0.159,0.170,0.106,92.428,31.429,0.184
'[12:45:38.950 22/05/1995]',-0.159,0.170,0.106,92.428,31.429,0.184
'[12:45:38.952 22/05/1995]',-0.141,0.170,0.106,96.931,32.256,0.189
'[12:45:38.954 22/05/1995]',-0.159,0.151,0.106,96.931,32.256,0.189
'[12:45:38.956 22/05/1995]',-0.141,0.151,0.089,96.931,32.256,0.189
'[12:45:38.958 22/05/1995]',-0.141,0.151,0.089,96.931,32.256,0.189
'[12:45:38.960 22/05/1995]',-0.141,0.132,0.089,101.180,33.008,0.194
'[12:45:38.962 22/05/1995]',-0.123,0.132,0.089,101.180,33.008,0.194
'[12:45:38.964 22/05/1995]',-0.123,0.132,0.071,101.180,33.008,0.194
'[12:45:38.966 22/05/1995]',-0.123,0.132,0.071,101.180,33.008,0.194
'[12:45:38.968 22/05/1995]',-0.123,0.113,0.071,105.177,33.133,0.198
'[12:45:38.970 22/05/1995]',-0.105,0.095,0.054,105.177,33.133,0.198
'[12:45:38.972 22/05/1995]',-0.105,0.095,0.054,105.177,33.133,0.198
'[12:45:38.974 22/05/1995]',-0.105,0.076,0.036,105.177,33.133,0.198
'[12:45:38.976 22/05/1995]',-0.105,0.076,0.036,108.769,32.957,0.202
'[12:45:38.978 22/05/1995]',-0.088,0.057,0.036,108.769,32.957,0.202
'[12:45:38.980 22/05/1995]',-0.070,0.057,0.036,108.769,32.957,0.202
'[12:45:38.982 22/05/1995]',-0.070,0.038,0.018,108.769,32.957,0.202
'[12:45:38.984 22/05/1995]',-0.070,0.038,0.018,112.057,33.083,0.205
'[12:45:38.986 22/05/1995]',-0.052,0.020,0.018,112.057,33.083,0.205
'[12:45:38.988 22/05/1995]',-0.052,0.020,0.018,112.057,33.083,0.205
'[12:45:38.990 22/05/1995]',-0.052,0.020,0.018,112.057,33.083,0.205
'[12:45:38.992 22/05/1995]',-0.052,0.002,0.002,114.840,33.308,0.210
'[12:45:38.994 22/05/1995]',-0.034,0.002,0.002,114.840,33.308,0.210
'[12:45:38.996 22/05/1995]',-0.034,0.002,0.002,114.840,33.308,0.210
'[12:45:38.998 22/05/1995]',-0.016,0.002,0.002,114.840,33.308,0.210
'[12:45:39.000 22/05/1995]',-0.016,0.002,0.002,117.167,33.183,0.215
'[12:45:39.002 22/05/1995]',-0.016,0.002,0.002,117.167,33.183,0.215
'[12:45:39.004 22/05/1995]',-0.016,0.002,0.002,117.167,33.183,0.215
'[12:45:39.006 22/05/1995]',0.002,-0.017,0.002,117.167,33.183,0.215
'[12:45:39.008 22/05/1995]',0.002,-0.017,0.002,118.988,32.607,0.221
'[12:45:39.010 22/05/1995]',0.002,-0.017,0.002,118.988,32.607,0.221
'[12:45:39.012 22/05/1995]',0.002,0.002,0.002,118.988,32.607,0.221
'[12:45:39.014 22/05/1995]',0.002,-0.017,0.002,118.988,32.607,0.221
'[12:45:39.016 22/05/1995]',0.002,-0.017,0.002,120.354,32.080,0.227
'[12:45:39.018 22/05/1995]',0.002,-0.017,0.002,120.354,32.080,0.227
'[12:45:39.020 22/05/1995]',0.002,-0.017,0.002,120.354,32.080,0.227
'[12:45:39.022 22/05/1995]',0.002,-0.017,0.002,120.354,32.080,0.227
'[12:45:39.024 22/05/1995]',0.002,-0.017,0.002,121.265,31.779,0.234
'[12:45:39.026 22/05/1995]',0.002,-0.017,0.002,121.265,31.779,0.234
'[12:45:39.028 22/05/1995]',0.002,-0.017,0.002,121.265,31.779,0.234
'[12:45:39.030 22/05/1995]',0.002,-0.017,0.002,121.265,31.779,0.234
'[12:45:39.032 22/05/1995]',0.002,-0.017,0.002,121.619,31.479,0.240
'[12:45:39.034 22/05/1995]',0.002,-0.017,0.002,121.619,31.479,0.240
'[12:45:39.036 22/05/1995]',0.002,-0.017,0.002,121.619,31.479,0.240
'[12:45:39.038 22/05/1995]',0.002,-0.017,0.002,121.619,31.479,0.240
'[12:45:39.040 22/05/1995]',0.002,-0.017,0.002,121.416,31.128,0.247
'[12:45:39.042 22/05/1995]',0.002,-0.017,0.002,121.416,31.128,0.247
'[12:45:39.044 22/05/1995]',0.002,-0.017,0.002,121.416,31.128,0.247
'[12:45:39.046 22/05/1995]',0.002,-0.017,0.002,121.416,31.128,0.247
'[12:45:39.048 22/05/1995]',0.002,-0.017,0.002,120.759,30.777,0.254
'[12:45:39.050 22/05/1995]',0.002,-0.017,0.002,120.759,30.777,0.254
'[12:45:39.052 22/05/1995]',0.002,-0.017,0.002,120.759,30.777,0.254
'[12:45:39.054 22/05/1995]',0.002,-0.017,0.002,120.759,30.777,0.254
'[12:45:39.056 22/05/1995]',0.002,-0.017,0.002,119.595,30.251,0.261
'[12:45:39.058 22/05/1995]',0.002,-0.017,0.002,119.595,30.251,0.261
'[12:45:39.060 22/05/1995]',0.002,-0.017,0.002,119.595,30.251,0.261
'[12:45:39.062 22/05/1995]',0.002,-0.017,0.002,119.595,30.251,0.261
'[12:45:39.064 22/05/1995]',0.002,-0.017,0.002,117.926,29.499,0.269
'[12:45:39.066 22/05/1995]',0.002,-0.017,0.002,117.926,29.499,0.269
'[12:45:39.068 22/05/1995]',0.002,-0.017,0.002,117.926,29.499,0.269
'[12:45:39.070 22/05/1995]',0.002,-0.017,0.002,117.926,29.499,0.269
'[12:45:39.072 22/05/1995]',0.002,0.002,0.002,115.801,28.546,0.276
'[12:45:39.074 22/05/1995]',0.002,-0.017,0.002,115.801,28.546,0.276
'[12:45:39.076 22/05/1995]',0.002,0.002,0.002,115.801,28.546,0.276
'[12:45:39.078 22/05/1995]',0.002,0.002,0.002,115.801,28.546,0.276
'[12:45:39.080 22/05/1995]',0.002,0.002,0.002,113.170,27.544,0.283
'[12:45:39.082 22/05/1995]',0.002,0.002,0.002,113.170,27.544,0.283
'[12:45:39.084 22/05/1995]',0.002,0.002,0.002,113.170,27.544,0.283
'[12:45:39.086 22/05/1995]',0.002,0.002,0.002,113.170,27.544,0.283
'[12:45:39.088 22/05/1995]',0.002,0.002,0.002,110.286,26.667,0.289
'[12:45:39.090 22/05/1995]',0.002,0.002,0.002,110.286,26.667,0.289
'[12:45:39.092 22/05/1995]',0.002,0.002,0.002,110.286,26.667,0.289
'[12:45:39.094 22/05/1995]',0.002,0.002,0.002,110.286,26.667,0.289
'[12:45:39.096 22/05/1995]',0.002,0.002,0.002,107.200,25.965,0.294
'[12:45:39.098 22/05/1995]',0.002,0.002,0.002,107.200,25.965,0.294
'[12:45:39.100 22/05/1995]',0.002,0.002,0.002,107.200,25.965,0.294
'[12:45:39.102 22/05/1995]',0.002,0.002,0.002,107.200,25.965,0.294
'[12:45:39.104 22/05/1995]',0.002,0.002,0.002,104.064,25.439,0.299
'[12:45:39.106 22/05/1995]',0.002,0.002,0.002,104.064,25.439,0.299
'[12:45:39.108 22/05/1995]',0.002,0.002,0.002,104.064,25.439,0.299
'[12:45:39.110 22/05/1995]',0.002,0.002,0.002,104.064,25.439,0.299
'[12:45:39.112 22/05/1995]',0.002,0.002,0.002,101.028,24.837,0.304
'[12:45:39.114 22/05/1995]',0.002,0.002,0.002,101.028,24.837,0.304
'[12:45:39.116 22/05/1995]',0.002,0.002,0.002,101.028,24.837,0.304
'[12:45:39.118 22/05/1995]',0.002,0.002,0.002,101.028,24.837,0.304
'[12:45:39.120 22/05/1995]',0.002,0.002,0.002,98.195,24.135,0.308
'[12:45:39.122 22/05/1995]',0.002,0.002,0.002,98.195,24.135,0.308
'[12:45:39.124 22/05/1995]',0.002,0.002,0.002,98.195,24.135,0.308
'[12:45:39.126 22/05/1995]',0.002,0.002,0.002,98.195,24.135,0.308
'[12:45:39.128 22/05/1995]',0.002,0.002,0.002,95.565,23.559,0.312
'[12:45:39.130 22/05/1995]',0.002,0.002,0.002,95.565,23.559,0.312
'[12:45:39.132 22/05/1995]',0.002,0.002,0.002,95.565,23.559,0.312
'[12:45:39.134 22/05/1995]',0.002,0.002,0.002,95.565,23.559,0.312
'[12:45:39.136 22/05/1995]',0.002,0.002,0.002,93.389,23.509,0.316
'[12:45:39.138 22/05/1995]',0.002,0.002,0.002,93.389,23.509,0.316
'[12:45:39.140 22/05/1995]',0.002,0.002,0.002,93.389,23.509,0.316
'[12:45:39.142 22/05/1995]',0.002,0.002,0.002,93.389,23.509,0.316
'[12:45:39.144 22/05/1995]',0.002,0.002,0.002,91.518,23.784,0.319
'[12:45:39.146 22/05/1995]',0.002,0.002,0.002,91.518,23.784,0.319
'[12:45:39.148 22/05/1995]',0.002,0.002,0.002,91.518,23.784,0.319
'[12:45:39.150 22/05/1995]',0.002,0.002,0.002,91.518,23.784,0.319
'[12:45:39.152 22/05/1995]',0.002,0.002,0.002,90.000,23.910,0.323
'[12:45:39.154 22/05/1995]',0.002,0.002,0.002,90.000,23.910,0.323
'[12:45:39.156 22/05/1995]',0.002,0.002,0.002,90.000,23.910,0.323
'[12:45:39.158 22/05/1995]',0.002,0.002,0.002,90.000,23.910,0.323
'[12:45:39.160 22/05/1995]',0.002,0.002,0.002,88.937,23.734,0.327
'[12:45:39.162 22/05/1995]',0.002,0.002,0.002,88.937,23.734,0.327
'[12:45:39.164 22/05/1995]',0.002,0.002,0.002,88.937,23.734,0.327
'[12:45:39.166 22/05/1995]',0.002,0.002,0.002,88.937,23.734,0.327
'[12:45:39.168 22/05/1995]',0.002,0.002,0.002,88.280,23.434,0.331
'[12:45:39.170 22/05/1995]',0.002,0.002,0.002,88.280,23.434,0.331
'[12:45:39.172 22/05/1995]',0.002,0.002,0.002,88.280,23.434,0.331
'[12:45:39.174 22/05/1995]',0.002,0.002,0.002,88.280,23.434,0.331
'[12:45:39.176 22/05/1995]',0.002,0.002,0.002,88.229,23.208,0.334
'[12:45:39.178 22/05/1995]',0.002,0.002,0.002,88.229,23.208,0.334
'[12:45:39.180 22/05/1995]',0.002,0.002,0.002,88.229,23.208,0.334
'[12:45:39.182 22/05/1995]',0.002,0.002,0.002,88.229,23.208,0.334
'[12:45:39.184 22/05/1995]',0.002,0.002,0.002,88.685,23.158,0.338
'[12:45:39.186 22/05/1995]',0.019,0.002,0.002,88.685,23.158,0.338
'[12:45:39.188 22/05/1995]',0.002,-0.017,0.002,88.685,23.158,0.338
'[12:45:39.190 22/05/1995]',0.002,-0.017,0.002,88.685,23.158,0.338
'[12:45:39.192 22/05/1995]',0.002,-0.017,0.002,89.646,23.434,0.341
'[12:45:39.194 22/05/1995]',0.002,0.002,0.002,89.646,23.434,0.341
'[12:45:39.196 22/05/1995]',0.019,0.002,0.002,89.646,23.434,0.341
'[12:45:39.198 22/05/1995]',0.002,0.002,0.002,89.646,23.434,0.341
'[12:45:39.200 22/05/1995]',0.019,-0.017,0.002,91.163,23.910,0.343
'[12:45:39.202 22/05/1995]',0.002,0.002,0.002,91.163,23.910,0.343
'[12:45:39.204 22/05/1995]',0.019,0.002,0.002,91.163,23.910,0.343
'[12:45:39.206 22/05/1995]',0.019,0.002,0.002,91.163,23.910,0.343
'[12:45:39.208 22/05/1995]',0.002,0.002,0.002,93.389,24.135,0.345
'[12:45:39.210 22/05/1995]',0.002,0.002,0.002,93.389,24.135,0.345
'[12:45:39.212 22/05/1995]',0.019,0.002,0.002,93.389,24.135,0.345
'[12:45:39.214 22/05/1995]',0.002,0.002,0.002,93.389,24.135,0.345
'[12:45:39.216 22/05/1995]',0.002,0.002,0.002,96.172,23.910,0.348
'[12:45:39.218 22/05/1995]',0.002,0.002,0.002,96.172,23.910,0.348
'[12:45:39.220 22/05/1995]',0.002,0.002,0.002,96.172,23.910,0.348
'[12:45:39.222 22/05/1995]',0.002,0.002,0.002,96.172,23.910,0.348
'[12:45:39.224 22/05/1995]',0.002,0.002,0.002,99.460,23.333,0.352
'[12:45:39.226 22/05/1995]',0.002,0.002,0.002,99.460,23.333,0.352
'[12:45:39.228 22/05/1995]',0.002,0.002,0.002,99.460,23.333,0.352
'[12:45:39.230 22/05/1995]',0.002,0.002,0.002,99.460,23.333,0.352
'[12:45:39.232 22/05/1995]',0.019,0.002,0.002,103.406,22.732,0.356
'[12:45:39.234 22/05/1995]',0.019,0.002,0.002,103.406,22.732,0.356
'[12:45:39.236 22/05/1995]',0.019,0.002,0.002,103.406,22.732,0.356
'[12:45:39.238 22/05/1995]',0.019,0.002,0.002,103.406,22.732,0.356
'[12:45:39.240 22/05/1995]',0.019,0.002,0.002,107.808,22.607,0.360
'[12:45:39.242 22/05/1995]',0.036,0.002,0.002,107.808,22.607,0.360
'[12:45:39.244 22/05/1995]',0.054,-0.017,0.002,107.808,22.607,0.360
'[12:45:39.246 22/05/1995]',0.054,-0.017,0.002,107.808,22.607,0.360
'[12:45:39.248 22/05/1995]',0.072,-0.036,0.002,112.512,23.158,0.364
'[12:45:39.250 22/05/1995]',0.072,-0.055,-0.016,112.512,23.158,0.364
'[12:45:39.252 22/05/1995]',0.072,-0.055,-0.016,112.512,23.158,0.364
'[12:45:39.254 22/05/1995]',0.090,-0.055,-0.034,112.512,23.158,0.364
'[12:45:39.256 22/05/1995]',0.090,-0.055,-0.034,117.521,23.910,0.368
'[12:45:39.258 22/05/1995]',0.072,-0.073,-0.034,117.521,23.910,0.368
'[12:45:39.260 22/05/1995]',0.072,-0.073,-0.034,117.521,23.910,0.368
'[12:45:39.262 22/05/1995]',0.090,-0.073,-0.034,117.521,23.910,0.368
'[12:45:39.264 22/05/1995]',0.090,-0.073,-0.034,122.479,24.211,0.372
'[12:45:39.266 22/05/1995]',0.072,-0.073,-0.034,122.479,24.211,0.372
'[12:45:39.268 22/05/1995]',0.072,-0.073,-0.034,122.479,24.211,0.372
'[12:45:39.270 22/05/1995]',0.072,-0.073,-0.016,122.479,24.211,0.372
'[12:45:39.272 22/05/1995]',0.072,-0.073,-0.016,127.538,23.860,0.377
'[12:45:39.274 22/05/1995]',0.054,-0.055,-0.016,127.538,23.860,0.377
'[12:45:39.276 22/05/1995]',0.054,-0.055,-0.016,127.538,23.860,0.377
'[12:45:39.278 22/05/1995]',0.054,-0.055,-0.016,127.538,23.860,0.377
'[12:45:39.280 22/05/1995]',0.054,-0.055,-0.016,132.445,23.083,0.381
'[12:45:39.282 22/05/1995]',0.054,-0.055,-0.016,132.445,23.083,0.381
'[12:45:39.284 22/05/1995]',0.054,-0.055,-0.016,132.445,23.083,0.381
'[12:45:39.286 22/05/1995]',0.036,-0.036,-0.016,132.445,23.083,0.381
'[12:45:39.288 22/05/1995]',0.036,-0.036,-0.016,137.150,22.381,0.386
'[12:45:39.290 22/05/1995]',0.019,-0.036,0.002,137.150,22.381,0.386
'[12:45:39.292 22/05/1995]',0.019,-0.036,0.002,137.150,22.381,0.386
'[12:45:39.294 22/05/1995]',0.019,-0.036,0.002,137.150,22.381,0.386
'[12:45:39.296 22/05/1995]',0.019,-0.017,0.002,141.349,21.905,0.391
'[12:45:39.298 22/05/1995]',0.019,-0.017,0.002,141.349,21.905,0.391
'[12:45:39.300 22/05/1995]',0.002,-0.017,0.002,141.349,21.905,0.391
'[12:45:39.302 22/05/1995]',0.002,-0.017,0.002,141.349,21.905,0.391
'[12:45:39.304 22/05/1995]',0.002,-0.017,0.002,144.991,21.855,0.396
'[12:45:39.306 22/05/1995]',0.002,-0.017,0.002,144.991,21.855,0.396
'[12:45:39.308 22/05/1995]',0.002,-0.017,0.002,144.991,21.855,0.396
'[12:45:39.310 22/05/1995]',0.002,-0.017,0.002,144.991,21.855,0.396
'[12:45:39.312 22/05/1995]',0.002,-0.017,0.002,148.077,21.905,0.401
'[12:45:39.314 22/05/1995]',0.002,-0.036,0.002,148.077,21.905,0.401
'[12:45:39.316 22/05/1995]',0.002,-0.017,0.002,148.077,21.905,0.401
'[12:45:39.318 22/05/1995]',0.019,-0.017,0.002,148.077,21.905,0.401
'[12:45:39.320 22/05/1995]',0.002,-0.036,0.002,150.506,21.805,0.406
'[12:45:39.322 22/05/1995]',0.002,-0.017,0.002,150.506,21.805,0.406
'[12:45:39.324 22/05/1995]',0.002,-0.017,0.002,150.506,21.805,0.406
'[12:45:39.326 22/05/1995]',0.002,-0.017,0.002,150.506,21.805,0.406
'[12:45:39.328 22/05/1995]',0.002,-0.017,0.002,152.377,21.328,0.411
'[12:45:39.330 22/05/1995]',0.002,-0.017,0.002,152.377,21.328,0.411
'[12:45:39.332 22/05/1995]',0.002,-0.017,0.002,152.377,21.328,0.411
'[12:45:39.334 22/05/1995]',0.002,-0.017,0.002,152.377,21.328,0.411
'[12:45:39.336 22/05/1995]',0.002,-0.017,0.002,153.541,20.802,0.417
'[12:45:39.338 22/05/1995]',0.002,-0.017,0.002,153.541,20.802,0.417
'[12:45:39.340 22/05/1995]',0.002,-0.036,0.002,153.541,20.802,0.417
'[12:45:39.342 22/05/1995]',0.002,-0.036,0.002,153.541,20.802,0.417
'[12:45:39.344 22/05/1995]',0.002,-0.017,0.002,154.047,20.451,0.422
'[12:45:39.346 22/05/1995]',0.002,-0.017,0.002,154.047,20.451,0.422
'[12:45:39.348 22/05/1995]',0.002,-0.017,0.002,154.047,20.451,0.422
'[12:45:39.350 22/05/1995]',0.002,0.002,0.002,154.047,20.451,0.422
'[12:45:39.352 22/05/1995]',-0.016,0.038,0.018,153.895,20.501,0.428
'[12:45:39.354 22/05/1995]',-0.070,0.076,0.036,153.895,20.501,0.428
'[12:45:39.356 22/05/1995]',-0.105,0.113,0.071,153.895,20.501,0.428
'[12:45:39.358 22/05/1995]',-0.123,0.151,0.089,153.895,20.501,0.428
'[12:45:39.360 22/05/1995]',-0.141,0.151,0.089,153.136,21.028,0.434
'[12:45:39.362 22/05/1995]',-0.123,0.132,0.071,153.136,21.028,0.434
'[12:45:39.364 22/05/1995]',-0.105,0.095,0.054,153.136,21.028,0.434
'[12:45:39.366 22/05/1995]',-0.070,0.038,0.018,153.136,21.028,0.434
'[12:45:39.368 22/05/1995]',-0.016,0.002,0.002,151.821,21.805,0.440
'[12:45:39.370 22/05/1995]',0.019,-0.055,-0.016,151.821,21.805,0.440
'[12:45:39.372 22/05/1995]',0.108,-0.167,-0.069,151.821,21.805,0.440
'[12:45:39.374 22/05/1995]',0.233,-0.298,-0.139,151.821,21.805,0.440
'[12:45:39.376 22/05/1995]',0.357,-0.448,-0.192,149.747,22.155,0.445
'[12:45:39.378 22/05/1995]',0.500,-0.597,-0.262,149.747,22.155,0.445
'[12:45:39.380 22/05/1995]',0.642,-0.766,-0.314,149.747,22.155,0.445
'[12:45:39.382 22/05/1995]',0.837,-0.990,-0.402,149.747,22.155,0.445
'[12:45:39.384 22/05/1995]',1.050,-1.251,-0.525,146.813,21.729,0.449
'[12:45:39.386 22/05/1995]',1.211,-1.457,-0.613,146.813,21.729,0.449
'[12:45:39.388 22/05/1995]',1.229,-1.494,-0.648,146.813,21.729,0.449
'[12:45:39.390 22/05/1995]',1.139,-1.419,-0.630,146.813,21.729,0.449
'[12:45:39.392 22/05/1995]',0.980,-1.270,-0.578,142.867,20.627,0.454
'[12:45:39.394 22/05/1995]',0.749,-0.990,-0.507,142.867,20.627,0.454
'[12:45:39.396 22/05/1995]',0.534,-0.728,-0.455,142.867,20.627,0.454
'[12:45:39.398 22/05/1995]',0.375,-0.540,-0.385,142.867,20.627,0.454
'[12:45:39.400 22/05/1995]',0.268,-0.410,-0.350,138.060,19.574,0.458
'[12:45:39.402 22/05/1995]',0.215,-0.354,-0.314,138.060,19.574,0.458
'[12:45:39.404 22/05/1995]',0.161,-0.335,-0.297,138.060,19.574,0.458
'[12:45:39.406 22/05/1995]',0.144,-0.298,-0.262,138.060,19.574,0.458
'[12:45:39.408 22/05/1995]',0.126,-0.279,-0.227,132.293,19.624,0.461
'[12:45:39.410 22/05/1995]',0.108,-0.242,-0.192,132.293,19.624,0.461
'[12:45:39.412 22/05/1995]',0.090,-0.205,-0.157,132.293,19.624,0.461
'[12:45:39.414 22/05/1995]',0.054,-0.148,-0.104,132.293,19.624,0.461
'[12:45:39.416 22/05/1995]',0.019,-0.111,-0.069,125.818,20.902,0.464
'[12:45:39.418 22/05/1995]',0.002,-0.073,-0.051,125.818,20.902,0.464
'[12:45:39.420 22/05/1995]',0.002,-0.036,-0.016,125.818,20.902,0.464
'[12:45:39.422 22/05/1995]',-0.016,0.002,0.002,125.818,20.902,0.464
'[12:45:39.424 22/05/1995]',-0.034,0.020,0.002,118.786,22.155,0.467
'[12:45:39.426 22/05/1995]',-0.052,0.038,0.018,118.786,22.155,0.467
'[12:45:39.428 22/05/1995]',-0.070,0.057,0.018,118.786,22.155,0.467
'[12:45:39.430 22/05/1995]',-0.070,0.076,0.036,118.786,22.155,0.467
'[12:45:39.432 22/05/1995]',-0.088,0.095,0.036,111.652,21.980,0.469
'[12:45:39.434 22/05/1995]',-0.088,0.095,0.054,111.652,21.980,0.469
'[12:45:39.436 22/05/1995]',-0.088,0.113,0.054,111.652,21.980,0.469
'[12:45:39.438 22/05/1995]',-0.088,0.132,0.054,111.652,21.980,0.469
'[12:45:39.440 22/05/1995]',-0.088,0.132,0.054,104.469,20.627,0.471
'[12:45:39.442 22/05/1995]',-0.105,0.132,0.054,104.469,20.627,0.471
'[12:45:39.444 22/05/1995]',-0.105,0.132,0.071,104.469,20.627,0.471
'[12:45:39.446 22/05/1995]',-0.105,0.132,0.071,104.469,20.627,0.471
'[12:45:39.448 22/05/1995]',-0.105,0.132,0.071,97.487,19.624,0.474
'[12:45:39.450 22/05/1995]',-0.105,0.132,0.071,97.487,19.624,0.474
'[12:45:39.452 22/05/1995]',-0.105,0.132,0.071,97.487,19.624,0.474
'[12:45:39.454 22/05/1995]',-0.105,0.132,0.071,97.487,19.624,0.474
'[12:45:39.456 22/05/1995]',-0.105,0.132,0.071,90.809,19.449,0.476
'[12:45:39.458 22/05/1995]',-0.105,0.132,0.071,90.809,19.449,0.476
'[12:45:39.460 22/05/1995]',-0.105,0.132,0.071,90.809,19.449,0.476
'[12:45:39.462 22/05/1995]',-0.105,0.132,0.071,90.809,19.449,0.476
'[12:45:39.464 22/05/1995]',-0.105,0.132,0.071,84.587,19.925,0.478
'[12:45:39.466 22/05/1995]',-0.105,0.151,0.071,84.587,19.925,0.478
'[12:45:39.468 22/05/1995]',-0.105,0.151,0.071,84.587,19.925,0.478
'[12:45:39.470 22/05/1995]',-0.105,0.151,0.089,84.587,19.925,0.478
'[12:45:39.472 22/05/1995]',-0.105,0.151,0.089,78.870,20.902,0.480
'[12:45:39.474 22/05/1995]',-0.105,0.151,0.071,78.870,20.902,0.480
'[12:45:39.476 22/05/1995]',-0.105,0.151,0.089,78.870,20.902,0.480
'[12:45:39.478 22/05/1995]',-0.105,0.151,0.089,78.870,20.902,0.480
'[12:45:39.480 22/05/1995]',-0.105,0.132,0.089,73.558,22.431,0.482
'[12:45:39.482 22/05/1995]',-0.105,0.151,0.071,73.558,22.431,0.482
'[12:45:39.484 22/05/1995]',-0.105,0.132,0.071,73.558,22.431,0.482
'[12:45:39.486 22/05/1995]',-0.105,0.132,0.071,73.558,22.431,0.482
'[12:45:39.488 22/05/1995]',-0.088,0.132,0.071,68.752,23.910,0.484
'[12:45:39.490 22/05/1995]',-0.105,0.132,0.071,68.752,23.910,0.484
'[12:45:39.492 22/05/1995]',-0.105,0.132,0.071,68.752,23.910,0.484
'[12:45:39.494 22/05/1995]',-0.105,0.132,0.071,68.752,23.910,0.484
'[12:45:39.496 22/05/1995]',-0.105,0.132,0.071,64.553,24.211,0.486
'[12:45:39.498 22/05/1995]',-0.105,0.132,0.071,64.553,24.211,0.486
'[12:45:39.500 22/05/1995]',-0.105,0.132,0.071,64.553,24.211,0.486
'[12:45:39.502 22/05/1995]',-0.105,0.132,0.071,64.553,24.211,0.486
'[12:45:39.504 22/05/1995]',-0.105,0.132,0.071,60.809,23.033,0.486
'[12:45:39.506 22/05/1995]',-0.105,0.132,0.089,60.809,23.033,0.486
'[12:45:39.508 22/05/1995]',-0.105,0.132,0.089,60.809,23.033,0.486
'[12:45:39.510 22/05/1995]',-0.105,0.132,0.071,60.809,23.033,0.486
'[12:45:39.512 22/05/1995]',-0.105,0.132,0.089,57.572,21.805,0.484
'[12:45:39.514 22/05/1995]',-0.105,0.132,0.089,57.572,21.805,0.484
'[12:45:39.516 22/05/1995]',-0.105,0.132,0.089,57.572,21.805,0.484
'[12:45:39.518 22/05/1995]',-0.105,0.151,0.089,57.572,21.805,0.484
'[12:45:39.520 22/05/1995]',-0.105,0.132,0.089,55.143,22.556,0.482
'[12:45:39.522 22/05/1995]',-0.105,0.132,0.089,55.143,22.556,0.482
'[12:45:39.524 22/05/1995]',-0.105,0.132,0.089,55.143,22.556,0.482
'[12:45:39.526 22/05/1995]',-0.105,0.132,0.089,55.143,22.556,0.482
'[12:45:39.528 22/05/1995]',-0.105,0.132,0.089,53.676,25.313,0.479
'[12:45:39.530 22/05/1995]',-0.105,0.132,0.089,53.676,25.313,0.479
'[12:45:39.532 22/05/1995]',-0.105,0.132,0.089,53.676,25.313,0.479
'[12:45:39.534 22/05/1995]',-0.105,0.132,0.089,53.676,25.313,0.479
'[12:45:39.536 22/05/1995]',-0.105,0.132,0.089,53.170,28.496,0.477
'[12:45:39.538 22/05/1995]',-0.105,0.132,0.089,53.170,28.496,0.477
'[12:45:39.540 22/05/1995]',-0.105,0.132,0.089,53.170,28.496,0.477
'[12:45:39.542 22/05/1995]',-0.105,0.132,0.089,53.170,28.496,0.477
'[12:45:39.544 22/05/1995]',-0.105,0.132,0.089,53.929,30.602,0.475
'[12:45:39.546 22/05/1995]',-0.105,0.132,0.089,53.929,30.602,0.475
'[12:45:39.548 22/05/1995]',-0.105,0.132,0.089,53.929,30.602,0.475
'[12:45:39.550 22/05/1995]',-0.105,0.132,0.089,53.929,30.602,0.475
'[12:45:39.552 22/05/1995]',-0.105,0.132,0.071,56.104,31.429,0.473
'[12:45:39.554 22/05/1995]',-0.105,0.132,0.089,56.104,31.429,0.473
'[12:45:39.556 22/05/1995]',-0.105,0.132,0.089,56.104,31.429,0.473
'[12:45:39.558 22/05/1995]',-0.105,0.151,0.089,56.104,31.429,0.473
'[12:45:39.560 22/05/1995]',-0.123,0.151,0.089,59.241,31.604,0.471
'[12:45:39.562 22/05/1995]',-0.123,0.151,0.089,59.241,31.604,0.471
'[12:45:39.564 22/05/1995]',-0.123,0.151,0.089,59.241,31.604,0.471
'[12:45:39.566 22/05/1995]',-0.123,0.151,0.089,59.241,31.604,0.471
