'Time and date','MCL1 ','II ','V ','ABP ','PAP ','PLETH ','RESP '
'[14:00:13.780 04/04/1995]',-0.068,-0.080,0.043,46.350,14.548,0.000,-0.518
'[14:00:13.782 04/04/1995]',-0.062,-0.080,0.043,46.350,14.548,0.000,-0.518
'[14:00:13.784 04/04/1995]',-0.062,-0.089,0.043,46.200,16.307,0.000,-0.518
'[14:00:13.786 04/04/1995]',-0.062,-0.089,0.043,46.200,16.307,0.000,-0.518
'[14:00:13.788 04/04/1995]',-0.062,-0.080,0.056,46.200,16.307,0.000,-0.518
'[14:00:13.790 04/04/1995]',-0.062,-0.080,0.043,46.200,16.307,0.000,-0.518
'[14:00:13.792 04/04/1995]',-0.062,-0.080,0.043,46.000,18.241,0.000,-0.519
'[14:00:13.794 04/04/1995]',-0.062,-0.080,0.043,46.000,18.241,0.000,-0.519
'[14:00:13.796 04/04/1995]',-0.062,-0.080,0.043,46.000,18.241,0.000,-0.519
'[14:00:13.798 04/04/1995]',-0.062,-0.080,0.043,46.000,18.241,0.000,-0.519
'[14:00:13.800 04/04/1995]',-0.062,-0.089,0.043,45.750,20.251,0.000,-0.519
'[14:00:13.802 04/04/1995]',-0.062,-0.080,0.043,45.750,20.251,0.000,-0.519
'[14:00:13.804 04/04/1995]',-0.056,-0.080,0.043,45.750,20.251,0.000,-0.519
'[14:00:13.806 04/04/1995]',-0.056,-0.080,0.037,45.750,20.251,0.000,-0.519
'[14:00:13.808 04/04/1995]',-0.056,-0.080,0.037,45.550,22.085,0.000,-0.520
'[14:00:13.810 04/04/1995]',-0.062,-0.080,0.037,45.550,22.085,0.000,-0.520
'[14:00:13.812 04/04/1995]',-0.062,-0.071,0.037,45.550,22.085,0.000,-0.520
'[14:00:13.814 04/04/1995]',-0.056,-0.071,0.031,45.550,22.085,0.000,-0.520
'[14:00:13.816 04/04/1995]',-0.056,-0.062,0.037,45.300,23.618,0.000,-0.521
'[14:00:13.818 04/04/1995]',-0.056,-0.071,0.037,45.300,23.618,0.000,-0.521
'[14:00:13.820 04/04/1995]',-0.056,-0.071,0.037,45.300,23.618,0.000,-0.521
'[14:00:13.822 04/04/1995]',-0.056,-0.062,0.037,45.300,23.618,0.000,-0.521
'[14:00:13.824 04/04/1995]',-0.056,-0.062,0.037,45.050,24.724,0.000,-0.522
'[14:00:13.826 04/04/1995]',-0.056,-0.053,0.031,45.050,24.724,0.000,-0.522
'[14:00:13.828 04/04/1995]',-0.056,-0.062,0.031,45.050,24.724,0.000,-0.522
'[14:00:13.830 04/04/1995]',-0.056,-0.053,0.031,45.050,24.724,0.000,-0.522
'[14:00:13.832 04/04/1995]',-0.043,-0.053,0.031,44.900,25.503,0.000,-0.523
'[14:00:13.834 04/04/1995]',-0.043,-0.053,0.031,44.900,25.503,0.000,-0.523
'[14:00:13.836 04/04/1995]',-0.056,-0.053,0.031,44.900,25.503,0.000,-0.523
'[14:00:13.838 04/04/1995]',-0.043,-0.053,0.019,44.900,25.503,0.000,-0.523
'[14:00:13.840 04/04/1995]',-0.043,-0.035,0.019,44.850,25.955,0.000,-0.524
'[14:00:13.842 04/04/1995]',-0.043,-0.035,0.013,44.850,25.955,0.000,-0.524
'[14:00:13.844 04/04/1995]',-0.043,-0.035,0.013,44.850,25.955,0.000,-0.524
'[14:00:13.846 04/04/1995]',-0.043,-0.026,0.013,44.850,25.955,0.000,-0.524
'[14:00:13.848 04/04/1995]',-0.043,-0.026,0.006,44.850,26.206,0.000,-0.524
'[14:00:13.850 04/04/1995]',-0.043,-0.026,0.013,44.850,26.206,0.000,-0.524
'[14:00:13.852 04/04/1995]',-0.043,-0.026,0.006,44.850,26.206,0.000,-0.524
'[14:00:13.854 04/04/1995]',-0.043,-0.017,0.006,44.850,26.206,0.000,-0.524
'[14:00:13.856 04/04/1995]',-0.043,-0.017,0.006,44.850,26.131,0.000,-0.525
'[14:00:13.858 04/04/1995]',-0.043,-0.008,0.006,44.850,26.131,0.000,-0.525
'[14:00:13.860 04/04/1995]',-0.037,0.001,0.006,44.850,26.131,0.000,-0.525
'[14:00:13.862 04/04/1995]',-0.037,0.001,0.006,44.850,26.131,0.000,-0.525
'[14:00:13.864 04/04/1995]',-0.037,0.001,0.001,44.950,25.854,0.000,-0.525
'[14:00:13.866 04/04/1995]',-0.037,0.001,0.001,44.950,25.854,0.000,-0.525
'[14:00:13.868 04/04/1995]',-0.037,0.001,0.001,44.950,25.854,0.000,-0.525
'[14:00:13.870 04/04/1995]',-0.037,0.001,0.001,44.950,25.854,0.000,-0.525
'[14:00:13.872 04/04/1995]',-0.043,0.001,0.001,45.100,25.025,0.000,-0.524
'[14:00:13.874 04/04/1995]',-0.037,0.001,0.001,45.100,25.025,0.000,-0.524
'[14:00:13.876 04/04/1995]',-0.056,0.001,-0.006,45.100,25.025,0.000,-0.524
'[14:00:13.878 04/04/1995]',-0.037,0.009,-0.006,45.100,25.025,0.000,-0.524
'[14:00:13.880 04/04/1995]',-0.043,0.009,-0.006,45.600,23.543,0.000,-0.524
'[14:00:13.882 04/04/1995]',-0.037,0.009,-0.006,45.600,23.543,0.000,-0.524
'[14:00:13.884 04/04/1995]',-0.037,0.009,-0.006,45.600,23.543,0.000,-0.524
'[14:00:13.886 04/04/1995]',-0.043,0.018,-0.006,45.600,23.543,0.000,-0.524
'[14:00:13.888 04/04/1995]',-0.037,0.018,-0.006,46.400,21.834,0.000,-0.523
'[14:00:13.890 04/04/1995]',-0.037,0.018,-0.006,46.400,21.834,0.000,-0.523
'[14:00:13.892 04/04/1995]',-0.037,0.027,-0.006,46.400,21.834,0.000,-0.523
'[14:00:13.894 04/04/1995]',-0.037,0.027,-0.006,46.400,21.834,0.000,-0.523
'[14:00:13.896 04/04/1995]',-0.037,0.027,-0.012,48.000,20.477,0.000,-0.523
'[14:00:13.898 04/04/1995]',-0.037,0.027,-0.018,48.000,20.477,0.000,-0.523
'[14:00:13.900 04/04/1995]',-0.037,0.027,-0.012,48.000,20.477,0.000,-0.523
'[14:00:13.902 04/04/1995]',-0.037,0.027,-0.012,48.000,20.477,0.000,-0.523
'[14:00:13.904 04/04/1995]',-0.037,0.027,-0.012,50.750,19.774,0.000,-0.523
'[14:00:13.906 04/04/1995]',-0.037,0.036,-0.012,50.750,19.774,0.000,-0.523
'[14:00:13.908 04/04/1995]',-0.043,0.036,-0.012,50.750,19.774,0.000,-0.523
'[14:00:13.910 04/04/1995]',-0.031,0.036,-0.012,50.750,19.774,0.000,-0.523
'[14:00:13.912 04/04/1995]',-0.037,0.036,-0.012,54.900,19.598,0.000,-0.524
'[14:00:13.914 04/04/1995]',-0.037,0.036,-0.012,54.900,19.598,0.000,-0.524
'[14:00:13.916 04/04/1995]',-0.031,0.036,-0.012,54.900,19.598,0.000,-0.524
'[14:00:13.918 04/04/1995]',-0.031,0.045,-0.012,54.900,19.598,0.000,-0.524
'[14:00:13.920 04/04/1995]',-0.031,0.045,-0.006,60.500,19.724,0.000,-0.524
'[14:00:13.922 04/04/1995]',-0.031,0.045,-0.012,60.500,19.724,0.000,-0.524
'[14:00:13.924 04/04/1995]',-0.037,0.045,-0.012,60.500,19.724,0.000,-0.524
'[14:00:13.926 04/04/1995]',-0.037,0.045,-0.018,60.500,19.724,0.000,-0.524
'[14:00:13.928 04/04/1995]',-0.037,0.045,-0.012,67.000,19.950,0.000,-0.525
'[14:00:13.930 04/04/1995]',-0.037,0.054,-0.012,67.000,19.950,0.000,-0.525
'[14:00:13.932 04/04/1995]',-0.031,0.045,-0.012,67.000,19.950,0.000,-0.525
'[14:00:13.934 04/04/1995]',-0.037,0.045,-0.012,67.000,19.950,0.000,-0.525
'[14:00:13.936 04/04/1995]',-0.037,0.045,-0.012,73.800,20.477,0.000,-0.525
'[14:00:13.938 04/04/1995]',-0.037,0.045,-0.012,73.800,20.477,0.000,-0.525
'[14:00:13.940 04/04/1995]',-0.037,0.054,-0.018,73.800,20.477,0.000,-0.525
'[14:00:13.942 04/04/1995]',-0.037,0.045,-0.018,73.800,20.477,0.000,-0.525
'[14:00:13.944 04/04/1995]',-0.037,0.054,-0.012,79.950,21.206,0.000,-0.526
'[14:00:13.946 04/04/1995]',-0.037,0.054,-0.018,79.950,21.206,0.000,-0.526
'[14:00:13.948 04/04/1995]',-0.037,0.054,-0.018,79.950,21.206,0.000,-0.526
'[14:00:13.950 04/04/1995]',-0.037,0.045,-0.012,79.950,21.206,0.000,-0.526
'[14:00:13.952 04/04/1995]',-0.037,0.054,-0.012,84.950,21.834,0.000,-0.527
'[14:00:13.954 04/04/1995]',-0.037,0.054,-0.012,84.950,21.834,0.000,-0.527
'[14:00:13.956 04/04/1995]',-0.037,0.054,-0.012,84.950,21.834,0.000,-0.527
'[14:00:13.958 04/04/1995]',-0.037,0.054,-0.012,84.950,21.834,0.000,-0.527
'[14:00:13.960 04/04/1995]',-0.037,0.054,-0.012,88.600,22.362,0.000,-0.528
'[14:00:13.962 04/04/1995]',-0.037,0.063,-0.012,88.600,22.362,0.000,-0.528
'[14:00:13.964 04/04/1995]',-0.037,0.054,-0.012,88.600,22.362,0.000,-0.528
'[14:00:13.966 04/04/1995]',-0.037,0.054,-0.012,88.600,22.362,0.000,-0.528
'[14:00:13.968 04/04/1995]',-0.037,0.054,-0.012,90.850,22.915,0.000,-0.528
'[14:00:13.970 04/04/1995]',-0.037,0.054,-0.012,90.850,22.915,0.000,-0.528
'[14:00:13.972 04/04/1995]',-0.037,0.045,-0.012,90.850,22.915,0.000,-0.528
'[14:00:13.974 04/04/1995]',-0.037,0.045,-0.012,90.850,22.915,0.000,-0.528
'[14:00:13.976 04/04/1995]',-0.037,0.054,-0.012,92.050,23.367,0.000,-0.529
'[14:00:13.978 04/04/1995]',-0.037,0.045,-0.012,92.050,23.367,0.000,-0.529
'[14:00:13.980 04/04/1995]',-0.037,0.045,-0.012,92.050,23.367,0.000,-0.529
'[14:00:13.982 04/04/1995]',-0.037,0.045,-0.012,92.050,23.367,0.000,-0.529
'[14:00:13.984 04/04/1995]',-0.037,0.045,-0.012,92.550,23.844,0.000,-0.529
'[14:00:13.986 04/04/1995]',-0.037,0.045,-0.006,92.550,23.844,0.000,-0.529
'[14:00:13.988 04/04/1995]',-0.037,0.045,-0.012,92.550,23.844,0.000,-0.529
'[14:00:13.990 04/04/1995]',-0.037,0.045,-0.012,92.550,23.844,0.000,-0.529
'[14:00:13.992 04/04/1995]',-0.037,0.045,-0.012,92.550,24.070,0.000,-0.529
'[14:00:13.994 04/04/1995]',-0.037,0.045,-0.006,92.550,24.070,0.000,-0.529
'[14:00:13.996 04/04/1995]',-0.031,0.036,-0.006,92.550,24.070,0.000,-0.529
'[14:00:13.998 04/04/1995]',-0.031,0.036,-0.012,92.550,24.070,0.000,-0.529
'[14:00:14.000 04/04/1995]',-0.031,0.036,-0.006,92.250,24.070,0.000,-0.529
'[14:00:14.002 04/04/1995]',-0.031,0.027,-0.012,92.250,24.070,0.000,-0.529
'[14:00:14.004 04/04/1995]',-0.031,0.027,-0.012,92.250,24.070,0.000,-0.529
'[14:00:14.006 04/04/1995]',-0.031,0.027,-0.006,92.250,24.070,0.000,-0.529
'[14:00:14.008 04/04/1995]',-0.031,0.027,-0.012,91.650,23.894,0.000,-0.529
'[14:00:14.010 04/04/1995]',-0.031,0.027,-0.012,91.650,23.894,0.000,-0.529
'[14:00:14.012 04/04/1995]',-0.031,0.027,-0.006,91.650,23.894,0.000,-0.529
'[14:00:14.014 04/04/1995]',-0.031,0.027,-0.006,91.650,23.894,0.000,-0.529
'[14:00:14.016 04/04/1995]',-0.018,0.027,-0.006,90.850,23.668,0.000,-0.529
'[14:00:14.018 04/04/1995]',-0.018,0.027,-0.006,90.850,23.668,0.000,-0.529
'[14:00:14.020 04/04/1995]',-0.031,0.018,-0.006,90.850,23.668,0.000,-0.529
'[14:00:14.022 04/04/1995]',-0.031,0.018,-0.006,90.850,23.668,0.000,-0.529
'[14:00:14.024 04/04/1995]',-0.018,0.027,-0.006,89.700,23.266,0.000,-0.529
'[14:00:14.026 04/04/1995]',-0.018,0.018,-0.006,89.700,23.266,0.000,-0.529
'[14:00:14.028 04/04/1995]',-0.018,0.018,-0.006,89.700,23.266,0.000,-0.529
'[14:00:14.030 04/04/1995]',-0.018,0.018,-0.006,89.700,23.266,0.000,-0.529
'[14:00:14.032 04/04/1995]',-0.018,0.018,-0.006,88.300,22.839,0.000,-0.529
'[14:00:14.034 04/04/1995]',-0.018,0.018,-0.006,88.300,22.839,0.000,-0.529
'[14:00:14.036 04/04/1995]',-0.018,0.018,-0.012,88.300,22.839,0.000,-0.529
'[14:00:14.038 04/04/1995]',-0.018,0.018,-0.006,88.300,22.839,0.000,-0.529
'[14:00:14.040 04/04/1995]',-0.018,0.018,-0.006,86.600,22.437,0.000,-0.529
'[14:00:14.042 04/04/1995]',-0.018,0.018,-0.006,86.600,22.437,0.000,-0.529
'[14:00:14.044 04/04/1995]',-0.018,0.018,-0.006,86.600,22.437,0.000,-0.529
'[14:00:14.046 04/04/1995]',-0.018,0.018,-0.006,86.600,22.437,0.000,-0.529
'[14:00:14.048 04/04/1995]',-0.018,0.009,-0.006,84.600,22.136,0.000,-0.529
'[14:00:14.050 04/04/1995]',-0.018,0.009,-0.006,84.600,22.136,0.000,-0.529
'[14:00:14.052 04/04/1995]',-0.012,0.018,-0.006,84.600,22.136,0.000,-0.529
'[14:00:14.054 04/04/1995]',-0.012,0.009,-0.006,84.600,22.136,0.000,-0.529
'[14:00:14.056 04/04/1995]',-0.018,0.009,0.001,82.350,21.960,0.000,-0.530
'[14:00:14.058 04/04/1995]',-0.018,0.009,-0.006,82.350,21.960,0.000,-0.530
'[14:00:14.060 04/04/1995]',-0.018,0.018,-0.006,82.350,21.960,0.000,-0.530
'[14:00:14.062 04/04/1995]',-0.018,0.009,-0.006,82.350,21.960,0.000,-0.530
'[14:00:14.064 04/04/1995]',-0.018,0.009,-0.006,79.850,21.834,0.000,-0.531
'[14:00:14.066 04/04/1995]',-0.012,0.009,-0.006,79.850,21.834,0.000,-0.531
'[14:00:14.068 04/04/1995]',-0.018,0.009,-0.006,79.850,21.834,0.000,-0.531
'[14:00:14.070 04/04/1995]',-0.018,0.009,0.001,79.850,21.834,0.000,-0.531
'[14:00:14.072 04/04/1995]',-0.012,0.009,-0.006,77.250,21.784,0.000,-0.532
'[14:00:14.074 04/04/1995]',-0.018,0.009,-0.006,77.250,21.784,0.000,-0.532
'[14:00:14.076 04/04/1995]',-0.018,0.009,-0.006,77.250,21.784,0.000,-0.532
'[14:00:14.078 04/04/1995]',-0.018,0.001,-0.006,77.250,21.784,0.000,-0.532
'[14:00:14.080 04/04/1995]',-0.012,0.009,-0.006,74.500,21.834,0.000,-0.534
'[14:00:14.082 04/04/1995]',-0.012,0.009,-0.006,74.500,21.834,0.000,-0.534
'[14:00:14.084 04/04/1995]',-0.012,0.009,-0.006,74.500,21.834,0.000,-0.534
'[14:00:14.086 04/04/1995]',-0.012,0.001,0.001,74.500,21.834,0.000,-0.534
'[14:00:14.088 04/04/1995]',-0.012,0.001,0.001,71.600,22.010,0.000,-0.535
'[14:00:14.090 04/04/1995]',-0.012,0.009,-0.006,71.600,22.010,0.000,-0.535
'[14:00:14.092 04/04/1995]',-0.012,0.001,0.001,71.600,22.010,0.000,-0.535
'[14:00:14.094 04/04/1995]',-0.012,0.001,0.001,71.600,22.010,0.000,-0.535
'[14:00:14.096 04/04/1995]',-0.012,0.001,-0.006,68.700,22.312,0.000,-0.537
'[14:00:14.098 04/04/1995]',-0.012,0.001,-0.006,68.700,22.312,0.000,-0.537
'[14:00:14.100 04/04/1995]',-0.012,0.001,-0.006,68.700,22.312,0.000,-0.537
'[14:00:14.102 04/04/1995]',-0.012,0.001,-0.006,68.700,22.312,0.000,-0.537
'[14:00:14.104 04/04/1995]',-0.012,0.009,0.001,65.850,22.538,0.000,-0.538
'[14:00:14.106 04/04/1995]',-0.012,0.001,0.001,65.850,22.538,0.000,-0.538
'[14:00:14.108 04/04/1995]',-0.012,0.001,0.001,65.850,22.538,0.000,-0.538
'[14:00:14.110 04/04/1995]',-0.012,0.001,0.001,65.850,22.538,0.000,-0.538
'[14:00:14.112 04/04/1995]',-0.012,0.001,0.001,63.350,22.613,0.000,-0.539
'[14:00:14.114 04/04/1995]',-0.012,0.001,0.001,63.350,22.613,0.000,-0.539
'[14:00:14.116 04/04/1995]',-0.012,0.001,0.001,63.350,22.613,0.000,-0.539
'[14:00:14.118 04/04/1995]',-0.012,0.001,0.001,63.350,22.613,0.000,-0.539
'[14:00:14.120 04/04/1995]',-0.006,0.001,0.001,61.250,22.538,0.000,-0.540
'[14:00:14.122 04/04/1995]',-0.012,0.001,0.001,61.250,22.538,0.000,-0.540
'[14:00:14.124 04/04/1995]',-0.012,0.001,0.001,61.250,22.538,0.000,-0.540
'[14:00:14.126 04/04/1995]',-0.012,0.001,0.001,61.250,22.538,0.000,-0.540
'[14:00:14.128 04/04/1995]',-0.012,0.001,0.001,59.600,22.437,0.000,-0.541
'[14:00:14.130 04/04/1995]',-0.012,0.001,0.001,59.600,22.437,0.000,-0.541
'[14:00:14.132 04/04/1995]',-0.012,0.001,0.001,59.600,22.437,0.000,-0.541
'[14:00:14.134 04/04/1995]',-0.012,0.001,0.001,59.600,22.437,0.000,-0.541
'[14:00:14.136 04/04/1995]',-0.006,0.001,0.001,58.500,22.312,0.000,-0.542
'[14:00:14.138 04/04/1995]',-0.012,0.001,0.001,58.500,22.312,0.000,-0.542
'[14:00:14.140 04/04/1995]',-0.006,0.001,0.001,58.500,22.312,0.000,-0.542
'[14:00:14.142 04/04/1995]',-0.006,0.001,0.001,58.500,22.312,0.000,-0.542
'[14:00:14.144 04/04/1995]',-0.006,0.001,0.001,57.800,22.085,0.000,-0.542
'[14:00:14.146 04/04/1995]',-0.006,0.001,0.001,57.800,22.085,0.000,-0.542
'[14:00:14.148 04/04/1995]',-0.006,0.001,-0.006,57.800,22.085,0.000,-0.542
'[14:00:14.150 04/04/1995]',-0.006,0.001,0.001,57.800,22.085,0.000,-0.542
'[14:00:14.152 04/04/1995]',-0.006,0.001,0.001,57.350,21.910,0.000,-0.542
'[14:00:14.154 04/04/1995]',-0.006,0.001,0.006,57.350,21.910,0.000,-0.542
'[14:00:14.156 04/04/1995]',-0.006,0.001,0.001,57.350,21.910,0.000,-0.542
'[14:00:14.158 04/04/1995]',-0.006,0.001,0.001,57.350,21.910,0.000,-0.542
'[14:00:14.160 04/04/1995]',-0.006,0.001,0.001,57.200,21.658,0.000,-0.542
'[14:00:14.162 04/04/1995]',-0.006,0.001,0.006,57.200,21.658,0.000,-0.542
'[14:00:14.164 04/04/1995]',-0.006,0.001,0.001,57.200,21.658,0.000,-0.542
'[14:00:14.166 04/04/1995]',-0.006,0.001,0.001,57.200,21.658,0.000,-0.542
'[14:00:14.168 04/04/1995]',-0.006,-0.008,0.001,57.100,21.482,0.000,-0.541
'[14:00:14.170 04/04/1995]',0.001,0.001,0.001,57.100,21.482,0.000,-0.541
'[14:00:14.172 04/04/1995]',0.001,0.001,0.001,57.100,21.482,0.000,-0.541
'[14:00:14.174 04/04/1995]',-0.006,0.001,0.001,57.100,21.482,0.000,-0.541
'[14:00:14.176 04/04/1995]',0.001,0.001,0.001,57.100,21.131,0.000,-0.541
'[14:00:14.178 04/04/1995]',-0.006,0.001,0.001,57.100,21.131,0.000,-0.541
'[14:00:14.180 04/04/1995]',-0.006,0.001,0.001,57.100,21.131,0.000,-0.541
'[14:00:14.182 04/04/1995]',0.001,0.001,0.001,57.100,21.131,0.000,-0.541
'[14:00:14.184 04/04/1995]',0.001,0.001,0.001,57.100,20.302,0.000,-0.540
'[14:00:14.186 04/04/1995]',-0.006,0.001,-0.006,57.100,20.302,0.000,-0.540
'[14:00:14.188 04/04/1995]',-0.006,0.001,0.001,57.100,20.302,0.000,-0.540
'[14:00:14.190 04/04/1995]',-0.006,0.001,0.001,57.100,20.302,0.000,-0.540
'[14:00:14.192 04/04/1995]',-0.006,0.009,-0.006,57.150,18.769,0.000,-0.540
'[14:00:14.194 04/04/1995]',-0.006,0.009,-0.006,57.150,18.769,0.000,-0.540
'[14:00:14.196 04/04/1995]',-0.012,0.009,-0.006,57.150,18.769,0.000,-0.540
'[14:00:14.198 04/04/1995]',-0.006,0.018,-0.006,57.150,18.769,0.000,-0.540
'[14:00:14.200 04/04/1995]',-0.006,0.009,-0.006,57.200,16.884,0.000,-0.539
'[14:00:14.202 04/04/1995]',-0.006,0.009,-0.006,57.200,16.884,0.000,-0.539
'[14:00:14.204 04/04/1995]',-0.012,0.009,0.001,57.200,16.884,0.000,-0.539
'[14:00:14.206 04/04/1995]',-0.012,0.018,-0.006,57.200,16.884,0.000,-0.539
'[14:00:14.208 04/04/1995]',-0.012,0.018,-0.006,57.250,14.899,0.000,-0.539
'[14:00:14.210 04/04/1995]',-0.012,0.018,0.001,57.250,14.899,0.000,-0.539
'[14:00:14.212 04/04/1995]',-0.012,0.018,-0.006,57.250,14.899,0.000,-0.539
'[14:00:14.214 04/04/1995]',-0.006,0.018,-0.006,57.250,14.899,0.000,-0.539
'[14:00:14.216 04/04/1995]',-0.006,0.018,-0.006,57.250,13.116,0.000,-0.538
'[14:00:14.218 04/04/1995]',-0.006,0.018,-0.006,57.250,13.116,0.000,-0.538
'[14:00:14.220 04/04/1995]',-0.012,0.018,-0.006,57.250,13.116,0.000,-0.538
'[14:00:14.222 04/04/1995]',-0.006,0.018,-0.006,57.250,13.116,0.000,-0.538
'[14:00:14.224 04/04/1995]',-0.006,0.018,-0.012,57.150,11.608,0.000,-0.537
'[14:00:14.226 04/04/1995]',0.001,0.018,-0.012,57.150,11.608,0.000,-0.537
'[14:00:14.228 04/04/1995]',0.001,0.009,-0.012,57.150,11.608,0.000,-0.537
'[14:00:14.230 04/04/1995]',0.001,0.009,-0.012,57.150,11.608,0.000,-0.537
'[14:00:14.232 04/04/1995]',0.007,0.009,-0.012,57.000,10.251,0.000,-0.535
'[14:00:14.234 04/04/1995]',0.007,0.001,-0.012,57.000,10.251,0.000,-0.535
'[14:00:14.236 04/04/1995]',0.007,0.001,-0.012,57.000,10.251,0.000,-0.535
'[14:00:14.238 04/04/1995]',0.007,0.001,-0.012,57.000,10.251,0.000,-0.535
'[14:00:14.240 04/04/1995]',0.007,0.001,-0.012,56.850,9.121,0.000,-0.534
'[14:00:14.242 04/04/1995]',0.013,0.001,-0.012,56.850,9.121,0.000,-0.534
'[14:00:14.244 04/04/1995]',0.007,0.001,-0.006,56.850,9.121,0.000,-0.534
'[14:00:14.246 04/04/1995]',0.013,0.001,-0.012,56.850,9.121,0.000,-0.534
'[14:00:14.248 04/04/1995]',0.013,0.001,-0.006,56.650,8.291,0.000,-0.533
'[14:00:14.250 04/04/1995]',0.013,0.001,-0.006,56.650,8.291,0.000,-0.533
'[14:00:14.252 04/04/1995]',0.013,0.001,-0.012,56.650,8.291,0.000,-0.533
'[14:00:14.254 04/04/1995]',0.013,0.001,-0.012,56.650,8.291,0.000,-0.533
'[14:00:14.256 04/04/1995]',0.013,0.001,-0.006,56.500,7.889,0.000,-0.532
'[14:00:14.258 04/04/1995]',0.013,0.001,-0.006,56.500,7.889,0.000,-0.532
'[14:00:14.260 04/04/1995]',0.013,0.001,-0.012,56.500,7.889,0.000,-0.532
'[14:00:14.262 04/04/1995]',0.013,0.001,-0.012,56.500,7.889,0.000,-0.532
'[14:00:14.264 04/04/1995]',0.013,0.001,-0.012,56.250,7.638,0.000,-0.531
'[14:00:14.266 04/04/1995]',0.013,0.001,-0.012,56.250,7.638,0.000,-0.531
'[14:00:14.268 04/04/1995]',0.013,0.001,-0.012,56.250,7.638,0.000,-0.531
'[14:00:14.270 04/04/1995]',0.013,0.001,-0.012,56.250,7.638,0.000,-0.531
'[14:00:14.272 04/04/1995]',0.013,0.001,-0.012,56.000,7.588,0.000,-0.531
'[14:00:14.274 04/04/1995]',0.013,0.009,-0.012,56.000,7.588,0.000,-0.531
'[14:00:14.276 04/04/1995]',0.007,0.009,-0.012,56.000,7.588,0.000,-0.531
'[14:00:14.278 04/04/1995]',0.013,0.009,-0.012,56.000,7.588,0.000,-0.531
'[14:00:14.280 04/04/1995]',0.013,0.001,-0.012,55.750,7.638,0.000,-0.530
'[14:00:14.282 04/04/1995]',0.013,0.001,-0.012,55.750,7.638,0.000,-0.530
'[14:00:14.284 04/04/1995]',0.013,0.001,-0.012,55.750,7.638,0.000,-0.530
'[14:00:14.286 04/04/1995]',0.013,0.001,-0.012,55.750,7.638,0.000,-0.530
'[14:00:14.288 04/04/1995]',0.019,0.001,-0.006,55.450,7.940,0.000,-0.530
'[14:00:14.290 04/04/1995]',0.013,0.001,-0.012,55.450,7.940,0.000,-0.530
'[14:00:14.292 04/04/1995]',0.013,0.001,-0.012,55.450,7.940,0.000,-0.530
'[14:00:14.294 04/04/1995]',0.013,0.001,-0.012,55.450,7.940,0.000,-0.530
'[14:00:14.296 04/04/1995]',0.013,0.001,-0.006,55.150,8.241,0.000,-0.530
'[14:00:14.298 04/04/1995]',0.013,0.001,-0.006,55.150,8.241,0.000,-0.530
'[14:00:14.300 04/04/1995]',0.013,0.001,-0.006,55.150,8.241,0.000,-0.530
'[14:00:14.302 04/04/1995]',0.019,0.001,-0.006,55.150,8.241,0.000,-0.530
'[14:00:14.304 04/04/1995]',0.013,0.001,-0.006,54.850,8.467,0.000,-0.530
'[14:00:14.306 04/04/1995]',0.013,0.001,-0.006,54.850,8.467,0.000,-0.530
'[14:00:14.308 04/04/1995]',0.013,0.001,-0.006,54.850,8.467,0.000,-0.530
'[14:00:14.310 04/04/1995]',0.007,0.001,-0.006,54.850,8.467,0.000,-0.530
'[14:00:14.312 04/04/1995]',0.013,0.001,-0.006,54.550,8.643,0.000,-0.530
'[14:00:14.314 04/04/1995]',0.013,0.001,0.001,54.550,8.643,0.000,-0.530
'[14:00:14.316 04/04/1995]',0.013,0.001,0.001,54.550,8.643,0.000,-0.530
'[14:00:14.318 04/04/1995]',0.013,0.001,-0.006,54.550,8.643,0.000,-0.530
'[14:00:14.320 04/04/1995]',0.013,0.001,0.001,54.200,8.819,0.000,-0.530
'[14:00:14.322 04/04/1995]',0.013,0.001,0.001,54.200,8.819,0.000,-0.530
'[14:00:14.324 04/04/1995]',0.013,0.001,0.001,54.200,8.819,0.000,-0.530
'[14:00:14.326 04/04/1995]',0.019,0.001,0.001,54.200,8.819,0.000,-0.530
'[14:00:14.328 04/04/1995]',0.013,0.001,0.001,53.850,9.070,0.000,-0.530
'[14:00:14.330 04/04/1995]',0.013,0.001,-0.006,53.850,9.070,0.000,-0.530
'[14:00:14.332 04/04/1995]',0.013,0.001,-0.006,53.850,9.070,0.000,-0.530
'[14:00:14.334 04/04/1995]',0.019,0.001,0.001,53.850,9.070,0.000,-0.530
'[14:00:14.336 04/04/1995]',0.013,0.001,0.001,53.500,9.296,0.000,-0.530
'[14:00:14.338 04/04/1995]',0.013,0.001,0.001,53.500,9.296,0.000,-0.530
'[14:00:14.340 04/04/1995]',0.013,0.001,0.001,53.500,9.296,0.000,-0.530
'[14:00:14.342 04/04/1995]',0.013,0.001,0.001,53.500,9.296,0.000,-0.530
'[14:00:14.344 04/04/1995]',0.013,0.001,0.001,53.100,9.472,0.000,-0.530
'[14:00:14.346 04/04/1995]',0.013,0.001,0.001,53.100,9.472,0.000,-0.530
'[14:00:14.348 04/04/1995]',0.013,0.001,0.001,53.100,9.472,0.000,-0.530
'[14:00:14.350 04/04/1995]',0.013,0.001,0.001,53.100,9.472,0.000,-0.530
'[14:00:14.352 04/04/1995]',0.013,0.001,0.001,52.750,9.724,0.000,-0.530
