'Time and date','II','aVL','V','ABP','PAP','CVP','PLETH'
'[15:13:57.740 01/01/1996]',0.455,-0.709,0.795,73.869,40.634,26.400,-0.101
'[15:13:57.742 01/01/1996]',0.445,-0.693,0.762,73.869,40.634,26.400,-0.101
'[15:13:57.744 01/01/1996]',0.434,-0.678,0.746,72.211,38.357,26.975,-0.095
'[15:13:57.746 01/01/1996]',0.423,-0.670,0.730,72.211,38.357,26.975,-0.095
'[15:13:57.748 01/01/1996]',0.412,-0.655,0.713,72.211,38.357,26.975,-0.095
'[15:13:57.750 01/01/1996]',0.401,-0.639,0.697,72.211,38.357,26.975,-0.095
'[15:13:57.752 01/01/1996]',0.389,-0.624,0.682,70.352,36.080,27.375,-0.090
'[15:13:57.754 01/01/1996]',0.378,-0.608,0.665,70.352,36.080,27.375,-0.090
'[15:13:57.756 01/01/1996]',0.367,-0.585,0.633,70.352,36.080,27.375,-0.090
'[15:13:57.758 01/01/1996]',0.356,-0.570,0.617,70.352,36.080,27.375,-0.090
'[15:13:57.760 01/01/1996]',0.345,-0.554,0.584,68.392,33.953,27.725,-0.084
'[15:13:57.762 01/01/1996]',0.335,-0.531,0.568,68.392,33.953,27.725,-0.084
'[15:13:57.764 01/01/1996]',0.324,-0.516,0.552,68.392,33.953,27.725,-0.084
'[15:13:57.766 01/01/1996]',0.312,-0.501,0.535,68.392,33.953,27.725,-0.084
'[15:13:57.768 01/01/1996]',0.301,-0.485,0.519,66.382,32.027,27.850,-0.080
'[15:13:57.770 01/01/1996]',0.290,-0.470,0.503,66.382,32.027,27.850,-0.080
'[15:13:57.772 01/01/1996]',0.278,-0.446,0.487,66.382,32.027,27.850,-0.080
'[15:13:57.774 01/01/1996]',0.267,-0.431,0.470,66.382,32.027,27.850,-0.080
'[15:13:57.776 01/01/1996]',0.256,-0.416,0.455,64.322,30.726,27.800,-0.073
'[15:13:57.778 01/01/1996]',0.245,-0.400,0.422,64.322,30.726,27.800,-0.073
'[15:13:57.780 01/01/1996]',0.235,-0.385,0.406,64.322,30.726,27.800,-0.073
'[15:13:57.782 01/01/1996]',0.225,-0.377,0.390,64.322,30.726,27.800,-0.073
'[15:13:57.784 01/01/1996]',0.216,-0.354,0.390,62.312,30.375,27.450,-0.069
'[15:13:57.786 01/01/1996]',0.207,-0.338,0.374,62.312,30.375,27.450,-0.069
'[15:13:57.788 01/01/1996]',0.198,-0.323,0.357,62.312,30.375,27.450,-0.069
'[15:13:57.790 01/01/1996]',0.189,-0.300,0.341,62.312,30.375,27.450,-0.069
'[15:13:57.792 01/01/1996]',0.180,-0.285,0.325,60.553,31.026,26.925,-0.065
'[15:13:57.794 01/01/1996]',0.172,-0.269,0.309,60.553,31.026,26.925,-0.065
'[15:13:57.796 01/01/1996]',0.163,-0.262,0.292,60.553,31.026,26.925,-0.065
'[15:13:57.798 01/01/1996]',0.154,-0.246,0.276,60.553,31.026,26.925,-0.065
'[15:13:57.800 01/01/1996]',0.145,-0.231,0.260,59.296,32.202,26.150,-0.061
'[15:13:57.802 01/01/1996]',0.135,-0.223,0.260,59.296,32.202,26.150,-0.061
'[15:13:57.804 01/01/1996]',0.127,-0.208,0.244,59.296,32.202,26.150,-0.061
'[15:13:57.806 01/01/1996]',0.118,-0.192,0.228,59.296,32.202,26.150,-0.061
'[15:13:57.808 01/01/1996]',0.110,-0.177,0.212,58.844,33.378,25.225,-0.060
'[15:13:57.810 01/01/1996]',0.102,-0.169,0.196,58.844,33.378,25.225,-0.060
'[15:13:57.812 01/01/1996]',0.096,-0.154,0.179,58.844,33.378,25.225,-0.060
'[15:13:57.814 01/01/1996]',0.089,-0.146,0.179,58.844,33.378,25.225,-0.060
'[15:13:57.816 01/01/1996]',0.084,-0.138,0.163,59.296,34.479,24.050,-0.058
'[15:13:57.818 01/01/1996]',0.078,-0.130,0.163,59.296,34.479,24.050,-0.058
'[15:13:57.820 01/01/1996]',0.072,-0.115,0.147,59.296,34.479,24.050,-0.058
'[15:13:57.822 01/01/1996]',0.066,-0.100,0.131,59.296,34.479,24.050,-0.058
'[15:13:57.824 01/01/1996]',0.060,-0.084,0.114,60.402,35.830,22.650,-0.057
'[15:13:57.826 01/01/1996]',0.054,-0.077,0.114,60.402,35.830,22.650,-0.057
'[15:13:57.828 01/01/1996]',0.048,-0.069,0.098,60.402,35.830,22.650,-0.057
'[15:13:57.830 01/01/1996]',0.042,-0.061,0.098,60.402,35.830,22.650,-0.057
'[15:13:57.832 01/01/1996]',0.037,-0.053,0.098,61.809,37.356,21.050,-0.058
'[15:13:57.834 01/01/1996]',0.032,-0.046,0.098,61.809,37.356,21.050,-0.058
'[15:13:57.836 01/01/1996]',0.027,-0.038,0.082,61.809,37.356,21.050,-0.058
'[15:13:57.838 01/01/1996]',0.022,-0.022,0.082,61.809,37.356,21.050,-0.058
'[15:13:57.840 01/01/1996]',0.018,-0.015,0.066,63.015,38.657,19.475,-0.059
'[15:13:57.842 01/01/1996]',0.014,0.001,0.049,63.015,38.657,19.475,-0.059
'[15:13:57.844 01/01/1996]',0.010,0.001,0.033,63.015,38.657,19.475,-0.059
'[15:13:57.846 01/01/1996]',0.006,0.001,0.033,63.015,38.657,19.475,-0.059
'[15:13:57.848 01/01/1996]',0.002,0.008,0.033,63.869,39.358,17.900,-0.061
'[15:13:57.850 01/01/1996]',-0.002,0.008,0.033,63.869,39.358,17.900,-0.061
'[15:13:57.852 01/01/1996]',-0.005,0.024,0.033,63.869,39.358,17.900,-0.061
'[15:13:57.854 01/01/1996]',-0.009,0.039,0.017,63.869,39.358,17.900,-0.061
'[15:13:57.856 01/01/1996]',-0.012,0.047,0.017,64.271,39.533,16.425,-0.062
'[15:13:57.858 01/01/1996]',-0.016,0.047,0.001,64.271,39.533,16.425,-0.062
'[15:13:57.860 01/01/1996]',-0.019,0.054,0.001,64.271,39.533,16.425,-0.062
'[15:13:57.862 01/01/1996]',-0.023,0.062,0.001,64.271,39.533,16.425,-0.062
'[15:13:57.864 01/01/1996]',-0.025,0.054,0.001,64.322,39.058,15.150,-0.064
'[15:13:57.866 01/01/1996]',-0.028,0.062,0.001,64.322,39.058,15.150,-0.064
'[15:13:57.868 01/01/1996]',-0.030,0.062,0.001,64.322,39.058,15.150,-0.064
'[15:13:57.870 01/01/1996]',-0.031,0.070,0.001,64.322,39.058,15.150,-0.064
'[15:13:57.872 01/01/1996]',-0.034,0.078,0.001,64.020,38.182,13.975,-0.066
'[15:13:57.874 01/01/1996]',-0.036,0.085,-0.015,64.020,38.182,13.975,-0.066
'[15:13:57.876 01/01/1996]',-0.038,0.085,-0.015,64.020,38.182,13.975,-0.066
'[15:13:57.878 01/01/1996]',-0.041,0.085,-0.031,64.020,38.182,13.975,-0.066
'[15:13:57.880 01/01/1996]',-0.042,0.093,-0.031,63.518,36.956,13.025,-0.068
'[15:13:57.882 01/01/1996]',-0.044,0.093,-0.031,63.518,36.956,13.025,-0.068
'[15:13:57.884 01/01/1996]',-0.045,0.093,-0.031,63.518,36.956,13.025,-0.068
'[15:13:57.886 01/01/1996]',-0.046,0.101,-0.031,63.518,36.956,13.025,-0.068
'[15:13:57.888 01/01/1996]',-0.048,0.101,-0.047,62.864,35.605,12.275,-0.068
'[15:13:57.890 01/01/1996]',-0.049,0.109,-0.047,62.864,35.605,12.275,-0.068
'[15:13:57.892 01/01/1996]',-0.050,0.101,-0.064,62.864,35.605,12.275,-0.068
'[15:13:57.894 01/01/1996]',-0.052,0.109,-0.064,62.864,35.605,12.275,-0.068
'[15:13:57.896 01/01/1996]',-0.053,0.116,-0.064,62.161,34.128,11.675,-0.068
'[15:13:57.898 01/01/1996]',-0.055,0.116,-0.080,62.161,34.128,11.675,-0.068
'[15:13:57.900 01/01/1996]',-0.057,0.116,-0.080,62.161,34.128,11.675,-0.068
'[15:13:57.902 01/01/1996]',-0.059,0.116,-0.080,62.161,34.128,11.675,-0.068
'[15:13:57.904 01/01/1996]',-0.061,0.124,-0.080,61.307,32.727,11.400,-0.069
'[15:13:57.906 01/01/1996]',-0.064,0.124,-0.096,61.307,32.727,11.400,-0.069
'[15:13:57.908 01/01/1996]',-0.065,0.124,-0.112,61.307,32.727,11.400,-0.069
'[15:13:57.910 01/01/1996]',-0.067,0.124,-0.112,61.307,32.727,11.400,-0.069
'[15:13:57.912 01/01/1996]',-0.068,0.131,-0.112,60.553,31.501,11.275,-0.068
'[15:13:57.914 01/01/1996]',-0.069,0.124,-0.112,60.553,31.501,11.275,-0.068
'[15:13:57.916 01/01/1996]',-0.069,0.131,-0.112,60.553,31.501,11.275,-0.068
'[15:13:57.918 01/01/1996]',-0.070,0.131,-0.112,60.553,31.501,11.275,-0.068
'[15:13:57.920 01/01/1996]',-0.070,0.131,-0.112,59.799,30.625,11.275,-0.069
'[15:13:57.922 01/01/1996]',-0.071,0.131,-0.129,59.799,30.625,11.275,-0.069
'[15:13:57.924 01/01/1996]',-0.072,0.139,-0.129,59.799,30.625,11.275,-0.069
'[15:13:57.926 01/01/1996]',-0.073,0.139,-0.145,59.799,30.625,11.275,-0.069
'[15:13:57.928 01/01/1996]',-0.074,0.139,-0.145,59.146,30.150,11.325,-0.068
'[15:13:57.930 01/01/1996]',-0.075,0.139,-0.145,59.146,30.150,11.325,-0.068
'[15:13:57.932 01/01/1996]',-0.076,0.139,-0.145,59.146,30.150,11.325,-0.068
'[15:13:57.934 01/01/1996]',-0.078,0.131,-0.145,59.146,30.150,11.325,-0.068
'[15:13:57.936 01/01/1996]',-0.078,0.139,-0.145,58.593,30.025,11.575,-0.068
'[15:13:57.938 01/01/1996]',-0.079,0.139,-0.145,58.593,30.025,11.575,-0.068
'[15:13:57.940 01/01/1996]',-0.080,0.139,-0.161,58.593,30.025,11.575,-0.068
'[15:13:57.942 01/01/1996]',-0.080,0.139,-0.161,58.593,30.025,11.575,-0.068
'[15:13:57.944 01/01/1996]',-0.080,0.147,-0.161,58.241,30.025,11.800,-0.068
'[15:13:57.946 01/01/1996]',-0.080,0.139,-0.161,58.241,30.025,11.800,-0.068
'[15:13:57.948 01/01/1996]',-0.080,0.139,-0.145,58.241,30.025,11.800,-0.068
'[15:13:57.950 01/01/1996]',-0.080,0.139,-0.145,58.241,30.025,11.800,-0.068
'[15:13:57.952 01/01/1996]',-0.080,0.139,-0.145,57.940,29.975,12.100,-0.068
'[15:13:57.954 01/01/1996]',-0.080,0.139,-0.145,57.940,29.975,12.100,-0.068
'[15:13:57.956 01/01/1996]',-0.080,0.139,-0.145,57.940,29.975,12.100,-0.068
'[15:13:57.958 01/01/1996]',-0.080,0.147,-0.145,57.940,29.975,12.100,-0.068
'[15:13:57.960 01/01/1996]',-0.080,0.139,-0.161,57.739,29.725,12.375,-0.068
'[15:13:57.962 01/01/1996]',-0.080,0.139,-0.145,57.739,29.725,12.375,-0.068
'[15:13:57.964 01/01/1996]',-0.080,0.139,-0.145,57.739,29.725,12.375,-0.068
'[15:13:57.966 01/01/1996]',-0.080,0.139,-0.145,57.739,29.725,12.375,-0.068
'[15:13:57.968 01/01/1996]',-0.080,0.139,-0.145,57.538,29.374,12.625,-0.068
'[15:13:57.970 01/01/1996]',-0.080,0.139,-0.145,57.538,29.374,12.625,-0.068
'[15:13:57.972 01/01/1996]',-0.081,0.131,-0.145,57.538,29.374,12.625,-0.068
'[15:13:57.974 01/01/1996]',-0.081,0.139,-0.161,57.538,29.374,12.625,-0.068
'[15:13:57.976 01/01/1996]',-0.082,0.139,-0.161,57.437,28.974,12.850,-0.068
'[15:13:57.978 01/01/1996]',-0.083,0.139,-0.161,57.437,28.974,12.850,-0.068
'[15:13:57.980 01/01/1996]',-0.083,0.139,-0.145,57.437,28.974,12.850,-0.068
'[15:13:57.982 01/01/1996]',-0.083,0.139,-0.145,57.437,28.974,12.850,-0.068
'[15:13:57.984 01/01/1996]',-0.083,0.139,-0.129,57.337,28.574,13.150,-0.068
'[15:13:57.986 01/01/1996]',-0.083,0.139,-0.129,57.337,28.574,13.150,-0.068
'[15:13:57.988 01/01/1996]',-0.083,0.139,-0.129,57.337,28.574,13.150,-0.068
'[15:13:57.990 01/01/1996]',-0.083,0.139,-0.129,57.337,28.574,13.150,-0.068
'[15:13:57.992 01/01/1996]',-0.082,0.139,-0.129,57.236,28.098,13.450,-0.069
'[15:13:57.994 01/01/1996]',-0.082,0.139,-0.129,57.236,28.098,13.450,-0.069
'[15:13:57.996 01/01/1996]',-0.082,0.139,-0.129,57.236,28.098,13.450,-0.069
'[15:13:57.998 01/01/1996]',-0.083,0.131,-0.112,57.236,28.098,13.450,-0.069
'[15:13:58.000 01/01/1996]',-0.083,0.131,-0.112,57.186,27.748,13.725,-0.069
'[15:13:58.002 01/01/1996]',-0.083,0.131,-0.112,57.186,27.748,13.725,-0.069
'[15:13:58.004 01/01/1996]',-0.083,0.124,-0.112,57.186,27.748,13.725,-0.069
'[15:13:58.006 01/01/1996]',-0.083,0.131,-0.112,57.186,27.748,13.725,-0.069
'[15:13:58.008 01/01/1996]',-0.083,0.139,-0.112,57.085,27.798,14.075,-0.070
'[15:13:58.010 01/01/1996]',-0.083,0.131,-0.112,57.085,27.798,14.075,-0.070
'[15:13:58.012 01/01/1996]',-0.083,0.139,-0.096,57.085,27.798,14.075,-0.070
'[15:13:58.014 01/01/1996]',-0.083,0.131,-0.096,57.085,27.798,14.075,-0.070
'[15:13:58.016 01/01/1996]',-0.082,0.131,-0.080,56.985,28.274,14.425,-0.071
'[15:13:58.018 01/01/1996]',-0.081,0.124,-0.080,56.985,28.274,14.425,-0.071
'[15:13:58.020 01/01/1996]',-0.080,0.124,-0.080,56.985,28.274,14.425,-0.071
'[15:13:58.022 01/01/1996]',-0.080,0.131,-0.080,56.985,28.274,14.425,-0.071
'[15:13:58.024 01/01/1996]',-0.080,0.131,-0.080,56.834,28.799,14.900,-0.072
'[15:13:58.026 01/01/1996]',-0.080,0.131,-0.080,56.834,28.799,14.900,-0.072
'[15:13:58.028 01/01/1996]',-0.080,0.124,-0.080,56.834,28.799,14.900,-0.072
'[15:13:58.030 01/01/1996]',-0.080,0.124,-0.064,56.834,28.799,14.900,-0.072
'[15:13:58.032 01/01/1996]',-0.079,0.124,-0.064,56.784,29.324,15.375,-0.073
'[15:13:58.034 01/01/1996]',-0.078,0.124,-0.047,56.784,29.324,15.375,-0.073
'[15:13:58.036 01/01/1996]',-0.078,0.116,-0.047,56.784,29.324,15.375,-0.073
'[15:13:58.038 01/01/1996]',-0.078,0.124,-0.064,56.784,29.324,15.375,-0.073
'[15:13:58.040 01/01/1996]',-0.078,0.124,-0.047,56.734,29.675,15.900,-0.075
'[15:13:58.042 01/01/1996]',-0.078,0.124,-0.064,56.734,29.675,15.900,-0.075
'[15:13:58.044 01/01/1996]',-0.077,0.124,-0.064,56.734,29.675,15.900,-0.075
'[15:13:58.046 01/01/1996]',-0.077,0.124,-0.047,56.734,29.675,15.900,-0.075
'[15:13:58.048 01/01/1996]',-0.076,0.116,-0.047,56.633,29.900,16.375,-0.074
'[15:13:58.050 01/01/1996]',-0.075,0.116,-0.031,56.633,29.900,16.375,-0.074
'[15:13:58.052 01/01/1996]',-0.075,0.116,-0.031,56.633,29.900,16.375,-0.074
'[15:13:58.054 01/01/1996]',-0.075,0.116,-0.015,56.633,29.900,16.375,-0.074
'[15:13:58.056 01/01/1996]',-0.075,0.116,-0.015,56.432,30.075,16.775,-0.075
'[15:13:58.058 01/01/1996]',-0.075,0.124,-0.015,56.432,30.075,16.775,-0.075
'[15:13:58.060 01/01/1996]',-0.075,0.124,-0.031,56.432,30.075,16.775,-0.075
'[15:13:58.062 01/01/1996]',-0.075,0.124,-0.015,56.432,30.075,16.775,-0.075
'[15:13:58.064 01/01/1996]',-0.075,0.116,-0.015,56.231,30.075,17.075,-0.076
'[15:13:58.066 01/01/1996]',-0.075,0.116,-0.015,56.231,30.075,17.075,-0.076
'[15:13:58.068 01/01/1996]',-0.074,0.109,-0.015,56.231,30.075,17.075,-0.076
'[15:13:58.070 01/01/1996]',-0.072,0.109,-0.015,56.231,30.075,17.075,-0.076
'[15:13:58.072 01/01/1996]',-0.071,0.116,0.001,55.980,29.900,17.300,-0.076
'[15:13:58.074 01/01/1996]',-0.070,0.116,-0.015,55.980,29.900,17.300,-0.076
'[15:13:58.076 01/01/1996]',-0.070,0.116,0.001,55.980,29.900,17.300,-0.076
'[15:13:58.078 01/01/1996]',-0.069,0.116,0.001,55.980,29.900,17.300,-0.076
'[15:13:58.080 01/01/1996]',-0.068,0.116,0.001,55.729,29.450,17.475,-0.077
'[15:13:58.082 01/01/1996]',-0.067,0.109,0.001,55.729,29.450,17.475,-0.077
'[15:13:58.084 01/01/1996]',-0.067,0.109,0.001,55.729,29.450,17.475,-0.077
'[15:13:58.086 01/01/1996]',-0.067,0.109,0.001,55.729,29.450,17.475,-0.077
'[15:13:58.088 01/01/1996]',-0.067,0.109,0.001,55.427,28.799,17.475,-0.079
'[15:13:58.090 01/01/1996]',-0.067,0.109,0.001,55.427,28.799,17.475,-0.079
'[15:13:58.092 01/01/1996]',-0.067,0.109,0.001,55.427,28.799,17.475,-0.079
'[15:13:58.094 01/01/1996]',-0.066,0.116,0.001,55.427,28.799,17.475,-0.079
'[15:13:58.096 01/01/1996]',-0.063,0.109,0.001,55.176,28.148,17.475,-0.080
'[15:13:58.098 01/01/1996]',-0.061,0.109,0.001,55.176,28.148,17.475,-0.080
'[15:13:58.100 01/01/1996]',-0.057,0.101,0.001,55.176,28.148,17.475,-0.080
'[15:13:58.102 01/01/1996]',-0.054,0.101,0.017,55.176,28.148,17.475,-0.080
'[15:13:58.104 01/01/1996]',-0.051,0.109,0.017,55.025,27.573,17.475,-0.080
'[15:13:58.106 01/01/1996]',-0.048,0.109,0.001,55.025,27.573,17.475,-0.080
'[15:13:58.108 01/01/1996]',-0.045,0.109,0.017,55.025,27.573,17.475,-0.080
'[15:13:58.110 01/01/1996]',-0.042,0.109,0.001,55.025,27.573,17.475,-0.080
'[15:13:58.112 01/01/1996]',-0.039,0.101,0.017,54.925,27.098,17.425,-0.080
'[15:13:58.114 01/01/1996]',-0.037,0.093,0.017,54.925,27.098,17.425,-0.080
'[15:13:58.116 01/01/1996]',-0.034,0.093,0.033,54.925,27.098,17.425,-0.080
'[15:13:58.118 01/01/1996]',-0.031,0.085,0.033,54.925,27.098,17.425,-0.080
'[15:13:58.120 01/01/1996]',-0.029,0.093,0.033,54.824,26.797,17.425,-0.082
'[15:13:58.122 01/01/1996]',-0.026,0.093,0.033,54.824,26.797,17.425,-0.082
'[15:13:58.124 01/01/1996]',-0.025,0.085,0.033,54.824,26.797,17.425,-0.082
'[15:13:58.126 01/01/1996]',-0.023,0.085,0.033,54.824,26.797,17.425,-0.082
'[15:13:58.128 01/01/1996]',-0.023,0.085,0.033,54.724,26.622,17.475,-0.083
'[15:13:58.130 01/01/1996]',-0.022,0.078,0.049,54.724,26.622,17.475,-0.083
'[15:13:58.132 01/01/1996]',-0.021,0.070,0.049,54.724,26.622,17.475,-0.083
'[15:13:58.134 01/01/1996]',-0.020,0.070,0.049,54.724,26.622,17.475,-0.083
'[15:13:58.136 01/01/1996]',-0.019,0.070,0.049,54.673,26.622,17.475,-0.084
'[15:13:58.138 01/01/1996]',-0.018,0.062,0.049,54.673,26.622,17.475,-0.084
'[15:13:58.140 01/01/1996]',-0.016,0.062,0.049,54.673,26.622,17.475,-0.084
'[15:13:58.142 01/01/1996]',-0.013,0.054,0.049,54.673,26.622,17.475,-0.084
'[15:13:58.144 01/01/1996]',-0.011,0.047,0.049,54.523,26.697,17.550,-0.086
'[15:13:58.146 01/01/1996]',-0.009,0.047,0.049,54.523,26.697,17.550,-0.086
'[15:13:58.148 01/01/1996]',-0.007,0.039,0.049,54.523,26.697,17.550,-0.086
'[15:13:58.150 01/01/1996]',-0.005,0.031,0.066,54.523,26.697,17.550,-0.086
'[15:13:58.152 01/01/1996]',-0.004,0.031,0.066,54.422,26.797,17.600,-0.087
'[15:13:58.154 01/01/1996]',-0.002,0.031,0.066,54.422,26.797,17.600,-0.087
'[15:13:58.156 01/01/1996]',-0.001,0.039,0.066,54.422,26.797,17.600,-0.087
'[15:13:58.158 01/01/1996]',0.000,0.039,0.066,54.422,26.797,17.600,-0.087
'[15:13:58.160 01/01/1996]',0.001,0.039,0.066,54.322,27.048,17.725,-0.088
'[15:13:58.162 01/01/1996]',0.002,0.039,0.066,54.322,27.048,17.725,-0.088
'[15:13:58.164 01/01/1996]',0.003,0.031,0.066,54.322,27.048,17.725,-0.088
'[15:13:58.166 01/01/1996]',0.004,0.024,0.082,54.322,27.048,17.725,-0.088
'[15:13:58.168 01/01/1996]',0.006,0.024,0.082,54.171,27.273,17.825,-0.091
'[15:13:58.170 01/01/1996]',0.008,0.024,0.082,54.171,27.273,17.825,-0.091
'[15:13:58.172 01/01/1996]',0.010,0.024,0.082,54.171,27.273,17.825,-0.091
'[15:13:58.174 01/01/1996]',0.011,0.031,0.082,54.171,27.273,17.825,-0.091
'[15:13:58.176 01/01/1996]',0.012,0.039,0.082,53.970,27.398,18.000,-0.092
'[15:13:58.178 01/01/1996]',0.014,0.039,0.082,53.970,27.398,18.000,-0.092
'[15:13:58.180 01/01/1996]',0.015,0.047,0.082,53.970,27.398,18.000,-0.092
'[15:13:58.182 01/01/1996]',0.015,0.039,0.098,53.970,27.398,18.000,-0.092
'[15:13:58.184 01/01/1996]',0.014,0.039,0.098,53.719,27.498,18.175,-0.093
'[15:13:58.186 01/01/1996]',0.012,0.047,0.098,53.719,27.498,18.175,-0.093
'[15:13:58.188 01/01/1996]',0.008,0.054,0.098,53.719,27.498,18.175,-0.093
'[15:13:58.190 01/01/1996]',0.004,0.062,0.098,53.719,27.498,18.175,-0.093
'[15:13:58.192 01/01/1996]',-0.003,0.062,0.098,53.568,27.448,18.350,-0.094
'[15:13:58.194 01/01/1996]',-0.010,0.070,0.098,53.568,27.448,18.350,-0.094
'[15:13:58.196 01/01/1996]',-0.018,0.070,0.098,53.568,27.448,18.350,-0.094
'[15:13:58.198 01/01/1996]',-0.025,0.078,0.098,53.568,27.448,18.350,-0.094
'[15:13:58.200 01/01/1996]',-0.031,0.078,0.098,53.266,27.398,18.525,-0.095
'[15:13:58.202 01/01/1996]',-0.037,0.078,0.098,53.266,27.398,18.525,-0.095
'[15:13:58.204 01/01/1996]',-0.040,0.085,0.098,53.266,27.398,18.525,-0.095
'[15:13:58.206 01/01/1996]',-0.044,0.085,0.098,53.266,27.398,18.525,-0.095
'[15:13:58.208 01/01/1996]',-0.045,0.093,0.098,53.015,27.148,18.650,-0.096
'[15:13:58.210 01/01/1996]',-0.047,0.093,0.098,53.015,27.148,18.650,-0.096
'[15:13:58.212 01/01/1996]',-0.048,0.093,0.098,53.015,27.148,18.650,-0.096
'[15:13:58.214 01/01/1996]',-0.049,0.085,0.114,53.015,27.148,18.650,-0.096
'[15:13:58.216 01/01/1996]',-0.050,0.085,0.114,52.764,26.922,18.825,-0.097
'[15:13:58.218 01/01/1996]',-0.052,0.078,0.114,52.764,26.922,18.825,-0.097
'[15:13:58.220 01/01/1996]',-0.055,0.078,0.114,52.764,26.922,18.825,-0.097
'[15:13:58.222 01/01/1996]',-0.057,0.085,0.098,52.764,26.922,18.825,-0.097
'[15:13:58.224 01/01/1996]',-0.060,0.085,0.082,52.563,26.697,19.000,-0.100
'[15:13:58.226 01/01/1996]',-0.063,0.085,0.066,52.563,26.697,19.000,-0.100
'[15:13:58.228 01/01/1996]',-0.065,0.085,0.049,52.563,26.697,19.000,-0.100
'[15:13:58.230 01/01/1996]',-0.068,0.085,0.049,52.563,26.697,19.000,-0.100
'[15:13:58.232 01/01/1996]',-0.069,0.085,0.049,52.312,26.397,19.175,-0.100
'[15:13:58.234 01/01/1996]',-0.070,0.085,0.033,52.312,26.397,19.175,-0.100
'[15:13:58.236 01/01/1996]',-0.070,0.085,0.049,52.312,26.397,19.175,-0.100
'[15:13:58.238 01/01/1996]',-0.070,0.085,0.033,52.312,26.397,19.175,-0.100
'[15:13:58.240 01/01/1996]',-0.070,0.093,0.033,52.111,26.147,19.300,-0.102
'[15:13:58.242 01/01/1996]',-0.070,0.093,0.033,52.111,26.147,19.300,-0.102
'[15:13:58.244 01/01/1996]',-0.070,0.093,0.033,52.111,26.147,19.300,-0.102
'[15:13:58.246 01/01/1996]',-0.070,0.093,0.033,52.111,26.147,19.300,-0.102
'[15:13:58.248 01/01/1996]',-0.070,0.093,0.033,51.960,25.922,19.525,-0.103
'[15:13:58.250 01/01/1996]',-0.070,0.085,0.049,51.960,25.922,19.525,-0.103
'[15:13:58.252 01/01/1996]',-0.070,0.085,0.033,51.960,25.922,19.525,-0.103
'[15:13:58.254 01/01/1996]',-0.070,0.093,0.049,51.960,25.922,19.525,-0.103
'[15:13:58.256 01/01/1996]',-0.070,0.093,0.033,51.759,25.746,19.700,-0.105
'[15:13:58.258 01/01/1996]',-0.069,0.093,0.033,51.759,25.746,19.700,-0.105
'[15:13:58.260 01/01/1996]',-0.068,0.085,0.033,51.759,25.746,19.700,-0.105
'[15:13:58.262 01/01/1996]',-0.067,0.085,0.033,51.759,25.746,19.700,-0.105
'[15:13:58.264 01/01/1996]',-0.067,0.093,0.049,51.658,25.521,19.875,-0.106
'[15:13:58.266 01/01/1996]',-0.067,0.085,0.049,51.658,25.521,19.875,-0.106
'[15:13:58.268 01/01/1996]',-0.065,0.085,0.049,51.658,25.521,19.875,-0.106
'[15:13:58.270 01/01/1996]',-0.064,0.085,0.049,51.658,25.521,19.875,-0.106
'[15:13:58.272 01/01/1996]',-0.064,0.085,0.049,51.558,25.271,19.950,-0.107
'[15:13:58.274 01/01/1996]',-0.064,0.085,0.049,51.558,25.271,19.950,-0.107
'[15:13:58.276 01/01/1996]',-0.063,0.085,0.049,51.558,25.271,19.950,-0.107
'[15:13:58.278 01/01/1996]',-0.062,0.085,0.049,51.558,25.271,19.950,-0.107
'[15:13:58.280 01/01/1996]',-0.061,0.085,0.049,51.407,25.046,20.000,-0.108
'[15:13:58.282 01/01/1996]',-0.061,0.085,0.049,51.407,25.046,20.000,-0.108
'[15:13:58.284 01/01/1996]',-0.060,0.085,0.066,51.407,25.046,20.000,-0.108
'[15:13:58.286 01/01/1996]',-0.059,0.078,0.066,51.407,25.046,20.000,-0.108
'[15:13:58.288 01/01/1996]',-0.059,0.085,0.049,51.307,24.821,19.950,-0.111
'[15:13:58.290 01/01/1996]',-0.059,0.085,0.049,51.307,24.821,19.950,-0.111
'[15:13:58.292 01/01/1996]',-0.059,0.085,0.049,51.307,24.821,19.950,-0.111
'[15:13:58.294 01/01/1996]',-0.059,0.085,0.033,51.307,24.821,19.950,-0.111
'[15:13:58.296 01/01/1996]',-0.057,0.085,0.049,51.256,24.620,19.875,-0.111
'[15:13:58.298 01/01/1996]',-0.056,0.078,0.049,51.256,24.620,19.875,-0.111
'[15:13:58.300 01/01/1996]',-0.055,0.078,0.066,51.256,24.620,19.875,-0.111
'[15:13:58.302 01/01/1996]',-0.053,0.078,0.066,51.256,24.620,19.875,-0.111
'[15:13:58.304 01/01/1996]',-0.052,0.085,0.066,51.156,24.520,19.700,-0.112
'[15:13:58.306 01/01/1996]',-0.050,0.085,0.066,51.156,24.520,19.700,-0.112
'[15:13:58.308 01/01/1996]',-0.049,0.085,0.049,51.156,24.520,19.700,-0.112
'[15:13:58.310 01/01/1996]',-0.048,0.085,0.049,51.156,24.520,19.700,-0.112
'[15:13:58.312 01/01/1996]',-0.048,0.085,0.049,51.005,24.445,19.475,-0.112
'[15:13:58.314 01/01/1996]',-0.048,0.078,0.066,51.005,24.445,19.475,-0.112
'[15:13:58.316 01/01/1996]',-0.049,0.078,0.066,51.005,24.445,19.475,-0.112
