'Time and date','I','I','V','ABP','PLETH','RESP'
'[05:20:03.938 03/05/1995]',0.199,0.271,-0.197,83.325,-0.311,0.512
'[05:20:03.940 03/05/1995]',0.147,0.212,-0.279,83.325,-0.311,0.512
'[05:20:03.942 03/05/1995]',0.095,0.142,-0.349,83.325,-0.311,0.512
'[05:20:03.944 03/05/1995]',0.061,0.083,-0.431,82.875,-0.302,0.512
'[05:20:03.946 03/05/1995]',0.027,0.024,-0.466,82.875,-0.302,0.512
'[05:20:03.948 03/05/1995]',0.010,0.001,-0.478,82.875,-0.302,0.512
'[05:20:03.950 03/05/1995]',-0.006,-0.022,-0.466,82.875,-0.302,0.512
'[05:20:03.952 03/05/1995]',-0.010,-0.022,-0.431,82.425,-0.298,0.512
'[05:20:03.954 03/05/1995]',-0.015,-0.022,-0.384,82.425,-0.298,0.512
'[05:20:03.956 03/05/1995]',-0.014,-0.022,-0.337,82.425,-0.298,0.512
'[05:20:03.958 03/05/1995]',-0.013,-0.022,-0.291,82.425,-0.298,0.512
'[05:20:03.960 03/05/1995]',-0.015,-0.022,-0.244,81.975,-0.293,0.512
'[05:20:03.962 03/05/1995]',-0.016,-0.011,-0.209,81.975,-0.293,0.512
'[05:20:03.964 03/05/1995]',-0.018,-0.011,-0.174,81.975,-0.293,0.512
'[05:20:03.966 03/05/1995]',-0.021,-0.022,-0.139,81.975,-0.293,0.512
'[05:20:03.968 03/05/1995]',-0.024,-0.022,-0.116,81.600,-0.289,0.512
'[05:20:03.970 03/05/1995]',-0.028,-0.022,-0.093,81.600,-0.289,0.512
'[05:20:03.972 03/05/1995]',-0.030,-0.022,-0.081,81.600,-0.289,0.512
'[05:20:03.974 03/05/1995]',-0.031,-0.034,-0.057,81.600,-0.289,0.512
'[05:20:03.976 03/05/1995]',-0.031,-0.046,-0.057,81.225,-0.289,0.512
'[05:20:03.978 03/05/1995]',-0.031,-0.046,-0.046,81.225,-0.289,0.512
'[05:20:03.980 03/05/1995]',-0.031,-0.046,-0.034,81.225,-0.289,0.512
'[05:20:03.982 03/05/1995]',-0.031,-0.046,-0.034,81.225,-0.289,0.512
'[05:20:03.984 03/05/1995]',-0.031,-0.046,-0.022,80.775,-0.289,0.512
'[05:20:03.986 03/05/1995]',-0.031,-0.058,-0.022,80.775,-0.289,0.512
'[05:20:03.988 03/05/1995]',-0.031,-0.058,-0.022,80.775,-0.289,0.512
'[05:20:03.990 03/05/1995]',-0.031,-0.058,-0.022,80.775,-0.289,0.512
'[05:20:03.992 03/05/1995]',-0.031,-0.058,-0.022,80.325,-0.293,0.512
'[05:20:03.994 03/05/1995]',-0.031,-0.058,-0.022,80.325,-0.293,0.512
'[05:20:03.996 03/05/1995]',-0.031,-0.058,-0.011,80.325,-0.293,0.512
'[05:20:03.998 03/05/1995]',-0.031,-0.058,-0.011,80.325,-0.293,0.512
'[05:20:04.000 03/05/1995]',-0.031,-0.058,0.001,79.875,-0.298,0.512
'[05:20:04.002 03/05/1995]',-0.031,-0.058,0.001,79.875,-0.298,0.512
'[05:20:04.004 03/05/1995]',-0.031,-0.058,0.001,79.875,-0.298,0.512
'[05:20:04.006 03/05/1995]',-0.031,-0.058,0.001,79.875,-0.298,0.512
'[05:20:04.008 03/05/1995]',-0.031,-0.046,0.001,79.425,-0.305,0.512
'[05:20:04.010 03/05/1995]',-0.031,-0.058,0.001,79.425,-0.305,0.512
'[05:20:04.012 03/05/1995]',-0.031,-0.058,0.001,79.425,-0.305,0.512
'[05:20:04.014 03/05/1995]',-0.031,-0.046,0.001,79.425,-0.305,0.512
'[05:20:04.016 03/05/1995]',-0.031,-0.058,0.001,79.050,-0.311,0.512
'[05:20:04.018 03/05/1995]',-0.031,-0.046,0.001,79.050,-0.311,0.512
'[05:20:04.020 03/05/1995]',-0.031,-0.058,0.001,79.050,-0.311,0.512
'[05:20:04.022 03/05/1995]',-0.031,-0.046,0.001,79.050,-0.311,0.512
'[05:20:04.024 03/05/1995]',-0.031,-0.034,0.001,78.675,-0.317,0.512
'[05:20:04.026 03/05/1995]',-0.031,-0.034,0.001,78.675,-0.317,0.512
'[05:20:04.028 03/05/1995]',-0.031,-0.046,0.001,78.675,-0.317,0.512
'[05:20:04.030 03/05/1995]',-0.030,-0.034,0.001,78.675,-0.317,0.512
'[05:20:04.032 03/05/1995]',-0.028,-0.022,0.012,78.225,-0.326,0.512
'[05:20:04.034 03/05/1995]',-0.027,-0.034,0.001,78.225,-0.326,0.512
'[05:20:04.036 03/05/1995]',-0.024,-0.022,0.001,78.225,-0.326,0.512
'[05:20:04.038 03/05/1995]',-0.022,-0.034,0.012,78.225,-0.326,0.512
'[05:20:04.040 03/05/1995]',-0.020,-0.022,0.012,77.925,-0.337,0.512
'[05:20:04.042 03/05/1995]',-0.018,-0.022,0.001,77.925,-0.337,0.512
'[05:20:04.044 03/05/1995]',-0.015,-0.022,0.012,77.925,-0.337,0.512
'[05:20:04.046 03/05/1995]',-0.012,-0.022,0.012,77.925,-0.337,0.512
'[05:20:04.048 03/05/1995]',-0.011,-0.022,0.012,77.550,-0.345,0.512
'[05:20:04.050 03/05/1995]',-0.009,-0.022,0.024,77.550,-0.345,0.512
'[05:20:04.052 03/05/1995]',-0.009,-0.022,0.024,77.550,-0.345,0.512
'[05:20:04.054 03/05/1995]',-0.008,-0.022,0.012,77.550,-0.345,0.512
'[05:20:04.056 03/05/1995]',-0.007,-0.022,0.012,77.325,-0.352,0.512
'[05:20:04.058 03/05/1995]',-0.006,-0.022,0.012,77.325,-0.352,0.512
'[05:20:04.060 03/05/1995]',-0.005,-0.022,0.012,77.325,-0.352,0.512
'[05:20:04.062 03/05/1995]',-0.003,-0.022,0.012,77.325,-0.352,0.512
'[05:20:04.064 03/05/1995]',-0.002,-0.011,0.024,77.175,-0.366,0.512
'[05:20:04.066 03/05/1995]',0.000,-0.022,0.024,77.175,-0.366,0.512
'[05:20:04.068 03/05/1995]',0.002,-0.022,0.024,77.175,-0.366,0.512
'[05:20:04.070 03/05/1995]',0.004,-0.011,0.024,77.175,-0.366,0.512
'[05:20:04.072 03/05/1995]',0.006,-0.011,0.024,77.400,-0.372,0.512
'[05:20:04.074 03/05/1995]',0.008,-0.011,0.024,77.400,-0.372,0.512
'[05:20:04.076 03/05/1995]',0.010,-0.011,0.024,77.400,-0.372,0.512
'[05:20:04.078 03/05/1995]',0.012,-0.011,0.024,77.400,-0.372,0.512
'[05:20:04.080 03/05/1995]',0.013,0.001,0.024,78.150,-0.384,0.512
'[05:20:04.082 03/05/1995]',0.015,0.001,0.024,78.150,-0.384,0.512
'[05:20:04.084 03/05/1995]',0.015,0.001,0.024,78.150,-0.384,0.512
'[05:20:04.086 03/05/1995]',0.016,0.001,0.024,78.150,-0.384,0.512
'[05:20:04.088 03/05/1995]',0.015,0.001,0.024,79.725,-0.391,0.512
'[05:20:04.090 03/05/1995]',0.015,0.001,0.036,79.725,-0.391,0.512
'[05:20:04.092 03/05/1995]',0.015,0.001,0.024,79.725,-0.391,0.512
'[05:20:04.094 03/05/1995]',0.015,0.001,0.036,79.725,-0.391,0.512
'[05:20:04.096 03/05/1995]',0.015,0.001,0.036,81.900,-0.400,0.512
'[05:20:04.098 03/05/1995]',0.015,0.001,0.036,81.900,-0.400,0.512
'[05:20:04.100 03/05/1995]',0.015,0.001,0.047,81.900,-0.400,0.512
'[05:20:04.102 03/05/1995]',0.015,0.001,0.047,81.900,-0.400,0.512
'[05:20:04.104 03/05/1995]',0.015,0.001,0.047,84.525,-0.405,0.512
'[05:20:04.106 03/05/1995]',0.016,0.001,0.047,84.525,-0.405,0.512
'[05:20:04.108 03/05/1995]',0.017,0.001,0.047,84.525,-0.405,0.512
'[05:20:04.110 03/05/1995]',0.019,0.001,0.047,84.525,-0.405,0.512
'[05:20:04.112 03/05/1995]',0.021,0.012,0.059,87.075,-0.402,0.512
'[05:20:04.114 03/05/1995]',0.024,0.001,0.059,87.075,-0.402,0.512
'[05:20:04.116 03/05/1995]',0.026,0.001,0.059,87.075,-0.402,0.512
'[05:20:04.118 03/05/1995]',0.028,0.012,0.071,87.075,-0.402,0.512
'[05:20:04.120 03/05/1995]',0.032,0.012,0.059,89.625,-0.398,0.512
'[05:20:04.122 03/05/1995]',0.036,0.012,0.059,89.625,-0.398,0.512
'[05:20:04.124 03/05/1995]',0.041,0.024,0.059,89.625,-0.398,0.512
'[05:20:04.126 03/05/1995]',0.047,0.012,0.071,89.625,-0.398,0.512
'[05:20:04.128 03/05/1995]',0.051,0.024,0.082,92.025,-0.382,0.512
'[05:20:04.130 03/05/1995]',0.055,0.024,0.082,92.025,-0.382,0.512
'[05:20:04.132 03/05/1995]',0.059,0.024,0.082,92.025,-0.382,0.512
'[05:20:04.134 03/05/1995]',0.062,0.036,0.082,92.025,-0.382,0.512
'[05:20:04.136 03/05/1995]',0.066,0.036,0.082,94.500,-0.359,0.512
'[05:20:04.138 03/05/1995]',0.069,0.048,0.082,94.500,-0.359,0.512
'[05:20:04.140 03/05/1995]',0.074,0.048,0.094,94.500,-0.359,0.512
'[05:20:04.142 03/05/1995]',0.078,0.048,0.094,94.500,-0.359,0.512
'[05:20:04.144 03/05/1995]',0.081,0.059,0.094,96.975,-0.323,0.512
'[05:20:04.146 03/05/1995]',0.085,0.059,0.106,96.975,-0.323,0.512
'[05:20:04.148 03/05/1995]',0.089,0.059,0.118,96.975,-0.323,0.512
'[05:20:04.150 03/05/1995]',0.092,0.071,0.118,96.975,-0.323,0.512
'[05:20:04.152 03/05/1995]',0.095,0.071,0.118,99.300,-0.274,0.512
'[05:20:04.154 03/05/1995]',0.098,0.083,0.118,99.300,-0.274,0.512
'[05:20:04.156 03/05/1995]',0.101,0.071,0.118,99.300,-0.274,0.512
'[05:20:04.158 03/05/1995]',0.104,0.071,0.118,99.300,-0.274,0.512
'[05:20:04.160 03/05/1995]',0.106,0.071,0.118,101.175,-0.217,0.512
'[05:20:04.162 03/05/1995]',0.109,0.083,0.118,101.175,-0.217,0.512
'[05:20:04.164 03/05/1995]',0.110,0.083,0.118,101.175,-0.217,0.512
'[05:20:04.166 03/05/1995]',0.111,0.083,0.118,101.175,-0.217,0.512
'[05:20:04.168 03/05/1995]',0.110,0.083,0.118,102.600,-0.147,0.512
'[05:20:04.170 03/05/1995]',0.110,0.083,0.118,102.600,-0.147,0.512
'[05:20:04.172 03/05/1995]',0.109,0.083,0.118,102.600,-0.147,0.512
'[05:20:04.174 03/05/1995]',0.109,0.083,0.118,102.600,-0.147,0.512
'[05:20:04.176 03/05/1995]',0.107,0.083,0.094,103.575,-0.068,0.512
'[05:20:04.178 03/05/1995]',0.106,0.083,0.106,103.575,-0.068,0.512
'[05:20:04.180 03/05/1995]',0.103,0.083,0.106,103.575,-0.068,0.512
'[05:20:04.182 03/05/1995]',0.100,0.083,0.094,103.575,-0.068,0.512
'[05:20:04.184 03/05/1995]',0.099,0.083,0.094,104.025,0.013,0.512
'[05:20:04.186 03/05/1995]',0.097,0.083,0.082,104.025,0.013,0.512
'[05:20:04.188 03/05/1995]',0.095,0.083,0.082,104.025,0.013,0.512
'[05:20:04.190 03/05/1995]',0.092,0.083,0.071,104.025,0.013,0.512
'[05:20:04.192 03/05/1995]',0.089,0.083,0.071,103.950,0.095,0.512
'[05:20:04.194 03/05/1995]',0.086,0.071,0.059,103.950,0.095,0.512
'[05:20:04.196 03/05/1995]',0.081,0.071,0.059,103.950,0.095,0.512
'[05:20:04.198 03/05/1995]',0.077,0.071,0.059,103.950,0.095,0.512
'[05:20:04.200 03/05/1995]',0.071,0.059,0.059,103.575,0.167,0.489
'[05:20:04.202 03/05/1995]',0.066,0.059,0.059,103.575,0.167,0.489
'[05:20:04.204 03/05/1995]',0.061,0.059,0.047,103.575,0.167,0.489
'[05:20:04.206 03/05/1995]',0.056,0.059,0.036,103.575,0.167,0.489
'[05:20:04.208 03/05/1995]',0.050,0.048,0.024,102.900,0.241,0.468
'[05:20:04.210 03/05/1995]',0.044,0.036,0.024,102.900,0.241,0.468
'[05:20:04.212 03/05/1995]',0.038,0.024,0.012,102.900,0.241,0.468
'[05:20:04.214 03/05/1995]',0.032,0.024,0.024,102.900,0.241,0.468
'[05:20:04.216 03/05/1995]',0.028,0.024,0.012,102.075,0.307,0.448
'[05:20:04.218 03/05/1995]',0.024,0.024,0.001,102.075,0.307,0.448
'[05:20:04.220 03/05/1995]',0.020,0.012,0.001,102.075,0.307,0.448
'[05:20:04.222 03/05/1995]',0.017,0.001,0.001,102.075,0.307,0.448
'[05:20:04.224 03/05/1995]',0.013,0.001,0.001,101.175,0.363,0.429
'[05:20:04.226 03/05/1995]',0.009,0.001,0.001,101.175,0.363,0.429
'[05:20:04.228 03/05/1995]',0.006,0.001,0.001,101.175,0.363,0.429
'[05:20:04.230 03/05/1995]',0.002,0.001,0.001,101.175,0.363,0.429
'[05:20:04.232 03/05/1995]',-0.002,0.001,0.001,100.275,0.409,0.412
'[05:20:04.234 03/05/1995]',-0.006,-0.011,0.001,100.275,0.409,0.412
'[05:20:04.236 03/05/1995]',-0.010,-0.022,-0.011,100.275,0.409,0.412
'[05:20:04.238 03/05/1995]',-0.013,-0.022,-0.011,100.275,0.409,0.412
'[05:20:04.240 03/05/1995]',-0.017,-0.022,-0.022,99.300,0.438,0.398
'[05:20:04.242 03/05/1995]',-0.020,-0.022,-0.022,99.300,0.438,0.398
'[05:20:04.244 03/05/1995]',-0.022,-0.022,-0.022,99.300,0.438,0.398
'[05:20:04.246 03/05/1995]',-0.024,-0.022,-0.022,99.300,0.438,0.398
'[05:20:04.248 03/05/1995]',-0.025,-0.022,-0.011,98.475,0.456,0.386
'[05:20:04.250 03/05/1995]',-0.027,-0.022,-0.022,98.475,0.456,0.386
'[05:20:04.252 03/05/1995]',-0.028,-0.034,-0.022,98.475,0.456,0.386
'[05:20:04.254 03/05/1995]',-0.029,-0.046,-0.022,98.475,0.456,0.386
'[05:20:04.256 03/05/1995]',-0.030,-0.034,-0.022,97.650,0.461,0.375
'[05:20:04.258 03/05/1995]',-0.030,-0.034,-0.034,97.650,0.461,0.375
'[05:20:04.260 03/05/1995]',-0.031,-0.046,-0.022,97.650,0.461,0.375
'[05:20:04.262 03/05/1995]',-0.031,-0.034,-0.022,97.650,0.461,0.375
'[05:20:04.264 03/05/1995]',-0.031,-0.034,-0.022,96.900,0.454,0.367
'[05:20:04.266 03/05/1995]',-0.031,-0.034,-0.022,96.900,0.454,0.367
'[05:20:04.268 03/05/1995]',-0.031,-0.034,-0.022,96.900,0.454,0.367
'[05:20:04.270 03/05/1995]',-0.031,-0.034,-0.022,96.900,0.454,0.367
'[05:20:04.272 03/05/1995]',-0.031,-0.046,-0.022,96.075,0.436,0.360
'[05:20:04.274 03/05/1995]',-0.031,-0.046,-0.022,96.075,0.436,0.360
'[05:20:04.276 03/05/1995]',-0.031,-0.034,-0.022,96.075,0.436,0.360
'[05:20:04.278 03/05/1995]',-0.031,-0.034,-0.022,96.075,0.436,0.360
'[05:20:04.280 03/05/1995]',-0.031,-0.034,-0.022,95.175,0.409,0.356
'[05:20:04.282 03/05/1995]',-0.031,-0.034,-0.022,95.175,0.409,0.356
'[05:20:04.284 03/05/1995]',-0.031,-0.046,-0.022,95.175,0.409,0.356
'[05:20:04.286 03/05/1995]',-0.031,-0.034,-0.022,95.175,0.409,0.356
'[05:20:04.288 03/05/1995]',-0.031,-0.046,-0.022,94.125,0.375,0.352
'[05:20:04.290 03/05/1995]',-0.030,-0.046,-0.022,94.125,0.375,0.352
'[05:20:04.292 03/05/1995]',-0.029,-0.034,-0.022,94.125,0.375,0.352
'[05:20:04.294 03/05/1995]',-0.028,-0.034,-0.022,94.125,0.375,0.352
'[05:20:04.296 03/05/1995]',-0.026,-0.046,-0.022,93.000,0.337,0.349
'[05:20:04.298 03/05/1995]',-0.025,-0.034,-0.022,93.000,0.337,0.349
'[05:20:04.300 03/05/1995]',-0.025,-0.034,-0.022,93.000,0.337,0.349
'[05:20:04.302 03/05/1995]',-0.025,-0.034,-0.022,93.000,0.337,0.349
'[05:20:04.304 03/05/1995]',-0.025,-0.034,-0.011,91.650,0.287,0.346
'[05:20:04.306 03/05/1995]',-0.025,-0.034,-0.011,91.650,0.287,0.346
'[05:20:04.308 03/05/1995]',-0.025,-0.046,-0.022,91.650,0.287,0.346
'[05:20:04.310 03/05/1995]',-0.025,-0.046,-0.022,91.650,0.287,0.346
'[05:20:04.312 03/05/1995]',-0.025,-0.034,-0.011,90.150,0.237,0.343
'[05:20:04.314 03/05/1995]',-0.025,-0.022,-0.011,90.150,0.237,0.343
'[05:20:04.316 03/05/1995]',-0.024,-0.034,-0.011,90.150,0.237,0.343
'[05:20:04.318 03/05/1995]',-0.023,-0.046,-0.011,90.150,0.237,0.343
'[05:20:04.320 03/05/1995]',-0.021,-0.034,-0.011,88.800,0.183,0.339
'[05:20:04.322 03/05/1995]',-0.019,-0.034,-0.011,88.800,0.183,0.339
'[05:20:04.324 03/05/1995]',-0.017,-0.034,-0.011,88.800,0.183,0.339
'[05:20:04.326 03/05/1995]',-0.016,-0.022,-0.011,88.800,0.183,0.339
'[05:20:04.328 03/05/1995]',-0.015,-0.022,-0.011,87.525,0.124,0.334
'[05:20:04.330 03/05/1995]',-0.015,-0.034,-0.011,87.525,0.124,0.334
'[05:20:04.332 03/05/1995]',-0.016,-0.022,0.001,87.525,0.124,0.334
'[05:20:04.334 03/05/1995]',-0.017,-0.022,0.001,87.525,0.124,0.334
'[05:20:04.336 03/05/1995]',-0.018,-0.034,0.001,86.400,0.068,0.327
'[05:20:04.338 03/05/1995]',-0.019,-0.034,-0.011,86.400,0.068,0.327
'[05:20:04.340 03/05/1995]',-0.019,-0.022,0.001,86.400,0.068,0.327
'[05:20:04.342 03/05/1995]',-0.020,-0.022,-0.011,86.400,0.068,0.327
'[05:20:04.344 03/05/1995]',-0.019,-0.022,-0.011,85.350,0.009,0.319
'[05:20:04.346 03/05/1995]',-0.019,-0.022,-0.011,85.350,0.009,0.319
'[05:20:04.348 03/05/1995]',-0.017,-0.022,0.001,85.350,0.009,0.319
'[05:20:04.350 03/05/1995]',-0.016,-0.022,0.001,85.350,0.009,0.319
'[05:20:04.352 03/05/1995]',-0.013,-0.022,0.001,84.525,-0.052,0.309
'[05:20:04.354 03/05/1995]',-0.011,-0.022,0.001,84.525,-0.052,0.309
'[05:20:04.356 03/05/1995]',-0.011,-0.022,-0.011,84.525,-0.052,0.309
'[05:20:04.358 03/05/1995]',-0.011,-0.022,-0.011,84.525,-0.052,0.309
'[05:20:04.360 03/05/1995]',-0.011,-0.022,-0.011,83.925,-0.113,0.298
'[05:20:04.362 03/05/1995]',-0.011,-0.022,-0.011,83.925,-0.113,0.298
'[05:20:04.364 03/05/1995]',-0.011,-0.011,0.001,83.925,-0.113,0.298
'[05:20:04.366 03/05/1995]',-0.011,-0.022,0.001,83.925,-0.113,0.298
'[05:20:04.368 03/05/1995]',-0.012,-0.022,0.001,83.550,-0.169,0.288
'[05:20:04.370 03/05/1995]',-0.012,-0.022,0.001,83.550,-0.169,0.288
'[05:20:04.372 03/05/1995]',-0.014,-0.022,-0.011,83.550,-0.169,0.288
'[05:20:04.374 03/05/1995]',-0.016,-0.022,-0.011,83.550,-0.169,0.288
'[05:20:04.376 03/05/1995]',-0.016,-0.022,-0.011,83.325,-0.224,0.279
'[05:20:04.378 03/05/1995]',-0.016,-0.022,-0.011,83.325,-0.224,0.279
'[05:20:04.380 03/05/1995]',-0.016,-0.022,-0.011,83.325,-0.224,0.279
'[05:20:04.382 03/05/1995]',-0.017,-0.022,0.001,83.325,-0.224,0.279
'[05:20:04.384 03/05/1995]',-0.018,-0.022,0.001,83.325,-0.278,0.269
'[05:20:04.386 03/05/1995]',-0.019,-0.022,-0.011,83.325,-0.278,0.269
'[05:20:04.388 03/05/1995]',-0.019,-0.022,0.001,83.325,-0.278,0.269
'[05:20:04.390 03/05/1995]',-0.020,-0.022,-0.011,83.325,-0.278,0.269
'[05:20:04.392 03/05/1995]',-0.020,-0.022,-0.011,83.325,-0.328,0.260
'[05:20:04.394 03/05/1995]',-0.020,-0.022,-0.011,83.325,-0.328,0.260
'[05:20:04.396 03/05/1995]',-0.019,-0.022,0.001,83.325,-0.328,0.260
'[05:20:04.398 03/05/1995]',-0.019,-0.022,0.001,83.325,-0.328,0.260
'[05:20:04.400 03/05/1995]',-0.017,-0.022,0.001,83.550,-0.372,0.251
'[05:20:04.402 03/05/1995]',-0.015,-0.022,-0.011,83.550,-0.372,0.251
'[05:20:04.404 03/05/1995]',-0.011,-0.022,-0.011,83.550,-0.372,0.251
'[05:20:04.406 03/05/1995]',-0.008,-0.022,-0.011,83.550,-0.372,0.251
'[05:20:04.408 03/05/1995]',-0.007,-0.022,-0.011,83.700,-0.415,0.242
'[05:20:04.410 03/05/1995]',-0.005,-0.022,-0.011,83.700,-0.415,0.242
'[05:20:04.412 03/05/1995]',-0.004,-0.022,-0.011,83.700,-0.415,0.242
'[05:20:04.414 03/05/1995]',-0.002,-0.022,-0.011,83.700,-0.415,0.242
'[05:20:04.416 03/05/1995]',-0.003,-0.011,0.001,84.000,-0.454,0.234
'[05:20:04.418 03/05/1995]',-0.004,-0.011,-0.011,84.000,-0.454,0.234
'[05:20:04.420 03/05/1995]',-0.006,-0.011,-0.011,84.000,-0.454,0.234
'[05:20:04.422 03/05/1995]',-0.008,-0.011,-0.011,84.000,-0.454,0.234
'[05:20:04.424 03/05/1995]',-0.010,-0.022,-0.022,84.225,-0.485,0.227
'[05:20:04.426 03/05/1995]',-0.012,-0.022,-0.022,84.225,-0.485,0.227
'[05:20:04.428 03/05/1995]',-0.014,-0.022,-0.022,84.225,-0.485,0.227
'[05:20:04.430 03/05/1995]',-0.016,-0.022,-0.022,84.225,-0.485,0.227
'[05:20:04.432 03/05/1995]',-0.015,-0.022,-0.022,84.375,-0.517,0.219
'[05:20:04.434 03/05/1995]',-0.015,-0.022,-0.022,84.375,-0.517,0.219
'[05:20:04.436 03/05/1995]',-0.012,-0.022,-0.022,84.375,-0.517,0.219
'[05:20:04.438 03/05/1995]',-0.009,-0.022,-0.034,84.375,-0.517,0.219
'[05:20:04.440 03/05/1995]',-0.005,-0.022,-0.034,84.600,-0.537,0.212
'[05:20:04.442 03/05/1995]',0.000,-0.022,-0.034,84.600,-0.537,0.212
'[05:20:04.444 03/05/1995]',0.004,-0.022,-0.034,84.600,-0.537,0.212
'[05:20:04.446 03/05/1995]',0.008,-0.011,-0.022,84.600,-0.537,0.212
'[05:20:04.448 03/05/1995]',0.010,0.001,-0.022,84.675,-0.553,0.206
'[05:20:04.450 03/05/1995]',0.012,0.001,-0.022,84.675,-0.553,0.206
'[05:20:04.452 03/05/1995]',0.013,0.001,-0.022,84.675,-0.553,0.206
'[05:20:04.454 03/05/1995]',0.013,0.001,-0.022,84.675,-0.553,0.206
'[05:20:04.456 03/05/1995]',0.012,0.001,-0.022,84.825,-0.562,0.201
'[05:20:04.458 03/05/1995]',0.010,0.001,-0.011,84.825,-0.562,0.201
'[05:20:04.460 03/05/1995]',0.006,0.001,-0.011,84.825,-0.562,0.201
'[05:20:04.462 03/05/1995]',0.001,0.001,-0.011,84.825,-0.562,0.201
'[05:20:04.464 03/05/1995]',-0.004,0.001,-0.011,84.975,-0.571,0.195
'[05:20:04.466 03/05/1995]',-0.009,-0.011,-0.011,84.975,-0.571,0.195
'[05:20:04.468 03/05/1995]',-0.013,-0.022,-0.022,84.975,-0.571,0.195
'[05:20:04.470 03/05/1995]',-0.018,-0.022,-0.022,84.975,-0.571,0.195
'[05:20:04.472 03/05/1995]',-0.021,-0.022,-0.022,84.975,-0.571,0.191
'[05:20:04.474 03/05/1995]',-0.024,-0.022,-0.022,84.975,-0.571,0.191
'[05:20:04.476 03/05/1995]',-0.026,-0.022,-0.022,84.975,-0.571,0.191
'[05:20:04.478 03/05/1995]',-0.028,-0.034,-0.022,84.975,-0.571,0.191
'[05:20:04.480 03/05/1995]',-0.030,-0.022,-0.022,84.975,-0.565,0.186
'[05:20:04.482 03/05/1995]',-0.031,-0.034,-0.022,84.975,-0.565,0.186
'[05:20:04.484 03/05/1995]',-0.031,-0.034,-0.022,84.975,-0.565,0.186
'[05:20:04.486 03/05/1995]',-0.031,-0.034,-0.022,84.975,-0.565,0.186
'[05:20:04.488 03/05/1995]',-0.031,-0.034,-0.022,84.825,-0.555,0.182
'[05:20:04.490 03/05/1995]',-0.031,-0.034,-0.022,84.825,-0.555,0.182
'[05:20:04.492 03/05/1995]',-0.031,-0.034,-0.022,84.825,-0.555,0.182
'[05:20:04.494 03/05/1995]',-0.031,-0.034,-0.022,84.825,-0.555,0.182
'[05:20:04.496 03/05/1995]',-0.031,-0.034,-0.022,84.675,-0.544,0.178
'[05:20:04.498 03/05/1995]',-0.031,-0.034,-0.022,84.675,-0.544,0.178
'[05:20:04.500 03/05/1995]',-0.031,-0.034,-0.022,84.675,-0.544,0.178
'[05:20:04.502 03/05/1995]',-0.031,-0.034,-0.022,84.675,-0.544,0.178
'[05:20:04.504 03/05/1995]',-0.032,-0.034,-0.022,84.600,-0.530,0.175
'[05:20:04.506 03/05/1995]',-0.032,-0.034,-0.022,84.600,-0.530,0.175
'[05:20:04.508 03/05/1995]',-0.034,-0.034,-0.034,84.600,-0.530,0.175
'[05:20:04.510 03/05/1995]',-0.035,-0.034,-0.022,84.600,-0.530,0.175
'[05:20:04.512 03/05/1995]',-0.038,-0.034,-0.022,84.525,-0.510,0.171
'[05:20:04.514 03/05/1995]',-0.041,-0.034,-0.022,84.525,-0.510,0.171
'[05:20:04.516 03/05/1995]',-0.047,-0.046,-0.022,84.525,-0.510,0.171
'[05:20:04.518 03/05/1995]',-0.052,-0.046,-0.022,84.525,-0.510,0.171
'[05:20:04.520 03/05/1995]',-0.056,-0.058,-0.022,84.225,-0.492,0.167
'[05:20:04.522 03/05/1995]',-0.060,-0.058,-0.011,84.225,-0.492,0.167
'[05:20:04.524 03/05/1995]',-0.059,-0.070,-0.011,84.225,-0.492,0.167
'[05:20:04.526 03/05/1995]',-0.058,-0.081,0.001,84.225,-0.492,0.167
'[05:20:04.528 03/05/1995]',-0.048,-0.081,0.012,83.925,-0.472,0.163
'[05:20:04.530 03/05/1995]',-0.038,-0.081,0.036,83.925,-0.472,0.163
'[05:20:04.532 03/05/1995]',-0.018,-0.081,0.059,83.925,-0.472,0.163
'[05:20:04.534 03/05/1995]',0.003,-0.070,0.082,83.925,-0.472,0.163
'[05:20:04.536 03/05/1995]',0.034,-0.046,0.118,83.475,-0.454,0.159
'[05:20:04.538 03/05/1995]',0.064,-0.022,0.141,83.475,-0.454,0.159
'[05:20:04.540 03/05/1995]',0.101,0.001,0.176,83.475,-0.454,0.159
'[05:20:04.542 03/05/1995]',0.138,0.024,0.199,83.475,-0.454,0.159
'[05:20:04.544 03/05/1995]',0.178,0.071,0.222,82.875,-0.438,0.154
'[05:20:04.546 03/05/1995]',0.218,0.106,0.234,82.875,-0.438,0.154
'[05:20:04.548 03/05/1995]',0.258,0.142,0.269,82.875,-0.438,0.154
'[05:20:04.550 03/05/1995]',0.298,0.188,0.281,82.875,-0.438,0.154
'[05:20:04.552 03/05/1995]',0.335,0.224,0.281,82.425,-0.417,0.150
'[05:20:04.554 03/05/1995]',0.371,0.271,0.269,82.425,-0.417,0.150
'[05:20:04.556 03/05/1995]',0.394,0.294,0.257,82.425,-0.417,0.150
'[05:20:04.558 03/05/1995]',0.417,0.330,0.222,82.425,-0.417,0.150
'[05:20:04.560 03/05/1995]',0.421,0.364,0.187,81.975,-0.402,0.145
'[05:20:04.562 03/05/1995]',0.424,0.388,0.141,81.975,-0.402,0.145
