'Time and date','MCL1 ','ABP ','RESP '
'[11:28:03.456 14/08/1994]',-0.014,58.567,0.880
'[11:28:03.458 14/08/1994]',-0.022,58.567,0.880
'[11:28:03.460 14/08/1994]',-0.014,58.567,0.880
'[11:28:03.462 14/08/1994]',-0.014,58.567,0.880
'[11:28:03.464 14/08/1994]',-0.014,58.956,0.885
'[11:28:03.466 14/08/1994]',-0.014,58.956,0.885
'[11:28:03.468 14/08/1994]',-0.014,58.956,0.885
'[11:28:03.470 14/08/1994]',-0.014,58.956,0.885
'[11:28:03.472 14/08/1994]',-0.014,59.190,0.887
'[11:28:03.474 14/08/1994]',-0.014,59.190,0.887
'[11:28:03.476 14/08/1994]',-0.014,59.190,0.887
'[11:28:03.478 14/08/1994]',-0.014,59.190,0.887
'[11:28:03.480 14/08/1994]',-0.014,59.346,0.886
'[11:28:03.482 14/08/1994]',-0.014,59.346,0.886
'[11:28:03.484 14/08/1994]',-0.007,59.346,0.886
'[11:28:03.486 14/08/1994]',-0.007,59.346,0.886
'[11:28:03.488 14/08/1994]',0.001,59.502,0.882
'[11:28:03.490 14/08/1994]',0.001,59.502,0.882
'[11:28:03.492 14/08/1994]',0.001,59.502,0.882
'[11:28:03.494 14/08/1994]',0.001,59.502,0.882
'[11:28:03.496 14/08/1994]',-0.007,59.579,0.874
'[11:28:03.498 14/08/1994]',-0.022,59.579,0.874
'[11:28:03.500 14/08/1994]',-0.051,59.579,0.874
'[11:28:03.502 14/08/1994]',-0.103,59.579,0.874
'[11:28:03.504 14/08/1994]',-0.162,59.579,0.857
'[11:28:03.506 14/08/1994]',-0.229,59.579,0.857
'[11:28:03.508 14/08/1994]',-0.318,59.579,0.857
'[11:28:03.510 14/08/1994]',-0.414,59.579,0.857
'[11:28:03.512 14/08/1994]',-0.510,59.579,0.834
'[11:28:03.514 14/08/1994]',-0.584,59.579,0.834
'[11:28:03.516 14/08/1994]',-0.673,59.579,0.834
'[11:28:03.518 14/08/1994]',-,59.579,0.834
'[11:28:03.520 14/08/1994]',-,59.502,0.805
'[11:28:03.522 14/08/1994]',-,59.502,0.805
'[11:28:03.524 14/08/1994]',-,59.502,0.805
'[11:28:03.526 14/08/1994]',-,59.502,0.805
'[11:28:03.528 14/08/1994]',-,59.268,0.770
'[11:28:03.530 14/08/1994]',-,59.268,0.770
'[11:28:03.532 14/08/1994]',-,59.268,0.770
'[11:28:03.534 14/08/1994]',-,59.268,0.770
'[11:28:03.536 14/08/1994]',-,59.034,0.731
'[11:28:03.538 14/08/1994]',-,59.034,0.731
'[11:28:03.540 14/08/1994]',-,59.034,0.731
'[11:28:03.542 14/08/1994]',-,59.034,0.731
'[11:28:03.544 14/08/1994]',-,58.801,0.686
'[11:28:03.546 14/08/1994]',-0.599,58.801,0.686
'[11:28:03.548 14/08/1994]',-0.503,58.801,0.686
'[11:28:03.550 14/08/1994]',-0.429,58.801,0.686
'[11:28:03.552 14/08/1994]',-0.355,58.567,0.637
'[11:28:03.554 14/08/1994]',-0.288,58.567,0.637
'[11:28:03.556 14/08/1994]',-0.229,58.567,0.637
'[11:28:03.558 14/08/1994]',-0.199,58.567,0.637
'[11:28:03.560 14/08/1994]',-0.170,58.489,0.585
'[11:28:03.562 14/08/1994]',-0.140,58.489,0.585
'[11:28:03.564 14/08/1994]',-0.103,58.489,0.585
'[11:28:03.566 14/08/1994]',-0.081,58.489,0.585
'[11:28:03.568 14/08/1994]',-0.051,58.489,0.528
'[11:28:03.570 14/08/1994]',-0.029,58.489,0.528
'[11:28:03.572 14/08/1994]',-0.007,58.489,0.528
'[11:28:03.574 14/08/1994]',0.015,58.489,0.528
'[11:28:03.576 14/08/1994]',0.023,58.489,0.468
'[11:28:03.578 14/08/1994]',0.045,58.489,0.468
'[11:28:03.580 14/08/1994]',0.067,58.489,0.468
'[11:28:03.582 14/08/1994]',0.075,58.489,0.468
'[11:28:03.584 14/08/1994]',0.082,58.411,0.406
'[11:28:03.586 14/08/1994]',0.089,58.411,0.406
'[11:28:03.588 14/08/1994]',0.104,58.411,0.406
'[11:28:03.590 14/08/1994]',0.119,58.411,0.406
'[11:28:03.592 14/08/1994]',0.119,58.411,0.342
'[11:28:03.594 14/08/1994]',0.134,58.411,0.342
'[11:28:03.596 14/08/1994]',0.141,58.411,0.342
'[11:28:03.598 14/08/1994]',0.148,58.411,0.342
'[11:28:03.600 14/08/1994]',0.148,58.333,0.280
'[11:28:03.602 14/08/1994]',0.156,58.333,0.280
'[11:28:03.604 14/08/1994]',0.156,58.333,0.280
'[11:28:03.606 14/08/1994]',0.156,58.333,0.280
'[11:28:03.608 14/08/1994]',0.163,58.255,0.217
'[11:28:03.610 14/08/1994]',0.163,58.255,0.217
'[11:28:03.612 14/08/1994]',0.163,58.255,0.217
'[11:28:03.614 14/08/1994]',0.163,58.255,0.217
'[11:28:03.616 14/08/1994]',0.171,58.100,0.156
'[11:28:03.618 14/08/1994]',0.171,58.100,0.156
'[11:28:03.620 14/08/1994]',0.163,58.100,0.156
'[11:28:03.622 14/08/1994]',0.171,58.100,0.156
'[11:28:03.624 14/08/1994]',0.163,57.944,0.097
'[11:28:03.626 14/08/1994]',0.171,57.944,0.097
'[11:28:03.628 14/08/1994]',0.171,57.944,0.097
'[11:28:03.630 14/08/1994]',0.171,57.944,0.097
'[11:28:03.632 14/08/1994]',0.171,57.710,0.040
'[11:28:03.634 14/08/1994]',0.178,57.710,0.040
'[11:28:03.636 14/08/1994]',0.171,57.710,0.040
'[11:28:03.638 14/08/1994]',0.171,57.710,0.040
'[11:28:03.640 14/08/1994]',0.171,57.555,-0.014
'[11:28:03.642 14/08/1994]',0.171,57.555,-0.014
'[11:28:03.644 14/08/1994]',0.163,57.555,-0.014
'[11:28:03.646 14/08/1994]',0.163,57.555,-0.014
'[11:28:03.648 14/08/1994]',0.171,57.321,-0.066
'[11:28:03.650 14/08/1994]',0.171,57.321,-0.066
'[11:28:03.652 14/08/1994]',0.171,57.321,-0.066
'[11:28:03.654 14/08/1994]',0.171,57.321,-0.066
'[11:28:03.656 14/08/1994]',0.171,57.087,-0.115
'[11:28:03.658 14/08/1994]',0.171,57.087,-0.115
'[11:28:03.660 14/08/1994]',0.171,57.087,-0.115
'[11:28:03.662 14/08/1994]',0.178,57.087,-0.115
'[11:28:03.664 14/08/1994]',0.178,56.854,-0.162
'[11:28:03.666 14/08/1994]',0.178,56.854,-0.162
'[11:28:03.668 14/08/1994]',0.178,56.854,-0.162
'[11:28:03.670 14/08/1994]',0.178,56.854,-0.162
'[11:28:03.672 14/08/1994]',0.178,56.776,-0.207
'[11:28:03.674 14/08/1994]',0.186,56.776,-0.207
'[11:28:03.676 14/08/1994]',0.178,56.776,-0.207
'[11:28:03.678 14/08/1994]',0.186,56.776,-0.207
'[11:28:03.680 14/08/1994]',0.186,56.854,-0.250
'[11:28:03.682 14/08/1994]',0.186,56.854,-0.250
'[11:28:03.684 14/08/1994]',0.200,56.854,-0.250
'[11:28:03.686 14/08/1994]',0.200,56.854,-0.250
'[11:28:03.688 14/08/1994]',0.200,57.165,-0.289
'[11:28:03.690 14/08/1994]',0.200,57.165,-0.289
'[11:28:03.692 14/08/1994]',0.208,57.165,-0.289
'[11:28:03.694 14/08/1994]',0.208,57.165,-0.289
'[11:28:03.696 14/08/1994]',0.215,58.333,-0.324
'[11:28:03.698 14/08/1994]',0.222,58.333,-0.324
'[11:28:03.700 14/08/1994]',0.230,58.333,-0.324
'[11:28:03.702 14/08/1994]',0.230,58.333,-0.324
'[11:28:03.704 14/08/1994]',0.230,60.903,-0.354
'[11:28:03.706 14/08/1994]',0.237,60.903,-0.354
'[11:28:03.708 14/08/1994]',0.237,60.903,-0.354
'[11:28:03.710 14/08/1994]',0.252,60.903,-0.354
'[11:28:03.712 14/08/1994]',0.252,65.343,-0.381
'[11:28:03.714 14/08/1994]',0.267,65.343,-0.381
'[11:28:03.716 14/08/1994]',0.274,65.343,-0.381
'[11:28:03.718 14/08/1994]',0.282,65.343,-0.381
'[11:28:03.720 14/08/1994]',0.282,71.184,-0.403
'[11:28:03.722 14/08/1994]',0.289,71.184,-0.403
'[11:28:03.724 14/08/1994]',0.297,71.184,-0.403
'[11:28:03.726 14/08/1994]',0.304,71.184,-0.403
'[11:28:03.728 14/08/1994]',0.311,77.025,-0.422
'[11:28:03.730 14/08/1994]',0.319,77.025,-0.422
'[11:28:03.732 14/08/1994]',0.319,77.025,-0.422
'[11:28:03.734 14/08/1994]',0.333,77.025,-0.422
'[11:28:03.736 14/08/1994]',0.333,81.854,-0.438
'[11:28:03.738 14/08/1994]',0.333,81.854,-0.438
'[11:28:03.740 14/08/1994]',0.341,81.854,-0.438
'[11:28:03.742 14/08/1994]',0.341,81.854,-0.438
'[11:28:03.744 14/08/1994]',0.341,85.047,-0.452
'[11:28:03.746 14/08/1994]',0.341,85.047,-0.452
'[11:28:03.748 14/08/1994]',0.348,85.047,-0.452
'[11:28:03.750 14/08/1994]',0.348,85.047,-0.452
'[11:28:03.752 14/08/1994]',0.356,86.916,-0.463
'[11:28:03.754 14/08/1994]',0.341,86.916,-0.463
'[11:28:03.756 14/08/1994]',0.348,86.916,-0.463
'[11:28:03.758 14/08/1994]',0.348,86.916,-0.463
'[11:28:03.760 14/08/1994]',0.341,87.928,-0.470
'[11:28:03.762 14/08/1994]',0.341,87.928,-0.470
'[11:28:03.764 14/08/1994]',0.333,87.928,-0.470
'[11:28:03.766 14/08/1994]',0.333,87.928,-0.470
'[11:28:03.768 14/08/1994]',0.333,88.240,-0.476
'[11:28:03.770 14/08/1994]',0.319,88.240,-0.476
'[11:28:03.772 14/08/1994]',0.311,88.240,-0.476
'[11:28:03.774 14/08/1994]',0.297,88.240,-0.476
'[11:28:03.776 14/08/1994]',0.297,88.240,-0.480
'[11:28:03.778 14/08/1994]',0.282,88.240,-0.480
'[11:28:03.780 14/08/1994]',0.274,88.240,-0.480
'[11:28:03.782 14/08/1994]',0.252,88.240,-0.480
'[11:28:03.784 14/08/1994]',0.230,88.084,-0.484
'[11:28:03.786 14/08/1994]',0.222,88.084,-0.484
'[11:28:03.788 14/08/1994]',0.208,88.084,-0.484
'[11:28:03.790 14/08/1994]',0.200,88.084,-0.484
'[11:28:03.792 14/08/1994]',0.178,87.695,-0.489
'[11:28:03.794 14/08/1994]',0.163,87.695,-0.489
'[11:28:03.796 14/08/1994]',0.148,87.695,-0.489
'[11:28:03.798 14/08/1994]',0.141,87.695,-0.489
'[11:28:03.800 14/08/1994]',0.134,87.150,-0.495
'[11:28:03.802 14/08/1994]',0.111,87.150,-0.495
'[11:28:03.804 14/08/1994]',0.097,87.150,-0.495
'[11:28:03.806 14/08/1994]',0.089,87.150,-0.495
'[11:28:03.808 14/08/1994]',0.089,86.293,-0.503
'[11:28:03.810 14/08/1994]',0.075,86.293,-0.503
'[11:28:03.812 14/08/1994]',0.067,86.293,-0.503
'[11:28:03.814 14/08/1994]',0.067,86.293,-0.503
'[11:28:03.816 14/08/1994]',0.067,85.202,-0.512
'[11:28:03.818 14/08/1994]',0.052,85.202,-0.512
'[11:28:03.820 14/08/1994]',0.045,85.202,-0.512
'[11:28:03.822 14/08/1994]',0.045,85.202,-0.512
'[11:28:03.824 14/08/1994]',0.037,83.801,-0.522
'[11:28:03.826 14/08/1994]',0.030,83.801,-0.522
'[11:28:03.828 14/08/1994]',0.030,83.801,-0.522
'[11:28:03.830 14/08/1994]',0.023,83.801,-0.522
'[11:28:03.832 14/08/1994]',0.023,82.243,-0.535
'[11:28:03.834 14/08/1994]',0.015,82.243,-0.535
'[11:28:03.836 14/08/1994]',0.008,82.243,-0.535
'[11:28:03.838 14/08/1994]',0.008,82.243,-0.535
'[11:28:03.840 14/08/1994]',0.001,80.452,-0.548
'[11:28:03.842 14/08/1994]',0.001,80.452,-0.548
'[11:28:03.844 14/08/1994]',0.001,80.452,-0.548
'[11:28:03.846 14/08/1994]',0.001,80.452,-0.548
'[11:28:03.848 14/08/1994]',0.001,78.349,-0.564
'[11:28:03.850 14/08/1994]',0.001,78.349,-0.564
'[11:28:03.852 14/08/1994]',0.001,78.349,-0.564
'[11:28:03.854 14/08/1994]',0.001,78.349,-0.564
'[11:28:03.856 14/08/1994]',-0.007,76.168,-0.579
'[11:28:03.858 14/08/1994]',-0.014,76.168,-0.579
'[11:28:03.860 14/08/1994]',-0.014,76.168,-0.579
'[11:28:03.862 14/08/1994]',-0.014,76.168,-0.579
'[11:28:03.864 14/08/1994]',-0.022,73.910,-0.596
'[11:28:03.866 14/08/1994]',-0.022,73.910,-0.596
'[11:28:03.868 14/08/1994]',-0.014,73.910,-0.596
'[11:28:03.870 14/08/1994]',-0.014,73.910,-0.596
'[11:28:03.872 14/08/1994]',-0.022,71.573,-0.613
'[11:28:03.874 14/08/1994]',-0.022,71.573,-0.613
'[11:28:03.876 14/08/1994]',-0.022,71.573,-0.613
'[11:28:03.878 14/08/1994]',-0.014,71.573,-0.613
'[11:28:03.880 14/08/1994]',-0.014,69.315,-0.629
'[11:28:03.882 14/08/1994]',-0.007,69.315,-0.629
'[11:28:03.884 14/08/1994]',-0.007,69.315,-0.629
'[11:28:03.886 14/08/1994]',0.001,69.315,-0.629
'[11:28:03.888 14/08/1994]',-0.007,67.134,-0.644
'[11:28:03.890 14/08/1994]',0.001,67.134,-0.644
'[11:28:03.892 14/08/1994]',-0.007,67.134,-0.644
'[11:28:03.894 14/08/1994]',-0.007,67.134,-0.644
'[11:28:03.896 14/08/1994]',0.001,65.265,-0.658
'[11:28:03.898 14/08/1994]',0.001,65.265,-0.658
'[11:28:03.900 14/08/1994]',0.001,65.265,-0.658
'[11:28:03.902 14/08/1994]',0.001,65.265,-0.658
'[11:28:03.904 14/08/1994]',0.001,63.785,-0.671
'[11:28:03.906 14/08/1994]',0.001,63.785,-0.671
'[11:28:03.908 14/08/1994]',0.001,63.785,-0.671
'[11:28:03.910 14/08/1994]',0.001,63.785,-0.671
'[11:28:03.912 14/08/1994]',0.001,62.773,-0.683
'[11:28:03.914 14/08/1994]',0.001,62.773,-0.683
'[11:28:03.916 14/08/1994]',0.001,62.773,-0.683
'[11:28:03.918 14/08/1994]',0.001,62.773,-0.683
'[11:28:03.920 14/08/1994]',-0.007,62.227,-0.695
'[11:28:03.922 14/08/1994]',0.001,62.227,-0.695
'[11:28:03.924 14/08/1994]',0.001,62.227,-0.695
'[11:28:03.926 14/08/1994]',0.001,62.227,-0.695
'[11:28:03.928 14/08/1994]',0.001,62.072,-0.705
'[11:28:03.930 14/08/1994]',-0.007,62.072,-0.705
'[11:28:03.932 14/08/1994]',0.001,62.072,-0.705
'[11:28:03.934 14/08/1994]',0.001,62.072,-0.705
'[11:28:03.936 14/08/1994]',0.001,62.305,-0.715
'[11:28:03.938 14/08/1994]',0.001,62.305,-0.715
'[11:28:03.940 14/08/1994]',0.001,62.305,-0.715
'[11:28:03.942 14/08/1994]',0.001,62.305,-0.715
'[11:28:03.944 14/08/1994]',0.001,62.461,-0.724
'[11:28:03.946 14/08/1994]',0.001,62.461,-0.724
'[11:28:03.948 14/08/1994]',0.001,62.461,-0.724
'[11:28:03.950 14/08/1994]',0.001,62.461,-0.724
'[11:28:03.952 14/08/1994]',0.001,62.539,-0.731
'[11:28:03.954 14/08/1994]',0.008,62.539,-0.731
'[11:28:03.956 14/08/1994]',0.001,62.539,-0.731
'[11:28:03.958 14/08/1994]',0.001,62.539,-0.731
'[11:28:03.960 14/08/1994]',0.001,62.461,-0.737
'[11:28:03.962 14/08/1994]',-0.007,62.461,-0.737
'[11:28:03.964 14/08/1994]',0.001,62.461,-0.737
'[11:28:03.966 14/08/1994]',0.001,62.461,-0.737
'[11:28:03.968 14/08/1994]',0.001,62.305,-0.742
'[11:28:03.970 14/08/1994]',0.001,62.305,-0.742
'[11:28:03.972 14/08/1994]',-0.007,62.305,-0.742
'[11:28:03.974 14/08/1994]',-0.007,62.305,-0.742
'[11:28:03.976 14/08/1994]',-0.014,62.072,-0.746
'[11:28:03.978 14/08/1994]',-0.014,62.072,-0.746
'[11:28:03.980 14/08/1994]',-0.014,62.072,-0.746
'[11:28:03.982 14/08/1994]',-0.007,62.072,-0.746
'[11:28:03.984 14/08/1994]',0.001,61.838,-0.750
'[11:28:03.986 14/08/1994]',0.001,61.838,-0.750
'[11:28:03.988 14/08/1994]',0.008,61.838,-0.750
'[11:28:03.990 14/08/1994]',0.008,61.838,-0.750
'[11:28:03.992 14/08/1994]',-0.007,61.760,-0.754
'[11:28:03.994 14/08/1994]',-0.036,61.760,-0.754
'[11:28:03.996 14/08/1994]',-0.088,61.760,-0.754
'[11:28:03.998 14/08/1994]',-0.147,61.760,-0.754
'[11:28:04.000 14/08/1994]',-0.214,61.604,-0.758
'[11:28:04.002 14/08/1994]',-0.296,61.604,-0.758
'[11:28:04.004 14/08/1994]',-0.384,61.604,-0.758
'[11:28:04.006 14/08/1994]',-0.473,61.604,-0.758
'[11:28:04.008 14/08/1994]',-0.547,61.526,-0.763
'[11:28:04.010 14/08/1994]',-0.629,61.526,-0.763
'[11:28:04.012 14/08/1994]',-,61.526,-0.763
'[11:28:04.014 14/08/1994]',-,61.526,-0.763
'[11:28:04.016 14/08/1994]',-,61.371,-0.769
'[11:28:04.018 14/08/1994]',-,61.371,-0.769
'[11:28:04.020 14/08/1994]',-,61.371,-0.769
'[11:28:04.022 14/08/1994]',-,61.371,-0.769
'[11:28:04.024 14/08/1994]',-,61.215,-0.775
'[11:28:04.026 14/08/1994]',-,61.215,-0.775
'[11:28:04.028 14/08/1994]',-,61.215,-0.775
'[11:28:04.030 14/08/1994]',-,61.215,-0.775
'[11:28:04.032 14/08/1994]',-,60.981,-0.781
'[11:28:04.034 14/08/1994]',-,60.981,-0.781
'[11:28:04.036 14/08/1994]',-,60.981,-0.781
'[11:28:04.038 14/08/1994]',-0.673,60.981,-0.781
'[11:28:04.040 14/08/1994]',-0.569,60.670,-0.787
'[11:28:04.042 14/08/1994]',-0.480,60.670,-0.787
'[11:28:04.044 14/08/1994]',-0.421,60.670,-0.787
'[11:28:04.046 14/08/1994]',-0.355,60.670,-0.787
'[11:28:04.048 14/08/1994]',-0.288,60.280,-0.792
'[11:28:04.050 14/08/1994]',-0.229,60.280,-0.792
'[11:28:04.052 14/08/1994]',-0.199,60.280,-0.792
'[11:28:04.054 14/08/1994]',-0.155,60.280,-0.792
'[11:28:04.056 14/08/1994]',-0.118,59.891,-0.795
'[11:28:04.058 14/08/1994]',-0.096,59.891,-0.795
'[11:28:04.060 14/08/1994]',-0.074,59.891,-0.795
'[11:28:04.062 14/08/1994]',-0.051,59.891,-0.795
'[11:28:04.064 14/08/1994]',-0.022,59.579,-0.798
'[11:28:04.066 14/08/1994]',-0.007,59.579,-0.798
'[11:28:04.068 14/08/1994]',0.015,59.579,-0.798
'[11:28:04.070 14/08/1994]',0.023,59.579,-0.798
'[11:28:04.072 14/08/1994]',0.037,59.346,-0.799
'[11:28:04.074 14/08/1994]',0.045,59.346,-0.799
'[11:28:04.076 14/08/1994]',0.067,59.346,-0.799
'[11:28:04.078 14/08/1994]',0.075,59.346,-0.799
'[11:28:04.080 14/08/1994]',0.082,58.956,-0.801
'[11:28:04.082 14/08/1994]',0.097,58.956,-0.801
'[11:28:04.084 14/08/1994]',0.104,58.956,-0.801
'[11:28:04.086 14/08/1994]',0.111,58.956,-0.801
'[11:28:04.088 14/08/1994]',0.111,58.645,-0.802
'[11:28:04.090 14/08/1994]',0.119,58.645,-0.802
'[11:28:04.092 14/08/1994]',0.134,58.645,-0.802
'[11:28:04.094 14/08/1994]',0.134,58.645,-0.802
'[11:28:04.096 14/08/1994]',0.148,58.255,-0.803
'[11:28:04.098 14/08/1994]',0.134,58.255,-0.803
'[11:28:04.100 14/08/1994]',0.148,58.255,-0.803
'[11:28:04.102 14/08/1994]',0.148,58.255,-0.803
'[11:28:04.104 14/08/1994]',0.156,57.866,-0.804
'[11:28:04.106 14/08/1994]',0.156,57.866,-0.804
'[11:28:04.108 14/08/1994]',0.156,57.866,-0.804
'[11:28:04.110 14/08/1994]',0.156,57.866,-0.804
'[11:28:04.112 14/08/1994]',0.156,57.399,-0.803
'[11:28:04.114 14/08/1994]',0.163,57.399,-0.803
'[11:28:04.116 14/08/1994]',0.163,57.399,-0.803
'[11:28:04.118 14/08/1994]',0.163,57.399,-0.803
'[11:28:04.120 14/08/1994]',0.163,57.009,-0.801
'[11:28:04.122 14/08/1994]',0.163,57.009,-0.801
'[11:28:04.124 14/08/1994]',0.156,57.009,-0.801
'[11:28:04.126 14/08/1994]',0.163,57.009,-0.801
'[11:28:04.128 14/08/1994]',0.163,56.542,-0.798
'[11:28:04.130 14/08/1994]',0.163,56.542,-0.798
'[11:28:04.132 14/08/1994]',0.163,56.542,-0.798
'[11:28:04.134 14/08/1994]',0.163,56.542,-0.798
'[11:28:04.136 14/08/1994]',0.163,56.153,-0.794
'[11:28:04.138 14/08/1994]',0.163,56.153,-0.794
'[11:28:04.140 14/08/1994]',0.163,56.153,-0.794
'[11:28:04.142 14/08/1994]',0.163,56.153,-0.794
'[11:28:04.144 14/08/1994]',0.163,55.685,-0.790
'[11:28:04.146 14/08/1994]',0.163,55.685,-0.790
'[11:28:04.148 14/08/1994]',0.163,55.685,-0.790
'[11:28:04.150 14/08/1994]',0.171,55.685,-0.790
'[11:28:04.152 14/08/1994]',0.171,55.296,-0.785
'[11:28:04.154 14/08/1994]',0.171,55.296,-0.785
'[11:28:04.156 14/08/1994]',0.178,55.296,-0.785
'[11:28:04.158 14/08/1994]',0.178,55.296,-0.785
'[11:28:04.160 14/08/1994]',0.178,54.907,-0.780
'[11:28:04.162 14/08/1994]',0.178,54.907,-0.780
'[11:28:04.164 14/08/1994]',0.178,54.907,-0.780
'[11:28:04.166 14/08/1994]',0.178,54.907,-0.780
'[11:28:04.168 14/08/1994]',0.186,54.595,-0.774
'[11:28:04.170 14/08/1994]',0.186,54.595,-0.774
'[11:28:04.172 14/08/1994]',0.186,54.595,-0.774
'[11:28:04.174 14/08/1994]',0.186,54.595,-0.774
'[11:28:04.176 14/08/1994]',0.186,54.751,-0.767
'[11:28:04.178 14/08/1994]',0.186,54.751,-0.767
'[11:28:04.180 14/08/1994]',0.186,54.751,-0.767
'[11:28:04.182 14/08/1994]',0.200,54.751,-0.767
'[11:28:04.184 14/08/1994]',0.208,55.530,-0.759
'[11:28:04.186 14/08/1994]',0.208,55.530,-0.759
'[11:28:04.188 14/08/1994]',0.200,55.530,-0.759
'[11:28:04.190 14/08/1994]',0.208,55.530,-0.759
'[11:28:04.192 14/08/1994]',0.208,57.944,-0.751
'[11:28:04.194 14/08/1994]',0.215,57.944,-0.751
'[11:28:04.196 14/08/1994]',0.222,57.944,-0.751
'[11:28:04.198 14/08/1994]',0.230,57.944,-0.751
'[11:28:04.200 14/08/1994]',0.237,62.383,-0.743
'[11:28:04.202 14/08/1994]',0.245,62.383,-0.743
'[11:28:04.204 14/08/1994]',0.245,62.383,-0.743
'[11:28:04.206 14/08/1994]',0.252,62.383,-0.743
'[11:28:04.208 14/08/1994]',0.267,68.769,-0.734
'[11:28:04.210 14/08/1994]',0.267,68.769,-0.734
'[11:28:04.212 14/08/1994]',0.274,68.769,-0.734
'[11:28:04.214 14/08/1994]',0.282,68.769,-0.734
'[11:28:04.216 14/08/1994]',0.282,75.701,-0.726
'[11:28:04.218 14/08/1994]',0.289,75.701,-0.726
'[11:28:04.220 14/08/1994]',0.304,75.701,-0.726
'[11:28:04.222 14/08/1994]',0.304,75.701,-0.726
'[11:28:04.224 14/08/1994]',0.311,81.464,-0.718
'[11:28:04.226 14/08/1994]',0.311,81.464,-0.718
'[11:28:04.228 14/08/1994]',0.319,81.464,-0.718
'[11:28:04.230 14/08/1994]',0.319,81.464,-0.718
'[11:28:04.232 14/08/1994]',0.333,85.358,-0.710
'[11:28:04.234 14/08/1994]',0.333,85.358,-0.710
'[11:28:04.236 14/08/1994]',0.333,85.358,-0.710
'[11:28:04.238 14/08/1994]',0.341,85.358,-0.710
'[11:28:04.240 14/08/1994]',0.341,87.539,-0.703
'[11:28:04.242 14/08/1994]',0.341,87.539,-0.703
'[11:28:04.244 14/08/1994]',0.341,87.539,-0.703
'[11:28:04.246 14/08/1994]',0.341,87.539,-0.703
'[11:28:04.248 14/08/1994]',0.341,88.707,-0.697
'[11:28:04.250 14/08/1994]',0.341,88.707,-0.697
'[11:28:04.252 14/08/1994]',0.341,88.707,-0.697
'[11:28:04.254 14/08/1994]',0.341,88.707,-0.697
'[11:28:04.256 14/08/1994]',0.333,89.252,-0.691
'[11:28:04.258 14/08/1994]',0.333,89.252,-0.691
'[11:28:04.260 14/08/1994]',0.333,89.252,-0.691
'[11:28:04.262 14/08/1994]',0.319,89.252,-0.691
'[11:28:04.264 14/08/1994]',0.311,89.486,-0.685
'[11:28:04.266 14/08/1994]',0.304,89.486,-0.685
'[11:28:04.268 14/08/1994]',0.297,89.486,-0.685
'[11:28:04.270 14/08/1994]',0.282,89.486,-0.685
'[11:28:04.272 14/08/1994]',0.274,89.486,-0.680
'[11:28:04.274 14/08/1994]',0.252,89.486,-0.680
'[11:28:04.276 14/08/1994]',0.237,89.486,-0.680
'[11:28:04.278 14/08/1994]',0.222,89.486,-0.680
'[11:28:04.280 14/08/1994]',0.208,89.408,-0.675
'[11:28:04.282 14/08/1994]',0.186,89.408,-0.675
'[11:28:04.284 14/08/1994]',0.163,89.408,-0.675
'[11:28:04.286 14/08/1994]',0.148,89.408,-0.675
'[11:28:04.288 14/08/1994]',0.141,89.097,-0.671
'[11:28:04.290 14/08/1994]',0.119,89.097,-0.671
'[11:28:04.292 14/08/1994]',0.104,89.097,-0.671
'[11:28:04.294 14/08/1994]',0.097,89.097,-0.671
'[11:28:04.296 14/08/1994]',0.089,88.551,-0.667
'[11:28:04.298 14/08/1994]',0.082,88.551,-0.667
'[11:28:04.300 14/08/1994]',0.075,88.551,-0.667
'[11:28:04.302 14/08/1994]',0.067,88.551,-0.667
'[11:28:04.304 14/08/1994]',0.067,87.695,-0.664
'[11:28:04.306 14/08/1994]',0.052,87.695,-0.664
'[11:28:04.308 14/08/1994]',0.037,87.695,-0.664
'[11:28:04.310 14/08/1994]',0.037,87.695,-0.664
'[11:28:04.312 14/08/1994]',0.037,86.604,-0.661
'[11:28:04.314 14/08/1994]',0.030,86.604,-0.661
'[11:28:04.316 14/08/1994]',0.030,86.604,-0.661
'[11:28:04.318 14/08/1994]',0.023,86.604,-0.661
'[11:28:04.320 14/08/1994]',0.023,85.125,-0.660
'[11:28:04.322 14/08/1994]',0.015,85.125,-0.660
'[11:28:04.324 14/08/1994]',0.008,85.125,-0.660
'[11:28:04.326 14/08/1994]',0.001,85.125,-0.660
'[11:28:04.328 14/08/1994]',0.001,83.411,-0.659
'[11:28:04.330 14/08/1994]',-0.014,83.411,-0.659
'[11:28:04.332 14/08/1994]',-0.014,83.411,-0.659
'[11:28:04.334 14/08/1994]',-0.014,83.411,-0.659
'[11:28:04.336 14/08/1994]',-0.029,81.542,-0.660
'[11:28:04.338 14/08/1994]',-0.022,81.542,-0.660
'[11:28:04.340 14/08/1994]',-0.022,81.542,-0.660
'[11:28:04.342 14/08/1994]',-0.022,81.542,-0.660
'[11:28:04.344 14/08/1994]',-0.022,79.439,-0.663
'[11:28:04.346 14/08/1994]',-0.022,79.439,-0.663
'[11:28:04.348 14/08/1994]',-0.022,79.439,-0.663
'[11:28:04.350 14/08/1994]',-0.029,79.439,-0.663
'[11:28:04.352 14/08/1994]',-0.029,77.259,-0.666
'[11:28:04.354 14/08/1994]',-0.029,77.259,-0.666
'[11:28:04.356 14/08/1994]',-0.029,77.259,-0.666
'[11:28:04.358 14/08/1994]',-0.029,77.259,-0.666
