'Time and date','V','II','ABP','RESP'
'[10:40:53.062 04/04/1996]',0.047,-0.133,67.540,0.250
'[10:40:53.064 04/04/1996]',0.047,-0.133,68.044,0.233
'[10:40:53.066 04/04/1996]',0.047,-0.133,68.044,0.233
'[10:40:53.068 04/04/1996]',0.058,-0.133,68.044,0.233
'[10:40:53.070 04/04/1996]',0.058,-0.106,68.044,0.233
'[10:40:53.072 04/04/1996]',0.058,-0.106,68.548,0.215
'[10:40:53.074 04/04/1996]',0.058,-0.106,68.548,0.215
'[10:40:53.076 04/04/1996]',0.047,-0.106,68.548,0.215
'[10:40:53.078 04/04/1996]',0.047,-0.106,68.548,0.215
'[10:40:53.080 04/04/1996]',0.047,-0.106,68.901,0.199
'[10:40:53.082 04/04/1996]',0.058,-0.079,68.901,0.199
'[10:40:53.084 04/04/1996]',0.047,-0.079,68.901,0.199
'[10:40:53.086 04/04/1996]',0.047,-0.079,68.901,0.199
'[10:40:53.088 04/04/1996]',0.047,-0.079,69.052,0.182
'[10:40:53.090 04/04/1996]',0.047,-0.079,69.052,0.182
'[10:40:53.092 04/04/1996]',0.047,-0.079,69.052,0.182
'[10:40:53.094 04/04/1996]',0.035,-0.052,69.052,0.182
'[10:40:53.096 04/04/1996]',0.035,-0.052,69.103,0.166
'[10:40:53.098 04/04/1996]',0.035,-0.052,69.103,0.166
'[10:40:53.100 04/04/1996]',0.024,-0.025,69.103,0.166
'[10:40:53.102 04/04/1996]',0.035,-0.025,69.103,0.166
'[10:40:53.104 04/04/1996]',0.047,-0.025,69.052,0.148
'[10:40:53.106 04/04/1996]',0.035,-0.025,69.052,0.148
'[10:40:53.108 04/04/1996]',0.024,0.002,69.052,0.148
'[10:40:53.110 04/04/1996]',0.024,0.002,69.052,0.148
'[10:40:53.112 04/04/1996]',0.024,0.002,68.800,0.130
'[10:40:53.114 04/04/1996]',0.024,0.002,68.800,0.130
'[10:40:53.116 04/04/1996]',0.024,0.002,68.800,0.130
'[10:40:53.118 04/04/1996]',0.024,0.002,68.800,0.130
'[10:40:53.120 04/04/1996]',0.024,0.002,68.548,0.110
'[10:40:53.122 04/04/1996]',0.012,0.028,68.548,0.110
'[10:40:53.124 04/04/1996]',0.012,0.028,68.548,0.110
'[10:40:53.126 04/04/1996]',0.012,0.028,68.548,0.110
'[10:40:53.128 04/04/1996]',0.012,0.028,68.196,0.090
'[10:40:53.130 04/04/1996]',0.012,0.055,68.196,0.090
'[10:40:53.132 04/04/1996]',0.012,0.055,68.196,0.090
'[10:40:53.134 04/04/1996]',0.012,0.083,68.196,0.090
'[10:40:53.136 04/04/1996]',0.001,0.083,67.792,0.070
'[10:40:53.138 04/04/1996]',0.001,0.083,67.792,0.070
'[10:40:53.140 04/04/1996]',0.001,0.110,67.792,0.070
'[10:40:53.142 04/04/1996]',0.001,0.110,67.792,0.070
'[10:40:53.144 04/04/1996]',0.001,0.110,67.339,0.050
'[10:40:53.146 04/04/1996]',0.001,0.137,67.339,0.050
'[10:40:53.148 04/04/1996]',0.001,0.137,67.339,0.050
'[10:40:53.150 04/04/1996]',0.001,0.137,67.339,0.050
'[10:40:53.152 04/04/1996]',0.001,0.137,66.885,0.029
'[10:40:53.154 04/04/1996]',0.001,0.137,66.885,0.029
'[10:40:53.156 04/04/1996]',0.001,0.164,66.885,0.029
'[10:40:53.158 04/04/1996]',0.001,0.164,66.885,0.029
'[10:40:53.160 04/04/1996]',0.001,0.164,66.331,0.009
'[10:40:53.162 04/04/1996]',0.001,0.164,66.331,0.009
'[10:40:53.164 04/04/1996]',0.001,0.164,66.331,0.009
'[10:40:53.166 04/04/1996]',0.001,0.164,66.331,0.009
'[10:40:53.168 04/04/1996]',0.001,0.164,65.877,-0.009
'[10:40:53.170 04/04/1996]',0.001,0.164,65.877,-0.009
'[10:40:53.172 04/04/1996]',0.001,0.164,65.877,-0.009
'[10:40:53.174 04/04/1996]',0.001,0.137,65.877,-0.009
'[10:40:53.176 04/04/1996]',0.001,0.137,65.675,-0.028
'[10:40:53.178 04/04/1996]',0.001,0.137,65.675,-0.028
'[10:40:53.180 04/04/1996]',0.001,0.110,65.675,-0.028
'[10:40:53.182 04/04/1996]',0.001,0.110,65.675,-0.028
'[10:40:53.184 04/04/1996]',0.012,0.110,66.079,-0.044
'[10:40:53.186 04/04/1996]',0.001,0.110,66.079,-0.044
'[10:40:53.188 04/04/1996]',0.012,0.083,66.079,-0.044
'[10:40:53.190 04/04/1996]',0.012,0.083,66.079,-0.044
'[10:40:53.192 04/04/1996]',0.012,0.083,67.591,-0.060
'[10:40:53.194 04/04/1996]',0.012,0.055,67.591,-0.060
'[10:40:53.196 04/04/1996]',0.012,0.055,67.591,-0.060
'[10:40:53.198 04/04/1996]',0.012,0.055,67.591,-0.060
'[10:40:53.200 04/04/1996]',0.012,0.028,70.161,-0.076
'[10:40:53.202 04/04/1996]',0.012,0.028,70.161,-0.076
'[10:40:53.204 04/04/1996]',0.024,0.028,70.161,-0.076
'[10:40:53.206 04/04/1996]',0.024,0.002,70.161,-0.076
'[10:40:53.208 04/04/1996]',0.024,0.002,73.942,-0.091
'[10:40:53.210 04/04/1996]',0.012,0.002,73.942,-0.091
'[10:40:53.212 04/04/1996]',0.012,0.002,73.942,-0.091
'[10:40:53.214 04/04/1996]',0.024,0.002,73.942,-0.091
'[10:40:53.216 04/04/1996]',0.012,0.002,78.579,-0.105
'[10:40:53.218 04/04/1996]',0.012,0.002,78.579,-0.105
'[10:40:53.220 04/04/1996]',0.012,0.002,78.579,-0.105
'[10:40:53.222 04/04/1996]',0.012,0.002,78.579,-0.105
'[10:40:53.224 04/04/1996]',0.024,0.002,83.569,-0.119
'[10:40:53.226 04/04/1996]',0.012,-0.025,83.569,-0.119
'[10:40:53.228 04/04/1996]',0.012,-0.025,83.569,-0.119
'[10:40:53.230 04/04/1996]',0.012,-0.025,83.569,-0.119
'[10:40:53.232 04/04/1996]',0.012,-0.025,88.609,-0.133
'[10:40:53.234 04/04/1996]',0.012,-0.025,88.609,-0.133
'[10:40:53.236 04/04/1996]',0.012,-0.025,88.609,-0.133
'[10:40:53.238 04/04/1996]',0.012,-0.025,88.609,-0.133
'[10:40:53.240 04/04/1996]',0.024,-0.052,93.397,-0.145
'[10:40:53.242 04/04/1996]',0.012,-0.052,93.397,-0.145
'[10:40:53.244 04/04/1996]',0.012,-0.052,93.397,-0.145
'[10:40:53.246 04/04/1996]',0.012,-0.052,93.397,-0.145
'[10:40:53.248 04/04/1996]',0.012,-0.052,97.530,-0.157
'[10:40:53.250 04/04/1996]',0.012,-0.052,97.530,-0.157
'[10:40:53.252 04/04/1996]',0.024,-0.052,97.530,-0.157
'[10:40:53.254 04/04/1996]',0.012,-0.052,97.530,-0.157
'[10:40:53.256 04/04/1996]',0.012,-0.052,100.756,-0.169
'[10:40:53.258 04/04/1996]',0.012,-0.052,100.756,-0.169
'[10:40:53.260 04/04/1996]',0.012,-0.052,100.756,-0.169
'[10:40:53.262 04/04/1996]',0.012,-0.052,100.756,-0.169
'[10:40:53.264 04/04/1996]',0.012,-0.052,102.923,-0.182
'[10:40:53.266 04/04/1996]',0.001,-0.052,102.923,-0.182
'[10:40:53.268 04/04/1996]',0.012,-0.052,102.923,-0.182
'[10:40:53.270 04/04/1996]',0.012,-0.052,102.923,-0.182
'[10:40:53.272 04/04/1996]',0.012,-0.052,103.679,-0.196
'[10:40:53.274 04/04/1996]',0.012,-0.052,103.679,-0.196
'[10:40:53.276 04/04/1996]',0.012,-0.052,103.679,-0.196
'[10:40:53.278 04/04/1996]',0.012,-0.052,103.679,-0.196
'[10:40:53.280 04/04/1996]',0.012,-0.052,103.276,-0.210
'[10:40:53.282 04/04/1996]',0.012,-0.052,103.276,-0.210
'[10:40:53.284 04/04/1996]',0.001,-0.052,103.276,-0.210
'[10:40:53.286 04/04/1996]',0.012,-0.052,103.276,-0.210
'[10:40:53.288 04/04/1996]',0.012,-0.052,101.764,-0.225
'[10:40:53.290 04/04/1996]',0.012,-0.052,101.764,-0.225
'[10:40:53.292 04/04/1996]',0.012,-0.052,101.764,-0.225
'[10:40:53.294 04/04/1996]',0.012,-0.052,101.764,-0.225
'[10:40:53.296 04/04/1996]',0.012,-0.052,99.546,-0.241
'[10:40:53.298 04/04/1996]',0.012,-0.052,99.546,-0.241
'[10:40:53.300 04/04/1996]',0.024,-0.052,99.546,-0.241
'[10:40:53.302 04/04/1996]',0.012,-0.052,99.546,-0.241
'[10:40:53.304 04/04/1996]',0.024,-0.052,96.774,-0.258
'[10:40:53.306 04/04/1996]',0.012,-0.052,96.774,-0.258
'[10:40:53.308 04/04/1996]',0.012,-0.052,96.774,-0.258
'[10:40:53.310 04/04/1996]',0.012,-0.052,96.774,-0.258
'[10:40:53.312 04/04/1996]',0.012,-0.052,93.700,-0.276
'[10:40:53.314 04/04/1996]',0.012,-0.052,93.700,-0.276
'[10:40:53.316 04/04/1996]',0.012,-0.052,93.700,-0.276
'[10:40:53.318 04/04/1996]',0.012,-0.052,93.700,-0.276
'[10:40:53.320 04/04/1996]',0.012,-0.052,90.474,-0.294
'[10:40:53.322 04/04/1996]',0.024,-0.052,90.474,-0.294
'[10:40:53.324 04/04/1996]',0.024,-0.052,90.474,-0.294
'[10:40:53.326 04/04/1996]',0.024,-0.052,90.474,-0.294
'[10:40:53.328 04/04/1996]',0.012,-0.052,87.298,-0.312
'[10:40:53.330 04/04/1996]',0.012,-0.025,87.298,-0.312
'[10:40:53.332 04/04/1996]',0.012,-0.025,87.298,-0.312
'[10:40:53.334 04/04/1996]',0.001,-0.025,87.298,-0.312
'[10:40:53.336 04/04/1996]',0.012,-0.025,84.073,-0.330
'[10:40:53.338 04/04/1996]',0.001,-0.025,84.073,-0.330
'[10:40:53.340 04/04/1996]',0.001,-0.025,84.073,-0.330
'[10:40:53.342 04/04/1996]',0.001,-0.025,84.073,-0.330
'[10:40:53.344 04/04/1996]',0.001,0.002,80.847,-0.347
'[10:40:53.346 04/04/1996]',0.001,0.002,80.847,-0.347
'[10:40:53.348 04/04/1996]',0.001,0.002,80.847,-0.347
'[10:40:53.350 04/04/1996]',0.001,0.002,80.847,-0.347
'[10:40:53.352 04/04/1996]',0.001,0.002,77.823,-0.364
'[10:40:53.354 04/04/1996]',0.001,0.002,77.823,-0.364
'[10:40:53.356 04/04/1996]',0.001,0.002,77.823,-0.364
'[10:40:53.358 04/04/1996]',0.001,0.002,77.823,-0.364
'[10:40:53.360 04/04/1996]',0.001,0.002,74.849,-0.382
'[10:40:53.362 04/04/1996]',-0.011,0.002,74.849,-0.382
'[10:40:53.364 04/04/1996]',-0.011,0.002,74.849,-0.382
'[10:40:53.366 04/04/1996]',-0.011,0.002,74.849,-0.382
'[10:40:53.368 04/04/1996]',-0.011,0.002,72.127,-0.398
'[10:40:53.370 04/04/1996]',-0.011,0.002,72.127,-0.398
'[10:40:53.372 04/04/1996]',-0.022,0.002,72.127,-0.398
'[10:40:53.374 04/04/1996]',-0.011,-0.025,72.127,-0.398
'[10:40:53.376 04/04/1996]',0.001,-0.025,69.657,-0.414
'[10:40:53.378 04/04/1996]',0.001,-0.025,69.657,-0.414
'[10:40:53.380 04/04/1996]',0.001,-0.052,69.657,-0.414
'[10:40:53.382 04/04/1996]',0.001,-0.052,69.657,-0.414
'[10:40:53.384 04/04/1996]',0.012,-0.079,67.591,-0.429
'[10:40:53.386 04/04/1996]',0.012,-0.079,67.591,-0.429
'[10:40:53.388 04/04/1996]',0.024,-0.079,67.591,-0.429
'[10:40:53.390 04/04/1996]',0.024,-0.106,67.591,-0.429
'[10:40:53.392 04/04/1996]',0.024,-0.106,65.877,-0.443
'[10:40:53.394 04/04/1996]',0.024,-0.106,65.877,-0.443
'[10:40:53.396 04/04/1996]',0.024,-0.106,65.877,-0.443
'[10:40:53.398 04/04/1996]',0.024,-0.106,65.877,-0.443
'[10:40:53.400 04/04/1996]',0.024,-0.106,64.466,-0.456
'[10:40:53.402 04/04/1996]',0.024,-0.133,64.466,-0.456
'[10:40:53.404 04/04/1996]',0.024,-0.133,64.466,-0.456
'[10:40:53.406 04/04/1996]',0.024,-0.133,64.466,-0.456
'[10:40:53.408 04/04/1996]',0.035,-0.133,63.407,-0.467
'[10:40:53.410 04/04/1996]',0.035,-0.133,63.407,-0.467
'[10:40:53.412 04/04/1996]',0.035,-0.133,63.407,-0.467
'[10:40:53.414 04/04/1996]',0.035,-0.133,63.407,-0.467
'[10:40:53.416 04/04/1996]',0.047,-0.160,62.702,-0.477
'[10:40:53.418 04/04/1996]',0.058,-0.160,62.702,-0.477
'[10:40:53.420 04/04/1996]',0.058,-0.187,62.702,-0.477
'[10:40:53.422 04/04/1996]',0.070,-0.187,62.702,-0.477
'[10:40:53.424 04/04/1996]',0.058,-0.160,62.298,-0.488
'[10:40:53.426 04/04/1996]',0.047,-0.106,62.298,-0.488
'[10:40:53.428 04/04/1996]',0.012,-0.025,62.298,-0.488
'[10:40:53.430 04/04/1996]',-0.022,0.083,62.298,-0.488
'[10:40:53.432 04/04/1996]',-0.068,0.245,62.198,-0.498
'[10:40:53.434 04/04/1996]',-0.138,0.434,62.198,-0.498
'[10:40:53.436 04/04/1996]',-0.230,0.651,62.198,-0.498
'[10:40:53.438 04/04/1996]',-0.322,0.840,62.198,-0.498
'[10:40:53.440 04/04/1996]',-0.391,1.002,62.399,-0.508
'[10:40:53.442 04/04/1996]',-0.461,1.111,62.399,-0.508
'[10:40:53.444 04/04/1996]',-0.506,1.191,62.399,-0.508
'[10:40:53.446 04/04/1996]',-0.529,1.218,62.399,-0.508
'[10:40:53.448 04/04/1996]',-0.529,1.191,62.802,-0.518
'[10:40:53.450 04/04/1996]',-0.506,1.111,62.802,-0.518
'[10:40:53.452 04/04/1996]',-0.437,0.948,62.802,-0.518
'[10:40:53.454 04/04/1996]',-0.345,0.651,62.802,-0.518
'[10:40:53.456 04/04/1996]',-0.230,0.327,63.306,-0.526
'[10:40:53.458 04/04/1996]',-0.138,0.055,63.306,-0.526
'[10:40:53.460 04/04/1996]',-0.057,-0.106,63.306,-0.526
'[10:40:53.462 04/04/1996]',-0.011,-0.215,63.306,-0.526
'[10:40:53.464 04/04/1996]',0.012,-0.269,63.962,-0.534
'[10:40:53.466 04/04/1996]',0.024,-0.269,63.962,-0.534
'[10:40:53.468 04/04/1996]',0.024,-0.269,63.962,-0.534
'[10:40:53.470 04/04/1996]',0.035,-0.269,63.962,-0.534
'[10:40:53.472 04/04/1996]',0.047,-0.242,64.617,-0.542
'[10:40:53.474 04/04/1996]',0.058,-0.242,64.617,-0.542
'[10:40:53.476 04/04/1996]',0.058,-0.215,64.617,-0.542
'[10:40:53.478 04/04/1996]',0.058,-0.187,64.617,-0.542
'[10:40:53.480 04/04/1996]',0.058,-0.160,65.272,-0.548
'[10:40:53.482 04/04/1996]',0.058,-0.160,65.272,-0.548
'[10:40:53.484 04/04/1996]',0.058,-0.160,65.272,-0.548
'[10:40:53.486 04/04/1996]',0.047,-0.133,65.272,-0.548
'[10:40:53.488 04/04/1996]',0.047,-0.133,65.827,-0.554
'[10:40:53.490 04/04/1996]',0.058,-0.133,65.827,-0.554
'[10:40:53.492 04/04/1996]',0.058,-0.133,65.827,-0.554
'[10:40:53.494 04/04/1996]',0.047,-0.133,65.827,-0.554
'[10:40:53.496 04/04/1996]',0.058,-0.133,66.280,-0.560
'[10:40:53.498 04/04/1996]',0.058,-0.133,66.280,-0.560
'[10:40:53.500 04/04/1996]',0.058,-0.133,66.280,-0.560
'[10:40:53.502 04/04/1996]',0.058,-0.106,66.280,-0.560
'[10:40:53.504 04/04/1996]',0.058,-0.106,66.683,-0.566
'[10:40:53.506 04/04/1996]',0.047,-0.106,66.683,-0.566
'[10:40:53.508 04/04/1996]',0.047,-0.106,66.683,-0.566
'[10:40:53.510 04/04/1996]',0.047,-0.079,66.683,-0.566
'[10:40:53.512 04/04/1996]',0.035,-0.079,66.935,-0.572
'[10:40:53.514 04/04/1996]',0.047,-0.079,66.935,-0.572
'[10:40:53.516 04/04/1996]',0.047,-0.079,66.935,-0.572
'[10:40:53.518 04/04/1996]',0.047,-0.079,66.935,-0.572
'[10:40:53.520 04/04/1996]',0.035,-0.052,67.087,-0.578
'[10:40:53.522 04/04/1996]',0.035,-0.052,67.087,-0.578
'[10:40:53.524 04/04/1996]',0.035,-0.052,67.087,-0.578
'[10:40:53.526 04/04/1996]',0.035,-0.052,67.087,-0.578
'[10:40:53.528 04/04/1996]',0.035,-0.025,67.087,-0.584
'[10:40:53.530 04/04/1996]',0.024,-0.025,67.087,-0.584
'[10:40:53.532 04/04/1996]',0.024,-0.025,67.087,-0.584
'[10:40:53.534 04/04/1996]',0.024,-0.025,67.087,-0.584
'[10:40:53.536 04/04/1996]',0.024,0.002,66.986,-0.591
'[10:40:53.538 04/04/1996]',0.024,0.002,66.986,-0.591
'[10:40:53.540 04/04/1996]',0.024,0.002,66.986,-0.591
'[10:40:53.542 04/04/1996]',0.024,0.002,66.986,-0.591
'[10:40:53.544 04/04/1996]',0.024,0.002,66.734,-0.599
'[10:40:53.546 04/04/1996]',0.012,0.002,66.734,-0.599
'[10:40:53.548 04/04/1996]',0.024,0.002,66.734,-0.599
'[10:40:53.550 04/04/1996]',0.012,0.028,66.734,-0.599
'[10:40:53.552 04/04/1996]',0.012,0.028,66.532,-0.607
'[10:40:53.554 04/04/1996]',0.012,0.028,66.532,-0.607
'[10:40:53.556 04/04/1996]',0.001,0.028,66.532,-0.607
'[10:40:53.558 04/04/1996]',0.001,0.055,66.532,-0.607
'[10:40:53.560 04/04/1996]',0.001,0.055,66.179,-0.617
'[10:40:53.562 04/04/1996]',0.001,0.055,66.179,-0.617
'[10:40:53.564 04/04/1996]',0.001,0.083,66.179,-0.617
'[10:40:53.566 04/04/1996]',0.001,0.083,66.179,-0.617
'[10:40:53.568 04/04/1996]',0.001,0.083,65.726,-0.626
'[10:40:53.570 04/04/1996]',0.001,0.110,65.726,-0.626
'[10:40:53.572 04/04/1996]',0.001,0.110,65.726,-0.626
'[10:40:53.574 04/04/1996]',0.001,0.110,65.726,-0.626
'[10:40:53.576 04/04/1996]',0.001,0.110,65.272,-0.637
'[10:40:53.578 04/04/1996]',0.001,0.110,65.272,-0.637
'[10:40:53.580 04/04/1996]',0.001,0.137,65.272,-0.637
'[10:40:53.582 04/04/1996]',0.001,0.137,65.272,-0.637
'[10:40:53.584 04/04/1996]',0.001,0.137,64.819,-0.647
'[10:40:53.586 04/04/1996]',0.001,0.137,64.819,-0.647
'[10:40:53.588 04/04/1996]',0.001,0.137,64.819,-0.647
'[10:40:53.590 04/04/1996]',0.001,0.137,64.819,-0.647
'[10:40:53.592 04/04/1996]',0.001,0.137,64.415,-0.657
'[10:40:53.594 04/04/1996]',0.001,0.137,64.415,-0.657
'[10:40:53.596 04/04/1996]',0.001,0.110,64.415,-0.657
'[10:40:53.598 04/04/1996]',0.001,0.110,64.415,-0.657
'[10:40:53.600 04/04/1996]',0.001,0.110,64.214,-0.666
'[10:40:53.602 04/04/1996]',0.001,0.083,64.214,-0.666
'[10:40:53.604 04/04/1996]',0.001,0.083,64.214,-0.666
'[10:40:53.606 04/04/1996]',0.001,0.083,64.214,-0.666
'[10:40:53.608 04/04/1996]',0.001,0.083,64.617,-0.675
'[10:40:53.610 04/04/1996]',0.012,0.055,64.617,-0.675
'[10:40:53.612 04/04/1996]',0.012,0.055,64.617,-0.675
'[10:40:53.614 04/04/1996]',0.001,0.055,64.617,-0.675
'[10:40:53.616 04/04/1996]',0.012,0.028,65.978,-0.683
'[10:40:53.618 04/04/1996]',0.012,0.028,65.978,-0.683
'[10:40:53.620 04/04/1996]',0.012,0.028,65.978,-0.683
'[10:40:53.622 04/04/1996]',0.012,0.002,65.978,-0.683
'[10:40:53.624 04/04/1996]',0.024,0.002,68.397,-0.690
'[10:40:53.626 04/04/1996]',0.024,0.002,68.397,-0.690
'[10:40:53.628 04/04/1996]',0.024,0.002,68.397,-0.690
'[10:40:53.630 04/04/1996]',0.024,0.002,68.397,-0.690
'[10:40:53.632 04/04/1996]',0.024,0.002,71.875,-0.695
'[10:40:53.634 04/04/1996]',0.024,0.002,71.875,-0.695
'[10:40:53.636 04/04/1996]',0.024,0.002,71.875,-0.695
'[10:40:53.638 04/04/1996]',0.024,-0.025,71.875,-0.695
'[10:40:53.640 04/04/1996]',0.024,-0.025,76.159,-0.700
'[10:40:53.642 04/04/1996]',0.024,-0.025,76.159,-0.700
'[10:40:53.644 04/04/1996]',0.024,-0.025,76.159,-0.700
'[10:40:53.646 04/04/1996]',0.012,-0.025,76.159,-0.700
'[10:40:53.648 04/04/1996]',0.012,-0.025,80.796,-0.703
'[10:40:53.650 04/04/1996]',0.012,-0.025,80.796,-0.703
'[10:40:53.652 04/04/1996]',0.012,-0.052,80.796,-0.703
'[10:40:53.654 04/04/1996]',0.012,-0.052,80.796,-0.703
'[10:40:53.656 04/04/1996]',0.012,-0.052,85.635,-0.706
'[10:40:53.658 04/04/1996]',0.012,-0.052,85.635,-0.706
'[10:40:53.660 04/04/1996]',0.012,-0.052,85.635,-0.706
'[10:40:53.662 04/04/1996]',0.012,-0.052,85.635,-0.706
'[10:40:53.664 04/04/1996]',0.012,-0.052,90.222,-0.708
'[10:40:53.666 04/04/1996]',0.001,-0.052,90.222,-0.708
'[10:40:53.668 04/04/1996]',0.012,-0.052,90.222,-0.708
'[10:40:53.670 04/04/1996]',0.012,-0.052,90.222,-0.708
'[10:40:53.672 04/04/1996]',0.012,-0.079,94.355,-0.709
'[10:40:53.674 04/04/1996]',0.012,-0.052,94.355,-0.709
'[10:40:53.676 04/04/1996]',0.012,-0.079,94.355,-0.709
'[10:40:53.678 04/04/1996]',0.012,-0.079,94.355,-0.709
'[10:40:53.680 04/04/1996]',0.001,-0.079,97.581,-0.711
'[10:40:53.682 04/04/1996]',0.012,-0.079,97.581,-0.711
'[10:40:53.684 04/04/1996]',0.001,-0.079,97.581,-0.711
'[10:40:53.686 04/04/1996]',0.012,-0.052,97.581,-0.711
'[10:40:53.688 04/04/1996]',0.012,-0.052,99.849,-0.714
'[10:40:53.690 04/04/1996]',0.012,-0.052,99.849,-0.714
'[10:40:53.692 04/04/1996]',0.012,-0.079,99.849,-0.714
'[10:40:53.694 04/04/1996]',0.012,-0.079,99.849,-0.714
'[10:40:53.696 04/04/1996]',0.001,-0.052,100.857,-0.717
'[10:40:53.698 04/04/1996]',0.001,-0.052,100.857,-0.717
'[10:40:53.700 04/04/1996]',0.012,-0.052,100.857,-0.717
'[10:40:53.702 04/04/1996]',0.001,-0.052,100.857,-0.717
'[10:40:53.704 04/04/1996]',0.012,-0.052,100.605,-0.721
'[10:40:53.706 04/04/1996]',0.001,-0.052,100.605,-0.721
'[10:40:53.708 04/04/1996]',0.001,-0.052,100.605,-0.721
'[10:40:53.710 04/04/1996]',0.012,-0.052,100.605,-0.721
'[10:40:53.712 04/04/1996]',0.012,-0.052,99.345,-0.727
'[10:40:53.714 04/04/1996]',0.012,-0.052,99.345,-0.727
'[10:40:53.716 04/04/1996]',0.001,-0.052,99.345,-0.727
'[10:40:53.718 04/04/1996]',0.001,-0.052,99.345,-0.727
'[10:40:53.720 04/04/1996]',0.012,-0.052,97.278,-0.734
'[10:40:53.722 04/04/1996]',0.012,-0.052,97.278,-0.734
'[10:40:53.724 04/04/1996]',0.001,-0.052,97.278,-0.734
'[10:40:53.726 04/04/1996]',0.012,-0.052,97.278,-0.734
'[10:40:53.728 04/04/1996]',0.001,-0.052,94.708,-0.742
'[10:40:53.730 04/04/1996]',0.012,-0.052,94.708,-0.742
'[10:40:53.732 04/04/1996]',0.012,-0.052,94.708,-0.742
'[10:40:53.734 04/04/1996]',0.012,-0.052,94.708,-0.742
'[10:40:53.736 04/04/1996]',0.012,-0.052,91.784,-0.750
'[10:40:53.738 04/04/1996]',0.012,-0.052,91.784,-0.750
'[10:40:53.740 04/04/1996]',0.012,-0.052,91.784,-0.750
'[10:40:53.742 04/04/1996]',0.012,-0.052,91.784,-0.750
'[10:40:53.744 04/04/1996]',0.012,-0.052,88.659,-0.758
'[10:40:53.746 04/04/1996]',0.012,-0.052,88.659,-0.758
'[10:40:53.748 04/04/1996]',0.012,-0.052,88.659,-0.758
'[10:40:53.750 04/04/1996]',0.012,-0.052,88.659,-0.758
'[10:40:53.752 04/04/1996]',0.012,-0.025,85.484,-0.767
'[10:40:53.754 04/04/1996]',0.012,-0.025,85.484,-0.767
'[10:40:53.756 04/04/1996]',0.012,-0.025,85.484,-0.767
'[10:40:53.758 04/04/1996]',0.012,-0.025,85.484,-0.767
'[10:40:53.760 04/04/1996]',0.001,-0.025,82.308,-0.775
'[10:40:53.762 04/04/1996]',0.001,-0.025,82.308,-0.775
'[10:40:53.764 04/04/1996]',0.001,-0.025,82.308,-0.775
'[10:40:53.766 04/04/1996]',0.001,-0.025,82.308,-0.775
'[10:40:53.768 04/04/1996]',0.001,0.002,79.133,-0.784
'[10:40:53.770 04/04/1996]',0.001,0.002,79.133,-0.784
'[10:40:53.772 04/04/1996]',0.001,0.002,79.133,-0.784
'[10:40:53.774 04/04/1996]',0.001,0.002,79.133,-0.784
'[10:40:53.776 04/04/1996]',0.001,0.002,76.109,-0.791
'[10:40:53.778 04/04/1996]',0.001,0.002,76.109,-0.791
'[10:40:53.780 04/04/1996]',0.001,0.002,76.109,-0.791
'[10:40:53.782 04/04/1996]',0.001,0.002,76.109,-0.791
'[10:40:53.784 04/04/1996]',-0.011,0.002,73.135,-0.799
'[10:40:53.786 04/04/1996]',-0.011,0.002,73.135,-0.799
'[10:40:53.788 04/04/1996]',-0.011,0.002,73.135,-0.799
'[10:40:53.790 04/04/1996]',-0.011,0.002,73.135,-0.799
'[10:40:53.792 04/04/1996]',-0.011,0.002,70.413,-0.806
'[10:40:53.794 04/04/1996]',-0.011,0.002,70.413,-0.806
'[10:40:53.796 04/04/1996]',-0.011,0.002,70.413,-0.806
'[10:40:53.798 04/04/1996]',-0.011,-0.025,70.413,-0.806
'[10:40:53.800 04/04/1996]',0.001,-0.025,67.994,-0.812
'[10:40:53.802 04/04/1996]',0.001,-0.025,67.994,-0.812
'[10:40:53.804 04/04/1996]',0.001,-0.052,67.994,-0.812
'[10:40:53.806 04/04/1996]',0.001,-0.079,67.994,-0.812
'[10:40:53.808 04/04/1996]',0.012,-0.079,65.927,-0.819
'[10:40:53.810 04/04/1996]',0.012,-0.079,65.927,-0.819
'[10:40:53.812 04/04/1996]',0.012,-0.079,65.927,-0.819
'[10:40:53.814 04/04/1996]',0.024,-0.106,65.927,-0.819
'[10:40:53.816 04/04/1996]',0.024,-0.106,64.214,-0.825
'[10:40:53.818 04/04/1996]',0.024,-0.106,64.214,-0.825
'[10:40:53.820 04/04/1996]',0.024,-0.133,64.214,-0.825
'[10:40:53.822 04/04/1996]',0.024,-0.133,64.214,-0.825
'[10:40:53.824 04/04/1996]',0.024,-0.133,62.853,-0.831
'[10:40:53.826 04/04/1996]',0.024,-0.133,62.853,-0.831
'[10:40:53.828 04/04/1996]',0.024,-0.133,62.853,-0.831
'[10:40:53.830 04/04/1996]',0.024,-0.133,62.853,-0.831
'[10:40:53.832 04/04/1996]',0.024,-0.133,61.794,-0.837
'[10:40:53.834 04/04/1996]',0.024,-0.133,61.794,-0.837
'[10:40:53.836 04/04/1996]',0.035,-0.133,61.794,-0.837
'[10:40:53.838 04/04/1996]',0.035,-0.133,61.794,-0.837
'[10:40:53.840 04/04/1996]',0.058,-0.160,61.089,-0.841
'[10:40:53.842 04/04/1996]',0.058,-0.160,61.089,-0.841
'[10:40:53.844 04/04/1996]',0.070,-0.187,61.089,-0.841
'[10:40:53.846 04/04/1996]',0.070,-0.160,61.089,-0.841
