'Time and date','II','MCL1','V','ABP','PAP'
'[09:38:58.328 20/12/1995]',0.002,0.013,0.001,84.692,16.350
'[09:38:58.330 20/12/1995]',0.002,0.013,0.001,84.692,16.350
'[09:38:58.332 20/12/1995]',0.002,0.013,0.001,84.692,16.350
'[09:38:58.334 20/12/1995]',0.002,0.026,0.010,84.692,16.350
'[09:38:58.336 20/12/1995]',0.002,0.026,0.028,82.891,16.400
'[09:38:58.338 20/12/1995]',0.002,0.038,0.028,82.891,16.400
'[09:38:58.340 20/12/1995]',-0.019,0.038,0.028,82.891,16.400
'[09:38:58.342 20/12/1995]',-0.019,0.051,0.028,82.891,16.400
'[09:38:58.344 20/12/1995]',0.002,0.051,0.028,81.043,16.575
'[09:38:58.346 20/12/1995]',0.002,0.051,0.028,81.043,16.575
'[09:38:58.348 20/12/1995]',0.002,0.063,0.028,81.043,16.575
'[09:38:58.350 20/12/1995]',0.002,0.076,0.028,81.043,16.575
'[09:38:58.352 20/12/1995]',0.002,0.076,0.037,79.100,16.825
'[09:38:58.354 20/12/1995]',-0.019,0.076,0.046,79.100,16.825
'[09:38:58.356 20/12/1995]',0.002,0.076,0.037,79.100,16.825
'[09:38:58.358 20/12/1995]',-0.019,0.063,0.037,79.100,16.825
'[09:38:58.360 20/12/1995]',0.002,0.063,0.037,77.156,16.925
'[09:38:58.362 20/12/1995]',0.002,0.063,0.037,77.156,16.925
'[09:38:58.364 20/12/1995]',0.002,0.063,0.037,77.156,16.925
'[09:38:58.366 20/12/1995]',0.002,0.076,0.037,77.156,16.925
'[09:38:58.368 20/12/1995]',-0.019,0.076,0.046,75.118,16.925
'[09:38:58.370 20/12/1995]',-0.019,0.076,0.046,75.118,16.925
'[09:38:58.372 20/12/1995]',-0.019,0.063,0.037,75.118,16.925
'[09:38:58.374 20/12/1995]',-0.019,0.076,0.028,75.118,16.925
'[09:38:58.376 20/12/1995]',0.002,0.076,0.037,73.175,16.875
'[09:38:58.378 20/12/1995]',0.002,0.076,0.028,73.175,16.875
'[09:38:58.380 20/12/1995]',0.002,0.063,0.028,73.175,16.875
'[09:38:58.382 20/12/1995]',0.002,0.063,0.028,73.175,16.875
'[09:38:58.384 20/12/1995]',0.002,0.063,0.028,71.232,16.700
'[09:38:58.386 20/12/1995]',0.002,0.063,0.028,71.232,16.700
'[09:38:58.388 20/12/1995]',0.002,0.063,0.028,71.232,16.700
'[09:38:58.390 20/12/1995]',0.002,0.063,0.028,71.232,16.700
'[09:38:58.392 20/12/1995]',0.002,0.063,0.037,69.384,16.525
'[09:38:58.394 20/12/1995]',0.002,0.063,0.037,69.384,16.525
'[09:38:58.396 20/12/1995]',-0.019,0.076,0.046,69.384,16.525
'[09:38:58.398 20/12/1995]',-0.019,0.063,0.046,69.384,16.525
'[09:38:58.400 20/12/1995]',-0.019,0.063,0.037,67.678,16.300
'[09:38:58.402 20/12/1995]',-0.019,0.063,0.037,67.678,16.300
'[09:38:58.404 20/12/1995]',-0.019,0.051,0.037,67.678,16.300
'[09:38:58.406 20/12/1995]',-0.039,0.051,0.037,67.678,16.300
'[09:38:58.408 20/12/1995]',-0.060,0.038,0.037,66.019,16.000
'[09:38:58.410 20/12/1995]',-0.080,0.013,0.037,66.019,16.000
'[09:38:58.412 20/12/1995]',-0.121,0.001,0.046,66.019,16.000
'[09:38:58.414 20/12/1995]',-0.121,0.001,0.046,66.019,16.000
'[09:38:58.416 20/12/1995]',-0.121,-0.011,0.028,64.455,15.700
'[09:38:58.418 20/12/1995]',-0.060,-0.049,0.019,64.455,15.700
'[09:38:58.420 20/12/1995]',0.002,-0.074,0.001,64.455,15.700
'[09:38:58.422 20/12/1995]',0.103,-0.086,-0.027,64.455,15.700
'[09:38:58.424 20/12/1995]',0.206,-0.124,-0.064,62.938,15.350
'[09:38:58.426 20/12/1995]',0.328,-0.149,-0.091,62.938,15.350
'[09:38:58.428 20/12/1995]',0.431,-0.186,-0.137,62.938,15.350
'[09:38:58.430 20/12/1995]',0.533,-0.211,-0.173,62.938,15.350
'[09:38:58.432 20/12/1995]',0.635,-0.236,-0.201,61.611,15.125
'[09:38:58.434 20/12/1995]',0.737,-0.248,-0.238,61.611,15.125
'[09:38:58.436 20/12/1995]',0.860,-0.273,-0.283,61.611,15.125
'[09:38:58.438 20/12/1995]',0.982,-0.298,-0.329,61.611,15.125
'[09:38:58.440 20/12/1995]',1.064,-0.311,-0.366,60.474,15.000
'[09:38:58.442 20/12/1995]',1.126,-0.323,-0.393,60.474,15.000
'[09:38:58.444 20/12/1995]',1.105,-0.286,-0.393,60.474,15.000
'[09:38:58.446 20/12/1995]',1.023,-0.261,-0.357,60.474,15.000
'[09:38:58.448 20/12/1995]',0.880,-0.223,-0.311,59.336,15.225
'[09:38:58.450 20/12/1995]',0.737,-0.174,-0.265,59.336,15.225
'[09:38:58.452 20/12/1995]',0.574,-0.124,-0.219,59.336,15.225
'[09:38:58.454 20/12/1995]',0.410,-0.086,-0.173,59.336,15.225
'[09:38:58.456 20/12/1995]',0.247,-0.036,-0.100,58.341,15.650
'[09:38:58.458 20/12/1995]',0.103,0.051,-0.036,58.341,15.650
'[09:38:58.460 20/12/1995]',0.002,0.101,0.019,58.341,15.650
'[09:38:58.462 20/12/1995]',-0.101,0.163,0.074,58.341,15.650
'[09:38:58.464 20/12/1995]',-0.183,0.188,0.102,57.441,16.050
'[09:38:58.466 20/12/1995]',-0.224,0.213,0.138,57.441,16.050
'[09:38:58.468 20/12/1995]',-0.244,0.225,0.156,57.441,16.050
'[09:38:58.470 20/12/1995]',-0.244,0.225,0.156,57.441,16.050
'[09:38:58.472 20/12/1995]',-0.244,0.213,0.156,56.682,16.300
'[09:38:58.474 20/12/1995]',-0.203,0.200,0.156,56.682,16.300
'[09:38:58.476 20/12/1995]',-0.183,0.188,0.138,56.682,16.300
'[09:38:58.478 20/12/1995]',-0.162,0.163,0.120,56.682,16.300
'[09:38:58.480 20/12/1995]',-0.142,0.151,0.102,56.066,16.350
'[09:38:58.482 20/12/1995]',-0.101,0.138,0.092,56.066,16.350
'[09:38:58.484 20/12/1995]',-0.080,0.126,0.083,56.066,16.350
'[09:38:58.486 20/12/1995]',-0.039,0.138,0.083,56.066,16.350
'[09:38:58.488 20/12/1995]',-0.019,0.113,0.074,55.687,16.575
'[09:38:58.490 20/12/1995]',0.002,0.113,0.065,55.687,16.575
'[09:38:58.492 20/12/1995]',0.002,0.113,0.056,55.687,16.575
'[09:38:58.494 20/12/1995]',0.002,0.101,0.056,55.687,16.575
'[09:38:58.496 20/12/1995]',0.002,0.101,0.056,55.355,17.100
'[09:38:58.498 20/12/1995]',0.021,0.101,0.046,55.355,17.100
'[09:38:58.500 20/12/1995]',0.042,0.088,0.046,55.355,17.100
'[09:38:58.502 20/12/1995]',0.042,0.076,0.037,55.355,17.100
'[09:38:58.504 20/12/1995]',0.042,0.088,0.037,55.071,17.625
'[09:38:58.506 20/12/1995]',0.042,0.088,0.037,55.071,17.625
'[09:38:58.508 20/12/1995]',0.021,0.088,0.037,55.071,17.625
'[09:38:58.510 20/12/1995]',0.021,0.088,0.037,55.071,17.625
'[09:38:58.512 20/12/1995]',0.021,0.076,0.037,54.834,17.925
'[09:38:58.514 20/12/1995]',0.042,0.076,0.028,54.834,17.925
'[09:38:58.516 20/12/1995]',0.042,0.076,0.028,54.834,17.925
'[09:38:58.518 20/12/1995]',0.042,0.063,0.028,54.834,17.925
'[09:38:58.520 20/12/1995]',0.042,0.076,0.028,54.739,17.825
'[09:38:58.522 20/12/1995]',0.042,0.076,0.028,54.739,17.825
'[09:38:58.524 20/12/1995]',0.042,0.076,0.037,54.739,17.825
'[09:38:58.526 20/12/1995]',0.042,0.076,0.037,54.739,17.825
'[09:38:58.528 20/12/1995]',0.042,0.076,0.037,54.739,17.400
'[09:38:58.530 20/12/1995]',0.042,0.076,0.037,54.739,17.400
'[09:38:58.532 20/12/1995]',0.021,0.076,0.037,54.739,17.400
'[09:38:58.534 20/12/1995]',0.042,0.076,0.037,54.739,17.400
'[09:38:58.536 20/12/1995]',0.021,0.076,0.037,54.834,17.050
'[09:38:58.538 20/12/1995]',0.042,0.076,0.028,54.834,17.050
'[09:38:58.540 20/12/1995]',0.062,0.063,0.028,54.834,17.050
'[09:38:58.542 20/12/1995]',0.062,0.063,0.019,54.834,17.050
'[09:38:58.544 20/12/1995]',0.062,0.063,0.019,55.024,17.100
'[09:38:58.546 20/12/1995]',0.062,0.051,0.019,55.024,17.100
'[09:38:58.548 20/12/1995]',0.062,0.051,0.019,55.024,17.100
'[09:38:58.550 20/12/1995]',0.062,0.051,0.019,55.024,17.100
'[09:38:58.552 20/12/1995]',0.062,0.051,0.019,55.166,17.625
'[09:38:58.554 20/12/1995]',0.062,0.051,0.019,55.166,17.625
'[09:38:58.556 20/12/1995]',0.062,0.063,0.019,55.166,17.625
'[09:38:58.558 20/12/1995]',0.062,0.051,0.019,55.166,17.625
'[09:38:58.560 20/12/1995]',0.062,0.051,0.019,55.403,18.225
'[09:38:58.562 20/12/1995]',0.062,0.051,0.010,55.403,18.225
'[09:38:58.564 20/12/1995]',0.062,0.038,0.010,55.403,18.225
'[09:38:58.566 20/12/1995]',0.083,0.038,0.001,55.403,18.225
'[09:38:58.568 20/12/1995]',0.083,0.038,0.010,55.640,18.525
'[09:38:58.570 20/12/1995]',0.083,0.051,0.010,55.640,18.525
'[09:38:58.572 20/12/1995]',0.083,0.051,0.010,55.640,18.525
'[09:38:58.574 20/12/1995]',0.062,0.038,0.019,55.640,18.525
'[09:38:58.576 20/12/1995]',0.062,0.038,0.010,55.924,18.750
'[09:38:58.578 20/12/1995]',0.062,0.038,0.010,55.924,18.750
'[09:38:58.580 20/12/1995]',0.083,0.051,0.001,55.924,18.750
'[09:38:58.582 20/12/1995]',0.083,0.038,0.001,55.924,18.750
'[09:38:58.584 20/12/1995]',0.103,0.038,0.001,56.351,19.700
'[09:38:58.586 20/12/1995]',0.103,0.038,0.001,56.351,19.700
'[09:38:58.588 20/12/1995]',0.103,0.038,0.001,56.351,19.700
'[09:38:58.590 20/12/1995]',0.083,0.038,0.001,56.351,19.700
'[09:38:58.592 20/12/1995]',0.083,0.038,0.001,56.967,21.675
'[09:38:58.594 20/12/1995]',0.083,0.038,0.001,56.967,21.675
'[09:38:58.596 20/12/1995]',0.083,0.026,0.001,56.967,21.675
'[09:38:58.598 20/12/1995]',0.083,0.026,0.001,56.967,21.675
'[09:38:58.600 20/12/1995]',0.083,0.026,0.001,57.962,24.550
'[09:38:58.602 20/12/1995]',0.083,0.026,0.001,57.962,24.550
'[09:38:58.604 20/12/1995]',0.103,0.013,0.001,57.962,24.550
'[09:38:58.606 20/12/1995]',0.083,0.013,0.001,57.962,24.550
'[09:38:58.608 20/12/1995]',0.083,0.013,0.001,59.384,27.725
'[09:38:58.610 20/12/1995]',0.083,0.013,0.001,59.384,27.725
'[09:38:58.612 20/12/1995]',0.083,0.001,0.001,59.384,27.725
'[09:38:58.614 20/12/1995]',0.083,0.001,0.001,59.384,27.725
'[09:38:58.616 20/12/1995]',0.103,0.001,0.001,61.327,30.825
'[09:38:58.618 20/12/1995]',0.124,0.001,-0.008,61.327,30.825
'[09:38:58.620 20/12/1995]',0.124,0.001,-0.008,61.327,30.825
'[09:38:58.622 20/12/1995]',0.144,0.001,-0.018,61.327,30.825
'[09:38:58.624 20/12/1995]',0.144,0.001,-0.008,63.791,33.400
'[09:38:58.626 20/12/1995]',0.124,0.001,-0.008,63.791,33.400
'[09:38:58.628 20/12/1995]',0.124,0.001,-0.008,63.791,33.400
'[09:38:58.630 20/12/1995]',0.103,-0.011,0.001,63.791,33.400
'[09:38:58.632 20/12/1995]',0.083,0.001,0.001,66.493,35.400
'[09:38:58.634 20/12/1995]',0.083,0.001,0.001,66.493,35.400
'[09:38:58.636 20/12/1995]',0.103,0.001,0.001,66.493,35.400
'[09:38:58.638 20/12/1995]',0.103,-0.011,-0.008,66.493,35.400
'[09:38:58.640 20/12/1995]',0.124,-0.011,-0.018,69.479,36.750
'[09:38:58.642 20/12/1995]',0.124,-0.024,-0.018,69.479,36.750
'[09:38:58.644 20/12/1995]',0.144,-0.024,-0.018,69.479,36.750
'[09:38:58.646 20/12/1995]',0.124,-0.024,-0.018,69.479,36.750
'[09:38:58.648 20/12/1995]',0.124,-0.024,-0.008,72.512,37.550
'[09:38:58.650 20/12/1995]',0.124,-0.024,-0.018,72.512,37.550
'[09:38:58.652 20/12/1995]',0.124,-0.036,-0.018,72.512,37.550
'[09:38:58.654 20/12/1995]',0.144,-0.036,-0.027,72.512,37.550
'[09:38:58.656 20/12/1995]',0.144,-0.049,-0.036,75.640,37.800
'[09:38:58.658 20/12/1995]',0.144,-0.049,-0.036,75.640,37.800
'[09:38:58.660 20/12/1995]',0.144,-0.049,-0.036,75.640,37.800
'[09:38:58.662 20/12/1995]',0.144,-0.061,-0.045,75.640,37.800
'[09:38:58.664 20/12/1995]',0.165,-0.061,-0.045,78.626,37.275
'[09:38:58.666 20/12/1995]',0.165,-0.074,-0.054,78.626,37.275
'[09:38:58.668 20/12/1995]',0.185,-0.074,-0.054,78.626,37.275
'[09:38:58.670 20/12/1995]',0.185,-0.074,-0.054,78.626,37.275
'[09:38:58.672 20/12/1995]',0.185,-0.074,-0.064,81.517,35.975
'[09:38:58.674 20/12/1995]',0.185,-0.099,-0.064,81.517,35.975
'[09:38:58.676 20/12/1995]',0.185,-0.099,-0.073,81.517,35.975
'[09:38:58.678 20/12/1995]',0.185,-0.099,-0.073,81.517,35.975
'[09:38:58.680 20/12/1995]',0.185,-0.099,-0.064,84.218,34.325
'[09:38:58.682 20/12/1995]',0.165,-0.099,-0.064,84.218,34.325
'[09:38:58.684 20/12/1995]',0.185,-0.099,-0.064,84.218,34.325
'[09:38:58.686 20/12/1995]',0.185,-0.111,-0.064,84.218,34.325
'[09:38:58.688 20/12/1995]',0.185,-0.124,-0.073,86.825,32.875
'[09:38:58.690 20/12/1995]',0.185,-0.136,-0.073,86.825,32.875
'[09:38:58.692 20/12/1995]',0.185,-0.124,-0.082,86.825,32.875
'[09:38:58.694 20/12/1995]',0.165,-0.136,-0.082,86.825,32.875
'[09:38:58.696 20/12/1995]',0.165,-0.136,-0.082,89.289,31.825
'[09:38:58.698 20/12/1995]',0.165,-0.136,-0.082,89.289,31.825
'[09:38:58.700 20/12/1995]',0.165,-0.149,-0.082,89.289,31.825
'[09:38:58.702 20/12/1995]',0.185,-0.161,-0.082,89.289,31.825
'[09:38:58.704 20/12/1995]',0.185,-0.161,-0.082,91.564,31.300
'[09:38:58.706 20/12/1995]',0.185,-0.161,-0.082,91.564,31.300
'[09:38:58.708 20/12/1995]',0.185,-0.174,-0.082,91.564,31.300
'[09:38:58.710 20/12/1995]',0.165,-0.174,-0.082,91.564,31.300
'[09:38:58.712 20/12/1995]',0.165,-0.186,-0.082,93.744,31.225
'[09:38:58.714 20/12/1995]',0.165,-0.186,-0.082,93.744,31.225
'[09:38:58.716 20/12/1995]',0.165,-0.186,-0.082,93.744,31.225
'[09:38:58.718 20/12/1995]',0.165,-0.186,-0.082,93.744,31.225
'[09:38:58.720 20/12/1995]',0.165,-0.186,-0.082,95.687,31.400
'[09:38:58.722 20/12/1995]',0.165,-0.186,-0.082,95.687,31.400
'[09:38:58.724 20/12/1995]',0.165,-0.186,-0.082,95.687,31.400
'[09:38:58.726 20/12/1995]',0.165,-0.186,-0.091,95.687,31.400
'[09:38:58.728 20/12/1995]',0.144,-0.186,-0.082,97.346,31.700
'[09:38:58.730 20/12/1995]',0.144,-0.186,-0.082,97.346,31.700
'[09:38:58.732 20/12/1995]',0.144,-0.186,-0.082,97.346,31.700
'[09:38:58.734 20/12/1995]',0.144,-0.186,-0.082,97.346,31.700
'[09:38:58.736 20/12/1995]',0.144,-0.186,-0.082,98.720,32.100
'[09:38:58.738 20/12/1995]',0.144,-0.174,-0.082,98.720,32.100
'[09:38:58.740 20/12/1995]',0.144,-0.174,-0.082,98.720,32.100
'[09:38:58.742 20/12/1995]',0.144,-0.174,-0.082,98.720,32.100
'[09:38:58.744 20/12/1995]',0.144,-0.161,-0.082,99.763,32.625
'[09:38:58.746 20/12/1995]',0.144,-0.161,-0.082,99.763,32.625
'[09:38:58.748 20/12/1995]',0.124,-0.149,-0.073,99.763,32.625
'[09:38:58.750 20/12/1995]',0.124,-0.136,-0.064,99.763,32.625
'[09:38:58.752 20/12/1995]',0.124,-0.111,-0.054,100.521,33.350
'[09:38:58.754 20/12/1995]',0.103,-0.099,-0.045,100.521,33.350
'[09:38:58.756 20/12/1995]',0.083,-0.099,-0.036,100.521,33.350
'[09:38:58.758 20/12/1995]',0.083,-0.099,-0.036,100.521,33.350
'[09:38:58.760 20/12/1995]',0.062,-0.086,-0.036,100.948,34.100
'[09:38:58.762 20/12/1995]',0.062,-0.074,-0.027,100.948,34.100
'[09:38:58.764 20/12/1995]',0.062,-0.074,-0.027,100.948,34.100
'[09:38:58.766 20/12/1995]',0.062,-0.061,-0.018,100.948,34.100
'[09:38:58.768 20/12/1995]',0.062,-0.049,-0.008,101.043,34.700
'[09:38:58.770 20/12/1995]',0.042,-0.049,-0.008,101.043,34.700
'[09:38:58.772 20/12/1995]',0.042,-0.036,0.001,101.043,34.700
'[09:38:58.774 20/12/1995]',0.021,-0.024,0.001,101.043,34.700
'[09:38:58.776 20/12/1995]',0.021,-0.024,0.001,100.948,34.975
'[09:38:58.778 20/12/1995]',0.021,-0.011,0.001,100.948,34.975
'[09:38:58.780 20/12/1995]',0.002,-0.011,0.001,100.948,34.975
'[09:38:58.782 20/12/1995]',0.002,0.001,0.001,100.948,34.975
'[09:38:58.784 20/12/1995]',0.002,0.001,0.010,100.616,35.050
'[09:38:58.786 20/12/1995]',0.002,0.001,0.001,100.616,35.050
'[09:38:58.788 20/12/1995]',0.002,0.013,0.010,100.616,35.050
'[09:38:58.790 20/12/1995]',0.002,0.026,0.019,100.616,35.050
'[09:38:58.792 20/12/1995]',0.002,0.013,0.010,100.095,34.975
'[09:38:58.794 20/12/1995]',0.002,0.026,0.019,100.095,34.975
'[09:38:58.796 20/12/1995]',0.002,0.038,0.019,100.095,34.975
'[09:38:58.798 20/12/1995]',0.002,0.038,0.019,100.095,34.975
'[09:38:58.800 20/12/1995]',0.002,0.038,0.028,99.431,34.800
'[09:38:58.802 20/12/1995]',0.002,0.038,0.028,99.431,34.800
'[09:38:58.804 20/12/1995]',0.002,0.051,0.028,99.431,34.800
'[09:38:58.806 20/12/1995]',0.002,0.051,0.019,99.431,34.800
'[09:38:58.808 20/12/1995]',0.002,0.051,0.028,98.673,34.500
'[09:38:58.810 20/12/1995]',0.002,0.051,0.028,98.673,34.500
'[09:38:58.812 20/12/1995]',0.002,0.051,0.028,98.673,34.500
'[09:38:58.814 20/12/1995]',0.002,0.063,0.028,98.673,34.500
'[09:38:58.816 20/12/1995]',0.002,0.051,0.037,97.725,34.150
'[09:38:58.818 20/12/1995]',-0.019,0.063,0.037,97.725,34.150
'[09:38:58.820 20/12/1995]',-0.019,0.063,0.037,97.725,34.150
'[09:38:58.822 20/12/1995]',-0.019,0.063,0.037,97.725,34.150
'[09:38:58.824 20/12/1995]',0.002,0.063,0.037,96.635,33.625
'[09:38:58.826 20/12/1995]',-0.019,0.051,0.028,96.635,33.625
'[09:38:58.828 20/12/1995]',-0.019,0.063,0.037,96.635,33.625
'[09:38:58.830 20/12/1995]',0.002,0.076,0.037,96.635,33.625
'[09:38:58.832 20/12/1995]',0.002,0.063,0.037,95.355,32.925
'[09:38:58.834 20/12/1995]',0.002,0.063,0.028,95.355,32.925
'[09:38:58.836 20/12/1995]',0.002,0.076,0.037,95.355,32.925
'[09:38:58.838 20/12/1995]',0.002,0.063,0.037,95.355,32.925
'[09:38:58.840 20/12/1995]',0.002,0.063,0.028,93.886,32.225
'[09:38:58.842 20/12/1995]',0.002,0.063,0.028,93.886,32.225
'[09:38:58.844 20/12/1995]',0.002,0.076,0.028,93.886,32.225
'[09:38:58.846 20/12/1995]',0.002,0.063,0.028,93.886,32.225
'[09:38:58.848 20/12/1995]',0.002,0.063,0.028,92.464,31.400
'[09:38:58.850 20/12/1995]',0.002,0.063,0.037,92.464,31.400
'[09:38:58.852 20/12/1995]',0.002,0.063,0.028,92.464,31.400
'[09:38:58.854 20/12/1995]',0.002,0.063,0.028,92.464,31.400
'[09:38:58.856 20/12/1995]',0.002,0.076,0.028,90.995,30.475
'[09:38:58.858 20/12/1995]',0.002,0.076,0.037,90.995,30.475
'[09:38:58.860 20/12/1995]',0.002,0.076,0.037,90.995,30.475
'[09:38:58.862 20/12/1995]',0.002,0.063,0.037,90.995,30.475
'[09:38:58.864 20/12/1995]',0.002,0.063,0.037,89.621,29.525
'[09:38:58.866 20/12/1995]',0.002,0.051,0.037,89.621,29.525
'[09:38:58.868 20/12/1995]',0.002,0.063,0.037,89.621,29.525
'[09:38:58.870 20/12/1995]',0.002,0.076,0.037,89.621,29.525
'[09:38:58.872 20/12/1995]',0.002,0.076,0.037,88.341,28.650
'[09:38:58.874 20/12/1995]',0.002,0.063,0.037,88.341,28.650
'[09:38:58.876 20/12/1995]',0.002,0.063,0.037,88.341,28.650
'[09:38:58.878 20/12/1995]',0.002,0.063,0.037,88.341,28.650
'[09:38:58.880 20/12/1995]',0.002,0.063,0.037,87.156,27.825
'[09:38:58.882 20/12/1995]',0.002,0.076,0.037,87.156,27.825
'[09:38:58.884 20/12/1995]',0.002,0.076,0.037,87.156,27.825
'[09:38:58.886 20/12/1995]',0.002,0.063,0.037,87.156,27.825
'[09:38:58.888 20/12/1995]',0.002,0.063,0.037,86.161,27.000
'[09:38:58.890 20/12/1995]',0.002,0.063,0.037,86.161,27.000
'[09:38:58.892 20/12/1995]',0.002,0.063,0.037,86.161,27.000
'[09:38:58.894 20/12/1995]',0.002,0.063,0.037,86.161,27.000
'[09:38:58.896 20/12/1995]',-0.019,0.063,0.028,85.450,26.375
'[09:38:58.898 20/12/1995]',0.002,0.063,0.037,85.450,26.375
'[09:38:58.900 20/12/1995]',0.002,0.063,0.028,85.450,26.375
'[09:38:58.902 20/12/1995]',0.002,0.063,0.037,85.450,26.375
'[09:38:58.904 20/12/1995]',0.002,0.063,0.028,84.929,26.250
'[09:38:58.906 20/12/1995]',0.002,0.051,0.028,84.929,26.250
'[09:38:58.908 20/12/1995]',0.002,0.063,0.028,84.929,26.250
'[09:38:58.910 20/12/1995]',0.002,0.063,0.019,84.929,26.250
'[09:38:58.912 20/12/1995]',0.002,0.063,0.037,84.739,26.825
'[09:38:58.914 20/12/1995]',0.002,0.076,0.028,84.739,26.825
'[09:38:58.916 20/12/1995]',0.002,0.063,0.037,84.739,26.825
'[09:38:58.918 20/12/1995]',0.002,0.051,0.028,84.739,26.825
'[09:38:58.920 20/12/1995]',0.002,0.051,0.028,84.834,27.775
'[09:38:58.922 20/12/1995]',-0.019,0.051,0.028,84.834,27.775
'[09:38:58.924 20/12/1995]',-0.019,0.063,0.028,84.834,27.775
'[09:38:58.926 20/12/1995]',-0.019,0.076,0.028,84.834,27.775
'[09:38:58.928 20/12/1995]',-0.019,0.063,0.028,85.213,28.600
'[09:38:58.930 20/12/1995]',-0.019,0.063,0.028,85.213,28.600
'[09:38:58.932 20/12/1995]',-0.019,0.051,0.019,85.213,28.600
'[09:38:58.934 20/12/1995]',-0.019,0.051,0.028,85.213,28.600
'[09:38:58.936 20/12/1995]',0.002,0.051,0.019,85.877,28.875
'[09:38:58.938 20/12/1995]',-0.019,0.051,0.019,85.877,28.875
'[09:38:58.940 20/12/1995]',-0.019,0.063,0.028,85.877,28.875
'[09:38:58.942 20/12/1995]',-0.019,0.051,0.019,85.877,28.875
'[09:38:58.944 20/12/1995]',-0.019,0.051,0.028,86.730,28.700
'[09:38:58.946 20/12/1995]',-0.039,0.051,0.028,86.730,28.700
'[09:38:58.948 20/12/1995]',-0.039,0.051,0.028,86.730,28.700
'[09:38:58.950 20/12/1995]',-0.039,0.051,0.028,86.730,28.700
'[09:38:58.952 20/12/1995]',-0.019,0.051,0.028,87.820,28.350
'[09:38:58.954 20/12/1995]',-0.019,0.051,0.028,87.820,28.350
'[09:38:58.956 20/12/1995]',-0.019,0.051,0.019,87.820,28.350
'[09:38:58.958 20/12/1995]',-0.019,0.051,0.019,87.820,28.350
'[09:38:58.960 20/12/1995]',-0.019,0.051,0.019,89.005,28.125
'[09:38:58.962 20/12/1995]',-0.019,0.051,0.028,89.005,28.125
'[09:38:58.964 20/12/1995]',-0.019,0.051,0.019,89.005,28.125
'[09:38:58.966 20/12/1995]',-0.019,0.051,0.019,89.005,28.125
'[09:38:58.968 20/12/1995]',-0.019,0.051,0.019,90.190,28.075
'[09:38:58.970 20/12/1995]',-0.039,0.051,0.028,90.190,28.075
'[09:38:58.972 20/12/1995]',-0.039,0.051,0.028,90.190,28.075
'[09:38:58.974 20/12/1995]',-0.039,0.051,0.028,90.190,28.075
'[09:38:58.976 20/12/1995]',-0.039,0.051,0.028,91.374,28.125
'[09:38:58.978 20/12/1995]',-0.039,0.051,0.037,91.374,28.125
'[09:38:58.980 20/12/1995]',-0.039,0.051,0.037,91.374,28.125
'[09:38:58.982 20/12/1995]',-0.060,0.051,0.028,91.374,28.125
'[09:38:58.984 20/12/1995]',-0.039,0.051,0.037,92.607,28.175
'[09:38:58.986 20/12/1995]',-0.039,0.051,0.028,92.607,28.175
'[09:38:58.988 20/12/1995]',-0.039,0.051,0.028,92.607,28.175
'[09:38:58.990 20/12/1995]',-0.060,0.051,0.028,92.607,28.175
'[09:38:58.992 20/12/1995]',-0.039,0.063,0.028,93.886,28.350
'[09:38:58.994 20/12/1995]',-0.039,0.051,0.028,93.886,28.350
'[09:38:58.996 20/12/1995]',-0.039,0.051,0.037,93.886,28.350
'[09:38:58.998 20/12/1995]',-0.039,0.051,0.019,93.886,28.350
'[09:38:59.000 20/12/1995]',-0.060,0.051,0.037,95.118,28.700
'[09:38:59.002 20/12/1995]',-0.039,0.051,0.037,95.118,28.700
'[09:38:59.004 20/12/1995]',-0.060,0.051,0.028,95.118,28.700
'[09:38:59.006 20/12/1995]',-0.060,0.051,0.028,95.118,28.700
'[09:38:59.008 20/12/1995]',-0.060,0.051,0.028,96.398,29.175
'[09:38:59.010 20/12/1995]',-0.060,0.051,0.028,96.398,29.175
'[09:38:59.012 20/12/1995]',-0.060,0.051,0.028,96.398,29.175
'[09:38:59.014 20/12/1995]',-0.060,0.051,0.028,96.398,29.175
'[09:38:59.016 20/12/1995]',-0.060,0.038,0.028,97.678,29.700
'[09:38:59.018 20/12/1995]',-0.060,0.051,0.028,97.678,29.700
'[09:38:59.020 20/12/1995]',-0.039,0.051,0.028,97.678,29.700
'[09:38:59.022 20/12/1995]',-0.060,0.051,0.028,97.678,29.700
'[09:38:59.024 20/12/1995]',-0.060,0.051,0.028,99.052,30.125
'[09:38:59.026 20/12/1995]',-0.060,0.051,0.028,99.052,30.125
'[09:38:59.028 20/12/1995]',-0.060,0.051,0.028,99.052,30.125
'[09:38:59.030 20/12/1995]',-0.060,0.051,0.028,99.052,30.125
'[09:38:59.032 20/12/1995]',-0.060,0.051,0.028,100.379,30.400
'[09:38:59.034 20/12/1995]',-0.060,0.051,0.028,100.379,30.400
'[09:38:59.036 20/12/1995]',-0.060,0.051,0.037,100.379,30.400
'[09:38:59.038 20/12/1995]',-0.060,0.051,0.037,100.379,30.400
'[09:38:59.040 20/12/1995]',-0.060,0.051,0.037,101.611,30.475
'[09:38:59.042 20/12/1995]',-0.060,0.051,0.028,101.611,30.475
'[09:38:59.044 20/12/1995]',-0.060,0.051,0.037,101.611,30.475
'[09:38:59.046 20/12/1995]',-0.060,0.051,0.037,101.611,30.475
