'Time and date','MCL1','III','ABP','PLETH','RESP'
'[12:32:18.450 08/02/1996]',-0.025,-0.081,64.887,-0.237,-0.512
'[12:32:18.452 08/02/1996]',-0.026,-0.070,64.887,-0.237,-0.512
'[12:32:18.454 08/02/1996]',-0.028,-0.070,64.887,-0.237,-0.512
'[12:32:18.456 08/02/1996]',-0.028,-0.070,64.436,-0.257,-0.512
'[12:32:18.458 08/02/1996]',-0.029,-0.081,64.436,-0.257,-0.512
'[12:32:18.460 08/02/1996]',-0.030,-0.081,64.436,-0.257,-0.512
'[12:32:18.462 08/02/1996]',-0.031,-0.070,64.436,-0.257,-0.512
'[12:32:18.464 08/02/1996]',-0.031,-0.070,64.135,-0.272,-0.512
'[12:32:18.466 08/02/1996]',-0.031,-0.058,64.135,-0.272,-0.512
'[12:32:18.468 08/02/1996]',-0.031,-0.058,64.135,-0.272,-0.512
'[12:32:18.470 08/02/1996]',-0.031,-0.046,64.135,-0.272,-0.512
'[12:32:18.472 08/02/1996]',-0.030,-0.046,63.684,-0.287,-0.512
'[12:32:18.474 08/02/1996]',-0.029,-0.058,63.684,-0.287,-0.512
'[12:32:18.476 08/02/1996]',-0.030,-0.070,63.684,-0.287,-0.512
'[12:32:18.478 08/02/1996]',-0.031,-0.081,63.684,-0.287,-0.512
'[12:32:18.480 08/02/1996]',-0.031,-0.070,63.308,-0.301,-0.512
'[12:32:18.482 08/02/1996]',-0.032,-0.070,63.308,-0.301,-0.512
'[12:32:18.484 08/02/1996]',-0.033,-0.070,63.308,-0.301,-0.512
'[12:32:18.486 08/02/1996]',-0.034,-0.070,63.308,-0.301,-0.512
'[12:32:18.488 08/02/1996]',-0.035,-0.081,62.857,-0.314,-0.512
'[12:32:18.490 08/02/1996]',-0.035,-0.070,62.857,-0.314,-0.512
'[12:32:18.492 08/02/1996]',-0.036,-0.081,62.857,-0.314,-0.512
'[12:32:18.494 08/02/1996]',-0.036,-0.081,62.857,-0.314,-0.512
'[12:32:18.496 08/02/1996]',-0.036,-0.081,62.481,-0.325,-0.512
'[12:32:18.498 08/02/1996]',-0.036,-0.081,62.481,-0.325,-0.512
'[12:32:18.500 08/02/1996]',-0.036,-0.070,62.481,-0.325,-0.512
'[12:32:18.502 08/02/1996]',-0.036,-0.058,62.481,-0.325,-0.512
'[12:32:18.504 08/02/1996]',-0.036,-0.058,62.030,-0.335,-0.512
'[12:32:18.506 08/02/1996]',-0.035,-0.058,62.030,-0.335,-0.512
'[12:32:18.508 08/02/1996]',-0.034,-0.058,62.030,-0.335,-0.512
'[12:32:18.510 08/02/1996]',-0.032,-0.070,62.030,-0.335,-0.512
'[12:32:18.512 08/02/1996]',-0.030,-0.070,61.654,-0.344,-0.512
'[12:32:18.514 08/02/1996]',-0.028,-0.081,61.654,-0.344,-0.512
'[12:32:18.516 08/02/1996]',-0.024,-0.081,61.654,-0.344,-0.512
'[12:32:18.518 08/02/1996]',-0.021,-0.070,61.654,-0.344,-0.512
'[12:32:18.520 08/02/1996]',-0.017,-0.070,61.203,-0.354,-0.512
'[12:32:18.522 08/02/1996]',-0.014,-0.070,61.203,-0.354,-0.512
'[12:32:18.524 08/02/1996]',-0.012,-0.081,61.203,-0.354,-0.512
'[12:32:18.526 08/02/1996]',-0.010,-0.081,61.203,-0.354,-0.512
'[12:32:18.528 08/02/1996]',-0.009,-0.081,60.902,-0.364,-0.512
'[12:32:18.530 08/02/1996]',-0.008,-0.105,60.902,-0.364,-0.512
'[12:32:18.532 08/02/1996]',-0.007,-0.093,60.902,-0.364,-0.512
'[12:32:18.534 08/02/1996]',-0.007,-0.093,60.902,-0.364,-0.512
'[12:32:18.536 08/02/1996]',-0.007,-0.081,60.526,-0.372,-0.512
'[12:32:18.538 08/02/1996]',-0.007,-0.081,60.526,-0.372,-0.512
'[12:32:18.540 08/02/1996]',-0.007,-0.081,60.526,-0.372,-0.512
'[12:32:18.542 08/02/1996]',-0.008,-0.093,60.526,-0.372,-0.512
'[12:32:18.544 08/02/1996]',-0.008,-0.105,60.150,-0.382,-0.512
'[12:32:18.546 08/02/1996]',-0.008,-0.093,60.150,-0.382,-0.512
'[12:32:18.548 08/02/1996]',-0.007,-0.093,60.150,-0.382,-0.512
'[12:32:18.550 08/02/1996]',-0.006,-0.093,60.150,-0.382,-0.512
'[12:32:18.552 08/02/1996]',-0.004,-0.093,59.774,-0.390,-0.512
'[12:32:18.554 08/02/1996]',-0.003,-0.093,59.774,-0.390,-0.512
'[12:32:18.556 08/02/1996]',-0.002,-0.081,59.774,-0.390,-0.512
'[12:32:18.558 08/02/1996]',-0.001,-0.081,59.774,-0.390,-0.512
'[12:32:18.560 08/02/1996]',-0.000,-0.093,59.474,-0.399,-0.512
'[12:32:18.562 08/02/1996]',0.000,-0.105,59.474,-0.399,-0.512
'[12:32:18.564 08/02/1996]',-0.000,-0.105,59.474,-0.399,-0.512
'[12:32:18.566 08/02/1996]',-0.001,-0.081,59.474,-0.399,-0.512
'[12:32:18.568 08/02/1996]',-0.002,-0.081,59.098,-0.407,-0.512
'[12:32:18.570 08/02/1996]',-0.003,-0.081,59.098,-0.407,-0.512
'[12:32:18.572 08/02/1996]',-0.003,-0.081,59.098,-0.407,-0.512
'[12:32:18.574 08/02/1996]',-0.003,-0.081,59.098,-0.407,-0.512
'[12:32:18.576 08/02/1996]',-0.002,-0.081,58.797,-0.414,-0.512
'[12:32:18.578 08/02/1996]',-0.001,-0.093,58.797,-0.414,-0.512
'[12:32:18.580 08/02/1996]',0.000,-0.093,58.797,-0.414,-0.512
'[12:32:18.582 08/02/1996]',0.001,-0.093,58.797,-0.414,-0.512
'[12:32:18.584 08/02/1996]',0.001,-0.081,58.496,-0.421,-0.512
'[12:32:18.586 08/02/1996]',0.002,-0.081,58.496,-0.421,-0.512
'[12:32:18.588 08/02/1996]',-0.000,-0.081,58.496,-0.421,-0.512
'[12:32:18.590 08/02/1996]',-0.003,-0.081,58.496,-0.421,-0.512
'[12:32:18.592 08/02/1996]',-0.010,-0.081,58.195,-0.428,-0.512
'[12:32:18.594 08/02/1996]',-0.017,-0.081,58.195,-0.428,-0.512
'[12:32:18.596 08/02/1996]',-0.031,-0.081,58.195,-0.428,-0.512
'[12:32:18.598 08/02/1996]',-0.044,-0.046,58.195,-0.428,-0.512
'[12:32:18.600 08/02/1996]',-0.065,0.001,57.895,-0.434,-0.512
'[12:32:18.602 08/02/1996]',-0.086,0.036,57.895,-0.434,-0.512
'[12:32:18.604 08/02/1996]',-0.112,0.083,57.895,-0.434,-0.512
'[12:32:18.606 08/02/1996]',-0.139,0.154,57.895,-0.434,-0.512
'[12:32:18.608 08/02/1996]',-0.170,0.200,57.519,-0.441,-0.512
'[12:32:18.610 08/02/1996]',-0.201,0.212,57.519,-0.441,-0.512
'[12:32:18.612 08/02/1996]',-0.238,0.200,57.519,-0.441,-0.512
'[12:32:18.614 08/02/1996]',-0.275,0.177,57.519,-0.441,-0.512
'[12:32:18.616 08/02/1996]',-0.319,0.142,57.293,-0.448,-0.512
'[12:32:18.618 08/02/1996]',-0.364,0.118,57.293,-0.448,-0.512
'[12:32:18.620 08/02/1996]',-0.415,0.083,57.293,-0.448,-0.512
'[12:32:18.622 08/02/1996]',-0.466,0.059,57.293,-0.448,-0.512
'[12:32:18.624 08/02/1996]',-0.518,0.036,56.992,-0.453,-0.512
'[12:32:18.626 08/02/1996]',-0.569,0.036,56.992,-0.453,-0.512
'[12:32:18.628 08/02/1996]',-0.610,0.012,56.992,-0.453,-0.512
'[12:32:18.630 08/02/1996]',-0.650,-0.022,56.992,-0.453,-0.512
'[12:32:18.632 08/02/1996]',-0.670,-0.081,56.842,-0.459,-0.512
'[12:32:18.634 08/02/1996]',-0.690,-0.152,56.842,-0.459,-0.512
'[12:32:18.636 08/02/1996]',-0.679,-0.199,56.842,-0.459,-0.512
'[12:32:18.638 08/02/1996]',-0.669,-0.293,56.842,-0.459,-0.512
'[12:32:18.640 08/02/1996]',-0.627,-0.363,56.617,-0.464,-0.512
'[12:32:18.642 08/02/1996]',-0.584,-0.457,56.617,-0.464,-0.512
'[12:32:18.644 08/02/1996]',-0.520,-0.539,56.617,-0.464,-0.512
'[12:32:18.646 08/02/1996]',-0.455,-0.586,56.617,-0.464,-0.512
'[12:32:18.648 08/02/1996]',-0.382,-0.633,56.391,-0.470,-0.512
'[12:32:18.650 08/02/1996]',-0.310,-0.668,56.391,-0.470,-0.512
'[12:32:18.652 08/02/1996]',-0.246,-0.668,56.391,-0.470,-0.512
'[12:32:18.654 08/02/1996]',-0.182,-0.668,56.391,-0.470,-0.512
'[12:32:18.656 08/02/1996]',-0.135,-0.657,56.241,-0.474,-0.512
'[12:32:18.658 08/02/1996]',-0.089,-0.645,56.241,-0.474,-0.512
'[12:32:18.660 08/02/1996]',-0.060,-0.609,56.241,-0.474,-0.512
'[12:32:18.662 08/02/1996]',-0.031,-0.574,56.241,-0.474,-0.512
'[12:32:18.664 08/02/1996]',-0.016,-0.515,56.015,-0.479,-0.512
'[12:32:18.666 08/02/1996]',0.000,-0.480,56.015,-0.479,-0.512
'[12:32:18.668 08/02/1996]',0.009,-0.445,56.015,-0.479,-0.512
'[12:32:18.670 08/02/1996]',0.018,-0.410,56.015,-0.479,-0.512
'[12:32:18.672 08/02/1996]',0.023,-0.375,55.789,-0.482,-0.512
'[12:32:18.674 08/02/1996]',0.028,-0.351,55.789,-0.482,-0.512
'[12:32:18.676 08/02/1996]',0.031,-0.328,55.789,-0.482,-0.512
'[12:32:18.678 08/02/1996]',0.033,-0.293,55.789,-0.482,-0.512
'[12:32:18.680 08/02/1996]',0.037,-0.269,55.639,-0.486,-0.512
'[12:32:18.682 08/02/1996]',0.040,-0.234,55.639,-0.486,-0.512
'[12:32:18.684 08/02/1996]',0.042,-0.199,55.639,-0.486,-0.512
'[12:32:18.686 08/02/1996]',0.044,-0.164,55.639,-0.486,-0.512
'[12:32:18.688 08/02/1996]',0.046,-0.140,55.414,-0.489,-0.512
'[12:32:18.690 08/02/1996]',0.047,-0.117,55.414,-0.489,-0.512
'[12:32:18.692 08/02/1996]',0.049,-0.105,55.414,-0.489,-0.512
'[12:32:18.694 08/02/1996]',0.050,-0.093,55.414,-0.489,-0.512
'[12:32:18.696 08/02/1996]',0.053,-0.081,55.188,-0.491,-0.512
'[12:32:18.698 08/02/1996]',0.055,-0.058,55.188,-0.491,-0.512
'[12:32:18.700 08/02/1996]',0.056,-0.046,55.188,-0.491,-0.512
'[12:32:18.702 08/02/1996]',0.057,-0.046,55.188,-0.491,-0.512
'[12:32:18.704 08/02/1996]',0.058,-0.034,54.962,-0.493,-0.512
'[12:32:18.706 08/02/1996]',0.058,-0.022,54.962,-0.493,-0.512
'[12:32:18.708 08/02/1996]',0.058,-0.022,54.962,-0.493,-0.512
'[12:32:18.710 08/02/1996]',0.057,-0.022,54.962,-0.493,-0.512
'[12:32:18.712 08/02/1996]',0.057,-0.022,54.662,-0.494,-0.512
'[12:32:18.714 08/02/1996]',0.057,-0.022,54.662,-0.494,-0.512
'[12:32:18.716 08/02/1996]',0.057,-0.011,54.662,-0.494,-0.512
'[12:32:18.718 08/02/1996]',0.057,-0.011,54.662,-0.494,-0.512
'[12:32:18.720 08/02/1996]',0.057,0.001,54.436,-0.496,-0.512
'[12:32:18.722 08/02/1996]',0.057,0.001,54.436,-0.496,-0.512
'[12:32:18.724 08/02/1996]',0.057,0.001,54.436,-0.496,-0.512
'[12:32:18.726 08/02/1996]',0.057,0.001,54.436,-0.496,-0.512
'[12:32:18.728 08/02/1996]',0.057,0.001,54.135,-0.497,-0.512
'[12:32:18.730 08/02/1996]',0.057,0.001,54.135,-0.497,-0.512
'[12:32:18.732 08/02/1996]',0.057,0.001,54.135,-0.497,-0.512
'[12:32:18.734 08/02/1996]',0.056,0.001,54.135,-0.497,-0.512
'[12:32:18.736 08/02/1996]',0.055,0.012,53.835,-0.498,-0.512
'[12:32:18.738 08/02/1996]',0.054,0.001,53.835,-0.498,-0.512
'[12:32:18.740 08/02/1996]',0.053,0.001,53.835,-0.498,-0.512
'[12:32:18.742 08/02/1996]',0.052,0.001,53.835,-0.498,-0.512
'[12:32:18.744 08/02/1996]',0.052,0.001,53.534,-0.499,-0.512
'[12:32:18.746 08/02/1996]',0.051,0.001,53.534,-0.499,-0.512
'[12:32:18.748 08/02/1996]',0.050,0.001,53.534,-0.499,-0.512
'[12:32:18.750 08/02/1996]',0.048,0.001,53.534,-0.499,-0.512
'[12:32:18.752 08/02/1996]',0.048,0.001,53.308,-0.499,-0.512
'[12:32:18.754 08/02/1996]',0.047,0.001,53.308,-0.499,-0.512
'[12:32:18.756 08/02/1996]',0.047,0.001,53.308,-0.499,-0.512
'[12:32:18.758 08/02/1996]',0.046,0.001,53.308,-0.499,-0.512
'[12:32:18.760 08/02/1996]',0.046,0.001,53.083,-0.498,-0.512
'[12:32:18.762 08/02/1996]',0.046,0.001,53.083,-0.498,-0.512
'[12:32:18.764 08/02/1996]',0.046,0.001,53.083,-0.498,-0.512
'[12:32:18.766 08/02/1996]',0.046,0.001,53.083,-0.498,-0.512
'[12:32:18.768 08/02/1996]',0.047,0.001,52.857,-0.498,-0.512
'[12:32:18.770 08/02/1996]',0.047,0.001,52.857,-0.498,-0.512
'[12:32:18.772 08/02/1996]',0.048,0.012,52.857,-0.498,-0.512
'[12:32:18.774 08/02/1996]',0.049,0.012,52.857,-0.498,-0.512
'[12:32:18.776 08/02/1996]',0.051,0.012,52.932,-0.497,-0.375
'[12:32:18.778 08/02/1996]',0.052,0.012,52.932,-0.497,-0.375
'[12:32:18.780 08/02/1996]',0.053,0.001,52.932,-0.497,-0.375
'[12:32:18.782 08/02/1996]',0.053,0.012,52.932,-0.497,-0.375
'[12:32:18.784 08/02/1996]',0.054,0.012,53.383,-0.498,-0.370
'[12:32:18.786 08/02/1996]',0.054,0.024,53.383,-0.498,-0.370
'[12:32:18.788 08/02/1996]',0.054,0.036,53.383,-0.498,-0.370
'[12:32:18.790 08/02/1996]',0.053,0.024,53.383,-0.498,-0.370
'[12:32:18.792 08/02/1996]',0.052,0.024,54.436,-0.497,-0.376
'[12:32:18.794 08/02/1996]',0.051,0.024,54.436,-0.497,-0.376
'[12:32:18.796 08/02/1996]',0.050,0.012,54.436,-0.497,-0.376
'[12:32:18.798 08/02/1996]',0.049,0.012,54.436,-0.497,-0.376
'[12:32:18.800 08/02/1996]',0.049,0.024,56.541,-0.496,-0.389
'[12:32:18.802 08/02/1996]',0.049,0.036,56.541,-0.496,-0.389
'[12:32:18.804 08/02/1996]',0.048,0.036,56.541,-0.496,-0.389
'[12:32:18.806 08/02/1996]',0.047,0.036,56.541,-0.496,-0.389
'[12:32:18.808 08/02/1996]',0.046,0.036,59.774,-0.495,-0.396
'[12:32:18.810 08/02/1996]',0.045,0.036,59.774,-0.495,-0.396
'[12:32:18.812 08/02/1996]',0.044,0.036,59.774,-0.495,-0.396
'[12:32:18.814 08/02/1996]',0.042,0.036,59.774,-0.495,-0.396
'[12:32:18.816 08/02/1996]',0.041,0.036,64.135,-0.494,-0.387
'[12:32:18.818 08/02/1996]',0.039,0.036,64.135,-0.494,-0.387
'[12:32:18.820 08/02/1996]',0.038,0.048,64.135,-0.494,-0.387
'[12:32:18.822 08/02/1996]',0.037,0.048,64.135,-0.494,-0.387
'[12:32:18.824 08/02/1996]',0.036,0.048,69.398,-0.494,-0.362
'[12:32:18.826 08/02/1996]',0.035,0.048,69.398,-0.494,-0.362
'[12:32:18.828 08/02/1996]',0.034,0.036,69.398,-0.494,-0.362
'[12:32:18.830 08/02/1996]',0.032,0.036,69.398,-0.494,-0.362
'[12:32:18.832 08/02/1996]',0.032,0.048,75.489,-0.492,-0.324
'[12:32:18.834 08/02/1996]',0.031,0.059,75.489,-0.492,-0.324
'[12:32:18.836 08/02/1996]',0.032,0.071,75.489,-0.492,-0.324
'[12:32:18.838 08/02/1996]',0.032,0.083,75.489,-0.492,-0.324
'[12:32:18.840 08/02/1996]',0.034,0.083,82.105,-0.489,-0.286
'[12:32:18.842 08/02/1996]',0.035,0.083,82.105,-0.489,-0.286
'[12:32:18.844 08/02/1996]',0.035,0.083,82.105,-0.489,-0.286
'[12:32:18.846 08/02/1996]',0.034,0.095,82.105,-0.489,-0.286
'[12:32:18.848 08/02/1996]',0.033,0.106,88.797,-0.484,-0.259
'[12:32:18.850 08/02/1996]',0.031,0.118,88.797,-0.484,-0.259
'[12:32:18.852 08/02/1996]',0.029,0.118,88.797,-0.484,-0.259
'[12:32:18.854 08/02/1996]',0.027,0.130,88.797,-0.484,-0.259
'[12:32:18.856 08/02/1996]',0.024,0.130,95.188,-0.475,-0.242
'[12:32:18.858 08/02/1996]',0.021,0.130,95.188,-0.475,-0.242
'[12:32:18.860 08/02/1996]',0.017,0.130,95.188,-0.475,-0.242
'[12:32:18.862 08/02/1996]',0.014,0.130,95.188,-0.475,-0.242
'[12:32:18.864 08/02/1996]',0.012,0.130,101.128,-0.464,-0.234
'[12:32:18.866 08/02/1996]',0.010,0.142,101.128,-0.464,-0.234
'[12:32:18.868 08/02/1996]',0.009,0.165,101.128,-0.464,-0.234
'[12:32:18.870 08/02/1996]',0.009,0.177,101.128,-0.464,-0.234
'[12:32:18.872 08/02/1996]',0.008,0.188,106.617,-0.447,-0.231
'[12:32:18.874 08/02/1996]',0.007,0.188,106.617,-0.447,-0.231
'[12:32:18.876 08/02/1996]',0.004,0.200,106.617,-0.447,-0.231
'[12:32:18.878 08/02/1996]',0.002,0.200,106.617,-0.447,-0.231
'[12:32:18.880 08/02/1996]',0.000,0.200,111.429,-0.421,-0.232
'[12:32:18.882 08/02/1996]',-0.001,0.212,111.429,-0.421,-0.232
'[12:32:18.884 08/02/1996]',-0.003,0.235,111.429,-0.421,-0.232
'[12:32:18.886 08/02/1996]',-0.005,0.247,111.429,-0.421,-0.232
'[12:32:18.888 08/02/1996]',-0.006,0.271,115.564,-0.392,-0.236
'[12:32:18.890 08/02/1996]',-0.008,0.271,115.564,-0.392,-0.236
'[12:32:18.892 08/02/1996]',-0.010,0.283,115.564,-0.392,-0.236
'[12:32:18.894 08/02/1996]',-0.012,0.283,115.564,-0.392,-0.236
'[12:32:18.896 08/02/1996]',-0.014,0.294,118.947,-0.354,-0.243
'[12:32:18.898 08/02/1996]',-0.016,0.294,118.947,-0.354,-0.243
'[12:32:18.900 08/02/1996]',-0.017,0.306,118.947,-0.354,-0.243
'[12:32:18.902 08/02/1996]',-0.019,0.318,118.947,-0.354,-0.243
'[12:32:18.904 08/02/1996]',-0.021,0.330,121.654,-0.307,-0.252
'[12:32:18.906 08/02/1996]',-0.023,0.353,121.654,-0.307,-0.252
'[12:32:18.908 08/02/1996]',-0.024,0.353,121.654,-0.307,-0.252
'[12:32:18.910 08/02/1996]',-0.026,0.353,121.654,-0.307,-0.252
'[12:32:18.912 08/02/1996]',-0.027,0.353,123.759,-0.256,-0.260
'[12:32:18.914 08/02/1996]',-0.028,0.353,123.759,-0.256,-0.260
'[12:32:18.916 08/02/1996]',-0.028,0.364,123.759,-0.256,-0.260
'[12:32:18.918 08/02/1996]',-0.029,0.353,123.759,-0.256,-0.260
'[12:32:18.920 08/02/1996]',-0.029,0.376,125.414,-0.199,-0.268
'[12:32:18.922 08/02/1996]',-0.030,0.376,125.414,-0.199,-0.268
'[12:32:18.924 08/02/1996]',-0.030,0.376,125.414,-0.199,-0.268
'[12:32:18.926 08/02/1996]',-0.030,0.376,125.414,-0.199,-0.268
'[12:32:18.928 08/02/1996]',-0.030,0.364,126.692,-0.137,-0.276
'[12:32:18.930 08/02/1996]',-0.030,0.353,126.692,-0.137,-0.276
'[12:32:18.932 08/02/1996]',-0.030,0.364,126.692,-0.137,-0.276
'[12:32:18.934 08/02/1996]',-0.030,0.364,126.692,-0.137,-0.276
'[12:32:18.936 08/02/1996]',-0.030,0.353,127.744,-0.073,-0.280
'[12:32:18.938 08/02/1996]',-0.030,0.353,127.744,-0.073,-0.280
'[12:32:18.940 08/02/1996]',-0.029,0.330,127.744,-0.073,-0.280
'[12:32:18.942 08/02/1996]',-0.029,0.330,127.744,-0.073,-0.280
'[12:32:18.944 08/02/1996]',-0.027,0.318,128.421,-0.007,-0.277
'[12:32:18.946 08/02/1996]',-0.025,0.294,128.421,-0.007,-0.277
'[12:32:18.948 08/02/1996]',-0.020,0.294,128.421,-0.007,-0.277
'[12:32:18.950 08/02/1996]',-0.016,0.283,128.421,-0.007,-0.277
'[12:32:18.952 08/02/1996]',-0.010,0.283,128.872,0.057,-0.267
'[12:32:18.954 08/02/1996]',-0.005,0.271,128.872,0.057,-0.267
'[12:32:18.956 08/02/1996]',-0.000,0.259,128.872,0.057,-0.267
'[12:32:18.958 08/02/1996]',0.004,0.235,128.872,0.057,-0.267
'[12:32:18.960 08/02/1996]',0.006,0.212,129.023,0.119,-0.251
'[12:32:18.962 08/02/1996]',0.009,0.200,129.023,0.119,-0.251
'[12:32:18.964 08/02/1996]',0.010,0.177,129.023,0.119,-0.251
'[12:32:18.966 08/02/1996]',0.011,0.177,129.023,0.119,-0.251
'[12:32:18.968 08/02/1996]',0.010,0.165,128.872,0.179,-0.227
'[12:32:18.970 08/02/1996]',0.010,0.154,128.872,0.179,-0.227
'[12:32:18.972 08/02/1996]',0.009,0.154,128.872,0.179,-0.227
'[12:32:18.974 08/02/1996]',0.008,0.118,128.872,0.179,-0.227
'[12:32:18.976 08/02/1996]',0.007,0.095,128.496,0.234,-0.192
'[12:32:18.978 08/02/1996]',0.006,0.083,128.496,0.234,-0.192
'[12:32:18.980 08/02/1996]',0.007,0.059,128.496,0.234,-0.192
'[12:32:18.982 08/02/1996]',0.008,0.048,128.496,0.234,-0.192
'[12:32:18.984 08/02/1996]',0.009,0.024,127.744,0.284,-0.145
'[12:32:18.986 08/02/1996]',0.010,0.024,127.744,0.284,-0.145
'[12:32:18.988 08/02/1996]',0.011,0.012,127.744,0.284,-0.145
'[12:32:18.990 08/02/1996]',0.012,0.001,127.744,0.284,-0.145
'[12:32:18.992 08/02/1996]',0.013,0.001,126.692,0.331,-0.090
'[12:32:18.994 08/02/1996]',0.014,-0.011,126.692,0.331,-0.090
'[12:32:18.996 08/02/1996]',0.015,-0.034,126.692,0.331,-0.090
'[12:32:18.998 08/02/1996]',0.016,-0.034,126.692,0.331,-0.090
'[12:32:19.000 08/02/1996]',0.016,-0.034,125.414,0.372,-0.038
'[12:32:19.002 08/02/1996]',0.017,-0.034,125.414,0.372,-0.038
'[12:32:19.004 08/02/1996]',0.018,-0.034,125.414,0.372,-0.038
'[12:32:19.006 08/02/1996]',0.020,-0.046,125.414,0.372,-0.038
'[12:32:19.008 08/02/1996]',0.020,-0.070,123.910,0.408,0.002
'[12:32:19.010 08/02/1996]',0.021,-0.070,123.910,0.408,0.002
'[12:32:19.012 08/02/1996]',0.022,-0.081,123.910,0.408,0.002
'[12:32:19.014 08/02/1996]',0.023,-0.093,123.910,0.408,0.002
'[12:32:19.016 08/02/1996]',0.024,-0.093,122.030,0.442,0.031
'[12:32:19.018 08/02/1996]',0.026,-0.093,122.030,0.442,0.031
'[12:32:19.020 08/02/1996]',0.028,-0.093,122.030,0.442,0.031
'[12:32:19.022 08/02/1996]',0.030,-0.093,122.030,0.442,0.031
'[12:32:19.024 08/02/1996]',0.031,-0.105,119.774,0.469,0.051
'[12:32:19.026 08/02/1996]',0.031,-0.117,119.774,0.469,0.051
'[12:32:19.028 08/02/1996]',0.032,-0.117,119.774,0.469,0.051
'[12:32:19.030 08/02/1996]',0.032,-0.117,119.774,0.469,0.051
'[12:32:19.032 08/02/1996]',0.033,-0.117,117.068,0.491,0.061
'[12:32:19.034 08/02/1996]',0.033,-0.117,117.068,0.491,0.061
'[12:32:19.036 08/02/1996]',0.034,-0.117,117.068,0.491,0.061
'[12:32:19.038 08/02/1996]',0.034,-0.117,117.068,0.491,0.061
'[12:32:19.040 08/02/1996]',0.035,-0.117,114.060,0.510,0.063
'[12:32:19.042 08/02/1996]',0.036,-0.117,114.060,0.510,0.063
'[12:32:19.044 08/02/1996]',0.038,-0.117,114.060,0.510,0.063
'[12:32:19.046 08/02/1996]',0.039,-0.128,114.060,0.510,0.063
'[12:32:19.048 08/02/1996]',0.039,-0.128,110.602,0.524,0.057
'[12:32:19.050 08/02/1996]',0.039,-0.128,110.602,0.524,0.057
'[12:32:19.052 08/02/1996]',0.039,-0.117,110.602,0.524,0.057
'[12:32:19.054 08/02/1996]',0.039,-0.128,110.602,0.524,0.057
'[12:32:19.056 08/02/1996]',0.040,-0.117,106.842,0.535,0.044
'[12:32:19.058 08/02/1996]',0.040,-0.117,106.842,0.535,0.044
'[12:32:19.060 08/02/1996]',0.041,-0.117,106.842,0.535,0.044
'[12:32:19.062 08/02/1996]',0.042,-0.128,106.842,0.535,0.044
'[12:32:19.064 08/02/1996]',0.043,-0.128,102.782,0.542,0.030
'[12:32:19.066 08/02/1996]',0.044,-0.117,102.782,0.542,0.030
'[12:32:19.068 08/02/1996]',0.045,-0.117,102.782,0.542,0.030
'[12:32:19.070 08/02/1996]',0.046,-0.117,102.782,0.542,0.030
'[12:32:19.072 08/02/1996]',0.046,-0.105,98.421,0.543,0.018
'[12:32:19.074 08/02/1996]',0.045,-0.093,98.421,0.543,0.018
'[12:32:19.076 08/02/1996]',0.044,-0.093,98.421,0.543,0.018
'[12:32:19.078 08/02/1996]',0.042,-0.117,98.421,0.543,0.018
'[12:32:19.080 08/02/1996]',0.040,-0.117,94.060,0.542,0.008
'[12:32:19.082 08/02/1996]',0.037,-0.117,94.060,0.542,0.008
'[12:32:19.084 08/02/1996]',0.035,-0.105,94.060,0.542,0.008
'[12:32:19.086 08/02/1996]',0.032,-0.093,94.060,0.542,0.008
'[12:32:19.088 08/02/1996]',0.032,-0.081,89.850,0.535,0.000
'[12:32:19.090 08/02/1996]',0.031,-0.093,89.850,0.535,0.000
'[12:32:19.092 08/02/1996]',0.031,-0.093,89.850,0.535,0.000
'[12:32:19.094 08/02/1996]',0.031,-0.093,89.850,0.535,0.000
'[12:32:19.096 08/02/1996]',0.030,-0.093,86.090,0.525,-0.005
'[12:32:19.098 08/02/1996]',0.030,-0.093,86.090,0.525,-0.005
'[12:32:19.100 08/02/1996]',0.029,-0.081,86.090,0.525,-0.005
'[12:32:19.102 08/02/1996]',0.028,-0.081,86.090,0.525,-0.005
'[12:32:19.104 08/02/1996]',0.027,-0.070,82.707,0.511,-0.007
'[12:32:19.106 08/02/1996]',0.026,-0.081,82.707,0.511,-0.007
'[12:32:19.108 08/02/1996]',0.025,-0.081,82.707,0.511,-0.007
'[12:32:19.110 08/02/1996]',0.025,-0.081,82.707,0.511,-0.007
'[12:32:19.112 08/02/1996]',0.025,-0.081,79.850,0.491,-0.006
'[12:32:19.114 08/02/1996]',0.025,-0.081,79.850,0.491,-0.006
'[12:32:19.116 08/02/1996]',0.025,-0.081,79.850,0.491,-0.006
'[12:32:19.118 08/02/1996]',0.025,-0.070,79.850,0.491,-0.006
'[12:32:19.120 08/02/1996]',0.024,-0.058,77.444,0.468,-0.002
'[12:32:19.122 08/02/1996]',0.024,-0.058,77.444,0.468,-0.002
'[12:32:19.124 08/02/1996]',0.023,-0.058,77.444,0.468,-0.002
'[12:32:19.126 08/02/1996]',0.022,-0.070,77.444,0.468,-0.002
'[12:32:19.128 08/02/1996]',0.022,-0.081,75.414,0.432,0.004
'[12:32:19.130 08/02/1996]',0.022,-0.081,75.414,0.432,0.004
'[12:32:19.132 08/02/1996]',0.021,-0.070,75.414,0.432,0.004
'[12:32:19.134 08/02/1996]',0.021,-0.070,75.414,0.432,0.004
'[12:32:19.136 08/02/1996]',0.020,-0.070,73.835,0.402,0.009
