'Time and date','III ','ABP ','PLETH ','RESP '
'[01:29:47.130 22/10/1994]',-0.103,79.750,-0.138,-0.492
'[01:29:47.132 22/10/1994]',-0.102,79.750,-0.138,-0.492
'[01:29:47.134 22/10/1994]',-0.101,79.750,-0.138,-0.492
'[01:29:47.136 22/10/1994]',-0.100,79.050,-0.120,-0.489
'[01:29:47.138 22/10/1994]',-0.099,79.050,-0.120,-0.489
'[01:29:47.140 22/10/1994]',-0.097,79.050,-0.120,-0.489
'[01:29:47.142 22/10/1994]',-0.094,79.050,-0.120,-0.489
'[01:29:47.144 22/10/1994]',-0.091,78.300,-0.106,-0.486
'[01:29:47.146 22/10/1994]',-0.089,78.300,-0.106,-0.486
'[01:29:47.148 22/10/1994]',-0.087,78.300,-0.106,-0.486
'[01:29:47.150 22/10/1994]',-0.086,78.300,-0.106,-0.486
'[01:29:47.152 22/10/1994]',-0.085,77.500,-0.100,-0.483
'[01:29:47.154 22/10/1994]',-0.084,77.500,-0.100,-0.483
'[01:29:47.156 22/10/1994]',-0.082,77.500,-0.100,-0.483
'[01:29:47.158 22/10/1994]',-0.079,77.500,-0.100,-0.483
'[01:29:47.160 22/10/1994]',-0.076,76.650,-0.096,-0.481
'[01:29:47.162 22/10/1994]',-0.073,76.650,-0.096,-0.481
'[01:29:47.164 22/10/1994]',-0.070,76.650,-0.096,-0.481
'[01:29:47.166 22/10/1994]',-0.068,76.650,-0.096,-0.481
'[01:29:47.168 22/10/1994]',-0.065,75.900,-0.103,-0.478
'[01:29:47.170 22/10/1994]',-0.061,75.900,-0.103,-0.478
'[01:29:47.172 22/10/1994]',-0.057,75.900,-0.103,-0.478
'[01:29:47.174 22/10/1994]',-0.053,75.900,-0.103,-0.478
'[01:29:47.176 22/10/1994]',-0.050,75.450,-0.114,-0.476
'[01:29:47.178 22/10/1994]',-0.046,75.450,-0.114,-0.476
'[01:29:47.180 22/10/1994]',-0.043,75.450,-0.114,-0.476
'[01:29:47.182 22/10/1994]',-0.040,75.450,-0.114,-0.476
'[01:29:47.184 22/10/1994]',-0.038,75.550,-0.127,-0.473
'[01:29:47.186 22/10/1994]',-0.036,75.550,-0.127,-0.473
'[01:29:47.188 22/10/1994]',-0.034,75.550,-0.127,-0.473
'[01:29:47.190 22/10/1994]',-0.031,75.550,-0.127,-0.473
'[01:29:47.192 22/10/1994]',-0.028,76.500,-0.147,-0.471
'[01:29:47.194 22/10/1994]',-0.024,76.500,-0.147,-0.471
'[01:29:47.196 22/10/1994]',-0.020,76.500,-0.147,-0.471
'[01:29:47.198 22/10/1994]',-0.016,76.500,-0.147,-0.471
'[01:29:47.200 22/10/1994]',-0.011,79.150,-0.168,-0.469
'[01:29:47.202 22/10/1994]',-0.005,79.150,-0.168,-0.469
'[01:29:47.204 22/10/1994]',0.001,79.150,-0.168,-0.469
'[01:29:47.206 22/10/1994]',0.006,79.150,-0.168,-0.469
'[01:29:47.208 22/10/1994]',0.011,84.300,-0.192,-0.467
'[01:29:47.210 22/10/1994]',0.017,84.300,-0.192,-0.467
'[01:29:47.212 22/10/1994]',0.023,84.300,-0.192,-0.467
'[01:29:47.214 22/10/1994]',0.029,84.300,-0.192,-0.467
'[01:29:47.216 22/10/1994]',0.036,92.150,-0.220,-0.465
'[01:29:47.218 22/10/1994]',0.043,92.150,-0.220,-0.465
'[01:29:47.220 22/10/1994]',0.051,92.150,-0.220,-0.465
'[01:29:47.222 22/10/1994]',0.059,92.150,-0.220,-0.465
'[01:29:47.224 22/10/1994]',0.068,102.000,-0.237,-0.463
'[01:29:47.226 22/10/1994]',0.077,102.000,-0.237,-0.463
'[01:29:47.228 22/10/1994]',0.086,102.000,-0.237,-0.463
'[01:29:47.230 22/10/1994]',0.095,102.000,-0.237,-0.463
'[01:29:47.232 22/10/1994]',0.103,111.900,-0.254,-0.462
'[01:29:47.234 22/10/1994]',0.112,111.900,-0.254,-0.462
'[01:29:47.236 22/10/1994]',0.119,111.900,-0.254,-0.462
'[01:29:47.238 22/10/1994]',0.126,111.900,-0.254,-0.462
'[01:29:47.240 22/10/1994]',0.130,120.050,-0.261,-0.461
'[01:29:47.242 22/10/1994]',0.134,120.050,-0.261,-0.461
'[01:29:47.244 22/10/1994]',0.137,120.050,-0.261,-0.461
'[01:29:47.246 22/10/1994]',0.140,120.050,-0.261,-0.461
'[01:29:47.248 22/10/1994]',0.143,125.450,-0.258,-0.460
'[01:29:47.250 22/10/1994]',0.146,125.450,-0.258,-0.460
'[01:29:47.252 22/10/1994]',0.148,125.450,-0.258,-0.460
'[01:29:47.254 22/10/1994]',0.150,125.450,-0.258,-0.460
'[01:29:47.256 22/10/1994]',0.150,128.100,-0.234,-0.459
'[01:29:47.258 22/10/1994]',0.150,128.100,-0.234,-0.459
'[01:29:47.260 22/10/1994]',0.149,128.100,-0.234,-0.459
'[01:29:47.262 22/10/1994]',0.149,128.100,-0.234,-0.459
'[01:29:47.264 22/10/1994]',0.146,128.450,-0.189,-0.458
'[01:29:47.266 22/10/1994]',0.144,128.450,-0.189,-0.458
'[01:29:47.268 22/10/1994]',0.139,128.450,-0.189,-0.458
'[01:29:47.270 22/10/1994]',0.134,128.450,-0.189,-0.458
'[01:29:47.272 22/10/1994]',0.130,127.200,-0.170,-0.457
'[01:29:47.274 22/10/1994]',0.125,127.200,-0.170,-0.457
'[01:29:47.276 22/10/1994]',0.119,127.200,-0.170,-0.457
'[01:29:47.278 22/10/1994]',0.114,127.200,-0.170,-0.457
'[01:29:47.280 22/10/1994]',0.107,124.800,-0.090,-0.457
'[01:29:47.282 22/10/1994]',0.100,124.800,-0.090,-0.457
'[01:29:47.284 22/10/1994]',0.093,124.800,-0.090,-0.457
'[01:29:47.286 22/10/1994]',0.087,124.800,-0.090,-0.457
'[01:29:47.288 22/10/1994]',0.081,121.850,0.006,-0.458
'[01:29:47.290 22/10/1994]',0.074,121.850,0.006,-0.458
'[01:29:47.292 22/10/1994]',0.067,121.850,0.006,-0.458
'[01:29:47.294 22/10/1994]',0.059,121.850,0.006,-0.458
'[01:29:47.296 22/10/1994]',0.051,118.700,0.110,-0.459
'[01:29:47.298 22/10/1994]',0.044,118.700,0.110,-0.459
'[01:29:47.300 22/10/1994]',0.037,118.700,0.110,-0.459
'[01:29:47.302 22/10/1994]',0.031,118.700,0.110,-0.459
'[01:29:47.304 22/10/1994]',0.027,115.500,0.220,-0.460
'[01:29:47.306 22/10/1994]',0.023,115.500,0.220,-0.460
'[01:29:47.308 22/10/1994]',0.019,115.500,0.220,-0.460
'[01:29:47.310 22/10/1994]',0.016,115.500,0.220,-0.460
'[01:29:47.312 22/10/1994]',0.012,112.400,0.333,-0.461
'[01:29:47.314 22/10/1994]',0.008,112.400,0.333,-0.461
'[01:29:47.316 22/10/1994]',0.003,112.400,0.333,-0.461
'[01:29:47.318 22/10/1994]',-0.002,112.400,0.333,-0.461
'[01:29:47.320 22/10/1994]',-0.007,109.400,0.432,-0.462
'[01:29:47.322 22/10/1994]',-0.013,109.400,0.432,-0.462
'[01:29:47.324 22/10/1994]',-0.018,109.400,0.432,-0.462
'[01:29:47.326 22/10/1994]',-0.024,109.400,0.432,-0.462
'[01:29:47.328 22/10/1994]',-0.029,106.650,0.516,-0.463
'[01:29:47.330 22/10/1994]',-0.033,106.650,0.516,-0.463
'[01:29:47.332 22/10/1994]',-0.037,106.650,0.516,-0.463
'[01:29:47.334 22/10/1994]',-0.041,106.650,0.516,-0.463
'[01:29:47.336 22/10/1994]',-0.045,104.000,0.579,-0.465
'[01:29:47.338 22/10/1994]',-0.049,104.000,0.579,-0.465
'[01:29:47.340 22/10/1994]',-0.051,104.000,0.579,-0.465
'[01:29:47.342 22/10/1994]',-0.053,104.000,0.579,-0.465
'[01:29:47.344 22/10/1994]',-0.054,101.600,0.619,-0.467
'[01:29:47.346 22/10/1994]',-0.056,101.600,0.619,-0.467
'[01:29:47.348 22/10/1994]',-0.058,101.600,0.619,-0.467
'[01:29:47.350 22/10/1994]',-0.060,101.600,0.619,-0.467
'[01:29:47.352 22/10/1994]',-0.061,99.500,0.635,-0.469
'[01:29:47.354 22/10/1994]',-0.063,99.500,0.635,-0.469
'[01:29:47.356 22/10/1994]',-0.065,99.500,0.635,-0.469
'[01:29:47.358 22/10/1994]',-0.066,99.500,0.635,-0.469
'[01:29:47.360 22/10/1994]',-0.066,97.500,0.635,-0.473
'[01:29:47.362 22/10/1994]',-0.066,97.500,0.635,-0.473
'[01:29:47.364 22/10/1994]',-0.064,97.500,0.635,-0.473
'[01:29:47.366 22/10/1994]',-0.062,97.500,0.635,-0.473
'[01:29:47.368 22/10/1994]',-0.059,95.300,0.613,-0.477
'[01:29:47.370 22/10/1994]',-0.057,95.300,0.613,-0.477
'[01:29:47.372 22/10/1994]',-0.053,95.300,0.613,-0.477
'[01:29:47.374 22/10/1994]',-0.050,95.300,0.613,-0.477
'[01:29:47.376 22/10/1994]',-0.046,93.150,0.576,-0.481
'[01:29:47.378 22/10/1994]',-0.043,93.150,0.576,-0.481
'[01:29:47.380 22/10/1994]',-0.042,93.150,0.576,-0.481
'[01:29:47.382 22/10/1994]',-0.040,93.150,0.576,-0.481
'[01:29:47.384 22/10/1994]',-0.040,90.600,0.526,-0.486
'[01:29:47.386 22/10/1994]',-0.039,90.600,0.526,-0.486
'[01:29:47.388 22/10/1994]',-0.037,90.600,0.526,-0.486
'[01:29:47.390 22/10/1994]',-0.036,90.600,0.526,-0.486
'[01:29:47.392 22/10/1994]',-0.035,87.800,0.463,-0.492
'[01:29:47.394 22/10/1994]',-0.033,87.800,0.463,-0.492
'[01:29:47.396 22/10/1994]',-0.032,87.800,0.463,-0.492
'[01:29:47.398 22/10/1994]',-0.030,87.800,0.463,-0.492
'[01:29:47.400 22/10/1994]',-0.029,85.050,0.403,-0.497
'[01:29:47.402 22/10/1994]',-0.029,85.050,0.403,-0.497
'[01:29:47.404 22/10/1994]',-0.030,85.050,0.403,-0.497
'[01:29:47.406 22/10/1994]',-0.032,85.050,0.403,-0.497
'[01:29:47.408 22/10/1994]',-0.035,82.350,0.336,-0.503
'[01:29:47.410 22/10/1994]',-0.037,82.350,0.336,-0.503
'[01:29:47.412 22/10/1994]',-0.040,82.350,0.336,-0.503
'[01:29:47.414 22/10/1994]',-0.042,82.350,0.336,-0.503
'[01:29:47.416 22/10/1994]',-0.044,79.800,0.267,-0.508
'[01:29:47.418 22/10/1994]',-0.047,79.800,0.267,-0.508
'[01:29:47.420 22/10/1994]',-0.048,79.800,0.267,-0.508
'[01:29:47.422 22/10/1994]',-0.049,79.800,0.267,-0.508
'[01:29:47.424 22/10/1994]',-0.048,77.650,0.203,-0.514
'[01:29:47.426 22/10/1994]',-0.047,77.650,0.203,-0.514
'[01:29:47.428 22/10/1994]',-0.045,77.650,0.203,-0.514
'[01:29:47.430 22/10/1994]',-0.043,77.650,0.203,-0.514
'[01:29:47.432 22/10/1994]',-0.042,75.850,0.133,-0.519
'[01:29:47.434 22/10/1994]',-0.041,75.850,0.133,-0.519
'[01:29:47.436 22/10/1994]',-0.041,75.850,0.133,-0.519
'[01:29:47.438 22/10/1994]',-0.040,75.850,0.133,-0.519
'[01:29:47.440 22/10/1994]',-0.040,74.650,0.070,-0.524
'[01:29:47.442 22/10/1994]',-0.040,74.650,0.070,-0.524
'[01:29:47.444 22/10/1994]',-0.041,74.650,0.070,-0.524
'[01:29:47.446 22/10/1994]',-0.041,74.650,0.070,-0.524
'[01:29:47.448 22/10/1994]',-0.043,73.900,0.006,-0.528
'[01:29:47.450 22/10/1994]',-0.044,73.900,0.006,-0.528
'[01:29:47.452 22/10/1994]',-0.046,73.900,0.006,-0.528
'[01:29:47.454 22/10/1994]',-0.049,73.900,0.006,-0.528
'[01:29:47.456 22/10/1994]',-0.051,73.750,-0.053,-0.532
'[01:29:47.458 22/10/1994]',-0.052,73.750,-0.053,-0.532
'[01:29:47.460 22/10/1994]',-0.054,73.750,-0.053,-0.532
'[01:29:47.462 22/10/1994]',-0.056,73.750,-0.053,-0.532
'[01:29:47.464 22/10/1994]',-0.058,73.950,-0.117,-0.536
'[01:29:47.466 22/10/1994]',-0.060,73.950,-0.117,-0.536
'[01:29:47.468 22/10/1994]',-0.061,73.950,-0.117,-0.536
'[01:29:47.470 22/10/1994]',-0.062,73.950,-0.117,-0.536
'[01:29:47.472 22/10/1994]',-0.062,74.500,-0.170,-0.538
'[01:29:47.474 22/10/1994]',-0.062,74.500,-0.170,-0.538
'[01:29:47.476 22/10/1994]',-0.059,74.500,-0.170,-0.538
'[01:29:47.478 22/10/1994]',-0.056,74.500,-0.170,-0.538
'[01:29:47.480 22/10/1994]',-0.048,75.450,-0.227,-0.540
'[01:29:47.482 22/10/1994]',-0.039,75.450,-0.227,-0.540
'[01:29:47.484 22/10/1994]',-0.025,75.450,-0.227,-0.540
'[01:29:47.486 22/10/1994]',-0.011,75.450,-0.227,-0.540
'[01:29:47.488 22/10/1994]',0.009,76.600,-0.276,-0.542
'[01:29:47.490 22/10/1994]',0.030,76.600,-0.276,-0.542
'[01:29:47.492 22/10/1994]',0.058,76.600,-0.276,-0.542
'[01:29:47.494 22/10/1994]',0.086,76.600,-0.276,-0.542
'[01:29:47.496 22/10/1994]',0.122,77.950,-0.323,-0.543
'[01:29:47.498 22/10/1994]',0.159,77.950,-0.323,-0.543
'[01:29:47.500 22/10/1994]',0.208,77.950,-0.323,-0.543
'[01:29:47.502 22/10/1994]',0.257,77.950,-0.323,-0.543
'[01:29:47.504 22/10/1994]',0.320,79.150,-0.363,-0.543
'[01:29:47.506 22/10/1994]',0.383,79.150,-0.363,-0.543
'[01:29:47.508 22/10/1994]',0.450,79.150,-0.363,-0.543
'[01:29:47.510 22/10/1994]',0.516,79.150,-0.363,-0.543
'[01:29:47.512 22/10/1994]',0.567,80.150,-0.396,-0.543
'[01:29:47.514 22/10/1994]',0.617,80.150,-0.396,-0.543
'[01:29:47.516 22/10/1994]',0.631,80.150,-0.396,-0.543
'[01:29:47.518 22/10/1994]',0.645,80.150,-0.396,-0.543
'[01:29:47.520 22/10/1994]',0.613,81.000,-0.426,-0.543
'[01:29:47.522 22/10/1994]',0.581,81.000,-0.426,-0.543
'[01:29:47.524 22/10/1994]',0.514,81.000,-0.426,-0.543
'[01:29:47.526 22/10/1994]',0.447,81.000,-0.426,-0.543
'[01:29:47.528 22/10/1994]',0.368,81.500,-0.446,-0.542
'[01:29:47.530 22/10/1994]',0.289,81.500,-0.446,-0.542
'[01:29:47.532 22/10/1994]',0.219,81.500,-0.446,-0.542
'[01:29:47.534 22/10/1994]',0.149,81.500,-0.446,-0.542
'[01:29:47.536 22/10/1994]',0.098,81.750,-0.456,-0.541
'[01:29:47.538 22/10/1994]',0.046,81.750,-0.456,-0.541
'[01:29:47.540 22/10/1994]',0.013,81.750,-0.456,-0.541
'[01:29:47.542 22/10/1994]',-0.021,81.750,-0.456,-0.541
'[01:29:47.544 22/10/1994]',-0.041,81.800,-0.456,-0.540
'[01:29:47.546 22/10/1994]',-0.060,81.800,-0.456,-0.540
'[01:29:47.548 22/10/1994]',-0.071,81.800,-0.456,-0.540
'[01:29:47.550 22/10/1994]',-0.082,81.800,-0.456,-0.540
'[01:29:47.552 22/10/1994]',-0.088,81.600,-0.450,-0.538
'[01:29:47.554 22/10/1994]',-0.095,81.600,-0.450,-0.538
'[01:29:47.556 22/10/1994]',-0.099,81.600,-0.450,-0.538
'[01:29:47.558 22/10/1994]',-0.103,81.600,-0.450,-0.538
'[01:29:47.560 22/10/1994]',-0.106,81.150,-0.432,-0.536
'[01:29:47.562 22/10/1994]',-0.109,81.150,-0.432,-0.536
'[01:29:47.564 22/10/1994]',-0.111,81.150,-0.432,-0.536
'[01:29:47.566 22/10/1994]',-0.113,81.150,-0.432,-0.536
'[01:29:47.568 22/10/1994]',-0.114,80.550,-0.419,-0.534
'[01:29:47.570 22/10/1994]',-0.114,80.550,-0.419,-0.534
'[01:29:47.572 22/10/1994]',-0.114,80.550,-0.419,-0.534
'[01:29:47.574 22/10/1994]',-0.114,80.550,-0.419,-0.534
'[01:29:47.576 22/10/1994]',-0.114,79.750,-0.393,-0.533
'[01:29:47.578 22/10/1994]',-0.114,79.750,-0.393,-0.533
'[01:29:47.580 22/10/1994]',-0.114,79.750,-0.393,-0.533
'[01:29:47.582 22/10/1994]',-0.114,79.750,-0.393,-0.533
'[01:29:47.584 22/10/1994]',-0.114,78.900,-0.369,-0.531
'[01:29:47.586 22/10/1994]',-0.114,78.900,-0.369,-0.531
'[01:29:47.588 22/10/1994]',-0.114,78.900,-0.369,-0.531
'[01:29:47.590 22/10/1994]',-0.113,78.900,-0.369,-0.531
'[01:29:47.592 22/10/1994]',-0.112,78.000,-0.346,-0.530
'[01:29:47.594 22/10/1994]',-0.110,78.000,-0.346,-0.530
'[01:29:47.596 22/10/1994]',-0.107,78.000,-0.346,-0.530
'[01:29:47.598 22/10/1994]',-0.105,78.000,-0.346,-0.530
'[01:29:47.600 22/10/1994]',-0.103,77.100,-0.330,-0.529
'[01:29:47.602 22/10/1994]',-0.102,77.100,-0.330,-0.529
'[01:29:47.604 22/10/1994]',-0.100,77.100,-0.330,-0.529
'[01:29:47.606 22/10/1994]',-0.098,77.100,-0.330,-0.529
'[01:29:47.608 22/10/1994]',-0.097,76.300,-0.313,-0.528
'[01:29:47.610 22/10/1994]',-0.096,76.300,-0.313,-0.528
'[01:29:47.612 22/10/1994]',-0.095,76.300,-0.313,-0.528
'[01:29:47.614 22/10/1994]',-0.094,76.300,-0.313,-0.528
'[01:29:47.616 22/10/1994]',-0.092,75.550,-0.299,-0.527
'[01:29:47.618 22/10/1994]',-0.091,75.550,-0.299,-0.527
'[01:29:47.620 22/10/1994]',-0.088,75.550,-0.299,-0.527
'[01:29:47.622 22/10/1994]',-0.086,75.550,-0.299,-0.527
'[01:29:47.624 22/10/1994]',-0.083,74.800,-0.296,-0.526
'[01:29:47.626 22/10/1994]',-0.080,74.800,-0.296,-0.526
'[01:29:47.628 22/10/1994]',-0.076,74.800,-0.296,-0.526
'[01:29:47.630 22/10/1994]',-0.073,74.800,-0.296,-0.526
'[01:29:47.632 22/10/1994]',-0.070,73.950,-0.299,-0.525
'[01:29:47.634 22/10/1994]',-0.068,73.950,-0.299,-0.525
'[01:29:47.636 22/10/1994]',-0.067,73.950,-0.299,-0.525
'[01:29:47.638 22/10/1994]',-0.066,73.950,-0.299,-0.525
'[01:29:47.640 22/10/1994]',-0.066,73.300,-0.303,-0.524
'[01:29:47.642 22/10/1994]',-0.065,73.300,-0.303,-0.524
'[01:29:47.644 22/10/1994]',-0.064,73.300,-0.303,-0.524
'[01:29:47.646 22/10/1994]',-0.063,73.300,-0.303,-0.524
'[01:29:47.648 22/10/1994]',-0.062,72.700,-0.320,-0.523
'[01:29:47.650 22/10/1994]',-0.061,72.700,-0.320,-0.523
'[01:29:47.652 22/10/1994]',-0.059,72.700,-0.320,-0.523
'[01:29:47.654 22/10/1994]',-0.058,72.700,-0.320,-0.523
'[01:29:47.656 22/10/1994]',-0.054,72.400,-0.333,-0.522
'[01:29:47.658 22/10/1994]',-0.050,72.400,-0.333,-0.522
'[01:29:47.660 22/10/1994]',-0.045,72.400,-0.333,-0.522
'[01:29:47.662 22/10/1994]',-0.041,72.400,-0.333,-0.522
'[01:29:47.664 22/10/1994]',-0.036,72.550,-0.353,-0.522
'[01:29:47.666 22/10/1994]',-0.031,72.550,-0.353,-0.522
'[01:29:47.668 22/10/1994]',-0.025,72.550,-0.353,-0.522
'[01:29:47.670 22/10/1994]',-0.020,72.550,-0.353,-0.522
'[01:29:47.672 22/10/1994]',-0.015,73.600,-0.376,-0.523
'[01:29:47.674 22/10/1994]',-0.009,73.600,-0.376,-0.523
'[01:29:47.676 22/10/1994]',-0.004,73.600,-0.376,-0.523
'[01:29:47.678 22/10/1994]',0.001,73.600,-0.376,-0.523
'[01:29:47.680 22/10/1994]',0.005,76.300,-0.400,-0.525
'[01:29:47.682 22/10/1994]',0.009,76.300,-0.400,-0.525
'[01:29:47.684 22/10/1994]',0.013,76.300,-0.400,-0.525
'[01:29:47.686 22/10/1994]',0.017,76.300,-0.400,-0.525
'[01:29:47.688 22/10/1994]',0.023,81.200,-0.422,-0.526
'[01:29:47.690 22/10/1994]',0.029,81.200,-0.422,-0.526
'[01:29:47.692 22/10/1994]',0.038,81.200,-0.422,-0.526
'[01:29:47.694 22/10/1994]',0.047,81.200,-0.422,-0.526
'[01:29:47.696 22/10/1994]',0.057,88.650,-0.443,-0.527
'[01:29:47.698 22/10/1994]',0.066,88.650,-0.443,-0.527
'[01:29:47.700 22/10/1994]',0.075,88.650,-0.443,-0.527
'[01:29:47.702 22/10/1994]',0.085,88.650,-0.443,-0.527
'[01:29:47.704 22/10/1994]',0.093,97.500,-0.463,-0.527
'[01:29:47.706 22/10/1994]',0.102,97.500,-0.463,-0.527
'[01:29:47.708 22/10/1994]',0.110,97.500,-0.463,-0.527
'[01:29:47.710 22/10/1994]',0.117,97.500,-0.463,-0.527
'[01:29:47.712 22/10/1994]',0.123,106.350,-0.472,-0.526
'[01:29:47.714 22/10/1994]',0.129,106.350,-0.472,-0.526
'[01:29:47.716 22/10/1994]',0.133,106.350,-0.472,-0.526
'[01:29:47.718 22/10/1994]',0.137,106.350,-0.472,-0.526
'[01:29:47.720 22/10/1994]',0.140,113.700,-0.482,-0.526
'[01:29:47.722 22/10/1994]',0.143,113.700,-0.482,-0.526
'[01:29:47.724 22/10/1994]',0.144,113.700,-0.482,-0.526
'[01:29:47.726 22/10/1994]',0.146,113.700,-0.482,-0.526
'[01:29:47.728 22/10/1994]',0.146,118.550,-0.472,-0.525
'[01:29:47.730 22/10/1994]',0.147,118.550,-0.472,-0.525
'[01:29:47.732 22/10/1994]',0.146,118.550,-0.472,-0.525
'[01:29:47.734 22/10/1994]',0.145,118.550,-0.472,-0.525
'[01:29:47.736 22/10/1994]',0.143,120.950,-0.450,-0.525
'[01:29:47.738 22/10/1994]',0.142,120.950,-0.450,-0.525
'[01:29:47.740 22/10/1994]',0.139,120.950,-0.450,-0.525
'[01:29:47.742 22/10/1994]',0.136,120.950,-0.450,-0.525
'[01:29:47.744 22/10/1994]',0.131,121.500,-0.409,-0.526
'[01:29:47.746 22/10/1994]',0.126,121.500,-0.409,-0.526
'[01:29:47.748 22/10/1994]',0.120,121.500,-0.409,-0.526
'[01:29:47.750 22/10/1994]',0.114,121.500,-0.409,-0.526
'[01:29:47.752 22/10/1994]',0.107,120.500,-0.356,-0.526
'[01:29:47.754 22/10/1994]',0.100,120.500,-0.356,-0.526
'[01:29:47.756 22/10/1994]',0.094,120.500,-0.356,-0.526
'[01:29:47.758 22/10/1994]',0.088,120.500,-0.356,-0.526
'[01:29:47.760 22/10/1994]',0.083,118.650,-0.280,-0.526
'[01:29:47.762 22/10/1994]',0.077,118.650,-0.280,-0.526
'[01:29:47.764 22/10/1994]',0.070,118.650,-0.280,-0.526
'[01:29:47.766 22/10/1994]',0.064,118.650,-0.280,-0.526
'[01:29:47.768 22/10/1994]',0.057,116.100,-0.193,-0.526
'[01:29:47.770 22/10/1994]',0.049,116.100,-0.193,-0.526
'[01:29:47.772 22/10/1994]',0.042,116.100,-0.193,-0.526
'[01:29:47.774 22/10/1994]',0.035,116.100,-0.193,-0.526
'[01:29:47.776 22/10/1994]',0.029,113.250,-0.097,-0.526
'[01:29:47.778 22/10/1994]',0.023,113.250,-0.097,-0.526
'[01:29:47.780 22/10/1994]',0.019,113.250,-0.097,-0.526
'[01:29:47.782 22/10/1994]',0.016,113.250,-0.097,-0.526
'[01:29:47.784 22/10/1994]',0.012,110.300,0.006,-0.526
'[01:29:47.786 22/10/1994]',0.008,110.300,0.006,-0.526
'[01:29:47.788 22/10/1994]',0.003,110.300,0.006,-0.526
'[01:29:47.790 22/10/1994]',-0.002,110.300,0.006,-0.526
'[01:29:47.792 22/10/1994]',-0.007,107.400,0.106,-0.526
'[01:29:47.794 22/10/1994]',-0.013,107.400,0.106,-0.526
'[01:29:47.796 22/10/1994]',-0.018,107.400,0.106,-0.526
'[01:29:47.798 22/10/1994]',-0.024,107.400,0.106,-0.526
'[01:29:47.800 22/10/1994]',-0.028,104.600,0.203,-0.526
'[01:29:47.802 22/10/1994]',-0.031,104.600,0.203,-0.526
'[01:29:47.804 22/10/1994]',-0.033,104.600,0.203,-0.526
'[01:29:47.806 22/10/1994]',-0.035,104.600,0.203,-0.526
'[01:29:47.808 22/10/1994]',-0.038,102.000,0.283,-0.526
'[01:29:47.810 22/10/1994]',-0.041,102.000,0.283,-0.526
'[01:29:47.812 22/10/1994]',-0.043,102.000,0.283,-0.526
'[01:29:47.814 22/10/1994]',-0.046,102.000,0.283,-0.526
'[01:29:47.816 22/10/1994]',-0.048,99.350,0.340,-0.526
'[01:29:47.818 22/10/1994]',-0.049,99.350,0.340,-0.526
'[01:29:47.820 22/10/1994]',-0.050,99.350,0.340,-0.526
'[01:29:47.822 22/10/1994]',-0.051,99.350,0.340,-0.526
'[01:29:47.824 22/10/1994]',-0.052,96.950,0.380,-0.526
'[01:29:47.826 22/10/1994]',-0.053,96.950,0.380,-0.526
'[01:29:47.828 22/10/1994]',-0.053,96.950,0.380,-0.526
'[01:29:47.830 22/10/1994]',-0.054,96.950,0.380,-0.526
'[01:29:47.832 22/10/1994]',-0.053,94.650,0.403,-0.526
'[01:29:47.834 22/10/1994]',-0.053,94.650,0.403,-0.526
'[01:29:47.836 22/10/1994]',-0.053,94.650,0.403,-0.526
'[01:29:47.838 22/10/1994]',-0.053,94.650,0.403,-0.526
'[01:29:47.840 22/10/1994]',-0.052,92.250,0.403,-0.526
'[01:29:47.842 22/10/1994]',-0.052,92.250,0.403,-0.526
'[01:29:47.844 22/10/1994]',-0.051,92.250,0.403,-0.526
'[01:29:47.846 22/10/1994]',-0.050,92.250,0.403,-0.526
'[01:29:47.848 22/10/1994]',-0.049,89.700,0.386,-0.526
'[01:29:47.850 22/10/1994]',-0.048,89.700,0.386,-0.526
'[01:29:47.852 22/10/1994]',-0.047,89.700,0.386,-0.526
'[01:29:47.854 22/10/1994]',-0.046,89.700,0.386,-0.526
'[01:29:47.856 22/10/1994]',-0.043,87.150,0.349,-0.527
'[01:29:47.858 22/10/1994]',-0.040,87.150,0.349,-0.527
'[01:29:47.860 22/10/1994]',-0.037,87.150,0.349,-0.527
'[01:29:47.862 22/10/1994]',-0.034,87.150,0.349,-0.527
'[01:29:47.864 22/10/1994]',-0.029,84.450,0.306,-0.528
'[01:29:47.866 22/10/1994]',-0.025,84.450,0.306,-0.528
'[01:29:47.868 22/10/1994]',-0.021,84.450,0.306,-0.528
'[01:29:47.870 22/10/1994]',-0.018,84.450,0.306,-0.528
'[01:29:47.872 22/10/1994]',-0.017,81.750,0.253,-0.529
'[01:29:47.874 22/10/1994]',-0.015,81.750,0.253,-0.529
'[01:29:47.876 22/10/1994]',-0.017,81.750,0.253,-0.529
'[01:29:47.878 22/10/1994]',-0.018,81.750,0.253,-0.529
'[01:29:47.880 22/10/1994]',-0.021,79.050,0.193,-0.530
'[01:29:47.882 22/10/1994]',-0.023,79.050,0.193,-0.530
'[01:29:47.884 22/10/1994]',-0.025,79.050,0.193,-0.530
'[01:29:47.886 22/10/1994]',-0.028,79.050,0.193,-0.530
'[01:29:47.888 22/10/1994]',-0.031,76.600,0.133,-0.531
'[01:29:47.890 22/10/1994]',-0.034,76.600,0.133,-0.531
'[01:29:47.892 22/10/1994]',-0.035,76.600,0.133,-0.531
'[01:29:47.894 22/10/1994]',-0.037,76.600,0.133,-0.531
'[01:29:47.896 22/10/1994]',-0.037,74.500,0.067,-0.532
'[01:29:47.898 22/10/1994]',-0.038,74.500,0.067,-0.532
