'Time and date','V ','ABP ','PAP ','ART ','ART1 '
'[12:13:22.138 02/02/1995]',0.067,62.750,27.938,69.050,62.150
'[12:13:22.140 02/02/1995]',0.089,62.750,27.938,69.050,62.150
'[12:13:22.142 02/02/1995]',0.111,62.750,27.938,69.050,62.150
'[12:13:22.144 02/02/1995]',0.111,65.550,28.350,69.350,62.600
'[12:13:22.146 02/02/1995]',0.089,65.550,28.350,69.350,62.600
'[12:13:22.148 02/02/1995]',0.067,65.550,28.350,69.350,62.600
'[12:13:22.150 02/02/1995]',0.045,65.550,28.350,69.350,62.600
'[12:13:22.152 02/02/1995]',0.045,67.750,29.000,69.700,62.850
'[12:13:22.154 02/02/1995]',0.067,67.750,29.000,69.700,62.850
'[12:13:22.156 02/02/1995]',0.067,67.750,29.000,69.700,62.850
'[12:13:22.158 02/02/1995]',0.111,67.750,29.000,69.700,62.850
'[12:13:22.160 02/02/1995]',0.089,69.400,29.700,70.150,62.850
'[12:13:22.162 02/02/1995]',0.045,69.400,29.700,70.150,62.850
'[12:13:22.164 02/02/1995]',-0.020,69.400,29.700,70.150,62.850
'[12:13:22.166 02/02/1995]',-0.020,69.400,29.700,70.150,62.850
'[12:13:22.168 02/02/1995]',0.002,70.500,30.462,70.650,62.800
'[12:13:22.170 02/02/1995]',0.045,70.500,30.462,70.650,62.800
'[12:13:22.172 02/02/1995]',0.067,70.500,30.462,70.650,62.800
'[12:13:22.174 02/02/1995]',0.089,70.500,30.462,70.650,62.800
'[12:13:22.176 02/02/1995]',0.089,71.250,31.163,71.050,62.600
'[12:13:22.178 02/02/1995]',0.089,71.250,31.163,71.050,62.600
'[12:13:22.180 02/02/1995]',0.089,71.250,31.163,71.050,62.600
'[12:13:22.182 02/02/1995]',0.067,71.250,31.163,71.050,62.600
'[12:13:22.184 02/02/1995]',0.023,71.650,31.875,71.350,62.450
'[12:13:22.186 02/02/1995]',0.002,71.650,31.875,71.350,62.450
'[12:13:22.188 02/02/1995]',0.002,71.650,31.875,71.350,62.450
'[12:13:22.190 02/02/1995]',0.002,71.650,31.875,71.350,62.450
'[12:13:22.192 02/02/1995]',0.045,71.950,32.450,71.500,62.200
'[12:13:22.194 02/02/1995]',0.067,71.950,32.450,71.500,62.200
'[12:13:22.196 02/02/1995]',0.089,71.950,32.450,71.500,62.200
'[12:13:22.198 02/02/1995]',0.089,71.950,32.450,71.500,62.200
'[12:13:22.200 02/02/1995]',0.067,72.050,32.862,71.450,62.050
'[12:13:22.202 02/02/1995]',0.067,72.050,32.862,71.450,62.050
'[12:13:22.204 02/02/1995]',0.067,72.050,32.862,71.450,62.050
'[12:13:22.206 02/02/1995]',0.089,72.050,32.862,71.450,62.050
'[12:13:22.208 02/02/1995]',0.045,72.050,33.100,71.350,61.800
'[12:13:22.210 02/02/1995]',0.045,72.050,33.100,71.350,61.800
'[12:13:22.212 02/02/1995]',0.045,72.050,33.100,71.350,61.800
'[12:13:22.214 02/02/1995]',0.045,72.050,33.100,71.350,61.800
'[12:13:22.216 02/02/1995]',0.023,71.950,33.212,71.400,61.600
'[12:13:22.218 02/02/1995]',0.023,71.950,33.212,71.400,61.600
'[12:13:22.220 02/02/1995]',0.045,71.950,33.212,71.400,61.600
'[12:13:22.222 02/02/1995]',0.045,71.950,33.212,71.400,61.600
'[12:13:22.224 02/02/1995]',0.023,71.700,33.100,71.850,61.400
'[12:13:22.226 02/02/1995]',0.023,71.700,33.100,71.850,61.400
'[12:13:22.228 02/02/1995]',0.023,71.700,33.100,71.850,61.400
'[12:13:22.230 02/02/1995]',0.023,71.700,33.100,71.850,61.400
'[12:13:22.232 02/02/1995]',0.023,71.450,32.812,72.750,61.100
'[12:13:22.234 02/02/1995]',0.023,71.450,32.812,72.750,61.100
'[12:13:22.236 02/02/1995]',0.023,71.450,32.812,72.750,61.100
'[12:13:22.238 02/02/1995]',0.045,71.450,32.812,72.750,61.100
'[12:13:22.240 02/02/1995]',0.045,71.300,32.400,73.750,60.600
'[12:13:22.242 02/02/1995]',0.023,71.300,32.400,73.750,60.600
'[12:13:22.244 02/02/1995]',0.045,71.300,32.400,73.750,60.600
'[12:13:22.246 02/02/1995]',0.045,71.300,32.400,73.750,60.600
'[12:13:22.248 02/02/1995]',0.045,71.100,31.925,74.400,60.100
'[12:13:22.250 02/02/1995]',0.045,71.100,31.925,74.400,60.100
'[12:13:22.252 02/02/1995]',0.045,71.100,31.925,74.400,60.100
'[12:13:22.254 02/02/1995]',0.023,71.100,31.925,74.400,60.100
'[12:13:22.256 02/02/1995]',0.002,70.850,31.337,74.500,59.500
'[12:13:22.258 02/02/1995]',-0.042,70.850,31.337,74.500,59.500
'[12:13:22.260 02/02/1995]',-0.064,70.850,31.337,74.500,59.500
'[12:13:22.262 02/02/1995]',-0.042,70.850,31.337,74.500,59.500
'[12:13:22.264 02/02/1995]',0.023,70.650,30.812,74.200,58.850
'[12:13:22.266 02/02/1995]',0.045,70.650,30.812,74.200,58.850
'[12:13:22.268 02/02/1995]',0.067,70.650,30.812,74.200,58.850
'[12:13:22.270 02/02/1995]',0.023,70.650,30.812,74.200,58.850
'[12:13:22.272 02/02/1995]',-0.042,70.350,30.400,73.800,58.200
'[12:13:22.274 02/02/1995]',-0.086,70.350,30.400,73.800,58.200
'[12:13:22.276 02/02/1995]',-0.064,70.350,30.400,73.800,58.200
'[12:13:22.278 02/02/1995]',-0.020,70.350,30.400,73.800,58.200
'[12:13:22.280 02/02/1995]',0.002,70.000,30.175,73.550,57.700
'[12:13:22.282 02/02/1995]',0.023,70.000,30.175,73.550,57.700
'[12:13:22.284 02/02/1995]',0.023,70.000,30.175,73.550,57.700
'[12:13:22.286 02/02/1995]',0.023,70.000,30.175,73.550,57.700
'[12:13:22.288 02/02/1995]',0.002,69.550,30.050,73.400,57.350
'[12:13:22.290 02/02/1995]',0.002,69.550,30.050,73.400,57.350
'[12:13:22.292 02/02/1995]',-0.020,69.550,30.050,73.400,57.350
'[12:13:22.294 02/02/1995]',-0.042,69.550,30.050,73.400,57.350
'[12:13:22.296 02/02/1995]',-0.042,69.000,30.050,73.400,57.350
'[12:13:22.298 02/02/1995]',-0.042,69.000,30.050,73.400,57.350
'[12:13:22.300 02/02/1995]',-0.020,69.000,30.050,73.400,57.350
'[12:13:22.302 02/02/1995]',-0.020,69.000,30.050,73.400,57.350
'[12:13:22.304 02/02/1995]',-0.042,68.300,30.175,73.400,57.650
'[12:13:22.306 02/02/1995]',-0.064,68.300,30.175,73.400,57.650
'[12:13:22.308 02/02/1995]',-0.064,68.300,30.175,73.400,57.650
'[12:13:22.310 02/02/1995]',-0.064,68.300,30.175,73.400,57.650
'[12:13:22.312 02/02/1995]',-0.042,67.250,30.525,73.350,58.300
'[12:13:22.314 02/02/1995]',-0.042,67.250,30.525,73.350,58.300
'[12:13:22.316 02/02/1995]',-0.064,67.250,30.525,73.350,58.300
'[12:13:22.318 02/02/1995]',-0.086,67.250,30.525,73.350,58.300
'[12:13:22.320 02/02/1995]',-0.086,66.000,31.225,73.100,59.250
'[12:13:22.322 02/02/1995]',-0.086,66.000,31.225,73.100,59.250
'[12:13:22.324 02/02/1995]',-0.064,66.000,31.225,73.100,59.250
'[12:13:22.326 02/02/1995]',-0.064,66.000,31.225,73.100,59.250
'[12:13:22.328 02/02/1995]',-0.064,64.850,32.100,72.850,60.600
'[12:13:22.330 02/02/1995]',-0.020,64.850,32.100,72.850,60.600
'[12:13:22.332 02/02/1995]',-0.020,64.850,32.100,72.850,60.600
'[12:13:22.334 02/02/1995]',-0.042,64.850,32.100,72.850,60.600
'[12:13:22.336 02/02/1995]',-0.020,64.250,32.987,72.500,62.200
'[12:13:22.338 02/02/1995]',-0.020,64.250,32.987,72.500,62.200
'[12:13:22.340 02/02/1995]',-0.020,64.250,32.987,72.500,62.200
'[12:13:22.342 02/02/1995]',0.002,64.250,32.987,72.500,62.200
'[12:13:22.344 02/02/1995]',0.002,64.600,33.750,72.200,63.900
'[12:13:22.346 02/02/1995]',0.002,64.600,33.750,72.200,63.900
'[12:13:22.348 02/02/1995]',0.002,64.600,33.750,72.200,63.900
'[12:13:22.350 02/02/1995]',0.002,64.600,33.750,72.200,63.900
'[12:13:22.352 02/02/1995]',0.002,65.950,34.388,71.950,65.650
'[12:13:22.354 02/02/1995]',0.002,65.950,34.388,71.950,65.650
'[12:13:22.356 02/02/1995]',0.002,65.950,34.388,71.950,65.650
'[12:13:22.358 02/02/1995]',0.045,65.950,34.388,71.950,65.650
'[12:13:22.360 02/02/1995]',0.045,67.900,34.737,71.800,67.350
'[12:13:22.362 02/02/1995]',0.067,67.900,34.737,71.800,67.350
'[12:13:22.364 02/02/1995]',0.067,67.900,34.737,71.800,67.350
'[12:13:22.366 02/02/1995]',0.045,67.900,34.737,71.800,67.350
'[12:13:22.368 02/02/1995]',0.045,70.000,34.862,71.800,68.900
'[12:13:22.370 02/02/1995]',0.045,70.000,34.862,71.800,68.900
'[12:13:22.372 02/02/1995]',0.067,70.000,34.862,71.800,68.900
'[12:13:22.374 02/02/1995]',0.067,70.000,34.862,71.800,68.900
'[12:13:22.376 02/02/1995]',0.067,71.800,34.688,71.950,70.250
'[12:13:22.378 02/02/1995]',0.089,71.800,34.688,71.950,70.250
'[12:13:22.380 02/02/1995]',0.089,71.800,34.688,71.950,70.250
'[12:13:22.382 02/02/1995]',0.111,71.800,34.688,71.950,70.250
'[12:13:22.384 02/02/1995]',0.111,73.350,34.150,72.050,71.300
'[12:13:22.386 02/02/1995]',0.111,73.350,34.150,72.050,71.300
'[12:13:22.388 02/02/1995]',0.111,73.350,34.150,72.050,71.300
'[12:13:22.390 02/02/1995]',0.089,73.350,34.150,72.050,71.300
'[12:13:22.392 02/02/1995]',0.067,74.500,33.275,71.500,72.100
'[12:13:22.394 02/02/1995]',0.067,74.500,33.275,71.500,72.100
'[12:13:22.396 02/02/1995]',0.045,74.500,33.275,71.500,72.100
'[12:13:22.398 02/02/1995]',0.045,74.500,33.275,71.500,72.100
'[12:13:22.400 02/02/1995]',0.045,75.500,32.225,69.800,72.750
'[12:13:22.402 02/02/1995]',0.045,75.500,32.225,69.800,72.750
'[12:13:22.404 02/02/1995]',0.067,75.500,32.225,69.800,72.750
'[12:13:22.406 02/02/1995]',0.067,75.500,32.225,69.800,72.750
'[12:13:22.408 02/02/1995]',0.089,76.200,31.163,66.750,73.150
'[12:13:22.410 02/02/1995]',0.111,76.200,31.163,66.750,73.150
'[12:13:22.412 02/02/1995]',0.111,76.200,31.163,66.750,73.150
'[12:13:22.414 02/02/1995]',0.089,76.200,31.163,66.750,73.150
'[12:13:22.416 02/02/1995]',0.067,76.600,30.288,63.100,73.450
'[12:13:22.418 02/02/1995]',0.067,76.600,30.288,63.100,73.450
'[12:13:22.420 02/02/1995]',0.067,76.600,30.288,63.100,73.450
'[12:13:22.422 02/02/1995]',0.067,76.600,30.288,63.100,73.450
'[12:13:22.424 02/02/1995]',0.067,76.850,29.700,59.700,73.650
'[12:13:22.426 02/02/1995]',0.089,76.850,29.700,59.700,73.650
'[12:13:22.428 02/02/1995]',0.089,76.850,29.700,59.700,73.650
'[12:13:22.430 02/02/1995]',0.111,76.850,29.700,59.700,73.650
'[12:13:22.432 02/02/1995]',0.089,77.150,29.525,57.400,73.500
'[12:13:22.434 02/02/1995]',0.111,77.150,29.525,57.400,73.500
'[12:13:22.436 02/02/1995]',0.111,77.150,29.525,57.400,73.500
'[12:13:22.438 02/02/1995]',0.111,77.150,29.525,57.400,73.500
'[12:13:22.440 02/02/1995]',0.111,77.650,29.700,56.500,73.150
'[12:13:22.442 02/02/1995]',0.155,77.650,29.700,56.500,73.150
'[12:13:22.444 02/02/1995]',0.111,77.650,29.700,56.500,73.150
'[12:13:22.446 02/02/1995]',0.111,77.650,29.700,56.500,73.150
'[12:13:22.448 02/02/1995]',0.089,78.450,30.113,56.700,72.500
'[12:13:22.450 02/02/1995]',0.067,78.450,30.113,56.700,72.500
'[12:13:22.452 02/02/1995]',0.067,78.450,30.113,56.700,72.500
'[12:13:22.454 02/02/1995]',0.045,78.450,30.113,56.700,72.500
'[12:13:22.456 02/02/1995]',0.045,79.300,30.637,57.450,71.450
'[12:13:22.458 02/02/1995]',0.045,79.300,30.637,57.450,71.450
'[12:13:22.460 02/02/1995]',0.067,79.300,30.637,57.450,71.450
'[12:13:22.462 02/02/1995]',0.089,79.300,30.637,57.450,71.450
'[12:13:22.464 02/02/1995]',0.089,80.150,31.225,58.100,70.250
'[12:13:22.466 02/02/1995]',0.111,80.150,31.225,58.100,70.250
'[12:13:22.468 02/02/1995]',0.155,80.150,31.225,58.100,70.250
'[12:13:22.470 02/02/1995]',0.155,80.150,31.225,58.100,70.250
'[12:13:22.472 02/02/1995]',0.111,80.850,31.812,58.350,68.750
'[12:13:22.474 02/02/1995]',0.111,80.850,31.812,58.350,68.750
'[12:13:22.476 02/02/1995]',0.177,80.850,31.812,58.350,68.750
'[12:13:22.478 02/02/1995]',0.199,80.850,31.812,58.350,68.750
'[12:13:22.480 02/02/1995]',0.177,81.500,32.400,58.100,67.200
'[12:13:22.482 02/02/1995]',0.177,81.500,32.400,58.100,67.200
'[12:13:22.484 02/02/1995]',0.111,81.500,32.400,58.100,67.200
'[12:13:22.486 02/02/1995]',0.023,81.500,32.400,58.100,67.200
'[12:13:22.488 02/02/1995]',-0.108,81.850,32.925,57.400,65.600
'[12:13:22.490 02/02/1995]',-0.349,81.850,32.925,57.400,65.600
'[12:13:22.492 02/02/1995]',-0.591,81.850,32.925,57.400,65.600
'[12:13:22.494 02/02/1995]',-0.766,81.850,32.925,57.400,65.600
'[12:13:22.496 02/02/1995]',-0.898,81.550,33.450,56.500,64.000
'[12:13:22.498 02/02/1995]',-1.029,81.550,33.450,56.500,64.000
'[12:13:22.500 02/02/1995]',-1.117,81.550,33.450,56.500,64.000
'[12:13:22.502 02/02/1995]',-1.139,81.550,33.450,56.500,64.000
'[12:13:22.504 02/02/1995]',-1.139,80.250,33.800,55.500,62.450
'[12:13:22.506 02/02/1995]',-1.073,80.250,33.800,55.500,62.450
'[12:13:22.508 02/02/1995]',-0.985,80.250,33.800,55.500,62.450
'[12:13:22.510 02/02/1995]',-0.854,80.250,33.800,55.500,62.450
'[12:13:22.512 02/02/1995]',-0.700,77.850,33.925,54.450,60.850
'[12:13:22.514 02/02/1995]',-0.525,77.850,33.925,54.450,60.850
'[12:13:22.516 02/02/1995]',-0.459,77.850,33.925,54.450,60.850
'[12:13:22.518 02/02/1995]',-0.371,77.850,33.925,54.450,60.850
'[12:13:22.520 02/02/1995]',-0.327,74.500,33.750,53.200,59.350
'[12:13:22.522 02/02/1995]',-0.240,74.500,33.750,53.200,59.350
'[12:13:22.524 02/02/1995]',-0.218,74.500,33.750,53.200,59.350
'[12:13:22.526 02/02/1995]',-0.174,74.500,33.750,53.200,59.350
'[12:13:22.528 02/02/1995]',-0.152,70.600,33.450,51.700,57.850
'[12:13:22.530 02/02/1995]',-0.152,70.600,33.450,51.700,57.850
'[12:13:22.532 02/02/1995]',-0.064,70.600,33.450,51.700,57.850
'[12:13:22.534 02/02/1995]',-0.064,70.600,33.450,51.700,57.850
'[12:13:22.536 02/02/1995]',0.002,66.750,33.212,49.900,56.400
'[12:13:22.538 02/02/1995]',0.002,66.750,33.212,49.900,56.400
'[12:13:22.540 02/02/1995]',0.023,66.750,33.212,49.900,56.400
'[12:13:22.542 02/02/1995]',0.045,66.750,33.212,49.900,56.400
'[12:13:22.544 02/02/1995]',0.045,63.600,33.038,47.900,55.000
'[12:13:22.546 02/02/1995]',0.045,63.600,33.038,47.900,55.000
'[12:13:22.548 02/02/1995]',0.045,63.600,33.038,47.900,55.000
'[12:13:22.550 02/02/1995]',0.045,63.600,33.038,47.900,55.000
'[12:13:22.552 02/02/1995]',0.045,61.500,32.812,46.300,53.650
'[12:13:22.554 02/02/1995]',0.067,61.500,32.812,46.300,53.650
'[12:13:22.556 02/02/1995]',0.067,61.500,32.812,46.300,53.650
'[12:13:22.558 02/02/1995]',0.089,61.500,32.812,46.300,53.650
'[12:13:22.560 02/02/1995]',0.111,60.450,32.450,46.200,52.300
'[12:13:22.562 02/02/1995]',0.089,60.450,32.450,46.200,52.300
'[12:13:22.564 02/02/1995]',0.045,60.450,32.450,46.200,52.300
'[12:13:22.566 02/02/1995]',0.002,60.450,32.450,46.200,52.300
'[12:13:22.568 02/02/1995]',0.002,60.050,32.225,48.950,51.050
'[12:13:22.570 02/02/1995]',0.045,60.050,32.225,48.950,51.050
'[12:13:22.572 02/02/1995]',0.089,60.050,32.225,48.950,51.050
'[12:13:22.574 02/02/1995]',0.111,60.050,32.225,48.950,51.050
'[12:13:22.576 02/02/1995]',0.089,59.900,32.225,55.100,49.900
'[12:13:22.578 02/02/1995]',0.067,59.900,32.225,55.100,49.900
'[12:13:22.580 02/02/1995]',0.067,59.900,32.225,55.100,49.900
'[12:13:22.582 02/02/1995]',0.089,59.900,32.225,55.100,49.900
'[12:13:22.584 02/02/1995]',0.111,59.800,32.450,62.800,48.800
'[12:13:22.586 02/02/1995]',0.111,59.800,32.450,62.800,48.800
'[12:13:22.588 02/02/1995]',0.089,59.800,32.450,62.800,48.800
'[12:13:22.590 02/02/1995]',0.045,59.800,32.450,62.800,48.800
'[12:13:22.592 02/02/1995]',0.023,59.550,32.575,68.300,47.800
'[12:13:22.594 02/02/1995]',0.023,59.550,32.575,68.300,47.800
'[12:13:22.596 02/02/1995]',0.023,59.550,32.575,68.300,47.800
'[12:13:22.598 02/02/1995]',0.067,59.550,32.575,68.300,47.800
'[12:13:22.600 02/02/1995]',0.067,59.400,32.625,69.250,46.850
'[12:13:22.602 02/02/1995]',0.067,59.400,32.625,69.250,46.850
'[12:13:22.604 02/02/1995]',0.045,59.400,32.625,69.250,46.850
'[12:13:22.606 02/02/1995]',0.067,59.400,32.625,69.250,46.850
'[12:13:22.608 02/02/1995]',0.067,59.550,32.862,66.300,45.950
'[12:13:22.610 02/02/1995]',0.045,59.550,32.862,66.300,45.950
'[12:13:22.612 02/02/1995]',0.045,59.550,32.862,66.300,45.950
'[12:13:22.614 02/02/1995]',0.067,59.550,32.862,66.300,45.950
'[12:13:22.616 02/02/1995]',0.067,59.900,33.625,61.900,45.250
'[12:13:22.618 02/02/1995]',0.067,59.900,33.625,61.900,45.250
'[12:13:22.620 02/02/1995]',0.089,59.900,33.625,61.900,45.250
'[12:13:22.622 02/02/1995]',0.155,59.900,33.625,61.900,45.250
'[12:13:22.624 02/02/1995]',0.155,59.850,34.625,58.150,44.750
'[12:13:22.626 02/02/1995]',0.111,59.850,34.625,58.150,44.750
'[12:13:22.628 02/02/1995]',0.111,59.850,34.625,58.150,44.750
'[12:13:22.630 02/02/1995]',0.089,59.850,34.625,58.150,44.750
'[12:13:22.632 02/02/1995]',0.067,59.050,35.675,55.950,44.500
'[12:13:22.634 02/02/1995]',0.067,59.050,35.675,55.950,44.500
'[12:13:22.636 02/02/1995]',0.067,59.050,35.675,55.950,44.500
'[12:13:22.638 02/02/1995]',0.067,59.050,35.675,55.950,44.500
'[12:13:22.640 02/02/1995]',0.067,57.700,36.737,55.350,44.750
'[12:13:22.642 02/02/1995]',0.089,57.700,36.737,55.350,44.750
'[12:13:22.644 02/02/1995]',0.089,57.700,36.737,55.350,44.750
'[12:13:22.646 02/02/1995]',0.089,57.700,36.737,55.350,44.750
'[12:13:22.648 02/02/1995]',0.089,56.000,37.850,56.300,45.550
'[12:13:22.650 02/02/1995]',0.067,56.000,37.850,56.300,45.550
'[12:13:22.652 02/02/1995]',0.067,56.000,37.850,56.300,45.550
'[12:13:22.654 02/02/1995]',0.045,56.000,37.850,56.300,45.550
'[12:13:22.656 02/02/1995]',0.045,54.100,38.900,58.550,47.100
'[12:13:22.658 02/02/1995]',0.045,54.100,38.900,58.550,47.100
'[12:13:22.660 02/02/1995]',0.045,54.100,38.900,58.550,47.100
'[12:13:22.662 02/02/1995]',0.045,54.100,38.900,58.550,47.100
'[12:13:22.664 02/02/1995]',0.089,52.200,39.900,62.100,49.350
'[12:13:22.666 02/02/1995]',0.067,52.200,39.900,62.100,49.350
'[12:13:22.668 02/02/1995]',0.067,52.200,39.900,62.100,49.350
'[12:13:22.670 02/02/1995]',0.067,52.200,39.900,62.100,49.350
'[12:13:22.672 02/02/1995]',0.067,50.900,40.600,66.650,52.350
'[12:13:22.674 02/02/1995]',0.067,50.900,40.600,66.650,52.350
'[12:13:22.676 02/02/1995]',0.045,50.900,40.600,66.650,52.350
'[12:13:22.678 02/02/1995]',0.023,50.900,40.600,66.650,52.350
'[12:13:22.680 02/02/1995]',0.045,50.850,41.013,71.600,55.750
'[12:13:22.682 02/02/1995]',0.023,50.850,41.013,71.600,55.750
'[12:13:22.684 02/02/1995]',0.045,50.850,41.013,71.600,55.750
'[12:13:22.686 02/02/1995]',0.089,50.850,41.013,71.600,55.750
'[12:13:22.688 02/02/1995]',0.111,52.200,41.300,75.800,59.250
'[12:13:22.690 02/02/1995]',0.089,52.200,41.300,75.800,59.250
'[12:13:22.692 02/02/1995]',0.067,52.200,41.300,75.800,59.250
'[12:13:22.694 02/02/1995]',0.045,52.200,41.300,75.800,59.250
'[12:13:22.696 02/02/1995]',0.045,54.800,41.475,78.600,62.550
'[12:13:22.698 02/02/1995]',0.067,54.800,41.475,78.600,62.550
'[12:13:22.700 02/02/1995]',0.067,54.800,41.475,78.600,62.550
'[12:13:22.702 02/02/1995]',0.067,54.800,41.475,78.600,62.550
'[12:13:22.704 02/02/1995]',0.089,58.650,41.775,79.850,65.300
'[12:13:22.706 02/02/1995]',0.089,58.650,41.775,79.850,65.300
'[12:13:22.708 02/02/1995]',0.067,58.650,41.775,79.850,65.300
'[12:13:22.710 02/02/1995]',0.045,58.650,41.775,79.850,65.300
'[12:13:22.712 02/02/1995]',0.045,63.300,42.000,79.950,67.500
'[12:13:22.714 02/02/1995]',0.045,63.300,42.000,79.950,67.500
'[12:13:22.716 02/02/1995]',0.067,63.300,42.000,79.950,67.500
'[12:13:22.718 02/02/1995]',0.067,63.300,42.000,79.950,67.500
'[12:13:22.720 02/02/1995]',0.067,68.300,42.188,79.700,69.000
'[12:13:22.722 02/02/1995]',0.045,68.300,42.188,79.700,69.000
'[12:13:22.724 02/02/1995]',0.045,68.300,42.188,79.700,69.000
'[12:13:22.726 02/02/1995]',0.111,68.300,42.188,79.700,69.000
'[12:13:22.728 02/02/1995]',0.155,73.000,42.237,79.600,70.100
'[12:13:22.730 02/02/1995]',0.177,73.000,42.237,79.600,70.100
'[12:13:22.732 02/02/1995]',0.177,73.000,42.237,79.600,70.100
'[12:13:22.734 02/02/1995]',0.177,73.000,42.237,79.600,70.100
'[12:13:22.736 02/02/1995]',0.177,76.650,42.125,79.950,70.800
'[12:13:22.738 02/02/1995]',0.155,76.650,42.125,79.950,70.800
'[12:13:22.740 02/02/1995]',0.111,76.650,42.125,79.950,70.800
'[12:13:22.742 02/02/1995]',0.045,76.650,42.125,79.950,70.800
'[12:13:22.744 02/02/1995]',0.045,78.950,41.888,80.800,71.250
'[12:13:22.746 02/02/1995]',0.067,78.950,41.888,80.800,71.250
'[12:13:22.748 02/02/1995]',0.067,78.950,41.888,80.800,71.250
'[12:13:22.750 02/02/1995]',0.089,78.950,41.888,80.800,71.250
'[12:13:22.752 02/02/1995]',0.089,80.150,41.650,81.700,71.350
'[12:13:22.754 02/02/1995]',0.089,80.150,41.650,81.700,71.350
'[12:13:22.756 02/02/1995]',0.089,80.150,41.650,81.700,71.350
'[12:13:22.758 02/02/1995]',0.089,80.150,41.650,81.700,71.350
'[12:13:22.760 02/02/1995]',0.067,80.550,41.362,82.500,71.300
'[12:13:22.762 02/02/1995]',0.023,80.550,41.362,82.500,71.300
'[12:13:22.764 02/02/1995]',0.023,80.550,41.362,82.500,71.300
'[12:13:22.766 02/02/1995]',0.023,80.550,41.362,82.500,71.300
'[12:13:22.768 02/02/1995]',0.045,80.850,41.125,82.900,71.150
'[12:13:22.770 02/02/1995]',0.045,80.850,41.125,82.900,71.150
'[12:13:22.772 02/02/1995]',0.067,80.850,41.125,82.900,71.150
'[12:13:22.774 02/02/1995]',0.089,80.850,41.125,82.900,71.150
'[12:13:22.776 02/02/1995]',0.089,81.150,40.888,82.850,71.050
'[12:13:22.778 02/02/1995]',0.089,81.150,40.888,82.850,71.050
'[12:13:22.780 02/02/1995]',0.067,81.150,40.888,82.850,71.050
'[12:13:22.782 02/02/1995]',0.023,81.150,40.888,82.850,71.050
'[12:13:22.784 02/02/1995]',0.023,81.550,40.712,82.500,70.950
'[12:13:22.786 02/02/1995]',-0.020,81.550,40.712,82.500,70.950
'[12:13:22.788 02/02/1995]',-0.020,81.550,40.712,82.500,70.950
'[12:13:22.790 02/02/1995]',0.002,81.550,40.712,82.500,70.950
'[12:13:22.792 02/02/1995]',0.045,81.750,40.538,81.950,70.850
'[12:13:22.794 02/02/1995]',0.089,81.750,40.538,81.950,70.850
'[12:13:22.796 02/02/1995]',0.111,81.750,40.538,81.950,70.850
'[12:13:22.798 02/02/1995]',0.111,81.750,40.538,81.950,70.850
'[12:13:22.800 02/02/1995]',0.089,81.850,40.425,81.500,70.850
'[12:13:22.802 02/02/1995]',0.089,81.850,40.425,81.500,70.850
'[12:13:22.804 02/02/1995]',0.067,81.850,40.425,81.500,70.850
'[12:13:22.806 02/02/1995]',0.067,81.850,40.425,81.500,70.850
'[12:13:22.808 02/02/1995]',0.045,81.700,40.362,80.950,70.950
'[12:13:22.810 02/02/1995]',0.067,81.700,40.362,80.950,70.950
'[12:13:22.812 02/02/1995]',0.023,81.700,40.362,80.950,70.950
'[12:13:22.814 02/02/1995]',0.045,81.700,40.362,80.950,70.950
'[12:13:22.816 02/02/1995]',0.067,81.600,40.250,80.400,70.950
'[12:13:22.818 02/02/1995]',0.045,81.600,40.250,80.400,70.950
'[12:13:22.820 02/02/1995]',0.023,81.600,40.250,80.400,70.950
'[12:13:22.822 02/02/1995]',0.002,81.600,40.250,80.400,70.950
'[12:13:22.824 02/02/1995]',0.002,81.650,40.125,79.900,70.850
'[12:13:22.826 02/02/1995]',0.023,81.650,40.125,79.900,70.850
'[12:13:22.828 02/02/1995]',0.023,81.650,40.125,79.900,70.850
'[12:13:22.830 02/02/1995]',0.045,81.650,40.125,79.900,70.850
'[12:13:22.832 02/02/1995]',0.067,81.950,39.950,79.250,70.750
'[12:13:22.834 02/02/1995]',0.089,81.950,39.950,79.250,70.750
'[12:13:22.836 02/02/1995]',0.089,81.950,39.950,79.250,70.750
'[12:13:22.838 02/02/1995]',0.067,81.950,39.950,79.250,70.750
'[12:13:22.840 02/02/1995]',0.045,82.300,39.725,78.500,70.450
'[12:13:22.842 02/02/1995]',0.023,82.300,39.725,78.500,70.450
'[12:13:22.844 02/02/1995]',0.023,82.300,39.725,78.500,70.450
'[12:13:22.846 02/02/1995]',0.002,82.300,39.725,78.500,70.450
'[12:13:22.848 02/02/1995]',0.002,82.550,39.375,77.750,70.000
'[12:13:22.850 02/02/1995]',0.023,82.550,39.375,77.750,70.000
'[12:13:22.852 02/02/1995]',0.045,82.550,39.375,77.750,70.000
'[12:13:22.854 02/02/1995]',0.045,82.550,39.375,77.750,70.000
'[12:13:22.856 02/02/1995]',0.002,82.600,39.013,76.850,69.400
'[12:13:22.858 02/02/1995]',0.002,82.600,39.013,76.850,69.400
