'Time and date','II ','II ','V ','PAP ','PLETH ','RESP '
'[12:49:09.104 25/01/1995]',-0.072,-0.068,0.003,18.618,-0.207,-0.475
'[12:49:09.106 25/01/1995]',-0.102,-0.104,0.003,18.618,-0.207,-0.475
'[12:49:09.108 25/01/1995]',-0.102,-0.104,0.003,18.618,-0.207,-0.475
'[12:49:09.110 25/01/1995]',-0.116,-0.104,0.003,18.618,-0.207,-0.475
'[12:49:09.112 25/01/1995]',-0.131,-0.140,0.003,18.367,-0.221,-0.480
'[12:49:09.114 25/01/1995]',-0.131,-0.140,-0.030,18.367,-0.221,-0.480
'[12:49:09.116 25/01/1995]',-0.116,-0.104,-0.030,18.367,-0.221,-0.480
'[12:49:09.118 25/01/1995]',-0.102,-0.104,0.003,18.367,-0.221,-0.480
'[12:49:09.120 25/01/1995]',-0.087,-0.068,0.003,18.266,-0.234,-0.486
'[12:49:09.122 25/01/1995]',-0.072,-0.068,0.003,18.266,-0.234,-0.486
'[12:49:09.124 25/01/1995]',-0.087,-0.068,0.003,18.266,-0.234,-0.486
'[12:49:09.126 25/01/1995]',-0.087,-0.068,0.003,18.266,-0.234,-0.486
'[12:49:09.128 25/01/1995]',-0.072,-0.068,0.003,18.141,-0.245,-0.492
'[12:49:09.130 25/01/1995]',-0.057,-0.068,-0.030,18.141,-0.245,-0.492
'[12:49:09.132 25/01/1995]',-0.043,-0.033,-0.030,18.141,-0.245,-0.492
'[12:49:09.134 25/01/1995]',-0.043,-0.033,0.003,18.141,-0.245,-0.492
'[12:49:09.136 25/01/1995]',-0.043,-0.033,0.003,17.839,-0.255,-0.499
'[12:49:09.138 25/01/1995]',-0.057,-0.033,0.003,17.839,-0.255,-0.499
'[12:49:09.140 25/01/1995]',-0.057,-0.068,0.003,17.839,-0.255,-0.499
'[12:49:09.142 25/01/1995]',-0.072,-0.068,0.003,17.839,-0.255,-0.499
'[12:49:09.144 25/01/1995]',-0.072,-0.068,0.003,17.437,-0.265,-0.507
'[12:49:09.146 25/01/1995]',-0.072,-0.068,0.003,17.437,-0.265,-0.507
'[12:49:09.148 25/01/1995]',-0.072,-0.068,0.003,17.437,-0.265,-0.507
'[12:49:09.150 25/01/1995]',-0.057,-0.068,0.035,17.437,-0.265,-0.507
'[12:49:09.152 25/01/1995]',-0.028,-0.033,0.068,16.834,-0.275,-0.514
'[12:49:09.154 25/01/1995]',-0.013,0.003,0.102,16.834,-0.275,-0.514
'[12:49:09.156 25/01/1995]',0.001,0.003,0.102,16.834,-0.275,-0.514
'[12:49:09.158 25/01/1995]',0.015,0.003,0.135,16.834,-0.275,-0.514
'[12:49:09.160 25/01/1995]',0.059,0.037,0.169,16.307,-0.283,-0.521
'[12:49:09.162 25/01/1995]',0.059,0.073,0.169,16.307,-0.283,-0.521
'[12:49:09.164 25/01/1995]',0.074,0.073,0.135,16.307,-0.283,-0.521
'[12:49:09.166 25/01/1995]',0.089,0.073,0.102,16.307,-0.283,-0.521
'[12:49:09.168 25/01/1995]',0.118,0.109,0.068,15.905,-0.293,-0.528
'[12:49:09.170 25/01/1995]',0.148,0.145,0.035,15.905,-0.293,-0.528
'[12:49:09.172 25/01/1995]',0.192,0.217,0.035,15.905,-0.293,-0.528
'[12:49:09.174 25/01/1995]',0.294,0.288,0.003,15.905,-0.293,-0.528
'[12:49:09.176 25/01/1995]',0.397,0.396,0.003,15.678,-0.305,-0.534
'[12:49:09.178 25/01/1995]',0.485,0.503,0.003,15.678,-0.305,-0.534
'[12:49:09.180 25/01/1995]',0.573,0.609,0.003,15.678,-0.305,-0.534
'[12:49:09.182 25/01/1995]',0.631,0.681,-0.030,15.678,-0.305,-0.534
'[12:49:09.184 25/01/1995]',0.631,0.681,-0.030,15.503,-0.318,-0.539
'[12:49:09.186 25/01/1995]',0.573,0.609,-0.064,15.503,-0.318,-0.539
'[12:49:09.188 25/01/1995]',0.485,0.503,-0.097,15.503,-0.318,-0.539
'[12:49:09.190 25/01/1995]',0.324,0.324,-0.164,15.503,-0.318,-0.539
'[12:49:09.192 25/01/1995]',0.177,0.181,-0.198,15.377,-0.328,-0.544
'[12:49:09.194 25/01/1995]',0.045,0.037,-0.198,15.377,-0.328,-0.544
'[12:49:09.196 25/01/1995]',-0.057,-0.033,-0.198,15.377,-0.328,-0.544
'[12:49:09.198 25/01/1995]',-0.146,-0.140,-0.198,15.377,-0.328,-0.544
'[12:49:09.200 25/01/1995]',-0.190,-0.212,-0.164,15.327,-0.339,-0.549
'[12:49:09.202 25/01/1995]',-0.263,-0.283,-0.164,15.327,-0.339,-0.549
'[12:49:09.204 25/01/1995]',-0.322,-0.355,-0.164,15.327,-0.339,-0.549
'[12:49:09.206 25/01/1995]',-0.395,-0.391,-0.198,15.327,-0.339,-0.549
'[12:49:09.208 25/01/1995]',-0.424,-0.463,-0.198,15.201,-0.349,-0.554
'[12:49:09.210 25/01/1995]',-0.453,-0.498,-0.231,15.201,-0.349,-0.554
'[12:49:09.212 25/01/1995]',-0.483,-0.498,-0.198,15.201,-0.349,-0.554
'[12:49:09.214 25/01/1995]',-0.468,-0.498,-0.198,15.201,-0.349,-0.554
'[12:49:09.216 25/01/1995]',-0.439,-0.463,-0.198,15.151,-0.356,-0.558
'[12:49:09.218 25/01/1995]',-0.380,-0.391,-0.164,15.151,-0.356,-0.558
'[12:49:09.220 25/01/1995]',-0.322,-0.355,-0.131,15.151,-0.356,-0.558
'[12:49:09.222 25/01/1995]',-0.277,-0.283,-0.097,15.151,-0.356,-0.558
'[12:49:09.224 25/01/1995]',-0.233,-0.248,-0.097,15.075,-0.363,-0.562
'[12:49:09.226 25/01/1995]',-0.205,-0.212,-0.097,15.075,-0.363,-0.562
'[12:49:09.228 25/01/1995]',-0.175,-0.176,-0.064,15.075,-0.363,-0.562
'[12:49:09.230 25/01/1995]',-0.160,-0.176,-0.064,15.075,-0.363,-0.562
'[12:49:09.232 25/01/1995]',-0.146,-0.140,-0.030,15.025,-0.366,-0.566
'[12:49:09.234 25/01/1995]',-0.146,-0.140,-0.030,15.025,-0.366,-0.566
'[12:49:09.236 25/01/1995]',-0.116,-0.104,-0.030,15.025,-0.366,-0.566
'[12:49:09.238 25/01/1995]',-0.116,-0.104,-0.030,15.025,-0.366,-0.566
'[12:49:09.240 25/01/1995]',-0.116,-0.104,0.003,14.899,-0.363,-0.569
'[12:49:09.242 25/01/1995]',-0.116,-0.104,0.003,14.899,-0.363,-0.569
'[12:49:09.244 25/01/1995]',-0.102,-0.104,0.003,14.899,-0.363,-0.569
'[12:49:09.246 25/01/1995]',-0.087,-0.068,0.003,14.899,-0.363,-0.569
'[12:49:09.248 25/01/1995]',-0.087,-0.068,0.003,14.774,-0.407,-0.572
'[12:49:09.250 25/01/1995]',-0.087,-0.068,0.003,14.774,-0.407,-0.572
'[12:49:09.252 25/01/1995]',-0.102,-0.104,0.003,14.774,-0.407,-0.572
'[12:49:09.254 25/01/1995]',-0.116,-0.104,0.003,14.774,-0.407,-0.572
'[12:49:09.256 25/01/1995]',-0.116,-0.104,0.003,14.724,-0.397,-0.575
'[12:49:09.258 25/01/1995]',-0.102,-0.104,0.003,14.724,-0.397,-0.575
'[12:49:09.260 25/01/1995]',-0.116,-0.104,0.003,14.724,-0.397,-0.575
'[12:49:09.262 25/01/1995]',-0.116,-0.104,0.003,14.724,-0.397,-0.575
'[12:49:09.264 25/01/1995]',-0.116,-0.104,0.003,14.774,-0.385,-0.578
'[12:49:09.266 25/01/1995]',-0.116,-0.104,0.003,14.774,-0.385,-0.578
'[12:49:09.268 25/01/1995]',-0.116,-0.104,0.003,14.774,-0.385,-0.578
'[12:49:09.270 25/01/1995]',-0.102,-0.104,0.003,14.774,-0.385,-0.578
'[12:49:09.272 25/01/1995]',-0.072,-0.068,0.003,14.950,-0.371,-0.580
'[12:49:09.274 25/01/1995]',-0.072,-0.068,0.003,14.950,-0.371,-0.580
'[12:49:09.276 25/01/1995]',-0.057,-0.068,0.003,14.950,-0.371,-0.580
'[12:49:09.278 25/01/1995]',-0.043,-0.033,0.003,14.950,-0.371,-0.580
'[12:49:09.280 25/01/1995]',-0.028,-0.033,0.003,15.377,-0.354,-0.583
'[12:49:09.282 25/01/1995]',-0.028,-0.033,0.003,15.377,-0.354,-0.583
'[12:49:09.284 25/01/1995]',-0.028,-0.033,0.003,15.377,-0.354,-0.583
'[12:49:09.286 25/01/1995]',-0.028,-0.033,0.003,15.377,-0.354,-0.583
'[12:49:09.288 25/01/1995]',-0.043,-0.033,0.003,16.256,-0.338,-0.585
'[12:49:09.290 25/01/1995]',-0.057,-0.068,0.003,16.256,-0.338,-0.585
'[12:49:09.292 25/01/1995]',-0.072,-0.068,0.003,16.256,-0.338,-0.585
'[12:49:09.294 25/01/1995]',-0.072,-0.068,0.003,16.256,-0.338,-0.585
'[12:49:09.296 25/01/1995]',-0.057,-0.068,0.003,17.563,-0.325,-0.587
'[12:49:09.298 25/01/1995]',-0.057,-0.068,0.003,17.563,-0.325,-0.587
'[12:49:09.300 25/01/1995]',-0.057,-0.033,0.003,17.563,-0.325,-0.587
'[12:49:09.302 25/01/1995]',-0.043,-0.033,0.003,17.563,-0.325,-0.587
'[12:49:09.304 25/01/1995]',-0.028,-0.033,0.003,19.271,-0.309,-0.589
'[12:49:09.306 25/01/1995]',-0.013,-0.033,0.003,19.271,-0.309,-0.589
'[12:49:09.308 25/01/1995]',-0.013,0.003,0.003,19.271,-0.309,-0.589
'[12:49:09.310 25/01/1995]',-0.028,-0.033,0.003,19.271,-0.309,-0.589
'[12:49:09.312 25/01/1995]',-0.013,0.003,0.003,20.729,-0.301,-0.591
'[12:49:09.314 25/01/1995]',0.001,0.003,0.035,20.729,-0.301,-0.591
'[12:49:09.316 25/01/1995]',0.001,0.003,0.035,20.729,-0.301,-0.591
'[12:49:09.318 25/01/1995]',0.015,0.003,0.068,20.729,-0.301,-0.591
'[12:49:09.320 25/01/1995]',0.015,0.003,0.068,21.508,-0.292,-0.591
'[12:49:09.322 25/01/1995]',0.030,0.037,0.102,21.508,-0.292,-0.591
'[12:49:09.324 25/01/1995]',0.045,0.037,0.102,21.508,-0.292,-0.591
'[12:49:09.326 25/01/1995]',0.059,0.037,0.102,21.508,-0.292,-0.591
'[12:49:09.328 25/01/1995]',0.074,0.073,0.102,21.332,-0.289,-0.591
'[12:49:09.330 25/01/1995]',0.089,0.073,0.102,21.332,-0.289,-0.591
'[12:49:09.332 25/01/1995]',0.089,0.073,0.102,21.332,-0.289,-0.591
'[12:49:09.334 25/01/1995]',0.104,0.109,0.102,21.332,-0.289,-0.591
'[12:49:09.336 25/01/1995]',0.118,0.109,0.102,20.327,-0.292,-0.590
'[12:49:09.338 25/01/1995]',0.148,0.145,0.102,20.327,-0.292,-0.590
'[12:49:09.340 25/01/1995]',0.148,0.145,0.102,20.327,-0.292,-0.590
'[12:49:09.342 25/01/1995]',0.148,0.145,0.102,20.327,-0.292,-0.590
'[12:49:09.344 25/01/1995]',0.118,0.109,0.068,19.095,-0.296,-0.589
'[12:49:09.346 25/01/1995]',0.118,0.109,0.068,19.095,-0.296,-0.589
'[12:49:09.348 25/01/1995]',0.118,0.109,0.068,19.095,-0.296,-0.589
'[12:49:09.350 25/01/1995]',0.118,0.109,0.035,19.095,-0.296,-0.589
'[12:49:09.352 25/01/1995]',0.118,0.109,0.035,18.015,-0.303,-0.587
'[12:49:09.354 25/01/1995]',0.148,0.145,0.035,18.015,-0.303,-0.587
'[12:49:09.356 25/01/1995]',0.162,0.145,0.035,18.015,-0.303,-0.587
'[12:49:09.358 25/01/1995]',0.162,0.181,0.003,18.015,-0.303,-0.587
'[12:49:09.360 25/01/1995]',0.162,0.181,0.003,17.613,-0.314,-0.584
'[12:49:09.362 25/01/1995]',0.162,0.145,0.003,17.613,-0.314,-0.584
'[12:49:09.364 25/01/1995]',0.148,0.145,0.003,17.613,-0.314,-0.584
'[12:49:09.366 25/01/1995]',0.118,0.109,0.003,17.613,-0.314,-0.584
'[12:49:09.368 25/01/1995]',0.133,0.109,0.003,17.965,-0.325,-0.581
'[12:49:09.370 25/01/1995]',0.118,0.109,-0.030,17.965,-0.325,-0.581
'[12:49:09.372 25/01/1995]',0.118,0.109,-0.030,17.965,-0.325,-0.581
'[12:49:09.374 25/01/1995]',0.148,0.145,-0.030,17.965,-0.325,-0.581
'[12:49:09.376 25/01/1995]',0.162,0.145,-0.030,19.095,-0.338,-0.577
'[12:49:09.378 25/01/1995]',0.177,0.181,-0.030,19.095,-0.338,-0.577
'[12:49:09.380 25/01/1995]',0.177,0.181,-0.030,19.095,-0.338,-0.577
'[12:49:09.382 25/01/1995]',0.177,0.181,-0.030,19.095,-0.338,-0.577
'[12:49:09.384 25/01/1995]',0.177,0.181,-0.030,20.804,-0.352,-0.572
'[12:49:09.386 25/01/1995]',0.192,0.181,-0.030,20.804,-0.352,-0.572
'[12:49:09.388 25/01/1995]',0.207,0.217,0.003,20.804,-0.352,-0.572
'[12:49:09.390 25/01/1995]',0.207,0.217,0.003,20.804,-0.352,-0.572
'[12:49:09.392 25/01/1995]',0.221,0.217,0.003,22.789,-0.363,-0.566
'[12:49:09.394 25/01/1995]',0.235,0.217,0.003,22.789,-0.363,-0.566
'[12:49:09.396 25/01/1995]',0.235,0.252,0.003,22.789,-0.363,-0.566
'[12:49:09.398 25/01/1995]',0.250,0.252,0.003,22.789,-0.363,-0.566
'[12:49:09.400 25/01/1995]',0.250,0.252,0.003,25.151,-0.374,-0.559
'[12:49:09.402 25/01/1995]',0.235,0.217,0.003,25.151,-0.374,-0.559
'[12:49:09.404 25/01/1995]',0.221,0.217,0.003,25.151,-0.374,-0.559
'[12:49:09.406 25/01/1995]',0.207,0.217,0.003,25.151,-0.374,-0.559
'[12:49:09.408 25/01/1995]',0.207,0.217,-0.030,27.688,-0.388,-0.552
'[12:49:09.410 25/01/1995]',0.207,0.217,-0.030,27.688,-0.388,-0.552
'[12:49:09.412 25/01/1995]',0.235,0.217,0.003,27.688,-0.388,-0.552
'[12:49:09.414 25/01/1995]',0.250,0.252,0.003,27.688,-0.388,-0.552
'[12:49:09.416 25/01/1995]',0.279,0.288,0.003,30.452,-0.395,-0.546
'[12:49:09.418 25/01/1995]',0.279,0.288,0.003,30.452,-0.395,-0.546
'[12:49:09.420 25/01/1995]',0.250,0.252,0.003,30.452,-0.395,-0.546
'[12:49:09.422 25/01/1995]',0.207,0.217,-0.030,30.452,-0.395,-0.546
'[12:49:09.424 25/01/1995]',0.192,0.181,-0.030,33.266,-0.397,-0.541
'[12:49:09.426 25/01/1995]',0.192,0.181,-0.030,33.266,-0.397,-0.541
'[12:49:09.428 25/01/1995]',0.192,0.217,0.003,33.266,-0.397,-0.541
'[12:49:09.430 25/01/1995]',0.192,0.181,0.003,33.266,-0.397,-0.541
'[12:49:09.432 25/01/1995]',0.162,0.181,0.003,36.106,-0.395,-0.537
'[12:49:09.434 25/01/1995]',0.162,0.145,0.003,36.106,-0.395,-0.537
'[12:49:09.436 25/01/1995]',0.162,0.181,0.003,36.106,-0.395,-0.537
'[12:49:09.438 25/01/1995]',0.162,0.181,0.003,36.106,-0.395,-0.537
'[12:49:09.440 25/01/1995]',0.162,0.181,0.003,38.643,-0.382,-0.533
'[12:49:09.442 25/01/1995]',0.148,0.181,0.003,38.643,-0.382,-0.533
'[12:49:09.444 25/01/1995]',0.133,0.145,0.003,38.643,-0.382,-0.533
'[12:49:09.446 25/01/1995]',0.118,0.109,0.003,38.643,-0.382,-0.533
'[12:49:09.448 25/01/1995]',0.089,0.073,0.003,40.754,-0.354,-0.530
'[12:49:09.450 25/01/1995]',0.074,0.073,0.003,40.754,-0.354,-0.530
'[12:49:09.452 25/01/1995]',0.045,0.037,0.003,40.754,-0.354,-0.530
'[12:49:09.454 25/01/1995]',0.030,0.037,0.003,40.754,-0.354,-0.530
'[12:49:09.456 25/01/1995]',0.015,0.003,0.003,42.412,-0.315,-0.528
'[12:49:09.458 25/01/1995]',0.001,0.003,0.003,42.412,-0.315,-0.528
'[12:49:09.460 25/01/1995]',0.001,0.003,0.003,42.412,-0.315,-0.528
'[12:49:09.462 25/01/1995]',-0.013,0.003,0.003,42.412,-0.315,-0.528
'[12:49:09.464 25/01/1995]',-0.028,-0.033,0.003,43.643,-0.257,-0.526
'[12:49:09.466 25/01/1995]',-0.057,-0.033,0.003,43.643,-0.257,-0.526
'[12:49:09.468 25/01/1995]',-0.057,-0.033,0.003,43.643,-0.257,-0.526
'[12:49:09.470 25/01/1995]',-0.057,-0.033,0.003,43.643,-0.257,-0.526
'[12:49:09.472 25/01/1995]',-0.043,-0.033,0.003,44.523,-0.183,-0.525
'[12:49:09.474 25/01/1995]',-0.013,0.003,0.035,44.523,-0.183,-0.525
'[12:49:09.476 25/01/1995]',0.001,0.003,0.035,44.523,-0.183,-0.525
'[12:49:09.478 25/01/1995]',0.001,0.003,0.068,44.523,-0.183,-0.525
'[12:49:09.480 25/01/1995]',0.015,0.003,0.068,45.101,-0.094,-0.525
'[12:49:09.482 25/01/1995]',0.030,0.037,0.102,45.101,-0.094,-0.525
'[12:49:09.484 25/01/1995]',0.045,0.037,0.102,45.101,-0.094,-0.525
'[12:49:09.486 25/01/1995]',0.045,0.037,0.102,45.101,-0.094,-0.525
'[12:49:09.488 25/01/1995]',0.045,0.037,0.102,45.352,0.009,-0.527
'[12:49:09.490 25/01/1995]',0.030,0.037,0.102,45.352,0.009,-0.527
'[12:49:09.492 25/01/1995]',0.015,0.037,0.102,45.352,0.009,-0.527
'[12:49:09.494 25/01/1995]',0.015,0.003,0.102,45.352,0.009,-0.527
'[12:49:09.496 25/01/1995]',0.001,0.003,0.102,45.302,0.119,-0.531
'[12:49:09.498 25/01/1995]',0.001,0.003,0.068,45.302,0.119,-0.531
'[12:49:09.500 25/01/1995]',0.001,0.003,0.068,45.302,0.119,-0.531
'[12:49:09.502 25/01/1995]',0.001,0.003,0.068,45.302,0.119,-0.531
'[12:49:09.504 25/01/1995]',0.001,0.003,0.035,44.925,0.233,-0.535
'[12:49:09.506 25/01/1995]',0.015,0.003,0.035,44.925,0.233,-0.535
'[12:49:09.508 25/01/1995]',0.001,0.003,0.003,44.925,0.233,-0.535
'[12:49:09.510 25/01/1995]',0.015,0.003,0.003,44.925,0.233,-0.535
'[12:49:09.512 25/01/1995]',0.015,0.003,0.003,44.472,0.343,-0.539
'[12:49:09.514 25/01/1995]',0.015,0.003,0.003,44.472,0.343,-0.539
'[12:49:09.516 25/01/1995]',0.001,0.003,0.003,44.472,0.343,-0.539
'[12:49:09.518 25/01/1995]',-0.013,0.003,0.003,44.472,0.343,-0.539
'[12:49:09.520 25/01/1995]',-0.013,0.003,0.003,43.769,0.448,-0.545
'[12:49:09.522 25/01/1995]',-0.028,-0.033,0.003,43.769,0.448,-0.545
'[12:49:09.524 25/01/1995]',-0.043,-0.033,-0.030,43.769,0.448,-0.545
'[12:49:09.526 25/01/1995]',-0.057,-0.033,-0.030,43.769,0.448,-0.545
'[12:49:09.528 25/01/1995]',-0.057,-0.033,-0.030,42.864,0.538,-0.550
'[12:49:09.530 25/01/1995]',-0.072,-0.068,-0.030,42.864,0.538,-0.550
'[12:49:09.532 25/01/1995]',-0.072,-0.068,-0.030,42.864,0.538,-0.550
'[12:49:09.534 25/01/1995]',-0.072,-0.068,-0.030,42.864,0.538,-0.550
'[12:49:09.536 25/01/1995]',-0.057,-0.068,-0.030,41.884,0.615,-0.556
'[12:49:09.538 25/01/1995]',-0.057,-0.033,-0.064,41.884,0.615,-0.556
'[12:49:09.540 25/01/1995]',-0.057,-0.033,-0.064,41.884,0.615,-0.556
'[12:49:09.542 25/01/1995]',-0.057,-0.033,-0.064,41.884,0.615,-0.556
'[12:49:09.544 25/01/1995]',-0.057,-0.033,-0.064,40.754,0.676,-0.563
'[12:49:09.546 25/01/1995]',-0.043,-0.033,-0.064,40.754,0.676,-0.563
'[12:49:09.548 25/01/1995]',-0.057,-0.033,-0.064,40.754,0.676,-0.563
'[12:49:09.550 25/01/1995]',-0.057,-0.033,-0.064,40.754,0.676,-0.563
'[12:49:09.552 25/01/1995]',-0.057,-0.033,-0.030,39.447,0.723,-0.570
'[12:49:09.554 25/01/1995]',-0.057,-0.033,-0.030,39.447,0.723,-0.570
'[12:49:09.556 25/01/1995]',-0.043,-0.033,-0.064,39.447,0.723,-0.570
'[12:49:09.558 25/01/1995]',-0.028,-0.033,-0.030,39.447,0.723,-0.570
'[12:49:09.560 25/01/1995]',-0.028,-0.033,-0.030,37.940,0.753,-0.576
'[12:49:09.562 25/01/1995]',-0.043,-0.033,-0.030,37.940,0.753,-0.576
'[12:49:09.564 25/01/1995]',-0.028,-0.033,-0.030,37.940,0.753,-0.576
'[12:49:09.566 25/01/1995]',-0.028,-0.033,-0.030,37.940,0.753,-0.576
'[12:49:09.568 25/01/1995]',-0.028,-0.033,-0.030,36.106,0.765,-0.583
'[12:49:09.570 25/01/1995]',-0.028,-0.033,-0.030,36.106,0.765,-0.583
'[12:49:09.572 25/01/1995]',-0.028,-0.033,-0.030,36.106,0.765,-0.583
'[12:49:09.574 25/01/1995]',-0.028,-0.033,-0.030,36.106,0.765,-0.583
'[12:49:09.576 25/01/1995]',-0.043,-0.033,-0.030,34.171,0.767,-0.589
'[12:49:09.578 25/01/1995]',-0.043,-0.033,-0.030,34.171,0.767,-0.589
'[12:49:09.580 25/01/1995]',-0.028,-0.033,-0.030,34.171,0.767,-0.589
'[12:49:09.582 25/01/1995]',-0.028,-0.033,-0.030,34.171,0.767,-0.589
'[12:49:09.584 25/01/1995]',-0.028,0.003,-0.030,32.462,0.755,-0.594
'[12:49:09.586 25/01/1995]',-0.028,-0.033,-0.030,32.462,0.755,-0.594
'[12:49:09.588 25/01/1995]',-0.028,-0.033,-0.030,32.462,0.755,-0.594
'[12:49:09.590 25/01/1995]',-0.028,0.003,-0.030,32.462,0.755,-0.594
'[12:49:09.592 25/01/1995]',-0.013,0.003,-0.030,30.854,0.732,-0.599
'[12:49:09.594 25/01/1995]',-0.013,0.003,-0.030,30.854,0.732,-0.599
'[12:49:09.596 25/01/1995]',0.001,0.003,-0.030,30.854,0.732,-0.599
'[12:49:09.598 25/01/1995]',0.001,0.003,0.003,30.854,0.732,-0.599
'[12:49:09.600 25/01/1995]',0.001,0.003,0.003,29.221,0.699,-0.603
'[12:49:09.602 25/01/1995]',0.001,0.003,0.003,29.221,0.699,-0.603
'[12:49:09.604 25/01/1995]',0.001,0.003,0.003,29.221,0.699,-0.603
'[12:49:09.606 25/01/1995]',-0.013,0.003,0.003,29.221,0.699,-0.603
'[12:49:09.608 25/01/1995]',-0.028,0.003,0.003,27.337,0.656,-0.606
'[12:49:09.610 25/01/1995]',-0.028,-0.033,0.003,27.337,0.656,-0.606
'[12:49:09.612 25/01/1995]',-0.028,-0.033,0.003,27.337,0.656,-0.606
'[12:49:09.614 25/01/1995]',-0.028,-0.033,0.003,27.337,0.656,-0.606
'[12:49:09.616 25/01/1995]',-0.028,-0.033,0.003,25.553,0.606,-0.607
'[12:49:09.618 25/01/1995]',-0.028,-0.033,0.003,25.553,0.606,-0.607
'[12:49:09.620 25/01/1995]',-0.028,-0.033,0.003,25.553,0.606,-0.607
'[12:49:09.622 25/01/1995]',-0.028,-0.033,0.003,25.553,0.606,-0.607
'[12:49:09.624 25/01/1995]',-0.013,0.003,0.035,24.322,0.546,-0.607
'[12:49:09.626 25/01/1995]',-0.013,0.003,0.035,24.322,0.546,-0.607
'[12:49:09.628 25/01/1995]',0.001,0.003,0.035,24.322,0.546,-0.607
'[12:49:09.630 25/01/1995]',0.001,0.003,0.035,24.322,0.546,-0.607
'[12:49:09.632 25/01/1995]',0.015,0.003,0.068,23.794,0.479,-0.606
'[12:49:09.634 25/01/1995]',0.015,0.003,0.068,23.794,0.479,-0.606
'[12:49:09.636 25/01/1995]',0.015,0.003,0.068,23.794,0.479,-0.606
'[12:49:09.638 25/01/1995]',0.001,0.003,0.068,23.794,0.479,-0.606
'[12:49:09.640 25/01/1995]',0.015,0.003,0.068,23.794,0.408,-0.604
'[12:49:09.642 25/01/1995]',0.001,0.003,0.035,23.794,0.408,-0.604
'[12:49:09.644 25/01/1995]',0.001,0.003,0.035,23.794,0.408,-0.604
'[12:49:09.646 25/01/1995]',0.001,0.003,0.035,23.794,0.408,-0.604
'[12:49:09.648 25/01/1995]',0.015,0.003,0.035,23.744,0.333,-0.600
'[12:49:09.650 25/01/1995]',0.015,0.003,0.035,23.744,0.333,-0.600
'[12:49:09.652 25/01/1995]',0.001,0.003,0.035,23.744,0.333,-0.600
'[12:49:09.654 25/01/1995]',0.001,0.003,0.003,23.744,0.333,-0.600
'[12:49:09.656 25/01/1995]',0.001,0.003,0.003,23.618,0.257,-0.595
'[12:49:09.658 25/01/1995]',0.001,0.003,0.003,23.618,0.257,-0.595
'[12:49:09.660 25/01/1995]',0.001,0.003,0.003,23.618,0.257,-0.595
'[12:49:09.662 25/01/1995]',0.001,0.003,0.003,23.618,0.257,-0.595
'[12:49:09.664 25/01/1995]',0.001,0.003,0.003,23.568,0.180,-0.589
'[12:49:09.666 25/01/1995]',-0.013,0.003,0.003,23.568,0.180,-0.589
'[12:49:09.668 25/01/1995]',-0.013,0.003,0.003,23.568,0.180,-0.589
'[12:49:09.670 25/01/1995]',-0.013,0.003,0.003,23.568,0.180,-0.589
'[12:49:09.672 25/01/1995]',-0.028,0.003,0.003,23.794,0.103,-0.582
'[12:49:09.674 25/01/1995]',-0.028,-0.033,0.003,23.794,0.103,-0.582
'[12:49:09.676 25/01/1995]',-0.028,-0.033,0.003,23.794,0.103,-0.582
'[12:49:09.678 25/01/1995]',-0.057,-0.033,0.003,23.794,0.103,-0.582
'[12:49:09.680 25/01/1995]',-0.057,-0.033,0.003,24.322,0.029,-0.574
'[12:49:09.682 25/01/1995]',-0.057,-0.033,0.003,24.322,0.029,-0.574
'[12:49:09.684 25/01/1995]',-0.057,-0.033,-0.030,24.322,0.029,-0.574
'[12:49:09.686 25/01/1995]',-0.057,-0.033,0.003,24.322,0.029,-0.574
'[12:49:09.688 25/01/1995]',-0.057,-0.068,0.003,24.975,-0.043,-0.565
'[12:49:09.690 25/01/1995]',-0.057,-0.068,0.003,24.975,-0.043,-0.565
'[12:49:09.692 25/01/1995]',-0.057,-0.033,0.003,24.975,-0.043,-0.565
'[12:49:09.694 25/01/1995]',-0.057,-0.033,-0.030,24.975,-0.043,-0.565
'[12:49:09.696 25/01/1995]',-0.057,-0.068,-0.030,25.452,-0.111,-0.556
'[12:49:09.698 25/01/1995]',-0.057,-0.068,-0.030,25.452,-0.111,-0.556
'[12:49:09.700 25/01/1995]',-0.057,-0.068,-0.030,25.452,-0.111,-0.556
'[12:49:09.702 25/01/1995]',-0.057,-0.033,-0.030,25.452,-0.111,-0.556
'[12:49:09.704 25/01/1995]',-0.072,-0.068,-0.030,25.729,-0.176,-0.546
'[12:49:09.706 25/01/1995]',-0.072,-0.068,-0.030,25.729,-0.176,-0.546
'[12:49:09.708 25/01/1995]',-0.072,-0.068,-0.030,25.729,-0.176,-0.546
'[12:49:09.710 25/01/1995]',-0.087,-0.068,-0.030,25.729,-0.176,-0.546
'[12:49:09.712 25/01/1995]',-0.072,-0.068,0.003,26.030,-0.238,-0.537
'[12:49:09.714 25/01/1995]',-0.087,-0.068,-0.030,26.030,-0.238,-0.537
'[12:49:09.716 25/01/1995]',-0.087,-0.068,-0.030,26.030,-0.238,-0.537
'[12:49:09.718 25/01/1995]',-0.072,-0.068,0.003,26.030,-0.238,-0.537
'[12:49:09.720 25/01/1995]',-0.072,-0.068,0.003,26.382,-0.296,-0.527
'[12:49:09.722 25/01/1995]',-0.072,-0.068,0.003,26.382,-0.296,-0.527
