'Time and date','II','V','ABP','PAP','UAP','PLETH','RESP'
'[09:06:06.748 05/12/1995]',0.372,0.024,42.001,31.450,84.800,-0.490,-0.188
'[09:06:06.750 05/12/1995]',0.372,0.012,42.001,31.450,84.800,-0.490,-0.188
'[09:06:06.752 05/12/1995]',0.372,0.006,41.776,31.875,84.900,-0.495,-0.203
'[09:06:06.754 05/12/1995]',0.351,0.012,41.776,31.875,84.900,-0.495,-0.203
'[09:06:06.756 05/12/1995]',0.331,0.012,41.776,31.875,84.900,-0.495,-0.203
'[09:06:06.758 05/12/1995]',0.290,0.012,41.776,31.875,84.900,-0.495,-0.203
'[09:06:06.760 05/12/1995]',0.290,0.012,41.701,33.025,84.950,-0.498,-0.218
'[09:06:06.762 05/12/1995]',0.299,0.006,41.701,33.025,84.950,-0.498,-0.218
'[09:06:06.764 05/12/1995]',0.299,-0.005,41.701,33.025,84.950,-0.498,-0.218
'[09:06:06.766 05/12/1995]',0.310,-0.005,41.701,33.025,84.950,-0.498,-0.218
'[09:06:06.768 05/12/1995]',0.290,-0.011,41.551,34.500,84.950,-0.502,-0.233
'[09:06:06.770 05/12/1995]',0.259,-0.011,41.551,34.500,84.950,-0.502,-0.233
'[09:06:06.772 05/12/1995]',0.228,-0.011,41.551,34.500,84.950,-0.502,-0.233
'[09:06:06.774 05/12/1995]',0.186,-0.011,41.551,34.500,84.950,-0.502,-0.233
'[09:06:06.776 05/12/1995]',0.155,-0.005,41.476,35.850,84.950,-0.505,-0.248
'[09:06:06.778 05/12/1995]',0.125,-0.005,41.476,35.850,84.950,-0.505,-0.248
'[09:06:06.780 05/12/1995]',0.083,-0.005,41.476,35.850,84.950,-0.505,-0.248
'[09:06:06.782 05/12/1995]',0.042,-0.005,41.476,35.850,84.950,-0.505,-0.248
'[09:06:06.784 05/12/1995]',0.021,0.001,41.251,36.600,84.950,-0.509,-0.263
'[09:06:06.786 05/12/1995]',0.001,0.001,41.251,36.600,84.950,-0.509,-0.263
'[09:06:06.788 05/12/1995]',-0.040,0.006,41.251,36.600,84.950,-0.509,-0.263
'[09:06:06.790 05/12/1995]',-0.061,0.006,41.251,36.600,84.950,-0.509,-0.263
'[09:06:06.792 05/12/1995]',-0.082,0.012,41.176,36.900,84.950,-0.511,-0.278
'[09:06:06.794 05/12/1995]',-0.102,0.006,41.176,36.900,84.950,-0.511,-0.278
'[09:06:06.796 05/12/1995]',-0.113,0.006,41.176,36.900,84.950,-0.511,-0.278
'[09:06:06.798 05/12/1995]',-0.113,0.001,41.176,36.900,84.950,-0.511,-0.278
'[09:06:06.800 05/12/1995]',-0.113,-0.005,41.026,37.200,84.800,-0.513,-0.293
'[09:06:06.802 05/12/1995]',-0.113,-0.005,41.026,37.200,84.800,-0.513,-0.293
'[09:06:06.804 05/12/1995]',-0.134,-0.011,41.026,37.200,84.800,-0.513,-0.293
'[09:06:06.806 05/12/1995]',-0.154,-0.005,41.026,37.200,84.800,-0.513,-0.293
'[09:06:06.808 05/12/1995]',-0.154,0.001,40.876,37.900,84.700,-0.516,-0.309
'[09:06:06.810 05/12/1995]',-0.154,-0.005,40.876,37.900,84.700,-0.516,-0.309
'[09:06:06.812 05/12/1995]',-0.134,-0.005,40.876,37.900,84.700,-0.516,-0.309
'[09:06:06.814 05/12/1995]',-0.123,-0.011,40.876,37.900,84.700,-0.516,-0.309
'[09:06:06.816 05/12/1995]',-0.113,-0.011,40.651,39.075,84.450,-0.517,-0.324
'[09:06:06.818 05/12/1995]',-0.113,-0.011,40.651,39.075,84.450,-0.517,-0.324
'[09:06:06.820 05/12/1995]',-0.123,-0.005,40.651,39.075,84.450,-0.517,-0.324
'[09:06:06.822 05/12/1995]',-0.134,-0.005,40.651,39.075,84.450,-0.517,-0.324
'[09:06:06.824 05/12/1995]',-0.144,0.001,40.426,40.650,84.300,-0.519,-0.339
'[09:06:06.826 05/12/1995]',-0.154,-0.005,40.426,40.650,84.300,-0.519,-0.339
'[09:06:06.828 05/12/1995]',-0.154,-0.011,40.426,40.650,84.300,-0.519,-0.339
'[09:06:06.830 05/12/1995]',-0.134,-0.011,40.426,40.650,84.300,-0.519,-0.339
'[09:06:06.832 05/12/1995]',-0.123,-0.023,40.126,42.575,84.050,-0.519,-0.353
'[09:06:06.834 05/12/1995]',-0.102,-0.023,40.126,42.575,84.050,-0.519,-0.353
'[09:06:06.836 05/12/1995]',-0.113,-0.023,40.126,42.575,84.050,-0.519,-0.353
'[09:06:06.838 05/12/1995]',-0.134,-0.011,40.126,42.575,84.050,-0.519,-0.353
'[09:06:06.840 05/12/1995]',-0.144,0.001,39.976,44.450,83.800,-0.520,-0.368
'[09:06:06.842 05/12/1995]',-0.154,0.001,39.976,44.450,83.800,-0.520,-0.368
'[09:06:06.844 05/12/1995]',-0.154,0.006,39.976,44.450,83.800,-0.520,-0.368
'[09:06:06.846 05/12/1995]',-0.134,0.001,39.976,44.450,83.800,-0.520,-0.368
'[09:06:06.848 05/12/1995]',-0.123,-0.011,39.901,46.150,83.650,-0.519,-0.382
'[09:06:06.850 05/12/1995]',-0.113,-0.011,39.901,46.150,83.650,-0.519,-0.382
'[09:06:06.852 05/12/1995]',-0.102,-0.011,39.901,46.150,83.650,-0.519,-0.382
'[09:06:06.854 05/12/1995]',-0.102,-0.011,39.901,46.150,83.650,-0.519,-0.382
'[09:06:06.856 05/12/1995]',-0.123,-0.011,39.826,47.625,83.400,-0.518,-0.395
'[09:06:06.858 05/12/1995]',-0.134,-0.011,39.826,47.625,83.400,-0.518,-0.395
'[09:06:06.860 05/12/1995]',-0.134,-0.011,39.826,47.625,83.400,-0.518,-0.395
'[09:06:06.862 05/12/1995]',-0.123,-0.011,39.826,47.625,83.400,-0.518,-0.395
'[09:06:06.864 05/12/1995]',-0.102,-0.023,39.826,48.800,83.250,-0.517,-0.407
'[09:06:06.866 05/12/1995]',-0.082,-0.023,39.826,48.800,83.250,-0.517,-0.407
'[09:06:06.868 05/12/1995]',-0.082,-0.023,39.826,48.800,83.250,-0.517,-0.407
'[09:06:06.870 05/12/1995]',-0.113,-0.023,39.826,48.800,83.250,-0.517,-0.407
'[09:06:06.872 05/12/1995]',-0.113,-0.023,39.976,49.675,83.000,-0.516,-0.418
'[09:06:06.874 05/12/1995]',-0.134,-0.011,39.976,49.675,83.000,-0.516,-0.418
'[09:06:06.876 05/12/1995]',-0.123,-0.023,39.976,49.675,83.000,-0.516,-0.418
'[09:06:06.878 05/12/1995]',-0.102,-0.023,39.976,49.675,83.000,-0.516,-0.418
'[09:06:06.880 05/12/1995]',-0.102,-0.023,40.651,50.325,82.700,-0.513,-0.429
'[09:06:06.882 05/12/1995]',-0.082,-0.029,40.651,50.325,82.700,-0.513,-0.429
'[09:06:06.884 05/12/1995]',-0.082,-0.029,40.651,50.325,82.700,-0.513,-0.429
'[09:06:06.886 05/12/1995]',-0.082,-0.035,40.651,50.325,82.700,-0.513,-0.429
'[09:06:06.888 05/12/1995]',-0.092,-0.023,42.526,50.975,82.050,-0.511,-0.438
'[09:06:06.890 05/12/1995]',-0.113,-0.023,42.526,50.975,82.050,-0.511,-0.438
'[09:06:06.892 05/12/1995]',-0.113,-0.011,42.526,50.975,82.050,-0.511,-0.438
'[09:06:06.894 05/12/1995]',-0.102,-0.023,42.526,50.975,82.050,-0.511,-0.438
'[09:06:06.896 05/12/1995]',-0.092,-0.029,45.751,51.725,80.850,-0.506,-0.446
'[09:06:06.898 05/12/1995]',-0.082,-0.029,45.751,51.725,80.850,-0.506,-0.446
'[09:06:06.900 05/12/1995]',-0.082,-0.029,45.751,51.725,80.850,-0.506,-0.446
'[09:06:06.902 05/12/1995]',-0.082,-0.029,45.751,51.725,80.850,-0.506,-0.446
'[09:06:06.904 05/12/1995]',-0.082,-0.023,50.401,52.425,79.100,-0.499,-0.452
'[09:06:06.906 05/12/1995]',-0.102,-0.023,50.401,52.425,79.100,-0.499,-0.452
'[09:06:06.908 05/12/1995]',-0.113,-0.011,50.401,52.425,79.100,-0.499,-0.452
'[09:06:06.910 05/12/1995]',-0.113,-0.023,50.401,52.425,79.100,-0.499,-0.452
'[09:06:06.912 05/12/1995]',-0.102,-0.023,56.026,52.375,76.800,-0.491,-0.457
'[09:06:06.914 05/12/1995]',-0.082,-0.029,56.026,52.375,76.800,-0.491,-0.457
'[09:06:06.916 05/12/1995]',-0.071,-0.029,56.026,52.375,76.800,-0.491,-0.457
'[09:06:06.918 05/12/1995]',-0.071,-0.029,56.026,52.375,76.800,-0.491,-0.457
'[09:06:06.920 05/12/1995]',-0.071,-0.029,62.102,50.725,74.500,-0.480,-0.461
'[09:06:06.922 05/12/1995]',-0.082,-0.023,62.102,50.725,74.500,-0.480,-0.461
'[09:06:06.924 05/12/1995]',-0.082,-0.023,62.102,50.725,74.500,-0.480,-0.461
'[09:06:06.926 05/12/1995]',-0.082,-0.029,62.102,50.725,74.500,-0.480,-0.461
'[09:06:06.928 05/12/1995]',-0.082,-0.029,68.102,47.800,72.500,-0.465,-0.465
'[09:06:06.930 05/12/1995]',-0.061,-0.035,68.102,47.800,72.500,-0.465,-0.465
'[09:06:06.932 05/12/1995]',-0.051,-0.035,68.102,47.800,72.500,-0.465,-0.465
'[09:06:06.934 05/12/1995]',-0.051,-0.047,68.102,47.800,72.500,-0.465,-0.465
'[09:06:06.936 05/12/1995]',-0.040,-0.035,73.802,45.225,71.100,-0.444,-0.467
'[09:06:06.938 05/12/1995]',-0.061,-0.047,73.802,45.225,71.100,-0.444,-0.467
'[09:06:06.940 05/12/1995]',-0.071,-0.035,73.802,45.225,71.100,-0.444,-0.467
'[09:06:06.942 05/12/1995]',-0.082,-0.035,73.802,45.225,71.100,-0.444,-0.467
'[09:06:06.944 05/12/1995]',-0.082,-0.035,79.127,44.800,70.250,-0.418,-0.469
'[09:06:06.946 05/12/1995]',-0.061,-0.047,79.127,44.800,70.250,-0.418,-0.469
'[09:06:06.948 05/12/1995]',-0.040,-0.047,79.127,44.800,70.250,-0.418,-0.469
'[09:06:06.950 05/12/1995]',-0.040,-0.064,79.127,44.800,70.250,-0.418,-0.469
'[09:06:06.952 05/12/1995]',-0.040,-0.064,84.077,46.800,69.650,-0.387,-0.470
'[09:06:06.954 05/12/1995]',-0.051,-0.053,84.077,46.800,69.650,-0.387,-0.470
'[09:06:06.956 05/12/1995]',-0.061,-0.047,84.077,46.800,69.650,-0.387,-0.470
'[09:06:06.958 05/12/1995]',-0.071,-0.047,84.077,46.800,69.650,-0.387,-0.470
'[09:06:06.960 05/12/1995]',-0.071,-0.047,88.727,50.325,69.100,-0.346,-0.471
'[09:06:06.962 05/12/1995]',-0.061,-0.053,88.727,50.325,69.100,-0.346,-0.471
'[09:06:06.964 05/12/1995]',-0.051,-0.064,88.727,50.325,69.100,-0.346,-0.471
'[09:06:06.966 05/12/1995]',-0.030,-0.064,88.727,50.325,69.100,-0.346,-0.471
'[09:06:06.968 05/12/1995]',-0.030,-0.064,92.927,54.425,68.600,-0.299,-0.472
'[09:06:06.970 05/12/1995]',-0.040,-0.064,92.927,54.425,68.600,-0.299,-0.472
'[09:06:06.972 05/12/1995]',-0.040,-0.053,92.927,54.425,68.600,-0.299,-0.472
'[09:06:06.974 05/12/1995]',-0.051,-0.053,92.927,54.425,68.600,-0.299,-0.472
'[09:06:06.976 05/12/1995]',-0.061,-0.053,96.527,58.350,67.950,-0.245,-0.473
'[09:06:06.978 05/12/1995]',-0.061,-0.053,96.527,58.350,67.950,-0.245,-0.473
'[09:06:06.980 05/12/1995]',-0.040,-0.053,96.527,58.350,67.950,-0.245,-0.473
'[09:06:06.982 05/12/1995]',-0.030,-0.064,96.527,58.350,67.950,-0.245,-0.473
'[09:06:06.984 05/12/1995]',-0.020,-0.070,99.377,61.325,67.250,-0.186,-0.474
'[09:06:06.986 05/12/1995]',-0.020,-0.064,99.377,61.325,67.250,-0.186,-0.474
'[09:06:06.988 05/12/1995]',-0.040,-0.064,99.377,61.325,67.250,-0.186,-0.474
'[09:06:06.990 05/12/1995]',-0.051,-0.047,99.377,61.325,67.250,-0.186,-0.474
'[09:06:06.992 05/12/1995]',-0.061,-0.047,101.403,62.575,66.500,-0.120,-0.475
'[09:06:06.994 05/12/1995]',-0.061,-0.047,101.403,62.575,66.500,-0.120,-0.475
'[09:06:06.996 05/12/1995]',-0.040,-0.053,101.403,62.575,66.500,-0.120,-0.475
'[09:06:06.998 05/12/1995]',-0.030,-0.064,101.403,62.575,66.500,-0.120,-0.475
'[09:06:07.000 05/12/1995]',-0.020,-0.053,102.753,61.750,65.700,-0.052,-0.476
'[09:06:07.002 05/12/1995]',-0.020,-0.053,102.753,61.750,65.700,-0.052,-0.476
'[09:06:07.004 05/12/1995]',-0.030,-0.047,102.753,61.750,65.700,-0.052,-0.476
'[09:06:07.006 05/12/1995]',-0.040,-0.035,102.753,61.750,65.700,-0.052,-0.476
'[09:06:07.008 05/12/1995]',-0.040,-0.035,103.503,59.225,65.050,0.020,-0.478
'[09:06:07.010 05/12/1995]',-0.040,-0.029,103.503,59.225,65.050,0.020,-0.478
'[09:06:07.012 05/12/1995]',-0.030,-0.035,103.503,59.225,65.050,0.020,-0.478
'[09:06:07.014 05/12/1995]',-0.020,-0.047,103.503,59.225,65.050,0.020,-0.478
'[09:06:07.016 05/12/1995]',0.001,-0.053,103.878,56.050,64.450,0.091,-0.481
'[09:06:07.018 05/12/1995]',0.001,-0.047,103.878,56.050,64.450,0.091,-0.481
'[09:06:07.020 05/12/1995]',-0.009,-0.047,103.878,56.050,64.450,0.091,-0.481
'[09:06:07.022 05/12/1995]',-0.020,-0.035,103.878,56.050,64.450,0.091,-0.481
'[09:06:07.024 05/12/1995]',-0.040,-0.029,103.878,53.025,63.900,0.161,-0.484
'[09:06:07.026 05/12/1995]',-0.040,-0.029,103.878,53.025,63.900,0.161,-0.484
'[09:06:07.028 05/12/1995]',-0.030,-0.029,103.878,53.025,63.900,0.161,-0.484
'[09:06:07.030 05/12/1995]',-0.009,-0.029,103.878,53.025,63.900,0.161,-0.484
'[09:06:07.032 05/12/1995]',0.001,-0.029,103.578,50.675,63.550,0.228,-0.488
'[09:06:07.034 05/12/1995]',0.001,-0.035,103.578,50.675,63.550,0.228,-0.488
'[09:06:07.036 05/12/1995]',0.001,-0.029,103.578,50.675,63.550,0.228,-0.488
'[09:06:07.038 05/12/1995]',-0.009,-0.023,103.578,50.675,63.550,0.228,-0.488
'[09:06:07.040 05/12/1995]',-0.040,-0.011,103.053,49.025,63.300,0.289,-0.493
'[09:06:07.042 05/12/1995]',-0.040,-0.005,103.053,49.025,63.300,0.289,-0.493
'[09:06:07.044 05/12/1995]',-0.040,-0.011,103.053,49.025,63.300,0.289,-0.493
'[09:06:07.046 05/12/1995]',-0.020,-0.011,103.053,49.025,63.300,0.289,-0.493
'[09:06:07.048 05/12/1995]',0.001,-0.011,102.303,47.750,63.250,0.345,-0.499
'[09:06:07.050 05/12/1995]',0.001,-0.023,102.303,47.750,63.250,0.345,-0.499
'[09:06:07.052 05/12/1995]',0.001,-0.023,102.303,47.750,63.250,0.345,-0.499
'[09:06:07.054 05/12/1995]',0.001,-0.011,102.303,47.750,63.250,0.345,-0.499
'[09:06:07.056 05/12/1995]',-0.020,-0.005,101.253,46.625,63.300,0.394,-0.507
'[09:06:07.058 05/12/1995]',-0.040,0.001,101.253,46.625,63.300,0.394,-0.507
'[09:06:07.060 05/12/1995]',-0.040,0.001,101.253,46.625,63.300,0.394,-0.507
'[09:06:07.062 05/12/1995]',-0.020,0.006,101.253,46.625,63.300,0.394,-0.507
'[09:06:07.064 05/12/1995]',-0.020,-0.005,100.053,45.700,63.450,0.434,-0.516
'[09:06:07.066 05/12/1995]',-0.009,-0.005,100.053,45.700,63.450,0.434,-0.516
'[09:06:07.068 05/12/1995]',0.001,-0.005,100.053,45.700,63.450,0.434,-0.516
'[09:06:07.070 05/12/1995]',-0.009,-0.005,100.053,45.700,63.450,0.434,-0.516
'[09:06:07.072 05/12/1995]',-0.030,0.001,98.627,45.225,63.600,0.467,-0.526
'[09:06:07.074 05/12/1995]',-0.040,0.006,98.627,45.225,63.600,0.467,-0.526
'[09:06:07.076 05/12/1995]',-0.040,0.006,98.627,45.225,63.600,0.467,-0.526
'[09:06:07.078 05/12/1995]',-0.040,0.001,98.627,45.225,63.600,0.467,-0.526
'[09:06:07.080 05/12/1995]',-0.020,-0.005,96.977,45.750,63.850,0.492,-0.537
'[09:06:07.082 05/12/1995]',0.001,-0.011,96.977,45.750,63.850,0.492,-0.537
'[09:06:07.084 05/12/1995]',0.001,-0.023,96.977,45.750,63.850,0.492,-0.537
'[09:06:07.086 05/12/1995]',0.001,-0.011,96.977,45.750,63.850,0.492,-0.537
'[09:06:07.088 05/12/1995]',-0.020,-0.005,95.027,47.325,64.200,0.508,-0.548
'[09:06:07.090 05/12/1995]',-0.040,-0.005,95.027,47.325,64.200,0.508,-0.548
'[09:06:07.092 05/12/1995]',-0.040,-0.005,95.027,47.325,64.200,0.508,-0.548
'[09:06:07.094 05/12/1995]',-0.040,-0.005,95.027,47.325,64.200,0.508,-0.548
'[09:06:07.096 05/12/1995]',-0.020,-0.005,92.927,49.150,64.550,0.519,-0.560
'[09:06:07.098 05/12/1995]',-0.009,-0.005,92.927,49.150,64.550,0.519,-0.560
'[09:06:07.100 05/12/1995]',0.001,-0.005,92.927,49.150,64.550,0.519,-0.560
'[09:06:07.102 05/12/1995]',-0.009,-0.005,92.927,49.150,64.550,0.519,-0.560
'[09:06:07.104 05/12/1995]',-0.030,0.001,90.527,49.900,64.900,0.524,-0.573
'[09:06:07.106 05/12/1995]',-0.040,0.006,90.527,49.900,64.900,0.524,-0.573
'[09:06:07.108 05/12/1995]',-0.040,0.006,90.527,49.900,64.900,0.524,-0.573
'[09:06:07.110 05/12/1995]',-0.040,0.001,90.527,49.900,64.900,0.524,-0.573
'[09:06:07.112 05/12/1995]',-0.020,0.001,87.827,48.800,65.200,0.523,-0.586
'[09:06:07.114 05/12/1995]',-0.009,-0.011,87.827,48.800,65.200,0.523,-0.586
'[09:06:07.116 05/12/1995]',0.001,-0.011,87.827,48.800,65.200,0.523,-0.586
'[09:06:07.118 05/12/1995]',0.001,-0.011,87.827,48.800,65.200,0.523,-0.586
'[09:06:07.120 05/12/1995]',-0.020,-0.005,85.052,45.875,65.500,0.516,-0.599
'[09:06:07.122 05/12/1995]',-0.030,0.001,85.052,45.875,65.500,0.516,-0.599
'[09:06:07.124 05/12/1995]',-0.040,0.001,85.052,45.875,65.500,0.516,-0.599
'[09:06:07.126 05/12/1995]',-0.040,0.001,85.052,45.875,65.500,0.516,-0.599
'[09:06:07.128 05/12/1995]',-0.040,-0.005,82.127,41.950,65.650,0.506,-0.612
'[09:06:07.130 05/12/1995]',-0.020,-0.005,82.127,41.950,65.650,0.506,-0.612
'[09:06:07.132 05/12/1995]',-0.009,-0.011,82.127,41.950,65.650,0.506,-0.612
'[09:06:07.134 05/12/1995]',0.001,-0.005,82.127,41.950,65.650,0.506,-0.612
'[09:06:07.136 05/12/1995]',-0.009,-0.005,79.127,38.475,65.800,0.483,-0.625
'[09:06:07.138 05/12/1995]',-0.030,0.001,79.127,38.475,65.800,0.483,-0.625
'[09:06:07.140 05/12/1995]',-0.040,0.006,79.127,38.475,65.800,0.483,-0.625
'[09:06:07.142 05/12/1995]',-0.051,0.006,79.127,38.475,65.800,0.483,-0.625
'[09:06:07.144 05/12/1995]',-0.061,0.012,76.052,36.775,65.800,0.465,-0.637
'[09:06:07.146 05/12/1995]',-0.040,0.006,76.052,36.775,65.800,0.465,-0.637
'[09:06:07.148 05/12/1995]',-0.030,0.001,76.052,36.775,65.800,0.465,-0.637
'[09:06:07.150 05/12/1995]',-0.020,0.001,76.052,36.775,65.800,0.465,-0.637
'[09:06:07.152 05/12/1995]',-0.020,-0.005,73.052,37.550,65.900,0.445,-0.650
'[09:06:07.154 05/12/1995]',-0.040,0.001,73.052,37.550,65.900,0.445,-0.650
'[09:06:07.156 05/12/1995]',-0.040,0.001,73.052,37.550,65.900,0.445,-0.650
'[09:06:07.158 05/12/1995]',-0.051,0.006,73.052,37.550,65.900,0.445,-0.650
'[09:06:07.160 05/12/1995]',-0.040,0.001,70.202,40.700,66.150,0.421,-0.663
'[09:06:07.162 05/12/1995]',-0.040,-0.005,70.202,40.700,66.150,0.421,-0.663
'[09:06:07.164 05/12/1995]',-0.020,-0.005,70.202,40.700,66.150,0.421,-0.663
'[09:06:07.166 05/12/1995]',-0.009,-0.011,70.202,40.700,66.150,0.421,-0.663
'[09:06:07.168 05/12/1995]',0.001,-0.011,67.652,45.700,66.350,0.396,-0.676
'[09:06:07.170 05/12/1995]',-0.009,-0.011,67.652,45.700,66.350,0.396,-0.676
'[09:06:07.172 05/12/1995]',-0.020,-0.005,67.652,45.700,66.350,0.396,-0.676
'[09:06:07.174 05/12/1995]',-0.040,0.001,67.652,45.700,66.350,0.396,-0.676
'[09:06:07.176 05/12/1995]',-0.040,0.001,65.327,51.500,66.650,0.369,-0.689
'[09:06:07.178 05/12/1995]',-0.040,0.001,65.327,51.500,66.650,0.369,-0.689
'[09:06:07.180 05/12/1995]',-0.030,0.001,65.327,51.500,66.650,0.369,-0.689
'[09:06:07.182 05/12/1995]',-0.009,0.001,65.327,51.500,66.650,0.369,-0.689
'[09:06:07.184 05/12/1995]',-0.009,-0.005,63.377,56.875,66.950,0.340,-0.702
'[09:06:07.186 05/12/1995]',0.001,-0.005,63.377,56.875,66.950,0.340,-0.702
'[09:06:07.188 05/12/1995]',-0.020,-0.005,63.377,56.875,66.950,0.340,-0.702
'[09:06:07.190 05/12/1995]',-0.030,0.001,63.377,56.875,66.950,0.340,-0.702
'[09:06:07.192 05/12/1995]',-0.040,0.001,61.577,60.225,67.250,0.310,-0.714
'[09:06:07.194 05/12/1995]',-0.040,0.001,61.577,60.225,67.250,0.310,-0.714
'[09:06:07.196 05/12/1995]',-0.030,0.001,61.577,60.225,67.250,0.310,-0.714
'[09:06:07.198 05/12/1995]',-0.020,-0.005,61.577,60.225,67.250,0.310,-0.714
'[09:06:07.200 05/12/1995]',0.001,-0.005,60.002,60.225,67.550,0.279,-0.726
'[09:06:07.202 05/12/1995]',0.001,-0.005,60.002,60.225,67.550,0.279,-0.726
'[09:06:07.204 05/12/1995]',-0.020,0.001,60.002,60.225,67.550,0.279,-0.726
'[09:06:07.206 05/12/1995]',-0.040,0.001,60.002,60.225,67.550,0.279,-0.726
'[09:06:07.208 05/12/1995]',-0.040,0.006,58.501,56.600,67.850,0.247,-0.738
'[09:06:07.210 05/12/1995]',-0.051,0.006,58.501,56.600,67.850,0.247,-0.738
'[09:06:07.212 05/12/1995]',-0.040,0.006,58.501,56.600,67.850,0.247,-0.738
'[09:06:07.214 05/12/1995]',-0.020,0.001,58.501,56.600,67.850,0.247,-0.738
'[09:06:07.216 05/12/1995]',0.001,-0.005,57.226,50.325,68.100,0.216,-0.748
'[09:06:07.218 05/12/1995]',0.001,-0.005,57.226,50.325,68.100,0.216,-0.748
'[09:06:07.220 05/12/1995]',0.001,-0.005,57.226,50.325,68.100,0.216,-0.748
'[09:06:07.222 05/12/1995]',-0.030,0.006,57.226,50.325,68.100,0.216,-0.748
'[09:06:07.224 05/12/1995]',-0.040,0.006,56.026,43.000,68.350,0.184,-0.758
'[09:06:07.226 05/12/1995]',-0.040,0.006,56.026,43.000,68.350,0.184,-0.758
'[09:06:07.228 05/12/1995]',-0.020,0.001,56.026,43.000,68.350,0.184,-0.758
'[09:06:07.230 05/12/1995]',-0.009,-0.005,56.026,43.000,68.350,0.184,-0.758
'[09:06:07.232 05/12/1995]',0.001,-0.005,54.976,36.425,68.550,0.151,-0.768
'[09:06:07.234 05/12/1995]',0.001,-0.005,54.976,36.425,68.550,0.151,-0.768
'[09:06:07.236 05/12/1995]',0.001,-0.005,54.976,36.425,68.550,0.151,-0.768
'[09:06:07.238 05/12/1995]',0.001,0.001,54.976,36.425,68.550,0.151,-0.768
'[09:06:07.240 05/12/1995]',-0.009,0.001,54.076,31.925,68.700,0.120,-0.777
'[09:06:07.242 05/12/1995]',-0.030,0.001,54.076,31.925,68.700,0.120,-0.777
'[09:06:07.244 05/12/1995]',-0.020,0.001,54.076,31.925,68.700,0.120,-0.777
'[09:06:07.246 05/12/1995]',-0.009,-0.005,54.076,31.925,68.700,0.120,-0.777
'[09:06:07.248 05/12/1995]',-0.009,-0.011,53.251,30.175,68.900,0.088,-0.785
'[09:06:07.250 05/12/1995]',0.001,-0.011,53.251,30.175,68.900,0.088,-0.785
'[09:06:07.252 05/12/1995]',0.001,-0.011,53.251,30.175,68.900,0.088,-0.785
'[09:06:07.254 05/12/1995]',0.001,-0.005,53.251,30.175,68.900,0.088,-0.785
'[09:06:07.256 05/12/1995]',-0.009,0.001,52.576,30.800,69.000,0.057,-0.793
'[09:06:07.258 05/12/1995]',-0.040,0.006,52.576,30.800,69.000,0.057,-0.793
'[09:06:07.260 05/12/1995]',-0.040,0.012,52.576,30.800,69.000,0.057,-0.793
'[09:06:07.262 05/12/1995]',-0.030,0.006,52.576,30.800,69.000,0.057,-0.793
'[09:06:07.264 05/12/1995]',-0.020,0.001,51.901,33.025,69.100,0.028,-0.801
'[09:06:07.266 05/12/1995]',0.001,-0.005,51.901,33.025,69.100,0.028,-0.801
'[09:06:07.268 05/12/1995]',0.001,-0.005,51.901,33.025,69.100,0.028,-0.801
'[09:06:07.270 05/12/1995]',0.001,0.001,51.901,33.025,69.100,0.028,-0.801
'[09:06:07.272 05/12/1995]',-0.009,0.001,51.226,35.675,69.300,-0.003,-0.807
'[09:06:07.274 05/12/1995]',-0.020,0.006,51.226,35.675,69.300,-0.003,-0.807
'[09:06:07.276 05/12/1995]',-0.030,0.006,51.226,35.675,69.300,-0.003,-0.807
'[09:06:07.278 05/12/1995]',-0.020,0.006,51.226,35.675,69.300,-0.003,-0.807
'[09:06:07.280 05/12/1995]',0.001,0.001,50.701,37.850,69.450,-0.030,-0.814
'[09:06:07.282 05/12/1995]',0.001,-0.005,50.701,37.850,69.450,-0.030,-0.814
'[09:06:07.284 05/12/1995]',0.001,-0.005,50.701,37.850,69.450,-0.030,-0.814
'[09:06:07.286 05/12/1995]',0.001,-0.005,50.701,37.850,69.450,-0.030,-0.814
'[09:06:07.288 05/12/1995]',0.001,0.001,50.176,39.075,69.650,-0.059,-0.820
'[09:06:07.290 05/12/1995]',-0.020,0.001,50.176,39.075,69.650,-0.059,-0.820
'[09:06:07.292 05/12/1995]',-0.030,0.006,50.176,39.075,69.650,-0.059,-0.820
'[09:06:07.294 05/12/1995]',-0.020,0.001,50.176,39.075,69.650,-0.059,-0.820
'[09:06:07.296 05/12/1995]',-0.020,0.001,49.726,39.175,69.900,-0.084,-0.825
'[09:06:07.298 05/12/1995]',0.001,0.001,49.726,39.175,69.900,-0.084,-0.825
'[09:06:07.300 05/12/1995]',0.001,0.001,49.726,39.175,69.900,-0.084,-0.825
'[09:06:07.302 05/12/1995]',0.001,0.001,49.726,39.175,69.900,-0.084,-0.825
'[09:06:07.304 05/12/1995]',0.001,0.006,49.276,38.425,70.250,-0.110,-0.830
'[09:06:07.306 05/12/1995]',-0.020,0.006,49.276,38.425,70.250,-0.110,-0.830
'[09:06:07.308 05/12/1995]',-0.020,0.006,49.276,38.425,70.250,-0.110,-0.830
'[09:06:07.310 05/12/1995]',0.001,0.001,49.276,38.425,70.250,-0.110,-0.830
'[09:06:07.312 05/12/1995]',0.001,0.001,48.826,36.950,70.500,-0.136,-0.835
'[09:06:07.314 05/12/1995]',0.021,-0.005,48.826,36.950,70.500,-0.136,-0.835
'[09:06:07.316 05/12/1995]',0.042,-0.011,48.826,36.950,70.500,-0.136,-0.835
