'Time and date','II','aVF','V','ABP','PAP','CVP','PLETH'
'[14:49:05.324 29/04/1996]',0.039,0.052,0.001,113.300,22.075,13.875,0.585
'[14:49:05.326 29/04/1996]',0.039,0.052,0.001,113.300,22.075,13.875,0.585
'[14:49:05.328 29/04/1996]',0.039,0.052,0.001,109.000,22.375,14.637,0.511
'[14:49:05.330 29/04/1996]',0.054,0.052,0.001,109.000,22.375,14.637,0.511
'[14:49:05.332 29/04/1996]',0.062,0.069,0.017,109.000,22.375,14.637,0.511
'[14:49:05.334 29/04/1996]',0.062,0.069,0.001,109.000,22.375,14.637,0.511
'[14:49:05.336 29/04/1996]',0.070,0.069,0.017,105.700,23.075,15.338,0.459
'[14:49:05.338 29/04/1996]',0.070,0.069,0.033,105.700,23.075,15.338,0.459
'[14:49:05.340 29/04/1996]',0.070,0.085,0.033,105.700,23.075,15.338,0.459
'[14:49:05.342 29/04/1996]',0.070,0.085,0.033,105.700,23.075,15.338,0.459
'[14:49:05.344 29/04/1996]',0.070,0.085,0.049,103.650,24.250,15.988,0.376
'[14:49:05.346 29/04/1996]',0.078,0.085,0.049,103.650,24.250,15.988,0.376
'[14:49:05.348 29/04/1996]',0.078,0.069,0.033,103.650,24.250,15.988,0.376
'[14:49:05.350 29/04/1996]',0.078,0.069,0.033,103.650,24.250,15.988,0.376
'[14:49:05.352 29/04/1996]',0.078,0.085,0.033,102.550,25.600,16.512,0.313
'[14:49:05.354 29/04/1996]',0.085,0.085,0.033,102.550,25.600,16.512,0.313
'[14:49:05.356 29/04/1996]',0.101,0.085,0.049,102.550,25.600,16.512,0.313
'[14:49:05.358 29/04/1996]',0.101,0.085,0.049,102.550,25.600,16.512,0.313
'[14:49:05.360 29/04/1996]',0.108,0.102,0.049,101.850,27.000,16.975,0.251
'[14:49:05.362 29/04/1996]',0.108,0.102,0.049,101.850,27.000,16.975,0.251
'[14:49:05.364 29/04/1996]',0.108,0.102,0.065,101.850,27.000,16.975,0.251
'[14:49:05.366 29/04/1996]',0.116,0.102,0.065,101.850,27.000,16.975,0.251
'[14:49:05.368 29/04/1996]',0.108,0.119,0.065,101.150,28.250,17.325,0.188
'[14:49:05.370 29/04/1996]',0.124,0.119,0.081,101.150,28.250,17.325,0.188
'[14:49:05.372 29/04/1996]',0.131,0.136,0.081,101.150,28.250,17.325,0.188
'[14:49:05.374 29/04/1996]',0.131,0.136,0.081,101.150,28.250,17.325,0.188
'[14:49:05.376 29/04/1996]',0.131,0.136,0.081,100.350,29.050,17.500,0.136
'[14:49:05.378 29/04/1996]',0.124,0.119,0.065,100.350,29.050,17.500,0.136
'[14:49:05.380 29/04/1996]',0.108,0.102,0.049,100.350,29.050,17.500,0.136
'[14:49:05.382 29/04/1996]',0.078,0.085,0.049,100.350,29.050,17.500,0.136
'[14:49:05.384 29/04/1996]',0.062,0.069,0.033,99.400,29.350,17.562,0.104
'[14:49:05.386 29/04/1996]',0.031,0.052,0.017,99.400,29.350,17.562,0.104
'[14:49:05.388 29/04/1996]',0.024,0.052,0.017,99.400,29.350,17.562,0.104
'[14:49:05.390 29/04/1996]',0.016,0.035,0.017,99.400,29.350,17.562,0.104
'[14:49:05.392 29/04/1996]',0.001,0.018,0.001,98.450,29.125,17.562,0.136
'[14:49:05.394 29/04/1996]',-0.007,0.018,0.001,98.450,29.125,17.562,0.136
'[14:49:05.396 29/04/1996]',-0.022,0.002,0.001,98.450,29.125,17.562,0.136
'[14:49:05.398 29/04/1996]',-0.030,0.002,-0.015,98.450,29.125,17.562,0.136
'[14:49:05.400 29/04/1996]',-0.038,0.002,-0.015,97.700,28.300,17.450,0.104
'[14:49:05.402 29/04/1996]',-0.038,-0.015,-0.031,97.700,28.300,17.450,0.104
'[14:49:05.404 29/04/1996]',-0.053,-0.015,-0.031,97.700,28.300,17.450,0.104
'[14:49:05.406 29/04/1996]',-0.053,-0.015,-0.031,97.700,28.300,17.450,0.104
'[14:49:05.408 29/04/1996]',-0.053,-0.015,-0.031,97.050,27.175,17.212,0.073
'[14:49:05.410 29/04/1996]',-0.053,-0.032,-0.031,97.050,27.175,17.212,0.073
'[14:49:05.412 29/04/1996]',-0.061,-0.032,-0.047,97.050,27.175,17.212,0.073
'[14:49:05.414 29/04/1996]',-0.061,-0.032,-0.047,97.050,27.175,17.212,0.073
'[14:49:05.416 29/04/1996]',-0.053,-0.032,-0.047,96.500,25.950,16.925,0.042
'[14:49:05.418 29/04/1996]',-0.061,-0.032,-0.047,96.500,25.950,16.925,0.042
'[14:49:05.420 29/04/1996]',-0.053,-0.015,-0.047,96.500,25.950,16.925,0.042
'[14:49:05.422 29/04/1996]',-0.053,-0.032,-0.047,96.500,25.950,16.925,0.042
'[14:49:05.424 29/04/1996]',-0.053,-0.032,-0.047,95.850,24.850,16.562,0.021
'[14:49:05.426 29/04/1996]',-0.061,-0.032,-0.047,95.850,24.850,16.562,0.021
'[14:49:05.428 29/04/1996]',-0.061,-0.032,-0.047,95.850,24.850,16.562,0.021
'[14:49:05.430 29/04/1996]',-0.069,-0.032,-0.047,95.850,24.850,16.562,0.021
'[14:49:05.432 29/04/1996]',-0.076,-0.049,-0.047,95.250,23.775,16.163,-0.011
'[14:49:05.434 29/04/1996]',-0.069,-0.049,-0.047,95.250,23.775,16.163,-0.011
'[14:49:05.436 29/04/1996]',-0.069,-0.049,-0.047,95.250,23.775,16.163,-0.011
'[14:49:05.438 29/04/1996]',-0.069,-0.032,-0.031,95.250,23.775,16.163,-0.011
'[14:49:05.440 29/04/1996]',-0.069,-0.032,-0.047,94.650,22.900,15.800,-0.042
'[14:49:05.442 29/04/1996]',-0.069,-0.032,-0.047,94.650,22.900,15.800,-0.042
'[14:49:05.444 29/04/1996]',-0.069,-0.032,-0.047,94.650,22.900,15.800,-0.042
'[14:49:05.446 29/04/1996]',-0.076,-0.049,-0.047,94.650,22.900,15.800,-0.042
'[14:49:05.448 29/04/1996]',-0.076,-0.049,-0.047,94.100,22.200,15.400,-0.073
'[14:49:05.450 29/04/1996]',-0.076,-0.049,-0.047,94.100,22.200,15.400,-0.073
'[14:49:05.452 29/04/1996]',-0.069,-0.049,-0.031,94.100,22.200,15.400,-0.073
'[14:49:05.454 29/04/1996]',-0.069,-0.032,-0.031,94.100,22.200,15.400,-0.073
'[14:49:05.456 29/04/1996]',-0.069,-0.032,-0.031,93.550,21.675,15.050,-0.115
'[14:49:05.458 29/04/1996]',-0.069,-0.032,-0.031,93.550,21.675,15.050,-0.115
'[14:49:05.460 29/04/1996]',-0.069,-0.032,-0.031,93.550,21.675,15.050,-0.115
'[14:49:05.462 29/04/1996]',-0.069,-0.049,-0.031,93.550,21.675,15.050,-0.115
'[14:49:05.464 29/04/1996]',-0.069,-0.049,-0.031,93.100,21.375,14.750,-0.136
'[14:49:05.466 29/04/1996]',-0.069,-0.032,-0.031,93.100,21.375,14.750,-0.136
'[14:49:05.468 29/04/1996]',-0.069,-0.049,-0.031,93.100,21.375,14.750,-0.136
'[14:49:05.470 29/04/1996]',-0.069,-0.032,-0.031,93.100,21.375,14.750,-0.136
'[14:49:05.472 29/04/1996]',-0.069,-0.032,-0.031,92.550,21.325,14.512,-0.167
'[14:49:05.474 29/04/1996]',-0.061,-0.032,-0.031,92.550,21.325,14.512,-0.167
'[14:49:05.476 29/04/1996]',-0.069,-0.032,-0.031,92.550,21.325,14.512,-0.167
'[14:49:05.478 29/04/1996]',-0.069,-0.049,-0.031,92.550,21.325,14.512,-0.167
'[14:49:05.480 29/04/1996]',-0.069,-0.049,-0.031,92.050,21.450,14.400,-0.188
'[14:49:05.482 29/04/1996]',-0.069,-0.049,-0.047,92.050,21.450,14.400,-0.188
'[14:49:05.484 29/04/1996]',-0.061,-0.049,-0.047,92.050,21.450,14.400,-0.188
'[14:49:05.486 29/04/1996]',-0.053,-0.032,-0.031,92.050,21.450,14.400,-0.188
'[14:49:05.488 29/04/1996]',-0.069,-0.049,-0.047,91.500,21.800,14.400,-0.230
'[14:49:05.490 29/04/1996]',-0.084,-0.083,-0.047,91.500,21.800,14.400,-0.230
'[14:49:05.492 29/04/1996]',-0.107,-0.100,-0.063,91.500,21.800,14.400,-0.230
'[14:49:05.494 29/04/1996]',-0.115,-0.117,-0.063,91.500,21.800,14.400,-0.230
'[14:49:05.496 29/04/1996]',-0.107,-0.117,-0.063,90.850,22.250,14.463,-0.240
'[14:49:05.498 29/04/1996]',-0.100,-0.100,-0.047,90.850,22.250,14.463,-0.240
'[14:49:05.500 29/04/1996]',-0.061,-0.083,-0.015,90.850,22.250,14.463,-0.240
'[14:49:05.502 29/04/1996]',-0.022,-0.066,0.001,90.850,22.250,14.463,-0.240
'[14:49:05.504 29/04/1996]',0.024,-0.032,0.049,90.050,22.800,14.637,-0.251
'[14:49:05.506 29/04/1996]',0.078,0.002,0.081,90.050,22.800,14.637,-0.251
'[14:49:05.508 29/04/1996]',0.147,0.035,0.129,90.050,22.800,14.637,-0.251
'[14:49:05.510 29/04/1996]',0.185,0.069,0.161,90.050,22.800,14.637,-0.251
'[14:49:05.512 29/04/1996]',0.224,0.085,0.193,89.050,23.375,14.863,-0.261
'[14:49:05.514 29/04/1996]',0.224,0.085,0.193,89.050,23.375,14.863,-0.261
'[14:49:05.516 29/04/1996]',0.247,0.085,0.209,89.050,23.375,14.863,-0.261
'[14:49:05.518 29/04/1996]',0.262,0.102,0.225,89.050,23.375,14.863,-0.261
'[14:49:05.520 29/04/1996]',0.293,0.136,0.225,88.000,24.025,15.162,-0.282
'[14:49:05.522 29/04/1996]',0.301,0.170,0.225,88.000,24.025,15.162,-0.282
'[14:49:05.524 29/04/1996]',0.316,0.187,0.240,88.000,24.025,15.162,-0.282
'[14:49:05.526 29/04/1996]',0.324,0.221,0.240,88.000,24.025,15.162,-0.282
'[14:49:05.528 29/04/1996]',0.308,0.221,0.225,86.850,24.500,15.400,-0.272
'[14:49:05.530 29/04/1996]',0.293,0.238,0.209,86.850,24.500,15.400,-0.272
'[14:49:05.532 29/04/1996]',0.301,0.254,0.193,86.850,24.500,15.400,-0.272
'[14:49:05.534 29/04/1996]',0.301,0.288,0.193,86.850,24.500,15.400,-0.272
'[14:49:05.536 29/04/1996]',0.293,0.271,0.193,85.950,24.900,15.625,-0.282
'[14:49:05.538 29/04/1996]',0.293,0.288,0.193,85.950,24.900,15.625,-0.282
'[14:49:05.540 29/04/1996]',0.301,0.305,0.193,85.950,24.900,15.625,-0.282
'[14:49:05.542 29/04/1996]',0.316,0.305,0.209,85.950,24.900,15.625,-0.282
'[14:49:05.544 29/04/1996]',0.316,0.322,0.209,85.050,25.025,15.800,-0.272
'[14:49:05.546 29/04/1996]',0.308,0.288,0.193,85.050,25.025,15.800,-0.272
'[14:49:05.548 29/04/1996]',0.278,0.254,0.177,85.050,25.025,15.800,-0.272
'[14:49:05.550 29/04/1996]',0.247,0.221,0.145,85.050,25.025,15.800,-0.272
'[14:49:05.552 29/04/1996]',0.201,0.170,0.113,84.350,25.075,15.925,-0.292
'[14:49:05.554 29/04/1996]',0.147,0.119,0.081,84.350,25.075,15.925,-0.292
'[14:49:05.556 29/04/1996]',0.101,0.069,0.049,84.350,25.075,15.925,-0.292
'[14:49:05.558 29/04/1996]',0.062,0.035,0.033,84.350,25.075,15.925,-0.292
'[14:49:05.560 29/04/1996]',0.031,0.018,0.017,83.600,25.125,16.038,-0.292
'[14:49:05.562 29/04/1996]',0.016,0.002,0.017,83.600,25.125,16.038,-0.292
'[14:49:05.564 29/04/1996]',0.008,0.002,0.001,83.600,25.125,16.038,-0.292
'[14:49:05.566 29/04/1996]',-0.007,-0.015,0.001,83.600,25.125,16.038,-0.292
'[14:49:05.568 29/04/1996]',-0.022,-0.032,0.001,82.850,25.425,16.038,-0.292
'[14:49:05.570 29/04/1996]',-0.030,-0.032,0.001,82.850,25.425,16.038,-0.292
'[14:49:05.572 29/04/1996]',-0.038,-0.049,-0.015,82.850,25.425,16.038,-0.292
'[14:49:05.574 29/04/1996]',-0.053,-0.049,-0.015,82.850,25.425,16.038,-0.292
'[14:49:05.576 29/04/1996]',-0.053,-0.049,-0.031,82.050,26.075,16.038,-0.314
'[14:49:05.578 29/04/1996]',-0.061,-0.066,-0.031,82.050,26.075,16.038,-0.314
'[14:49:05.580 29/04/1996]',-0.061,-0.066,-0.031,82.050,26.075,16.038,-0.314
'[14:49:05.582 29/04/1996]',-0.069,-0.066,-0.031,82.050,26.075,16.038,-0.314
'[14:49:05.584 29/04/1996]',-0.076,-0.066,-0.031,81.350,26.950,15.988,-0.334
'[14:49:05.586 29/04/1996]',-0.069,-0.066,-0.031,81.350,26.950,15.988,-0.334
'[14:49:05.588 29/04/1996]',-0.069,-0.066,-0.031,81.350,26.950,15.988,-0.334
'[14:49:05.590 29/04/1996]',-0.069,-0.066,-0.031,81.350,26.950,15.988,-0.334
'[14:49:05.592 29/04/1996]',-0.069,-0.066,-0.031,80.700,27.825,15.925,-0.365
'[14:49:05.594 29/04/1996]',-0.076,-0.083,-0.047,80.700,27.825,15.925,-0.365
'[14:49:05.596 29/04/1996]',-0.084,-0.083,-0.031,80.700,27.825,15.925,-0.365
'[14:49:05.598 29/04/1996]',-0.100,-0.100,-0.031,80.700,27.825,15.925,-0.365
'[14:49:05.600 29/04/1996]',-0.100,-0.100,-0.031,80.150,28.525,15.800,-0.387
'[14:49:05.602 29/04/1996]',-0.100,-0.100,-0.047,80.150,28.525,15.800,-0.387
'[14:49:05.604 29/04/1996]',-0.107,-0.100,-0.047,80.150,28.525,15.800,-0.387
'[14:49:05.606 29/04/1996]',-0.107,-0.100,-0.047,80.150,28.525,15.800,-0.387
'[14:49:05.608 29/04/1996]',-0.107,-0.100,-0.047,79.600,28.875,15.688,-0.407
'[14:49:05.610 29/04/1996]',-0.107,-0.100,-0.047,79.600,28.875,15.688,-0.407
'[14:49:05.612 29/04/1996]',-0.107,-0.100,-0.047,79.600,28.875,15.688,-0.407
'[14:49:05.614 29/04/1996]',-0.107,-0.100,-0.047,79.600,28.875,15.688,-0.407
'[14:49:05.616 29/04/1996]',-0.100,-0.100,-0.047,79.300,28.700,15.625,-0.428
'[14:49:05.618 29/04/1996]',-0.100,-0.100,-0.047,79.300,28.700,15.625,-0.428
'[14:49:05.620 29/04/1996]',-0.100,-0.100,-0.047,79.300,28.700,15.625,-0.428
'[14:49:05.622 29/04/1996]',-0.107,-0.100,-0.047,79.300,28.700,15.625,-0.428
'[14:49:05.624 29/04/1996]',-0.107,-0.100,-0.047,79.250,28.175,15.512,-0.460
'[14:49:05.626 29/04/1996]',-0.107,-0.100,-0.047,79.250,28.175,15.512,-0.460
'[14:49:05.628 29/04/1996]',-0.115,-0.100,-0.047,79.250,28.175,15.512,-0.460
'[14:49:05.630 29/04/1996]',-0.107,-0.100,-0.047,79.250,28.175,15.512,-0.460
'[14:49:05.632 29/04/1996]',-0.115,-0.100,-0.047,79.500,27.600,15.338,-0.480
'[14:49:05.634 29/04/1996]',-0.107,-0.100,-0.047,79.500,27.600,15.338,-0.480
'[14:49:05.636 29/04/1996]',-0.107,-0.100,-0.047,79.500,27.600,15.338,-0.480
'[14:49:05.638 29/04/1996]',-0.100,-0.100,-0.047,79.500,27.600,15.338,-0.480
'[14:49:05.640 29/04/1996]',-0.084,-0.100,-0.047,80.250,27.475,15.100,-0.480
'[14:49:05.642 29/04/1996]',-0.100,-0.100,-0.047,80.250,27.475,15.100,-0.480
'[14:49:05.644 29/04/1996]',-0.084,-0.100,-0.047,80.250,27.475,15.100,-0.480
'[14:49:05.646 29/04/1996]',-0.100,-0.100,-0.047,80.250,27.475,15.100,-0.480
'[14:49:05.648 29/04/1996]',-0.084,-0.083,-0.047,82.200,28.175,14.750,-0.501
'[14:49:05.650 29/04/1996]',-0.084,-0.100,-0.047,82.200,28.175,14.750,-0.501
'[14:49:05.652 29/04/1996]',-0.084,-0.100,-0.047,82.200,28.175,14.750,-0.501
'[14:49:05.654 29/04/1996]',-0.076,-0.083,-0.047,82.200,28.175,14.750,-0.501
'[14:49:05.656 29/04/1996]',-0.084,-0.083,-0.047,86.700,29.950,14.338,-0.501
'[14:49:05.658 29/04/1996]',-0.076,-0.083,-0.047,86.700,29.950,14.338,-0.501
'[14:49:05.660 29/04/1996]',-0.076,-0.083,-0.047,86.700,29.950,14.338,-0.501
'[14:49:05.662 29/04/1996]',-0.084,-0.083,-0.047,86.700,29.950,14.338,-0.501
'[14:49:05.664 29/04/1996]',-0.084,-0.100,-0.047,94.800,32.450,13.812,-0.480
'[14:49:05.666 29/04/1996]',-0.084,-0.083,-0.047,94.800,32.450,13.812,-0.480
'[14:49:05.668 29/04/1996]',-0.084,-0.100,-0.063,94.800,32.450,13.812,-0.480
'[14:49:05.670 29/04/1996]',-0.084,-0.083,-0.047,94.800,32.450,13.812,-0.480
'[14:49:05.672 29/04/1996]',-0.076,-0.083,-0.047,106.250,35.375,13.287,-0.460
'[14:49:05.674 29/04/1996]',-0.084,-0.083,-0.047,106.250,35.375,13.287,-0.460
'[14:49:05.676 29/04/1996]',-0.076,-0.083,-0.047,106.250,35.375,13.287,-0.460
'[14:49:05.678 29/04/1996]',-0.084,-0.100,-0.047,106.250,35.375,13.287,-0.460
'[14:49:05.680 29/04/1996]',-0.084,-0.083,-0.047,119.050,38.250,12.700,-0.417
'[14:49:05.682 29/04/1996]',-0.076,-0.083,-0.063,119.050,38.250,12.700,-0.417
'[14:49:05.684 29/04/1996]',-0.084,-0.083,-0.063,119.050,38.250,12.700,-0.417
'[14:49:05.686 29/04/1996]',-0.084,-0.083,-0.063,119.050,38.250,12.700,-0.417
'[14:49:05.688 29/04/1996]',-0.076,-0.083,-0.047,130.450,40.825,12.113,-0.355
'[14:49:05.690 29/04/1996]',-0.076,-0.083,-0.047,130.450,40.825,12.113,-0.355
'[14:49:05.692 29/04/1996]',-0.069,-0.083,-0.047,130.450,40.825,12.113,-0.355
'[14:49:05.694 29/04/1996]',-0.069,-0.066,-0.047,130.450,40.825,12.113,-0.355
'[14:49:05.696 29/04/1996]',-0.069,-0.083,-0.047,138.900,42.950,11.588,-0.282
'[14:49:05.698 29/04/1996]',-0.069,-0.066,-0.047,138.900,42.950,11.588,-0.282
'[14:49:05.700 29/04/1996]',-0.069,-0.083,-0.047,138.900,42.950,11.588,-0.282
'[14:49:05.702 29/04/1996]',-0.069,-0.083,-0.047,138.900,42.950,11.588,-0.282
'[14:49:05.704 29/04/1996]',-0.053,-0.066,-0.047,144.650,44.475,11.062,-0.177
'[14:49:05.706 29/04/1996]',-0.053,-0.066,-0.047,144.650,44.475,11.062,-0.177
'[14:49:05.708 29/04/1996]',-0.053,-0.049,-0.031,144.650,44.475,11.062,-0.177
'[14:49:05.710 29/04/1996]',-0.053,-0.049,-0.031,144.650,44.475,11.062,-0.177
'[14:49:05.712 29/04/1996]',-0.053,-0.049,-0.031,149.100,45.000,10.650,-0.073
'[14:49:05.714 29/04/1996]',-0.038,-0.049,-0.031,149.100,45.000,10.650,-0.073
'[14:49:05.716 29/04/1996]',-0.053,-0.049,-0.031,149.100,45.000,10.650,-0.073
'[14:49:05.718 29/04/1996]',-0.038,-0.049,-0.031,149.100,45.000,10.650,-0.073
'[14:49:05.720 29/04/1996]',-0.038,-0.049,-0.031,153.150,44.650,10.300,0.042
'[14:49:05.722 29/04/1996]',-0.038,-0.032,-0.031,153.150,44.650,10.300,0.042
'[14:49:05.724 29/04/1996]',-0.030,-0.032,-0.031,153.150,44.650,10.300,0.042
'[14:49:05.726 29/04/1996]',-0.038,-0.032,-0.015,153.150,44.650,10.300,0.042
'[14:49:05.728 29/04/1996]',-0.030,-0.032,-0.031,156.850,43.475,10.000,0.157
'[14:49:05.730 29/04/1996]',-0.038,-0.032,-0.031,156.850,43.475,10.000,0.157
'[14:49:05.732 29/04/1996]',-0.030,-0.032,-0.031,156.850,43.475,10.000,0.157
'[14:49:05.734 29/04/1996]',-0.030,-0.032,-0.031,156.850,43.475,10.000,0.157
'[14:49:05.736 29/04/1996]',-0.022,-0.015,-0.015,159.300,41.825,9.825,0.292
'[14:49:05.738 29/04/1996]',-0.022,-0.015,-0.015,159.300,41.825,9.825,0.292
'[14:49:05.740 29/04/1996]',-0.015,-0.015,0.001,159.300,41.825,9.825,0.292
'[14:49:05.742 29/04/1996]',-0.015,-0.015,0.001,159.300,41.825,9.825,0.292
'[14:49:05.744 29/04/1996]',-0.015,0.002,0.001,160.000,40.075,9.775,0.397
'[14:49:05.746 29/04/1996]',-0.015,-0.015,0.001,160.000,40.075,9.775,0.397
'[14:49:05.748 29/04/1996]',-0.015,-0.015,0.001,160.000,40.075,9.775,0.397
'[14:49:05.750 29/04/1996]',-0.015,-0.015,0.001,160.000,40.075,9.775,0.397
'[14:49:05.752 29/04/1996]',-0.015,-0.015,0.001,159.050,38.325,9.825,0.490
'[14:49:05.754 29/04/1996]',-0.022,0.002,0.001,159.050,38.325,9.825,0.490
'[14:49:05.756 29/04/1996]',-0.022,0.002,0.001,159.050,38.325,9.825,0.490
'[14:49:05.758 29/04/1996]',-0.015,0.002,0.001,159.050,38.325,9.825,0.490
'[14:49:05.760 29/04/1996]',-0.007,0.002,0.001,156.900,36.550,9.887,0.574
'[14:49:05.762 29/04/1996]',-0.015,0.002,0.001,156.900,36.550,9.887,0.574
'[14:49:05.764 29/04/1996]',-0.015,0.002,0.001,156.900,36.550,9.887,0.574
'[14:49:05.766 29/04/1996]',-0.015,0.002,0.001,156.900,36.550,9.887,0.574
'[14:49:05.768 29/04/1996]',-0.015,0.002,0.001,154.150,34.750,10.000,0.647
'[14:49:05.770 29/04/1996]',-0.007,0.002,0.001,154.150,34.750,10.000,0.647
'[14:49:05.772 29/04/1996]',-0.007,0.002,0.001,154.150,34.750,10.000,0.647
'[14:49:05.774 29/04/1996]',0.001,0.018,0.001,154.150,34.750,10.000,0.647
'[14:49:05.776 29/04/1996]',0.001,0.002,0.001,151.050,32.875,10.125,0.689
'[14:49:05.778 29/04/1996]',-0.007,0.002,0.001,151.050,32.875,10.125,0.689
'[14:49:05.780 29/04/1996]',-0.007,0.002,0.001,151.050,32.875,10.125,0.689
'[14:49:05.782 29/04/1996]',-0.007,0.002,0.001,151.050,32.875,10.125,0.689
'[14:49:05.784 29/04/1996]',-0.007,0.002,0.001,147.750,30.925,10.363,0.741
'[14:49:05.786 29/04/1996]',-0.007,0.002,0.001,147.750,30.925,10.363,0.741
'[14:49:05.788 29/04/1996]',0.001,0.002,0.001,147.750,30.925,10.363,0.741
'[14:49:05.790 29/04/1996]',0.001,0.002,0.001,147.750,30.925,10.363,0.741
'[14:49:05.792 29/04/1996]',0.008,0.018,0.001,144.150,29.000,10.588,0.761
'[14:49:05.794 29/04/1996]',0.001,0.018,0.001,144.150,29.000,10.588,0.761
'[14:49:05.796 29/04/1996]',0.001,0.018,0.001,144.150,29.000,10.588,0.761
'[14:49:05.798 29/04/1996]',0.001,0.002,0.001,144.150,29.000,10.588,0.761
'[14:49:05.800 29/04/1996]',-0.007,0.018,0.001,140.300,27.300,10.938,0.772
'[14:49:05.802 29/04/1996]',0.001,0.018,-0.015,140.300,27.300,10.938,0.772
'[14:49:05.804 29/04/1996]',0.001,0.018,0.001,140.300,27.300,10.938,0.772
'[14:49:05.806 29/04/1996]',0.001,0.018,-0.015,140.300,27.300,10.938,0.772
'[14:49:05.808 29/04/1996]',0.001,0.018,-0.015,136.250,25.775,11.475,0.793
'[14:49:05.810 29/04/1996]',0.001,0.018,-0.015,136.250,25.775,11.475,0.793
'[14:49:05.812 29/04/1996]',-0.007,0.002,-0.015,136.250,25.775,11.475,0.793
'[14:49:05.814 29/04/1996]',-0.015,0.002,-0.015,136.250,25.775,11.475,0.793
'[14:49:05.816 29/04/1996]',-0.015,0.002,-0.015,132.000,24.500,12.050,0.793
'[14:49:05.818 29/04/1996]',-0.015,0.002,-0.015,132.000,24.500,12.050,0.793
'[14:49:05.820 29/04/1996]',-0.007,0.002,-0.015,132.000,24.500,12.050,0.793
'[14:49:05.822 29/04/1996]',-0.007,0.002,-0.015,132.000,24.500,12.050,0.793
'[14:49:05.824 29/04/1996]',0.001,0.018,-0.015,127.500,23.425,12.700,0.772
'[14:49:05.826 29/04/1996]',0.001,0.018,-0.015,127.500,23.425,12.700,0.772
'[14:49:05.828 29/04/1996]',-0.007,0.002,-0.015,127.500,23.425,12.700,0.772
'[14:49:05.830 29/04/1996]',-0.007,0.002,-0.015,127.500,23.425,12.700,0.772
'[14:49:05.832 29/04/1996]',-0.007,0.002,0.001,122.650,22.800,13.400,0.751
'[14:49:05.834 29/04/1996]',-0.007,0.002,-0.015,122.650,22.800,13.400,0.751
'[14:49:05.836 29/04/1996]',0.001,0.018,0.001,122.650,22.800,13.400,0.751
'[14:49:05.838 29/04/1996]',0.016,0.035,0.001,122.650,22.800,13.400,0.751
'[14:49:05.840 29/04/1996]',0.024,0.035,0.001,117.550,22.500,14.162,0.720
'[14:49:05.842 29/04/1996]',0.024,0.035,0.017,117.550,22.500,14.162,0.720
'[14:49:05.844 29/04/1996]',0.031,0.035,0.017,117.550,22.500,14.162,0.720
'[14:49:05.846 29/04/1996]',0.031,0.035,0.017,117.550,22.500,14.162,0.720
'[14:49:05.848 29/04/1996]',0.031,0.052,0.017,112.550,22.625,14.863,0.678
'[14:49:05.850 29/04/1996]',0.039,0.052,0.017,112.550,22.625,14.863,0.678
'[14:49:05.852 29/04/1996]',0.054,0.052,0.017,112.550,22.625,14.863,0.678
'[14:49:05.854 29/04/1996]',0.062,0.069,0.033,112.550,22.625,14.863,0.678
'[14:49:05.856 29/04/1996]',0.062,0.069,0.033,108.250,23.075,15.575,0.636
'[14:49:05.858 29/04/1996]',0.070,0.069,0.033,108.250,23.075,15.575,0.636
'[14:49:05.860 29/04/1996]',0.070,0.069,0.033,108.250,23.075,15.575,0.636
'[14:49:05.862 29/04/1996]',0.070,0.069,0.033,108.250,23.075,15.575,0.636
'[14:49:05.864 29/04/1996]',0.078,0.085,0.033,105.100,23.950,16.212,0.574
'[14:49:05.866 29/04/1996]',0.078,0.069,0.033,105.100,23.950,16.212,0.574
'[14:49:05.868 29/04/1996]',0.085,0.085,0.049,105.100,23.950,16.212,0.574
'[14:49:05.870 29/04/1996]',0.085,0.085,0.049,105.100,23.950,16.212,0.574
'[14:49:05.872 29/04/1996]',0.085,0.085,0.049,103.300,25.125,16.738,0.532
'[14:49:05.874 29/04/1996]',0.085,0.085,0.033,103.300,25.125,16.738,0.532
'[14:49:05.876 29/04/1996]',0.085,0.085,0.033,103.300,25.125,16.738,0.532
'[14:49:05.878 29/04/1996]',0.070,0.085,0.033,103.300,25.125,16.738,0.532
'[14:49:05.880 29/04/1996]',0.078,0.069,0.049,102.400,26.475,17.150,0.459
'[14:49:05.882 29/04/1996]',0.078,0.085,0.049,102.400,26.475,17.150,0.459
'[14:49:05.884 29/04/1996]',0.078,0.085,0.049,102.400,26.475,17.150,0.459
'[14:49:05.886 29/04/1996]',0.085,0.085,0.049,102.400,26.475,17.150,0.459
'[14:49:05.888 29/04/1996]',0.101,0.102,0.065,101.950,27.700,17.450,0.397
'[14:49:05.890 29/04/1996]',0.108,0.102,0.065,101.950,27.700,17.450,0.397
'[14:49:05.892 29/04/1996]',0.108,0.102,0.049,101.950,27.700,17.450,0.397
'[14:49:05.894 29/04/1996]',0.116,0.102,0.065,101.950,27.700,17.450,0.397
'[14:49:05.896 29/04/1996]',0.124,0.119,0.081,101.500,28.650,17.625,0.334
'[14:49:05.898 29/04/1996]',0.116,0.119,0.065,101.500,28.650,17.625,0.334
'[14:49:05.900 29/04/1996]',0.116,0.119,0.065,101.500,28.650,17.625,0.334
'[14:49:05.902 29/04/1996]',0.108,0.119,0.065,101.500,28.650,17.625,0.334
