'Time and date','III','II','V','ABP','PLETH','RESP'
'[14:49:38.450 01/03/1996]',0.042,0.074,0.003,101.429,-0.011,-0.442
'[14:49:38.452 01/03/1996]',0.039,0.056,0.003,101.429,-0.011,-0.442
'[14:49:38.454 01/03/1996]',0.037,0.056,0.003,101.429,-0.011,-0.442
'[14:49:38.456 01/03/1996]',0.035,0.037,0.003,100.150,-0.057,-0.446
'[14:49:38.458 01/03/1996]',0.033,0.019,0.003,100.150,-0.057,-0.446
'[14:49:38.460 01/03/1996]',0.032,0.002,0.003,100.150,-0.057,-0.446
'[14:49:38.462 01/03/1996]',0.030,0.019,0.003,100.150,-0.057,-0.446
'[14:49:38.464 01/03/1996]',0.030,0.019,0.003,99.023,-0.100,-0.450
'[14:49:38.466 01/03/1996]',0.030,0.019,0.003,99.023,-0.100,-0.450
'[14:49:38.468 01/03/1996]',0.029,0.002,0.003,99.023,-0.100,-0.450
'[14:49:38.470 01/03/1996]',0.028,0.002,0.003,99.023,-0.100,-0.450
'[14:49:38.472 01/03/1996]',0.027,0.002,0.003,97.895,-0.141,-0.453
'[14:49:38.474 01/03/1996]',0.025,-0.017,0.003,97.895,-0.141,-0.453
'[14:49:38.476 01/03/1996]',0.024,-0.017,0.003,97.895,-0.141,-0.453
'[14:49:38.478 01/03/1996]',0.023,0.002,0.003,97.895,-0.141,-0.453
'[14:49:38.480 01/03/1996]',0.023,0.002,0.003,96.842,-0.178,-0.457
'[14:49:38.482 01/03/1996]',0.023,0.002,0.003,96.842,-0.178,-0.457
'[14:49:38.484 01/03/1996]',0.023,0.002,0.003,96.842,-0.178,-0.457
'[14:49:38.486 01/03/1996]',0.023,0.002,0.003,96.842,-0.178,-0.457
'[14:49:38.488 01/03/1996]',0.023,0.002,0.003,95.940,-0.211,-0.460
'[14:49:38.490 01/03/1996]',0.023,-0.017,0.003,95.940,-0.211,-0.460
'[14:49:38.492 01/03/1996]',0.023,-0.017,0.003,95.940,-0.211,-0.460
'[14:49:38.494 01/03/1996]',0.023,0.002,0.003,95.940,-0.211,-0.460
'[14:49:38.496 01/03/1996]',0.023,0.002,0.003,95.113,-0.242,-0.463
'[14:49:38.498 01/03/1996]',0.023,0.002,0.003,95.113,-0.242,-0.463
'[14:49:38.500 01/03/1996]',0.024,0.002,-0.033,95.113,-0.242,-0.463
'[14:49:38.502 01/03/1996]',0.025,0.002,-0.033,95.113,-0.242,-0.463
'[14:49:38.504 01/03/1996]',0.028,0.002,-0.033,94.361,-0.270,-0.466
'[14:49:38.506 01/03/1996]',0.032,-0.017,-0.033,94.361,-0.270,-0.466
'[14:49:38.508 01/03/1996]',0.042,-0.017,0.003,94.361,-0.270,-0.466
'[14:49:38.510 01/03/1996]',0.052,0.002,0.003,94.361,-0.270,-0.466
'[14:49:38.512 01/03/1996]',0.072,0.002,0.003,93.609,-0.291,-0.469
'[14:49:38.514 01/03/1996]',0.092,0.019,0.038,93.609,-0.291,-0.469
'[14:49:38.516 01/03/1996]',0.123,0.056,-0.033,93.609,-0.291,-0.469
'[14:49:38.518 01/03/1996]',0.155,0.092,-0.180,93.609,-0.291,-0.469
'[14:49:38.520 01/03/1996]',0.197,0.111,-0.437,92.932,-0.314,-0.471
'[14:49:38.522 01/03/1996]',0.238,0.166,-0.692,92.932,-0.314,-0.471
'[14:49:38.524 01/03/1996]',0.284,0.203,-0.948,92.932,-0.314,-0.471
'[14:49:38.526 01/03/1996]',0.330,0.239,-1.203,92.932,-0.314,-0.471
'[14:49:38.528 01/03/1996]',0.377,0.293,-1.460,92.331,-0.330,-0.473
'[14:49:38.530 01/03/1996]',0.423,0.348,-1.678,92.331,-0.330,-0.473
'[14:49:38.532 01/03/1996]',0.468,0.403,-1.898,92.331,-0.330,-0.473
'[14:49:38.534 01/03/1996]',0.512,0.440,-2.117,92.331,-0.330,-0.473
'[14:49:38.536 01/03/1996]',0.550,0.495,-2.337,91.654,-0.346,-0.475
'[14:49:38.538 01/03/1996]',0.588,0.531,-2.557,91.654,-0.346,-0.475
'[14:49:38.540 01/03/1996]',0.621,0.568,-2.738,91.654,-0.346,-0.475
'[14:49:38.542 01/03/1996]',0.653,0.623,-2.848,91.654,-0.346,-0.475
'[14:49:38.544 01/03/1996]',0.679,0.659,-2.922,90.902,-0.361,-0.477
'[14:49:38.546 01/03/1996]',0.705,0.696,-2.958,90.902,-0.361,-0.477
'[14:49:38.548 01/03/1996]',0.724,0.751,-2.958,90.902,-0.361,-0.477
'[14:49:38.550 01/03/1996]',0.743,0.787,-2.958,90.902,-0.361,-0.477
'[14:49:38.552 01/03/1996]',0.754,0.823,-2.922,90.150,-0.374,-0.479
'[14:49:38.554 01/03/1996]',0.765,0.842,-2.848,90.150,-0.374,-0.479
'[14:49:38.556 01/03/1996]',0.768,0.842,-2.775,90.150,-0.374,-0.479
'[14:49:38.558 01/03/1996]',0.772,0.842,-2.702,90.150,-0.374,-0.479
'[14:49:38.560 01/03/1996]',0.771,0.842,-2.628,89.398,-0.386,-0.481
'[14:49:38.562 01/03/1996]',0.770,0.860,-2.520,89.398,-0.386,-0.481
'[14:49:38.564 01/03/1996]',0.764,0.878,-2.410,89.398,-0.386,-0.481
'[14:49:38.566 01/03/1996]',0.758,0.878,-2.300,89.398,-0.386,-0.481
'[14:49:38.568 01/03/1996]',0.747,0.878,-2.190,88.722,-0.396,-0.483
'[14:49:38.570 01/03/1996]',0.735,0.878,-2.117,88.722,-0.396,-0.483
'[14:49:38.572 01/03/1996]',0.718,0.860,-2.008,88.722,-0.396,-0.483
'[14:49:38.574 01/03/1996]',0.700,0.842,-1.935,88.722,-0.396,-0.483
'[14:49:38.576 01/03/1996]',0.679,0.842,-1.825,87.895,-0.406,-0.486
'[14:49:38.578 01/03/1996]',0.658,0.823,-1.715,87.895,-0.406,-0.486
'[14:49:38.580 01/03/1996]',0.634,0.805,-1.605,87.895,-0.406,-0.486
'[14:49:38.582 01/03/1996]',0.610,0.787,-1.497,87.895,-0.406,-0.486
'[14:49:38.584 01/03/1996]',0.581,0.733,-1.350,87.143,-0.415,-0.488
'[14:49:38.586 01/03/1996]',0.552,0.714,-1.240,87.143,-0.415,-0.488
'[14:49:38.588 01/03/1996]',0.517,0.677,-1.130,87.143,-0.415,-0.488
'[14:49:38.590 01/03/1996]',0.482,0.641,-0.985,87.143,-0.415,-0.488
'[14:49:38.592 01/03/1996]',0.441,0.623,-0.875,86.316,-0.424,-0.491
'[14:49:38.594 01/03/1996]',0.400,0.586,-0.765,86.316,-0.424,-0.491
'[14:49:38.596 01/03/1996]',0.352,0.549,-0.655,86.316,-0.424,-0.491
'[14:49:38.598 01/03/1996]',0.305,0.513,-0.545,86.316,-0.424,-0.491
'[14:49:38.600 01/03/1996]',0.255,0.477,-0.437,85.489,-0.432,-0.493
'[14:49:38.602 01/03/1996]',0.205,0.403,-0.327,85.489,-0.432,-0.493
'[14:49:38.604 01/03/1996]',0.157,0.330,-0.217,85.489,-0.432,-0.493
'[14:49:38.606 01/03/1996]',0.108,0.239,-0.107,85.489,-0.432,-0.493
'[14:49:38.608 01/03/1996]',0.068,0.184,-0.033,84.737,-0.440,-0.496
'[14:49:38.610 01/03/1996]',0.027,0.111,0.038,84.737,-0.440,-0.496
'[14:49:38.612 01/03/1996]',-0.007,0.074,0.112,84.737,-0.440,-0.496
'[14:49:38.614 01/03/1996]',-0.040,0.019,0.185,84.737,-0.440,-0.496
'[14:49:38.616 01/03/1996]',-0.063,-0.017,0.258,83.985,-0.448,-0.498
'[14:49:38.618 01/03/1996]',-0.087,-0.053,0.332,83.985,-0.448,-0.498
'[14:49:38.620 01/03/1996]',-0.102,-0.090,0.405,83.985,-0.448,-0.498
'[14:49:38.622 01/03/1996]',-0.118,-0.127,0.442,83.985,-0.448,-0.498
'[14:49:38.624 01/03/1996]',-0.128,-0.163,0.478,83.158,-0.455,-0.501
'[14:49:38.626 01/03/1996]',-0.137,-0.182,0.515,83.158,-0.455,-0.501
'[14:49:38.628 01/03/1996]',-0.143,-0.200,0.550,83.158,-0.455,-0.501
'[14:49:38.630 01/03/1996]',-0.150,-0.200,0.550,83.158,-0.455,-0.501
'[14:49:38.632 01/03/1996]',-0.152,-0.182,0.587,82.406,-0.462,-0.504
'[14:49:38.634 01/03/1996]',-0.153,-0.200,0.587,82.406,-0.462,-0.504
'[14:49:38.636 01/03/1996]',-0.153,-0.200,0.587,82.406,-0.462,-0.504
'[14:49:38.638 01/03/1996]',-0.153,-0.200,0.587,82.406,-0.462,-0.504
'[14:49:38.640 01/03/1996]',-0.153,-0.218,0.587,81.654,-0.468,-0.507
'[14:49:38.642 01/03/1996]',-0.153,-0.218,0.623,81.654,-0.468,-0.507
'[14:49:38.644 01/03/1996]',-0.153,-0.218,0.623,81.654,-0.468,-0.507
'[14:49:38.646 01/03/1996]',-0.153,-0.218,0.623,81.654,-0.468,-0.507
'[14:49:38.648 01/03/1996]',-0.153,-0.200,0.623,80.902,-0.475,-0.510
'[14:49:38.650 01/03/1996]',-0.153,-0.200,0.623,80.902,-0.475,-0.510
'[14:49:38.652 01/03/1996]',-0.154,-0.200,0.623,80.902,-0.475,-0.510
'[14:49:38.654 01/03/1996]',-0.155,-0.218,0.623,80.902,-0.475,-0.510
'[14:49:38.656 01/03/1996]',-0.157,-0.218,0.623,80.150,-0.480,-0.512
'[14:49:38.658 01/03/1996]',-0.158,-0.218,0.623,80.150,-0.480,-0.512
'[14:49:38.660 01/03/1996]',-0.160,-0.218,0.623,80.150,-0.480,-0.512
'[14:49:38.662 01/03/1996]',-0.162,-0.218,0.623,80.150,-0.480,-0.512
'[14:49:38.664 01/03/1996]',-0.163,-0.218,0.623,79.398,-0.485,-0.514
'[14:49:38.666 01/03/1996]',-0.165,-0.200,0.623,79.398,-0.485,-0.514
'[14:49:38.668 01/03/1996]',-0.166,-0.200,0.623,79.398,-0.485,-0.514
'[14:49:38.670 01/03/1996]',-0.167,-0.218,0.660,79.398,-0.485,-0.514
'[14:49:38.672 01/03/1996]',-0.168,-0.218,0.660,78.722,-0.489,-0.516
'[14:49:38.674 01/03/1996]',-0.170,-0.218,0.660,78.722,-0.489,-0.516
'[14:49:38.676 01/03/1996]',-0.171,-0.218,0.660,78.722,-0.489,-0.516
'[14:49:38.678 01/03/1996]',-0.172,-0.218,0.697,78.722,-0.489,-0.516
'[14:49:38.680 01/03/1996]',-0.172,-0.218,0.697,78.045,-0.494,-0.518
'[14:49:38.682 01/03/1996]',-0.172,-0.200,0.697,78.045,-0.494,-0.518
'[14:49:38.684 01/03/1996]',-0.173,-0.218,0.697,78.045,-0.494,-0.518
'[14:49:38.686 01/03/1996]',-0.175,-0.218,0.697,78.045,-0.494,-0.518
'[14:49:38.688 01/03/1996]',-0.179,-0.237,0.697,77.519,-0.498,-0.520
'[14:49:38.690 01/03/1996]',-0.183,-0.237,0.733,77.519,-0.498,-0.520
'[14:49:38.692 01/03/1996]',-0.188,-0.237,0.733,77.519,-0.498,-0.520
'[14:49:38.694 01/03/1996]',-0.192,-0.237,0.770,77.519,-0.498,-0.520
'[14:49:38.696 01/03/1996]',-0.195,-0.237,0.770,77.293,-0.502,-0.522
'[14:49:38.698 01/03/1996]',-0.198,-0.218,0.770,77.293,-0.502,-0.522
'[14:49:38.700 01/03/1996]',-0.204,-0.237,0.807,77.293,-0.502,-0.522
'[14:49:38.702 01/03/1996]',-0.210,-0.237,0.807,77.293,-0.502,-0.522
'[14:49:38.704 01/03/1996]',-0.217,-0.237,0.843,77.519,-0.504,-0.524
'[14:49:38.706 01/03/1996]',-0.223,-0.255,0.880,77.519,-0.504,-0.524
'[14:49:38.708 01/03/1996]',-0.229,-0.273,0.880,77.519,-0.504,-0.524
'[14:49:38.710 01/03/1996]',-0.235,-0.273,0.917,77.519,-0.504,-0.524
'[14:49:38.712 01/03/1996]',-0.240,-0.273,0.953,78.872,-0.508,-0.526
'[14:49:38.714 01/03/1996]',-0.245,-0.255,0.953,78.872,-0.508,-0.526
'[14:49:38.716 01/03/1996]',-0.248,-0.273,0.953,78.872,-0.508,-0.526
'[14:49:38.718 01/03/1996]',-0.252,-0.273,0.990,78.872,-0.508,-0.526
'[14:49:38.720 01/03/1996]',-0.256,-0.291,1.027,81.805,-0.511,-0.528
'[14:49:38.722 01/03/1996]',-0.260,-0.309,1.062,81.805,-0.511,-0.528
'[14:49:38.724 01/03/1996]',-0.266,-0.328,1.098,81.805,-0.511,-0.528
'[14:49:38.726 01/03/1996]',-0.272,-0.328,1.098,81.805,-0.511,-0.528
'[14:49:38.728 01/03/1996]',-0.278,-0.328,1.135,86.316,-0.511,-0.530
'[14:49:38.730 01/03/1996]',-0.285,-0.328,1.135,86.316,-0.511,-0.530
'[14:49:38.732 01/03/1996]',-0.292,-0.328,1.172,86.316,-0.511,-0.530
'[14:49:38.734 01/03/1996]',-0.300,-0.346,1.208,86.316,-0.511,-0.530
'[14:49:38.736 01/03/1996]',-0.306,-0.346,1.245,92.180,-0.511,-0.531
'[14:49:38.738 01/03/1996]',-0.312,-0.364,1.245,92.180,-0.511,-0.531
'[14:49:38.740 01/03/1996]',-0.318,-0.364,1.282,92.180,-0.511,-0.531
'[14:49:38.742 01/03/1996]',-0.323,-0.364,1.318,92.180,-0.511,-0.531
'[14:49:38.744 01/03/1996]',-0.328,-0.364,1.318,99.023,-0.506,-0.532
'[14:49:38.746 01/03/1996]',-0.333,-0.383,1.318,99.023,-0.506,-0.532
'[14:49:38.748 01/03/1996]',-0.338,-0.364,1.318,99.023,-0.506,-0.532
'[14:49:38.750 01/03/1996]',-0.342,-0.364,1.318,99.023,-0.506,-0.532
'[14:49:38.752 01/03/1996]',-0.341,-0.383,1.318,106.316,-0.496,-0.533
'[14:49:38.754 01/03/1996]',-0.340,-0.383,1.318,106.316,-0.496,-0.533
'[14:49:38.756 01/03/1996]',-0.334,-0.401,1.318,106.316,-0.496,-0.533
'[14:49:38.758 01/03/1996]',-0.328,-0.401,1.318,106.316,-0.496,-0.533
'[14:49:38.760 01/03/1996]',-0.321,-0.401,1.282,113.759,-0.480,-0.535
'[14:49:38.762 01/03/1996]',-0.313,-0.383,1.245,113.759,-0.480,-0.535
'[14:49:38.764 01/03/1996]',-0.304,-0.364,1.208,113.759,-0.480,-0.535
'[14:49:38.766 01/03/1996]',-0.295,-0.346,1.208,113.759,-0.480,-0.535
'[14:49:38.768 01/03/1996]',-0.284,-0.328,1.172,121.128,-0.451,-0.536
'[14:49:38.770 01/03/1996]',-0.273,-0.328,1.135,121.128,-0.451,-0.536
'[14:49:38.772 01/03/1996]',-0.260,-0.309,1.098,121.128,-0.451,-0.536
'[14:49:38.774 01/03/1996]',-0.247,-0.309,1.027,121.128,-0.451,-0.536
'[14:49:38.776 01/03/1996]',-0.232,-0.273,0.990,128.120,-0.409,-0.537
'[14:49:38.778 01/03/1996]',-0.217,-0.237,0.953,128.120,-0.409,-0.537
'[14:49:38.780 01/03/1996]',-0.200,-0.218,0.880,128.120,-0.409,-0.537
'[14:49:38.782 01/03/1996]',-0.183,-0.200,0.843,128.120,-0.409,-0.537
'[14:49:38.784 01/03/1996]',-0.167,-0.182,0.770,134.586,-0.356,-0.538
'[14:49:38.786 01/03/1996]',-0.150,-0.182,0.733,134.586,-0.356,-0.538
'[14:49:38.788 01/03/1996]',-0.133,-0.163,0.697,134.586,-0.356,-0.538
'[14:49:38.790 01/03/1996]',-0.115,-0.145,0.623,134.586,-0.356,-0.538
'[14:49:38.792 01/03/1996]',-0.098,-0.127,0.587,140.526,-0.289,-0.539
'[14:49:38.794 01/03/1996]',-0.082,-0.108,0.515,140.526,-0.289,-0.539
'[14:49:38.796 01/03/1996]',-0.068,-0.090,0.478,140.526,-0.289,-0.539
'[14:49:38.798 01/03/1996]',-0.055,-0.072,0.442,140.526,-0.289,-0.539
'[14:49:38.800 01/03/1996]',-0.044,-0.053,0.368,146.015,-0.211,-0.540
'[14:49:38.802 01/03/1996]',-0.033,-0.035,0.332,146.015,-0.211,-0.540
'[14:49:38.804 01/03/1996]',-0.023,-0.035,0.295,146.015,-0.211,-0.540
'[14:49:38.806 01/03/1996]',-0.013,-0.017,0.258,146.015,-0.211,-0.540
'[14:49:38.808 01/03/1996]',-0.006,-0.017,0.222,150.902,-0.128,-0.540
'[14:49:38.810 01/03/1996]',0.002,-0.017,0.185,150.902,-0.128,-0.540
'[14:49:38.812 01/03/1996]',0.007,0.002,0.148,150.902,-0.128,-0.540
'[14:49:38.814 01/03/1996]',0.013,0.002,0.148,150.902,-0.128,-0.540
'[14:49:38.816 01/03/1996]',0.017,0.002,0.112,155.263,-0.040,-0.541
'[14:49:38.818 01/03/1996]',0.020,0.002,0.112,155.263,-0.040,-0.541
'[14:49:38.820 01/03/1996]',0.022,0.002,0.075,155.263,-0.040,-0.541
'[14:49:38.822 01/03/1996]',0.023,0.002,0.075,155.263,-0.040,-0.541
'[14:49:38.824 01/03/1996]',0.024,0.002,0.038,158.872,0.047,-0.543
'[14:49:38.826 01/03/1996]',0.025,0.002,0.038,158.872,0.047,-0.543
'[14:49:38.828 01/03/1996]',0.024,0.002,0.003,158.872,0.047,-0.543
'[14:49:38.830 01/03/1996]',0.023,0.002,0.003,158.872,0.047,-0.543
'[14:49:38.832 01/03/1996]',0.023,0.019,0.003,161.805,0.131,-0.544
'[14:49:38.834 01/03/1996]',0.023,0.019,0.003,161.805,0.131,-0.544
'[14:49:38.836 01/03/1996]',0.023,0.002,0.003,161.805,0.131,-0.544
'[14:49:38.838 01/03/1996]',0.023,0.002,0.003,161.805,0.131,-0.544
'[14:49:38.840 01/03/1996]',0.023,0.002,0.003,163.835,0.205,-0.546
'[14:49:38.842 01/03/1996]',0.023,-0.017,0.003,163.835,0.205,-0.546
'[14:49:38.844 01/03/1996]',0.022,0.002,0.003,163.835,0.205,-0.546
'[14:49:38.846 01/03/1996]',0.022,0.002,0.003,163.835,0.205,-0.546
'[14:49:38.848 01/03/1996]',0.020,0.002,0.003,165.038,0.272,-0.547
'[14:49:38.850 01/03/1996]',0.018,0.002,0.003,165.038,0.272,-0.547
'[14:49:38.852 01/03/1996]',0.018,0.002,0.003,165.038,0.272,-0.547
'[14:49:38.854 01/03/1996]',0.017,0.002,0.003,165.038,0.272,-0.547
'[14:49:38.856 01/03/1996]',0.018,-0.017,0.003,165.338,0.324,-0.548
'[14:49:38.858 01/03/1996]',0.018,-0.017,0.003,165.338,0.324,-0.548
'[14:49:38.860 01/03/1996]',0.018,-0.035,0.003,165.338,0.324,-0.548
'[14:49:38.862 01/03/1996]',0.018,-0.017,0.003,165.338,0.324,-0.548
'[14:49:38.864 01/03/1996]',0.018,0.002,0.003,164.812,0.368,-0.549
'[14:49:38.866 01/03/1996]',0.018,0.002,0.003,164.812,0.368,-0.549
'[14:49:38.868 01/03/1996]',0.018,0.002,0.003,164.812,0.368,-0.549
'[14:49:38.870 01/03/1996]',0.018,0.002,0.003,164.812,0.368,-0.549
'[14:49:38.872 01/03/1996]',0.019,-0.017,0.003,163.459,0.400,-0.550
'[14:49:38.874 01/03/1996]',0.020,-0.035,0.003,163.459,0.400,-0.550
'[14:49:38.876 01/03/1996]',0.021,-0.035,0.003,163.459,0.400,-0.550
'[14:49:38.878 01/03/1996]',0.022,-0.017,0.003,163.459,0.400,-0.550
'[14:49:38.880 01/03/1996]',0.022,0.002,0.003,161.278,0.422,-0.551
'[14:49:38.882 01/03/1996]',0.022,0.002,0.003,161.278,0.422,-0.551
'[14:49:38.884 01/03/1996]',0.021,0.002,0.003,161.278,0.422,-0.551
'[14:49:38.886 01/03/1996]',0.020,0.002,0.003,161.278,0.422,-0.551
'[14:49:38.888 01/03/1996]',0.019,-0.017,0.003,158.571,0.436,-0.552
'[14:49:38.890 01/03/1996]',0.018,-0.017,0.003,158.571,0.436,-0.552
'[14:49:38.892 01/03/1996]',0.018,-0.035,0.003,158.571,0.436,-0.552
'[14:49:38.894 01/03/1996]',0.018,-0.035,0.003,158.571,0.436,-0.552
'[14:49:38.896 01/03/1996]',0.018,-0.017,0.003,155.188,0.442,-0.554
'[14:49:38.898 01/03/1996]',0.018,-0.017,0.003,155.188,0.442,-0.554
'[14:49:38.900 01/03/1996]',0.018,-0.017,0.003,155.188,0.442,-0.554
'[14:49:38.902 01/03/1996]',0.018,-0.035,0.003,155.188,0.442,-0.554
'[14:49:38.904 01/03/1996]',0.018,-0.035,0.003,151.278,0.441,-0.555
'[14:49:38.906 01/03/1996]',0.018,-0.035,0.003,151.278,0.441,-0.555
'[14:49:38.908 01/03/1996]',0.018,-0.035,0.003,151.278,0.441,-0.555
'[14:49:38.910 01/03/1996]',0.017,-0.035,0.003,151.278,0.441,-0.555
'[14:49:38.912 01/03/1996]',0.015,-0.017,0.003,146.917,0.433,-0.557
'[14:49:38.914 01/03/1996]',0.013,-0.017,0.003,146.917,0.433,-0.557
'[14:49:38.916 01/03/1996]',0.011,-0.017,0.003,146.917,0.433,-0.557
'[14:49:38.918 01/03/1996]',0.008,-0.017,0.003,146.917,0.433,-0.557
'[14:49:38.920 01/03/1996]',0.007,-0.035,0.003,142.256,0.419,-0.558
'[14:49:38.922 01/03/1996]',0.007,-0.035,0.003,142.256,0.419,-0.558
'[14:49:38.924 01/03/1996]',0.006,-0.035,0.003,142.256,0.419,-0.558
'[14:49:38.926 01/03/1996]',0.005,-0.035,0.003,142.256,0.419,-0.558
'[14:49:38.928 01/03/1996]',0.006,-0.035,0.003,137.444,0.401,-0.560
'[14:49:38.930 01/03/1996]',0.007,-0.035,0.003,137.444,0.401,-0.560
'[14:49:38.932 01/03/1996]',0.008,-0.017,0.003,137.444,0.401,-0.560
'[14:49:38.934 01/03/1996]',0.010,-0.017,0.003,137.444,0.401,-0.560
'[14:49:38.936 01/03/1996]',0.013,-0.017,0.003,132.556,0.377,-0.561
'[14:49:38.938 01/03/1996]',0.015,-0.017,0.003,132.556,0.377,-0.561
'[14:49:38.940 01/03/1996]',0.016,-0.035,0.003,132.556,0.377,-0.561
'[14:49:38.942 01/03/1996]',0.017,-0.035,0.003,132.556,0.377,-0.561
'[14:49:38.944 01/03/1996]',0.018,-0.017,0.003,127.744,0.349,-0.563
'[14:49:38.946 01/03/1996]',0.020,-0.017,0.003,127.744,0.349,-0.563
'[14:49:38.948 01/03/1996]',0.022,0.002,0.003,127.744,0.349,-0.563
'[14:49:38.950 01/03/1996]',0.023,0.002,0.003,127.744,0.349,-0.563
'[14:49:38.952 01/03/1996]',0.024,0.002,0.003,123.158,0.317,-0.564
'[14:49:38.954 01/03/1996]',0.025,0.002,0.003,123.158,0.317,-0.564
'[14:49:38.956 01/03/1996]',0.024,-0.017,0.003,123.158,0.317,-0.564
'[14:49:38.958 01/03/1996]',0.023,-0.017,0.003,123.158,0.317,-0.564
'[14:49:38.960 01/03/1996]',0.023,-0.017,0.003,119.098,0.281,-0.565
'[14:49:38.962 01/03/1996]',0.023,0.002,0.003,119.098,0.281,-0.565
'[14:49:38.964 01/03/1996]',0.024,0.002,0.038,119.098,0.281,-0.565
'[14:49:38.966 01/03/1996]',0.025,0.002,0.038,119.098,0.281,-0.565
'[14:49:38.968 01/03/1996]',0.028,0.019,0.038,115.414,0.241,-0.567
'[14:49:38.970 01/03/1996]',0.032,0.019,0.038,115.414,0.241,-0.567
'[14:49:38.972 01/03/1996]',0.038,0.019,0.038,115.414,0.241,-0.567
'[14:49:38.974 01/03/1996]',0.045,0.019,0.038,115.414,0.241,-0.567
'[14:49:38.976 01/03/1996]',0.050,0.019,0.038,112.331,0.199,-0.568
'[14:49:38.978 01/03/1996]',0.055,0.019,0.038,112.331,0.199,-0.568
'[14:49:38.980 01/03/1996]',0.059,0.056,0.038,112.331,0.199,-0.568
'[14:49:38.982 01/03/1996]',0.063,0.074,0.038,112.331,0.199,-0.568
'[14:49:38.984 01/03/1996]',0.066,0.074,0.038,109.699,0.157,-0.570
'[14:49:38.986 01/03/1996]',0.068,0.056,0.038,109.699,0.157,-0.570
'[14:49:38.988 01/03/1996]',0.071,0.056,0.003,109.699,0.157,-0.570
'[14:49:38.990 01/03/1996]',0.073,0.056,0.003,109.699,0.157,-0.570
'[14:49:38.992 01/03/1996]',0.076,0.056,0.003,107.444,0.112,-0.572
'[14:49:38.994 01/03/1996]',0.078,0.056,0.003,107.444,0.112,-0.572
'[14:49:38.996 01/03/1996]',0.079,0.074,0.003,107.444,0.112,-0.572
'[14:49:38.998 01/03/1996]',0.080,0.092,0.003,107.444,0.112,-0.572
'[14:49:39.000 01/03/1996]',0.078,0.092,0.003,105.564,0.067,-0.573
'[14:49:39.002 01/03/1996]',0.077,0.092,0.003,105.564,0.067,-0.573
'[14:49:39.004 01/03/1996]',0.074,0.092,0.003,105.564,0.067,-0.573
'[14:49:39.006 01/03/1996]',0.072,0.074,-0.033,105.564,0.067,-0.573
'[14:49:39.008 01/03/1996]',0.068,0.074,-0.033,103.910,0.021,-0.575
'[14:49:39.010 01/03/1996]',0.063,0.074,-0.033,103.910,0.021,-0.575
'[14:49:39.012 01/03/1996]',0.058,0.074,-0.033,103.910,0.021,-0.575
'[14:49:39.014 01/03/1996]',0.053,0.074,-0.033,103.910,0.021,-0.575
'[14:49:39.016 01/03/1996]',0.050,0.092,-0.033,102.481,-0.024,-0.576
'[14:49:39.018 01/03/1996]',0.047,0.074,-0.033,102.481,-0.024,-0.576
'[14:49:39.020 01/03/1996]',0.044,0.056,-0.033,102.481,-0.024,-0.576
'[14:49:39.022 01/03/1996]',0.042,0.056,0.003,102.481,-0.024,-0.576
'[14:49:39.024 01/03/1996]',0.038,0.037,0.003,101.278,-0.066,-0.576
'[14:49:39.026 01/03/1996]',0.035,0.019,0.003,101.278,-0.066,-0.576
'[14:49:39.028 01/03/1996]',0.033,0.019,0.003,101.278,-0.066,-0.576
'[14:49:39.030 01/03/1996]',0.030,0.019,0.003,101.278,-0.066,-0.576
'[14:49:39.032 01/03/1996]',0.028,0.019,0.003,100.150,-0.106,-0.577
'[14:49:39.034 01/03/1996]',0.027,0.002,0.003,100.150,-0.106,-0.577
'[14:49:39.036 01/03/1996]',0.026,0.002,-0.033,100.150,-0.106,-0.577
'[14:49:39.038 01/03/1996]',0.025,0.002,-0.033,100.150,-0.106,-0.577
'[14:49:39.040 01/03/1996]',0.024,-0.017,0.003,99.173,-0.144,-0.577
'[14:49:39.042 01/03/1996]',0.023,-0.017,0.003,99.173,-0.144,-0.577
'[14:49:39.044 01/03/1996]',0.023,-0.017,0.003,99.173,-0.144,-0.577
'[14:49:39.046 01/03/1996]',0.023,-0.017,0.003,99.173,-0.144,-0.577
'[14:49:39.048 01/03/1996]',0.023,0.002,-0.033,98.195,-0.178,-0.577
'[14:49:39.050 01/03/1996]',0.023,0.002,0.003,98.195,-0.178,-0.577
'[14:49:39.052 01/03/1996]',0.023,0.002,-0.033,98.195,-0.178,-0.577
'[14:49:39.054 01/03/1996]',0.023,0.002,-0.033,98.195,-0.178,-0.577
'[14:49:39.056 01/03/1996]',0.022,-0.017,0.003,97.368,-0.207,-0.577
'[14:49:39.058 01/03/1996]',0.022,-0.017,0.003,97.368,-0.207,-0.577
'[14:49:39.060 01/03/1996]',0.020,-0.017,0.003,97.368,-0.207,-0.577
'[14:49:39.062 01/03/1996]',0.018,0.002,-0.033,97.368,-0.207,-0.577
'[14:49:39.064 01/03/1996]',0.018,0.002,-0.033,96.541,-0.235,-0.577
'[14:49:39.066 01/03/1996]',0.017,0.002,-0.033,96.541,-0.235,-0.577
'[14:49:39.068 01/03/1996]',0.018,0.002,0.003,96.541,-0.235,-0.577
'[14:49:39.070 01/03/1996]',0.018,-0.017,0.003,96.541,-0.235,-0.577
'[14:49:39.072 01/03/1996]',0.018,-0.035,0.003,95.789,-0.258,-0.577
