'Time and date','V','ABP','PLETH','RESP'
'[08:26:14.598 17/05/1995]',0.070,69.794,0.000,0.301
'[08:26:14.600 17/05/1995]',0.072,69.175,0.000,0.298
'[08:26:14.602 17/05/1995]',0.073,69.175,0.000,0.298
'[08:26:14.604 17/05/1995]',0.078,69.175,0.000,0.298
'[08:26:14.606 17/05/1995]',0.083,69.175,0.000,0.298
'[08:26:14.608 17/05/1995]',0.091,68.763,0.000,0.295
'[08:26:14.610 17/05/1995]',0.099,68.763,0.000,0.295
'[08:26:14.612 17/05/1995]',0.107,68.763,0.000,0.295
'[08:26:14.614 17/05/1995]',0.116,68.763,0.000,0.295
'[08:26:14.616 17/05/1995]',0.120,68.144,0.000,0.292
'[08:26:14.618 17/05/1995]',0.125,68.144,0.000,0.292
'[08:26:14.620 17/05/1995]',0.118,68.144,0.000,0.292
'[08:26:14.622 17/05/1995]',0.110,68.144,0.000,0.292
'[08:26:14.624 17/05/1995]',0.080,67.629,0.000,0.289
'[08:26:14.626 17/05/1995]',0.050,67.629,0.000,0.289
'[08:26:14.628 17/05/1995]',-0.016,67.629,0.000,0.289
'[08:26:14.630 17/05/1995]',-0.081,67.629,0.000,0.289
'[08:26:14.632 17/05/1995]',-0.184,67.010,0.000,0.286
'[08:26:14.634 17/05/1995]',-0.287,67.010,0.000,0.286
'[08:26:14.636 17/05/1995]',-0.419,67.010,0.000,0.286
'[08:26:14.638 17/05/1995]',-0.551,67.010,0.000,0.286
'[08:26:14.640 17/05/1995]',-0.692,66.598,0.000,0.283
'[08:26:14.642 17/05/1995]',-0.834,66.598,0.000,0.283
'[08:26:14.644 17/05/1995]',-0.952,66.598,0.000,0.283
'[08:26:14.646 17/05/1995]',-1.071,66.598,0.000,0.283
'[08:26:14.648 17/05/1995]',-1.135,65.979,0.000,0.281
'[08:26:14.650 17/05/1995]',-1.199,65.979,0.000,0.281
'[08:26:14.652 17/05/1995]',-1.192,65.979,0.000,0.281
'[08:26:14.654 17/05/1995]',-1.185,65.979,0.000,0.281
'[08:26:14.656 17/05/1995]',-1.111,65.567,0.000,0.278
'[08:26:14.658 17/05/1995]',-1.038,65.567,0.000,0.278
'[08:26:14.660 17/05/1995]',-0.922,65.567,0.000,0.278
'[08:26:14.662 17/05/1995]',-0.806,65.567,0.000,0.278
'[08:26:14.664 17/05/1995]',-0.680,65.155,0.000,0.275
'[08:26:14.666 17/05/1995]',-0.555,65.155,0.000,0.275
'[08:26:14.668 17/05/1995]',-0.444,65.155,0.000,0.275
'[08:26:14.670 17/05/1995]',-0.334,65.155,0.000,0.275
'[08:26:14.672 17/05/1995]',-0.249,64.639,0.000,0.272
'[08:26:14.674 17/05/1995]',-0.163,64.639,0.000,0.272
'[08:26:14.676 17/05/1995]',-0.103,64.639,0.000,0.272
'[08:26:14.678 17/05/1995]',-0.042,64.639,0.000,0.272
'[08:26:14.680 17/05/1995]',0.001,64.124,0.000,0.269
'[08:26:14.682 17/05/1995]',0.044,64.124,0.000,0.269
'[08:26:14.684 17/05/1995]',0.074,64.124,0.000,0.269
'[08:26:14.686 17/05/1995]',0.105,64.124,0.000,0.269
'[08:26:14.688 17/05/1995]',0.127,63.608,0.000,0.265
'[08:26:14.690 17/05/1995]',0.149,63.608,0.000,0.265
'[08:26:14.692 17/05/1995]',0.162,63.608,0.000,0.265
'[08:26:14.694 17/05/1995]',0.174,63.608,0.000,0.265
'[08:26:14.696 17/05/1995]',0.183,63.093,0.000,0.259
'[08:26:14.698 17/05/1995]',0.191,63.093,0.000,0.259
'[08:26:14.700 17/05/1995]',0.196,63.093,0.000,0.259
'[08:26:14.702 17/05/1995]',0.200,63.093,0.000,0.259
'[08:26:14.704 17/05/1995]',0.203,62.577,0.000,0.252
'[08:26:14.706 17/05/1995]',0.206,62.577,0.000,0.252
'[08:26:14.708 17/05/1995]',0.206,62.577,0.000,0.252
'[08:26:14.710 17/05/1995]',0.206,62.577,0.000,0.252
'[08:26:14.712 17/05/1995]',0.208,62.062,0.000,0.243
'[08:26:14.714 17/05/1995]',0.209,62.062,0.000,0.243
'[08:26:14.716 17/05/1995]',0.211,62.062,0.000,0.243
'[08:26:14.718 17/05/1995]',0.213,62.062,0.000,0.243
'[08:26:14.720 17/05/1995]',0.211,61.546,0.000,0.233
'[08:26:14.722 17/05/1995]',0.209,61.546,0.000,0.233
'[08:26:14.724 17/05/1995]',0.208,61.546,0.000,0.233
'[08:26:14.726 17/05/1995]',0.208,61.546,0.000,0.233
'[08:26:14.728 17/05/1995]',0.208,61.031,0.000,0.218
'[08:26:14.730 17/05/1995]',0.208,61.031,0.000,0.218
'[08:26:14.732 17/05/1995]',0.207,61.031,0.000,0.218
'[08:26:14.734 17/05/1995]',0.206,61.031,0.000,0.218
'[08:26:14.736 17/05/1995]',0.205,60.515,0.000,0.201
'[08:26:14.738 17/05/1995]',0.204,60.515,0.000,0.201
'[08:26:14.740 17/05/1995]',0.204,60.515,0.000,0.201
'[08:26:14.742 17/05/1995]',0.204,60.515,0.000,0.201
'[08:26:14.744 17/05/1995]',0.203,60.000,0.000,0.180
'[08:26:14.746 17/05/1995]',0.202,60.000,0.000,0.180
'[08:26:14.748 17/05/1995]',0.200,60.000,0.000,0.180
'[08:26:14.750 17/05/1995]',0.198,60.000,0.000,0.180
'[08:26:14.752 17/05/1995]',0.197,59.485,0.000,0.158
'[08:26:14.754 17/05/1995]',0.195,59.485,0.000,0.158
'[08:26:14.756 17/05/1995]',0.194,59.485,0.000,0.158
'[08:26:14.758 17/05/1995]',0.193,59.485,0.000,0.158
'[08:26:14.760 17/05/1995]',0.190,58.866,0.000,0.133
'[08:26:14.762 17/05/1995]',0.187,58.866,0.000,0.133
'[08:26:14.764 17/05/1995]',0.183,58.866,0.000,0.133
'[08:26:14.766 17/05/1995]',0.178,58.866,0.000,0.133
'[08:26:14.768 17/05/1995]',0.176,58.454,0.000,0.106
'[08:26:14.770 17/05/1995]',0.174,58.454,0.000,0.106
'[08:26:14.772 17/05/1995]',0.173,58.454,0.000,0.106
'[08:26:14.774 17/05/1995]',0.171,58.454,0.000,0.106
'[08:26:14.776 17/05/1995]',0.170,58.041,0.000,0.077
'[08:26:14.778 17/05/1995]',0.169,58.041,0.000,0.077
'[08:26:14.780 17/05/1995]',0.168,58.041,0.000,0.077
'[08:26:14.782 17/05/1995]',0.167,58.041,0.000,0.077
'[08:26:14.784 17/05/1995]',0.167,58.041,0.000,0.048
'[08:26:14.786 17/05/1995]',0.167,58.041,0.000,0.048
'[08:26:14.788 17/05/1995]',0.167,58.041,0.000,0.048
'[08:26:14.790 17/05/1995]',0.167,58.041,0.000,0.048
'[08:26:14.792 17/05/1995]',0.167,58.969,0.000,0.021
'[08:26:14.794 17/05/1995]',0.167,58.969,0.000,0.021
'[08:26:14.796 17/05/1995]',0.167,58.969,0.000,0.021
'[08:26:14.798 17/05/1995]',0.167,58.969,0.000,0.021
'[08:26:14.800 17/05/1995]',0.167,61.443,0.000,-0.005
'[08:26:14.802 17/05/1995]',0.167,61.443,0.000,-0.005
'[08:26:14.804 17/05/1995]',0.166,61.443,0.000,-0.005
'[08:26:14.806 17/05/1995]',0.165,61.443,0.000,-0.005
'[08:26:14.808 17/05/1995]',0.163,65.979,0.000,-0.030
'[08:26:14.810 17/05/1995]',0.160,65.979,0.000,-0.030
'[08:26:14.812 17/05/1995]',0.156,65.979,0.000,-0.030
'[08:26:14.814 17/05/1995]',0.152,65.979,0.000,-0.030
'[08:26:14.816 17/05/1995]',0.149,72.577,0.000,-0.054
'[08:26:14.818 17/05/1995]',0.145,72.577,0.000,-0.054
'[08:26:14.820 17/05/1995]',0.143,72.577,0.000,-0.054
'[08:26:14.822 17/05/1995]',0.141,72.577,0.000,-0.054
'[08:26:14.824 17/05/1995]',0.139,80.928,0.000,-0.079
'[08:26:14.826 17/05/1995]',0.136,80.928,0.000,-0.079
'[08:26:14.828 17/05/1995]',0.131,80.928,0.000,-0.079
'[08:26:14.830 17/05/1995]',0.127,80.928,0.000,-0.079
'[08:26:14.832 17/05/1995]',0.122,90.206,0.000,-0.102
'[08:26:14.834 17/05/1995]',0.118,90.206,0.000,-0.102
'[08:26:14.836 17/05/1995]',0.115,90.206,0.000,-0.102
'[08:26:14.838 17/05/1995]',0.112,90.206,0.000,-0.102
'[08:26:14.840 17/05/1995]',0.109,99.691,0.000,-0.125
'[08:26:14.842 17/05/1995]',0.107,99.691,0.000,-0.125
'[08:26:14.844 17/05/1995]',0.104,99.691,0.000,-0.125
'[08:26:14.846 17/05/1995]',0.101,99.691,0.000,-0.125
'[08:26:14.848 17/05/1995]',0.099,108.763,0.000,-0.146
'[08:26:14.850 17/05/1995]',0.097,108.763,0.000,-0.146
'[08:26:14.852 17/05/1995]',0.096,108.763,0.000,-0.146
'[08:26:14.854 17/05/1995]',0.094,108.763,0.000,-0.146
'[08:26:14.856 17/05/1995]',0.090,117.216,0.000,-0.166
'[08:26:14.858 17/05/1995]',0.086,117.216,0.000,-0.166
'[08:26:14.860 17/05/1995]',0.085,117.216,0.000,-0.166
'[08:26:14.862 17/05/1995]',0.084,117.216,0.000,-0.166
'[08:26:14.864 17/05/1995]',0.082,124.742,0.000,-0.182
'[08:26:14.866 17/05/1995]',0.079,124.742,0.000,-0.182
'[08:26:14.868 17/05/1995]',0.076,124.742,0.000,-0.182
'[08:26:14.870 17/05/1995]',0.073,124.742,0.000,-0.182
'[08:26:14.872 17/05/1995]',0.072,131.237,0.000,-0.198
'[08:26:14.874 17/05/1995]',0.070,131.237,0.000,-0.198
'[08:26:14.876 17/05/1995]',0.069,131.237,0.000,-0.198
'[08:26:14.878 17/05/1995]',0.068,131.237,0.000,-0.198
'[08:26:14.880 17/05/1995]',0.067,136.598,0.000,-0.211
'[08:26:14.882 17/05/1995]',0.066,136.598,0.000,-0.211
'[08:26:14.884 17/05/1995]',0.066,136.598,0.000,-0.211
'[08:26:14.886 17/05/1995]',0.066,136.598,0.000,-0.211
'[08:26:14.888 17/05/1995]',0.065,141.031,0.000,-0.225
'[08:26:14.890 17/05/1995]',0.064,141.031,0.000,-0.225
'[08:26:14.892 17/05/1995]',0.062,141.031,0.000,-0.225
'[08:26:14.894 17/05/1995]',0.061,141.031,0.000,-0.225
'[08:26:14.896 17/05/1995]',0.059,144.433,0.000,-0.237
'[08:26:14.898 17/05/1995]',0.057,144.433,0.000,-0.237
'[08:26:14.900 17/05/1995]',0.054,144.433,0.000,-0.237
'[08:26:14.902 17/05/1995]',0.051,144.433,0.000,-0.237
'[08:26:14.904 17/05/1995]',0.050,147.010,0.000,-0.251
'[08:26:14.906 17/05/1995]',0.048,147.010,0.000,-0.251
'[08:26:14.908 17/05/1995]',0.047,147.010,0.000,-0.251
'[08:26:14.910 17/05/1995]',0.046,147.010,0.000,-0.251
'[08:26:14.912 17/05/1995]',0.047,148.660,0.000,-0.263
'[08:26:14.914 17/05/1995]',0.048,148.660,0.000,-0.263
'[08:26:14.916 17/05/1995]',0.049,148.660,0.000,-0.263
'[08:26:14.918 17/05/1995]',0.050,148.660,0.000,-0.263
'[08:26:14.920 17/05/1995]',0.050,149.485,0.000,-0.273
'[08:26:14.922 17/05/1995]',0.050,149.485,0.000,-0.273
'[08:26:14.924 17/05/1995]',0.050,149.485,0.000,-0.273
'[08:26:14.926 17/05/1995]',0.050,149.485,0.000,-0.273
'[08:26:14.928 17/05/1995]',0.049,149.691,0.000,-0.282
'[08:26:14.930 17/05/1995]',0.048,149.691,0.000,-0.282
'[08:26:14.932 17/05/1995]',0.047,149.691,0.000,-0.282
'[08:26:14.934 17/05/1995]',0.046,149.691,0.000,-0.282
'[08:26:14.936 17/05/1995]',0.046,149.278,0.000,-0.290
'[08:26:14.938 17/05/1995]',0.046,149.278,0.000,-0.290
'[08:26:14.940 17/05/1995]',0.046,149.278,0.000,-0.290
'[08:26:14.942 17/05/1995]',0.046,149.278,0.000,-0.290
'[08:26:14.944 17/05/1995]',0.045,148.247,0.000,-0.298
'[08:26:14.946 17/05/1995]',0.044,148.247,0.000,-0.298
'[08:26:14.948 17/05/1995]',0.042,148.247,0.000,-0.298
'[08:26:14.950 17/05/1995]',0.040,148.247,0.000,-0.298
'[08:26:14.952 17/05/1995]',0.039,146.598,0.000,-0.304
'[08:26:14.954 17/05/1995]',0.039,146.598,0.000,-0.304
'[08:26:14.956 17/05/1995]',0.037,146.598,0.000,-0.304
'[08:26:14.958 17/05/1995]',0.035,146.598,0.000,-0.304
'[08:26:14.960 17/05/1995]',0.033,144.433,0.000,-0.310
'[08:26:14.962 17/05/1995]',0.031,144.433,0.000,-0.310
'[08:26:14.964 17/05/1995]',0.032,144.433,0.000,-0.310
'[08:26:14.966 17/05/1995]',0.033,144.433,0.000,-0.310
'[08:26:14.968 17/05/1995]',0.033,141.856,0.000,-0.315
'[08:26:14.970 17/05/1995]',0.033,141.856,0.000,-0.315
'[08:26:14.972 17/05/1995]',0.034,141.856,0.000,-0.315
'[08:26:14.974 17/05/1995]',0.035,141.856,0.000,-0.315
'[08:26:14.976 17/05/1995]',0.037,138.969,0.000,-0.320
'[08:26:14.978 17/05/1995]',0.039,138.969,0.000,-0.320
'[08:26:14.980 17/05/1995]',0.040,138.969,0.000,-0.320
'[08:26:14.982 17/05/1995]',0.042,138.969,0.000,-0.320
'[08:26:14.984 17/05/1995]',0.044,135.567,0.000,-0.324
'[08:26:14.986 17/05/1995]',0.046,135.567,0.000,-0.324
'[08:26:14.988 17/05/1995]',0.047,135.567,0.000,-0.324
'[08:26:14.990 17/05/1995]',0.048,135.567,0.000,-0.324
'[08:26:14.992 17/05/1995]',0.047,131.649,0.000,-0.327
'[08:26:14.994 17/05/1995]',0.046,131.649,0.000,-0.327
'[08:26:14.996 17/05/1995]',0.047,131.649,0.000,-0.327
'[08:26:14.998 17/05/1995]',0.048,131.649,0.000,-0.327
'[08:26:15.000 17/05/1995]',0.050,127.320,0.000,-0.331
'[08:26:15.002 17/05/1995]',0.051,127.320,0.000,-0.331
'[08:26:15.004 17/05/1995]',0.052,127.320,0.000,-0.331
'[08:26:15.006 17/05/1995]',0.053,127.320,0.000,-0.331
'[08:26:15.008 17/05/1995]',0.054,122.577,0.000,-0.333
'[08:26:15.010 17/05/1995]',0.055,122.577,0.000,-0.333
'[08:26:15.012 17/05/1995]',0.057,122.577,0.000,-0.333
'[08:26:15.014 17/05/1995]',0.059,122.577,0.000,-0.333
'[08:26:15.016 17/05/1995]',0.061,117.423,0.000,-0.335
'[08:26:15.018 17/05/1995]',0.062,117.423,0.000,-0.335
'[08:26:15.020 17/05/1995]',0.064,117.423,0.000,-0.335
'[08:26:15.022 17/05/1995]',0.066,117.423,0.000,-0.335
'[08:26:15.024 17/05/1995]',0.065,112.062,0.000,-0.336
'[08:26:15.026 17/05/1995]',0.064,112.062,0.000,-0.336
'[08:26:15.028 17/05/1995]',0.063,112.062,0.000,-0.336
'[08:26:15.030 17/05/1995]',0.062,112.062,0.000,-0.336
'[08:26:15.032 17/05/1995]',0.063,106.804,0.000,-0.337
'[08:26:15.034 17/05/1995]',0.064,106.804,0.000,-0.337
'[08:26:15.036 17/05/1995]',0.065,106.804,0.000,-0.337
'[08:26:15.038 17/05/1995]',0.066,106.804,0.000,-0.337
'[08:26:15.040 17/05/1995]',0.066,101.856,0.000,-0.337
'[08:26:15.042 17/05/1995]',0.066,101.856,0.000,-0.337
'[08:26:15.044 17/05/1995]',0.065,101.856,0.000,-0.337
'[08:26:15.046 17/05/1995]',0.064,101.856,0.000,-0.337
'[08:26:15.048 17/05/1995]',0.062,97.320,0.000,-0.337
'[08:26:15.050 17/05/1995]',0.059,97.320,0.000,-0.337
'[08:26:15.052 17/05/1995]',0.056,97.320,0.000,-0.337
'[08:26:15.054 17/05/1995]',0.053,97.320,0.000,-0.337
'[08:26:15.056 17/05/1995]',0.052,93.196,0.000,-0.337
'[08:26:15.058 17/05/1995]',0.051,93.196,0.000,-0.337
'[08:26:15.060 17/05/1995]',0.050,93.196,0.000,-0.337
'[08:26:15.062 17/05/1995]',0.048,93.196,0.000,-0.337
'[08:26:15.064 17/05/1995]',0.047,89.588,0.000,-0.338
'[08:26:15.066 17/05/1995]',0.046,89.588,0.000,-0.338
'[08:26:15.068 17/05/1995]',0.046,89.588,0.000,-0.338
'[08:26:15.070 17/05/1995]',0.046,89.588,0.000,-0.338
'[08:26:15.072 17/05/1995]',0.046,86.598,0.000,-0.338
'[08:26:15.074 17/05/1995]',0.046,86.598,0.000,-0.338
'[08:26:15.076 17/05/1995]',0.046,86.598,0.000,-0.338
'[08:26:15.078 17/05/1995]',0.046,86.598,0.000,-0.338
'[08:26:15.080 17/05/1995]',0.046,83.918,0.000,-0.340
'[08:26:15.082 17/05/1995]',0.046,83.918,0.000,-0.340
'[08:26:15.084 17/05/1995]',0.046,83.918,0.000,-0.340
'[08:26:15.086 17/05/1995]',0.046,83.918,0.000,-0.340
'[08:26:15.088 17/05/1995]',0.046,81.856,0.000,-0.342
'[08:26:15.090 17/05/1995]',0.046,81.856,0.000,-0.342
'[08:26:15.092 17/05/1995]',0.045,81.856,0.000,-0.342
'[08:26:15.094 17/05/1995]',0.044,81.856,0.000,-0.342
'[08:26:15.096 17/05/1995]',0.042,80.000,0.000,-0.344
'[08:26:15.098 17/05/1995]',0.040,80.000,0.000,-0.344
'[08:26:15.100 17/05/1995]',0.039,80.000,0.000,-0.344
'[08:26:15.102 17/05/1995]',0.039,80.000,0.000,-0.344
'[08:26:15.104 17/05/1995]',0.037,78.557,0.000,-0.346
'[08:26:15.106 17/05/1995]',0.035,78.557,0.000,-0.346
'[08:26:15.108 17/05/1995]',0.032,78.557,0.000,-0.346
'[08:26:15.110 17/05/1995]',0.029,78.557,0.000,-0.346
'[08:26:15.112 17/05/1995]',0.028,77.423,0.000,-0.348
'[08:26:15.114 17/05/1995]',0.028,77.423,0.000,-0.348
'[08:26:15.116 17/05/1995]',0.027,77.423,0.000,-0.348
'[08:26:15.118 17/05/1995]',0.026,77.423,0.000,-0.348
'[08:26:15.120 17/05/1995]',0.026,76.495,0.000,-0.350
'[08:26:15.122 17/05/1995]',0.026,76.495,0.000,-0.350
'[08:26:15.124 17/05/1995]',0.025,76.495,0.000,-0.350
'[08:26:15.126 17/05/1995]',0.024,76.495,0.000,-0.350
'[08:26:15.128 17/05/1995]',0.020,75.670,0.000,-0.352
'[08:26:15.130 17/05/1995]',0.017,75.670,0.000,-0.352
'[08:26:15.132 17/05/1995]',0.010,75.670,0.000,-0.352
'[08:26:15.134 17/05/1995]',0.004,75.670,0.000,-0.352
'[08:26:15.136 17/05/1995]',-0.005,74.948,0.000,-0.354
'[08:26:15.138 17/05/1995]',-0.013,74.948,0.000,-0.354
'[08:26:15.140 17/05/1995]',-0.021,74.948,0.000,-0.354
'[08:26:15.142 17/05/1995]',-0.029,74.948,0.000,-0.354
'[08:26:15.144 17/05/1995]',-0.037,74.433,0.000,-0.355
'[08:26:15.146 17/05/1995]',-0.044,74.433,0.000,-0.355
'[08:26:15.148 17/05/1995]',-0.046,74.433,0.000,-0.355
'[08:26:15.150 17/05/1995]',-0.048,74.433,0.000,-0.355
'[08:26:15.152 17/05/1995]',-0.048,73.918,0.000,-0.357
'[08:26:15.154 17/05/1995]',-0.048,73.918,0.000,-0.357
'[08:26:15.156 17/05/1995]',-0.048,73.918,0.000,-0.357
'[08:26:15.158 17/05/1995]',-0.048,73.918,0.000,-0.357
'[08:26:15.160 17/05/1995]',-0.046,73.402,0.000,-0.358
'[08:26:15.162 17/05/1995]',-0.044,73.402,0.000,-0.358
'[08:26:15.164 17/05/1995]',-0.039,73.402,0.000,-0.358
'[08:26:15.166 17/05/1995]',-0.033,73.402,0.000,-0.358
'[08:26:15.168 17/05/1995]',-0.025,72.887,0.000,-0.359
'[08:26:15.170 17/05/1995]',-0.017,72.887,0.000,-0.359
'[08:26:15.172 17/05/1995]',-0.009,72.887,0.000,-0.359
'[08:26:15.174 17/05/1995]',-0.002,72.887,0.000,-0.359
'[08:26:15.176 17/05/1995]',0.006,72.474,0.000,-0.360
'[08:26:15.178 17/05/1995]',0.015,72.474,0.000,-0.360
'[08:26:15.180 17/05/1995]',0.021,72.474,0.000,-0.360
'[08:26:15.182 17/05/1995]',0.028,72.474,0.000,-0.360
'[08:26:15.184 17/05/1995]',0.033,71.959,0.000,-0.361
'[08:26:15.186 17/05/1995]',0.039,71.959,0.000,-0.361
'[08:26:15.188 17/05/1995]',0.043,71.959,0.000,-0.361
'[08:26:15.190 17/05/1995]',0.048,71.959,0.000,-0.361
'[08:26:15.192 17/05/1995]',0.051,71.546,0.000,-0.362
'[08:26:15.194 17/05/1995]',0.055,71.546,0.000,-0.362
'[08:26:15.196 17/05/1995]',0.058,71.546,0.000,-0.362
'[08:26:15.198 17/05/1995]',0.061,71.546,0.000,-0.362
'[08:26:15.200 17/05/1995]',0.063,71.031,0.000,-0.363
'[08:26:15.202 17/05/1995]',0.066,71.031,0.000,-0.363
'[08:26:15.204 17/05/1995]',0.066,71.031,0.000,-0.363
'[08:26:15.206 17/05/1995]',0.066,71.031,0.000,-0.363
'[08:26:15.208 17/05/1995]',0.067,70.515,0.000,-0.363
'[08:26:15.210 17/05/1995]',0.068,70.515,0.000,-0.363
'[08:26:15.212 17/05/1995]',0.071,70.515,0.000,-0.363
'[08:26:15.214 17/05/1995]',0.073,70.515,0.000,-0.363
'[08:26:15.216 17/05/1995]',0.073,70.000,0.000,-0.362
'[08:26:15.218 17/05/1995]',0.073,70.000,0.000,-0.362
'[08:26:15.220 17/05/1995]',0.073,70.000,0.000,-0.362
'[08:26:15.222 17/05/1995]',0.073,70.000,0.000,-0.362
'[08:26:15.224 17/05/1995]',0.074,69.485,0.000,-0.361
'[08:26:15.226 17/05/1995]',0.075,69.485,0.000,-0.361
'[08:26:15.228 17/05/1995]',0.077,69.485,0.000,-0.361
'[08:26:15.230 17/05/1995]',0.079,69.485,0.000,-0.361
'[08:26:15.232 17/05/1995]',0.081,68.969,0.000,-0.360
'[08:26:15.234 17/05/1995]',0.083,68.969,0.000,-0.360
'[08:26:15.236 17/05/1995]',0.085,68.969,0.000,-0.360
'[08:26:15.238 17/05/1995]',0.088,68.969,0.000,-0.360
'[08:26:15.240 17/05/1995]',0.091,68.454,0.000,-0.358
'[08:26:15.242 17/05/1995]',0.094,68.454,0.000,-0.358
'[08:26:15.244 17/05/1995]',0.100,68.454,0.000,-0.358
'[08:26:15.246 17/05/1995]',0.107,68.454,0.000,-0.358
'[08:26:15.248 17/05/1995]',0.113,67.938,0.000,-0.356
'[08:26:15.250 17/05/1995]',0.119,67.938,0.000,-0.356
'[08:26:15.252 17/05/1995]',0.122,67.938,0.000,-0.356
'[08:26:15.254 17/05/1995]',0.125,67.938,0.000,-0.356
'[08:26:15.256 17/05/1995]',0.110,67.423,0.000,-0.354
'[08:26:15.258 17/05/1995]',0.096,67.423,0.000,-0.354
'[08:26:15.260 17/05/1995]',0.054,67.423,0.000,-0.354
'[08:26:15.262 17/05/1995]',0.013,67.423,0.000,-0.354
'[08:26:15.264 17/05/1995]',-0.064,66.907,0.000,-0.351
'[08:26:15.266 17/05/1995]',-0.141,66.907,0.000,-0.351
'[08:26:15.268 17/05/1995]',-0.255,66.907,0.000,-0.351
'[08:26:15.270 17/05/1995]',-0.369,66.907,0.000,-0.351
'[08:26:15.272 17/05/1995]',-0.507,66.392,0.000,-0.349
'[08:26:15.274 17/05/1995]',-0.645,66.392,0.000,-0.349
'[08:26:15.276 17/05/1995]',-0.781,66.392,0.000,-0.349
'[08:26:15.278 17/05/1995]',-0.916,66.392,0.000,-0.349
'[08:26:15.280 17/05/1995]',-1.018,65.876,0.000,-0.346
'[08:26:15.282 17/05/1995]',-1.120,65.876,0.000,-0.346
'[08:26:15.284 17/05/1995]',-1.157,65.876,0.000,-0.346
'[08:26:15.286 17/05/1995]',-1.194,65.876,0.000,-0.346
'[08:26:15.288 17/05/1995]',-1.155,65.361,0.000,-0.343
'[08:26:15.290 17/05/1995]',-1.117,65.361,0.000,-0.343
'[08:26:15.292 17/05/1995]',-1.020,65.361,0.000,-0.343
'[08:26:15.294 17/05/1995]',-0.924,65.361,0.000,-0.343
'[08:26:15.296 17/05/1995]',-0.799,64.948,0.000,-0.339
'[08:26:15.298 17/05/1995]',-0.674,64.948,0.000,-0.339
'[08:26:15.300 17/05/1995]',-0.554,64.948,0.000,-0.339
'[08:26:15.302 17/05/1995]',-0.433,64.948,0.000,-0.339
'[08:26:15.304 17/05/1995]',-0.336,64.433,0.000,-0.334
'[08:26:15.306 17/05/1995]',-0.239,64.433,0.000,-0.334
'[08:26:15.308 17/05/1995]',-0.167,64.433,0.000,-0.334
'[08:26:15.310 17/05/1995]',-0.096,64.433,0.000,-0.334
'[08:26:15.312 17/05/1995]',-0.044,64.021,0.000,-0.328
'[08:26:15.314 17/05/1995]',0.007,64.021,0.000,-0.328
'[08:26:15.316 17/05/1995]',0.045,64.021,0.000,-0.328
'[08:26:15.318 17/05/1995]',0.083,64.021,0.000,-0.328
'[08:26:15.320 17/05/1995]',0.109,63.608,0.000,-0.321
'[08:26:15.322 17/05/1995]',0.136,63.608,0.000,-0.321
'[08:26:15.324 17/05/1995]',0.152,63.608,0.000,-0.321
'[08:26:15.326 17/05/1995]',0.167,63.608,0.000,-0.321
'[08:26:15.328 17/05/1995]',0.175,63.196,0.000,-0.315
'[08:26:15.330 17/05/1995]',0.184,63.196,0.000,-0.315
'[08:26:15.332 17/05/1995]',0.188,63.196,0.000,-0.315
'[08:26:15.334 17/05/1995]',0.193,63.196,0.000,-0.315
'[08:26:15.336 17/05/1995]',0.197,62.784,0.000,-0.312
'[08:26:15.338 17/05/1995]',0.200,62.784,0.000,-0.312
'[08:26:15.340 17/05/1995]',0.202,62.784,0.000,-0.312
'[08:26:15.342 17/05/1995]',0.204,62.784,0.000,-0.312
'[08:26:15.344 17/05/1995]',0.205,62.165,0.000,-0.312
'[08:26:15.346 17/05/1995]',0.206,62.165,0.000,-0.312
'[08:26:15.348 17/05/1995]',0.207,62.165,0.000,-0.312
'[08:26:15.350 17/05/1995]',0.208,62.165,0.000,-0.312
'[08:26:15.352 17/05/1995]',0.208,61.649,0.000,-0.316
'[08:26:15.354 17/05/1995]',0.209,61.649,0.000,-0.316
'[08:26:15.356 17/05/1995]',0.208,61.649,0.000,-0.316
'[08:26:15.358 17/05/1995]',0.208,61.649,0.000,-0.316
'[08:26:15.360 17/05/1995]',0.207,61.031,0.000,-0.322
'[08:26:15.362 17/05/1995]',0.206,61.031,0.000,-0.322
'[08:26:15.364 17/05/1995]',0.204,61.031,0.000,-0.322
'[08:26:15.366 17/05/1995]',0.202,61.031,0.000,-0.322
'[08:26:15.368 17/05/1995]',0.200,60.412,0.000,-0.332
'[08:26:15.370 17/05/1995]',0.198,60.412,0.000,-0.332
'[08:26:15.372 17/05/1995]',0.196,60.412,0.000,-0.332
'[08:26:15.374 17/05/1995]',0.193,60.412,0.000,-0.332
'[08:26:15.376 17/05/1995]',0.191,59.897,0.000,-0.344
'[08:26:15.378 17/05/1995]',0.189,59.897,0.000,-0.344
'[08:26:15.380 17/05/1995]',0.187,59.897,0.000,-0.344
'[08:26:15.382 17/05/1995]',0.185,59.897,0.000,-0.344
'[08:26:15.384 17/05/1995]',0.186,59.381,0.000,-0.360
'[08:26:15.386 17/05/1995]',0.187,59.381,0.000,-0.360
'[08:26:15.388 17/05/1995]',0.186,59.381,0.000,-0.360
'[08:26:15.390 17/05/1995]',0.185,59.381,0.000,-0.360
'[08:26:15.392 17/05/1995]',0.184,58.763,0.000,-0.379
'[08:26:15.394 17/05/1995]',0.182,58.763,0.000,-0.379
'[08:26:15.396 17/05/1995]',0.180,58.763,0.000,-0.379
