'Time and date','III','MCL1'
'[09:32:48.402 04/12/1995]',-0.043,0.003
'[09:32:48.404 04/12/1995]',-0.042,0.003
'[09:32:48.406 04/12/1995]',-0.040,0.003
'[09:32:48.408 04/12/1995]',-0.040,0.003
'[09:32:48.410 04/12/1995]',-0.039,0.003
'[09:32:48.412 04/12/1995]',-0.039,0.003
'[09:32:48.414 04/12/1995]',-0.038,0.003
'[09:32:48.416 04/12/1995]',-0.038,0.003
'[09:32:48.418 04/12/1995]',-0.037,0.003
'[09:32:48.420 04/12/1995]',-0.035,0.003
'[09:32:48.422 04/12/1995]',-0.033,0.003
'[09:32:48.424 04/12/1995]',-0.030,0.003
'[09:32:48.426 04/12/1995]',-0.027,0.003
'[09:32:48.428 04/12/1995]',-0.022,0.003
'[09:32:48.430 04/12/1995]',-0.018,0.035
'[09:32:48.432 04/12/1995]',-0.014,0.035
'[09:32:48.434 04/12/1995]',-0.010,0.035
'[09:32:48.436 04/12/1995]',-0.008,0.035
'[09:32:48.438 04/12/1995]',-0.006,0.035
'[09:32:48.440 04/12/1995]',-0.006,0.035
'[09:32:48.442 04/12/1995]',-0.006,0.035
'[09:32:48.444 04/12/1995]',-0.006,0.003
'[09:32:48.446 04/12/1995]',-0.007,0.003
'[09:32:48.448 04/12/1995]',-0.008,0.003
'[09:32:48.450 04/12/1995]',-0.009,0.003
'[09:32:48.452 04/12/1995]',-0.009,-0.030
'[09:32:48.454 04/12/1995]',-0.009,-0.030
'[09:32:48.456 04/12/1995]',-0.010,-0.030
'[09:32:48.458 04/12/1995]',-0.010,-0.030
'[09:32:48.460 04/12/1995]',-0.009,-0.030
'[09:32:48.462 04/12/1995]',-0.009,-0.030
'[09:32:48.464 04/12/1995]',-0.007,-0.030
'[09:32:48.466 04/12/1995]',-0.006,-0.030
'[09:32:48.468 04/12/1995]',-0.005,-0.030
'[09:32:48.470 04/12/1995]',-0.005,0.003
'[09:32:48.472 04/12/1995]',-0.005,-0.030
'[09:32:48.474 04/12/1995]',-0.005,-0.030
'[09:32:48.476 04/12/1995]',-0.008,-0.030
'[09:32:48.478 04/12/1995]',-0.010,0.003
'[09:32:48.480 04/12/1995]',-0.014,0.003
'[09:32:48.482 04/12/1995]',-0.018,0.003
'[09:32:48.484 04/12/1995]',-0.022,0.003
'[09:32:48.486 04/12/1995]',-0.025,0.003
'[09:32:48.488 04/12/1995]',-0.027,0.003
'[09:32:48.490 04/12/1995]',-0.028,0.003
'[09:32:48.492 04/12/1995]',-0.028,0.003
'[09:32:48.494 04/12/1995]',-0.028,0.003
'[09:32:48.496 04/12/1995]',-0.027,0.003
'[09:32:48.498 04/12/1995]',-0.025,0.003
'[09:32:48.500 04/12/1995]',-0.023,0.003
'[09:32:48.502 04/12/1995]',-0.021,0.003
'[09:32:48.504 04/12/1995]',-0.020,0.003
'[09:32:48.506 04/12/1995]',-0.019,0.003
'[09:32:48.508 04/12/1995]',-0.019,0.003
'[09:32:48.510 04/12/1995]',-0.018,0.003
'[09:32:48.512 04/12/1995]',-0.019,0.003
'[09:32:48.514 04/12/1995]',-0.021,0.003
'[09:32:48.516 04/12/1995]',-0.024,0.003
'[09:32:48.518 04/12/1995]',-0.028,0.003
'[09:32:48.520 04/12/1995]',-0.032,0.003
'[09:32:48.522 04/12/1995]',-0.035,0.003
'[09:32:48.524 04/12/1995]',-0.037,0.003
'[09:32:48.526 04/12/1995]',-0.039,0.003
'[09:32:48.528 04/12/1995]',-0.038,0.003
'[09:32:48.530 04/12/1995]',-0.037,-0.030
'[09:32:48.532 04/12/1995]',-0.035,-0.030
'[09:32:48.534 04/12/1995]',-0.033,-0.030
'[09:32:48.536 04/12/1995]',-0.031,0.003
'[09:32:48.538 04/12/1995]',-0.028,0.003
'[09:32:48.540 04/12/1995]',-0.027,0.003
'[09:32:48.542 04/12/1995]',-0.025,0.003
'[09:32:48.544 04/12/1995]',-0.026,-0.030
'[09:32:48.546 04/12/1995]',-0.027,-0.030
'[09:32:48.548 04/12/1995]',-0.029,-0.030
'[09:32:48.550 04/12/1995]',-0.031,0.003
'[09:32:48.552 04/12/1995]',-0.032,0.003
'[09:32:48.554 04/12/1995]',-0.034,0.003
'[09:32:48.556 04/12/1995]',-0.034,0.003
'[09:32:48.558 04/12/1995]',-0.034,0.003
'[09:32:48.560 04/12/1995]',-0.032,0.003
'[09:32:48.562 04/12/1995]',-0.030,-0.030
'[09:32:48.564 04/12/1995]',-0.027,-0.030
'[09:32:48.566 04/12/1995]',-0.024,-0.030
'[09:32:48.568 04/12/1995]',-0.022,-0.030
'[09:32:48.570 04/12/1995]',-0.021,-0.030
'[09:32:48.572 04/12/1995]',-0.022,-0.030
'[09:32:48.574 04/12/1995]',-0.022,-0.030
'[09:32:48.576 04/12/1995]',-0.022,-0.030
'[09:32:48.578 04/12/1995]',-0.022,-0.030
'[09:32:48.580 04/12/1995]',-0.017,-0.030
'[09:32:48.582 04/12/1995]',-0.012,-0.030
'[09:32:48.584 04/12/1995]',0.003,-0.030
'[09:32:48.586 04/12/1995]',0.018,-0.030
'[09:32:48.588 04/12/1995]',0.044,-0.030
'[09:32:48.590 04/12/1995]',0.070,-0.030
'[09:32:48.592 04/12/1995]',0.103,-0.064
'[09:32:48.594 04/12/1995]',0.135,-0.064
'[09:32:48.596 04/12/1995]',0.168,-0.097
'[09:32:48.598 04/12/1995]',0.202,-0.164
'[09:32:48.600 04/12/1995]',0.234,-0.198
'[09:32:48.602 04/12/1995]',0.265,-0.265
'[09:32:48.604 04/12/1995]',0.290,-0.332
'[09:32:48.606 04/12/1995]',0.314,-0.466
'[09:32:48.608 04/12/1995]',0.329,-0.598
'[09:32:48.610 04/12/1995]',0.344,-0.766
'[09:32:48.612 04/12/1995]',0.348,-0.900
'[09:32:48.614 04/12/1995]',0.353,-1.032
'[09:32:48.616 04/12/1995]',0.347,-1.132
'[09:32:48.618 04/12/1995]',0.342,-1.233
'[09:32:48.620 04/12/1995]',0.332,-1.367
'[09:32:48.622 04/12/1995]',0.322,-1.400
'[09:32:48.624 04/12/1995]',0.313,-1.432
'[09:32:48.626 04/12/1995]',0.305,-1.432
'[09:32:48.628 04/12/1995]',0.301,-1.432
'[09:32:48.630 04/12/1995]',0.298,-1.400
'[09:32:48.632 04/12/1995]',0.301,-1.367
'[09:32:48.634 04/12/1995]',0.305,-1.333
'[09:32:48.636 04/12/1995]',0.314,-1.300
'[09:32:48.638 04/12/1995]',0.323,-1.233
'[09:32:48.640 04/12/1995]',0.337,-1.166
'[09:32:48.642 04/12/1995]',0.352,-1.099
'[09:32:48.644 04/12/1995]',0.367,-0.998
'[09:32:48.646 04/12/1995]',0.382,-0.900
'[09:32:48.648 04/12/1995]',0.390,-0.799
'[09:32:48.650 04/12/1995]',0.399,-0.665
'[09:32:48.652 04/12/1995]',0.394,-0.531
'[09:32:48.654 04/12/1995]',0.389,-0.432
'[09:32:48.656 04/12/1995]',0.368,-0.332
'[09:32:48.658 04/12/1995]',0.346,-0.265
'[09:32:48.660 04/12/1995]',0.312,-0.198
'[09:32:48.662 04/12/1995]',0.278,-0.164
'[09:32:48.664 04/12/1995]',0.239,-0.097
'[09:32:48.666 04/12/1995]',0.200,-0.030
'[09:32:48.668 04/12/1995]',0.162,0.003
'[09:32:48.670 04/12/1995]',0.125,0.035
'[09:32:48.672 04/12/1995]',0.094,0.068
'[09:32:48.674 04/12/1995]',0.063,0.102
'[09:32:48.676 04/12/1995]',0.040,0.102
'[09:32:48.678 04/12/1995]',0.017,0.135
'[09:32:48.680 04/12/1995]',0.001,0.169
'[09:32:48.682 04/12/1995]',-0.015,0.169
'[09:32:48.684 04/12/1995]',-0.026,0.202
'[09:32:48.686 04/12/1995]',-0.037,0.202
'[09:32:48.688 04/12/1995]',-0.043,0.236
'[09:32:48.690 04/12/1995]',-0.050,0.236
'[09:32:48.692 04/12/1995]',-0.053,0.236
'[09:32:48.694 04/12/1995]',-0.056,0.236
'[09:32:48.696 04/12/1995]',-0.058,0.236
'[09:32:48.698 04/12/1995]',-0.059,0.236
'[09:32:48.700 04/12/1995]',-0.060,0.269
'[09:32:48.702 04/12/1995]',-0.061,0.269
'[09:32:48.704 04/12/1995]',-0.063,0.269
'[09:32:48.706 04/12/1995]',-0.064,0.269
'[09:32:48.708 04/12/1995]',-0.066,0.269
'[09:32:48.710 04/12/1995]',-0.067,0.269
'[09:32:48.712 04/12/1995]',-0.068,0.269
'[09:32:48.714 04/12/1995]',-0.069,0.269
'[09:32:48.716 04/12/1995]',-0.069,0.269
'[09:32:48.718 04/12/1995]',-0.069,0.269
'[09:32:48.720 04/12/1995]',-0.066,0.269
'[09:32:48.722 04/12/1995]',-0.064,0.269
'[09:32:48.724 04/12/1995]',-0.061,0.269
'[09:32:48.726 04/12/1995]',-0.058,0.269
'[09:32:48.728 04/12/1995]',-0.055,0.269
'[09:32:48.730 04/12/1995]',-0.051,0.269
'[09:32:48.732 04/12/1995]',-0.048,0.269
'[09:32:48.734 04/12/1995]',-0.044,0.303
'[09:32:48.736 04/12/1995]',-0.043,0.303
'[09:32:48.738 04/12/1995]',-0.041,0.269
'[09:32:48.740 04/12/1995]',-0.041,0.269
'[09:32:48.742 04/12/1995]',-0.041,0.269
'[09:32:48.744 04/12/1995]',-0.041,0.269
'[09:32:48.746 04/12/1995]',-0.041,0.269
'[09:32:48.748 04/12/1995]',-0.042,0.303
'[09:32:48.750 04/12/1995]',-0.042,0.303
'[09:32:48.752 04/12/1995]',-0.042,0.303
'[09:32:48.754 04/12/1995]',-0.043,0.303
'[09:32:48.756 04/12/1995]',-0.042,0.303
'[09:32:48.758 04/12/1995]',-0.042,0.303
'[09:32:48.760 04/12/1995]',-0.041,0.303
'[09:32:48.762 04/12/1995]',-0.040,0.303
'[09:32:48.764 04/12/1995]',-0.040,0.303
'[09:32:48.766 04/12/1995]',-0.039,0.303
'[09:32:48.768 04/12/1995]',-0.037,0.303
'[09:32:48.770 04/12/1995]',-0.035,0.303
'[09:32:48.772 04/12/1995]',-0.031,0.336
'[09:32:48.774 04/12/1995]',-0.027,0.336
'[09:32:48.776 04/12/1995]',-0.023,0.336
'[09:32:48.778 04/12/1995]',-0.018,0.336
'[09:32:48.780 04/12/1995]',-0.015,0.336
'[09:32:48.782 04/12/1995]',-0.012,0.336
'[09:32:48.784 04/12/1995]',-0.012,0.336
'[09:32:48.786 04/12/1995]',-0.011,0.336
'[09:32:48.788 04/12/1995]',-0.013,0.336
'[09:32:48.790 04/12/1995]',-0.014,0.336
'[09:32:48.792 04/12/1995]',-0.017,0.336
'[09:32:48.794 04/12/1995]',-0.019,0.336
'[09:32:48.796 04/12/1995]',-0.020,0.336
'[09:32:48.798 04/12/1995]',-0.021,0.336
'[09:32:48.800 04/12/1995]',-0.020,0.370
'[09:32:48.802 04/12/1995]',-0.019,0.370
'[09:32:48.804 04/12/1995]',-0.017,0.336
'[09:32:48.806 04/12/1995]',-0.015,0.336
'[09:32:48.808 04/12/1995]',-0.012,0.336
'[09:32:48.810 04/12/1995]',-0.010,0.336
'[09:32:48.812 04/12/1995]',-0.008,0.336
'[09:32:48.814 04/12/1995]',-0.006,0.336
'[09:32:48.816 04/12/1995]',-0.006,0.336
'[09:32:48.818 04/12/1995]',-0.005,0.336
'[09:32:48.820 04/12/1995]',-0.005,0.336
'[09:32:48.822 04/12/1995]',-0.005,0.336
'[09:32:48.824 04/12/1995]',-0.004,0.303
'[09:32:48.826 04/12/1995]',-0.004,0.303
'[09:32:48.828 04/12/1995]',-0.003,0.303
'[09:32:48.830 04/12/1995]',-0.003,0.303
'[09:32:48.832 04/12/1995]',-0.003,0.303
'[09:32:48.834 04/12/1995]',-0.004,0.303
'[09:32:48.836 04/12/1995]',-0.003,0.269
'[09:32:48.838 04/12/1995]',-0.003,0.269
'[09:32:48.840 04/12/1995]',-0.002,0.269
'[09:32:48.842 04/12/1995]',-0.001,0.236
'[09:32:48.844 04/12/1995]',0.000,0.236
'[09:32:48.846 04/12/1995]',0.001,0.236
'[09:32:48.848 04/12/1995]',0.002,0.202
'[09:32:48.850 04/12/1995]',0.002,0.236
'[09:32:48.852 04/12/1995]',0.002,0.202
'[09:32:48.854 04/12/1995]',0.001,0.202
'[09:32:48.856 04/12/1995]',0.000,0.202
'[09:32:48.858 04/12/1995]',-0.001,0.169
'[09:32:48.860 04/12/1995]',-0.001,0.169
'[09:32:48.862 04/12/1995]',-0.002,0.169
'[09:32:48.864 04/12/1995]',-0.002,0.169
'[09:32:48.866 04/12/1995]',-0.002,0.135
'[09:32:48.868 04/12/1995]',-0.002,0.135
'[09:32:48.870 04/12/1995]',-0.002,0.102
'[09:32:48.872 04/12/1995]',-0.002,0.102
'[09:32:48.874 04/12/1995]',-0.002,0.102
'[09:32:48.876 04/12/1995]',-0.003,0.102
'[09:32:48.878 04/12/1995]',-0.005,0.068
'[09:32:48.880 04/12/1995]',-0.007,0.068
'[09:32:48.882 04/12/1995]',-0.010,0.068
'[09:32:48.884 04/12/1995]',-0.011,0.068
'[09:32:48.886 04/12/1995]',-0.012,0.068
'[09:32:48.888 04/12/1995]',-0.012,0.068
'[09:32:48.890 04/12/1995]',-0.011,0.068
'[09:32:48.892 04/12/1995]',-0.010,0.035
'[09:32:48.894 04/12/1995]',-0.008,0.035
'[09:32:48.896 04/12/1995]',-0.008,0.035
'[09:32:48.898 04/12/1995]',-0.007,0.003
'[09:32:48.900 04/12/1995]',-0.009,0.035
'[09:32:48.902 04/12/1995]',-0.010,0.035
'[09:32:48.904 04/12/1995]',-0.013,0.035
'[09:32:48.906 04/12/1995]',-0.017,0.003
'[09:32:48.908 04/12/1995]',-0.020,0.003
'[09:32:48.910 04/12/1995]',-0.023,0.003
'[09:32:48.912 04/12/1995]',-0.023,0.003
'[09:32:48.914 04/12/1995]',-0.024,0.003
'[09:32:48.916 04/12/1995]',-0.021,0.003
'[09:32:48.918 04/12/1995]',-0.018,0.003
'[09:32:48.920 04/12/1995]',-0.014,0.003
'[09:32:48.922 04/12/1995]',-0.010,0.003
'[09:32:48.924 04/12/1995]',-0.008,0.003
'[09:32:48.926 04/12/1995]',-0.006,0.003
'[09:32:48.928 04/12/1995]',-0.007,0.003
'[09:32:48.930 04/12/1995]',-0.009,0.003
'[09:32:48.932 04/12/1995]',-0.013,0.003
'[09:32:48.934 04/12/1995]',-0.017,0.003
'[09:32:48.936 04/12/1995]',-0.021,0.035
'[09:32:48.938 04/12/1995]',-0.024,0.003
'[09:32:48.940 04/12/1995]',-0.025,0.003
'[09:32:48.942 04/12/1995]',-0.025,0.003
'[09:32:48.944 04/12/1995]',-0.024,0.003
'[09:32:48.946 04/12/1995]',-0.022,0.003
'[09:32:48.948 04/12/1995]',-0.020,0.003
'[09:32:48.950 04/12/1995]',-0.019,0.003
'[09:32:48.952 04/12/1995]',-0.019,0.003
'[09:32:48.954 04/12/1995]',-0.018,0.003
'[09:32:48.956 04/12/1995]',-0.019,0.003
'[09:32:48.958 04/12/1995]',-0.019,0.003
'[09:32:48.960 04/12/1995]',-0.020,0.003
'[09:32:48.962 04/12/1995]',-0.021,0.003
'[09:32:48.964 04/12/1995]',-0.022,0.003
'[09:32:48.966 04/12/1995]',-0.022,0.003
'[09:32:48.968 04/12/1995]',-0.025,0.003
'[09:32:48.970 04/12/1995]',-0.027,0.035
'[09:32:48.972 04/12/1995]',-0.029,0.035
'[09:32:48.974 04/12/1995]',-0.031,0.035
'[09:32:48.976 04/12/1995]',-0.032,0.003
'[09:32:48.978 04/12/1995]',-0.033,0.003
'[09:32:48.980 04/12/1995]',-0.032,0.003
'[09:32:48.982 04/12/1995]',-0.032,0.003
'[09:32:48.984 04/12/1995]',-0.030,0.035
'[09:32:48.986 04/12/1995]',-0.028,0.035
'[09:32:48.988 04/12/1995]',-0.025,0.035
'[09:32:48.990 04/12/1995]',-0.023,0.035
'[09:32:48.992 04/12/1995]',-0.022,0.035
'[09:32:48.994 04/12/1995]',-0.020,0.003
'[09:32:48.996 04/12/1995]',-0.020,0.003
'[09:32:48.998 04/12/1995]',-0.020,0.003
'[09:32:49.000 04/12/1995]',-0.022,0.003
'[09:32:49.002 04/12/1995]',-0.023,0.035
'[09:32:49.004 04/12/1995]',-0.025,0.035
'[09:32:49.006 04/12/1995]',-0.028,0.035
'[09:32:49.008 04/12/1995]',-0.029,0.003
'[09:32:49.010 04/12/1995]',-0.031,0.003
'[09:32:49.012 04/12/1995]',-0.031,0.003
'[09:32:49.014 04/12/1995]',-0.032,0.003
'[09:32:49.016 04/12/1995]',-0.032,0.003
'[09:32:49.018 04/12/1995]',-0.032,0.003
'[09:32:49.020 04/12/1995]',-0.035,0.035
'[09:32:49.022 04/12/1995]',-0.037,0.003
'[09:32:49.024 04/12/1995]',-0.040,0.035
'[09:32:49.026 04/12/1995]',-0.043,0.035
'[09:32:49.028 04/12/1995]',-0.045,0.003
'[09:32:49.030 04/12/1995]',-0.047,0.003
'[09:32:49.032 04/12/1995]',-0.046,0.003
'[09:32:49.034 04/12/1995]',-0.046,0.003
'[09:32:49.036 04/12/1995]',-0.043,0.003
'[09:32:49.038 04/12/1995]',-0.041,0.003
'[09:32:49.040 04/12/1995]',-0.038,0.003
'[09:32:49.042 04/12/1995]',-0.035,0.003
'[09:32:49.044 04/12/1995]',-0.034,0.003
'[09:32:49.046 04/12/1995]',-0.032,0.003
'[09:32:49.048 04/12/1995]',-0.034,0.003
'[09:32:49.050 04/12/1995]',-0.035,0.003
'[09:32:49.052 04/12/1995]',-0.038,0.003
'[09:32:49.054 04/12/1995]',-0.040,0.003
'[09:32:49.056 04/12/1995]',-0.041,0.003
'[09:32:49.058 04/12/1995]',-0.042,0.003
'[09:32:49.060 04/12/1995]',-0.042,0.003
'[09:32:49.062 04/12/1995]',-0.043,0.003
'[09:32:49.064 04/12/1995]',-0.042,0.003
'[09:32:49.066 04/12/1995]',-0.041,0.003
'[09:32:49.068 04/12/1995]',-0.040,0.003
'[09:32:49.070 04/12/1995]',-0.038,0.003
'[09:32:49.072 04/12/1995]',-0.037,0.003
'[09:32:49.074 04/12/1995]',-0.035,0.003
'[09:32:49.076 04/12/1995]',-0.035,0.003
'[09:32:49.078 04/12/1995]',-0.035,0.003
'[09:32:49.080 04/12/1995]',-0.035,0.003
'[09:32:49.082 04/12/1995]',-0.035,0.003
'[09:32:49.084 04/12/1995]',-0.036,0.003
'[09:32:49.086 04/12/1995]',-0.037,0.003
'[09:32:49.088 04/12/1995]',-0.038,0.003
'[09:32:49.090 04/12/1995]',-0.038,0.003
'[09:32:49.092 04/12/1995]',-0.040,0.003
'[09:32:49.094 04/12/1995]',-0.041,0.003
'[09:32:49.096 04/12/1995]',-0.042,0.003
'[09:32:49.098 04/12/1995]',-0.043,0.003
'[09:32:49.100 04/12/1995]',-0.043,0.003
'[09:32:49.102 04/12/1995]',-0.044,0.003
'[09:32:49.104 04/12/1995]',-0.044,0.003
'[09:32:49.106 04/12/1995]',-0.043,0.003
'[09:32:49.108 04/12/1995]',-0.040,0.003
'[09:32:49.110 04/12/1995]',-0.038,0.003
'[09:32:49.112 04/12/1995]',-0.034,0.003
'[09:32:49.114 04/12/1995]',-0.030,0.003
'[09:32:49.116 04/12/1995]',-0.027,0.003
'[09:32:49.118 04/12/1995]',-0.024,0.003
'[09:32:49.120 04/12/1995]',-0.024,0.003
'[09:32:49.122 04/12/1995]',-0.024,0.003
'[09:32:49.124 04/12/1995]',-0.027,0.003
'[09:32:49.126 04/12/1995]',-0.029,0.003
'[09:32:49.128 04/12/1995]',-0.032,0.003
'[09:32:49.130 04/12/1995]',-0.035,0.003
'[09:32:49.132 04/12/1995]',-0.036,0.003
'[09:32:49.134 04/12/1995]',-0.037,0.003
'[09:32:49.136 04/12/1995]',-0.035,0.035
'[09:32:49.138 04/12/1995]',-0.034,0.035
'[09:32:49.140 04/12/1995]',-0.030,0.003
'[09:32:49.142 04/12/1995]',-0.027,0.035
'[09:32:49.144 04/12/1995]',-0.022,0.035
'[09:32:49.146 04/12/1995]',-0.018,0.035
'[09:32:49.148 04/12/1995]',-0.015,0.035
'[09:32:49.150 04/12/1995]',-0.012,0.035
'[09:32:49.152 04/12/1995]',-0.011,0.035
'[09:32:49.154 04/12/1995]',-0.010,0.003
'[09:32:49.156 04/12/1995]',-0.009,0.003
'[09:32:49.158 04/12/1995]',-0.009,0.003
'[09:32:49.160 04/12/1995]',-0.009,0.003
'[09:32:49.162 04/12/1995]',-0.009,0.003
'[09:32:49.164 04/12/1995]',-0.010,0.003
'[09:32:49.166 04/12/1995]',-0.011,-0.030
'[09:32:49.168 04/12/1995]',-0.011,0.003
'[09:32:49.170 04/12/1995]',-0.012,0.003
'[09:32:49.172 04/12/1995]',-0.012,0.003
'[09:32:49.174 04/12/1995]',-0.013,0.003
'[09:32:49.176 04/12/1995]',-0.013,-0.030
'[09:32:49.178 04/12/1995]',-0.014,0.003
'[09:32:49.180 04/12/1995]',-0.014,0.003
'[09:32:49.182 04/12/1995]',-0.015,0.003
'[09:32:49.184 04/12/1995]',-0.017,0.003
'[09:32:49.186 04/12/1995]',-0.019,0.003
'[09:32:49.188 04/12/1995]',-0.022,0.003
'[09:32:49.190 04/12/1995]',-0.024,0.003
'[09:32:49.192 04/12/1995]',-0.027,0.003
'[09:32:49.194 04/12/1995]',-0.030,0.003
'[09:32:49.196 04/12/1995]',-0.032,0.003
'[09:32:49.198 04/12/1995]',-0.035,0.003
'[09:32:49.200 04/12/1995]',-0.037,0.003
'[09:32:49.202 04/12/1995]',-0.038,0.003
'[09:32:49.204 04/12/1995]',-0.040,0.003
'[09:32:49.206 04/12/1995]',-0.041,0.003
'[09:32:49.208 04/12/1995]',-0.043,0.003
'[09:32:49.210 04/12/1995]',-0.044,-0.030
'[09:32:49.212 04/12/1995]',-0.046,-0.030
'[09:32:49.214 04/12/1995]',-0.048,0.003
'[09:32:49.216 04/12/1995]',-0.049,0.003
'[09:32:49.218 04/12/1995]',-0.050,0.003
'[09:32:49.220 04/12/1995]',-0.050,0.003
'[09:32:49.222 04/12/1995]',-0.050,0.003
'[09:32:49.224 04/12/1995]',-0.048,0.003
'[09:32:49.226 04/12/1995]',-0.046,-0.030
'[09:32:49.228 04/12/1995]',-0.044,-0.030
'[09:32:49.230 04/12/1995]',-0.041,-0.030
'[09:32:49.232 04/12/1995]',-0.040,0.003
'[09:32:49.234 04/12/1995]',-0.038,0.003
'[09:32:49.236 04/12/1995]',-0.037,0.003
'[09:32:49.238 04/12/1995]',-0.035,0.003
'[09:32:49.240 04/12/1995]',-0.035,0.003
'[09:32:49.242 04/12/1995]',-0.034,0.003
'[09:32:49.244 04/12/1995]',-0.033,0.003
'[09:32:49.246 04/12/1995]',-0.032,0.003
'[09:32:49.248 04/12/1995]',-0.031,0.003
'[09:32:49.250 04/12/1995]',-0.030,0.003
'[09:32:49.252 04/12/1995]',-0.027,0.003
'[09:32:49.254 04/12/1995]',-0.025,0.003
'[09:32:49.256 04/12/1995]',-0.024,0.003
'[09:32:49.258 04/12/1995]',-0.022,0.003
'[09:32:49.260 04/12/1995]',-0.022,0.003
'[09:32:49.262 04/12/1995]',-0.021,0.003
'[09:32:49.264 04/12/1995]',-0.022,0.003
'[09:32:49.266 04/12/1995]',-0.022,0.003
'[09:32:49.268 04/12/1995]',-0.022,0.003
'[09:32:49.270 04/12/1995]',-0.022,0.003
'[09:32:49.272 04/12/1995]',-0.023,0.003
'[09:32:49.274 04/12/1995]',-0.023,0.003
'[09:32:49.276 04/12/1995]',-0.022,0.003
'[09:32:49.278 04/12/1995]',-0.021,0.003
'[09:32:49.280 04/12/1995]',-0.019,0.003
'[09:32:49.282 04/12/1995]',-0.017,0.003
'[09:32:49.284 04/12/1995]',-0.012,0.003
'[09:32:49.286 04/12/1995]',-0.008,0.003
'[09:32:49.288 04/12/1995]',0.000,0.003
'[09:32:49.290 04/12/1995]',0.008,0.003
'[09:32:49.292 04/12/1995]',0.022,0.003
'[09:32:49.294 04/12/1995]',0.037,0.003
'[09:32:49.296 04/12/1995]',0.060,0.003
'[09:32:49.298 04/12/1995]',0.082,0.003
'[09:32:49.300 04/12/1995]',0.112,0.003
'[09:32:49.302 04/12/1995]',0.142,-0.030
'[09:32:49.304 04/12/1995]',0.175,-0.030
'[09:32:49.306 04/12/1995]',0.209,-0.064
'[09:32:49.308 04/12/1995]',0.243,-0.131
'[09:32:49.310 04/12/1995]',0.278,-0.164
'[09:32:49.312 04/12/1995]',0.307,-0.265
'[09:32:49.314 04/12/1995]',0.336,-0.365
'[09:32:49.316 04/12/1995]',0.356,-0.466
'[09:32:49.318 04/12/1995]',0.376,-0.632
'[09:32:49.320 04/12/1995]',0.384,-0.766
'[09:32:49.322 04/12/1995]',0.392,-0.900
'[09:32:49.324 04/12/1995]',0.389,-1.032
'[09:32:49.326 04/12/1995]',0.387,-1.166
'[09:32:49.328 04/12/1995]',0.377,-1.266
'[09:32:49.330 04/12/1995]',0.368,-1.333
'[09:32:49.332 04/12/1995]',0.355,-1.400
'[09:32:49.334 04/12/1995]',0.343,-1.400
'[09:32:49.336 04/12/1995]',0.334,-1.400
'[09:32:49.338 04/12/1995]',0.324,-1.367
'[09:32:49.340 04/12/1995]',0.321,-1.367
'[09:32:49.342 04/12/1995]',0.318,-1.333
'[09:32:49.344 04/12/1995]',0.323,-1.300
'[09:32:49.346 04/12/1995]',0.329,-1.266
'[09:32:49.348 04/12/1995]',0.344,-1.199
'[09:32:49.350 04/12/1995]',0.359,-1.132
'[09:32:49.352 04/12/1995]',0.378,-1.032
'[09:32:49.354 04/12/1995]',0.397,-0.933
'[09:32:49.356 04/12/1995]',0.412,-0.833
'[09:32:49.358 04/12/1995]',0.427,-0.699
'[09:32:49.360 04/12/1995]',0.428,-0.598
'[09:32:49.362 04/12/1995]',0.430,-0.498
'[09:32:49.364 04/12/1995]',0.412,-0.399
'[09:32:49.366 04/12/1995]',0.394,-0.298
'[09:32:49.368 04/12/1995]',0.360,-0.231
'[09:32:49.370 04/12/1995]',0.326,-0.198
'[09:32:49.372 04/12/1995]',0.284,-0.131
'[09:32:49.374 04/12/1995]',0.243,-0.064
'[09:32:49.376 04/12/1995]',0.203,-0.030
'[09:32:49.378 04/12/1995]',0.163,0.003
'[09:32:49.380 04/12/1995]',0.130,0.035
'[09:32:49.382 04/12/1995]',0.097,0.068
'[09:32:49.384 04/12/1995]',0.071,0.102
'[09:32:49.386 04/12/1995]',0.046,0.135
'[09:32:49.388 04/12/1995]',0.028,0.169
'[09:32:49.390 04/12/1995]',0.009,0.169
'[09:32:49.392 04/12/1995]',-0.004,0.202
'[09:32:49.394 04/12/1995]',-0.017,0.202
'[09:32:49.396 04/12/1995]',-0.027,0.236
'[09:32:49.398 04/12/1995]',-0.037,0.236
'[09:32:49.400 04/12/1995]',-0.045,0.236
'[09:32:49.402 04/12/1995]',-0.053,0.269
'[09:32:49.404 04/12/1995]',-0.058,0.269
'[09:32:49.406 04/12/1995]',-0.063,0.269
'[09:32:49.408 04/12/1995]',-0.066,0.269
'[09:32:49.410 04/12/1995]',-0.069,0.269
'[09:32:49.412 04/12/1995]',-0.069,0.269
'[09:32:49.414 04/12/1995]',-0.070,0.269
'[09:32:49.416 04/12/1995]',-0.068,0.303
'[09:32:49.418 04/12/1995]',-0.067,0.303
'[09:32:49.420 04/12/1995]',-0.065,0.303
'[09:32:49.422 04/12/1995]',-0.064,0.303
'[09:32:49.424 04/12/1995]',-0.062,0.303
'[09:32:49.426 04/12/1995]',-0.061,0.303
'[09:32:49.428 04/12/1995]',-0.060,0.269
'[09:32:49.430 04/12/1995]',-0.060,0.303
'[09:32:49.432 04/12/1995]',-0.059,0.303
'[09:32:49.434 04/12/1995]',-0.059,0.303
