'Time and date','MCL1','III','V','ABP','PAP','CVP','PLETH'
'[13:30:05.838 11/01/1996]',0.001,0.001,0.001,0.975,0.425,0.362,-0.879
'[13:30:05.840 11/01/1996]',0.001,0.001,0.001,0.075,0.025,-0.037,-0.883
'[13:30:05.842 11/01/1996]',0.001,0.001,0.001,0.075,0.025,-0.037,-0.883
'[13:30:05.844 11/01/1996]',0.001,0.001,0.001,0.075,0.025,-0.037,-0.883
'[13:30:05.846 11/01/1996]',0.001,0.001,0.001,0.075,0.025,-0.037,-0.883
'[13:30:05.848 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.890
'[13:30:05.850 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.890
'[13:30:05.852 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.890
'[13:30:05.854 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.890
'[13:30:05.856 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.896
'[13:30:05.858 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.896
'[13:30:05.860 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.896
'[13:30:05.862 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.896
'[13:30:05.864 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.910
'[13:30:05.866 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.910
'[13:30:05.868 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.910
'[13:30:05.870 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.910
'[13:30:05.872 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.920
'[13:30:05.874 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.920
'[13:30:05.876 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.920
'[13:30:05.878 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.920
'[13:30:05.880 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.882 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.884 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.886 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.888 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.938
'[13:30:05.890 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.938
'[13:30:05.892 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.938
'[13:30:05.894 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.938
'[13:30:05.896 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.898 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.900 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.902 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.904 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.906 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.908 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.910 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.945
'[13:30:05.912 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.914 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.916 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.918 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.931
'[13:30:05.920 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.907
'[13:30:05.922 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.907
'[13:30:05.924 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.907
'[13:30:05.926 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.907
'[13:30:05.928 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.859
'[13:30:05.930 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.859
'[13:30:05.932 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.859
'[13:30:05.934 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.859
'[13:30:05.936 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.783
'[13:30:05.938 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.783
'[13:30:05.940 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.783
'[13:30:05.942 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.783
'[13:30:05.944 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.688
'[13:30:05.946 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.688
'[13:30:05.948 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.688
'[13:30:05.950 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.688
'[13:30:05.952 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.554
'[13:30:05.954 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.554
'[13:30:05.956 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.554
'[13:30:05.958 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.554
'[13:30:05.960 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.394
'[13:30:05.962 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.394
'[13:30:05.964 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.394
'[13:30:05.966 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.394
'[13:30:05.968 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.212
'[13:30:05.970 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.212
'[13:30:05.972 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.212
'[13:30:05.974 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.212
'[13:30:05.976 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.014
'[13:30:05.978 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.014
'[13:30:05.980 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.014
'[13:30:05.982 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,-0.014
'[13:30:05.984 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,0.192
'[13:30:05.986 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,0.192
'[13:30:05.988 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,0.192
'[13:30:05.990 11/01/1996]',0.001,0.001,0.001,0.075,0.025,0.013,0.192
'[13:30:05.992 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.394
'[13:30:05.994 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.394
'[13:30:05.996 11/01/1996]',0.001,-0.076,-0.021,0.075,0.025,0.013,0.394
'[13:30:05.998 11/01/1996]',0.001,-0.076,-0.021,0.075,0.025,0.013,0.394
'[13:30:06.000 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.589
'[13:30:06.002 11/01/1996]',0.001,-0.076,-0.021,0.075,0.025,0.013,0.589
'[13:30:06.004 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.589
'[13:30:06.006 11/01/1996]',0.001,-0.065,-0.021,0.075,0.025,0.013,0.589
'[13:30:06.008 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.756
'[13:30:06.010 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.756
'[13:30:06.012 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.756
'[13:30:06.014 11/01/1996]',0.001,-0.065,-0.010,0.075,0.025,0.013,0.756
'[13:30:06.016 11/01/1996]',0.001,-0.065,-0.010,0.525,0.500,0.425,0.906
'[13:30:06.018 11/01/1996]',0.001,-0.076,-0.010,0.525,0.500,0.425,0.906
'[13:30:06.020 11/01/1996]',0.001,-0.065,-0.010,0.525,0.500,0.425,0.906
'[13:30:06.022 11/01/1996]',0.001,-0.065,-0.010,0.525,0.500,0.425,0.906
'[13:30:06.024 11/01/1996]',0.001,-0.065,-0.010,3.375,3.300,3.237,1.023
'[13:30:06.026 11/01/1996]',0.001,-0.065,-0.021,3.375,3.300,3.237,1.023
'[13:30:06.028 11/01/1996]',-0.010,-0.076,-0.021,3.375,3.300,3.237,1.023
'[13:30:06.030 11/01/1996]',0.001,-0.076,-0.021,3.375,3.300,3.237,1.023
'[13:30:06.032 11/01/1996]',0.001,-0.076,-0.010,10.425,10.325,10.275,1.024
'[13:30:06.034 11/01/1996]',0.001,-0.076,-0.021,10.425,10.325,10.275,1.024
'[13:30:06.036 11/01/1996]',0.001,-0.076,-0.010,10.425,10.325,10.275,1.024
'[13:30:06.038 11/01/1996]',0.001,-0.076,-0.021,10.425,10.325,10.275,1.024
'[13:30:06.040 11/01/1996]',0.001,-0.076,-0.021,19.725,19.700,19.650,1.024
'[13:30:06.042 11/01/1996]',0.001,-0.076,-0.021,19.725,19.700,19.650,1.024
'[13:30:06.044 11/01/1996]',0.001,-0.076,-0.021,19.725,19.700,19.650,1.024
'[13:30:06.046 11/01/1996]',0.001,-0.076,-0.021,19.725,19.700,19.650,1.024
'[13:30:06.048 11/01/1996]',0.001,-0.065,-0.010,26.775,26.750,26.675,1.024
'[13:30:06.050 11/01/1996]',0.001,-0.065,-0.010,26.775,26.750,26.675,1.024
'[13:30:06.052 11/01/1996]',0.001,-0.065,-0.010,26.775,26.750,26.675,1.024
'[13:30:06.054 11/01/1996]',0.001,-0.076,-0.010,26.775,26.750,26.675,1.024
'[13:30:06.056 11/01/1996]',0.001,-0.076,-0.010,29.625,29.550,29.488,1.024
'[13:30:06.058 11/01/1996]',0.001,-0.076,-0.010,29.625,29.550,29.488,1.024
'[13:30:06.060 11/01/1996]',-0.010,-0.076,-0.021,29.625,29.550,29.488,1.024
'[13:30:06.062 11/01/1996]',0.001,-0.076,-0.021,29.625,29.550,29.488,1.024
'[13:30:06.064 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,29.962,1.024
'[13:30:06.066 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,29.962,1.024
'[13:30:06.068 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,29.962,1.024
'[13:30:06.070 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,29.962,1.024
'[13:30:06.072 11/01/1996]',0.001,-0.065,-0.010,30.075,30.025,30.012,1.024
'[13:30:06.074 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.076 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.078 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.080 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.082 11/01/1996]',0.001,-0.065,-0.010,30.075,30.025,30.012,1.024
'[13:30:06.084 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.086 11/01/1996]',0.001,-0.065,-0.010,30.075,30.025,30.012,1.024
'[13:30:06.088 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.090 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.092 11/01/1996]',-0.010,-0.076,-0.032,30.075,30.025,30.012,1.024
'[13:30:06.094 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,1.024
'[13:30:06.096 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,0.975
'[13:30:06.098 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.975
'[13:30:06.100 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.975
'[13:30:06.102 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.975
'[13:30:06.104 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.879
'[13:30:06.106 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.879
'[13:30:06.108 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.879
'[13:30:06.110 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.879
'[13:30:06.112 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.773
'[13:30:06.114 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,0.773
'[13:30:06.116 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.773
'[13:30:06.118 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.773
'[13:30:06.120 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,0.657
'[13:30:06.122 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.657
'[13:30:06.124 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.657
'[13:30:06.126 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.657
'[13:30:06.128 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.540
'[13:30:06.130 11/01/1996]',-0.010,-0.076,-0.032,30.075,30.025,30.012,0.540
'[13:30:06.132 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.540
'[13:30:06.134 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.540
'[13:30:06.136 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.410
'[13:30:06.138 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,0.410
'[13:30:06.140 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.410
'[13:30:06.142 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.410
'[13:30:06.144 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.287
'[13:30:06.146 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,0.287
'[13:30:06.148 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.287
'[13:30:06.150 11/01/1996]',0.001,-0.065,-0.010,30.075,30.025,30.012,0.287
'[13:30:06.152 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.158
'[13:30:06.154 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.158
'[13:30:06.156 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.158
'[13:30:06.158 11/01/1996]',-0.010,-0.087,-0.032,30.075,30.025,30.012,0.158
'[13:30:06.160 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.037
'[13:30:06.162 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,0.037
'[13:30:06.164 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,0.037
'[13:30:06.166 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,0.037
'[13:30:06.168 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.079
'[13:30:06.170 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.079
'[13:30:06.172 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.079
'[13:30:06.174 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.079
'[13:30:06.176 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.192
'[13:30:06.178 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.192
'[13:30:06.180 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.192
'[13:30:06.182 11/01/1996]',0.001,-0.087,-0.021,30.075,30.025,30.012,-0.192
'[13:30:06.184 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.298
'[13:30:06.186 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.298
'[13:30:06.188 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.298
'[13:30:06.190 11/01/1996]',-0.010,-0.076,-0.032,30.075,30.025,30.012,-0.298
'[13:30:06.192 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.394
'[13:30:06.194 11/01/1996]',-0.010,-0.087,-0.021,30.075,30.025,30.012,-0.394
'[13:30:06.196 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.394
'[13:30:06.198 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.394
'[13:30:06.200 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.486
'[13:30:06.202 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.486
'[13:30:06.204 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.486
'[13:30:06.206 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.486
'[13:30:06.208 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.565
'[13:30:06.210 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.565
'[13:30:06.212 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.565
'[13:30:06.214 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.565
'[13:30:06.216 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.640
'[13:30:06.218 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.640
'[13:30:06.220 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.640
'[13:30:06.222 11/01/1996]',-0.010,-0.087,-0.032,30.075,30.025,30.012,-0.640
'[13:30:06.224 11/01/1996]',-0.010,-0.076,-0.021,30.075,30.025,30.012,-0.702
'[13:30:06.226 11/01/1996]',-0.010,-0.087,-0.021,30.075,30.025,30.012,-0.702
'[13:30:06.228 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.702
'[13:30:06.230 11/01/1996]',0.001,-0.076,-0.010,30.075,30.025,30.012,-0.702
'[13:30:06.232 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.759
'[13:30:06.234 11/01/1996]',0.001,-0.065,-0.021,30.075,30.025,30.012,-0.759
'[13:30:06.236 11/01/1996]',0.001,-0.065,-0.010,30.075,30.025,30.012,-0.759
'[13:30:06.238 11/01/1996]',0.001,-0.076,-0.021,30.075,30.025,30.012,-0.759
'[13:30:06.240 11/01/1996]',0.001,-0.076,-0.021,30.525,30.500,30.425,-0.811
'[13:30:06.242 11/01/1996]',-0.010,-0.076,-0.021,30.525,30.500,30.425,-0.811
'[13:30:06.244 11/01/1996]',-0.010,-0.076,-0.021,30.525,30.500,30.425,-0.811
'[13:30:06.246 11/01/1996]',-0.010,-0.076,-0.021,30.525,30.500,30.425,-0.811
'[13:30:06.248 11/01/1996]',0.001,-0.076,-0.021,33.375,33.300,33.237,-0.856
'[13:30:06.250 11/01/1996]',0.001,-0.076,-0.010,33.375,33.300,33.237,-0.856
'[13:30:06.252 11/01/1996]',-0.010,-0.076,-0.032,33.375,33.300,33.237,-0.856
'[13:30:06.254 11/01/1996]',-0.010,-0.076,-0.021,33.375,33.300,33.237,-0.856
'[13:30:06.256 11/01/1996]',-0.010,-0.076,-0.021,40.425,40.325,40.275,-0.893
'[13:30:06.258 11/01/1996]',-0.010,-0.087,-0.032,40.425,40.325,40.275,-0.893
'[13:30:06.260 11/01/1996]',-0.010,-0.076,-0.021,40.425,40.325,40.275,-0.893
'[13:30:06.262 11/01/1996]',0.001,-0.076,-0.021,40.425,40.325,40.275,-0.893
'[13:30:06.264 11/01/1996]',0.001,-0.076,-0.021,49.725,49.700,44.962,-0.924
'[13:30:06.266 11/01/1996]',-0.010,-0.076,-0.021,49.725,49.700,44.962,-0.924
'[13:30:06.268 11/01/1996]',-0.010,-0.076,-0.021,49.725,49.700,44.962,-0.924
'[13:30:06.270 11/01/1996]',-0.010,-0.076,-0.021,49.725,49.700,44.962,-0.924
'[13:30:06.272 11/01/1996]',0.001,-0.076,-0.021,56.775,56.750,44.962,-0.952
'[13:30:06.274 11/01/1996]',0.001,-0.076,-0.021,56.775,56.750,44.962,-0.952
'[13:30:06.276 11/01/1996]',-0.010,-0.076,-0.021,56.775,56.750,44.962,-0.952
'[13:30:06.278 11/01/1996]',0.001,-0.076,-0.021,56.775,56.750,44.962,-0.952
'[13:30:06.280 11/01/1996]',0.001,-0.076,-0.021,59.625,59.550,44.962,-0.976
'[13:30:06.282 11/01/1996]',0.001,-0.076,-0.021,59.625,59.550,44.962,-0.976
'[13:30:06.284 11/01/1996]',-0.010,-0.076,-0.021,59.625,59.550,44.962,-0.976
'[13:30:06.286 11/01/1996]',-0.010,-0.076,-0.021,59.625,59.550,44.962,-0.976
'[13:30:06.288 11/01/1996]',0.001,-0.076,-0.021,60.075,60.025,44.962,-0.993
'[13:30:06.290 11/01/1996]',-0.010,-0.087,-0.021,60.075,60.025,44.962,-0.993
'[13:30:06.292 11/01/1996]',0.001,-0.076,-0.021,60.075,60.025,44.962,-0.993
'[13:30:06.294 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-0.993
'[13:30:06.296 11/01/1996]',0.001,-0.076,-0.021,60.075,60.025,44.962,-1.013
'[13:30:06.298 11/01/1996]',0.001,-0.076,-0.021,60.075,60.025,44.962,-1.013
'[13:30:06.300 11/01/1996]',0.001,-0.076,-0.021,60.075,60.025,44.962,-1.013
'[13:30:06.302 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-1.013
'[13:30:06.304 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-1.023
'[13:30:06.306 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-1.023
'[13:30:06.308 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-1.023
'[13:30:06.310 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-1.023
'[13:30:06.312 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-
'[13:30:06.314 11/01/1996]',-0.010,-0.076,-0.021,60.075,60.025,44.962,-
'[13:30:06.316 11/01/1996]',0.034,-0.010,0.044,60.075,60.025,44.962,-
'[13:30:06.318 11/01/1996]',0.527,0.527,0.669,60.075,60.025,44.962,-
'[13:30:06.320 11/01/1996]',0.856,0.900,1.024,60.075,60.025,44.962,-
'[13:30:06.322 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.324 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.326 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.328 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.330 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.332 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.334 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.336 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.338 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.340 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.342 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.344 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.346 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.348 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.350 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.352 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.354 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.356 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.358 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.360 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.362 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.364 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.366 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.368 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.370 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.372 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.374 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.376 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.378 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.380 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.382 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.384 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.386 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.388 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.390 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.392 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.394 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.396 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.398 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.400 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.402 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.404 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.406 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.408 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.410 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.412 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.414 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.416 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.418 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.420 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.422 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
'[13:30:06.424 11/01/1996]',1.024,1.024,1.024,60.075,60.025,44.962,-
