'Time and date','II','aVR','V','ABP','PAP','CVP','PLETH'
'[15:26:36.956 06/04/1996]',0.028,0.147,0.002,64.275,7.400,-4.650,0.000
'[15:26:36.958 06/04/1996]',0.019,0.147,0.002,64.275,7.400,-4.650,0.000
'[15:26:36.960 06/04/1996]',0.028,0.147,0.002,63.825,7.225,-4.650,0.000
'[15:26:36.962 06/04/1996]',0.028,0.147,0.002,63.825,7.225,-4.650,0.000
'[15:26:36.964 06/04/1996]',0.028,0.147,0.002,63.825,7.225,-4.650,0.000
'[15:26:36.966 06/04/1996]',0.028,0.147,0.002,63.825,7.225,-4.650,0.000
'[15:26:36.968 06/04/1996]',0.019,0.147,0.002,63.450,7.050,-4.650,0.000
'[15:26:36.970 06/04/1996]',0.019,0.147,0.002,63.450,7.050,-4.650,0.000
'[15:26:36.972 06/04/1996]',0.010,0.147,0.002,63.450,7.050,-4.650,0.000
'[15:26:36.974 06/04/1996]',0.010,0.147,0.002,63.450,7.050,-4.650,0.000
'[15:26:36.976 06/04/1996]',0.001,0.147,0.002,63.075,6.775,-4.650,0.000
'[15:26:36.978 06/04/1996]',0.001,0.166,0.002,63.075,6.775,-4.650,0.000
'[15:26:36.980 06/04/1996]',0.010,0.147,0.002,63.075,6.775,-4.650,0.000
'[15:26:36.982 06/04/1996]',0.010,0.147,0.002,63.075,6.775,-4.650,0.000
'[15:26:36.984 06/04/1996]',0.019,0.147,0.002,62.775,6.250,-4.650,0.000
'[15:26:36.986 06/04/1996]',0.010,0.147,0.002,62.775,6.250,-4.650,0.000
'[15:26:36.988 06/04/1996]',0.010,0.166,0.002,62.775,6.250,-4.650,0.000
'[15:26:36.990 06/04/1996]',0.010,0.166,0.002,62.775,6.250,-4.650,0.000
'[15:26:36.992 06/04/1996]',0.019,0.147,0.002,62.475,5.650,-4.650,0.000
'[15:26:36.994 06/04/1996]',0.019,0.147,0.002,62.475,5.650,-4.650,0.000
'[15:26:36.996 06/04/1996]',0.028,0.147,0.002,62.475,5.650,-4.650,0.000
'[15:26:36.998 06/04/1996]',0.037,0.147,0.002,62.475,5.650,-4.650,0.000
'[15:26:37.000 06/04/1996]',0.028,0.147,0.002,62.325,5.350,-4.650,0.000
'[15:26:37.002 06/04/1996]',0.028,0.147,0.002,62.325,5.350,-4.650,0.000
'[15:26:37.004 06/04/1996]',0.019,0.147,0.002,62.325,5.350,-4.650,0.000
'[15:26:37.006 06/04/1996]',0.010,0.147,0.002,62.325,5.350,-4.650,0.000
'[15:26:37.008 06/04/1996]',0.010,0.166,0.002,62.025,5.475,-4.650,0.000
'[15:26:37.010 06/04/1996]',0.001,0.166,0.002,62.025,5.475,-4.650,0.000
'[15:26:37.012 06/04/1996]',0.001,0.166,0.002,62.025,5.475,-4.650,0.000
'[15:26:37.014 06/04/1996]',0.001,0.166,-0.020,62.025,5.475,-4.650,0.000
'[15:26:37.016 06/04/1996]',0.019,0.166,0.002,61.800,5.825,-4.650,0.000
'[15:26:37.018 06/04/1996]',0.019,0.147,-0.020,61.800,5.825,-4.650,0.000
'[15:26:37.020 06/04/1996]',0.028,0.166,0.002,61.800,5.825,-4.650,0.000
'[15:26:37.022 06/04/1996]',0.037,0.166,0.002,61.800,5.825,-4.650,0.000
'[15:26:37.024 06/04/1996]',0.028,0.147,-0.020,61.650,6.175,-4.650,0.000
'[15:26:37.026 06/04/1996]',0.028,0.166,-0.020,61.650,6.175,-4.650,0.000
'[15:26:37.028 06/04/1996]',0.037,0.166,-0.020,61.650,6.175,-4.650,0.000
'[15:26:37.030 06/04/1996]',0.037,0.166,-0.020,61.650,6.175,-4.650,0.000
'[15:26:37.032 06/04/1996]',0.046,0.166,-0.020,61.950,6.300,-4.650,0.000
'[15:26:37.034 06/04/1996]',0.037,0.166,-0.020,61.950,6.300,-4.650,0.000
'[15:26:37.036 06/04/1996]',0.037,0.166,-0.042,61.950,6.300,-4.650,0.000
'[15:26:37.038 06/04/1996]',0.046,0.166,-0.042,61.950,6.300,-4.650,0.000
'[15:26:37.040 06/04/1996]',0.037,0.166,-0.042,62.475,6.175,-4.650,0.000
'[15:26:37.042 06/04/1996]',0.037,0.184,-0.042,62.475,6.175,-4.650,0.000
'[15:26:37.044 06/04/1996]',0.037,0.166,-0.042,62.475,6.175,-4.650,0.000
'[15:26:37.046 06/04/1996]',0.046,0.166,-0.042,62.475,6.175,-4.650,0.000
'[15:26:37.048 06/04/1996]',0.055,0.166,-0.042,63.375,6.000,-4.650,0.000
'[15:26:37.050 06/04/1996]',0.037,0.166,-0.042,63.375,6.000,-4.650,0.000
'[15:26:37.052 06/04/1996]',0.037,0.184,-0.042,63.375,6.000,-4.650,0.000
'[15:26:37.054 06/04/1996]',0.037,0.184,-0.042,63.375,6.000,-4.650,0.000
'[15:26:37.056 06/04/1996]',0.028,0.184,-0.042,65.250,6.125,-4.650,0.000
'[15:26:37.058 06/04/1996]',0.028,0.184,-0.042,65.250,6.125,-4.650,0.000
'[15:26:37.060 06/04/1996]',0.028,0.184,-0.042,65.250,6.125,-4.650,0.000
'[15:26:37.062 06/04/1996]',0.028,0.184,-0.042,65.250,6.125,-4.650,0.000
'[15:26:37.064 06/04/1996]',0.046,0.184,-0.042,68.775,6.825,-4.650,0.000
'[15:26:37.066 06/04/1996]',0.055,0.184,-0.064,68.775,6.825,-4.650,0.000
'[15:26:37.068 06/04/1996]',0.055,0.184,-0.042,68.775,6.825,-4.650,0.000
'[15:26:37.070 06/04/1996]',0.065,0.166,-0.064,68.775,6.825,-4.650,0.000
'[15:26:37.072 06/04/1996]',0.065,0.166,-0.042,73.950,8.125,-4.650,0.000
'[15:26:37.074 06/04/1996]',0.055,0.166,-0.042,73.950,8.125,-4.650,0.000
'[15:26:37.076 06/04/1996]',0.037,0.166,-0.042,73.950,8.125,-4.650,0.000
'[15:26:37.078 06/04/1996]',0.046,0.166,-0.042,73.950,8.125,-4.650,0.000
'[15:26:37.080 06/04/1996]',0.037,0.166,-0.042,79.575,9.875,-4.650,0.000
'[15:26:37.082 06/04/1996]',0.037,0.166,-0.042,79.575,9.875,-4.650,0.000
'[15:26:37.084 06/04/1996]',0.046,0.166,-0.042,79.575,9.875,-4.650,0.000
'[15:26:37.086 06/04/1996]',0.037,0.184,-0.042,79.575,9.875,-4.650,0.000
'[15:26:37.088 06/04/1996]',0.028,0.184,-0.042,84.525,12.050,-4.650,0.000
'[15:26:37.090 06/04/1996]',0.028,0.184,-0.042,84.525,12.050,-4.650,0.000
'[15:26:37.092 06/04/1996]',0.028,0.166,-0.042,84.525,12.050,-4.650,0.000
'[15:26:37.094 06/04/1996]',0.028,0.166,-0.042,84.525,12.050,-4.650,0.000
'[15:26:37.096 06/04/1996]',0.028,0.166,-0.020,88.050,14.675,-4.650,0.000
'[15:26:37.098 06/04/1996]',0.028,0.166,-0.020,88.050,14.675,-4.650,0.000
'[15:26:37.100 06/04/1996]',0.037,0.147,-0.020,88.050,14.675,-4.650,0.000
'[15:26:37.102 06/04/1996]',0.037,0.147,-0.020,88.050,14.675,-4.650,0.000
'[15:26:37.104 06/04/1996]',0.037,0.147,-0.020,90.375,17.725,-4.650,0.000
'[15:26:37.106 06/04/1996]',0.019,0.147,-0.020,90.375,17.725,-4.650,0.000
'[15:26:37.108 06/04/1996]',0.001,0.147,0.002,90.375,17.725,-4.650,0.000
'[15:26:37.110 06/04/1996]',0.001,0.147,0.002,90.375,17.725,-4.650,0.000
'[15:26:37.112 06/04/1996]',0.010,0.147,0.002,92.175,21.125,-4.650,0.000
'[15:26:37.114 06/04/1996]',0.001,0.147,0.002,92.175,21.125,-4.650,0.000
'[15:26:37.116 06/04/1996]',0.010,0.147,0.002,92.175,21.125,-4.650,0.000
'[15:26:37.118 06/04/1996]',0.001,0.147,0.002,92.175,21.125,-4.650,0.000
'[15:26:37.120 06/04/1996]',0.001,0.147,0.002,94.125,24.700,-4.650,0.000
'[15:26:37.122 06/04/1996]',0.001,0.147,0.002,94.125,24.700,-4.650,0.000
'[15:26:37.124 06/04/1996]',0.001,0.166,0.002,94.125,24.700,-4.650,0.000
'[15:26:37.126 06/04/1996]',0.001,0.147,0.002,94.125,24.700,-4.650,0.000
'[15:26:37.128 06/04/1996]',0.001,0.147,0.002,96.225,28.275,-4.650,0.000
'[15:26:37.130 06/04/1996]',0.001,0.147,0.002,96.225,28.275,-4.650,0.000
'[15:26:37.132 06/04/1996]',0.010,0.147,0.002,96.225,28.275,-4.650,0.000
'[15:26:37.134 06/04/1996]',0.019,0.147,0.002,96.225,28.275,-4.650,0.000
'[15:26:37.136 06/04/1996]',0.010,0.147,0.002,98.175,31.550,-4.650,0.000
'[15:26:37.138 06/04/1996]',0.001,0.147,0.002,98.175,31.550,-4.650,0.000
'[15:26:37.140 06/04/1996]',0.001,0.147,0.002,98.175,31.550,-4.650,0.000
'[15:26:37.142 06/04/1996]',0.001,0.147,0.002,98.175,31.550,-4.650,0.000
'[15:26:37.144 06/04/1996]',0.001,0.166,0.002,99.600,34.200,-4.650,0.000
'[15:26:37.146 06/04/1996]',0.001,0.147,0.002,99.600,34.200,-4.650,0.000
'[15:26:37.148 06/04/1996]',-0.008,0.166,0.002,99.600,34.200,-4.650,0.000
'[15:26:37.150 06/04/1996]',-0.008,0.166,0.002,99.600,34.200,-4.650,0.000
'[15:26:37.152 06/04/1996]',-0.018,0.166,0.002,100.425,36.125,-4.650,0.000
'[15:26:37.154 06/04/1996]',-0.018,0.166,0.002,100.425,36.125,-4.650,0.000
'[15:26:37.156 06/04/1996]',-0.008,0.166,0.002,100.425,36.125,-4.650,0.000
'[15:26:37.158 06/04/1996]',-0.008,0.147,0.002,100.425,36.125,-4.650,0.000
'[15:26:37.160 06/04/1996]',0.001,0.147,0.002,100.875,37.225,-4.650,0.000
'[15:26:37.162 06/04/1996]',0.001,0.166,0.002,100.875,37.225,-4.650,0.000
'[15:26:37.164 06/04/1996]',-0.008,0.166,0.002,100.875,37.225,-4.650,0.000
'[15:26:37.166 06/04/1996]',-0.008,0.166,0.002,100.875,37.225,-4.650,0.000
'[15:26:37.168 06/04/1996]',0.001,0.166,0.002,100.950,37.700,-4.650,0.000
'[15:26:37.170 06/04/1996]',0.001,0.166,0.002,100.950,37.700,-4.650,0.000
'[15:26:37.172 06/04/1996]',-0.018,0.166,0.002,100.950,37.700,-4.650,0.000
'[15:26:37.174 06/04/1996]',-0.036,0.166,0.002,100.950,37.700,-4.650,0.000
'[15:26:37.176 06/04/1996]',-0.027,0.184,0.002,100.875,37.525,-4.650,0.000
'[15:26:37.178 06/04/1996]',-0.027,0.166,0.002,100.875,37.525,-4.650,0.000
'[15:26:37.180 06/04/1996]',-0.036,0.184,0.002,100.875,37.525,-4.650,0.000
'[15:26:37.182 06/04/1996]',-0.027,0.184,0.002,100.875,37.525,-4.650,0.000
'[15:26:37.184 06/04/1996]',-0.036,0.184,0.002,100.425,36.875,-4.650,0.000
'[15:26:37.186 06/04/1996]',-0.036,0.184,0.002,100.425,36.875,-4.650,0.000
'[15:26:37.188 06/04/1996]',-0.045,0.184,0.002,100.425,36.875,-4.650,0.000
'[15:26:37.190 06/04/1996]',-0.036,0.184,0.002,100.425,36.875,-4.650,0.000
'[15:26:37.192 06/04/1996]',-0.027,0.184,0.002,99.675,35.650,-4.650,0.000
'[15:26:37.194 06/04/1996]',-0.018,0.184,0.002,99.675,35.650,-4.650,0.000
'[15:26:37.196 06/04/1996]',-0.008,0.184,0.002,99.675,35.650,-4.650,0.000
'[15:26:37.198 06/04/1996]',0.001,0.166,0.002,99.675,35.650,-4.650,0.000
'[15:26:37.200 06/04/1996]',0.001,0.166,0.002,98.700,34.075,-4.650,0.000
'[15:26:37.202 06/04/1996]',-0.008,0.166,0.002,98.700,34.075,-4.650,0.000
'[15:26:37.204 06/04/1996]',-0.008,0.166,0.002,98.700,34.075,-4.650,0.000
'[15:26:37.206 06/04/1996]',-0.027,0.166,0.002,98.700,34.075,-4.650,0.000
'[15:26:37.208 06/04/1996]',-0.027,0.184,0.002,97.500,32.250,-4.650,0.000
'[15:26:37.210 06/04/1996]',-0.036,0.166,0.002,97.500,32.250,-4.650,0.000
'[15:26:37.212 06/04/1996]',-0.027,0.184,0.002,97.500,32.250,-4.650,0.000
'[15:26:37.214 06/04/1996]',-0.018,0.166,0.002,97.500,32.250,-4.650,0.000
'[15:26:37.216 06/04/1996]',-0.018,0.184,0.002,96.000,30.325,-3.975,0.000
'[15:26:37.218 06/04/1996]',-0.027,0.184,0.002,96.000,30.325,-3.975,0.000
'[15:26:37.220 06/04/1996]',-0.027,0.184,0.002,96.000,30.325,-3.975,0.000
'[15:26:37.222 06/04/1996]',-0.027,0.184,0.002,96.000,30.325,-3.975,0.000
'[15:26:37.224 06/04/1996]',-0.027,0.184,0.002,93.900,28.450,-3.212,0.000
'[15:26:37.226 06/04/1996]',-0.018,0.166,0.002,93.900,28.450,-3.212,0.000
'[15:26:37.228 06/04/1996]',-0.008,0.166,0.002,93.900,28.450,-3.212,0.000
'[15:26:37.230 06/04/1996]',0.001,0.166,0.002,93.900,28.450,-3.212,0.000
'[15:26:37.232 06/04/1996]',0.001,0.166,0.002,91.200,26.575,-2.337,0.000
'[15:26:37.234 06/04/1996]',0.001,0.166,0.002,91.200,26.575,-2.337,0.000
'[15:26:37.236 06/04/1996]',-0.027,0.166,0.002,91.200,26.575,-2.337,0.000
'[15:26:37.238 06/04/1996]',-0.036,0.166,0.002,91.200,26.575,-2.337,0.000
'[15:26:37.240 06/04/1996]',-0.045,0.184,0.002,88.050,24.825,-1.400,0.000
'[15:26:37.242 06/04/1996]',-0.054,0.166,0.002,88.050,24.825,-1.400,0.000
'[15:26:37.244 06/04/1996]',-0.036,0.184,0.002,88.050,24.825,-1.400,0.000
'[15:26:37.246 06/04/1996]',-0.027,0.184,0.002,88.050,24.825,-1.400,0.000
'[15:26:37.248 06/04/1996]',-0.027,0.184,0.002,85.125,23.300,-0.400,0.000
'[15:26:37.250 06/04/1996]',-0.008,0.184,0.002,85.125,23.300,-0.400,0.000
'[15:26:37.252 06/04/1996]',0.001,0.166,0.002,85.125,23.300,-0.400,0.000
'[15:26:37.254 06/04/1996]',0.001,0.166,0.002,85.125,23.300,-0.400,0.000
'[15:26:37.256 06/04/1996]',0.001,0.166,-0.020,83.025,21.950,0.463,0.000
'[15:26:37.258 06/04/1996]',0.001,0.147,0.002,83.025,21.950,0.463,0.000
'[15:26:37.260 06/04/1996]',0.001,0.147,-0.020,83.025,21.950,0.463,0.000
'[15:26:37.262 06/04/1996]',0.001,0.166,0.002,83.025,21.950,0.463,0.000
'[15:26:37.264 06/04/1996]',0.001,0.166,0.002,81.900,20.650,1.288,0.000
'[15:26:37.266 06/04/1996]',0.001,0.166,0.002,81.900,20.650,1.288,0.000
'[15:26:37.268 06/04/1996]',0.001,0.166,-0.020,81.900,20.650,1.288,0.000
'[15:26:37.270 06/04/1996]',-0.008,0.166,-0.020,81.900,20.650,1.288,0.000
'[15:26:37.272 06/04/1996]',-0.008,0.166,0.002,81.375,19.475,2.100,0.000
'[15:26:37.274 06/04/1996]',-0.018,0.166,-0.020,81.375,19.475,2.100,0.000
'[15:26:37.276 06/04/1996]',-0.027,0.166,0.002,81.375,19.475,2.100,0.000
'[15:26:37.278 06/04/1996]',-0.018,0.166,0.002,81.375,19.475,2.100,0.000
'[15:26:37.280 06/04/1996]',-0.018,0.166,0.002,81.075,18.425,2.750,0.000
'[15:26:37.282 06/04/1996]',0.001,0.147,0.002,81.075,18.425,2.750,0.000
'[15:26:37.284 06/04/1996]',0.001,0.166,0.002,81.075,18.425,2.750,0.000
'[15:26:37.286 06/04/1996]',0.001,0.166,0.002,81.075,18.425,2.750,0.000
'[15:26:37.288 06/04/1996]',0.001,0.147,0.002,80.550,17.550,3.275,0.000
'[15:26:37.290 06/04/1996]',0.001,0.166,-0.020,80.550,17.550,3.275,0.000
'[15:26:37.292 06/04/1996]',0.001,0.166,-0.020,80.550,17.550,3.275,0.000
'[15:26:37.294 06/04/1996]',0.001,0.147,-0.020,80.550,17.550,3.275,0.000
'[15:26:37.296 06/04/1996]',0.001,0.166,-0.020,79.950,16.950,3.625,0.000
'[15:26:37.298 06/04/1996]',-0.018,0.166,0.002,79.950,16.950,3.625,0.000
'[15:26:37.300 06/04/1996]',-0.036,0.166,-0.020,79.950,16.950,3.625,0.000
'[15:26:37.302 06/04/1996]',-0.045,0.184,-0.020,79.950,16.950,3.625,0.000
'[15:26:37.304 06/04/1996]',-0.063,0.184,-0.020,79.125,16.600,3.737,0.000
'[15:26:37.306 06/04/1996]',-0.054,0.184,-0.020,79.125,16.600,3.737,0.000
'[15:26:37.308 06/04/1996]',-0.054,0.184,-0.020,79.125,16.600,3.737,0.000
'[15:26:37.310 06/04/1996]',-0.045,0.184,-0.020,79.125,16.600,3.737,0.000
'[15:26:37.312 06/04/1996]',-0.045,0.184,-0.020,78.375,16.325,3.688,0.000
'[15:26:37.314 06/04/1996]',-0.045,0.184,-0.020,78.375,16.325,3.688,0.000
'[15:26:37.316 06/04/1996]',-0.027,0.184,-0.020,78.375,16.325,3.688,0.000
'[15:26:37.318 06/04/1996]',-0.027,0.184,-0.020,78.375,16.325,3.688,0.000
'[15:26:37.320 06/04/1996]',-0.036,0.184,-0.020,77.775,16.025,3.513,0.000
'[15:26:37.322 06/04/1996]',-0.045,0.184,-0.020,77.775,16.025,3.513,0.000
'[15:26:37.324 06/04/1996]',-0.063,0.203,-0.020,77.775,16.025,3.513,0.000
'[15:26:37.326 06/04/1996]',-0.063,0.203,-0.020,77.775,16.025,3.513,0.000
'[15:26:37.328 06/04/1996]',-0.072,0.203,0.002,77.250,15.675,3.212,0.000
'[15:26:37.330 06/04/1996]',-0.072,0.203,0.002,77.250,15.675,3.212,0.000
'[15:26:37.332 06/04/1996]',-0.063,0.184,-0.020,77.250,15.675,3.212,0.000
'[15:26:37.334 06/04/1996]',-0.054,0.184,-0.020,77.250,15.675,3.212,0.000
'[15:26:37.336 06/04/1996]',-0.045,0.184,0.002,76.650,15.450,2.688,0.000
'[15:26:37.338 06/04/1996]',-0.054,0.184,-0.020,76.650,15.450,2.688,0.000
'[15:26:37.340 06/04/1996]',-0.054,0.184,-0.042,76.650,15.450,2.688,0.000
'[15:26:37.342 06/04/1996]',-0.063,0.203,-0.020,76.650,15.450,2.688,0.000
'[15:26:37.344 06/04/1996]',-0.072,0.203,-0.020,75.825,15.450,2.100,0.000
'[15:26:37.346 06/04/1996]',-0.072,0.221,-0.020,75.825,15.450,2.100,0.000
'[15:26:37.348 06/04/1996]',-0.082,0.221,-0.020,75.825,15.450,2.100,0.000
'[15:26:37.350 06/04/1996]',-0.082,0.221,-0.020,75.825,15.450,2.100,0.000
'[15:26:37.352 06/04/1996]',-0.100,0.239,-0.020,74.925,15.800,1.400,0.000
'[15:26:37.354 06/04/1996]',-0.109,0.239,-0.020,74.925,15.800,1.400,0.000
'[15:26:37.356 06/04/1996]',-0.109,0.239,-0.042,74.925,15.800,1.400,0.000
'[15:26:37.358 06/04/1996]',-0.118,0.239,-0.020,74.925,15.800,1.400,0.000
'[15:26:37.360 06/04/1996]',-0.118,0.239,-0.020,74.175,16.200,0.750,0.000
'[15:26:37.362 06/04/1996]',-0.109,0.239,-0.020,74.175,16.200,0.750,0.000
'[15:26:37.364 06/04/1996]',-0.109,0.221,-0.042,74.175,16.200,0.750,0.000
'[15:26:37.366 06/04/1996]',-0.100,0.221,-0.020,74.175,16.200,0.750,0.000
'[15:26:37.368 06/04/1996]',-0.100,0.239,-0.020,73.800,16.675,0.125,0.000
'[15:26:37.370 06/04/1996]',-0.100,0.221,-0.042,73.800,16.675,0.125,0.000
'[15:26:37.372 06/04/1996]',-0.091,0.221,-0.042,73.800,16.675,0.125,0.000
'[15:26:37.374 06/04/1996]',-0.091,0.221,-0.042,73.800,16.675,0.125,0.000
'[15:26:37.376 06/04/1996]',-0.091,0.221,-0.042,73.350,17.025,-0.350,0.000
'[15:26:37.378 06/04/1996]',-0.082,0.221,-0.042,73.350,17.025,-0.350,0.000
'[15:26:37.380 06/04/1996]',-0.091,0.239,-0.042,73.350,17.025,-0.350,0.000
'[15:26:37.382 06/04/1996]',-0.100,0.239,-0.042,73.350,17.025,-0.350,0.000
'[15:26:37.384 06/04/1996]',-0.109,0.239,-0.042,72.750,17.325,-0.762,0.000
'[15:26:37.386 06/04/1996]',-0.118,0.239,-0.042,72.750,17.325,-0.762,0.000
'[15:26:37.388 06/04/1996]',-0.109,0.239,-0.042,72.750,17.325,-0.762,0.000
'[15:26:37.390 06/04/1996]',-0.118,0.239,-0.042,72.750,17.325,-0.762,0.000
'[15:26:37.392 06/04/1996]',-0.118,0.239,-0.042,72.150,17.500,-0.988,0.000
'[15:26:37.394 06/04/1996]',-0.109,0.239,-0.042,72.150,17.500,-0.988,0.000
'[15:26:37.396 06/04/1996]',-0.109,0.239,-0.042,72.150,17.500,-0.988,0.000
'[15:26:37.398 06/04/1996]',-0.109,0.239,-0.042,72.150,17.500,-0.988,0.000
'[15:26:37.400 06/04/1996]',-0.109,0.239,-0.042,71.550,17.550,-1.163,0.000
'[15:26:37.402 06/04/1996]',-0.109,0.221,-0.042,71.550,17.550,-1.163,0.000
'[15:26:37.404 06/04/1996]',-0.100,0.239,-0.042,71.550,17.550,-1.163,0.000
'[15:26:37.406 06/04/1996]',-0.100,0.221,-0.042,71.550,17.550,-1.163,0.000
'[15:26:37.408 06/04/1996]',-0.118,0.239,-0.042,70.950,17.600,-1.113,0.000
'[15:26:37.410 06/04/1996]',-0.109,0.239,-0.042,70.950,17.600,-1.113,0.000
'[15:26:37.412 06/04/1996]',-0.109,0.239,-0.042,70.950,17.600,-1.113,0.000
'[15:26:37.414 06/04/1996]',-0.118,0.239,-0.042,70.950,17.600,-1.113,0.000
'[15:26:37.416 06/04/1996]',-0.118,0.239,-0.042,70.425,17.550,-0.875,0.000
'[15:26:37.418 06/04/1996]',-0.109,0.239,-0.042,70.425,17.550,-0.875,0.000
'[15:26:37.420 06/04/1996]',-0.109,0.239,-0.042,70.425,17.550,-0.875,0.000
'[15:26:37.422 06/04/1996]',-0.109,0.239,-0.042,70.425,17.550,-0.875,0.000
'[15:26:37.424 06/04/1996]',-0.109,0.239,-0.042,69.900,17.500,-0.463,0.000
'[15:26:37.426 06/04/1996]',-0.109,0.239,-0.042,69.900,17.500,-0.463,0.000
'[15:26:37.428 06/04/1996]',-0.100,0.221,-0.064,69.900,17.500,-0.463,0.000
'[15:26:37.430 06/04/1996]',-0.100,0.221,-0.064,69.900,17.500,-0.463,0.000
'[15:26:37.432 06/04/1996]',-0.100,0.221,-0.042,69.300,17.250,0.062,0.000
'[15:26:37.434 06/04/1996]',-0.109,0.221,-0.064,69.300,17.250,0.062,0.000
'[15:26:37.436 06/04/1996]',-0.082,0.221,-0.064,69.300,17.250,0.062,0.000
'[15:26:37.438 06/04/1996]',-0.082,0.221,-0.064,69.300,17.250,0.062,0.000
'[15:26:37.440 06/04/1996]',-0.072,0.221,-0.086,68.775,16.950,0.637,0.000
'[15:26:37.442 06/04/1996]',-0.063,0.221,-0.086,68.775,16.950,0.637,0.000
'[15:26:37.444 06/04/1996]',-0.072,0.221,-0.086,68.775,16.950,0.637,0.000
'[15:26:37.446 06/04/1996]',-0.063,0.221,-0.086,68.775,16.950,0.637,0.000
'[15:26:37.448 06/04/1996]',-0.063,0.221,-0.086,68.325,16.600,1.337,0.000
'[15:26:37.450 06/04/1996]',-0.054,0.221,-0.086,68.325,16.600,1.337,0.000
'[15:26:37.452 06/04/1996]',-0.054,0.221,-0.086,68.325,16.600,1.337,0.000
'[15:26:37.454 06/04/1996]',-0.045,0.203,-0.086,68.325,16.600,1.337,0.000
'[15:26:37.456 06/04/1996]',-0.045,0.184,-0.064,67.950,16.250,2.100,0.000
'[15:26:37.458 06/04/1996]',-0.036,0.166,-0.042,67.950,16.250,2.100,0.000
'[15:26:37.460 06/04/1996]',-0.027,0.147,-0.042,67.950,16.250,2.100,0.000
'[15:26:37.462 06/04/1996]',-0.008,0.111,0.002,67.950,16.250,2.100,0.000
'[15:26:37.464 06/04/1996]',0.001,0.074,0.002,67.800,16.025,2.862,0.000
'[15:26:37.466 06/04/1996]',0.019,0.037,0.045,67.800,16.025,2.862,0.000
'[15:26:37.468 06/04/1996]',0.046,0.002,0.089,67.800,16.025,2.862,0.000
'[15:26:37.470 06/04/1996]',0.046,-0.017,0.111,67.800,16.025,2.862,0.000
'[15:26:37.472 06/04/1996]',0.046,-0.053,0.155,67.725,15.975,3.625,0.000
'[15:26:37.474 06/04/1996]',0.028,-0.072,0.177,67.725,15.975,3.625,0.000
'[15:26:37.476 06/04/1996]',0.001,-0.090,0.221,67.725,15.975,3.625,0.000
'[15:26:37.478 06/04/1996]',-0.008,-0.072,0.243,67.725,15.975,3.625,0.000
'[15:26:37.480 06/04/1996]',-0.054,-0.072,0.243,67.575,16.025,4.325,0.000
'[15:26:37.482 06/04/1996]',-0.100,-0.035,0.265,67.575,16.025,4.325,0.000
'[15:26:37.484 06/04/1996]',-0.136,-0.017,0.265,67.575,16.025,4.325,0.000
'[15:26:37.486 06/04/1996]',-0.173,0.002,0.243,67.575,16.025,4.325,0.000
'[15:26:37.488 06/04/1996]',-0.210,0.037,0.221,67.125,16.200,5.037,0.000
'[15:26:37.490 06/04/1996]',-0.246,0.074,0.177,67.125,16.200,5.037,0.000
'[15:26:37.492 06/04/1996]',-0.264,0.111,0.155,67.125,16.200,5.037,0.000
'[15:26:37.494 06/04/1996]',-0.273,0.129,0.133,67.125,16.200,5.037,0.000
'[15:26:37.496 06/04/1996]',-0.273,0.166,0.111,66.675,16.325,5.612,0.000
'[15:26:37.498 06/04/1996]',-0.273,0.184,0.067,66.675,16.325,5.612,0.000
'[15:26:37.500 06/04/1996]',-0.255,0.184,0.067,66.675,16.325,5.612,0.000
'[15:26:37.502 06/04/1996]',-0.246,0.203,0.045,66.675,16.325,5.612,0.000
'[15:26:37.504 06/04/1996]',-0.219,0.203,0.023,66.225,16.250,6.088,0.000
'[15:26:37.506 06/04/1996]',-0.200,0.221,0.002,66.225,16.250,6.088,0.000
'[15:26:37.508 06/04/1996]',-0.182,0.221,0.002,66.225,16.250,6.088,0.000
'[15:26:37.510 06/04/1996]',-0.173,0.221,-0.042,66.225,16.250,6.088,0.000
'[15:26:37.512 06/04/1996]',-0.155,0.221,-0.042,65.850,16.075,6.375,0.000
'[15:26:37.514 06/04/1996]',-0.136,0.239,-0.042,65.850,16.075,6.375,0.000
'[15:26:37.516 06/04/1996]',-0.136,0.239,-0.064,65.850,16.075,6.375,0.000
'[15:26:37.518 06/04/1996]',-0.128,0.221,-0.064,65.850,16.075,6.375,0.000
'[15:26:37.520 06/04/1996]',-0.118,0.239,-0.064,65.550,15.800,6.550,0.000
'[15:26:37.522 06/04/1996]',-0.118,0.239,-0.064,65.550,15.800,6.550,0.000
'[15:26:37.524 06/04/1996]',-0.118,0.221,-0.064,65.550,15.800,6.550,0.000
'[15:26:37.526 06/04/1996]',-0.118,0.221,-0.086,65.550,15.800,6.550,0.000
'[15:26:37.528 06/04/1996]',-0.109,0.239,-0.064,65.250,15.550,6.612,0.000
'[15:26:37.530 06/04/1996]',-0.118,0.239,-0.086,65.250,15.550,6.612,0.000
'[15:26:37.532 06/04/1996]',-0.109,0.239,-0.086,65.250,15.550,6.612,0.000
'[15:26:37.534 06/04/1996]',-0.100,0.239,-0.086,65.250,15.550,6.612,0.000
'[15:26:37.536 06/04/1996]',-0.100,0.239,-0.086,64.950,15.325,6.675,0.000
'[15:26:37.538 06/04/1996]',-0.100,0.221,-0.086,64.950,15.325,6.675,0.000
