'Time and date','II','aVF','ABP','PAP','CVP','LAP','PLETH','CO2'
'[22:43:48.724 23/02/1996]',-0.076,-0.063,87.850,19.610,8.425,10.662,-0.119,57.883
'[22:43:48.726 23/02/1996]',-0.078,-0.063,87.850,19.610,8.425,10.662,-0.119,57.883
'[22:43:48.728 23/02/1996]',-0.080,-0.063,87.700,19.846,8.475,11.375,-0.148,57.850
'[22:43:48.730 23/02/1996]',-0.081,-0.063,87.700,19.846,8.475,11.375,-0.148,57.850
'[22:43:48.732 23/02/1996]',-0.081,-0.063,87.700,19.846,8.475,11.375,-0.148,57.850
'[22:43:48.734 23/02/1996]',-0.081,-0.063,87.700,19.846,8.475,11.375,-0.148,57.850
'[22:43:48.736 23/02/1996]',-0.081,-0.063,87.350,19.672,8.662,11.950,-0.176,57.817
'[22:43:48.738 23/02/1996]',-0.081,-0.063,87.350,19.672,8.662,11.950,-0.176,57.817
'[22:43:48.740 23/02/1996]',-0.081,-0.063,87.350,19.672,8.662,11.950,-0.176,57.817
'[22:43:48.742 23/02/1996]',-0.081,-0.063,87.350,19.672,8.662,11.950,-0.176,57.817
'[22:43:48.744 23/02/1996]',-0.081,-0.063,86.800,18.962,8.950,12.363,-0.201,57.900
'[22:43:48.746 23/02/1996]',-0.080,-0.063,86.800,18.962,8.950,12.363,-0.201,57.900
'[22:43:48.748 23/02/1996]',-0.080,-0.064,86.800,18.962,8.950,12.363,-0.201,57.900
'[22:43:48.750 23/02/1996]',-0.079,-0.064,86.800,18.962,8.950,12.363,-0.201,57.900
'[22:43:48.752 23/02/1996]',-0.079,-0.065,86.200,17.392,9.412,12.662,-0.230,57.983
'[22:43:48.754 23/02/1996]',-0.079,-0.066,86.200,17.392,9.412,12.662,-0.230,57.983
'[22:43:48.756 23/02/1996]',-0.081,-0.066,86.200,17.392,9.412,12.662,-0.230,57.983
'[22:43:48.758 23/02/1996]',-0.083,-0.066,86.200,17.392,9.412,12.662,-0.230,57.983
'[22:43:48.760 23/02/1996]',-0.085,-0.066,85.450,15.224,9.950,12.838,-0.253,58.067
'[22:43:48.762 23/02/1996]',-0.087,-0.066,85.450,15.224,9.950,12.838,-0.253,58.067
'[22:43:48.764 23/02/1996]',-0.088,-0.066,85.450,15.224,9.950,12.838,-0.253,58.067
'[22:43:48.766 23/02/1996]',-0.089,-0.066,85.450,15.224,9.950,12.838,-0.253,58.067
'[22:43:48.768 23/02/1996]',-0.090,-0.067,84.650,13.069,10.588,12.838,-0.282,58.150
'[22:43:48.770 23/02/1996]',-0.091,-0.068,84.650,13.069,10.588,12.838,-0.282,58.150
'[22:43:48.772 23/02/1996]',-0.096,-0.073,84.650,13.069,10.588,12.838,-0.282,58.150
'[22:43:48.774 23/02/1996]',-0.100,-0.078,84.650,13.069,10.588,12.838,-0.282,58.150
'[22:43:48.776 23/02/1996]',-0.112,-0.090,83.850,11.898,11.175,12.713,-0.306,57.967
'[22:43:48.778 23/02/1996]',-0.124,-0.103,83.850,11.898,11.175,12.713,-0.306,57.967
'[22:43:48.780 23/02/1996]',-0.142,-0.125,83.850,11.898,11.175,12.713,-0.306,57.967
'[22:43:48.782 23/02/1996]',-0.160,-0.147,83.850,11.898,11.175,12.713,-0.306,57.967
'[22:43:48.784 23/02/1996]',-0.184,-0.176,83.000,12.072,11.825,12.600,-0.340,57.833
'[22:43:48.786 23/02/1996]',-0.209,-0.205,83.000,12.072,11.825,12.600,-0.340,57.833
'[22:43:48.788 23/02/1996]',-0.235,-0.238,83.000,12.072,11.825,12.600,-0.340,57.833
'[22:43:48.790 23/02/1996]',-0.262,-0.272,83.000,12.072,11.825,12.600,-0.340,57.833
'[22:43:48.792 23/02/1996]',-0.284,-0.308,82.250,13.418,12.350,12.425,-0.368,57.700
'[22:43:48.794 23/02/1996]',-0.307,-0.344,82.250,13.418,12.350,12.425,-0.368,57.700
'[22:43:48.796 23/02/1996]',-0.319,-0.378,82.250,13.418,12.350,12.425,-0.368,57.700
'[22:43:48.798 23/02/1996]',-0.331,-0.412,82.250,13.418,12.350,12.425,-0.368,57.700
'[22:43:48.800 23/02/1996]',-0.328,-0.439,81.450,15.349,12.700,12.312,-0.402,57.567
'[22:43:48.802 23/02/1996]',-0.324,-0.466,81.450,15.349,12.700,12.312,-0.402,57.567
'[22:43:48.804 23/02/1996]',-0.304,-0.480,81.450,15.349,12.700,12.312,-0.402,57.567
'[22:43:48.806 23/02/1996]',-0.285,-0.494,81.450,15.349,12.700,12.312,-0.402,57.567
'[22:43:48.808 23/02/1996]',-0.250,-0.486,80.600,16.981,12.988,12.188,-0.430,57.667
'[22:43:48.810 23/02/1996]',-0.215,-0.478,80.600,16.981,12.988,12.188,-0.430,57.667
'[22:43:48.812 23/02/1996]',-0.169,-0.442,80.600,16.981,12.988,12.188,-0.430,57.667
'[22:43:48.814 23/02/1996]',-0.122,-0.406,80.600,16.981,12.988,12.188,-0.430,57.667
'[22:43:48.816 23/02/1996]',-0.071,-0.344,79.800,17.915,13.113,12.075,-0.459,57.783
'[22:43:48.818 23/02/1996]',-0.021,-0.281,79.800,17.915,13.113,12.075,-0.459,57.783
'[22:43:48.820 23/02/1996]',0.025,-0.206,79.800,17.915,13.113,12.075,-0.459,57.783
'[22:43:48.822 23/02/1996]',0.070,-0.131,79.800,17.915,13.113,12.075,-0.459,57.783
'[22:43:48.824 23/02/1996]',0.101,-0.062,79.100,17.853,13.113,11.950,-0.492,57.900
'[22:43:48.826 23/02/1996]',0.131,0.006,79.100,17.853,13.113,11.950,-0.492,57.900
'[22:43:48.828 23/02/1996]',0.141,0.050,79.100,17.853,13.113,11.950,-0.492,57.900
'[22:43:48.830 23/02/1996]',0.150,0.094,79.100,17.853,13.113,11.950,-0.492,57.900
'[22:43:48.832 23/02/1996]',0.139,0.108,78.250,17.043,13.050,11.775,-0.516,58.017
'[22:43:48.834 23/02/1996]',0.128,0.123,78.250,17.043,13.050,11.775,-0.516,58.017
'[22:43:48.836 23/02/1996]',0.102,0.113,78.250,17.043,13.050,11.775,-0.516,58.017
'[22:43:48.838 23/02/1996]',0.077,0.102,78.250,17.043,13.050,11.775,-0.516,58.017
'[22:43:48.840 23/02/1996]',0.047,0.081,77.500,15.810,12.938,11.662,-0.540,57.950
'[22:43:48.842 23/02/1996]',0.017,0.059,77.500,15.810,12.938,11.662,-0.540,57.950
'[22:43:48.844 23/02/1996]',-0.011,0.038,77.500,15.810,12.938,11.662,-0.540,57.950
'[22:43:48.846 23/02/1996]',-0.038,0.017,77.500,15.810,12.938,11.662,-0.540,57.950
'[22:43:48.848 23/02/1996]',-0.058,0.004,76.700,14.763,12.762,11.550,-0.564,57.883
'[22:43:48.850 23/02/1996]',-0.077,-0.010,76.700,14.763,12.762,11.550,-0.564,57.883
'[22:43:48.852 23/02/1996]',-0.085,-0.015,76.700,14.763,12.762,11.550,-0.564,57.883
'[22:43:48.854 23/02/1996]',-0.092,-0.021,76.700,14.763,12.762,11.550,-0.564,57.883
'[22:43:48.856 23/02/1996]',-0.089,-0.018,75.850,14.290,12.525,11.425,-0.579,57.817
'[22:43:48.858 23/02/1996]',-0.086,-0.015,75.850,14.290,12.525,11.425,-0.579,57.817
'[22:43:48.860 23/02/1996]',-0.075,-0.007,75.850,14.290,12.525,11.425,-0.579,57.817
'[22:43:48.862 23/02/1996]',-0.064,0.001,75.850,14.290,12.525,11.425,-0.579,57.817
'[22:43:48.864 23/02/1996]',-0.051,0.010,75.050,14.875,12.287,11.137,-0.593,57.750
'[22:43:48.866 23/02/1996]',-0.037,0.019,75.050,14.875,12.287,11.137,-0.593,57.750
'[22:43:48.868 23/02/1996]',-0.025,0.027,75.050,14.875,12.287,11.137,-0.593,57.750
'[22:43:48.870 23/02/1996]',-0.012,0.035,75.050,14.875,12.287,11.137,-0.593,57.750
'[22:43:48.872 23/02/1996]',-0.003,0.043,74.200,16.333,12.000,10.838,-0.612,57.867
'[22:43:48.874 23/02/1996]',0.006,0.050,74.200,16.333,12.000,10.838,-0.612,57.867
'[22:43:48.876 23/02/1996]',0.012,0.055,74.200,16.333,12.000,10.838,-0.612,57.867
'[22:43:48.878 23/02/1996]',0.018,0.060,74.200,16.333,12.000,10.838,-0.612,57.867
'[22:43:48.880 23/02/1996]',0.022,0.064,73.400,18.376,11.762,10.550,-0.626,57.983
'[22:43:48.882 23/02/1996]',0.027,0.068,73.400,18.376,11.762,10.550,-0.626,57.983
'[22:43:48.884 23/02/1996]',0.030,0.072,73.400,18.376,11.762,10.550,-0.626,57.983
'[22:43:48.886 23/02/1996]',0.034,0.077,73.400,18.376,11.762,10.550,-0.626,57.983
'[22:43:48.888 23/02/1996]',0.038,0.080,72.650,20.781,11.588,10.375,-0.645,58.100
'[22:43:48.890 23/02/1996]',0.042,0.083,72.650,20.781,11.588,10.375,-0.645,58.100
'[22:43:48.892 23/02/1996]',0.045,0.086,72.650,20.781,11.588,10.375,-0.645,58.100
'[22:43:48.894 23/02/1996]',0.049,0.088,72.650,20.781,11.588,10.375,-0.645,58.100
'[22:43:48.896 23/02/1996]',0.052,0.090,72.000,23.347,11.475,10.262,-0.655,58.217
'[22:43:48.898 23/02/1996]',0.056,0.092,72.000,23.347,11.475,10.262,-0.655,58.217
'[22:43:48.900 23/02/1996]',0.059,0.094,72.000,23.347,11.475,10.262,-0.655,58.217
'[22:43:48.902 23/02/1996]',0.063,0.096,72.000,23.347,11.475,10.262,-0.655,58.217
'[22:43:48.904 23/02/1996]',0.067,0.098,71.400,25.627,11.412,10.200,-0.669,58.150
'[22:43:48.906 23/02/1996]',0.070,0.099,71.400,25.627,11.412,10.200,-0.669,58.150
'[22:43:48.908 23/02/1996]',0.072,0.101,71.400,25.627,11.412,10.200,-0.669,58.150
'[22:43:48.910 23/02/1996]',0.074,0.103,71.400,25.627,11.412,10.200,-0.669,58.150
'[22:43:48.912 23/02/1996]',0.075,0.105,71.050,26.736,11.412,10.137,-0.679,58.117
'[22:43:48.914 23/02/1996]',0.077,0.107,71.050,26.736,11.412,10.137,-0.679,58.117
'[22:43:48.916 23/02/1996]',0.079,0.108,71.050,26.736,11.412,10.137,-0.679,58.117
'[22:43:48.918 23/02/1996]',0.081,0.110,71.050,26.736,11.412,10.137,-0.679,58.117
'[22:43:48.920 23/02/1996]',0.083,0.113,70.900,26.561,11.525,10.075,-0.693,58.083
'[22:43:48.922 23/02/1996]',0.085,0.115,70.900,26.561,11.525,10.075,-0.693,58.083
'[22:43:48.924 23/02/1996]',0.086,0.118,70.900,26.561,11.525,10.075,-0.693,58.083
'[22:43:48.926 23/02/1996]',0.088,0.121,70.900,26.561,11.525,10.075,-0.693,58.083
'[22:43:48.928 23/02/1996]',0.090,0.123,71.000,25.627,11.650,10.025,-0.708,58.050
'[22:43:48.930 23/02/1996]',0.092,0.125,71.000,25.627,11.650,10.025,-0.708,58.050
'[22:43:48.932 23/02/1996]',0.094,0.127,71.000,25.627,11.650,10.025,-0.708,58.050
'[22:43:48.934 23/02/1996]',0.096,0.129,71.000,25.627,11.650,10.025,-0.708,58.050
'[22:43:48.936 23/02/1996]',0.098,0.132,71.450,24.979,11.875,9.963,-0.717,57.967
'[22:43:48.938 23/02/1996]',0.100,0.135,71.450,24.979,11.875,9.963,-0.717,57.967
'[22:43:48.940 23/02/1996]',0.103,0.138,71.450,24.979,11.875,9.963,-0.717,57.967
'[22:43:48.942 23/02/1996]',0.106,0.141,71.450,24.979,11.875,9.963,-0.717,57.967
'[22:43:48.944 23/02/1996]',0.108,0.144,72.850,25.278,12.050,9.963,-0.722,57.933
'[22:43:48.946 23/02/1996]',0.111,0.147,72.850,25.278,12.050,9.963,-0.722,57.933
'[22:43:48.948 23/02/1996]',0.113,0.149,72.850,25.278,12.050,9.963,-0.722,57.933
'[22:43:48.950 23/02/1996]',0.114,0.151,72.850,25.278,12.050,9.963,-0.722,57.933
'[22:43:48.952 23/02/1996]',0.116,0.152,76.000,26.387,12.175,9.963,-0.732,57.900
'[22:43:48.954 23/02/1996]',0.118,0.154,76.000,26.387,12.175,9.963,-0.732,57.900
'[22:43:48.956 23/02/1996]',0.119,0.155,76.000,26.387,12.175,9.963,-0.732,57.900
'[22:43:48.958 23/02/1996]',0.121,0.157,76.000,26.387,12.175,9.963,-0.732,57.900
'[22:43:48.960 23/02/1996]',0.123,0.157,81.550,27.782,12.287,10.075,-0.717,57.867
'[22:43:48.962 23/02/1996]',0.125,0.157,81.550,27.782,12.287,10.075,-0.717,57.867
'[22:43:48.964 23/02/1996]',0.126,0.157,81.550,27.782,12.287,10.075,-0.717,57.867
'[22:43:48.966 23/02/1996]',0.127,0.157,81.550,27.782,12.287,10.075,-0.717,57.867
'[22:43:48.968 23/02/1996]',0.128,0.157,89.650,28.891,12.287,10.312,-0.708,57.867
'[22:43:48.970 23/02/1996]',0.129,0.157,89.650,28.891,12.287,10.312,-0.708,57.867
'[22:43:48.972 23/02/1996]',0.130,0.157,89.650,28.891,12.287,10.312,-0.708,57.867
'[22:43:48.974 23/02/1996]',0.131,0.157,89.650,28.891,12.287,10.312,-0.708,57.867
'[22:43:48.976 23/02/1996]',0.131,0.156,99.250,29.302,12.287,10.613,-0.679,57.867
'[22:43:48.978 23/02/1996]',0.130,0.155,99.250,29.302,12.287,10.613,-0.679,57.867
'[22:43:48.980 23/02/1996]',0.129,0.152,99.250,29.302,12.287,10.613,-0.679,57.867
'[22:43:48.982 23/02/1996]',0.127,0.149,99.250,29.302,12.287,10.613,-0.679,57.867
'[22:43:48.984 23/02/1996]',0.125,0.145,109.200,29.066,12.287,10.963,-0.645,57.867
'[22:43:48.986 23/02/1996]',0.123,0.141,109.200,29.066,12.287,10.963,-0.645,57.867
'[22:43:48.988 23/02/1996]',0.121,0.137,109.200,29.066,12.287,10.963,-0.645,57.867
'[22:43:48.990 23/02/1996]',0.120,0.132,109.200,29.066,12.287,10.963,-0.645,57.867
'[22:43:48.992 23/02/1996]',0.117,0.127,118.700,28.430,12.287,11.312,-0.583,57.867
'[22:43:48.994 23/02/1996]',0.115,0.122,118.700,28.430,12.287,11.312,-0.583,57.867
'[22:43:48.996 23/02/1996]',0.112,0.117,118.700,28.430,12.287,11.312,-0.583,57.867
'[22:43:48.998 23/02/1996]',0.109,0.112,118.700,28.430,12.287,11.312,-0.583,57.867
'[22:43:49.000 23/02/1996]',0.106,0.107,126.950,27.670,12.287,11.662,-0.516,57.833
'[22:43:49.002 23/02/1996]',0.104,0.102,126.950,27.670,12.287,11.662,-0.516,57.833
'[22:43:49.004 23/02/1996]',0.101,0.099,126.950,27.670,12.287,11.662,-0.516,57.833
'[22:43:49.006 23/02/1996]',0.097,0.095,126.950,27.670,12.287,11.662,-0.516,57.833
'[22:43:49.008 23/02/1996]',0.094,0.091,133.300,27.022,12.350,12.012,-0.430,57.833
'[22:43:49.010 23/02/1996]',0.091,0.088,133.300,27.022,12.350,12.012,-0.430,57.833
'[22:43:49.012 23/02/1996]',0.088,0.084,133.300,27.022,12.350,12.012,-0.430,57.833
'[22:43:49.014 23/02/1996]',0.085,0.079,133.300,27.022,12.350,12.012,-0.430,57.833
'[22:43:49.016 23/02/1996]',0.082,0.074,137.350,26.736,12.463,12.363,-0.330,57.833
'[22:43:49.018 23/02/1996]',0.079,0.070,137.350,26.736,12.463,12.363,-0.330,57.833
'[22:43:49.020 23/02/1996]',0.075,0.066,137.350,26.736,12.463,12.363,-0.330,57.833
'[22:43:49.022 23/02/1996]',0.071,0.061,137.350,26.736,12.463,12.363,-0.330,57.833
'[22:43:49.024 23/02/1996]',0.068,0.057,139.050,26.786,12.637,12.713,-0.234,57.833
'[22:43:49.026 23/02/1996]',0.064,0.052,139.050,26.786,12.637,12.713,-0.234,57.833
'[22:43:49.028 23/02/1996]',0.061,0.047,139.050,26.786,12.637,12.713,-0.234,57.833
'[22:43:49.030 23/02/1996]',0.058,0.042,139.050,26.786,12.637,12.713,-0.234,57.833
'[22:43:49.032 23/02/1996]',0.056,0.038,138.550,26.960,12.875,13.075,-0.129,57.867
'[22:43:49.034 23/02/1996]',0.054,0.035,138.550,26.960,12.875,13.075,-0.129,57.867
'[22:43:49.036 23/02/1996]',0.052,0.033,138.550,26.960,12.875,13.075,-0.129,57.867
'[22:43:49.038 23/02/1996]',0.050,0.030,138.550,26.960,12.875,13.075,-0.129,57.867
'[22:43:49.040 23/02/1996]',0.048,0.028,136.500,27.197,13.113,13.425,-0.029,57.917
'[22:43:49.042 23/02/1996]',0.046,0.025,136.500,27.197,13.113,13.425,-0.029,57.917
'[22:43:49.044 23/02/1996]',0.044,0.024,136.500,27.197,13.113,13.425,-0.029,57.917
'[22:43:49.046 23/02/1996]',0.043,0.022,136.500,27.197,13.113,13.425,-0.029,57.917
'[22:43:49.048 23/02/1996]',0.042,0.021,133.400,27.197,13.463,13.650,0.062,57.967
'[22:43:49.050 23/02/1996]',0.040,0.020,133.400,27.197,13.463,13.650,0.062,57.967
'[22:43:49.052 23/02/1996]',0.040,0.019,133.400,27.197,13.463,13.650,0.062,57.967
'[22:43:49.054 23/02/1996]',0.039,0.018,133.400,27.197,13.463,13.650,0.062,57.967
'[22:43:49.056 23/02/1996]',0.040,0.018,129.700,26.910,13.750,13.887,0.139,58.017
'[22:43:49.058 23/02/1996]',0.040,0.019,129.700,26.910,13.750,13.887,0.139,58.017
'[22:43:49.060 23/02/1996]',0.040,0.020,129.700,26.910,13.750,13.887,0.139,58.017
'[22:43:49.062 23/02/1996]',0.039,0.021,129.700,26.910,13.750,13.887,0.139,58.017
'[22:43:49.064 23/02/1996]',0.037,0.021,125.800,26.262,14.050,14.012,0.201,58.150
'[22:43:49.066 23/02/1996]',0.036,0.022,125.800,26.262,14.050,14.012,0.201,58.150
'[22:43:49.068 23/02/1996]',0.035,0.021,125.800,26.262,14.050,14.012,0.201,58.150
'[22:43:49.070 23/02/1996]',0.033,0.021,125.800,26.262,14.050,14.012,0.201,58.150
'[22:43:49.072 23/02/1996]',0.032,0.020,121.900,25.390,14.287,14.062,0.249,58.317
'[22:43:49.074 23/02/1996]',0.031,0.019,121.900,25.390,14.287,14.062,0.249,58.317
'[22:43:49.076 23/02/1996]',0.029,0.018,121.900,25.390,14.287,14.062,0.249,58.317
'[22:43:49.078 23/02/1996]',0.028,0.017,121.900,25.390,14.287,14.062,0.249,58.317
'[22:43:49.080 23/02/1996]',0.027,0.017,118.300,24.282,14.512,14.125,0.282,58.483
'[22:43:49.082 23/02/1996]',0.026,0.017,118.300,24.282,14.512,14.125,0.282,58.483
'[22:43:49.084 23/02/1996]',0.025,0.016,118.300,24.282,14.512,14.125,0.282,58.483
'[22:43:49.086 23/02/1996]',0.024,0.015,118.300,24.282,14.512,14.125,0.282,58.483
'[22:43:49.088 23/02/1996]',0.022,0.015,114.950,23.110,14.637,14.062,0.306,58.650
'[22:43:49.090 23/02/1996]',0.021,0.014,114.950,23.110,14.637,14.062,0.306,58.650
'[22:43:49.092 23/02/1996]',0.019,0.014,114.950,23.110,14.637,14.062,0.306,58.650
'[22:43:49.094 23/02/1996]',0.018,0.014,114.950,23.110,14.637,14.062,0.306,58.650
'[22:43:49.096 23/02/1996]',0.016,0.014,111.800,21.827,14.688,14.012,0.321,58.483
'[22:43:49.098 23/02/1996]',0.014,0.014,111.800,21.827,14.688,14.012,0.321,58.483
'[22:43:49.100 23/02/1996]',0.013,0.013,111.800,21.827,14.688,14.012,0.321,58.483
'[22:43:49.102 23/02/1996]',0.013,0.013,111.800,21.827,14.688,14.012,0.321,58.483
'[22:43:49.104 23/02/1996]',0.011,0.012,108.500,20.195,14.750,13.950,0.321,58.367
'[22:43:49.106 23/02/1996]',0.010,0.011,108.500,20.195,14.750,13.950,0.321,58.367
'[22:43:49.108 23/02/1996]',0.008,0.011,108.500,20.195,14.750,13.950,0.321,58.367
'[22:43:49.110 23/02/1996]',0.006,0.010,108.500,20.195,14.750,13.950,0.321,58.367
'[22:43:49.112 23/02/1996]',0.004,0.011,105.100,18.264,14.750,13.825,0.321,58.250
'[22:43:49.114 23/02/1996]',0.002,0.011,105.100,18.264,14.750,13.825,0.321,58.250
'[22:43:49.116 23/02/1996]',0.001,0.011,105.100,18.264,14.750,13.825,0.321,58.250
'[22:43:49.118 23/02/1996]',0.000,0.011,105.100,18.264,14.750,13.825,0.321,58.250
'[22:43:49.120 23/02/1996]',-0.001,0.011,101.450,16.507,14.688,13.775,0.311,58.133
'[22:43:49.122 23/02/1996]',-0.002,0.011,101.450,16.507,14.688,13.775,0.311,58.133
'[22:43:49.124 23/02/1996]',-0.003,0.010,101.450,16.507,14.688,13.775,0.311,58.133
'[22:43:49.126 23/02/1996]',-0.004,0.009,101.450,16.507,14.688,13.775,0.311,58.133
'[22:43:49.128 23/02/1996]',-0.006,0.006,97.950,15.698,14.637,13.600,0.292,58.200
'[22:43:49.130 23/02/1996]',-0.008,0.004,97.950,15.698,14.637,13.600,0.292,58.200
'[22:43:49.132 23/02/1996]',-0.009,0.001,97.950,15.698,14.637,13.600,0.292,58.200
'[22:43:49.134 23/02/1996]',-0.011,-0.003,97.950,15.698,14.637,13.600,0.292,58.200
'[22:43:49.136 23/02/1996]',-0.011,-0.005,94.900,16.458,14.512,13.363,0.278,58.300
'[22:43:49.138 23/02/1996]',-0.011,-0.007,94.900,16.458,14.512,13.363,0.278,58.300
'[22:43:49.140 23/02/1996]',-0.011,-0.007,94.900,16.458,14.512,13.363,0.278,58.300
'[22:43:49.142 23/02/1996]',-0.011,-0.008,94.900,16.458,14.512,13.363,0.278,58.300
'[22:43:49.144 23/02/1996]',-0.009,-0.007,92.400,18.613,14.400,13.012,0.249,58.400
'[22:43:49.146 23/02/1996]',-0.008,-0.006,92.400,18.613,14.400,13.012,0.249,58.400
'[22:43:49.148 23/02/1996]',-0.004,-0.003,92.400,18.613,14.400,13.012,0.249,58.400
'[22:43:49.150 23/02/1996]',0.000,0.001,92.400,18.613,14.400,13.012,0.249,58.400
'[22:43:49.152 23/02/1996]',0.005,0.005,90.550,21.416,14.225,12.600,0.220,58.500
'[22:43:49.154 23/02/1996]',0.011,0.009,90.550,21.416,14.225,12.600,0.220,58.500
'[22:43:49.156 23/02/1996]',0.017,0.012,90.550,21.416,14.225,12.600,0.220,58.500
'[22:43:49.158 23/02/1996]',0.023,0.015,90.550,21.416,14.225,12.600,0.220,58.500
'[22:43:49.160 23/02/1996]',0.028,0.018,89.300,24.630,14.100,12.137,0.186,58.317
'[22:43:49.162 23/02/1996]',0.032,0.020,89.300,24.630,14.100,12.137,0.186,58.317
'[22:43:49.164 23/02/1996]',0.036,0.024,89.300,24.630,14.100,12.137,0.186,58.317
'[22:43:49.166 23/02/1996]',0.041,0.027,89.300,24.630,14.100,12.137,0.186,58.317
'[22:43:49.168 23/02/1996]',0.046,0.031,88.600,28.081,13.925,11.725,0.148,58.167
'[22:43:49.170 23/02/1996]',0.051,0.035,88.600,28.081,13.925,11.725,0.148,58.167
'[22:43:49.172 23/02/1996]',0.056,0.041,88.600,28.081,13.925,11.725,0.148,58.167
'[22:43:49.174 23/02/1996]',0.060,0.046,88.600,28.081,13.925,11.725,0.148,58.167
'[22:43:49.176 23/02/1996]',0.066,0.051,88.350,31.109,13.750,11.312,0.105,58.017
'[22:43:49.178 23/02/1996]',0.072,0.057,88.350,31.109,13.750,11.312,0.105,58.017
'[22:43:49.180 23/02/1996]',0.079,0.061,88.350,31.109,13.750,11.312,0.105,58.017
'[22:43:49.182 23/02/1996]',0.085,0.066,88.350,31.109,13.750,11.312,0.105,58.017
'[22:43:49.184 23/02/1996]',0.089,0.069,88.450,32.392,13.575,11.012,0.072,57.867
'[22:43:49.186 23/02/1996]',0.093,0.071,88.450,32.392,13.575,11.012,0.072,57.867
'[22:43:49.188 23/02/1996]',0.093,0.071,88.450,32.392,13.575,11.012,0.072,57.867
'[22:43:49.190 23/02/1996]',0.094,0.072,88.450,32.392,13.575,11.012,0.072,57.867
'[22:43:49.192 23/02/1996]',0.092,0.070,88.750,31.233,13.400,10.787,-0.010,58.050
'[22:43:49.194 23/02/1996]',0.090,0.067,88.750,31.233,13.400,10.787,-0.010,58.050
'[22:43:49.196 23/02/1996]',0.085,0.061,88.750,31.233,13.400,10.787,-0.010,58.050
'[22:43:49.198 23/02/1996]',0.080,0.056,88.750,31.233,13.400,10.787,-0.010,58.050
'[22:43:49.200 23/02/1996]',0.070,0.048,89.200,28.081,13.225,10.725,-0.049,58.233
'[22:43:49.202 23/02/1996]',0.061,0.040,89.200,28.081,13.225,10.725,-0.049,58.233
'[22:43:49.204 23/02/1996]',0.050,0.031,89.200,28.081,13.225,10.725,-0.049,58.233
'[22:43:49.206 23/02/1996]',0.038,0.022,89.200,28.081,13.225,10.725,-0.049,58.233
'[22:43:49.208 23/02/1996]',0.025,0.013,89.700,24.219,13.050,10.838,-0.084,58.417
'[22:43:49.210 23/02/1996]',0.013,0.004,89.700,24.219,13.050,10.838,-0.084,58.417
'[22:43:49.212 23/02/1996]',0.003,-0.004,89.700,24.219,13.050,10.838,-0.084,58.417
'[22:43:49.214 23/02/1996]',-0.008,-0.011,89.700,24.219,13.050,10.838,-0.084,58.417
'[22:43:49.216 23/02/1996]',-0.017,-0.015,90.100,21.304,12.875,11.312,-0.108,58.600
'[22:43:49.218 23/02/1996]',-0.025,-0.020,90.100,21.304,12.875,11.312,-0.108,58.600
'[22:43:49.220 23/02/1996]',-0.030,-0.025,90.100,21.304,12.875,11.312,-0.108,58.600
'[22:43:49.222 23/02/1996]',-0.036,-0.029,90.100,21.304,12.875,11.312,-0.108,58.600
'[22:43:49.224 23/02/1996]',-0.042,-0.034,90.400,20.133,12.700,12.012,-0.138,58.483
'[22:43:49.226 23/02/1996]',-0.047,-0.038,90.400,20.133,12.700,12.012,-0.138,58.483
'[22:43:49.228 23/02/1996]',-0.052,-0.043,90.400,20.133,12.700,12.012,-0.138,58.483
'[22:43:49.230 23/02/1996]',-0.057,-0.047,90.400,20.133,12.700,12.012,-0.138,58.483
'[22:43:49.232 23/02/1996]',-0.063,-0.051,90.550,20.419,12.588,12.950,-0.163,58.367
'[22:43:49.234 23/02/1996]',-0.069,-0.055,90.550,20.419,12.588,12.950,-0.163,58.367
'[22:43:49.236 23/02/1996]',-0.074,-0.058,90.550,20.419,12.588,12.950,-0.163,58.367
'[22:43:49.238 23/02/1996]',-0.079,-0.061,90.550,20.419,12.588,12.950,-0.163,58.367
'[22:43:49.240 23/02/1996]',-0.082,-0.062,90.650,21.304,12.463,13.950,-0.192,58.250
'[22:43:49.242 23/02/1996]',-0.085,-0.064,90.650,21.304,12.463,13.950,-0.192,58.250
'[22:43:49.244 23/02/1996]',-0.087,-0.065,90.650,21.304,12.463,13.950,-0.192,58.250
'[22:43:49.246 23/02/1996]',-0.090,-0.066,90.650,21.304,12.463,13.950,-0.192,58.250
'[22:43:49.248 23/02/1996]',-0.090,-0.066,90.500,22.114,12.350,14.950,-0.216,58.133
'[22:43:49.250 23/02/1996]',-0.091,-0.066,90.500,22.114,12.350,14.950,-0.216,58.133
'[22:43:49.252 23/02/1996]',-0.090,-0.066,90.500,22.114,12.350,14.950,-0.216,58.133
'[22:43:49.254 23/02/1996]',-0.089,-0.066,90.500,22.114,12.350,14.950,-0.216,58.133
'[22:43:49.256 23/02/1996]',-0.089,-0.066,90.150,22.649,12.350,15.762,-0.231,58.150
'[22:43:49.258 23/02/1996]',-0.089,-0.066,90.150,22.649,12.350,15.762,-0.231,58.150
'[22:43:49.260 23/02/1996]',-0.090,-0.067,90.150,22.649,12.350,15.762,-0.231,58.150
'[22:43:49.262 23/02/1996]',-0.091,-0.067,90.150,22.649,12.350,15.762,-0.231,58.150
'[22:43:49.264 23/02/1996]',-0.091,-0.068,89.650,22.998,12.287,16.413,-0.251,58.167
