'Time and date','II ','MCL1 ','V ','ABP ','PLETH ','RESP '
'[13:14:15.530 19/05/1995]',0.142,0.121,0.071,117.796,1.024,-0.225
'[13:14:15.532 19/05/1995]',0.114,0.112,0.061,117.796,1.024,-0.225
'[13:14:15.534 19/05/1995]',0.086,0.104,0.051,117.796,1.024,-0.225
'[13:14:15.536 19/05/1995]',0.086,0.104,0.061,119.449,1.024,-0.229
'[13:14:15.538 19/05/1995]',0.100,0.104,0.061,119.449,1.024,-0.229
'[13:14:15.540 19/05/1995]',0.086,0.095,0.061,119.449,1.024,-0.229
'[13:14:15.542 19/05/1995]',0.086,0.095,0.051,119.449,1.024,-0.229
'[13:14:15.544 19/05/1995]',0.072,0.086,0.051,120.100,1.024,-0.232
'[13:14:15.546 19/05/1995]',0.072,0.086,0.051,120.100,1.024,-0.232
'[13:14:15.548 19/05/1995]',0.072,0.086,0.040,120.100,1.024,-0.232
'[13:14:15.550 19/05/1995]',0.072,0.078,0.040,120.100,1.024,-0.232
'[13:14:15.552 19/05/1995]',0.072,0.078,0.040,119.850,1.024,-0.236
'[13:14:15.554 19/05/1995]',0.072,0.078,0.040,119.850,1.024,-0.236
'[13:14:15.556 19/05/1995]',0.072,0.061,0.040,119.850,1.024,-0.236
'[13:14:15.558 19/05/1995]',0.057,0.052,0.030,119.850,1.024,-0.236
'[13:14:15.560 19/05/1995]',0.057,0.052,0.040,118.848,1.024,-0.240
'[13:14:15.562 19/05/1995]',0.072,0.043,0.020,118.848,1.024,-0.240
'[13:14:15.564 19/05/1995]',0.043,0.035,0.010,118.848,1.024,-0.240
'[13:14:15.566 19/05/1995]',0.043,0.026,0.020,118.848,1.024,-0.240
'[13:14:15.568 19/05/1995]',0.043,0.035,0.020,117.295,1.024,-0.244
'[13:14:15.570 19/05/1995]',0.043,0.035,0.020,117.295,1.024,-0.244
'[13:14:15.572 19/05/1995]',0.043,0.035,0.020,117.295,1.024,-0.244
'[13:14:15.574 19/05/1995]',0.029,0.026,0.020,117.295,1.024,-0.244
'[13:14:15.576 19/05/1995]',0.029,0.018,0.020,115.192,1.024,-0.248
'[13:14:15.578 19/05/1995]',0.015,0.018,0.020,115.192,1.024,-0.248
'[13:14:15.580 19/05/1995]',0.029,0.018,0.020,115.192,1.024,-0.248
'[13:14:15.582 19/05/1995]',0.043,0.026,0.020,115.192,1.024,-0.248
'[13:14:15.584 19/05/1995]',0.043,0.026,0.010,112.537,1.024,-0.253
'[13:14:15.586 19/05/1995]',0.057,0.026,0.010,112.537,1.024,-0.253
'[13:14:15.588 19/05/1995]',0.057,0.026,0.010,112.537,1.024,-0.253
'[13:14:15.590 19/05/1995]',0.057,0.026,0.010,112.537,1.024,-0.253
'[13:14:15.592 19/05/1995]',0.043,0.009,0.010,109.482,1.024,-0.258
'[13:14:15.594 19/05/1995]',0.043,0.018,0.020,109.482,1.024,-0.258
'[13:14:15.596 19/05/1995]',0.043,0.018,0.030,109.482,1.024,-0.258
'[13:14:15.598 19/05/1995]',0.029,0.026,0.030,109.482,1.024,-0.258
'[13:14:15.600 19/05/1995]',0.029,0.018,0.010,106.077,1.024,-0.265
'[13:14:15.602 19/05/1995]',0.043,0.009,0.010,106.077,1.024,-0.265
'[13:14:15.604 19/05/1995]',0.057,0.026,0.010,106.077,1.024,-0.265
'[13:14:15.606 19/05/1995]',0.057,0.035,0.020,106.077,1.024,-0.265
'[13:14:15.608 19/05/1995]',0.072,0.043,0.030,102.421,1.024,-0.272
'[13:14:15.610 19/05/1995]',0.072,0.026,0.010,102.421,1.024,-0.272
'[13:14:15.612 19/05/1995]',0.057,0.009,0.001,102.421,1.024,-0.272
'[13:14:15.614 19/05/1995]',0.057,0.001,0.001,102.421,1.024,-0.272
'[13:14:15.616 19/05/1995]',0.057,0.001,0.001,98.815,1.024,-0.280
'[13:14:15.618 19/05/1995]',0.072,-0.008,0.001,98.815,1.024,-0.280
'[13:14:15.620 19/05/1995]',0.057,-0.008,0.001,98.815,1.024,-0.280
'[13:14:15.622 19/05/1995]',0.072,-0.008,0.001,98.815,1.024,-0.280
'[13:14:15.624 19/05/1995]',0.072,-0.008,0.001,95.158,1.024,-0.287
'[13:14:15.626 19/05/1995]',0.086,-0.008,0.001,95.158,1.024,-0.287
'[13:14:15.628 19/05/1995]',0.086,-0.008,0.001,95.158,1.024,-0.287
'[13:14:15.630 19/05/1995]',0.086,-0.008,0.001,95.158,1.024,-0.287
'[13:14:15.632 19/05/1995]',0.086,0.001,0.001,91.803,1.024,-0.294
'[13:14:15.634 19/05/1995]',0.100,-0.008,0.001,91.803,1.024,-0.294
'[13:14:15.636 19/05/1995]',0.086,-0.008,-0.009,91.803,1.024,-0.294
'[13:14:15.638 19/05/1995]',0.072,-0.008,-0.009,91.803,1.024,-0.294
'[13:14:15.640 19/05/1995]',0.072,0.001,0.001,88.898,1.024,-0.301
'[13:14:15.642 19/05/1995]',0.057,-0.008,0.001,88.898,1.024,-0.301
'[13:14:15.644 19/05/1995]',0.072,-0.008,0.001,88.898,1.024,-0.301
'[13:14:15.646 19/05/1995]',0.043,-0.016,-0.019,88.898,1.024,-0.301
'[13:14:15.648 19/05/1995]',0.015,-0.025,-0.039,86.394,1.024,-0.308
'[13:14:15.650 19/05/1995]',0.001,-0.025,-0.029,86.394,1.024,-0.308
'[13:14:15.652 19/05/1995]',0.001,-0.016,-0.029,86.394,1.024,-0.308
'[13:14:15.654 19/05/1995]',0.015,0.001,-0.019,86.394,1.024,-0.308
'[13:14:15.656 19/05/1995]',0.015,0.001,-0.009,84.340,1.024,-0.316
'[13:14:15.658 19/05/1995]',0.015,0.001,0.001,84.340,1.024,-0.316
'[13:14:15.660 19/05/1995]',0.015,0.001,0.001,84.340,1.024,-0.316
'[13:14:15.662 19/05/1995]',0.001,0.001,0.001,84.340,1.024,-0.316
'[13:14:15.664 19/05/1995]',0.001,0.001,0.001,82.638,1.024,-0.324
'[13:14:15.666 19/05/1995]',0.001,0.001,0.001,82.638,1.024,-0.324
'[13:14:15.668 19/05/1995]',0.001,0.009,0.001,82.638,1.024,-0.324
'[13:14:15.670 19/05/1995]',-0.013,0.009,0.001,82.638,1.024,-0.324
'[13:14:15.672 19/05/1995]',-0.027,0.018,0.001,81.135,1.024,-0.331
'[13:14:15.674 19/05/1995]',-0.027,0.026,0.010,81.135,1.024,-0.331
'[13:14:15.676 19/05/1995]',-0.013,0.026,0.020,81.135,1.024,-0.331
'[13:14:15.678 19/05/1995]',-0.013,0.026,0.030,81.135,1.024,-0.331
'[13:14:15.680 19/05/1995]',-0.013,0.018,0.020,79.883,1.024,-0.339
'[13:14:15.682 19/05/1995]',-0.041,0.009,0.010,79.883,1.024,-0.339
'[13:14:15.684 19/05/1995]',-0.041,0.001,0.001,79.883,1.024,-0.339
'[13:14:15.686 19/05/1995]',-0.041,0.009,0.001,79.883,1.024,-0.339
'[13:14:15.688 19/05/1995]',-0.041,0.009,0.010,78.781,1.024,-0.348
'[13:14:15.690 19/05/1995]',-0.041,0.009,0.010,78.781,1.024,-0.348
'[13:14:15.692 19/05/1995]',-0.041,0.018,0.010,78.781,1.024,-0.348
'[13:14:15.694 19/05/1995]',-0.055,0.009,0.001,78.781,1.024,-0.348
'[13:14:15.696 19/05/1995]',-0.041,0.001,0.001,77.880,1.024,-0.358
'[13:14:15.698 19/05/1995]',-0.041,0.001,0.001,77.880,1.024,-0.358
'[13:14:15.700 19/05/1995]',-0.027,0.001,0.001,77.880,1.024,-0.358
'[13:14:15.702 19/05/1995]',-0.013,0.009,0.010,77.880,1.024,-0.358
'[13:14:15.704 19/05/1995]',-0.041,0.001,0.010,77.329,1.024,-0.369
'[13:14:15.706 19/05/1995]',-0.070,0.001,0.001,77.329,1.024,-0.369
'[13:14:15.708 19/05/1995]',-0.070,-0.016,-0.009,77.329,1.024,-0.369
'[13:14:15.710 19/05/1995]',-0.070,0.001,0.001,77.329,1.024,-0.369
'[13:14:15.712 19/05/1995]',-0.041,0.001,0.001,76.828,1.024,-0.381
'[13:14:15.714 19/05/1995]',-0.013,0.001,0.001,76.828,1.024,-0.381
'[13:14:15.716 19/05/1995]',-0.041,-0.008,0.001,76.828,1.024,-0.381
'[13:14:15.718 19/05/1995]',-0.070,-0.016,-0.009,76.828,1.024,-0.381
'[13:14:15.720 19/05/1995]',-0.055,-0.016,-0.009,76.628,1.024,-0.391
'[13:14:15.722 19/05/1995]',-0.055,-0.016,-0.009,76.628,1.024,-0.391
'[13:14:15.724 19/05/1995]',-0.041,-0.016,0.001,76.628,1.024,-0.391
'[13:14:15.726 19/05/1995]',-0.041,-0.016,0.001,76.628,1.024,-0.391
'[13:14:15.728 19/05/1995]',-0.041,-0.008,0.001,76.427,1.024,-0.402
'[13:14:15.730 19/05/1995]',-0.041,-0.008,0.001,76.427,1.024,-0.402
'[13:14:15.732 19/05/1995]',-0.027,0.001,0.001,76.427,1.024,-0.402
'[13:14:15.734 19/05/1995]',-0.027,0.001,0.001,76.427,1.024,-0.402
'[13:14:15.736 19/05/1995]',-0.013,0.001,0.001,76.327,1.024,-0.411
'[13:14:15.738 19/05/1995]',-0.013,0.001,0.001,76.327,1.024,-0.411
'[13:14:15.740 19/05/1995]',-0.013,0.001,0.001,76.327,1.024,-0.411
'[13:14:15.742 19/05/1995]',-0.013,-0.008,0.001,76.327,1.024,-0.411
'[13:14:15.744 19/05/1995]',-0.013,-0.016,0.001,76.327,1.024,-0.421
'[13:14:15.746 19/05/1995]',-0.013,-0.025,0.001,76.327,1.024,-0.421
'[13:14:15.748 19/05/1995]',-0.013,-0.016,0.001,76.327,1.024,-0.421
'[13:14:15.750 19/05/1995]',-0.027,-0.008,0.001,76.327,1.024,-0.421
'[13:14:15.752 19/05/1995]',-0.027,-0.008,0.001,76.327,1.024,-0.431
'[13:14:15.754 19/05/1995]',-0.027,-0.008,-0.009,76.327,1.024,-0.431
'[13:14:15.756 19/05/1995]',-0.027,-0.008,0.001,76.327,1.024,-0.431
'[13:14:15.758 19/05/1995]',-0.013,-0.016,0.001,76.327,1.024,-0.431
'[13:14:15.760 19/05/1995]',-0.027,-0.016,0.001,76.327,1.024,-0.440
'[13:14:15.762 19/05/1995]',-0.041,-0.025,0.001,76.327,1.024,-0.440
'[13:14:15.764 19/05/1995]',-0.041,-0.008,0.001,76.327,1.024,-0.440
'[13:14:15.766 19/05/1995]',-0.041,-0.008,0.001,76.327,1.024,-0.440
'[13:14:15.768 19/05/1995]',-0.041,-0.008,0.001,76.327,1.024,-0.449
'[13:14:15.770 19/05/1995]',-0.041,-0.025,-0.009,76.327,1.024,-0.449
'[13:14:15.772 19/05/1995]',-0.041,-0.034,-0.009,76.327,1.024,-0.449
'[13:14:15.774 19/05/1995]',-0.027,-0.034,-0.019,76.327,1.024,-0.449
'[13:14:15.776 19/05/1995]',-0.013,-0.034,-0.019,76.327,1.024,-0.457
'[13:14:15.778 19/05/1995]',-0.013,-0.059,-0.019,76.327,1.024,-0.457
'[13:14:15.780 19/05/1995]',-0.013,-0.094,-0.039,76.327,1.024,-0.457
'[13:14:15.782 19/05/1995]',-0.013,-0.136,-0.079,76.327,1.024,-0.457
'[13:14:15.784 19/05/1995]',-0.013,-0.197,-0.129,76.427,1.024,-0.464
'[13:14:15.786 19/05/1995]',-0.013,-0.274,-0.169,76.427,1.024,-0.464
'[13:14:15.788 19/05/1995]',-0.013,-0.334,-0.209,76.427,1.024,-0.464
'[13:14:15.790 19/05/1995]',0.001,-0.394,-0.259,76.427,1.024,-0.464
'[13:14:15.792 19/05/1995]',0.001,-0.471,-0.308,76.527,1.022,-0.471
'[13:14:15.794 19/05/1995]',0.001,-0.513,-0.328,76.527,1.022,-0.471
'[13:14:15.796 19/05/1995]',0.001,-0.574,-0.379,76.527,1.022,-0.471
'[13:14:15.798 19/05/1995]',0.001,-0.625,-0.409,76.527,1.022,-0.471
'[13:14:15.800 19/05/1995]',0.001,-0.642,-0.428,76.628,0.971,-0.478
'[13:14:15.802 19/05/1995]',0.001,-0.659,-0.428,76.628,0.971,-0.478
'[13:14:15.804 19/05/1995]',0.001,-0.659,-0.428,76.628,0.971,-0.478
'[13:14:15.806 19/05/1995]',0.001,-0.676,-0.438,76.628,0.971,-0.478
'[13:14:15.808 19/05/1995]',0.015,-0.676,-0.428,76.728,0.922,-0.485
'[13:14:15.810 19/05/1995]',0.015,-0.694,-0.428,76.728,0.922,-0.485
'[13:14:15.812 19/05/1995]',0.001,-0.719,-0.428,76.728,0.922,-0.485
'[13:14:15.814 19/05/1995]',0.015,-0.745,-0.458,76.728,0.922,-0.485
'[13:14:15.816 19/05/1995]',0.001,-0.771,-0.468,76.728,0.873,-0.492
'[13:14:15.818 19/05/1995]',-0.013,-,-0.498,76.728,0.873,-0.492
'[13:14:15.820 19/05/1995]',-0.041,-,-0.508,76.728,0.873,-0.492
'[13:14:15.822 19/05/1995]',-0.070,-,-0.518,76.728,0.873,-0.492
'[13:14:15.824 19/05/1995]',-0.084,-,-0.518,76.728,0.822,-0.500
'[13:14:15.826 19/05/1995]',-0.141,-,-0.518,76.728,0.822,-0.500
'[13:14:15.828 19/05/1995]',-0.183,-,-0.518,76.728,0.822,-0.500
'[13:14:15.830 19/05/1995]',-0.225,-,-0.518,76.728,0.822,-0.500
'[13:14:15.832 19/05/1995]',-0.253,-,-0.518,76.728,0.772,-0.509
'[13:14:15.834 19/05/1995]',-0.268,-,-0.518,76.728,0.772,-0.509
'[13:14:15.836 19/05/1995]',-0.296,-,-0.508,76.728,0.772,-0.509
'[13:14:15.838 19/05/1995]',-0.310,-,-0.478,76.728,0.772,-0.509
'[13:14:15.840 19/05/1995]',-0.324,-0.788,-0.458,76.628,0.715,-0.517
'[13:14:15.842 19/05/1995]',-0.338,-0.771,-0.438,76.628,0.715,-0.517
'[13:14:15.844 19/05/1995]',-0.353,-0.771,-0.428,76.628,0.715,-0.517
'[13:14:15.846 19/05/1995]',-0.353,-0.753,-0.428,76.628,0.715,-0.517
'[13:14:15.848 19/05/1995]',-0.353,-0.745,-0.419,76.427,0.654,-0.525
'[13:14:15.850 19/05/1995]',-0.338,-0.728,-0.419,76.427,0.654,-0.525
'[13:14:15.852 19/05/1995]',-0.338,-0.736,-0.428,76.427,0.654,-0.525
'[13:14:15.854 19/05/1995]',-0.324,-0.736,-0.428,76.427,0.654,-0.525
'[13:14:15.856 19/05/1995]',-0.324,-0.719,-0.409,76.127,0.595,-0.533
'[13:14:15.858 19/05/1995]',-0.324,-0.702,-0.389,76.127,0.595,-0.533
'[13:14:15.860 19/05/1995]',-0.324,-0.694,-0.389,76.127,0.595,-0.533
'[13:14:15.862 19/05/1995]',-0.353,-0.685,-0.389,76.127,0.595,-0.533
'[13:14:15.864 19/05/1995]',-0.353,-0.659,-0.379,75.726,0.528,-0.540
'[13:14:15.866 19/05/1995]',-0.367,-0.633,-0.359,75.726,0.528,-0.540
'[13:14:15.868 19/05/1995]',-0.367,-0.608,-0.348,75.726,0.528,-0.540
'[13:14:15.870 19/05/1995]',-0.367,-0.574,-0.328,75.726,0.528,-0.540
'[13:14:15.872 19/05/1995]',-0.367,-0.531,-0.298,75.175,0.462,-0.547
'[13:14:15.874 19/05/1995]',-0.381,-0.488,-0.269,75.175,0.462,-0.547
'[13:14:15.876 19/05/1995]',-0.367,-0.436,-0.249,75.175,0.462,-0.547
'[13:14:15.878 19/05/1995]',-0.353,-0.385,-0.219,75.175,0.462,-0.547
'[13:14:15.880 19/05/1995]',-0.353,-0.334,-0.199,74.624,0.391,-0.553
'[13:14:15.882 19/05/1995]',-0.338,-0.282,-0.169,74.624,0.391,-0.553
'[13:14:15.884 19/05/1995]',-0.324,-0.248,-0.139,74.624,0.391,-0.553
'[13:14:15.886 19/05/1995]',-0.324,-0.205,-0.119,74.624,0.391,-0.553
'[13:14:15.888 19/05/1995]',-0.296,-0.154,-0.089,74.023,0.327,-0.559
'[13:14:15.890 19/05/1995]',-0.296,-0.128,-0.069,74.023,0.327,-0.559
'[13:14:15.892 19/05/1995]',-0.296,-0.085,-0.039,74.023,0.327,-0.559
'[13:14:15.894 19/05/1995]',-0.282,-0.051,-0.009,74.023,0.327,-0.559
'[13:14:15.896 19/05/1995]',-0.296,-0.042,-0.009,73.422,0.267,-0.566
'[13:14:15.898 19/05/1995]',-0.282,0.001,0.010,73.422,0.267,-0.566
'[13:14:15.900 19/05/1995]',-0.268,0.018,0.020,73.422,0.267,-0.566
'[13:14:15.902 19/05/1995]',-0.282,0.035,0.030,73.422,0.267,-0.566
'[13:14:15.904 19/05/1995]',-0.282,0.061,0.040,72.921,0.211,-0.571
'[13:14:15.906 19/05/1995]',-0.268,0.095,0.071,72.921,0.211,-0.571
'[13:14:15.908 19/05/1995]',-0.239,0.129,0.091,72.921,0.211,-0.571
'[13:14:15.910 19/05/1995]',-0.211,0.146,0.111,72.921,0.211,-0.571
'[13:14:15.912 19/05/1995]',-0.183,0.155,0.121,72.370,0.160,-0.576
'[13:14:15.914 19/05/1995]',-0.183,0.172,0.121,72.370,0.160,-0.576
'[13:14:15.916 19/05/1995]',-0.155,0.198,0.131,72.370,0.160,-0.576
'[13:14:15.918 19/05/1995]',-0.126,0.232,0.150,72.370,0.160,-0.576
'[13:14:15.920 19/05/1995]',-0.112,0.258,0.160,71.920,0.117,-0.581
'[13:14:15.922 19/05/1995]',-0.098,0.266,0.160,71.920,0.117,-0.581
'[13:14:15.924 19/05/1995]',-0.084,0.301,0.170,71.920,0.117,-0.581
'[13:14:15.926 19/05/1995]',-0.055,0.309,0.180,71.920,0.117,-0.581
'[13:14:15.928 19/05/1995]',-0.027,0.335,0.190,71.419,0.079,-0.585
'[13:14:15.930 19/05/1995]',-0.027,0.352,0.200,71.419,0.079,-0.585
'[13:14:15.932 19/05/1995]',-0.013,0.361,0.210,71.419,0.079,-0.585
'[13:14:15.934 19/05/1995]',0.001,0.377,0.210,71.419,0.079,-0.585
'[13:14:15.936 19/05/1995]',0.001,0.386,0.220,71.068,0.049,-0.587
'[13:14:15.938 19/05/1995]',0.001,0.386,0.230,71.068,0.049,-0.587
'[13:14:15.940 19/05/1995]',0.015,0.386,0.230,71.068,0.049,-0.587
'[13:14:15.942 19/05/1995]',0.001,0.377,0.220,71.068,0.049,-0.587
'[13:14:15.944 19/05/1995]',0.015,0.386,0.230,70.718,0.025,-0.588
'[13:14:15.946 19/05/1995]',0.029,0.386,0.230,70.718,0.025,-0.588
'[13:14:15.948 19/05/1995]',0.029,0.403,0.240,70.718,0.025,-0.588
'[13:14:15.950 19/05/1995]',0.043,0.420,0.250,70.718,0.025,-0.588
'[13:14:15.952 19/05/1995]',0.043,0.446,0.260,70.517,0.005,-0.588
'[13:14:15.954 19/05/1995]',0.043,0.472,0.280,70.517,0.005,-0.588
'[13:14:15.956 19/05/1995]',0.043,0.489,0.290,70.517,0.005,-0.588
'[13:14:15.958 19/05/1995]',0.043,0.481,0.280,70.517,0.005,-0.588
'[13:14:15.960 19/05/1995]',0.057,0.472,0.280,70.317,-0.007,-0.586
'[13:14:15.962 19/05/1995]',0.057,0.463,0.270,70.317,-0.007,-0.586
'[13:14:15.964 19/05/1995]',0.072,0.438,0.260,70.317,-0.007,-0.586
'[13:14:15.966 19/05/1995]',0.057,0.420,0.260,70.317,-0.007,-0.586
'[13:14:15.968 19/05/1995]',0.057,0.403,0.240,70.167,-0.020,-0.583
'[13:14:15.970 19/05/1995]',0.072,0.395,0.250,70.167,-0.020,-0.583
'[13:14:15.972 19/05/1995]',0.072,0.412,0.260,70.167,-0.020,-0.583
'[13:14:15.974 19/05/1995]',0.072,0.420,0.260,70.167,-0.020,-0.583
'[13:14:15.976 19/05/1995]',0.086,0.429,0.270,70.117,-0.030,-0.580
'[13:14:15.978 19/05/1995]',0.086,0.438,0.280,70.117,-0.030,-0.580
'[13:14:15.980 19/05/1995]',0.086,0.446,0.280,70.117,-0.030,-0.580
'[13:14:15.982 19/05/1995]',0.086,0.446,0.280,70.117,-0.030,-0.580
'[13:14:15.984 19/05/1995]',0.086,0.455,0.280,70.117,-0.043,-0.577
'[13:14:15.986 19/05/1995]',0.086,0.438,0.270,70.117,-0.043,-0.577
'[13:14:15.988 19/05/1995]',0.086,0.446,0.270,70.117,-0.043,-0.577
'[13:14:15.990 19/05/1995]',0.086,0.446,0.280,70.117,-0.043,-0.577
'[13:14:15.992 19/05/1995]',0.100,0.455,0.290,70.167,-0.052,-0.573
'[13:14:15.994 19/05/1995]',0.086,0.455,0.290,70.167,-0.052,-0.573
'[13:14:15.996 19/05/1995]',0.086,0.446,0.280,70.167,-0.052,-0.573
'[13:14:15.998 19/05/1995]',0.072,0.438,0.270,70.167,-0.052,-0.573
'[13:14:16.000 19/05/1995]',0.072,0.446,0.270,70.217,-0.063,-0.568
'[13:14:16.002 19/05/1995]',0.072,0.455,0.270,70.217,-0.063,-0.568
'[13:14:16.004 19/05/1995]',0.086,0.455,0.280,70.217,-0.063,-0.568
'[13:14:16.006 19/05/1995]',0.100,0.455,0.290,70.217,-0.063,-0.568
'[13:14:16.008 19/05/1995]',0.114,0.481,0.300,70.267,-0.073,-0.563
'[13:14:16.010 19/05/1995]',0.100,0.472,0.300,70.267,-0.073,-0.563
'[13:14:16.012 19/05/1995]',0.086,0.463,0.290,70.267,-0.073,-0.563
'[13:14:16.014 19/05/1995]',0.100,0.463,0.290,70.267,-0.073,-0.563
'[13:14:16.016 19/05/1995]',0.100,0.455,0.280,70.317,-0.084,-0.557
'[13:14:16.018 19/05/1995]',0.114,0.455,0.280,70.317,-0.084,-0.557
'[13:14:16.020 19/05/1995]',0.114,0.455,0.290,70.317,-0.084,-0.557
'[13:14:16.022 19/05/1995]',0.114,0.446,0.280,70.317,-0.084,-0.557
'[13:14:16.024 19/05/1995]',0.114,0.446,0.290,70.367,-0.090,-0.550
'[13:14:16.026 19/05/1995]',0.114,0.429,0.270,70.367,-0.090,-0.550
'[13:14:16.028 19/05/1995]',0.100,0.429,0.260,70.367,-0.090,-0.550
'[13:14:16.030 19/05/1995]',0.086,0.438,0.260,70.367,-0.090,-0.550
'[13:14:16.032 19/05/1995]',0.086,0.420,0.260,70.367,-0.099,-0.544
'[13:14:16.034 19/05/1995]',0.086,0.412,0.260,70.367,-0.099,-0.544
'[13:14:16.036 19/05/1995]',0.114,0.403,0.250,70.367,-0.099,-0.544
'[13:14:16.038 19/05/1995]',0.114,0.403,0.250,70.367,-0.099,-0.544
'[13:14:16.040 19/05/1995]',0.114,0.395,0.240,70.618,-0.102,-0.538
'[13:14:16.042 19/05/1995]',0.128,0.395,0.250,70.618,-0.102,-0.538
'[13:14:16.044 19/05/1995]',0.114,0.386,0.240,70.618,-0.102,-0.538
'[13:14:16.046 19/05/1995]',0.114,0.386,0.250,70.618,-0.102,-0.538
'[13:14:16.048 19/05/1995]',0.128,0.386,0.250,71.168,-0.103,-0.533
'[13:14:16.050 19/05/1995]',0.114,0.377,0.230,71.168,-0.103,-0.533
'[13:14:16.052 19/05/1995]',0.114,0.377,0.230,71.168,-0.103,-0.533
'[13:14:16.054 19/05/1995]',0.114,0.361,0.220,71.168,-0.103,-0.533
'[13:14:16.056 19/05/1995]',0.114,0.352,0.220,72.370,-0.099,-0.528
'[13:14:16.058 19/05/1995]',0.128,0.343,0.210,72.370,-0.099,-0.528
'[13:14:16.060 19/05/1995]',0.128,0.343,0.210,72.370,-0.099,-0.528
'[13:14:16.062 19/05/1995]',0.114,0.343,0.210,72.370,-0.099,-0.528
'[13:14:16.064 19/05/1995]',0.114,0.326,0.210,74.424,-0.092,-0.524
'[13:14:16.066 19/05/1995]',0.114,0.318,0.200,74.424,-0.092,-0.524
'[13:14:16.068 19/05/1995]',0.114,0.318,0.200,74.424,-0.092,-0.524
'[13:14:16.070 19/05/1995]',0.114,0.309,0.190,74.424,-0.092,-0.524
'[13:14:16.072 19/05/1995]',0.114,0.309,0.190,77.229,-0.080,-0.520
'[13:14:16.074 19/05/1995]',0.114,0.309,0.190,77.229,-0.080,-0.520
'[13:14:16.076 19/05/1995]',0.100,0.292,0.180,77.229,-0.080,-0.520
'[13:14:16.078 19/05/1995]',0.086,0.283,0.170,77.229,-0.080,-0.520
'[13:14:16.080 19/05/1995]',0.086,0.275,0.170,80.634,-0.065,-0.518
'[13:14:16.082 19/05/1995]',0.086,0.275,0.170,80.634,-0.065,-0.518
'[13:14:16.084 19/05/1995]',0.086,0.258,0.160,80.634,-0.065,-0.518
'[13:14:16.086 19/05/1995]',0.114,0.258,0.160,80.634,-0.065,-0.518
'[13:14:16.088 19/05/1995]',0.114,0.241,0.150,84.391,-0.043,-0.516
'[13:14:16.090 19/05/1995]',0.100,0.224,0.131,84.391,-0.043,-0.516
'[13:14:16.092 19/05/1995]',0.086,0.206,0.131,84.391,-0.043,-0.516
'[13:14:16.094 19/05/1995]',0.086,0.189,0.121,84.391,-0.043,-0.516
'[13:14:16.096 19/05/1995]',0.086,0.198,0.111,88.297,-0.020,-0.514
'[13:14:16.098 19/05/1995]',0.100,0.198,0.121,88.297,-0.020,-0.514
'[13:14:16.100 19/05/1995]',0.114,0.198,0.121,88.297,-0.020,-0.514
'[13:14:16.102 19/05/1995]',0.100,0.189,0.111,88.297,-0.020,-0.514
'[13:14:16.104 19/05/1995]',0.086,0.189,0.111,92.103,0.012,-0.513
'[13:14:16.106 19/05/1995]',0.086,0.172,0.111,92.103,0.012,-0.513
'[13:14:16.108 19/05/1995]',0.086,0.172,0.101,92.103,0.012,-0.513
'[13:14:16.110 19/05/1995]',0.072,0.155,0.091,92.103,0.012,-0.513
'[13:14:16.112 19/05/1995]',0.043,0.138,0.081,95.609,0.046,-0.512
'[13:14:16.114 19/05/1995]',0.043,0.138,0.081,95.609,0.046,-0.512
'[13:14:16.116 19/05/1995]',0.072,0.129,0.081,95.609,0.046,-0.512
'[13:14:16.118 19/05/1995]',0.072,0.129,0.071,95.609,0.046,-0.512
'[13:14:16.120 19/05/1995]',0.072,0.129,0.081,98.815,0.087,-0.512
'[13:14:16.122 19/05/1995]',0.072,0.129,0.081,98.815,0.087,-0.512
'[13:14:16.124 19/05/1995]',0.057,0.129,0.081,98.815,0.087,-0.512
'[13:14:16.126 19/05/1995]',0.043,0.112,0.081,98.815,0.087,-0.512
'[13:14:16.128 19/05/1995]',0.057,0.104,0.071,101.419,0.134,-0.512
'[13:14:16.130 19/05/1995]',0.043,0.104,0.081,101.419,0.134,-0.512
'[13:14:16.132 19/05/1995]',0.043,0.095,0.071,101.419,0.134,-0.512
'[13:14:16.134 19/05/1995]',0.057,0.095,0.071,101.419,0.134,-0.512
'[13:14:16.136 19/05/1995]',0.057,0.086,0.061,103.472,0.185,-0.514
'[13:14:16.138 19/05/1995]',0.057,0.078,0.051,103.472,0.185,-0.514
'[13:14:16.140 19/05/1995]',0.043,0.052,0.040,103.472,0.185,-0.514
'[13:14:16.142 19/05/1995]',0.043,0.052,0.040,103.472,0.185,-0.514
'[13:14:16.144 19/05/1995]',0.043,0.043,0.040,104.875,0.239,-0.516
'[13:14:16.146 19/05/1995]',0.043,0.052,0.030,104.875,0.239,-0.516
'[13:14:16.148 19/05/1995]',0.029,0.043,0.030,104.875,0.239,-0.516
'[13:14:16.150 19/05/1995]',0.029,0.052,0.040,104.875,0.239,-0.516
'[13:14:16.152 19/05/1995]',0.029,0.052,0.040,105.526,0.297,-0.520
'[13:14:16.154 19/05/1995]',0.001,0.043,0.030,105.526,0.297,-0.520
'[13:14:16.156 19/05/1995]',0.001,0.035,0.030,105.526,0.297,-0.520
'[13:14:16.158 19/05/1995]',0.001,0.043,0.030,105.526,0.297,-0.520
'[13:14:16.160 19/05/1995]',0.015,0.035,0.020,105.325,0.357,-0.524
