'Time and date','II','MCL1','ABP','PAP','ART','PLETH','RESP'
'[14:11:50.024 07/05/1995]',-0.031,0.028,77.600,27.800,73.443,0.304,-0.449
'[14:11:50.026 07/05/1995]',-0.031,0.055,77.600,27.800,73.443,0.304,-0.449
'[14:11:50.028 07/05/1995]',-0.031,0.090,77.600,27.800,73.443,0.304,-0.449
'[14:11:50.030 07/05/1995]',-0.047,0.138,77.600,27.800,73.443,0.304,-0.449
'[14:11:50.032 07/05/1995]',-0.047,0.186,75.950,27.500,72.093,0.260,-0.449
'[14:11:50.034 07/05/1995]',-0.064,0.240,75.950,27.500,72.093,0.260,-0.449
'[14:11:50.036 07/05/1995]',-0.080,0.316,75.950,27.500,72.093,0.260,-0.449
'[14:11:50.038 07/05/1995]',-0.080,0.378,75.950,27.500,72.093,0.260,-0.449
'[14:11:50.040 07/05/1995]',-0.047,0.432,73.950,27.150,70.968,0.217,-0.450
'[14:11:50.042 07/05/1995]',-0.015,0.460,73.950,27.150,70.968,0.217,-0.450
'[14:11:50.044 07/05/1995]',0.033,0.467,73.950,27.150,70.968,0.217,-0.450
'[14:11:50.046 07/05/1995]',0.099,0.480,73.950,27.150,70.968,0.217,-0.450
'[14:11:50.048 07/05/1995]',0.164,0.480,71.650,26.800,70.068,0.170,-0.450
'[14:11:50.050 07/05/1995]',0.244,0.467,71.650,26.800,70.068,0.170,-0.450
'[14:11:50.052 07/05/1995]',0.326,0.439,71.650,26.800,70.068,0.170,-0.450
'[14:11:50.054 07/05/1995]',0.375,0.405,71.650,26.800,70.068,0.170,-0.450
'[14:11:50.056 07/05/1995]',0.342,0.364,69.100,26.575,69.467,0.133,-0.451
'[14:11:50.058 07/05/1995]',0.244,0.378,69.100,26.575,69.467,0.133,-0.451
'[14:11:50.060 07/05/1995]',0.115,0.364,69.100,26.575,69.467,0.133,-0.451
'[14:11:50.062 07/05/1995]',-0.047,0.364,69.100,26.575,69.467,0.133,-0.451
'[14:11:50.064 07/05/1995]',-0.227,0.336,66.450,26.575,69.017,0.090,-0.452
'[14:11:50.066 07/05/1995]',-0.373,0.309,66.450,26.575,69.017,0.090,-0.452
'[14:11:50.068 07/05/1995]',-0.486,0.268,66.450,26.575,69.017,0.090,-0.452
'[14:11:50.070 07/05/1995]',-0.584,0.254,66.450,26.575,69.017,0.090,-0.452
'[14:11:50.072 07/05/1995]',-0.633,0.233,64.300,26.525,68.642,0.045,-0.452
'[14:11:50.074 07/05/1995]',-0.681,0.213,64.300,26.525,68.642,0.045,-0.452
'[14:11:50.076 07/05/1995]',-0.681,0.186,64.300,26.525,68.642,0.045,-0.452
'[14:11:50.078 07/05/1995]',-0.665,0.151,64.300,26.525,68.642,0.045,-0.452
'[14:11:50.080 07/05/1995]',-0.633,0.110,62.550,26.150,68.492,0.005,-0.453
'[14:11:50.082 07/05/1995]',-0.584,0.076,62.550,26.150,68.492,0.005,-0.453
'[14:11:50.084 07/05/1995]',-0.519,0.035,62.550,26.150,68.492,0.005,-0.453
'[14:11:50.086 07/05/1995]',-0.438,0.007,62.550,26.150,68.492,0.005,-0.453
'[14:11:50.088 07/05/1995]',-0.373,-0.013,61.050,25.525,68.342,-0.035,-0.453
'[14:11:50.090 07/05/1995]',-0.275,-0.034,61.050,25.525,68.342,-0.035,-0.453
'[14:11:50.092 07/05/1995]',-0.210,-0.054,61.050,25.525,68.342,-0.035,-0.453
'[14:11:50.094 07/05/1995]',-0.129,-0.061,61.050,25.525,68.342,-0.035,-0.453
'[14:11:50.096 07/05/1995]',-0.080,-0.075,59.550,25.175,68.042,-0.068,-0.453
'[14:11:50.098 07/05/1995]',-0.031,-0.082,59.550,25.175,68.042,-0.068,-0.453
'[14:11:50.100 07/05/1995]',0.001,-0.082,59.550,25.175,68.042,-0.068,-0.453
'[14:11:50.102 07/05/1995]',0.001,-0.075,59.550,25.175,68.042,-0.068,-0.453
'[14:11:50.104 07/05/1995]',0.001,-0.075,57.850,25.450,67.742,-0.100,-0.453
'[14:11:50.106 07/05/1995]',0.001,-0.082,57.850,25.450,67.742,-0.100,-0.453
'[14:11:50.108 07/05/1995]',0.001,-0.082,57.850,25.450,67.742,-0.100,-0.453
'[14:11:50.110 07/05/1995]',0.001,-0.075,57.850,25.450,67.742,-0.100,-0.453
'[14:11:50.112 07/05/1995]',0.001,-0.061,55.850,26.325,67.217,-0.131,-0.453
'[14:11:50.114 07/05/1995]',0.001,-0.075,55.850,26.325,67.217,-0.131,-0.453
'[14:11:50.116 07/05/1995]',0.017,-0.075,55.850,26.325,67.217,-0.131,-0.453
'[14:11:50.118 07/05/1995]',0.001,-0.075,55.850,26.325,67.217,-0.131,-0.453
'[14:11:50.120 07/05/1995]',0.001,-0.061,53.500,27.500,66.467,-0.150,-0.452
'[14:11:50.122 07/05/1995]',0.001,-0.061,53.500,27.500,66.467,-0.150,-0.452
'[14:11:50.124 07/05/1995]',0.017,-0.075,53.500,27.500,66.467,-0.150,-0.452
'[14:11:50.126 07/05/1995]',0.017,-0.061,53.500,27.500,66.467,-0.150,-0.452
'[14:11:50.128 07/05/1995]',0.017,-0.061,50.950,28.450,65.491,-0.175,-0.452
'[14:11:50.130 07/05/1995]',0.017,-0.075,50.950,28.450,65.491,-0.175,-0.452
'[14:11:50.132 07/05/1995]',0.033,-0.061,50.950,28.450,65.491,-0.175,-0.452
'[14:11:50.134 07/05/1995]',0.033,-0.075,50.950,28.450,65.491,-0.175,-0.452
'[14:11:50.136 07/05/1995]',0.033,-0.075,48.350,28.625,64.291,-0.191,-0.452
'[14:11:50.138 07/05/1995]',0.033,-0.075,48.350,28.625,64.291,-0.191,-0.452
'[14:11:50.140 07/05/1995]',0.033,-0.075,48.350,28.625,64.291,-0.191,-0.452
'[14:11:50.142 07/05/1995]',0.033,-0.075,48.350,28.625,64.291,-0.191,-0.452
'[14:11:50.144 07/05/1995]',0.050,-0.075,46.250,27.675,63.016,-0.205,-0.452
'[14:11:50.146 07/05/1995]',0.050,-0.075,46.250,27.675,63.016,-0.205,-0.452
'[14:11:50.148 07/05/1995]',0.050,-0.075,46.250,27.675,63.016,-0.205,-0.452
'[14:11:50.150 07/05/1995]',0.050,-0.075,46.250,27.675,63.016,-0.205,-0.452
'[14:11:50.152 07/05/1995]',0.050,-0.075,45.050,25.975,61.515,-0.221,-0.452
'[14:11:50.154 07/05/1995]',0.050,-0.082,45.050,25.975,61.515,-0.221,-0.452
'[14:11:50.156 07/05/1995]',0.050,-0.075,45.050,25.975,61.515,-0.221,-0.452
'[14:11:50.158 07/05/1995]',0.066,-0.075,45.050,25.975,61.515,-0.221,-0.452
'[14:11:50.160 07/05/1995]',0.066,-0.075,45.200,24.700,59.940,-0.231,-0.452
'[14:11:50.162 07/05/1995]',0.066,-0.082,45.200,24.700,59.940,-0.231,-0.452
'[14:11:50.164 07/05/1995]',0.066,-0.082,45.200,24.700,59.940,-0.231,-0.452
'[14:11:50.166 07/05/1995]',0.066,-0.089,45.200,24.700,59.940,-0.231,-0.452
'[14:11:50.168 07/05/1995]',0.082,-0.082,46.700,24.925,58.215,-0.243,-0.453
'[14:11:50.170 07/05/1995]',0.082,-0.082,46.700,24.925,58.215,-0.243,-0.453
'[14:11:50.172 07/05/1995]',0.082,-0.082,46.700,24.925,58.215,-0.243,-0.453
'[14:11:50.174 07/05/1995]',0.082,-0.082,46.700,24.925,58.215,-0.243,-0.453
'[14:11:50.176 07/05/1995]',0.082,-0.082,49.350,26.700,56.564,-0.251,-0.453
'[14:11:50.178 07/05/1995]',0.082,-0.082,49.350,26.700,56.564,-0.251,-0.453
'[14:11:50.180 07/05/1995]',0.099,-0.082,49.350,26.700,56.564,-0.251,-0.453
'[14:11:50.182 07/05/1995]',0.099,-0.082,49.350,26.700,56.564,-0.251,-0.453
'[14:11:50.184 07/05/1995]',0.099,-0.082,52.700,29.675,54.839,-0.263,-0.455
'[14:11:50.186 07/05/1995]',0.099,-0.082,52.700,29.675,54.839,-0.263,-0.455
'[14:11:50.188 07/05/1995]',0.099,-0.082,52.700,29.675,54.839,-0.263,-0.455
'[14:11:50.190 07/05/1995]',0.099,-0.082,52.700,29.675,54.839,-0.263,-0.455
'[14:11:50.192 07/05/1995]',0.099,-0.082,56.550,34.025,53.338,-0.274,-0.457
'[14:11:50.194 07/05/1995]',0.099,-0.082,56.550,34.025,53.338,-0.274,-0.457
'[14:11:50.196 07/05/1995]',0.099,-0.082,56.550,34.025,53.338,-0.274,-0.457
'[14:11:50.198 07/05/1995]',0.099,-0.082,56.550,34.025,53.338,-0.274,-0.457
'[14:11:50.200 07/05/1995]',0.099,-0.082,60.900,39.400,51.988,-0.286,-0.460
'[14:11:50.202 07/05/1995]',0.099,-0.082,60.900,39.400,51.988,-0.286,-0.460
'[14:11:50.204 07/05/1995]',0.099,-0.082,60.900,39.400,51.988,-0.286,-0.460
'[14:11:50.206 07/05/1995]',0.099,-0.082,60.900,39.400,51.988,-0.286,-0.460
'[14:11:50.208 07/05/1995]',0.099,-0.082,65.700,44.725,50.938,-0.296,-0.463
'[14:11:50.210 07/05/1995]',0.099,-0.082,65.700,44.725,50.938,-0.296,-0.463
'[14:11:50.212 07/05/1995]',0.099,-0.082,65.700,44.725,50.938,-0.296,-0.463
'[14:11:50.214 07/05/1995]',0.099,-0.082,65.700,44.725,50.938,-0.296,-0.463
'[14:11:50.216 07/05/1995]',0.115,-0.082,70.650,48.550,50.338,-0.314,-0.467
'[14:11:50.218 07/05/1995]',0.115,-0.082,70.650,48.550,50.338,-0.314,-0.467
'[14:11:50.220 07/05/1995]',0.115,-0.082,70.650,48.550,50.338,-0.314,-0.467
'[14:11:50.222 07/05/1995]',0.115,-0.082,70.650,48.550,50.338,-0.314,-0.467
'[14:11:50.224 07/05/1995]',0.115,-0.089,75.650,50.650,50.638,-0.329,-0.469
'[14:11:50.226 07/05/1995]',0.115,-0.082,75.650,50.650,50.638,-0.329,-0.469
'[14:11:50.228 07/05/1995]',0.115,-0.082,75.650,50.650,50.638,-0.329,-0.469
'[14:11:50.230 07/05/1995]',0.115,-0.082,75.650,50.650,50.638,-0.329,-0.469
'[14:11:50.232 07/05/1995]',0.115,-0.089,79.950,51.775,51.688,-0.348,-0.472
'[14:11:50.234 07/05/1995]',0.115,-0.089,79.950,51.775,51.688,-0.348,-0.472
'[14:11:50.236 07/05/1995]',0.115,-0.089,79.950,51.775,51.688,-0.348,-0.472
'[14:11:50.238 07/05/1995]',0.115,-0.089,79.950,51.775,51.688,-0.348,-0.472
'[14:11:50.240 07/05/1995]',0.115,-0.089,82.500,52.775,53.488,-0.373,-0.473
'[14:11:50.242 07/05/1995]',0.115,-0.082,82.500,52.775,53.488,-0.373,-0.473
'[14:11:50.244 07/05/1995]',0.115,-0.082,82.500,52.775,53.488,-0.373,-0.473
'[14:11:50.246 07/05/1995]',0.115,-0.082,82.500,52.775,53.488,-0.373,-0.473
'[14:11:50.248 07/05/1995]',0.115,-0.075,82.850,53.825,55.814,-0.399,-0.475
'[14:11:50.250 07/05/1995]',0.115,-0.082,82.850,53.825,55.814,-0.399,-0.475
'[14:11:50.252 07/05/1995]',0.115,-0.075,82.850,53.825,55.814,-0.399,-0.475
'[14:11:50.254 07/05/1995]',0.115,-0.075,82.850,53.825,55.814,-0.399,-0.475
'[14:11:50.256 07/05/1995]',0.115,-0.075,81.500,55.100,58.440,-0.423,-0.478
'[14:11:50.258 07/05/1995]',0.099,-0.075,81.500,55.100,58.440,-0.423,-0.478
'[14:11:50.260 07/05/1995]',0.099,-0.075,81.500,55.100,58.440,-0.423,-0.478
'[14:11:50.262 07/05/1995]',0.099,-0.061,81.500,55.100,58.440,-0.423,-0.478
'[14:11:50.264 07/05/1995]',0.099,-0.061,79.600,56.225,61.290,-0.449,-0.481
'[14:11:50.266 07/05/1995]',0.099,-0.061,79.600,56.225,61.290,-0.449,-0.481
'[14:11:50.268 07/05/1995]',0.099,-0.061,79.600,56.225,61.290,-0.449,-0.481
'[14:11:50.270 07/05/1995]',0.082,-0.061,79.600,56.225,61.290,-0.449,-0.481
'[14:11:50.272 07/05/1995]',0.082,-0.054,77.650,57.050,64.291,-0.471,-0.484
'[14:11:50.274 07/05/1995]',0.082,-0.054,77.650,57.050,64.291,-0.471,-0.484
'[14:11:50.276 07/05/1995]',0.082,-0.041,77.650,57.050,64.291,-0.471,-0.484
'[14:11:50.278 07/05/1995]',0.082,-0.054,77.650,57.050,64.291,-0.471,-0.484
'[14:11:50.280 07/05/1995]',0.082,-0.041,76.200,57.325,67.517,-0.494,-0.487
'[14:11:50.282 07/05/1995]',0.066,-0.041,76.200,57.325,67.517,-0.494,-0.487
'[14:11:50.284 07/05/1995]',0.066,-0.041,76.200,57.325,67.517,-0.494,-0.487
'[14:11:50.286 07/05/1995]',0.066,-0.034,76.200,57.325,67.517,-0.494,-0.487
'[14:11:50.288 07/05/1995]',0.050,-0.034,75.400,57.325,70.743,-0.509,-0.491
'[14:11:50.290 07/05/1995]',0.050,-0.034,75.400,57.325,70.743,-0.509,-0.491
'[14:11:50.292 07/05/1995]',0.050,-0.027,75.400,57.325,70.743,-0.509,-0.491
'[14:11:50.294 07/05/1995]',0.050,-0.027,75.400,57.325,70.743,-0.509,-0.491
'[14:11:50.296 07/05/1995]',0.033,-0.027,75.250,57.100,73.968,-0.519,-0.495
'[14:11:50.298 07/05/1995]',0.033,-0.027,75.250,57.100,73.968,-0.519,-0.495
'[14:11:50.300 07/05/1995]',0.033,-0.027,75.250,57.100,73.968,-0.519,-0.495
'[14:11:50.302 07/05/1995]',0.033,-0.013,75.250,57.100,73.968,-0.519,-0.495
'[14:11:50.304 07/05/1995]',0.033,-0.013,75.650,56.875,77.119,-0.524,-0.500
'[14:11:50.306 07/05/1995]',0.033,-0.013,75.650,56.875,77.119,-0.524,-0.500
'[14:11:50.308 07/05/1995]',0.017,-0.013,75.650,56.875,77.119,-0.524,-0.500
'[14:11:50.310 07/05/1995]',0.033,-0.006,75.650,56.875,77.119,-0.524,-0.500
'[14:11:50.312 07/05/1995]',0.017,-0.006,76.250,56.750,79.895,-0.519,-0.504
'[14:11:50.314 07/05/1995]',0.017,-0.006,76.250,56.750,79.895,-0.519,-0.504
'[14:11:50.316 07/05/1995]',0.017,-0.006,76.250,56.750,79.895,-0.519,-0.504
'[14:11:50.318 07/05/1995]',0.017,-0.006,76.250,56.750,79.895,-0.519,-0.504
'[14:11:50.320 07/05/1995]',0.017,0.001,76.800,56.875,82.371,-0.504,-0.508
'[14:11:50.322 07/05/1995]',0.017,0.001,76.800,56.875,82.371,-0.504,-0.508
'[14:11:50.324 07/05/1995]',0.017,0.001,76.800,56.875,82.371,-0.504,-0.508
'[14:11:50.326 07/05/1995]',0.001,0.001,76.800,56.875,82.371,-0.504,-0.508
'[14:11:50.328 07/05/1995]',0.001,0.007,77.300,57.225,84.546,-0.481,-0.512
'[14:11:50.330 07/05/1995]',0.001,0.007,77.300,57.225,84.546,-0.481,-0.512
'[14:11:50.332 07/05/1995]',0.001,0.007,77.300,57.225,84.546,-0.481,-0.512
'[14:11:50.334 07/05/1995]',0.001,0.007,77.300,57.225,84.546,-0.481,-0.512
'[14:11:50.336 07/05/1995]',0.001,0.007,77.450,57.625,86.347,-0.449,-0.516
'[14:11:50.338 07/05/1995]',0.001,0.007,77.450,57.625,86.347,-0.449,-0.516
'[14:11:50.340 07/05/1995]',0.001,0.007,77.450,57.625,86.347,-0.449,-0.516
'[14:11:50.342 07/05/1995]',0.001,0.014,77.450,57.625,86.347,-0.449,-0.516
'[14:11:50.344 07/05/1995]',0.001,0.014,77.250,57.800,87.847,-0.413,-0.520
'[14:11:50.346 07/05/1995]',0.001,0.014,77.250,57.800,87.847,-0.413,-0.520
'[14:11:50.348 07/05/1995]',0.001,0.014,77.250,57.800,87.847,-0.413,-0.520
'[14:11:50.350 07/05/1995]',-0.015,0.014,77.250,57.800,87.847,-0.413,-0.520
'[14:11:50.352 07/05/1995]',-0.015,0.007,76.450,57.575,88.897,-0.368,-0.525
'[14:11:50.354 07/05/1995]',-0.015,0.007,76.450,57.575,88.897,-0.368,-0.525
'[14:11:50.356 07/05/1995]',-0.015,0.007,76.450,57.575,88.897,-0.368,-0.525
'[14:11:50.358 07/05/1995]',-0.015,0.007,76.450,57.575,88.897,-0.368,-0.525
'[14:11:50.360 07/05/1995]',-0.015,0.007,75.050,56.750,89.497,-0.324,-0.529
'[14:11:50.362 07/05/1995]',-0.015,0.007,75.050,56.750,89.497,-0.324,-0.529
'[14:11:50.364 07/05/1995]',-0.015,0.001,75.050,56.750,89.497,-0.324,-0.529
'[14:11:50.366 07/05/1995]',-0.015,0.007,75.050,56.750,89.497,-0.324,-0.529
'[14:11:50.368 07/05/1995]',-0.015,0.007,73.050,55.400,89.722,-0.274,-0.534
'[14:11:50.370 07/05/1995]',-0.015,0.014,73.050,55.400,89.722,-0.274,-0.534
'[14:11:50.372 07/05/1995]',-0.015,0.007,73.050,55.400,89.722,-0.274,-0.534
'[14:11:50.374 07/05/1995]',-0.015,0.007,73.050,55.400,89.722,-0.274,-0.534
'[14:11:50.376 07/05/1995]',-0.015,0.007,70.600,53.700,89.422,-0.226,-0.538
'[14:11:50.378 07/05/1995]',-0.015,0.007,70.600,53.700,89.422,-0.226,-0.538
'[14:11:50.380 07/05/1995]',-0.015,0.007,70.600,53.700,89.422,-0.226,-0.538
'[14:11:50.382 07/05/1995]',-0.015,0.007,70.600,53.700,89.422,-0.226,-0.538
'[14:11:50.384 07/05/1995]',-0.015,0.007,67.850,51.700,88.672,-0.180,-0.541
'[14:11:50.386 07/05/1995]',-0.015,0.007,67.850,51.700,88.672,-0.180,-0.541
'[14:11:50.388 07/05/1995]',-0.015,0.007,67.850,51.700,88.672,-0.180,-0.541
'[14:11:50.390 07/05/1995]',-0.015,0.007,67.850,51.700,88.672,-0.180,-0.541
'[14:11:50.392 07/05/1995]',-0.015,0.001,65.350,49.550,87.622,-0.138,-0.544
'[14:11:50.394 07/05/1995]',-0.015,0.007,65.350,49.550,87.622,-0.138,-0.544
'[14:11:50.396 07/05/1995]',-0.015,0.001,65.350,49.550,87.622,-0.138,-0.544
'[14:11:50.398 07/05/1995]',-0.015,0.001,65.350,49.550,87.622,-0.138,-0.544
'[14:11:50.400 07/05/1995]',-0.015,0.001,63.450,47.250,85.971,-0.092,-0.546
'[14:11:50.402 07/05/1995]',-0.015,0.001,63.450,47.250,85.971,-0.092,-0.546
'[14:11:50.404 07/05/1995]',-0.015,0.001,63.450,47.250,85.971,-0.092,-0.546
'[14:11:50.406 07/05/1995]',-0.015,0.001,63.450,47.250,85.971,-0.092,-0.546
'[14:11:50.408 07/05/1995]',-0.015,0.001,62.700,44.850,84.096,-0.055,-0.547
'[14:11:50.410 07/05/1995]',-0.015,-0.006,62.700,44.850,84.096,-0.055,-0.547
'[14:11:50.412 07/05/1995]',-0.015,0.001,62.700,44.850,84.096,-0.055,-0.547
'[14:11:50.414 07/05/1995]',-0.015,0.001,62.700,44.850,84.096,-0.055,-0.547
'[14:11:50.416 07/05/1995]',-0.015,0.001,62.900,42.150,81.770,-0.022,-0.548
'[14:11:50.418 07/05/1995]',0.001,-0.006,62.900,42.150,81.770,-0.022,-0.548
'[14:11:50.420 07/05/1995]',-0.015,-0.006,62.900,42.150,81.770,-0.022,-0.548
'[14:11:50.422 07/05/1995]',-0.015,0.001,62.900,42.150,81.770,-0.022,-0.548
'[14:11:50.424 07/05/1995]',-0.015,-0.006,63.950,39.175,79.370,0.007,-0.549
'[14:11:50.426 07/05/1995]',-0.015,0.001,63.950,39.175,79.370,0.007,-0.549
'[14:11:50.428 07/05/1995]',-0.015,-0.006,63.950,39.175,79.370,0.007,-0.549
'[14:11:50.430 07/05/1995]',0.001,-0.006,63.950,39.175,79.370,0.007,-0.549
'[14:11:50.432 07/05/1995]',0.001,-0.006,65.450,36.875,76.969,0.033,-0.550
'[14:11:50.434 07/05/1995]',0.001,-0.006,65.450,36.875,76.969,0.033,-0.550
'[14:11:50.436 07/05/1995]',0.001,-0.006,65.450,36.875,76.969,0.033,-0.550
'[14:11:50.438 07/05/1995]',0.001,-0.006,65.450,36.875,76.969,0.033,-0.550
'[14:11:50.440 07/05/1995]',0.001,-0.006,67.200,36.425,74.719,0.050,-0.550
'[14:11:50.442 07/05/1995]',0.001,-0.006,67.200,36.425,74.719,0.050,-0.550
'[14:11:50.444 07/05/1995]',0.001,-0.006,67.200,36.425,74.719,0.050,-0.550
'[14:11:50.446 07/05/1995]',0.001,-0.006,67.200,36.425,74.719,0.050,-0.550
'[14:11:50.448 07/05/1995]',0.001,-0.013,68.900,37.875,72.618,0.063,-0.551
'[14:11:50.450 07/05/1995]',0.001,-0.006,68.900,37.875,72.618,0.063,-0.551
'[14:11:50.452 07/05/1995]',0.001,-0.006,68.900,37.875,72.618,0.063,-0.551
'[14:11:50.454 07/05/1995]',0.001,-0.006,68.900,37.875,72.618,0.063,-0.551
'[14:11:50.456 07/05/1995]',0.001,-0.006,70.650,39.825,70.818,0.070,-0.551
'[14:11:50.458 07/05/1995]',0.001,-0.006,70.650,39.825,70.818,0.070,-0.551
'[14:11:50.460 07/05/1995]',0.001,-0.006,70.650,39.825,70.818,0.070,-0.551
'[14:11:50.462 07/05/1995]',0.001,-0.013,70.650,39.825,70.818,0.070,-0.551
'[14:11:50.464 07/05/1995]',0.001,-0.006,72.500,40.700,69.242,0.070,-0.552
'[14:11:50.466 07/05/1995]',0.001,-0.013,72.500,40.700,69.242,0.070,-0.552
'[14:11:50.468 07/05/1995]',0.001,-0.013,72.500,40.700,69.242,0.070,-0.552
'[14:11:50.470 07/05/1995]',0.017,-0.013,72.500,40.700,69.242,0.070,-0.552
'[14:11:50.472 07/05/1995]',0.001,-0.006,74.700,40.000,67.892,0.063,-0.553
'[14:11:50.474 07/05/1995]',0.001,-0.013,74.700,40.000,67.892,0.063,-0.553
'[14:11:50.476 07/05/1995]',0.001,-0.013,74.700,40.000,67.892,0.063,-0.553
'[14:11:50.478 07/05/1995]',0.001,-0.013,74.700,40.000,67.892,0.063,-0.553
'[14:11:50.480 07/05/1995]',0.001,-0.013,77.550,38.300,66.917,0.050,-0.554
'[14:11:50.482 07/05/1995]',0.001,-0.013,77.550,38.300,66.917,0.050,-0.554
'[14:11:50.484 07/05/1995]',0.001,-0.006,77.550,38.300,66.917,0.050,-0.554
'[14:11:50.486 07/05/1995]',0.001,-0.013,77.550,38.300,66.917,0.050,-0.554
'[14:11:50.488 07/05/1995]',0.001,-0.006,81.050,36.350,66.392,0.033,-0.554
'[14:11:50.490 07/05/1995]',0.001,-0.006,81.050,36.350,66.392,0.033,-0.554
'[14:11:50.492 07/05/1995]',0.001,-0.013,81.050,36.350,66.392,0.033,-0.554
'[14:11:50.494 07/05/1995]',0.001,-0.006,81.050,36.350,66.392,0.033,-0.554
'[14:11:50.496 07/05/1995]',0.001,-0.006,85.250,34.950,66.467,0.015,-0.554
'[14:11:50.498 07/05/1995]',0.001,-0.013,85.250,34.950,66.467,0.015,-0.554
'[14:11:50.500 07/05/1995]',0.001,-0.013,85.250,34.950,66.467,0.015,-0.554
'[14:11:50.502 07/05/1995]',0.001,-0.006,85.250,34.950,66.467,0.015,-0.554
'[14:11:50.504 07/05/1995]',0.001,-0.006,89.950,34.250,67.217,-0.013,-0.554
'[14:11:50.506 07/05/1995]',0.001,-0.006,89.950,34.250,67.217,-0.013,-0.554
'[14:11:50.508 07/05/1995]',0.001,-0.006,89.950,34.250,67.217,-0.013,-0.554
'[14:11:50.510 07/05/1995]',0.001,-0.006,89.950,34.250,67.217,-0.013,-0.554
'[14:11:50.512 07/05/1995]',0.001,-0.006,94.600,34.250,68.942,-0.037,-0.554
'[14:11:50.514 07/05/1995]',0.001,-0.006,94.600,34.250,68.942,-0.037,-0.554
'[14:11:50.516 07/05/1995]',0.001,-0.006,94.600,34.250,68.942,-0.037,-0.554
'[14:11:50.518 07/05/1995]',0.001,-0.006,94.600,34.250,68.942,-0.037,-0.554
'[14:11:50.520 07/05/1995]',0.001,-0.006,99.050,34.775,71.418,-0.068,-0.554
'[14:11:50.522 07/05/1995]',0.001,-0.006,99.050,34.775,71.418,-0.068,-0.554
'[14:11:50.524 07/05/1995]',0.001,-0.006,99.050,34.775,71.418,-0.068,-0.554
'[14:11:50.526 07/05/1995]',0.001,-0.006,99.050,34.775,71.418,-0.068,-0.554
'[14:11:50.528 07/05/1995]',0.001,-0.006,102.850,35.525,74.644,-0.098,-0.554
'[14:11:50.530 07/05/1995]',0.001,-0.006,102.850,35.525,74.644,-0.098,-0.554
'[14:11:50.532 07/05/1995]',0.001,0.001,102.850,35.525,74.644,-0.098,-0.554
'[14:11:50.534 07/05/1995]',0.001,-0.006,102.850,35.525,74.644,-0.098,-0.554
'[14:11:50.536 07/05/1995]',0.001,0.001,105.700,36.175,78.470,-0.126,-0.554
'[14:11:50.538 07/05/1995]',-0.015,0.001,105.700,36.175,78.470,-0.126,-0.554
'[14:11:50.540 07/05/1995]',0.001,0.001,105.700,36.175,78.470,-0.126,-0.554
'[14:11:50.542 07/05/1995]',0.001,0.001,105.700,36.175,78.470,-0.126,-0.554
'[14:11:50.544 07/05/1995]',0.001,0.001,107.450,36.425,82.896,-0.155,-0.552
'[14:11:50.546 07/05/1995]',0.001,0.001,107.450,36.425,82.896,-0.155,-0.552
'[14:11:50.548 07/05/1995]',-0.015,0.001,107.450,36.425,82.896,-0.155,-0.552
'[14:11:50.550 07/05/1995]',0.001,0.001,107.450,36.425,82.896,-0.155,-0.552
'[14:11:50.552 07/05/1995]',-0.015,0.001,108.650,36.075,87.847,-0.183,-0.550
'[14:11:50.554 07/05/1995]',0.001,-0.006,108.650,36.075,87.847,-0.183,-0.550
'[14:11:50.556 07/05/1995]',-0.015,0.001,108.650,36.075,87.847,-0.183,-0.550
'[14:11:50.558 07/05/1995]',-0.015,0.001,108.650,36.075,87.847,-0.183,-0.550
'[14:11:50.560 07/05/1995]',0.001,0.001,110.400,34.950,93.173,-0.201,-0.546
'[14:11:50.562 07/05/1995]',-0.015,-0.006,110.400,34.950,93.173,-0.201,-0.546
'[14:11:50.564 07/05/1995]',-0.015,0.001,110.400,34.950,93.173,-0.201,-0.546
'[14:11:50.566 07/05/1995]',-0.015,0.001,110.400,34.950,93.173,-0.201,-0.546
'[14:11:50.568 07/05/1995]',-0.015,0.007,113.150,33.375,98.650,-0.201,-0.543
'[14:11:50.570 07/05/1995]',-0.015,0.001,113.150,33.375,98.650,-0.201,-0.543
'[14:11:50.572 07/05/1995]',-0.015,0.001,113.150,33.375,98.650,-0.201,-0.543
'[14:11:50.574 07/05/1995]',-0.015,0.001,113.150,33.375,98.650,-0.201,-0.543
'[14:11:50.576 07/05/1995]',-0.015,0.001,115.800,31.675,104.126,-0.208,-0.540
'[14:11:50.578 07/05/1995]',-0.015,0.001,115.800,31.675,104.126,-0.208,-0.540
'[14:11:50.580 07/05/1995]',-0.015,0.001,115.800,31.675,104.126,-0.208,-0.540
'[14:11:50.582 07/05/1995]',0.001,0.007,115.800,31.675,104.126,-0.208,-0.540
'[14:11:50.584 07/05/1995]',0.001,0.007,116.900,30.500,109.377,-0.208,-0.537
'[14:11:50.586 07/05/1995]',0.001,0.007,116.900,30.500,109.377,-0.208,-0.537
'[14:11:50.588 07/05/1995]',0.001,0.001,116.900,30.500,109.377,-0.208,-0.537
'[14:11:50.590 07/05/1995]',0.001,0.001,116.900,30.500,109.377,-0.208,-0.537
'[14:11:50.592 07/05/1995]',0.017,0.007,115.950,30.025,114.254,-0.198,-0.534
'[14:11:50.594 07/05/1995]',0.017,0.007,115.950,30.025,114.254,-0.198,-0.534
'[14:11:50.596 07/05/1995]',0.017,0.007,115.950,30.025,114.254,-0.198,-0.534
