'Time and date','MCL1','II','ABP','PAP','CVP','PLETH'
'[10:38:32.884 09/02/1996]',-0.035,-0.102,59.196,29.424,15.287,-0.568
'[10:38:32.886 09/02/1996]',-0.037,-0.102,59.196,29.424,15.287,-0.568
'[10:38:32.888 09/02/1996]',-0.038,-0.102,59.146,31.651,14.463,-0.570
'[10:38:32.890 09/02/1996]',-0.040,-0.103,59.146,31.651,14.463,-0.570
'[10:38:32.892 09/02/1996]',-0.041,-0.103,59.146,31.651,14.463,-0.570
'[10:38:32.894 09/02/1996]',-0.041,-0.103,59.146,31.651,14.463,-0.570
'[10:38:32.896 09/02/1996]',-0.041,-0.103,59.799,34.178,13.637,-0.576
'[10:38:32.898 09/02/1996]',-0.040,-0.104,59.799,34.178,13.637,-0.576
'[10:38:32.900 09/02/1996]',-0.041,-0.105,59.799,34.178,13.637,-0.576
'[10:38:32.902 09/02/1996]',-0.041,-0.107,59.799,34.178,13.637,-0.576
'[10:38:32.904 09/02/1996]',-0.042,-0.109,61.759,36.355,13.000,-0.580
'[10:38:32.906 09/02/1996]',-0.043,-0.111,61.759,36.355,13.000,-0.580
'[10:38:32.908 09/02/1996]',-0.043,-0.116,61.759,36.355,13.000,-0.580
'[10:38:32.910 09/02/1996]',-0.044,-0.120,61.759,36.355,13.000,-0.580
'[10:38:32.912 09/02/1996]',-0.045,-0.124,65.779,37.932,12.588,-0.580
'[10:38:32.914 09/02/1996]',-0.046,-0.129,65.779,37.932,12.588,-0.580
'[10:38:32.916 09/02/1996]',-0.048,-0.131,65.779,37.932,12.588,-0.580
'[10:38:32.918 09/02/1996]',-0.049,-0.133,65.779,37.932,12.588,-0.580
'[10:38:32.920 09/02/1996]',-0.052,-0.134,72.161,39.333,12.350,-0.576
'[10:38:32.922 09/02/1996]',-0.056,-0.135,72.161,39.333,12.350,-0.576
'[10:38:32.924 09/02/1996]',-0.060,-0.136,72.161,39.333,12.350,-0.576
'[10:38:32.926 09/02/1996]',-0.065,-0.136,72.161,39.333,12.350,-0.576
'[10:38:32.928 09/02/1996]',-0.069,-0.136,80.804,40.859,12.238,-0.568
'[10:38:32.930 09/02/1996]',-0.073,-0.136,80.804,40.859,12.238,-0.568
'[10:38:32.932 09/02/1996]',-0.076,-0.136,80.804,40.859,12.238,-0.568
'[10:38:32.934 09/02/1996]',-0.079,-0.135,80.804,40.859,12.238,-0.568
'[10:38:32.936 09/02/1996]',-0.080,-0.135,90.804,42.560,12.238,-0.554
'[10:38:32.938 09/02/1996]',-0.081,-0.135,90.804,42.560,12.238,-0.554
'[10:38:32.940 09/02/1996]',-0.081,-0.135,90.804,42.560,12.238,-0.554
'[10:38:32.942 09/02/1996]',-0.080,-0.135,90.804,42.560,12.238,-0.554
'[10:38:32.944 09/02/1996]',-0.079,-0.133,100.955,44.262,12.350,-0.554
'[10:38:32.946 09/02/1996]',-0.077,-0.130,100.955,44.262,12.350,-0.554
'[10:38:32.948 09/02/1996]',-0.075,-0.125,100.955,44.262,12.350,-0.554
'[10:38:32.950 09/02/1996]',-0.073,-0.120,100.955,44.262,12.350,-0.554
'[10:38:32.952 09/02/1996]',-0.073,-0.114,109.849,45.663,12.475,-0.521
'[10:38:32.954 09/02/1996]',-0.073,-0.107,109.849,45.663,12.475,-0.521
'[10:38:32.956 09/02/1996]',-0.073,-0.100,109.849,45.663,12.475,-0.521
'[10:38:32.958 09/02/1996]',-0.073,-0.092,109.849,45.663,12.475,-0.521
'[10:38:32.960 09/02/1996]',-0.073,-0.086,116.533,46.789,12.525,-0.478
'[10:38:32.962 09/02/1996]',-0.073,-0.079,116.533,46.789,12.525,-0.478
'[10:38:32.964 09/02/1996]',-0.072,-0.073,116.533,46.789,12.525,-0.478
'[10:38:32.966 09/02/1996]',-0.072,-0.067,116.533,46.789,12.525,-0.478
'[10:38:32.968 09/02/1996]',-0.070,-0.063,120.653,47.665,12.588,-0.422
'[10:38:32.970 09/02/1996]',-0.068,-0.059,120.653,47.665,12.588,-0.422
'[10:38:32.972 09/02/1996]',-0.065,-0.059,120.653,47.665,12.588,-0.422
'[10:38:32.974 09/02/1996]',-0.061,-0.058,120.653,47.665,12.588,-0.422
'[10:38:32.976 09/02/1996]',-0.057,-0.059,122.211,48.415,12.650,-0.356
'[10:38:32.978 09/02/1996]',-0.053,-0.061,122.211,48.415,12.650,-0.356
'[10:38:32.980 09/02/1996]',-0.050,-0.063,122.211,48.415,12.650,-0.356
'[10:38:32.982 09/02/1996]',-0.047,-0.065,122.211,48.415,12.650,-0.356
'[10:38:32.984 09/02/1996]',-0.045,-0.067,121.809,49.016,12.650,-0.275
'[10:38:32.986 09/02/1996]',-0.043,-0.068,121.809,49.016,12.650,-0.275
'[10:38:32.988 09/02/1996]',-0.042,-0.069,121.809,49.016,12.650,-0.275
'[10:38:32.990 09/02/1996]',-0.040,-0.070,121.809,49.016,12.650,-0.275
'[10:38:32.992 09/02/1996]',-0.038,-0.071,120.000,49.491,12.525,-0.190
'[10:38:32.994 09/02/1996]',-0.036,-0.073,120.000,49.491,12.525,-0.190
'[10:38:32.996 09/02/1996]',-0.034,-0.073,120.000,49.491,12.525,-0.190
'[10:38:32.998 09/02/1996]',-0.031,-0.074,120.000,49.491,12.525,-0.190
'[10:38:33.000 09/02/1996]',-0.028,-0.073,117.688,49.591,12.475,-0.091
'[10:38:33.002 09/02/1996]',-0.025,-0.072,117.688,49.591,12.475,-0.091
'[10:38:33.004 09/02/1996]',-0.023,-0.071,117.688,49.591,12.475,-0.091
'[10:38:33.006 09/02/1996]',-0.021,-0.070,117.688,49.591,12.475,-0.091
'[10:38:33.008 09/02/1996]',-0.019,-0.070,115.075,49.541,12.350,0.009
'[10:38:33.010 09/02/1996]',-0.018,-0.069,115.075,49.541,12.350,0.009
'[10:38:33.012 09/02/1996]',-0.017,-0.070,115.075,49.541,12.350,0.009
'[10:38:33.014 09/02/1996]',-0.015,-0.070,115.075,49.541,12.350,0.009
'[10:38:33.016 09/02/1996]',-0.015,-0.070,112.613,49.316,12.238,0.110
'[10:38:33.018 09/02/1996]',-0.014,-0.070,112.613,49.316,12.238,0.110
'[10:38:33.020 09/02/1996]',-0.015,-0.070,112.613,49.316,12.238,0.110
'[10:38:33.022 09/02/1996]',-0.015,-0.071,112.613,49.316,12.238,0.110
'[10:38:33.024 09/02/1996]',-0.015,-0.071,110.251,49.016,12.113,0.207
'[10:38:33.026 09/02/1996]',-0.015,-0.072,110.251,49.016,12.113,0.207
'[10:38:33.028 09/02/1996]',-0.015,-0.071,110.251,49.016,12.113,0.207
'[10:38:33.030 09/02/1996]',-0.015,-0.070,110.251,49.016,12.113,0.207
'[10:38:33.032 09/02/1996]',-0.015,-0.067,107.839,48.590,12.062,0.296
'[10:38:33.034 09/02/1996]',-0.015,-0.064,107.839,48.590,12.062,0.296
'[10:38:33.036 09/02/1996]',-0.015,-0.061,107.839,48.590,12.062,0.296
'[10:38:33.038 09/02/1996]',-0.014,-0.058,107.839,48.590,12.062,0.296
'[10:38:33.040 09/02/1996]',-0.013,-0.054,105.226,48.140,12.000,0.379
'[10:38:33.042 09/02/1996]',-0.011,-0.050,105.226,48.140,12.000,0.379
'[10:38:33.044 09/02/1996]',-0.009,-0.047,105.226,48.140,12.000,0.379
'[10:38:33.046 09/02/1996]',-0.006,-0.044,105.226,48.140,12.000,0.379
'[10:38:33.048 09/02/1996]',-0.003,-0.043,102.312,47.490,11.938,0.450
'[10:38:33.050 09/02/1996]',0.000,-0.042,102.312,47.490,11.938,0.450
'[10:38:33.052 09/02/1996]',0.003,-0.042,102.312,47.490,11.938,0.450
'[10:38:33.054 09/02/1996]',0.005,-0.042,102.312,47.490,11.938,0.450
'[10:38:33.056 09/02/1996]',0.007,-0.042,98.894,46.614,11.887,0.505
'[10:38:33.058 09/02/1996]',0.010,-0.042,98.894,46.614,11.887,0.505
'[10:38:33.060 09/02/1996]',0.011,-0.042,98.894,46.614,11.887,0.505
'[10:38:33.062 09/02/1996]',0.012,-0.041,98.894,46.614,11.887,0.505
'[10:38:33.064 09/02/1996]',0.013,-0.040,95.075,45.488,11.762,0.551
'[10:38:33.066 09/02/1996]',0.015,-0.038,95.075,45.488,11.762,0.551
'[10:38:33.068 09/02/1996]',0.017,-0.035,95.075,45.488,11.762,0.551
'[10:38:33.070 09/02/1996]',0.019,-0.033,95.075,45.488,11.762,0.551
'[10:38:33.072 09/02/1996]',0.021,-0.030,90.754,44.137,11.762,0.578
'[10:38:33.074 09/02/1996]',0.023,-0.027,90.754,44.137,11.762,0.578
'[10:38:33.076 09/02/1996]',0.025,-0.022,90.754,44.137,11.762,0.578
'[10:38:33.078 09/02/1996]',0.026,-0.017,90.754,44.137,11.762,0.578
'[10:38:33.080 09/02/1996]',0.028,-0.011,86.030,42.560,11.825,0.595
'[10:38:33.082 09/02/1996]',0.029,-0.004,86.030,42.560,11.825,0.595
'[10:38:33.084 09/02/1996]',0.029,0.002,86.030,42.560,11.825,0.595
'[10:38:33.086 09/02/1996]',0.030,0.008,86.030,42.560,11.825,0.595
'[10:38:33.088 09/02/1996]',0.031,0.013,81.156,40.859,12.062,0.595
'[10:38:33.090 09/02/1996]',0.032,0.017,81.156,40.859,12.062,0.595
'[10:38:33.092 09/02/1996]',0.033,0.020,81.156,40.859,12.062,0.595
'[10:38:33.094 09/02/1996]',0.034,0.023,81.156,40.859,12.062,0.595
'[10:38:33.096 09/02/1996]',0.035,0.025,76.482,39.108,12.238,0.586
'[10:38:33.098 09/02/1996]',0.036,0.026,76.482,39.108,12.238,0.586
'[10:38:33.100 09/02/1996]',0.036,0.028,76.482,39.108,12.238,0.586
'[10:38:33.102 09/02/1996]',0.036,0.029,76.482,39.108,12.238,0.586
'[10:38:33.104 09/02/1996]',0.035,0.029,72.462,37.456,12.412,0.564
'[10:38:33.106 09/02/1996]',0.035,0.028,72.462,37.456,12.412,0.564
'[10:38:33.108 09/02/1996]',0.034,0.027,72.462,37.456,12.412,0.564
'[10:38:33.110 09/02/1996]',0.032,0.026,72.462,37.456,12.412,0.564
'[10:38:33.112 09/02/1996]',0.030,0.025,69.296,35.930,12.475,0.534
'[10:38:33.114 09/02/1996]',0.029,0.025,69.296,35.930,12.475,0.534
'[10:38:33.116 09/02/1996]',0.029,0.025,69.296,35.930,12.475,0.534
'[10:38:33.118 09/02/1996]',0.028,0.025,69.296,35.930,12.475,0.534
'[10:38:33.120 09/02/1996]',0.027,0.025,67.387,34.654,12.412,0.499
'[10:38:33.122 09/02/1996]',0.026,0.026,67.387,34.654,12.412,0.499
'[10:38:33.124 09/02/1996]',0.025,0.028,67.387,34.654,12.412,0.499
'[10:38:33.126 09/02/1996]',0.024,0.029,67.387,34.654,12.412,0.499
'[10:38:33.128 09/02/1996]',0.023,0.032,66.734,33.353,12.350,0.456
'[10:38:33.130 09/02/1996]',0.022,0.034,66.734,33.353,12.350,0.456
'[10:38:33.132 09/02/1996]',0.022,0.037,66.734,33.353,12.350,0.456
'[10:38:33.134 09/02/1996]',0.023,0.040,66.734,33.353,12.350,0.456
'[10:38:33.136 09/02/1996]',0.024,0.043,67.035,32.177,12.238,0.404
'[10:38:33.138 09/02/1996]',0.025,0.046,67.035,32.177,12.238,0.404
'[10:38:33.140 09/02/1996]',0.025,0.049,67.035,32.177,12.238,0.404
'[10:38:33.142 09/02/1996]',0.026,0.051,67.035,32.177,12.238,0.404
'[10:38:33.144 09/02/1996]',0.025,0.051,67.889,31.176,12.000,0.354
'[10:38:33.146 09/02/1996]',0.024,0.052,67.889,31.176,12.000,0.354
'[10:38:33.148 09/02/1996]',0.022,0.051,67.889,31.176,12.000,0.354
'[10:38:33.150 09/02/1996]',0.020,0.050,67.889,31.176,12.000,0.354
'[10:38:33.152 09/02/1996]',0.017,0.048,68.894,30.475,11.825,0.298
'[10:38:33.154 09/02/1996]',0.013,0.046,68.894,30.475,11.825,0.298
'[10:38:33.156 09/02/1996]',0.011,0.044,68.894,30.475,11.825,0.298
'[10:38:33.158 09/02/1996]',0.010,0.042,68.894,30.475,11.825,0.298
'[10:38:33.160 09/02/1996]',0.015,0.046,69.799,30.250,11.762,0.242
'[10:38:33.162 09/02/1996]',0.021,0.050,69.799,30.250,11.762,0.242
'[10:38:33.164 09/02/1996]',0.040,0.068,69.799,30.250,11.762,0.242
'[10:38:33.166 09/02/1996]',0.059,0.085,69.799,30.250,11.762,0.242
'[10:38:33.168 09/02/1996]',0.095,0.121,70.302,30.300,11.825,0.186
'[10:38:33.170 09/02/1996]',0.130,0.158,70.302,30.300,11.825,0.186
'[10:38:33.172 09/02/1996]',0.182,0.217,70.302,30.300,11.825,0.186
'[10:38:33.174 09/02/1996]',0.235,0.276,70.302,30.300,11.825,0.186
'[10:38:33.176 09/02/1996]',0.298,0.355,70.402,30.550,11.938,0.131
'[10:38:33.178 09/02/1996]',0.361,0.434,70.402,30.550,11.938,0.131
'[10:38:33.180 09/02/1996]',0.419,0.519,70.402,30.550,11.938,0.131
'[10:38:33.182 09/02/1996]',0.478,0.605,70.402,30.550,11.938,0.131
'[10:38:33.184 09/02/1996]',0.510,0.676,70.151,30.826,12.113,0.077
'[10:38:33.186 09/02/1996]',0.543,0.748,70.151,30.826,12.113,0.077
'[10:38:33.188 09/02/1996]',0.536,0.791,70.151,30.826,12.113,0.077
'[10:38:33.190 09/02/1996]',0.530,0.835,70.151,30.826,12.113,0.077
'[10:38:33.192 09/02/1996]',0.486,0.846,69.598,31.176,12.350,0.027
'[10:38:33.194 09/02/1996]',0.443,0.856,69.598,31.176,12.350,0.027
'[10:38:33.196 09/02/1996]',0.378,0.837,69.598,31.176,12.350,0.027
'[10:38:33.198 09/02/1996]',0.313,0.817,69.598,31.176,12.350,0.027
'[10:38:33.200 09/02/1996]',0.247,0.775,69.045,31.651,12.588,-0.022
'[10:38:33.202 09/02/1996]',0.181,0.734,69.045,31.651,12.588,-0.022
'[10:38:33.204 09/02/1996]',0.128,0.678,69.045,31.651,12.588,-0.022
'[10:38:33.206 09/02/1996]',0.074,0.622,69.045,31.651,12.588,-0.022
'[10:38:33.208 09/02/1996]',0.037,0.557,68.442,32.127,12.825,-0.070
'[10:38:33.210 09/02/1996]',0.001,0.493,68.442,32.127,12.825,-0.070
'[10:38:33.212 09/02/1996]',-0.020,0.427,68.442,32.127,12.825,-0.070
'[10:38:33.214 09/02/1996]',-0.041,0.361,68.442,32.127,12.825,-0.070
'[10:38:33.216 09/02/1996]',-0.049,0.302,67.889,32.477,12.875,-0.112
'[10:38:33.218 09/02/1996]',-0.057,0.243,67.889,32.477,12.875,-0.112
'[10:38:33.220 09/02/1996]',-0.056,0.196,67.889,32.477,12.875,-0.112
'[10:38:33.222 09/02/1996]',-0.055,0.149,67.889,32.477,12.875,-0.112
'[10:38:33.224 09/02/1996]',-0.051,0.115,67.387,32.702,12.825,-0.151
'[10:38:33.226 09/02/1996]',-0.046,0.080,67.387,32.702,12.825,-0.151
'[10:38:33.228 09/02/1996]',-0.041,0.054,67.387,32.702,12.825,-0.151
'[10:38:33.230 09/02/1996]',-0.036,0.028,67.387,32.702,12.825,-0.151
'[10:38:33.232 09/02/1996]',-0.033,0.009,66.834,32.652,12.588,-0.186
'[10:38:33.234 09/02/1996]',-0.029,-0.011,66.834,32.652,12.588,-0.186
'[10:38:33.236 09/02/1996]',-0.026,-0.025,66.834,32.652,12.588,-0.186
'[10:38:33.238 09/02/1996]',-0.024,-0.040,66.834,32.652,12.588,-0.186
'[10:38:33.240 09/02/1996]',-0.023,-0.051,66.332,32.427,12.238,-0.215
'[10:38:33.242 09/02/1996]',-0.022,-0.062,66.332,32.427,12.238,-0.215
'[10:38:33.244 09/02/1996]',-0.022,-0.070,66.332,32.427,12.238,-0.215
'[10:38:33.246 09/02/1996]',-0.022,-0.077,66.332,32.427,12.238,-0.215
'[10:38:33.248 09/02/1996]',-0.022,-0.082,65.779,32.002,11.762,-0.244
'[10:38:33.250 09/02/1996]',-0.022,-0.087,65.779,32.002,11.762,-0.244
'[10:38:33.252 09/02/1996]',-0.021,-0.089,65.779,32.002,11.762,-0.244
'[10:38:33.254 09/02/1996]',-0.021,-0.092,65.779,32.002,11.762,-0.244
'[10:38:33.256 09/02/1996]',-0.019,-0.092,65.176,31.601,11.350,-0.267
'[10:38:33.258 09/02/1996]',-0.018,-0.092,65.176,31.601,11.350,-0.267
'[10:38:33.260 09/02/1996]',-0.016,-0.089,65.176,31.601,11.350,-0.267
'[10:38:33.262 09/02/1996]',-0.014,-0.087,65.176,31.601,11.350,-0.267
'[10:38:33.264 09/02/1996]',-0.011,-0.084,64.623,31.076,10.950,-0.285
'[10:38:33.266 09/02/1996]',-0.009,-0.080,64.623,31.076,10.950,-0.285
'[10:38:33.268 09/02/1996]',-0.007,-0.078,64.623,31.076,10.950,-0.285
'[10:38:33.270 09/02/1996]',-0.005,-0.076,64.623,31.076,10.950,-0.285
'[10:38:33.272 09/02/1996]',-0.004,-0.074,64.070,30.425,10.650,-0.304
'[10:38:33.274 09/02/1996]',-0.003,-0.072,64.070,30.425,10.650,-0.304
'[10:38:33.276 09/02/1996]',-0.004,-0.071,64.070,30.425,10.650,-0.304
'[10:38:33.278 09/02/1996]',-0.006,-0.070,64.070,30.425,10.650,-0.304
'[10:38:33.280 09/02/1996]',-0.008,-0.069,63.618,29.775,10.363,-0.321
'[10:38:33.282 09/02/1996]',-0.010,-0.068,63.618,29.775,10.363,-0.321
'[10:38:33.284 09/02/1996]',-0.011,-0.068,63.618,29.775,10.363,-0.321
'[10:38:33.286 09/02/1996]',-0.013,-0.067,63.618,29.775,10.363,-0.321
'[10:38:33.288 09/02/1996]',-0.015,-0.067,63.065,29.074,10.238,-0.337
'[10:38:33.290 09/02/1996]',-0.016,-0.066,63.065,29.074,10.238,-0.337
'[10:38:33.292 09/02/1996]',-0.017,-0.067,63.065,29.074,10.238,-0.337
'[10:38:33.294 09/02/1996]',-0.018,-0.067,63.065,29.074,10.238,-0.337
'[10:38:33.296 09/02/1996]',-0.019,-0.068,62.613,28.674,10.363,-0.347
'[10:38:33.298 09/02/1996]',-0.020,-0.069,62.613,28.674,10.363,-0.347
'[10:38:33.300 09/02/1996]',-0.021,-0.070,62.613,28.674,10.363,-0.347
'[10:38:33.302 09/02/1996]',-0.023,-0.070,62.613,28.674,10.363,-0.347
'[10:38:33.304 09/02/1996]',-0.025,-0.070,62.211,28.674,10.537,-0.362
'[10:38:33.306 09/02/1996]',-0.026,-0.069,62.211,28.674,10.537,-0.362
'[10:38:33.308 09/02/1996]',-0.028,-0.068,62.211,28.674,10.537,-0.362
'[10:38:33.310 09/02/1996]',-0.030,-0.067,62.211,28.674,10.537,-0.362
'[10:38:33.312 09/02/1996]',-0.029,-0.066,61.759,29.024,10.775,-0.372
'[10:38:33.314 09/02/1996]',-0.029,-0.064,61.759,29.024,10.775,-0.372
'[10:38:33.316 09/02/1996]',-0.028,-0.061,61.759,29.024,10.775,-0.372
'[10:38:33.318 09/02/1996]',-0.026,-0.059,61.759,29.024,10.775,-0.372
'[10:38:33.320 09/02/1996]',-0.022,-0.057,61.357,29.550,11.000,-0.387
'[10:38:33.322 09/02/1996]',-0.019,-0.054,61.357,29.550,11.000,-0.387
'[10:38:33.324 09/02/1996]',-0.015,-0.053,61.357,29.550,11.000,-0.387
'[10:38:33.326 09/02/1996]',-0.011,-0.053,61.357,29.550,11.000,-0.387
'[10:38:33.328 09/02/1996]',-0.009,-0.054,61.005,29.725,11.475,-0.400
'[10:38:33.330 09/02/1996]',-0.006,-0.055,61.005,29.725,11.475,-0.400
'[10:38:33.332 09/02/1996]',-0.006,-0.057,61.005,29.725,11.475,-0.400
'[10:38:33.334 09/02/1996]',-0.007,-0.059,61.005,29.725,11.475,-0.400
'[10:38:33.336 09/02/1996]',-0.011,-0.061,60.854,29.475,12.175,-0.412
'[10:38:33.338 09/02/1996]',-0.015,-0.064,60.854,29.475,12.175,-0.412
'[10:38:33.340 09/02/1996]',-0.019,-0.066,60.854,29.475,12.175,-0.412
'[10:38:33.342 09/02/1996]',-0.024,-0.067,60.854,29.475,12.175,-0.412
'[10:38:33.344 09/02/1996]',-0.028,-0.069,61.156,28.949,13.113,-0.422
'[10:38:33.346 09/02/1996]',-0.031,-0.070,61.156,28.949,13.113,-0.422
'[10:38:33.348 09/02/1996]',-0.032,-0.072,61.156,28.949,13.113,-0.422
'[10:38:33.350 09/02/1996]',-0.033,-0.075,61.156,28.949,13.113,-0.422
'[10:38:33.352 09/02/1996]',-0.034,-0.079,62.412,28.774,13.988,-0.434
'[10:38:33.354 09/02/1996]',-0.034,-0.082,62.412,28.774,13.988,-0.434
'[10:38:33.356 09/02/1996]',-0.034,-0.086,62.412,28.774,13.988,-0.434
'[10:38:33.358 09/02/1996]',-0.034,-0.091,62.412,28.774,13.988,-0.434
'[10:38:33.360 09/02/1996]',-0.035,-0.096,65.276,29.199,14.750,-0.441
'[10:38:33.362 09/02/1996]',-0.037,-0.100,65.276,29.199,14.750,-0.441
'[10:38:33.364 09/02/1996]',-0.038,-0.105,65.276,29.199,14.750,-0.441
'[10:38:33.366 09/02/1996]',-0.040,-0.110,65.276,29.199,14.750,-0.441
'[10:38:33.368 09/02/1996]',-0.041,-0.115,70.402,30.075,15.225,-0.447
'[10:38:33.370 09/02/1996]',-0.042,-0.119,70.402,30.075,15.225,-0.447
'[10:38:33.372 09/02/1996]',-0.043,-0.124,70.402,30.075,15.225,-0.447
'[10:38:33.374 09/02/1996]',-0.044,-0.129,70.402,30.075,15.225,-0.447
'[10:38:33.376 09/02/1996]',-0.046,-0.132,77.990,31.076,15.463,-0.449
'[10:38:33.378 09/02/1996]',-0.049,-0.134,77.990,31.076,15.463,-0.449
'[10:38:33.380 09/02/1996]',-0.051,-0.135,77.990,31.076,15.463,-0.449
'[10:38:33.382 09/02/1996]',-0.053,-0.135,77.990,31.076,15.463,-0.449
'[10:38:33.384 09/02/1996]',-0.057,-0.136,87.538,31.776,15.338,-0.443
'[10:38:33.386 09/02/1996]',-0.060,-0.137,87.538,31.776,15.338,-0.443
'[10:38:33.388 09/02/1996]',-0.064,-0.139,87.538,31.776,15.338,-0.443
'[10:38:33.390 09/02/1996]',-0.067,-0.140,87.538,31.776,15.338,-0.443
'[10:38:33.392 09/02/1996]',-0.070,-0.141,97.889,32.177,14.988,-0.426
'[10:38:33.394 09/02/1996]',-0.073,-0.143,97.889,32.177,14.988,-0.426
'[10:38:33.396 09/02/1996]',-0.078,-0.143,97.889,32.177,14.988,-0.426
'[10:38:33.398 09/02/1996]',-0.083,-0.144,97.889,32.177,14.988,-0.426
'[10:38:33.400 09/02/1996]',-0.088,-0.144,107.789,32.477,14.575,-0.402
'[10:38:33.402 09/02/1996]',-0.093,-0.145,107.789,32.477,14.575,-0.402
'[10:38:33.404 09/02/1996]',-0.096,-0.144,107.789,32.477,14.575,-0.402
'[10:38:33.406 09/02/1996]',-0.099,-0.144,107.789,32.477,14.575,-0.402
'[10:38:33.408 09/02/1996]',-0.099,-0.143,115.980,32.877,14.113,-0.364
'[10:38:33.410 09/02/1996]',-0.099,-0.142,115.980,32.877,14.113,-0.364
'[10:38:33.412 09/02/1996]',-0.096,-0.140,115.980,32.877,14.113,-0.364
'[10:38:33.414 09/02/1996]',-0.093,-0.138,115.980,32.877,14.113,-0.364
'[10:38:33.416 09/02/1996]',-0.088,-0.136,121.709,33.478,13.588,-0.312
'[10:38:33.418 09/02/1996]',-0.083,-0.134,121.709,33.478,13.588,-0.312
'[10:38:33.420 09/02/1996]',-0.077,-0.130,121.709,33.478,13.588,-0.312
'[10:38:33.422 09/02/1996]',-0.071,-0.126,121.709,33.478,13.588,-0.312
'[10:38:33.424 09/02/1996]',-0.066,-0.121,124.925,34.053,13.175,-0.251
'[10:38:33.426 09/02/1996]',-0.061,-0.116,124.925,34.053,13.175,-0.251
'[10:38:33.428 09/02/1996]',-0.057,-0.112,124.925,34.053,13.175,-0.251
'[10:38:33.430 09/02/1996]',-0.052,-0.108,124.925,34.053,13.175,-0.251
'[10:38:33.432 09/02/1996]',-0.048,-0.104,125.980,34.479,12.825,-0.178
'[10:38:33.434 09/02/1996]',-0.043,-0.100,125.980,34.479,12.825,-0.178
'[10:38:33.436 09/02/1996]',-0.039,-0.095,125.980,34.479,12.825,-0.178
'[10:38:33.438 09/02/1996]',-0.035,-0.090,125.980,34.479,12.825,-0.178
'[10:38:33.440 09/02/1996]',-0.032,-0.084,125.327,34.579,12.650,-0.091
'[10:38:33.442 09/02/1996]',-0.028,-0.078,125.327,34.579,12.650,-0.091
'[10:38:33.444 09/02/1996]',-0.025,-0.073,125.327,34.579,12.650,-0.091
'[10:38:33.446 09/02/1996]',-0.023,-0.068,125.327,34.579,12.650,-0.091
'[10:38:33.448 09/02/1996]',-0.021,-0.064,123.719,34.579,12.588,0.004
'[10:38:33.450 09/02/1996]',-0.019,-0.060,123.719,34.579,12.588,0.004
'[10:38:33.452 09/02/1996]',-0.018,-0.055,123.719,34.579,12.588,0.004
'[10:38:33.454 09/02/1996]',-0.016,-0.050,123.719,34.579,12.588,0.004
'[10:38:33.456 09/02/1996]',-0.015,-0.045,121.709,34.579,12.650,0.070
'[10:38:33.458 09/02/1996]',-0.013,-0.041,121.709,34.579,12.650,0.070
'[10:38:33.460 09/02/1996]',-0.009,-0.037,121.709,34.579,12.650,0.070
'[10:38:33.462 09/02/1996]',-0.006,-0.033,121.709,34.579,12.650,0.070
'[10:38:33.464 09/02/1996]',-0.003,-0.030,119.598,34.529,12.825,0.160
'[10:38:33.466 09/02/1996]',0.000,-0.028,119.598,34.529,12.825,0.160
'[10:38:33.468 09/02/1996]',0.002,-0.027,119.598,34.529,12.825,0.160
'[10:38:33.470 09/02/1996]',0.004,-0.026,119.598,34.529,12.825,0.160
'[10:38:33.472 09/02/1996]',0.006,-0.025,117.538,34.404,13.000,0.250
'[10:38:33.474 09/02/1996]',0.008,-0.025,117.538,34.404,13.000,0.250
'[10:38:33.476 09/02/1996]',0.010,-0.025,117.538,34.404,13.000,0.250
'[10:38:33.478 09/02/1996]',0.012,-0.025,117.538,34.404,13.000,0.250
'[10:38:33.480 09/02/1996]',0.013,-0.024,115.427,34.128,13.175,0.338
'[10:38:33.482 09/02/1996]',0.015,-0.022,115.427,34.128,13.175,0.338
'[10:38:33.484 09/02/1996]',0.017,-0.020,115.427,34.128,13.175,0.338
'[10:38:33.486 09/02/1996]',0.018,-0.018,115.427,34.128,13.175,0.338
'[10:38:33.488 09/02/1996]',0.018,-0.016,113.116,33.578,13.287,0.415
'[10:38:33.490 09/02/1996]',0.019,-0.014,113.116,33.578,13.287,0.415
'[10:38:33.492 09/02/1996]',0.018,-0.012,113.116,33.578,13.287,0.415
'[10:38:33.494 09/02/1996]',0.017,-0.010,113.116,33.578,13.287,0.415
'[10:38:33.496 09/02/1996]',0.016,-0.008,110.503,33.002,13.350,0.483
'[10:38:33.498 09/02/1996]',0.015,-0.006,110.503,33.002,13.350,0.483
'[10:38:33.500 09/02/1996]',0.015,-0.003,110.503,33.002,13.350,0.483
'[10:38:33.502 09/02/1996]',0.014,0.000,110.503,33.002,13.350,0.483
'[10:38:33.504 09/02/1996]',0.015,0.003,107.437,32.352,13.412,0.540
'[10:38:33.506 09/02/1996]',0.015,0.005,107.437,32.352,13.412,0.540
'[10:38:33.508 09/02/1996]',0.016,0.009,107.437,32.352,13.412,0.540
'[10:38:33.510 09/02/1996]',0.017,0.012,107.437,32.352,13.412,0.540
'[10:38:33.512 09/02/1996]',0.018,0.015,103.869,31.826,13.287,0.586
'[10:38:33.514 09/02/1996]',0.020,0.018,103.869,31.826,13.287,0.586
'[10:38:33.516 09/02/1996]',0.021,0.021,103.869,31.826,13.287,0.586
