'Time and date','II','aVF','V','ABP','PLETH','RESP'
'[13:39:28.584 02/12/1995]',-0.065,-0.032,0.001,65.309,-0.355,-0.447
'[13:39:28.586 02/12/1995]',-0.043,-0.021,0.001,65.309,-0.355,-0.447
'[13:39:28.588 02/12/1995]',-0.032,0.001,0.001,65.309,-0.355,-0.447
'[13:39:28.590 02/12/1995]',-0.021,0.001,-0.009,65.309,-0.355,-0.447
'[13:39:28.592 02/12/1995]',-0.010,0.011,-0.009,64.958,-0.355,-0.443
'[13:39:28.594 02/12/1995]',-0.021,0.001,0.001,64.958,-0.355,-0.443
'[13:39:28.596 02/12/1995]',-0.032,-0.010,0.001,64.958,-0.355,-0.443
'[13:39:28.598 02/12/1995]',-0.043,-0.021,0.001,64.958,-0.355,-0.443
'[13:39:28.600 02/12/1995]',-0.043,-0.021,0.001,64.658,-0.385,-0.438
'[13:39:28.602 02/12/1995]',-0.043,-0.021,0.001,64.658,-0.385,-0.438
'[13:39:28.604 02/12/1995]',-0.043,0.001,0.001,64.658,-0.385,-0.438
'[13:39:28.606 02/12/1995]',-0.010,0.011,-0.009,64.658,-0.385,-0.438
'[13:39:28.608 02/12/1995]',-0.010,0.011,-0.019,64.357,-0.400,-0.433
'[13:39:28.610 02/12/1995]',-0.021,0.001,0.001,64.357,-0.400,-0.433
'[13:39:28.612 02/12/1995]',-0.032,0.001,0.001,64.357,-0.400,-0.433
'[13:39:28.614 02/12/1995]',-0.043,-0.010,0.001,64.357,-0.400,-0.433
'[13:39:28.616 02/12/1995]',-0.043,-0.021,0.001,64.107,-0.400,-0.429
'[13:39:28.618 02/12/1995]',-0.043,-0.021,0.001,64.107,-0.400,-0.429
'[13:39:28.620 02/12/1995]',-0.043,-0.010,0.001,64.107,-0.400,-0.429
'[13:39:28.622 02/12/1995]',-0.021,0.001,0.001,64.107,-0.400,-0.429
'[13:39:28.624 02/12/1995]',-0.021,0.001,-0.009,63.906,-0.429,-0.424
'[13:39:28.626 02/12/1995]',-0.021,0.001,-0.009,63.906,-0.429,-0.424
'[13:39:28.628 02/12/1995]',-0.021,0.001,0.001,63.906,-0.429,-0.424
'[13:39:28.630 02/12/1995]',-0.043,-0.010,0.001,63.906,-0.429,-0.424
'[13:39:28.632 02/12/1995]',-0.043,-0.021,0.001,63.606,-0.429,-0.419
'[13:39:28.634 02/12/1995]',-0.054,-0.021,0.001,63.606,-0.429,-0.419
'[13:39:28.636 02/12/1995]',-0.043,-0.010,0.001,63.606,-0.429,-0.419
'[13:39:28.638 02/12/1995]',-0.021,0.001,0.001,63.606,-0.429,-0.419
'[13:39:28.640 02/12/1995]',-0.021,0.001,-0.009,63.355,-0.474,-0.414
'[13:39:28.642 02/12/1995]',-0.010,0.011,-0.009,63.355,-0.474,-0.414
'[13:39:28.644 02/12/1995]',-0.021,0.001,0.001,63.355,-0.474,-0.414
'[13:39:28.646 02/12/1995]',-0.032,0.001,0.001,63.355,-0.474,-0.414
'[13:39:28.648 02/12/1995]',-0.043,-0.021,0.001,63.155,-0.489,-0.408
'[13:39:28.650 02/12/1995]',-0.043,-0.021,0.001,63.155,-0.489,-0.408
'[13:39:28.652 02/12/1995]',-0.043,-0.010,0.001,63.155,-0.489,-0.408
'[13:39:28.654 02/12/1995]',-0.032,0.001,0.001,63.155,-0.489,-0.408
'[13:39:28.656 02/12/1995]',-0.021,0.001,0.001,62.955,-0.489,-0.403
'[13:39:28.658 02/12/1995]',-0.021,0.001,0.001,62.955,-0.489,-0.403
'[13:39:28.660 02/12/1995]',-0.021,0.001,0.001,62.955,-0.489,-0.403
'[13:39:28.662 02/12/1995]',-0.021,0.001,0.001,62.955,-0.489,-0.403
'[13:39:28.664 02/12/1995]',-0.043,-0.010,0.001,62.704,-0.503,-0.397
'[13:39:28.666 02/12/1995]',-0.043,-0.032,0.001,62.704,-0.503,-0.397
'[13:39:28.668 02/12/1995]',-0.054,-0.021,0.001,62.704,-0.503,-0.397
'[13:39:28.670 02/12/1995]',-0.043,-0.010,0.001,62.704,-0.503,-0.397
'[13:39:28.672 02/12/1995]',-0.021,0.001,0.001,62.604,-0.489,-0.391
'[13:39:28.674 02/12/1995]',0.001,0.011,0.001,62.604,-0.489,-0.391
'[13:39:28.676 02/12/1995]',0.001,0.001,0.001,62.604,-0.489,-0.391
'[13:39:28.678 02/12/1995]',0.001,0.011,0.001,62.604,-0.489,-0.391
'[13:39:28.680 02/12/1995]',-0.010,0.001,0.010,62.404,-0.518,-0.385
'[13:39:28.682 02/12/1995]',-0.021,0.001,0.020,62.404,-0.518,-0.385
'[13:39:28.684 02/12/1995]',-0.021,0.001,0.030,62.404,-0.518,-0.385
'[13:39:28.686 02/12/1995]',-0.010,0.001,0.020,62.404,-0.518,-0.385
'[13:39:28.688 02/12/1995]',0.001,0.022,0.020,62.254,-0.533,-0.378
'[13:39:28.690 02/12/1995]',0.011,0.044,0.010,62.254,-0.533,-0.378
'[13:39:28.692 02/12/1995]',0.022,0.056,0.010,62.254,-0.533,-0.378
'[13:39:28.694 02/12/1995]',0.011,0.044,0.020,62.254,-0.533,-0.378
'[13:39:28.696 02/12/1995]',0.001,0.022,0.030,62.053,-0.518,-0.371
'[13:39:28.698 02/12/1995]',0.001,0.011,0.040,62.053,-0.518,-0.371
'[13:39:28.700 02/12/1995]',0.001,0.001,0.040,62.053,-0.518,-0.371
'[13:39:28.702 02/12/1995]',0.001,0.022,0.040,62.053,-0.518,-0.371
'[13:39:28.704 02/12/1995]',0.001,0.034,0.030,61.953,-0.533,-0.365
'[13:39:28.706 02/12/1995]',0.022,0.056,0.020,61.953,-0.533,-0.365
'[13:39:28.708 02/12/1995]',0.022,0.067,0.020,61.953,-0.533,-0.365
'[13:39:28.710 02/12/1995]',0.022,0.056,0.020,61.953,-0.533,-0.365
'[13:39:28.712 02/12/1995]',0.011,0.034,0.030,61.753,-0.533,-0.359
'[13:39:28.714 02/12/1995]',0.001,0.011,0.030,61.753,-0.533,-0.359
'[13:39:28.716 02/12/1995]',-0.021,0.001,0.030,61.753,-0.533,-0.359
'[13:39:28.718 02/12/1995]',-0.021,0.001,0.020,61.753,-0.533,-0.359
'[13:39:28.720 02/12/1995]',-0.021,0.001,0.010,61.603,-0.548,-0.353
'[13:39:28.722 02/12/1995]',0.001,0.022,0.001,61.603,-0.548,-0.353
'[13:39:28.724 02/12/1995]',0.001,0.022,0.001,61.603,-0.548,-0.353
'[13:39:28.726 02/12/1995]',0.001,0.022,0.001,61.603,-0.548,-0.353
'[13:39:28.728 02/12/1995]',-0.010,0.001,0.001,61.352,-0.548,-0.347
'[13:39:28.730 02/12/1995]',-0.032,0.001,0.001,61.352,-0.548,-0.347
'[13:39:28.732 02/12/1995]',-0.043,-0.032,0.001,61.352,-0.548,-0.347
'[13:39:28.734 02/12/1995]',-0.054,-0.032,0.001,61.352,-0.548,-0.347
'[13:39:28.736 02/12/1995]',-0.043,-0.032,0.001,61.202,-0.563,-0.342
'[13:39:28.738 02/12/1995]',-0.032,-0.010,-0.009,61.202,-0.563,-0.342
'[13:39:28.740 02/12/1995]',-0.021,0.001,-0.019,61.202,-0.563,-0.342
'[13:39:28.742 02/12/1995]',-0.021,0.001,-0.029,61.202,-0.563,-0.342
'[13:39:28.744 02/12/1995]',-0.032,-0.010,-0.019,60.951,-0.563,-0.336
'[13:39:28.746 02/12/1995]',-0.043,-0.032,0.001,60.951,-0.563,-0.336
'[13:39:28.748 02/12/1995]',-0.054,-0.054,0.001,60.951,-0.563,-0.336
'[13:39:28.750 02/12/1995]',-0.065,-0.065,0.001,60.951,-0.563,-0.336
'[13:39:28.752 02/12/1995]',-0.065,-0.065,-0.009,60.851,-0.578,-0.330
'[13:39:28.754 02/12/1995]',-0.054,-0.043,-0.019,60.851,-0.578,-0.330
'[13:39:28.756 02/12/1995]',-0.043,-0.010,-0.019,60.851,-0.578,-0.330
'[13:39:28.758 02/12/1995]',-0.021,0.001,-0.019,60.851,-0.578,-0.330
'[13:39:28.760 02/12/1995]',-0.032,-0.010,-0.009,60.651,-0.578,-0.323
'[13:39:28.762 02/12/1995]',-0.043,-0.021,-0.009,60.651,-0.578,-0.323
'[13:39:28.764 02/12/1995]',-0.043,-0.043,0.001,60.651,-0.578,-0.323
'[13:39:28.766 02/12/1995]',-0.054,-0.043,0.001,60.651,-0.578,-0.323
'[13:39:28.768 02/12/1995]',-0.054,-0.032,0.001,60.501,-0.593,-0.316
'[13:39:28.770 02/12/1995]',-0.043,-0.021,0.001,60.501,-0.593,-0.316
'[13:39:28.772 02/12/1995]',-0.032,0.001,0.001,60.501,-0.593,-0.316
'[13:39:28.774 02/12/1995]',-0.032,0.001,-0.009,60.501,-0.593,-0.316
'[13:39:28.776 02/12/1995]',-0.032,0.001,-0.009,60.300,-0.593,-0.308
'[13:39:28.778 02/12/1995]',-0.043,-0.010,0.001,60.300,-0.593,-0.308
'[13:39:28.780 02/12/1995]',-0.065,-0.032,0.001,60.300,-0.593,-0.308
'[13:39:28.782 02/12/1995]',-0.076,-0.054,0.001,60.300,-0.593,-0.308
'[13:39:28.784 02/12/1995]',-0.086,-0.054,0.001,60.150,-0.593,-0.301
'[13:39:28.786 02/12/1995]',-0.065,-0.043,0.001,60.150,-0.593,-0.301
'[13:39:28.788 02/12/1995]',-0.054,-0.021,-0.009,60.150,-0.593,-0.301
'[13:39:28.790 02/12/1995]',-0.043,0.001,-0.009,60.150,-0.593,-0.301
'[13:39:28.792 02/12/1995]',-0.043,0.001,-0.009,59.900,-0.593,-0.295
'[13:39:28.794 02/12/1995]',-0.043,-0.010,-0.009,59.900,-0.593,-0.295
'[13:39:28.796 02/12/1995]',-0.054,-0.021,0.001,59.900,-0.593,-0.295
'[13:39:28.798 02/12/1995]',-0.065,-0.043,0.001,59.900,-0.593,-0.295
'[13:39:28.800 02/12/1995]',-0.076,-0.054,0.001,59.699,-0.578,-0.288
'[13:39:28.802 02/12/1995]',-0.065,-0.043,0.001,59.699,-0.578,-0.288
'[13:39:28.804 02/12/1995]',-0.043,-0.010,0.001,59.699,-0.578,-0.288
'[13:39:28.806 02/12/1995]',-0.032,0.001,0.001,59.699,-0.578,-0.288
'[13:39:28.808 02/12/1995]',-0.032,0.001,0.001,59.499,-0.593,-0.281
'[13:39:28.810 02/12/1995]',-0.043,0.001,0.001,59.499,-0.593,-0.281
'[13:39:28.812 02/12/1995]',-0.054,-0.032,0.001,59.499,-0.593,-0.281
'[13:39:28.814 02/12/1995]',-0.065,-0.065,0.001,59.499,-0.593,-0.281
'[13:39:28.816 02/12/1995]',-0.086,-0.098,-0.009,59.249,-0.608,-0.273
'[13:39:28.818 02/12/1995]',-0.086,-0.109,-0.019,59.249,-0.608,-0.273
'[13:39:28.820 02/12/1995]',-0.086,-0.109,-0.029,59.249,-0.608,-0.273
'[13:39:28.822 02/12/1995]',-0.076,-0.098,-0.038,59.249,-0.608,-0.273
'[13:39:28.824 02/12/1995]',-0.065,-0.076,-0.038,58.998,-0.593,-0.264
'[13:39:28.826 02/12/1995]',-0.043,-0.087,-0.019,58.998,-0.593,-0.264
'[13:39:28.828 02/12/1995]',-0.021,-0.065,0.010,58.998,-0.593,-0.264
'[13:39:28.830 02/12/1995]',0.001,-0.043,0.069,58.998,-0.593,-0.264
'[13:39:28.832 02/12/1995]',0.033,-0.010,0.108,58.798,-0.593,-0.256
'[13:39:28.834 02/12/1995]',0.088,0.001,0.167,58.798,-0.593,-0.256
'[13:39:28.836 02/12/1995]',0.154,0.044,0.206,58.798,-0.593,-0.256
'[13:39:28.838 02/12/1995]',0.241,0.133,0.265,58.798,-0.593,-0.256
'[13:39:28.840 02/12/1995]',0.338,0.198,0.323,58.547,-0.593,-0.247
'[13:39:28.842 02/12/1995]',0.404,0.253,0.372,58.547,-0.593,-0.247
'[13:39:28.844 02/12/1995]',0.469,0.264,0.412,58.547,-0.593,-0.247
'[13:39:28.846 02/12/1995]',0.502,0.286,0.460,58.547,-0.593,-0.247
'[13:39:28.848 02/12/1995]',0.546,0.341,0.509,58.347,-0.578,-0.238
'[13:39:28.850 02/12/1995]',0.579,0.417,0.548,58.347,-0.578,-0.238
'[13:39:28.852 02/12/1995]',0.600,0.483,0.548,58.347,-0.578,-0.238
'[13:39:28.854 02/12/1995]',0.600,0.549,0.539,58.347,-0.578,-0.238
'[13:39:28.856 02/12/1995]',0.600,0.604,0.519,58.197,-0.593,-0.229
'[13:39:28.858 02/12/1995]',0.589,0.636,0.480,58.197,-0.593,-0.229
'[13:39:28.860 02/12/1995]',0.546,0.647,0.450,58.197,-0.593,-0.229
'[13:39:28.862 02/12/1995]',0.502,0.636,0.402,58.197,-0.593,-0.229
'[13:39:28.864 02/12/1995]',0.448,0.615,0.353,57.946,-0.593,-0.220
'[13:39:28.866 02/12/1995]',0.371,0.549,0.275,57.946,-0.593,-0.220
'[13:39:28.868 02/12/1995]',0.295,0.494,0.177,57.946,-0.593,-0.220
'[13:39:28.870 02/12/1995]',0.219,0.440,0.089,57.946,-0.593,-0.220
'[13:39:28.872 02/12/1995]',0.164,0.396,0.001,57.796,-0.578,-0.211
'[13:39:28.874 02/12/1995]',0.110,0.330,-0.038,57.796,-0.578,-0.211
'[13:39:28.876 02/12/1995]',0.055,0.264,-0.087,57.796,-0.578,-0.211
'[13:39:28.878 02/12/1995]',0.011,0.198,-0.087,57.796,-0.578,-0.211
'[13:39:28.880 02/12/1995]',-0.021,0.133,-0.087,57.546,-0.578,-0.202
'[13:39:28.882 02/12/1995]',-0.065,0.056,-0.097,57.546,-0.578,-0.202
'[13:39:28.884 02/12/1995]',-0.086,0.022,-0.097,57.546,-0.578,-0.202
'[13:39:28.886 02/12/1995]',-0.086,0.011,-0.097,57.546,-0.578,-0.202
'[13:39:28.888 02/12/1995]',-0.065,0.022,-0.087,57.446,-0.578,-0.193
'[13:39:28.890 02/12/1995]',-0.043,0.034,-0.087,57.446,-0.578,-0.193
'[13:39:28.892 02/12/1995]',-0.032,0.034,-0.068,57.446,-0.578,-0.193
'[13:39:28.894 02/12/1995]',-0.021,0.022,-0.048,57.446,-0.578,-0.193
'[13:39:28.896 02/12/1995]',-0.032,0.001,-0.019,57.245,-0.563,-0.184
'[13:39:28.898 02/12/1995]',-0.043,0.001,-0.009,57.245,-0.563,-0.184
'[13:39:28.900 02/12/1995]',-0.043,0.001,0.001,57.245,-0.563,-0.184
'[13:39:28.902 02/12/1995]',-0.032,0.001,-0.009,57.245,-0.563,-0.184
'[13:39:28.904 02/12/1995]',-0.021,0.001,-0.009,56.995,-0.578,-0.175
'[13:39:28.906 02/12/1995]',0.001,0.011,-0.009,56.995,-0.578,-0.175
'[13:39:28.908 02/12/1995]',0.001,0.022,-0.009,56.995,-0.578,-0.175
'[13:39:28.910 02/12/1995]',0.001,0.011,0.001,56.995,-0.578,-0.175
'[13:39:28.912 02/12/1995]',-0.010,0.001,0.001,56.845,-0.593,-0.168
'[13:39:28.914 02/12/1995]',-0.021,0.001,0.001,56.845,-0.593,-0.168
'[13:39:28.916 02/12/1995]',-0.032,-0.010,0.001,56.845,-0.593,-0.168
'[13:39:28.918 02/12/1995]',-0.021,-0.010,0.001,56.845,-0.593,-0.168
'[13:39:28.920 02/12/1995]',-0.021,0.001,0.001,56.644,-0.578,-0.160
'[13:39:28.922 02/12/1995]',-0.010,0.001,0.001,56.644,-0.578,-0.160
'[13:39:28.924 02/12/1995]',0.001,0.011,0.001,56.644,-0.578,-0.160
'[13:39:28.926 02/12/1995]',0.001,0.011,0.001,56.644,-0.578,-0.160
'[13:39:28.928 02/12/1995]',0.001,0.001,0.001,56.544,-0.593,-0.152
'[13:39:28.930 02/12/1995]',-0.021,0.001,0.001,56.544,-0.593,-0.152
'[13:39:28.932 02/12/1995]',-0.021,-0.010,0.010,56.544,-0.593,-0.152
'[13:39:28.934 02/12/1995]',-0.021,-0.021,0.010,56.544,-0.593,-0.152
'[13:39:28.936 02/12/1995]',-0.021,0.001,0.001,56.444,-0.578,-0.145
'[13:39:28.938 02/12/1995]',-0.010,0.001,0.001,56.444,-0.578,-0.145
'[13:39:28.940 02/12/1995]',0.001,0.011,0.001,56.444,-0.578,-0.145
'[13:39:28.942 02/12/1995]',0.001,0.011,0.001,56.444,-0.578,-0.145
'[13:39:28.944 02/12/1995]',0.001,0.001,0.001,56.294,-0.608,-0.139
'[13:39:28.946 02/12/1995]',-0.010,0.001,0.010,56.294,-0.608,-0.139
'[13:39:28.948 02/12/1995]',-0.021,-0.010,0.010,56.294,-0.608,-0.139
'[13:39:28.950 02/12/1995]',-0.032,-0.021,0.010,56.294,-0.608,-0.139
'[13:39:28.952 02/12/1995]',-0.021,-0.010,0.010,56.194,-0.593,-0.132
'[13:39:28.954 02/12/1995]',-0.021,0.001,0.001,56.194,-0.593,-0.132
'[13:39:28.956 02/12/1995]',0.001,0.001,0.001,56.194,-0.593,-0.132
'[13:39:28.958 02/12/1995]',0.001,0.011,0.001,56.194,-0.593,-0.132
'[13:39:28.960 02/12/1995]',0.001,0.001,0.001,55.993,-0.608,-0.126
'[13:39:28.962 02/12/1995]',0.001,0.001,0.010,55.993,-0.608,-0.126
'[13:39:28.964 02/12/1995]',-0.021,-0.010,0.020,55.993,-0.608,-0.126
'[13:39:28.966 02/12/1995]',-0.021,-0.010,0.030,55.993,-0.608,-0.126
'[13:39:28.968 02/12/1995]',-0.021,0.001,0.010,55.893,-0.608,-0.119
'[13:39:28.970 02/12/1995]',-0.010,0.001,0.010,55.893,-0.608,-0.119
'[13:39:28.972 02/12/1995]',0.001,0.011,0.010,55.893,-0.608,-0.119
'[13:39:28.974 02/12/1995]',0.011,0.022,0.001,55.893,-0.608,-0.119
'[13:39:28.976 02/12/1995]',0.011,0.022,0.001,55.743,-0.593,-0.113
'[13:39:28.978 02/12/1995]',0.001,0.001,0.010,55.743,-0.593,-0.113
'[13:39:28.980 02/12/1995]',0.001,0.001,0.010,55.743,-0.593,-0.113
'[13:39:28.982 02/12/1995]',-0.021,-0.010,0.010,55.743,-0.593,-0.113
'[13:39:28.984 02/12/1995]',-0.010,0.001,0.020,55.593,-0.608,-0.107
'[13:39:28.986 02/12/1995]',0.001,0.001,0.020,55.593,-0.608,-0.107
'[13:39:28.988 02/12/1995]',0.001,0.011,0.010,55.593,-0.608,-0.107
'[13:39:28.990 02/12/1995]',0.011,0.022,0.010,55.593,-0.608,-0.107
'[13:39:28.992 02/12/1995]',0.022,0.034,0.010,55.492,-0.622,-0.102
'[13:39:28.994 02/12/1995]',0.011,0.022,0.020,55.492,-0.622,-0.102
'[13:39:28.996 02/12/1995]',0.001,0.001,0.020,55.492,-0.622,-0.102
'[13:39:28.998 02/12/1995]',0.001,0.001,0.030,55.492,-0.622,-0.102
'[13:39:29.000 02/12/1995]',-0.010,0.001,0.030,55.292,-0.608,-0.097
'[13:39:29.002 02/12/1995]',0.001,0.001,0.030,55.292,-0.608,-0.097
'[13:39:29.004 02/12/1995]',0.001,0.011,0.020,55.292,-0.608,-0.097
'[13:39:29.006 02/12/1995]',0.022,0.034,0.020,55.292,-0.608,-0.097
'[13:39:29.008 02/12/1995]',0.033,0.034,0.020,55.242,-0.608,-0.092
'[13:39:29.010 02/12/1995]',0.022,0.022,0.020,55.242,-0.608,-0.092
'[13:39:29.012 02/12/1995]',0.011,0.011,0.030,55.242,-0.608,-0.092
'[13:39:29.014 02/12/1995]',0.011,0.001,0.020,55.242,-0.608,-0.092
'[13:39:29.016 02/12/1995]',0.001,0.001,0.030,55.192,-0.593,-0.088
'[13:39:29.018 02/12/1995]',0.001,0.001,0.030,55.192,-0.593,-0.088
'[13:39:29.020 02/12/1995]',0.022,0.011,0.020,55.192,-0.593,-0.088
'[13:39:29.022 02/12/1995]',0.022,0.034,0.010,55.192,-0.593,-0.088
'[13:39:29.024 02/12/1995]',0.044,0.056,0.010,55.242,-0.593,-0.085
'[13:39:29.026 02/12/1995]',0.044,0.034,0.010,55.242,-0.593,-0.085
'[13:39:29.028 02/12/1995]',0.033,0.034,0.020,55.242,-0.593,-0.085
'[13:39:29.030 02/12/1995]',0.022,0.011,0.030,55.242,-0.593,-0.085
'[13:39:29.032 02/12/1995]',0.022,0.001,0.049,55.442,-0.593,-0.082
'[13:39:29.034 02/12/1995]',0.022,0.001,0.040,55.442,-0.593,-0.082
'[13:39:29.036 02/12/1995]',0.022,0.011,0.030,55.442,-0.593,-0.082
'[13:39:29.038 02/12/1995]',0.044,0.034,0.030,55.442,-0.593,-0.082
'[13:39:29.040 02/12/1995]',0.055,0.056,0.030,55.793,-0.608,-0.079
'[13:39:29.042 02/12/1995]',0.055,0.056,0.020,55.793,-0.608,-0.079
'[13:39:29.044 02/12/1995]',0.055,0.044,0.030,55.793,-0.608,-0.079
'[13:39:29.046 02/12/1995]',0.044,0.022,0.040,55.793,-0.608,-0.079
'[13:39:29.048 02/12/1995]',0.033,0.011,0.049,56.394,-0.578,-0.077
'[13:39:29.050 02/12/1995]',0.022,0.001,0.049,56.394,-0.578,-0.077
'[13:39:29.052 02/12/1995]',0.044,0.022,0.049,56.394,-0.578,-0.077
'[13:39:29.054 02/12/1995]',0.055,0.034,0.040,56.394,-0.578,-0.077
'[13:39:29.056 02/12/1995]',0.066,0.067,0.040,57.496,-0.593,-0.075
'[13:39:29.058 02/12/1995]',0.077,0.067,0.040,57.496,-0.593,-0.075
'[13:39:29.060 02/12/1995]',0.077,0.067,0.040,57.496,-0.593,-0.075
'[13:39:29.062 02/12/1995]',0.066,0.044,0.049,57.496,-0.593,-0.075
'[13:39:29.064 02/12/1995]',0.055,0.022,0.059,59.349,-0.563,-0.072
'[13:39:29.066 02/12/1995]',0.044,0.022,0.069,59.349,-0.563,-0.072
'[13:39:29.068 02/12/1995]',0.055,0.034,0.079,59.349,-0.563,-0.072
'[13:39:29.070 02/12/1995]',0.066,0.056,0.059,59.349,-0.563,-0.072
'[13:39:29.072 02/12/1995]',0.088,0.077,0.059,62.304,-0.563,-0.070
'[13:39:29.074 02/12/1995]',0.088,0.088,0.059,62.304,-0.563,-0.070
'[13:39:29.076 02/12/1995]',0.099,0.088,0.049,62.304,-0.563,-0.070
'[13:39:29.078 02/12/1995]',0.088,0.077,0.059,62.304,-0.563,-0.070
'[13:39:29.080 02/12/1995]',0.088,0.056,0.079,66.210,-0.563,-0.067
'[13:39:29.082 02/12/1995]',0.077,0.044,0.079,66.210,-0.563,-0.067
'[13:39:29.084 02/12/1995]',0.077,0.044,0.089,66.210,-0.563,-0.067
'[13:39:29.086 02/12/1995]',0.088,0.067,0.079,66.210,-0.563,-0.067
'[13:39:29.088 02/12/1995]',0.099,0.088,0.079,71.018,-0.548,-0.062
'[13:39:29.090 02/12/1995]',0.121,0.111,0.079,71.018,-0.548,-0.062
'[13:39:29.092 02/12/1995]',0.132,0.111,0.079,71.018,-0.548,-0.062
'[13:39:29.094 02/12/1995]',0.132,0.100,0.089,71.018,-0.548,-0.062
'[13:39:29.096 02/12/1995]',0.121,0.077,0.089,76.127,-0.533,-0.058
'[13:39:29.098 02/12/1995]',0.110,0.067,0.099,76.127,-0.533,-0.058
'[13:39:29.100 02/12/1995]',0.110,0.067,0.099,76.127,-0.533,-0.058
'[13:39:29.102 02/12/1995]',0.121,0.077,0.099,76.127,-0.533,-0.058
'[13:39:29.104 02/12/1995]',0.132,0.100,0.089,81.135,-0.503,-0.052
'[13:39:29.106 02/12/1995]',0.143,0.133,0.089,81.135,-0.503,-0.052
'[13:39:29.108 02/12/1995]',0.154,0.143,0.089,81.135,-0.503,-0.052
'[13:39:29.110 02/12/1995]',0.164,0.133,0.089,81.135,-0.503,-0.052
'[13:39:29.112 02/12/1995]',0.154,0.121,0.108,85.442,-0.474,-0.046
'[13:39:29.114 02/12/1995]',0.143,0.088,0.108,85.442,-0.474,-0.046
'[13:39:29.116 02/12/1995]',0.143,0.088,0.128,85.442,-0.474,-0.046
'[13:39:29.118 02/12/1995]',0.143,0.100,0.118,85.442,-0.474,-0.046
'[13:39:29.120 02/12/1995]',0.154,0.121,0.118,88.748,-0.460,-0.040
'[13:39:29.122 02/12/1995]',0.175,0.154,0.108,88.748,-0.460,-0.040
'[13:39:29.124 02/12/1995]',0.186,0.165,0.108,88.748,-0.460,-0.040
'[13:39:29.126 02/12/1995]',0.186,0.165,0.118,88.748,-0.460,-0.040
'[13:39:29.128 02/12/1995]',0.186,0.154,0.118,91.352,-0.385,-0.033
'[13:39:29.130 02/12/1995]',0.175,0.133,0.128,91.352,-0.385,-0.033
'[13:39:29.132 02/12/1995]',0.164,0.121,0.138,91.352,-0.385,-0.033
'[13:39:29.134 02/12/1995]',0.164,0.121,0.147,91.352,-0.385,-0.033
'[13:39:29.136 02/12/1995]',0.175,0.143,0.138,93.305,-0.355,-0.025
'[13:39:29.138 02/12/1995]',0.197,0.165,0.128,93.305,-0.355,-0.025
'[13:39:29.140 02/12/1995]',0.208,0.176,0.128,93.305,-0.355,-0.025
'[13:39:29.142 02/12/1995]',0.208,0.176,0.118,93.305,-0.355,-0.025
'[13:39:29.144 02/12/1995]',0.208,0.165,0.138,94.858,-0.281,-0.018
'[13:39:29.146 02/12/1995]',0.208,0.154,0.147,94.858,-0.281,-0.018
'[13:39:29.148 02/12/1995]',0.186,0.143,0.147,94.858,-0.281,-0.018
'[13:39:29.150 02/12/1995]',0.186,0.143,0.157,94.858,-0.281,-0.018
'[13:39:29.152 02/12/1995]',0.197,0.143,0.147,96.210,-0.207,-0.011
'[13:39:29.154 02/12/1995]',0.208,0.165,0.138,96.210,-0.207,-0.011
'[13:39:29.156 02/12/1995]',0.219,0.187,0.138,96.210,-0.207,-0.011
'[13:39:29.158 02/12/1995]',0.230,0.198,0.138,96.210,-0.207,-0.011
'[13:39:29.160 02/12/1995]',0.230,0.187,0.138,97.512,-0.134,-0.003
'[13:39:29.162 02/12/1995]',0.208,0.165,0.147,97.512,-0.134,-0.003
'[13:39:29.164 02/12/1995]',0.197,0.154,0.147,97.512,-0.134,-0.003
'[13:39:29.166 02/12/1995]',0.197,0.154,0.157,97.512,-0.134,-0.003
'[13:39:29.168 02/12/1995]',0.186,0.154,0.147,98.564,-0.044,0.005
'[13:39:29.170 02/12/1995]',0.208,0.165,0.138,98.564,-0.044,0.005
'[13:39:29.172 02/12/1995]',0.208,0.176,0.128,98.564,-0.044,0.005
'[13:39:29.174 02/12/1995]',0.219,0.187,0.118,98.564,-0.044,0.005
'[13:39:29.176 02/12/1995]',0.219,0.187,0.118,99.265,0.059,0.013
'[13:39:29.178 02/12/1995]',0.208,0.165,0.128,99.265,0.059,0.013
'[13:39:29.180 02/12/1995]',0.186,0.154,0.138,99.265,0.059,0.013
'[13:39:29.182 02/12/1995]',0.175,0.133,0.138,99.265,0.059,0.013
'[13:39:29.184 02/12/1995]',0.164,0.133,0.128,99.666,0.163,0.021
'[13:39:29.186 02/12/1995]',0.175,0.154,0.118,99.666,0.163,0.021
'[13:39:29.188 02/12/1995]',0.186,0.165,0.099,99.666,0.163,0.021
'[13:39:29.190 02/12/1995]',0.186,0.176,0.099,99.666,0.163,0.021
'[13:39:29.192 02/12/1995]',0.186,0.176,0.089,99.816,0.252,0.028
'[13:39:29.194 02/12/1995]',0.164,0.165,0.089,99.816,0.252,0.028
'[13:39:29.196 02/12/1995]',0.154,0.133,0.089,99.816,0.252,0.028
'[13:39:29.198 02/12/1995]',0.143,0.100,0.089,99.816,0.252,0.028
'[13:39:29.200 02/12/1995]',0.121,0.100,0.089,99.766,0.341,0.035
'[13:39:29.202 02/12/1995]',0.121,0.100,0.079,99.766,0.341,0.035
'[13:39:29.204 02/12/1995]',0.121,0.121,0.069,99.766,0.341,0.035
'[13:39:29.206 02/12/1995]',0.132,0.133,0.059,99.766,0.341,0.035
